character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Arathi Basin win_rate,Isle of Conquest played,Arathi Basin played,Isle of Conquest won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,50.0,1.0,4.0,1.0,2.0,100.0,,,100.0,,33.0,33.0,50.0,0.0,33.0,100.0,,100.0,20.0,0.0,33.0,1.0,,,1.0,,3.0,3.0,4.0,1.0,3.0,1.0,,2.0,5.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,2.0,0.0,1.0,1.0,,2.0,1.0,0.0,1.0,,,,,,,,,,,,
158410236,Murkhala,tarren-mill,59.0,179.0,,0.0,,1.0,,0.0,,,,,,,,,50.0,,,,,100.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
136972478,Judgemegood,thrall,27.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,3.0,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,0.0,0.0,4.0,1.0,0.0,0.0,40.0,,,0.0,,0.0,0.0,33.0,100.0,,100.0,,0.0,33.0,33.0,75.0,5.0,,,3.0,,1.0,2.0,3.0,2.0,,4.0,,4.0,9.0,3.0,4.0,2.0,,,0.0,,0.0,0.0,1.0,2.0,,4.0,,0.0,3.0,1.0,3.0,,,,,,,,,,,,
185495750,Khaean,kazzak,202.0,14041.0,67.0,87.0,3.0,30.0,2.0,26.0,67.0,100.0,80.0,85.0,80.0,82.0,78.0,72.0,71.0,50.0,100.0,78.0,82.0,78.0,67.0,76.0,6.0,11.0,5.0,52.0,5.0,51.0,40.0,46.0,59.0,6.0,2.0,9.0,39.0,36.0,3.0,45.0,4.0,11.0,4.0,44.0,4.0,42.0,31.0,33.0,42.0,3.0,2.0,7.0,32.0,28.0,2.0,34.0,,,,,,,100.0,1.0,1.0,,,
69764442,Norrath,thrall,18.0,6551.0,36.0,0.0,14.0,1.0,5.0,0.0,26.0,52.0,48.0,33.0,27.0,56.0,77.0,54.0,62.0,100.0,0.0,40.0,,50.0,100.0,100.0,27.0,27.0,21.0,12.0,11.0,9.0,13.0,13.0,8.0,6.0,2.0,5.0,,2.0,3.0,1.0,7.0,14.0,10.0,4.0,3.0,5.0,10.0,7.0,5.0,6.0,0.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,
148737528,Lan,magtheridon,21.0,3722.0,50.0,33.0,2.0,3.0,1.0,1.0,50.0,,,0.0,,100.0,50.0,75.0,33.0,,,,100.0,67.0,25.0,100.0,4.0,,,8.0,,2.0,2.0,4.0,3.0,,,,3.0,6.0,4.0,2.0,2.0,,,0.0,,2.0,1.0,3.0,1.0,,,,3.0,4.0,1.0,2.0,,,,,,,100.0,12.0,12.0,,,
172124909,Todgerdodgér,silvermoon,9.0,1301.0,100.0,,1.0,,1.0,,100.0,43.0,50.0,50.0,0.0,50.0,100.0,25.0,50.0,,,,,,,0.0,2.0,7.0,2.0,2.0,3.0,8.0,2.0,4.0,4.0,,,,,,,1.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,,,,,,,0.0,,,,,,,,,,,,
154810309,Radmen,ravencrest,132.0,673.0,,100.0,,2.0,,2.0,,,,100.0,,0.0,100.0,25.0,100.0,,,,100.0,50.0,,,,,,2.0,,2.0,1.0,4.0,1.0,,,,1.0,2.0,,,,,,2.0,,0.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
175395828,Churumlight,sanguino,21.0,422.0,0.0,50.0,1.0,2.0,0.0,1.0,0.0,,,0.0,,,,,100.0,,100.0,,100.0,,,100.0,1.0,,,1.0,,,,,2.0,,1.0,,1.0,,,1.0,0.0,,,0.0,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,
243255435,Фалькмур,gordunni,65.0,3395.0,40.0,50.0,5.0,4.0,2.0,2.0,50.0,,,100.0,,50.0,38.0,75.0,56.0,,50.0,100.0,75.0,67.0,62.0,80.0,6.0,,,2.0,,2.0,8.0,4.0,9.0,,4.0,1.0,4.0,6.0,8.0,5.0,3.0,,,2.0,,1.0,3.0,3.0,5.0,,2.0,1.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,
163224163,Радостьмоя,gordunni,94.0,10242.0,,69.0,,16.0,,11.0,,55.0,38.0,67.0,100.0,43.0,56.0,59.0,54.0,67.0,,50.0,55.0,62.0,,82.0,,22.0,8.0,24.0,3.0,28.0,43.0,41.0,48.0,12.0,,4.0,20.0,16.0,,11.0,,12.0,3.0,16.0,3.0,12.0,24.0,24.0,26.0,8.0,,2.0,11.0,10.0,,9.0,,,,0.0,1.0,0.0,100.0,2.0,2.0,,,
175721864,Ondelia,hyjal,16.0,1150.0,33.0,100.0,3.0,1.0,1.0,1.0,50.0,50.0,100.0,100.0,,0.0,50.0,100.0,50.0,,,,,100.0,50.0,,4.0,2.0,1.0,1.0,,1.0,4.0,1.0,4.0,,,,,2.0,2.0,,2.0,1.0,1.0,1.0,,0.0,2.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,100.0,3.0,3.0,,,
97311120,Colossus,les-clairvoyants,16.0,1109.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,,,100.0,50.0,,,,,,,,100.0,,,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,0.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,100.0,5.0,5.0,,,
200935849,Овитрес,soulflayer,92.0,204.0,,,,,,,0.0,,,50.0,,0.0,,,100.0,,,,50.0,,,100.0,1.0,,,2.0,,1.0,,,1.0,,,,2.0,,,1.0,0.0,,,1.0,,0.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
125359362,Wohlkers,les-sentinelles,25.0,320.0,,,,,,,,100.0,100.0,0.0,,100.0,50.0,40.0,0.0,,,,,0.0,,,,1.0,1.0,2.0,,1.0,4.0,5.0,2.0,,,,,1.0,,,,1.0,1.0,0.0,,1.0,2.0,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,
222918576,Ruddigore,the-maelstrom,19.0,409.0,,,,,,,50.0,,,,,100.0,0.0,0.0,25.0,100.0,,,,0.0,,0.0,2.0,,,,,1.0,1.0,1.0,4.0,1.0,,,,1.0,,2.0,1.0,,,,,1.0,0.0,0.0,1.0,1.0,,,,0.0,,0.0,,,,,,,,,,,,
195921039,Vilgford,hyjal,33.0,3061.0,,75.0,,4.0,,3.0,,30.0,42.0,67.0,0.0,32.0,25.0,38.0,36.0,56.0,,,33.0,33.0,,,,23.0,12.0,6.0,1.0,25.0,20.0,16.0,22.0,9.0,,,3.0,3.0,,,,7.0,5.0,4.0,0.0,8.0,5.0,6.0,8.0,5.0,,,1.0,1.0,,,,,,,,,,,,,,
195802808,Staforti,aggra-português,2.0,74.0,,,,,,,,,,,,,,,,,,,0.0,,,100.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,
90161233,Fincent,malorne,178.0,23884.0,64.0,45.0,22.0,20.0,14.0,9.0,64.0,47.0,34.0,47.0,36.0,45.0,37.0,46.0,41.0,25.0,0.0,0.0,60.0,50.0,43.0,55.0,14.0,34.0,32.0,49.0,22.0,29.0,30.0,39.0,29.0,12.0,1.0,1.0,30.0,18.0,7.0,11.0,9.0,16.0,11.0,23.0,8.0,13.0,11.0,18.0,12.0,3.0,0.0,0.0,18.0,9.0,3.0,6.0,200.0,12.0,24.0,25.0,12.0,3.0,100.0,2.0,2.0,,,
180420766,Тивиар,gordunni,7.0,1640.0,,67.0,,3.0,,2.0,,0.0,,,,0.0,50.0,33.0,50.0,,,,,0.0,100.0,33.0,,1.0,,,,1.0,2.0,3.0,2.0,,,,,1.0,1.0,3.0,,0.0,,,,0.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,50.0,2.0,1.0,25.0,8.0,2.0,,,,,,
160957740,Liptone,conseil-des-ombres,72.0,2072.0,50.0,22.0,2.0,9.0,1.0,2.0,100.0,,,40.0,,67.0,60.0,100.0,100.0,,100.0,,67.0,80.0,,50.0,2.0,,,5.0,,3.0,5.0,2.0,1.0,,1.0,,3.0,5.0,,2.0,2.0,,,2.0,,2.0,3.0,2.0,1.0,,1.0,,2.0,4.0,,1.0,,,,,,,,,,,,
147410169,Saze,ragnaros,18.0,2680.0,33.0,38.0,3.0,13.0,1.0,5.0,50.0,,100.0,0.0,,45.0,67.0,57.0,44.0,,,,33.0,62.0,,67.0,2.0,,1.0,2.0,,11.0,15.0,7.0,9.0,,,,9.0,8.0,,6.0,1.0,,1.0,0.0,,5.0,10.0,4.0,4.0,,,,3.0,5.0,,4.0,43.0,7.0,3.0,,,,,,,,,
175005519,Clarrizard,silvermoon,63.0,10057.0,40.0,46.0,5.0,13.0,2.0,6.0,67.0,51.0,55.0,43.0,54.0,48.0,53.0,44.0,81.0,43.0,,,64.0,67.0,,60.0,9.0,45.0,20.0,21.0,13.0,23.0,17.0,16.0,16.0,7.0,,,11.0,9.0,,10.0,6.0,23.0,11.0,9.0,7.0,11.0,9.0,7.0,13.0,3.0,,,7.0,6.0,,6.0,800.0,1.0,8.0,,,,,,,,,
184227887,Glôr,nemesis,13.0,998.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,,,,,100.0,,67.0,,,0.0,,0.0,0.0,0.0,0.0,4.0,,,,,1.0,,3.0,,,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,1.0,,2.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
226274304,Valithria,sylvanas,58.0,7799.0,71.0,62.0,7.0,8.0,5.0,5.0,56.0,33.0,33.0,62.0,100.0,50.0,33.0,80.0,73.0,50.0,,,100.0,80.0,29.0,,9.0,3.0,3.0,8.0,1.0,2.0,6.0,5.0,11.0,8.0,,,2.0,10.0,7.0,,5.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,8.0,4.0,,,2.0,8.0,2.0,,75.0,4.0,3.0,0.0,2.0,0.0,100.0,51.0,51.0,,,
180862156,Mythterhawk,outland,48.0,8751.0,54.0,77.0,13.0,13.0,7.0,10.0,40.0,43.0,60.0,58.0,50.0,68.0,78.0,68.0,59.0,60.0,,,75.0,79.0,89.0,75.0,5.0,7.0,5.0,12.0,2.0,19.0,27.0,19.0,22.0,15.0,,,8.0,14.0,9.0,4.0,2.0,3.0,3.0,7.0,1.0,13.0,21.0,13.0,13.0,9.0,,,6.0,11.0,8.0,3.0,125.0,4.0,5.0,,,,,,,,,
181448708,Kibrovska,silvermoon,20.0,2423.0,33.0,40.0,3.0,5.0,1.0,2.0,67.0,,,33.0,,80.0,62.0,75.0,50.0,,0.0,0.0,50.0,70.0,50.0,80.0,6.0,,,6.0,,5.0,8.0,4.0,4.0,,2.0,2.0,8.0,10.0,4.0,5.0,4.0,,,2.0,,4.0,5.0,3.0,2.0,,0.0,0.0,4.0,7.0,2.0,4.0,,,,,,,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,0.0,,1.0,,0.0,,,,0.0,,33.0,,,,,,,0.0,50.0,,,,,,1.0,,3.0,,,,,,,2.0,2.0,,,,,,0.0,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
154116024,Bouncyshield,stormscale,21.0,126.0,,,,,,,0.0,,,,,,,,,,,,,,50.0,,1.0,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
168313974,Tjorb,twisting-nether,16.0,3648.0,75.0,17.0,4.0,6.0,3.0,1.0,20.0,,,0.0,,0.0,71.0,75.0,100.0,,60.0,,43.0,60.0,60.0,0.0,5.0,,,2.0,,2.0,7.0,12.0,9.0,,5.0,,7.0,5.0,5.0,2.0,1.0,,,0.0,,0.0,5.0,9.0,9.0,,3.0,,3.0,3.0,3.0,0.0,38.0,8.0,3.0,,,,,,,,,
153202632,Shirotama,burning-legion,18.0,1321.0,,50.0,,2.0,,1.0,100.0,,,50.0,,50.0,75.0,100.0,0.0,,100.0,,33.0,43.0,0.0,20.0,1.0,,,2.0,,2.0,4.0,2.0,3.0,,1.0,,6.0,7.0,1.0,5.0,1.0,,,1.0,,1.0,3.0,2.0,0.0,,1.0,,2.0,3.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,
87936936,Kadelris,draenor,26.0,4753.0,14.0,75.0,7.0,4.0,1.0,3.0,50.0,43.0,25.0,40.0,100.0,57.0,50.0,50.0,54.0,0.0,0.0,,80.0,33.0,83.0,,16.0,7.0,4.0,5.0,2.0,7.0,8.0,8.0,13.0,3.0,2.0,,5.0,3.0,6.0,,8.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,7.0,0.0,0.0,,4.0,1.0,5.0,,,,,,,,100.0,15.0,15.0,,,
159970790,Izzät,draenor,10.0,1233.0,100.0,88.0,1.0,8.0,1.0,7.0,,,,100.0,,,50.0,100.0,50.0,,,,100.0,80.0,,0.0,,,,1.0,,,2.0,1.0,2.0,,,,1.0,5.0,,3.0,,,,1.0,,,1.0,1.0,1.0,,,,1.0,4.0,,0.0,,,,,,,,,,,,
238743096,Старгейт,greymane,15.0,40307.0,46.0,100.0,26.0,1.0,12.0,1.0,75.0,83.0,54.0,64.0,52.0,92.0,92.0,64.0,88.0,88.0,80.0,100.0,0.0,100.0,80.0,,63.0,77.0,89.0,67.0,91.0,13.0,12.0,14.0,17.0,8.0,5.0,2.0,1.0,1.0,5.0,,47.0,64.0,48.0,43.0,47.0,12.0,11.0,9.0,15.0,7.0,4.0,2.0,0.0,1.0,4.0,,,,,,,,,,,,,
171778567,Макзор,eversong,6.0,1735.0,50.0,0.0,2.0,1.0,1.0,0.0,0.0,,,100.0,,,33.0,,100.0,,67.0,,33.0,0.0,50.0,,2.0,,,1.0,,,3.0,,1.0,,3.0,,3.0,1.0,2.0,,0.0,,,1.0,,,1.0,,1.0,,2.0,,1.0,0.0,1.0,,,,,75.0,4.0,3.0,,,,,,
160412481,Mahlac,dun-modr,31.0,9379.0,0.0,54.0,1.0,28.0,0.0,15.0,0.0,,,56.0,,61.0,57.0,67.0,50.0,75.0,,100.0,50.0,77.0,33.0,54.0,2.0,,,18.0,,36.0,42.0,42.0,34.0,4.0,,1.0,24.0,31.0,6.0,26.0,0.0,,,10.0,,22.0,24.0,28.0,17.0,3.0,,1.0,12.0,24.0,2.0,14.0,44.0,16.0,7.0,50.0,2.0,1.0,,,,,,
154993531,Holybuttcrck,stormscale,10.0,641.0,,0.0,,1.0,,0.0,0.0,,,50.0,,0.0,50.0,0.0,0.0,,,,50.0,25.0,100.0,,1.0,,,2.0,,1.0,2.0,1.0,2.0,,,,2.0,4.0,1.0,,0.0,,,1.0,,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,0.0,1.0,0.0,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,,,,,,,,,67.0,,50.0,0.0,0.0,71.0,,,,100.0,,,50.0,,,,3.0,,2.0,2.0,2.0,17.0,,,,3.0,,,4.0,,,,2.0,,1.0,0.0,0.0,12.0,,,,3.0,,,2.0,,,,,,,,,,,,
175169023,Артипал,azuregos,21.0,1122.0,,,,,,,,50.0,,,0.0,62.0,100.0,100.0,50.0,,,,,,,,,2.0,,,1.0,8.0,3.0,2.0,2.0,,,,,,,,,1.0,,,0.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
163003050,Sugarmint,bronze-dragonflight,51.0,2167.0,0.0,,2.0,,0.0,,50.0,,,50.0,,100.0,50.0,20.0,50.0,,,,0.0,53.0,0.0,50.0,2.0,,,4.0,,1.0,2.0,5.0,2.0,,,,2.0,17.0,1.0,6.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,,0.0,9.0,0.0,3.0,,,,,,,,,,,,
123036105,Setegiber,sanguino,26.0,3139.0,0.0,25.0,1.0,4.0,0.0,1.0,50.0,0.0,,67.0,0.0,50.0,,67.0,64.0,100.0,,,86.0,80.0,50.0,0.0,6.0,1.0,,3.0,1.0,6.0,,3.0,14.0,2.0,,,7.0,5.0,2.0,1.0,3.0,0.0,,2.0,0.0,3.0,,2.0,9.0,2.0,,,6.0,4.0,1.0,0.0,,,,0.0,2.0,0.0,,,,,,
158661428,Painpaté,culte-de-la-rive-noire,61.0,1449.0,,0.0,,2.0,,0.0,,,0.0,75.0,,0.0,25.0,0.0,80.0,50.0,,,25.0,,,,,,1.0,4.0,,5.0,4.0,5.0,5.0,2.0,,,4.0,,,,,,0.0,3.0,,0.0,1.0,0.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,
161435082,Ruvlin,draenor,37.0,1732.0,,50.0,,6.0,,3.0,,100.0,0.0,100.0,100.0,50.0,80.0,75.0,71.0,100.0,,,50.0,75.0,,33.0,,1.0,1.0,3.0,2.0,4.0,5.0,4.0,7.0,1.0,,,4.0,8.0,,6.0,,1.0,0.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,,,2.0,6.0,,2.0,0.0,1.0,0.0,,,,,,,,,
162416420,Fordriñg,kazzak,23.0,4185.0,57.0,33.0,7.0,3.0,4.0,1.0,0.0,,,100.0,,33.0,33.0,100.0,100.0,33.0,,75.0,50.0,75.0,83.0,100.0,3.0,,,1.0,,3.0,3.0,2.0,2.0,3.0,,8.0,2.0,4.0,6.0,2.0,0.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,,6.0,1.0,3.0,5.0,2.0,,,,100.0,1.0,1.0,,,,,,
141445649,Adrianie,ysera,126.0,140.0,,0.0,,1.0,,0.0,,,,,,0.0,,,,,,,0.0,100.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
175822941,Zofo,twisting-nether,85.0,648.0,33.0,100.0,3.0,1.0,1.0,1.0,,,,100.0,,0.0,0.0,0.0,,,50.0,,100.0,,,100.0,,,,1.0,,1.0,1.0,1.0,,,2.0,,1.0,,,1.0,,,,1.0,,0.0,0.0,0.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,
57905859,Альфарт,howling-fjord,11.0,11011.0,40.0,0.0,10.0,2.0,4.0,0.0,55.0,50.0,71.0,50.0,60.0,40.0,77.0,38.0,43.0,36.0,0.0,,100.0,100.0,0.0,,20.0,14.0,21.0,22.0,15.0,20.0,13.0,13.0,14.0,11.0,1.0,,1.0,1.0,1.0,,11.0,7.0,15.0,11.0,9.0,8.0,10.0,5.0,6.0,4.0,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,
154232407,Aleaume,kirin-tor,13.0,13733.0,50.0,,2.0,,1.0,,67.0,36.0,71.0,,50.0,25.0,0.0,50.0,,0.0,,,,,,,6.0,11.0,7.0,,6.0,4.0,2.0,2.0,,1.0,,,,,,,4.0,4.0,5.0,,3.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
119151404,Casemir,antonidas,20.0,421.0,,,,,,,,,,100.0,,50.0,,0.0,,,,,100.0,,,0.0,,,,2.0,,2.0,,1.0,,,,,1.0,,,2.0,,,,2.0,,1.0,,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,
188002128,Окликс,gordunni,29.0,3546.0,100.0,100.0,1.0,2.0,1.0,2.0,60.0,,,75.0,,50.0,78.0,78.0,69.0,50.0,67.0,0.0,88.0,67.0,60.0,100.0,10.0,,,4.0,,4.0,9.0,9.0,13.0,2.0,3.0,5.0,8.0,6.0,5.0,1.0,6.0,,,3.0,,2.0,7.0,7.0,9.0,1.0,2.0,0.0,7.0,4.0,3.0,1.0,,,,,,,100.0,2.0,2.0,,,
196022814,Torvil,outland,11.0,635.0,,,,,,,33.0,,,100.0,,100.0,,100.0,100.0,,,100.0,,,50.0,,3.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
172809122,Andû,hyjal,10.0,778.0,100.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,50.0,50.0,,,,25.0,50.0,50.0,100.0,2.0,,,1.0,,,1.0,2.0,2.0,,,,4.0,2.0,2.0,1.0,0.0,,,0.0,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
101386919,Azadaka,khaz-modan,8.0,2330.0,33.0,,9.0,,3.0,,57.0,29.0,0.0,33.0,50.0,100.0,0.0,0.0,50.0,25.0,,,100.0,100.0,0.0,,7.0,21.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,1.0,,4.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,1.0,1.0,0.0,,,,,17.0,6.0,1.0,,,,,,
182477163,Фироша,gordunni,8.0,789.0,,67.0,,3.0,,2.0,,,,100.0,,33.0,,75.0,100.0,,,,0.0,60.0,,0.0,,,,1.0,,3.0,,4.0,1.0,,,,2.0,5.0,,1.0,,,,1.0,,1.0,,3.0,1.0,,,,0.0,3.0,,0.0,,,,,,,,,,,,
133594367,Viskki,draenor,16.0,2248.0,0.0,67.0,2.0,3.0,0.0,2.0,80.0,,,0.0,,0.0,75.0,100.0,50.0,,50.0,,100.0,100.0,100.0,,5.0,,,1.0,,1.0,4.0,1.0,2.0,,2.0,,1.0,1.0,4.0,,4.0,,,0.0,,0.0,3.0,1.0,1.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,
152259371,Krátose,twisting-nether,18.0,2761.0,60.0,,5.0,,3.0,,46.0,33.0,33.0,43.0,57.0,25.0,0.0,71.0,100.0,,,,,,,,13.0,9.0,6.0,7.0,7.0,4.0,2.0,7.0,1.0,,,,,,,,6.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,75.0,100.0,4.0,1.0,3.0,1.0,,,,0.0,,75.0,0.0,67.0,0.0,,0.0,,33.0,33.0,100.0,0.0,,,,1.0,,4.0,1.0,3.0,1.0,,1.0,,3.0,3.0,1.0,1.0,,,,0.0,,3.0,0.0,2.0,0.0,,0.0,,1.0,1.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,
149040372,Noobypums,silvermoon,5.0,3476.0,100.0,,2.0,,2.0,,53.0,33.0,50.0,,100.0,0.0,,100.0,,0.0,,,0.0,,,,32.0,3.0,6.0,,1.0,3.0,,1.0,,1.0,,,1.0,,,,17.0,1.0,3.0,,1.0,0.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,
169060728,Кирвиса,gordunni,59.0,8430.0,80.0,43.0,5.0,7.0,4.0,3.0,75.0,69.0,67.0,67.0,0.0,55.0,50.0,56.0,57.0,43.0,,0.0,133.0,0.0,0.0,0.0,4.0,13.0,6.0,9.0,2.0,22.0,14.0,16.0,23.0,7.0,,2.0,6.0,2.0,1.0,2.0,3.0,9.0,4.0,6.0,0.0,12.0,7.0,9.0,13.0,3.0,,0.0,8.0,0.0,0.0,0.0,,,,,,,100.0,1.0,1.0,,,
153197999,Gordain,malfurion,17.0,4505.0,86.0,75.0,7.0,4.0,6.0,3.0,38.0,,,50.0,,38.0,50.0,33.0,50.0,50.0,67.0,100.0,50.0,40.0,33.0,0.0,8.0,,,6.0,,8.0,8.0,3.0,4.0,2.0,6.0,1.0,4.0,5.0,9.0,2.0,3.0,,,3.0,,3.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,0.0,,,,0.0,4.0,0.0,100.0,2.0,2.0,,,
114040818,Diem,hyjal,3.0,2445.0,67.0,,3.0,,2.0,,80.0,33.0,33.0,60.0,25.0,50.0,,0.0,,,,,,,,,5.0,3.0,3.0,5.0,4.0,2.0,,1.0,,,,,,,,,4.0,1.0,1.0,3.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,
180842612,Daratos,nemesis,7.0,2562.0,83.0,,6.0,,5.0,,25.0,60.0,43.0,60.0,20.0,22.0,0.0,50.0,36.0,75.0,,,50.0,,,,4.0,5.0,7.0,5.0,10.0,9.0,2.0,14.0,11.0,4.0,,,2.0,,,,1.0,3.0,3.0,3.0,2.0,2.0,0.0,7.0,4.0,3.0,,,1.0,,,,,,,,,,,,,,,
154379430,Hotheads,ravencrest,81.0,837.0,100.0,50.0,2.0,2.0,2.0,1.0,,,,,,,0.0,100.0,67.0,,100.0,,50.0,0.0,0.0,,,,,,,,2.0,2.0,3.0,,1.0,,2.0,2.0,1.0,,,,,,,,0.0,2.0,2.0,,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,
165020997,Thyraly,thrall,51.0,509.0,,67.0,,3.0,,2.0,,,,0.0,,0.0,100.0,25.0,0.0,,0.0,,100.0,,100.0,100.0,,,,1.0,,2.0,1.0,4.0,1.0,,1.0,,1.0,,1.0,1.0,,,,0.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,,1.0,1.0,,,,,,,,,,,,
64383491,Exxodus,medivh,5.0,1188.0,100.0,,1.0,,1.0,,67.0,0.0,100.0,50.0,50.0,,29.0,50.0,33.0,,,,0.0,,,,3.0,1.0,1.0,2.0,2.0,,7.0,2.0,6.0,,,,1.0,,,,2.0,0.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,
84582695,Firionel,dun-modr,40.0,37301.0,83.0,50.0,47.0,2.0,39.0,1.0,51.0,43.0,38.0,48.0,44.0,53.0,37.0,45.0,49.0,52.0,,100.0,,33.0,0.0,0.0,119.0,138.0,94.0,65.0,64.0,75.0,41.0,76.0,35.0,25.0,,2.0,,3.0,2.0,2.0,61.0,60.0,36.0,31.0,28.0,40.0,15.0,34.0,17.0,13.0,,2.0,,1.0,0.0,0.0,,,,,,,,,,,,
166941979,Ule,archimonde,21.0,5862.0,43.0,50.0,7.0,2.0,3.0,1.0,57.0,56.0,0.0,50.0,,38.0,55.0,60.0,33.0,20.0,,,33.0,83.0,67.0,,7.0,9.0,1.0,4.0,,8.0,11.0,15.0,12.0,5.0,,,6.0,6.0,6.0,,4.0,5.0,0.0,2.0,,3.0,6.0,9.0,4.0,1.0,,,2.0,5.0,4.0,,,,,,,,100.0,7.0,7.0,,,
