character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Isle of Conquest played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Isle of Conquest won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
126916113,Júdgeméntal,draenor,28.0,801.0,29.0,,,,,,,,,,,,7.0,,,,,,,,,,,,2.0,,,,,,,,,,,,36.0,0.0,,,14.0,1.0,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
197989533,Brwpala,kazzak,9.0,2340.0,0.0,,0.0,50.0,0.0,,,25.0,33.0,50.0,50.0,67.0,1.0,,2.0,6.0,1.0,,,4.0,3.0,2.0,4.0,3.0,0.0,,0.0,3.0,0.0,,,1.0,1.0,1.0,2.0,2.0,,,,0.0,,,,1.0,,,,0.0,,,100.0,,,1.0,,,1.0,,20.0,,5.0,,1.0,,,,,,
156844041,Lennista,blackhand,4.0,251.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,,,,,,,,
141615992,Yalala,elune,13.0,12197.0,54.0,40.0,44.0,54.0,39.0,71.0,,25.0,0.0,60.0,0.0,67.0,37.0,43.0,43.0,13.0,46.0,7.0,,4.0,2.0,5.0,1.0,3.0,20.0,17.0,19.0,7.0,18.0,5.0,,1.0,0.0,3.0,0.0,2.0,38.0,33.0,46.0,58.0,47.0,49.0,28.0,19.0,18.0,16.0,13.0,11.0,,67.0,,,3.0,,,2.0,,,,,,,,,,,,,
154184421,Ludotwins,kirin-tor,4.0,390.0,100.0,0.0,,0.0,100.0,0.0,,50.0,0.0,0.0,100.0,50.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,
69121785,Syriel,nazjatar,26.0,10735.0,43.0,0.0,,33.0,100.0,100.0,50.0,,,,100.0,,7.0,1.0,,3.0,1.0,2.0,2.0,,,,1.0,,3.0,0.0,,1.0,1.0,2.0,1.0,,,,1.0,,33.0,0.0,50.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,100.0,91.0,1.0,22.0,1.0,20.0,,,,,,
112747114,Deizon,kazzak,6.0,458.0,100.0,100.0,,33.0,100.0,,,,50.0,,0.0,100.0,1.0,1.0,,3.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.0,1.0,,,,0.0,,,,1.0,,,,0.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,
155333734,Licht,sanguino,181.0,133.0,,,,,,0.0,,100.0,0.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,49.0,38.0,38.0,50.0,57.0,100.0,,50.0,100.0,100.0,100.0,,45.0,61.0,8.0,4.0,7.0,4.0,,2.0,1.0,1.0,1.0,,22.0,23.0,3.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,,38.0,39.0,50.0,32.0,56.0,75.0,32.0,19.0,21.0,29.0,16.0,6.0,,,,,,,,,,,50.0,,2.0,,1.0,,,,,,
151580316,Eloelle,argent-dawn,5.0,3391.0,59.0,44.0,0.0,67.0,0.0,0.0,0.0,,100.0,,,33.0,32.0,16.0,2.0,3.0,5.0,1.0,1.0,,1.0,,,3.0,19.0,7.0,0.0,2.0,0.0,0.0,0.0,,1.0,,,1.0,70.0,67.0,43.0,50.0,33.0,21.0,7.0,2.0,23.0,14.0,3.0,1.0,700.0,50.0,100.0,1.0,2.0,1.0,7.0,1.0,1.0,100.0,0.0,3.0,1.0,3.0,0.0,,,,,,
161272676,Telosgrammos,twisting-nether,10.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,1.0,,,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
149002045,Bubbldin,malfurion,47.0,9361.0,57.0,50.0,42.0,61.0,50.0,41.0,17.0,50.0,50.0,56.0,33.0,43.0,7.0,12.0,31.0,28.0,18.0,29.0,6.0,8.0,6.0,9.0,6.0,7.0,4.0,6.0,13.0,17.0,9.0,12.0,1.0,4.0,3.0,5.0,2.0,3.0,26.0,67.0,0.0,60.0,31.0,3.0,2.0,10.0,8.0,2.0,0.0,6.0,0.0,40.0,100.0,4.0,5.0,1.0,0.0,2.0,1.0,100.0,25.0,12.0,4.0,12.0,1.0,,,,0.0,1.0,0.0
196969136,Pitma,the-maelstrom,3.0,542.0,100.0,100.0,0.0,,,,,0.0,,100.0,,0.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196031275,Phynes,hyjal,16.0,2247.0,100.0,40.0,50.0,100.0,55.0,71.0,,71.0,86.0,100.0,,50.0,1.0,5.0,8.0,6.0,11.0,7.0,,7.0,7.0,2.0,,2.0,1.0,2.0,4.0,6.0,6.0,5.0,,5.0,6.0,2.0,,1.0,,,,100.0,,,,2.0,,,,2.0,,33.0,,,3.0,,,1.0,,,,,,,,,,,,,
194896566,Pónoa,silvermoon,19.0,1783.0,67.0,67.0,0.0,100.0,50.0,0.0,,0.0,100.0,,80.0,,3.0,3.0,1.0,2.0,4.0,1.0,,1.0,1.0,,5.0,,2.0,2.0,0.0,2.0,2.0,0.0,,0.0,1.0,,4.0,,,,,67.0,,,,3.0,,,,2.0,,33.0,,,6.0,,,2.0,,,,,,,,,,,,,
171846942,Thorstern,silvermoon,83.0,16742.0,70.0,38.0,41.0,45.0,42.0,60.0,53.0,133.0,67.0,62.0,100.0,100.0,10.0,40.0,59.0,65.0,60.0,62.0,30.0,27.0,6.0,13.0,1.0,1.0,7.0,15.0,24.0,29.0,25.0,37.0,16.0,36.0,4.0,8.0,1.0,1.0,47.0,55.0,47.0,67.0,57.0,38.0,15.0,3.0,27.0,21.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,
112124766,Akerriøn,ysondre,31.0,11353.0,80.0,62.0,50.0,38.0,45.0,51.0,68.0,,,,,,5.0,42.0,42.0,32.0,66.0,43.0,19.0,,,,,,4.0,26.0,21.0,12.0,30.0,22.0,13.0,,,,,,47.0,52.0,61.0,88.0,57.0,46.0,36.0,8.0,27.0,24.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,
73081763,Elyidna,eredar,4.0,181.0,67.0,,,,,,,,,,0.0,,3.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
159545431,Liftypala,tarren-mill,17.0,839.0,100.0,100.0,0.0,100.0,100.0,0.0,,,100.0,0.0,100.0,50.0,1.0,3.0,1.0,1.0,1.0,4.0,,,3.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,,,3.0,0.0,1.0,1.0,,,,100.0,,,,1.0,,,,1.0,50.0,,,2.0,,,1.0,,,,,,,,,,,,,,
154439867,Keltir,kirin-tor,2.0,20035.0,76.0,64.0,64.0,100.0,50.0,,,50.0,,80.0,,0.0,34.0,14.0,11.0,1.0,10.0,,,2.0,,5.0,,1.0,26.0,9.0,7.0,1.0,5.0,,,1.0,,4.0,,0.0,69.0,65.0,57.0,39.0,13.0,37.0,14.0,18.0,9.0,24.0,8.0,7.0,,0.0,100.0,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,
167023808,Бабблодин,deepholm,15.0,2830.0,100.0,29.0,67.0,57.0,62.0,100.0,50.0,0.0,75.0,83.0,,100.0,1.0,7.0,3.0,7.0,8.0,2.0,2.0,2.0,4.0,6.0,,3.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,0.0,3.0,5.0,,3.0,100.0,67.0,0.0,50.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,,0.0,,,1.0,,,0.0,,,0.0,,1.0,,0.0,,,,,,
155812282,Offspring,hyjal,25.0,5659.0,43.0,91.0,27.0,57.0,45.0,55.0,100.0,71.0,40.0,40.0,62.0,71.0,7.0,11.0,15.0,14.0,11.0,11.0,2.0,7.0,10.0,5.0,8.0,7.0,3.0,10.0,4.0,8.0,5.0,6.0,2.0,5.0,4.0,2.0,5.0,5.0,33.0,50.0,43.0,53.0,6.0,4.0,7.0,15.0,2.0,2.0,3.0,8.0,,38.0,,,8.0,,,3.0,,,,,,,,,,,,,
210015550,Ithildess,nagrand,43.0,1020.0,0.0,,50.0,50.0,0.0,0.0,,0.0,,0.0,50.0,75.0,1.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,2.0,4.0,0.0,,1.0,1.0,0.0,0.0,,0.0,,0.0,1.0,3.0,,,,75.0,,,,4.0,,,,3.0,,100.0,,,2.0,,,2.0,,,,,,,,,,,,,
56394087,Chùùt,ysondre,6.0,13054.0,31.0,61.0,28.0,40.0,53.0,100.0,100.0,,,,,,26.0,18.0,18.0,5.0,17.0,3.0,2.0,,,,,,8.0,11.0,5.0,2.0,9.0,3.0,2.0,,,,,,56.0,61.0,57.0,54.0,39.0,28.0,14.0,13.0,22.0,17.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
196966714,Êlèa,archimonde,59.0,3490.0,67.0,33.0,67.0,33.0,43.0,40.0,0.0,29.0,31.0,50.0,0.0,44.0,3.0,6.0,6.0,6.0,7.0,10.0,1.0,7.0,13.0,8.0,2.0,9.0,2.0,2.0,4.0,2.0,3.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,,,,0.0,,,,1.0,,,,0.0,,100.0,83.0,,1.0,6.0,,1.0,5.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,
166817977,Paulìe,defias-brotherhood,6.0,1049.0,,67.0,0.0,,,67.0,,100.0,0.0,0.0,50.0,67.0,,3.0,1.0,,,3.0,,1.0,1.0,1.0,2.0,3.0,,2.0,0.0,,,2.0,,1.0,0.0,0.0,1.0,2.0,,,,0.0,,,,1.0,,,,0.0,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,
174275919,Кондер,gordunni,15.0,4328.0,50.0,62.0,67.0,75.0,20.0,67.0,33.0,20.0,40.0,50.0,100.0,,2.0,8.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,0.0,50.0,,100.0,1.0,2.0,,2.0,0.0,1.0,,2.0,,0.0,,,1.0,,,0.0,,100.0,0.0,1.0,6.0,1.0,0.0,,,,,,
194661116,Forthorpl,kazzak,12.0,1002.0,0.0,100.0,50.0,0.0,67.0,33.0,,0.0,100.0,75.0,0.0,100.0,1.0,1.0,2.0,1.0,3.0,6.0,,1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,,0.0,1.0,3.0,0.0,2.0,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
78599559,Makleris,kazzak,45.0,4535.0,55.0,33.0,62.0,50.0,67.0,100.0,,43.0,33.0,50.0,80.0,25.0,11.0,6.0,8.0,6.0,6.0,1.0,,7.0,12.0,4.0,10.0,4.0,6.0,2.0,5.0,3.0,4.0,1.0,,3.0,4.0,2.0,8.0,1.0,,100.0,,50.0,,1.0,,6.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
120044482,Pandarouw,sargeras,15.0,895.0,75.0,0.0,0.0,0.0,50.0,33.0,0.0,,,,,0.0,4.0,1.0,3.0,3.0,6.0,3.0,1.0,,,,,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,0.0,,0.0,0.0,100.0,,3.0,4.0,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
242523079,Религард,gordunni,10.0,129.0,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109969012,Maugrinpal,ysondre,15.0,1187.0,100.0,100.0,67.0,,0.0,0.0,,,,33.0,33.0,0.0,2.0,1.0,3.0,,1.0,2.0,,,,3.0,3.0,2.0,2.0,1.0,2.0,,0.0,0.0,,,,1.0,1.0,0.0,,,,33.0,,,,3.0,,,,1.0,,67.0,,,3.0,,,2.0,,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,13.0,24.0,40.0,27.0,38.0,35.0,67.0,33.0,,,,3.0,15.0,51.0,42.0,56.0,45.0,17.0,12.0,3.0,,,,2.0,2.0,12.0,17.0,15.0,17.0,6.0,8.0,1.0,,,,31.0,18.0,30.0,0.0,52.0,22.0,20.0,1.0,16.0,4.0,6.0,0.0,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,
