character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Ashran win_rate,Deepwind Gorge win_rate,Ashran played,Deepwind Gorge played,Ashran won,Deepwind Gorge won,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Arathi Basin Winter played,Cooking: Impossible played,Arathi Basin Winter won,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
208990724,Пофиггистка,gordunni,64.0,1057.0,25.0,,,33.0,,67.0,100.0,,50.0,,0.0,,100.0,100.0,40.0,0.0,,,4.0,,,3.0,,6.0,1.0,,2.0,,1.0,,2.0,2.0,5.0,1.0,,,1.0,,,1.0,,4.0,1.0,,1.0,,0.0,,2.0,2.0,2.0,0.0,,,0.0,100.0,3.0,1.0,0.0,1.0,,,,,,,,,
97664025,Orleans,gorgonnash,30.0,30826.0,100.0,56.0,60.0,71.0,44.0,67.0,50.0,67.0,75.0,,67.0,,57.0,67.0,33.0,,,,2.0,9.0,5.0,7.0,9.0,3.0,4.0,6.0,8.0,,3.0,,7.0,3.0,3.0,,,,2.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,6.0,,2.0,,4.0,2.0,1.0,,,,,100.0,,1.0,,1.0,,,,,,,,,
237729377,Игнатья,ashenvale,2.0,232.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
83477806,Дзиро,goldrinn,30.0,20833.0,65.0,58.0,38.0,63.0,38.0,64.0,43.0,50.0,50.0,,86.0,60.0,62.0,67.0,0.0,60.0,100.0,50.0,49.0,19.0,16.0,27.0,21.0,42.0,21.0,16.0,30.0,,14.0,5.0,8.0,3.0,1.0,10.0,2.0,2.0,32.0,11.0,6.0,17.0,8.0,27.0,9.0,8.0,15.0,,12.0,3.0,5.0,2.0,0.0,6.0,2.0,1.0,0.0,60.0,3.0,5.0,0.0,3.0,100.0,,2.0,,2.0,,,,
104580088,Firrelai,argent-dawn,20.0,521.0,,,,,,,67.0,,,,,,0.0,100.0,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
242523079,Религард,gordunni,10.0,129.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
182161375,Аллэллуя,gordunni,14.0,2603.0,50.0,,,100.0,,75.0,,8.0,33.0,,50.0,,80.0,25.0,100.0,50.0,,,2.0,,,1.0,,4.0,,13.0,3.0,,6.0,,5.0,4.0,1.0,4.0,,,1.0,,,1.0,,3.0,,1.0,1.0,,3.0,,4.0,1.0,1.0,2.0,,,8.0,67.0,13.0,3.0,1.0,2.0,,,,,,,,,
166487264,Balmir,outland,64.0,76029.0,61.0,37.0,36.0,39.0,35.0,51.0,44.0,45.0,44.0,5100.0,43.0,47.0,60.0,60.0,67.0,12.0,,,382.0,326.0,429.0,316.0,130.0,108.0,194.0,192.0,201.0,1.0,184.0,174.0,5.0,5.0,3.0,8.0,,,232.0,121.0,155.0,123.0,46.0,55.0,85.0,87.0,88.0,51.0,79.0,81.0,3.0,3.0,2.0,1.0,,,36.0,33.0,11.0,6.0,4.0,2.0,25.0,,4.0,,1.0,,,,
92079689,Korim,draenor,150.0,40150.0,53.0,71.0,60.0,71.0,40.0,36.0,57.0,65.0,78.0,,61.0,58.0,6300.0,25.0,,29.0,100.0,89.0,58.0,108.0,67.0,82.0,20.0,25.0,67.0,85.0,69.0,,89.0,26.0,2.0,4.0,,14.0,53.0,9.0,31.0,77.0,40.0,58.0,8.0,9.0,38.0,55.0,54.0,,54.0,15.0,126.0,1.0,,4.0,53.0,8.0,50.0,50.0,4.0,2.0,2.0,1.0,100.0,,2.0,,2.0,,,,
154240765,Dagonet,stormscale,9.0,38281.0,61.0,60.0,52.0,46.0,52.0,66.0,57.0,52.0,54.0,,49.0,62.0,0.0,,100.0,,,,96.0,235.0,138.0,87.0,125.0,122.0,195.0,44.0,132.0,,57.0,21.0,1.0,,1.0,,,,59.0,141.0,72.0,40.0,65.0,80.0,111.0,23.0,71.0,,28.0,13.0,0.0,,1.0,,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,,,,
240394878,Пузырмэн,greymane,15.0,2156.0,50.0,,,57.0,,100.0,50.0,33.0,0.0,,60.0,83.0,100.0,100.0,50.0,25.0,,,2.0,,,7.0,,1.0,6.0,6.0,2.0,,5.0,6.0,2.0,1.0,4.0,4.0,,,1.0,,,4.0,,1.0,3.0,2.0,0.0,,3.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
179640864,Чёрныйбрат,goldrinn,3.0,1157.0,,100.0,,100.0,,100.0,50.0,25.0,,,33.0,,33.0,50.0,33.0,,,,,2.0,,1.0,,1.0,4.0,4.0,,,3.0,,3.0,2.0,3.0,,,,,2.0,,1.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,100.0,,1.0,,1.0,,,,,,,,,,
179215610,Иладриель,soulflayer,20.0,46.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
174914691,Метлище,howling-fjord,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,
192626407,Борлланд,soulflayer,23.0,321.0,,,,,,50.0,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
167223718,Beefston,thrall,32.0,1236.0,0.0,25.0,0.0,,,,25.0,67.0,83.0,,50.0,,,,100.0,,,,2.0,4.0,1.0,,,,8.0,3.0,6.0,,4.0,,,,1.0,,,,0.0,1.0,0.0,,,,2.0,2.0,5.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
242836000,Самоедочка,gordunni,6.0,1124.0,,,,50.0,,100.0,100.0,50.0,,,0.0,,33.0,0.0,100.0,0.0,,,,,,2.0,,2.0,2.0,2.0,,,2.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,2.0,2.0,1.0,,,0.0,,1.0,0.0,1.0,0.0,,,100.0,50.0,1.0,2.0,1.0,1.0,,,,,,,,,
240578837,Сетрэн,greymane,37.0,21433.0,50.0,46.0,43.0,63.0,49.0,61.0,38.0,33.0,47.0,1100.0,55.0,44.0,56.0,25.0,67.0,,,100.0,14.0,94.0,67.0,51.0,39.0,18.0,52.0,43.0,75.0,1.0,47.0,34.0,18.0,4.0,3.0,,,1.0,7.0,43.0,29.0,32.0,19.0,11.0,20.0,14.0,35.0,11.0,26.0,15.0,10.0,1.0,2.0,,,1.0,,0.0,,1.0,,0.0,,,,,,,,,
139160288,Lootbear,azjolnerub,14.0,15639.0,76.0,36.0,30.0,61.0,50.0,38.0,70.0,67.0,55.0,,0.0,100.0,100.0,75.0,,50.0,,,68.0,67.0,69.0,28.0,32.0,13.0,10.0,3.0,11.0,,2.0,4.0,1.0,4.0,,4.0,,,52.0,24.0,21.0,17.0,16.0,5.0,7.0,2.0,6.0,,0.0,4.0,1.0,3.0,,2.0,,,40.0,,5.0,,2.0,,,,,,,,,,
133509944,Топкон,howling-fjord,8.0,4000.0,50.0,67.0,0.0,90.0,75.0,67.0,86.0,57.0,50.0,,45.0,100.0,50.0,,0.0,50.0,,,2.0,9.0,3.0,10.0,4.0,6.0,7.0,7.0,8.0,,11.0,2.0,2.0,,2.0,2.0,,,1.0,6.0,0.0,9.0,3.0,4.0,6.0,4.0,4.0,,5.0,2.0,1.0,,0.0,1.0,,,100.0,,1.0,,1.0,,100.0,,1.0,,1.0,,,,
245336319,Адмиралфэй,gordunni,4.0,409.0,0.0,,,0.0,,,100.0,100.0,0.0,,67.0,,0.0,0.0,100.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,3.0,,2.0,1.0,1.0,,,,0.0,,,0.0,,,1.0,1.0,0.0,,2.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
169776565,Tikkì,nemesis,20.0,5062.0,67.0,33.0,0.0,62.0,50.0,25.0,67.0,53.0,50.0,,75.0,50.0,100.0,0.0,50.0,100.0,,,9.0,6.0,8.0,16.0,8.0,12.0,6.0,15.0,10.0,,4.0,4.0,5.0,2.0,2.0,1.0,,,6.0,2.0,0.0,10.0,4.0,3.0,4.0,8.0,5.0,,3.0,2.0,5.0,0.0,1.0,1.0,,,80.0,75.0,5.0,4.0,4.0,3.0,100.0,,1.0,,1.0,,,,
174509571,Kethmil,dun-modr,7.0,382.0,33.0,,,0.0,,100.0,,,,,,,,0.0,,100.0,,,3.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,0.0,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,
153806585,Мст,gordunni,20.0,2581.0,50.0,,,29.0,,50.0,33.0,46.0,69.0,80.0,75.0,67.0,40.0,75.0,33.0,100.0,100.0,0.0,4.0,,,7.0,,4.0,6.0,13.0,13.0,5.0,8.0,3.0,10.0,8.0,6.0,3.0,4.0,2.0,2.0,,,2.0,,2.0,2.0,6.0,9.0,4.0,6.0,2.0,4.0,6.0,2.0,3.0,4.0,0.0,0.0,50.0,1.0,6.0,0.0,3.0,100.0,,2.0,,2.0,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
173794911,Винстонсиний,howling-fjord,31.0,2196.0,,,,,,100.0,60.0,71.0,25.0,58.0,80.0,,43.0,33.0,57.0,50.0,,,,,,,,3.0,10.0,7.0,8.0,12.0,5.0,,7.0,6.0,7.0,2.0,,,,,,,,3.0,6.0,5.0,2.0,7.0,4.0,,3.0,2.0,4.0,1.0,,,0.0,57.0,1.0,7.0,0.0,4.0,,,,,,,,,
176513899,Дробитель,howling-fjord,11.0,1396.0,,,,,,,27.0,73.0,44.0,80.0,17.0,,75.0,29.0,50.0,,,,,,,,,,11.0,11.0,9.0,10.0,6.0,,8.0,7.0,14.0,,,,,,,,,,3.0,8.0,4.0,8.0,1.0,,6.0,2.0,7.0,,,,,88.0,,8.0,,7.0,,,,,,,,,
237910936,Далена,borean-tundra,36.0,8701.0,40.0,42.0,27.0,53.0,0.0,62.0,53.0,38.0,43.0,,61.0,54.0,83.0,80.0,67.0,17.0,100.0,0.0,10.0,19.0,11.0,19.0,1.0,8.0,17.0,8.0,14.0,,18.0,13.0,12.0,10.0,3.0,6.0,3.0,1.0,4.0,8.0,3.0,10.0,0.0,5.0,9.0,3.0,6.0,,11.0,7.0,10.0,8.0,2.0,1.0,3.0,0.0,,,,,,,100.0,,2.0,,2.0,,,,
209916333,Aurenaar,kilrogg,17.0,5114.0,0.0,,,80.0,,,33.0,25.0,50.0,,50.0,,38.0,64.0,14.0,33.0,,27.0,1.0,,,5.0,,,9.0,4.0,6.0,,10.0,,16.0,11.0,7.0,3.0,,11.0,0.0,,,4.0,,,3.0,1.0,3.0,,5.0,,6.0,7.0,1.0,1.0,,3.0,,43.0,,14.0,,6.0,,,,,,,,,
42107800,Keanal,drakthul,10.0,1863.0,0.0,43.0,50.0,0.0,73.0,20.0,100.0,0.0,29.0,,0.0,0.0,,,,,,,4.0,14.0,6.0,4.0,11.0,5.0,2.0,1.0,7.0,,1.0,1.0,,,,,,,0.0,6.0,3.0,0.0,8.0,1.0,2.0,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
142130723,Reenhard,blackmoore,25.0,2104.0,0.0,,0.0,67.0,100.0,,33.0,78.0,17.0,,75.0,50.0,75.0,67.0,100.0,50.0,100.0,,1.0,,1.0,3.0,1.0,,3.0,9.0,6.0,,4.0,2.0,4.0,3.0,2.0,2.0,1.0,,0.0,,0.0,2.0,1.0,,1.0,7.0,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
156705856,Мечтаидиота,fordragon,52.0,13781.0,60.0,,,83.0,,59.0,38.0,71.0,42.0,,38.0,67.0,75.0,75.0,60.0,56.0,100.0,0.0,35.0,,,12.0,,27.0,13.0,14.0,12.0,,13.0,15.0,16.0,8.0,20.0,27.0,3.0,4.0,21.0,,,10.0,,16.0,5.0,10.0,5.0,,5.0,10.0,12.0,6.0,12.0,15.0,3.0,0.0,100.0,0.0,1.0,2.0,1.0,0.0,50.0,,2.0,,1.0,,,,
244485349,Рэдпат,gordunni,26.0,977.0,50.0,,,50.0,,0.0,33.0,,100.0,,67.0,,50.0,0.0,100.0,100.0,,,2.0,,,2.0,,2.0,3.0,,2.0,,3.0,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,0.0,1.0,,2.0,,2.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
240332500,Смягу,lich-king,10.0,12241.0,24.0,52.0,34.0,44.0,51.0,31.0,46.0,31.0,50.0,,40.0,45.0,50.0,0.0,50.0,0.0,,,37.0,54.0,44.0,32.0,41.0,36.0,41.0,13.0,34.0,,10.0,11.0,2.0,1.0,2.0,1.0,,,9.0,28.0,15.0,14.0,21.0,11.0,19.0,4.0,17.0,,4.0,5.0,1.0,0.0,1.0,0.0,,,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,,,,
178655036,Kaÿ,pozzo-delleternità,33.0,9794.0,55.0,56.0,33.0,74.0,33.0,40.0,56.0,48.0,75.0,,63.0,48.0,75.0,67.0,56.0,50.0,100.0,9.0,20.0,18.0,21.0,23.0,6.0,10.0,32.0,21.0,20.0,,19.0,21.0,12.0,15.0,9.0,2.0,2.0,11.0,11.0,10.0,7.0,17.0,2.0,4.0,18.0,10.0,15.0,,12.0,10.0,9.0,10.0,5.0,1.0,2.0,1.0,0.0,62.0,1.0,8.0,0.0,5.0,57.0,,7.0,,4.0,,20.0,5.0,1.0
101062002,Emmiliana,defias-brotherhood,7.0,13158.0,30.0,70.0,69.0,62.0,52.0,56.0,50.0,67.0,33.0,1100.0,67.0,100.0,,75.0,50.0,50.0,,,33.0,20.0,26.0,39.0,25.0,9.0,6.0,3.0,9.0,2.0,3.0,2.0,,4.0,2.0,2.0,,,10.0,14.0,18.0,24.0,13.0,5.0,3.0,2.0,3.0,22.0,2.0,2.0,,3.0,1.0,1.0,,,100.0,0.0,3.0,1.0,3.0,0.0,,,,,,,,,
141176681,Белад,howling-fjord,4.0,1152.0,,,,50.0,,0.0,0.0,67.0,100.0,,100.0,,50.0,0.0,20.0,50.0,,,,,,4.0,,1.0,1.0,3.0,4.0,,2.0,,4.0,1.0,5.0,2.0,,,,,,2.0,,0.0,0.0,2.0,4.0,,2.0,,2.0,0.0,1.0,1.0,,,0.0,33.0,1.0,3.0,0.0,1.0,,,,,,,,,
126188138,Эйранор,goldrinn,24.0,9986.0,41.0,33.0,17.0,79.0,100.0,60.0,54.0,75.0,62.0,0.0,62.0,47.0,50.0,33.0,75.0,50.0,100.0,67.0,17.0,12.0,6.0,14.0,1.0,5.0,13.0,16.0,16.0,1.0,16.0,15.0,8.0,3.0,12.0,2.0,2.0,3.0,7.0,4.0,1.0,11.0,1.0,3.0,7.0,12.0,10.0,0.0,10.0,7.0,4.0,1.0,9.0,1.0,2.0,2.0,100.0,20.0,2.0,5.0,2.0,1.0,,,,,,,,,
100695388,Ileila,alleria,5.0,23717.0,52.0,57.0,36.0,42.0,33.0,17.0,29.0,,33.0,,25.0,,,0.0,0.0,,,,64.0,107.0,75.0,24.0,30.0,12.0,7.0,,3.0,,4.0,,,1.0,1.0,,,,33.0,61.0,27.0,10.0,10.0,2.0,2.0,,1.0,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
57836312,Релокин,gordunni,18.0,58770.0,71.0,52.0,49.0,61.0,41.0,65.0,57.0,59.0,62.0,6100.0,53.0,43.0,67.0,100.0,67.0,,,,72.0,184.0,189.0,132.0,109.0,86.0,109.0,29.0,90.0,1.0,36.0,23.0,6.0,2.0,3.0,,,,51.0,96.0,93.0,80.0,45.0,56.0,62.0,17.0,56.0,61.0,19.0,10.0,4.0,2.0,2.0,,,,75.0,33.0,4.0,3.0,3.0,1.0,,100.0,,1.0,,1.0,,,
99504621,Darkosis,outland,1.0,1393.0,75.0,50.0,50.0,100.0,57.0,100.0,0.0,100.0,25.0,,0.0,0.0,,100.0,,,,,4.0,6.0,2.0,1.0,7.0,3.0,1.0,1.0,4.0,,1.0,2.0,,1.0,,,,,3.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,,0.0,0.0,,1.0,,,,,,0.0,,1.0,,0.0,,,,,,,,,
149675204,Дартуха,gordunni,8.0,2164.0,0.0,0.0,0.0,100.0,0.0,33.0,,0.0,67.0,,50.0,0.0,100.0,33.0,,50.0,,,3.0,1.0,1.0,2.0,2.0,3.0,,2.0,3.0,,4.0,1.0,2.0,3.0,,2.0,,,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,2.0,,2.0,0.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,,,,,,0.0,,,,,100.0,100.0,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
176548713,Mordhrak,dun-modr,23.0,4063.0,55.0,,,33.0,,64.0,100.0,80.0,20.0,,50.0,,25.0,83.0,50.0,17.0,,,11.0,,,3.0,,14.0,4.0,5.0,5.0,,2.0,,4.0,6.0,2.0,6.0,,,6.0,,,1.0,,9.0,4.0,4.0,1.0,,1.0,,1.0,5.0,1.0,1.0,,,30.0,25.0,10.0,4.0,3.0,1.0,,,,,,,,,
47676626,Lightrider,grim-batol,10.0,9290.0,61.0,50.0,37.0,29.0,38.0,69.0,41.0,31.0,30.0,,59.0,21.0,50.0,67.0,0.0,50.0,,,49.0,32.0,30.0,28.0,24.0,26.0,17.0,16.0,23.0,,17.0,14.0,2.0,12.0,2.0,2.0,,,30.0,16.0,11.0,8.0,9.0,18.0,7.0,5.0,7.0,,10.0,3.0,1.0,8.0,0.0,1.0,,,100.0,60.0,3.0,5.0,3.0,3.0,,,,,,,,,
180657290,Серуге,eversong,9.0,6014.0,,33.0,,75.0,,,50.0,50.0,80.0,,33.0,0.0,75.0,25.0,20.0,0.0,,64.0,,3.0,,4.0,,,6.0,6.0,5.0,,3.0,2.0,8.0,4.0,5.0,1.0,,11.0,,1.0,,3.0,,,3.0,3.0,4.0,,1.0,0.0,6.0,1.0,1.0,0.0,,7.0,0.0,50.0,1.0,2.0,0.0,1.0,,,,,,,,,
167208286,Paidthacoast,anubarak,5.0,8390.0,50.0,48.0,68.0,62.0,30.0,52.0,23.0,57.0,44.0,,40.0,50.0,,0.0,,67.0,,,24.0,25.0,25.0,13.0,10.0,23.0,13.0,7.0,16.0,,5.0,2.0,,1.0,,3.0,,,12.0,12.0,17.0,8.0,3.0,12.0,3.0,4.0,7.0,,2.0,1.0,,0.0,,2.0,,,67.0,0.0,3.0,1.0,2.0,0.0,,,,,,,,,
159897582,Напалубил,howling-fjord,129.0,6373.0,67.0,,,62.0,,100.0,64.0,81.0,84.0,,43.0,,57.0,77.0,71.0,0.0,,,3.0,,,21.0,,4.0,22.0,21.0,19.0,,14.0,,14.0,30.0,24.0,1.0,,,2.0,,,13.0,,4.0,14.0,17.0,16.0,,6.0,,8.0,23.0,17.0,0.0,,,0.0,69.0,1.0,26.0,0.0,18.0,100.0,,3.0,,3.0,,,,
120950605,Aserinus,doomhammer,67.0,1495.0,33.0,0.0,,25.0,,50.0,50.0,50.0,0.0,,50.0,,50.0,0.0,100.0,33.0,,,6.0,1.0,,8.0,,6.0,4.0,2.0,2.0,,2.0,,2.0,2.0,1.0,3.0,,,2.0,0.0,,2.0,,3.0,2.0,1.0,0.0,,1.0,,1.0,0.0,1.0,1.0,,,50.0,33.0,4.0,3.0,2.0,1.0,0.0,,1.0,,0.0,,,,
104796576,Smeerlap,shattered-hand,7.0,935.0,80.0,0.0,100.0,,100.0,50.0,100.0,,0.0,,,,,,,,,,10.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,8.0,0.0,1.0,,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
161713524,Седдь,gordunni,10.0,9900.0,69.0,35.0,67.0,58.0,41.0,69.0,37.0,62.0,30.0,,62.0,0.0,33.0,,100.0,,,,13.0,26.0,15.0,19.0,17.0,13.0,19.0,8.0,10.0,,13.0,2.0,6.0,,1.0,,,,9.0,9.0,10.0,11.0,7.0,9.0,7.0,5.0,3.0,,8.0,0.0,2.0,,1.0,,,,,0.0,,1.0,,0.0,0.0,,2.0,,0.0,,,,
197613123,Konners,aegwynn,63.0,62833.0,55.0,45.0,46.0,42.0,44.0,53.0,51.0,47.0,51.0,,40.0,57.0,50.0,40.0,40.0,50.0,,,196.0,284.0,369.0,308.0,152.0,78.0,235.0,131.0,206.0,,158.0,67.0,2.0,10.0,5.0,2.0,,,108.0,129.0,169.0,130.0,67.0,41.0,119.0,62.0,106.0,,63.0,38.0,1.0,4.0,2.0,1.0,,,,83.0,,6.0,,5.0,,,,,,,,,
181946047,Сэйшелка,soulflayer,16.0,2676.0,0.0,,,73.0,,25.0,56.0,67.0,50.0,,80.0,0.0,64.0,67.0,50.0,0.0,100.0,,2.0,,,11.0,,4.0,9.0,3.0,4.0,,10.0,1.0,11.0,3.0,4.0,1.0,3.0,,0.0,,,8.0,,1.0,5.0,2.0,2.0,,8.0,0.0,7.0,2.0,2.0,0.0,3.0,,,67.0,,3.0,,2.0,,,,,,,,,
67595897,Artstone,ravencrest,68.0,18914.0,58.0,64.0,60.0,52.0,48.0,63.0,47.0,54.0,50.0,4000.0,67.0,27.0,100.0,100.0,100.0,50.0,,,77.0,83.0,57.0,63.0,56.0,35.0,17.0,13.0,12.0,1.0,18.0,11.0,1.0,1.0,1.0,2.0,,,45.0,53.0,34.0,33.0,27.0,22.0,8.0,7.0,6.0,40.0,12.0,3.0,1.0,1.0,1.0,1.0,,,0.0,,3.0,,0.0,,,,,,,,,,
197580854,Ørjän,silvermoon,12.0,3585.0,100.0,,,33.0,,50.0,67.0,50.0,75.0,100.0,67.0,,36.0,55.0,75.0,75.0,,,1.0,,,3.0,,4.0,15.0,4.0,4.0,2.0,12.0,,11.0,11.0,8.0,4.0,,,1.0,,,1.0,,2.0,10.0,2.0,3.0,2.0,8.0,,4.0,6.0,6.0,3.0,,,100.0,54.0,1.0,13.0,1.0,7.0,,,,,,,,,
186022545,Destroyyz,hyjal,20.0,1644.0,67.0,50.0,50.0,100.0,,0.0,50.0,50.0,0.0,,20.0,,33.0,,,100.0,,,3.0,2.0,2.0,1.0,,3.0,6.0,2.0,2.0,,5.0,,6.0,,,1.0,,,2.0,1.0,1.0,1.0,,0.0,3.0,1.0,0.0,,1.0,,2.0,,,1.0,,,,50.0,,2.0,,1.0,,,,,,,,,
162714923,Gèràlt,quelthalas,25.0,763.0,,,,100.0,,50.0,0.0,0.0,67.0,,50.0,,40.0,75.0,50.0,100.0,,,,,,1.0,,2.0,2.0,1.0,3.0,,2.0,,5.0,4.0,2.0,1.0,,,,,,1.0,,1.0,0.0,0.0,2.0,,1.0,,2.0,3.0,1.0,1.0,,,,100.0,,2.0,,2.0,,,,,,,,,
137040626,Avinel,ragnaros,14.0,623.0,,,0.0,,,100.0,50.0,50.0,33.0,80.0,0.0,,75.0,33.0,33.0,,,,,,1.0,,,1.0,4.0,6.0,3.0,5.0,3.0,,4.0,3.0,6.0,,,,,,0.0,,,1.0,2.0,3.0,1.0,4.0,0.0,,3.0,1.0,2.0,,,,,71.0,,7.0,,5.0,,,,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,,,67.0,,,50.0,0.0,0.0,,71.0,,100.0,,,,,,,,,3.0,,,2.0,2.0,2.0,,17.0,,3.0,,,,,,,,,2.0,,,1.0,0.0,0.0,,12.0,,3.0,,,,,,,50.0,,4.0,,2.0,,,,,,,,,
155434096,Паладиннер,eversong,14.0,2894.0,60.0,50.0,60.0,33.0,40.0,75.0,0.0,67.0,29.0,,60.0,20.0,,,0.0,100.0,,,5.0,2.0,5.0,3.0,5.0,8.0,5.0,3.0,7.0,,10.0,5.0,,,2.0,1.0,,,3.0,1.0,3.0,1.0,2.0,6.0,0.0,2.0,2.0,,6.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,
245178334,Бронебойчик,azuregos,16.0,3787.0,55.0,,,50.0,,25.0,0.0,71.0,57.0,67.0,50.0,,50.0,44.0,33.0,50.0,,,11.0,,,4.0,,8.0,1.0,7.0,7.0,3.0,8.0,,6.0,9.0,6.0,6.0,,,6.0,,,2.0,,2.0,0.0,5.0,4.0,2.0,4.0,,3.0,4.0,2.0,3.0,,,58.0,38.0,12.0,8.0,7.0,3.0,,,,,,,,,
124035958,Doblet,the-maelstrom,6.0,2610.0,23.0,40.0,60.0,40.0,0.0,25.0,0.0,44.0,0.0,,33.0,,,,,0.0,,,13.0,10.0,5.0,10.0,3.0,4.0,2.0,9.0,6.0,,6.0,,,,,1.0,,,3.0,4.0,3.0,4.0,0.0,1.0,0.0,4.0,0.0,,2.0,,,,,0.0,,,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,
137839669,Кеентас,gordunni,16.0,7686.0,69.0,43.0,43.0,33.0,31.0,62.0,53.0,24.0,63.0,,42.0,9.0,60.0,80.0,50.0,33.0,100.0,0.0,13.0,14.0,14.0,21.0,13.0,13.0,19.0,21.0,27.0,,24.0,11.0,10.0,5.0,6.0,3.0,2.0,1.0,9.0,6.0,6.0,7.0,4.0,8.0,10.0,5.0,17.0,,10.0,1.0,6.0,4.0,3.0,1.0,2.0,0.0,,70.0,,10.0,,7.0,,,,,,,,,
