character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Korrak's Revenge played,Arathi Basin Winter won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
93285717,Stephanofke,shadowsong,1.0,3282.0,67.0,50.0,20.0,100.0,21.0,50.0,0.0,25.0,75.0,,100.0,,,,,,,,,15.0,4.0,15.0,4.0,14.0,6.0,2.0,4.0,4.0,,1.0,,,,,,,,,10.0,2.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
154761921,Farhash,ravencrest,22.0,429.0,,,,,,,100.0,100.0,100.0,,67.0,,,,0.0,0.0,,,50.0,,,,,,,1.0,1.0,2.0,,3.0,,,,1.0,1.0,,,2.0,,,,,,,1.0,1.0,2.0,,2.0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,
175582296,Vongengys,hyjal,44.0,89695.0,63.0,62.0,61.0,58.0,53.0,62.0,57.0,50.0,74.0,,52.0,46.0,,50.0,60.0,83.0,90.0,100.0,0.0,217.0,423.0,316.0,219.0,267.0,101.0,143.0,40.0,117.0,,50.0,24.0,,24.0,10.0,6.0,21.0,4.0,2.0,136.0,262.0,194.0,128.0,141.0,63.0,81.0,20.0,87.0,,26.0,11.0,,12.0,6.0,5.0,19.0,4.0,0.0,0.0,60.0,2.0,10.0,0.0,6.0,,,,,,
162964845,Holywine,draenor,5.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
134768635,Náeri,alleria,32.0,185.0,,,50.0,,,,100.0,,,,0.0,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
167242394,Trophimus,der-abyssische-rat,6.0,465.0,,,,0.0,,,,,,,100.0,,100.0,100.0,50.0,,100.0,,,,,,1.0,,,,,,,2.0,,1.0,1.0,2.0,,1.0,,,,,,0.0,,,,,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
156872398,Alexicus,silvermoon,5.0,5395.0,46.0,19.0,61.0,38.0,50.0,57.0,64.0,33.0,33.0,,50.0,67.0,0.0,0.0,,0.0,,,,13.0,21.0,18.0,8.0,12.0,14.0,11.0,3.0,6.0,,2.0,3.0,1.0,2.0,,1.0,,,,6.0,4.0,11.0,3.0,6.0,8.0,7.0,1.0,2.0,,1.0,2.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,
144435295,Rîse,alleria,12.0,730.0,83.0,,,100.0,,,100.0,,50.0,,,0.0,,,0.0,,,,,6.0,,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,,,,5.0,,,1.0,,,1.0,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,
105519186,Cuculainn,alonsus,7.0,982.0,,40.0,0.0,,67.0,,50.0,0.0,,,50.0,50.0,,0.0,,,,,,,5.0,1.0,,3.0,,2.0,1.0,,,2.0,2.0,,1.0,,,,,,,2.0,0.0,,2.0,,1.0,0.0,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,
139624902,Ven,malygos,7.0,1382.0,100.0,,,,,100.0,100.0,0.0,,,100.0,,100.0,,0.0,100.0,100.0,,50.0,1.0,,,,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,0.0,,,1.0,,1.0,,0.0,3.0,1.0,,1.0,,0.0,,2.0,,0.0,,,,,,
122551375,Grandmonster,alleria,38.0,5033.0,20.0,20.0,50.0,33.0,0.0,50.0,14.0,36.0,43.0,,11.0,33.0,25.0,25.0,43.0,14.0,50.0,,50.0,5.0,5.0,2.0,3.0,5.0,10.0,7.0,11.0,7.0,,9.0,3.0,4.0,4.0,7.0,7.0,6.0,,2.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,3.0,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,,0.0,,13.0,,0.0,,,,,,
136030300,Benôn,blackmoore,14.0,6622.0,75.0,45.0,50.0,67.0,50.0,67.0,42.0,14.0,46.0,260.0,10.0,20.0,,100.0,0.0,50.0,50.0,100.0,67.0,4.0,20.0,20.0,15.0,16.0,9.0,12.0,7.0,13.0,5.0,10.0,5.0,,1.0,3.0,2.0,2.0,2.0,3.0,3.0,9.0,10.0,10.0,8.0,6.0,5.0,1.0,6.0,13.0,1.0,1.0,,1.0,0.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
158586260,Éh,la-croisade-écarlate,22.0,7734.0,50.0,59.0,41.0,35.0,53.0,67.0,52.0,100.0,55.0,,67.0,,,0.0,67.0,,100.0,100.0,,16.0,32.0,22.0,23.0,15.0,12.0,29.0,3.0,20.0,,6.0,,,1.0,3.0,,1.0,1.0,,8.0,19.0,9.0,8.0,8.0,8.0,15.0,3.0,11.0,,4.0,,,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,
111052905,Lisburn,eonar,8.0,16434.0,41.0,38.0,61.0,49.0,36.0,50.0,33.0,43.0,36.0,,26.0,67.0,,,,,,,50.0,73.0,55.0,51.0,57.0,64.0,40.0,15.0,23.0,25.0,,19.0,6.0,,,,,,,2.0,30.0,21.0,31.0,28.0,23.0,20.0,5.0,10.0,9.0,,5.0,4.0,,,,,,,1.0,,,,,,,,,,,,
161671342,Orvald,eitrigg,8.0,610.0,50.0,,,,,0.0,0.0,100.0,100.0,,0.0,,0.0,67.0,100.0,100.0,,,,2.0,,,,,1.0,1.0,3.0,1.0,,3.0,,2.0,3.0,1.0,1.0,,,,1.0,,,,,0.0,0.0,3.0,1.0,,0.0,,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
162249848,Deathlight,kirin-tor,6.0,2045.0,33.0,,,33.0,,50.0,17.0,100.0,22.0,,0.0,,43.0,20.0,33.0,25.0,100.0,,0.0,3.0,,,3.0,,4.0,6.0,1.0,9.0,,1.0,,7.0,5.0,6.0,4.0,1.0,,4.0,1.0,,,1.0,,2.0,1.0,1.0,2.0,,0.0,,3.0,1.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,,
218309545,Masatendo,sylvanas,16.0,224.0,,,,,,,100.0,,0.0,,,,,100.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,
152913318,Vealari,blackmoore,38.0,6500.0,55.0,54.0,50.0,42.0,42.0,55.0,38.0,79.0,69.0,,50.0,50.0,,60.0,,100.0,,,,22.0,35.0,16.0,12.0,12.0,11.0,16.0,14.0,35.0,,12.0,2.0,,5.0,,1.0,,,,12.0,19.0,8.0,5.0,5.0,6.0,6.0,11.0,24.0,,6.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,
141341201,Исибор,galakrond,8.0,1592.0,,50.0,50.0,100.0,,,40.0,50.0,20.0,,100.0,0.0,,,100.0,,100.0,100.0,,,2.0,4.0,2.0,,,5.0,4.0,5.0,,3.0,2.0,,,1.0,,1.0,2.0,,,1.0,2.0,2.0,,,2.0,2.0,1.0,,3.0,0.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,
141529976,Ludwika,rexxar,31.0,3696.0,71.0,,,30.0,,25.0,18.0,44.0,62.0,,53.0,,67.0,50.0,56.0,75.0,43.0,,75.0,7.0,,,10.0,,8.0,11.0,9.0,8.0,,15.0,,3.0,12.0,9.0,4.0,7.0,,12.0,5.0,,,3.0,,2.0,2.0,4.0,5.0,,8.0,,2.0,6.0,5.0,3.0,3.0,,9.0,67.0,,3.0,,2.0,,,,,,,
161175764,Orsola,garrosh,9.0,15439.0,53.0,57.0,61.0,61.0,47.0,60.0,61.0,50.0,63.0,,67.0,75.0,0.0,,50.0,0.0,,100.0,100.0,34.0,75.0,51.0,33.0,34.0,35.0,49.0,6.0,46.0,,9.0,4.0,1.0,,2.0,1.0,,2.0,2.0,18.0,43.0,31.0,20.0,16.0,21.0,30.0,3.0,29.0,,6.0,3.0,0.0,,1.0,0.0,,2.0,2.0,,,,,,,,,,,,
175660087,Popsmoke,naxxramas,10.0,16126.0,46.0,59.0,52.0,64.0,36.0,52.0,38.0,45.0,48.0,,45.0,50.0,33.0,80.0,100.0,100.0,,,40.0,37.0,32.0,29.0,28.0,33.0,31.0,32.0,22.0,33.0,,29.0,10.0,3.0,5.0,3.0,1.0,,,5.0,17.0,19.0,15.0,18.0,12.0,16.0,12.0,10.0,16.0,,13.0,5.0,1.0,4.0,3.0,1.0,,,2.0,,100.0,,1.0,,1.0,,,,,,
89592022,Kisassi,sargeras,49.0,4025.0,0.0,52.0,57.0,53.0,80.0,,50.0,,100.0,,50.0,,,0.0,0.0,,100.0,,,1.0,21.0,14.0,19.0,10.0,,4.0,,2.0,,2.0,,,2.0,1.0,,1.0,,,0.0,11.0,8.0,10.0,8.0,,2.0,,2.0,,1.0,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,100.0,50.0,67.0,50.0,50.0,,0.0,40.0,,,50.0,100.0,,,,,,,,1.0,6.0,3.0,2.0,4.0,,3.0,5.0,,,2.0,1.0,,,,,,,,1.0,3.0,2.0,1.0,2.0,,0.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
180862156,Mythterhawk,outland,48.0,8751.0,40.0,43.0,60.0,58.0,50.0,54.0,68.0,78.0,68.0,125.0,59.0,60.0,,75.0,79.0,77.0,89.0,,75.0,5.0,7.0,5.0,12.0,2.0,13.0,19.0,27.0,19.0,4.0,22.0,15.0,,8.0,14.0,13.0,9.0,,4.0,2.0,3.0,3.0,7.0,1.0,7.0,13.0,21.0,13.0,5.0,13.0,9.0,,6.0,11.0,10.0,8.0,,3.0,,,,,,,,,,,,
175702096,Duvornas,ragnaros,68.0,5158.0,53.0,50.0,100.0,29.0,,35.0,50.0,82.0,17.0,,43.0,50.0,38.0,75.0,60.0,82.0,50.0,,78.0,15.0,2.0,2.0,7.0,,17.0,6.0,11.0,6.0,,7.0,2.0,8.0,8.0,5.0,11.0,4.0,,9.0,8.0,1.0,2.0,2.0,,6.0,3.0,9.0,1.0,,3.0,1.0,3.0,6.0,3.0,9.0,2.0,,7.0,,,,,,,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,0.0,100.0,50.0,50.0,,50.0,100.0,50.0,50.0,0.0,69.0,60.0,,71.0,100.0,100.0,0.0,,100.0,2.0,3.0,2.0,4.0,,4.0,3.0,6.0,4.0,1.0,13.0,5.0,,14.0,1.0,1.0,1.0,,2.0,0.0,3.0,1.0,2.0,,2.0,3.0,3.0,2.0,0.0,9.0,3.0,,10.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,
142917356,Ariyon,blackmoore,2.0,230.0,,,,100.0,,,100.0,,50.0,,,,,0.0,,50.0,,,,,,,1.0,,,1.0,,2.0,,,,,1.0,,2.0,,,,,,,1.0,,,1.0,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,
134547837,Bully,uldum,82.0,7572.0,,72.0,65.0,68.0,67.0,,73.0,76.0,71.0,,57.0,59.0,,,,100.0,,,100.0,,18.0,17.0,19.0,18.0,,15.0,17.0,17.0,,21.0,22.0,,,,1.0,,,1.0,,13.0,11.0,13.0,12.0,,11.0,13.0,12.0,,12.0,13.0,,,,1.0,,,1.0,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,50.0,67.0,0.0,,0.0,60.0,17.0,62.0,,50.0,0.0,,83.0,,0.0,,,0.0,2.0,8.0,3.0,3.0,,1.0,5.0,6.0,8.0,,2.0,1.0,,6.0,,1.0,,,1.0,1.0,4.0,2.0,0.0,,0.0,3.0,1.0,5.0,,1.0,0.0,,5.0,,0.0,,,0.0,,,,,,,,,,,,
101350747,Egizia,alleria,27.0,5625.0,67.0,38.0,43.0,0.0,50.0,42.0,25.0,27.0,56.0,,14.0,60.0,25.0,,,,33.0,,0.0,27.0,34.0,35.0,1.0,8.0,12.0,8.0,11.0,9.0,,7.0,5.0,4.0,,,,6.0,,1.0,18.0,13.0,15.0,0.0,4.0,5.0,2.0,3.0,5.0,,1.0,3.0,1.0,,,,2.0,,0.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,
96588270,Gumgum,arygos,27.0,2582.0,0.0,0.0,0.0,40.0,0.0,0.0,33.0,33.0,0.0,,0.0,100.0,,,100.0,,,,,1.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,,4.0,1.0,,,1.0,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,,,1.0,,,,,,0.0,,1.0,,0.0,,,,,,
89933994,Lasaga,ravencrest,57.0,3653.0,14.0,,,33.0,,25.0,0.0,50.0,33.0,,100.0,,0.0,75.0,100.0,25.0,27.0,,67.0,7.0,,,3.0,,12.0,3.0,2.0,3.0,,1.0,,1.0,4.0,1.0,4.0,11.0,,3.0,1.0,,,1.0,,3.0,0.0,1.0,1.0,,1.0,,0.0,3.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,
184850195,Rytrrox,archimonde,9.0,3178.0,25.0,,,0.0,,100.0,100.0,0.0,0.0,,0.0,,100.0,,25.0,0.0,67.0,,0.0,4.0,,,1.0,,2.0,1.0,2.0,2.0,,1.0,,1.0,,4.0,1.0,3.0,,1.0,1.0,,,0.0,,2.0,1.0,0.0,0.0,,0.0,,1.0,,1.0,0.0,2.0,,0.0,,50.0,,4.0,,2.0,,,,,,
141075499,Eorn,khaz-modan,18.0,1911.0,0.0,0.0,0.0,100.0,,,33.0,56.0,60.0,,100.0,38.0,,67.0,0.0,25.0,,,50.0,1.0,1.0,1.0,4.0,,,6.0,9.0,5.0,,1.0,8.0,,3.0,2.0,4.0,,,2.0,0.0,0.0,0.0,4.0,,,2.0,5.0,3.0,,1.0,3.0,,2.0,0.0,1.0,,,1.0,0.0,,1.0,,0.0,,,,,,,
216105130,Hellomotto,sylvanas,14.0,22770.0,50.0,69.0,78.0,65.0,53.0,100.0,50.0,50.0,67.0,,50.0,,0.0,100.0,40.0,100.0,0.0,,60.0,18.0,55.0,41.0,48.0,34.0,5.0,6.0,2.0,3.0,,2.0,,1.0,2.0,5.0,1.0,3.0,,5.0,9.0,38.0,32.0,31.0,18.0,5.0,3.0,1.0,2.0,,1.0,,0.0,2.0,2.0,1.0,0.0,,3.0,,,,,,,,,,,,
152919639,Ayín,rexxar,38.0,3692.0,100.0,75.0,44.0,71.0,50.0,0.0,60.0,75.0,56.0,,50.0,86.0,,0.0,50.0,100.0,,,50.0,1.0,12.0,9.0,7.0,8.0,1.0,5.0,16.0,16.0,,4.0,7.0,,1.0,2.0,1.0,,,2.0,1.0,9.0,4.0,5.0,4.0,0.0,3.0,12.0,9.0,,2.0,6.0,,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,
146958236,Mayuvo,blackmoore,1.0,69.0,,,,,,,,,0.0,,,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,
113142020,Stonehead,shattrath,15.0,922.0,100.0,,,100.0,,,43.0,67.0,100.0,,20.0,0.0,,,20.0,50.0,,,0.0,1.0,,,3.0,,,7.0,3.0,2.0,,5.0,1.0,,,5.0,4.0,,,1.0,1.0,,,3.0,,,3.0,2.0,2.0,,1.0,0.0,,,1.0,2.0,,,0.0,50.0,,2.0,,1.0,,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,80.0,87.0,69.0,69.0,67.0,100.0,,50.0,,0.0,,,0.0,,,,,,12.0,50.0,31.0,39.0,16.0,3.0,1.0,,2.0,,2.0,,,2.0,,,,,,9.0,40.0,27.0,27.0,11.0,2.0,1.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
116650501,Misiraa,antonidas,12.0,5433.0,100.0,0.0,100.0,25.0,0.0,,33.0,0.0,100.0,,100.0,100.0,25.0,,,100.0,33.0,,67.0,3.0,1.0,2.0,4.0,2.0,,3.0,2.0,1.0,,1.0,1.0,4.0,,,1.0,3.0,,3.0,3.0,0.0,2.0,1.0,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,2.0,,0.0,,2.0,,0.0,,,,,,
160295954,Yaidon,argent-dawn,8.0,1834.0,,,,75.0,,,43.0,50.0,40.0,,20.0,,,33.0,44.0,40.0,100.0,,50.0,,,,4.0,,,7.0,4.0,5.0,,5.0,,,3.0,9.0,5.0,2.0,,6.0,,,,3.0,,,3.0,2.0,2.0,,1.0,,,1.0,4.0,2.0,2.0,,3.0,50.0,,4.0,,2.0,,100.0,1.0,1.0,,,
148107012,Kaidanis,thrall,19.0,786.0,100.0,,,0.0,,67.0,50.0,,50.0,,0.0,,,100.0,0.0,0.0,,,,2.0,,,1.0,,3.0,4.0,,2.0,,2.0,,,1.0,1.0,1.0,,,,2.0,,,0.0,,2.0,2.0,,1.0,,0.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
166446798,Lûzya,ysera,7.0,67.0,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147510448,Анфет,gordunni,11.0,12989.0,43.0,87.0,47.0,48.0,47.0,53.0,29.0,44.0,25.0,,50.0,,100.0,57.0,67.0,0.0,50.0,,,14.0,15.0,17.0,21.0,19.0,17.0,7.0,18.0,4.0,,6.0,,1.0,7.0,3.0,1.0,6.0,,,6.0,13.0,8.0,10.0,9.0,9.0,2.0,8.0,1.0,,3.0,,1.0,4.0,2.0,0.0,3.0,,,67.0,,3.0,,2.0,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,66.0,60.0,62.0,55.0,58.0,57.0,42.0,46.0,7400.0,48.0,69.0,,62.0,67.0,50.0,25.0,,100.0,191.0,320.0,283.0,258.0,232.0,111.0,49.0,31.0,57.0,2.0,31.0,16.0,,8.0,9.0,4.0,4.0,,1.0,108.0,210.0,169.0,160.0,127.0,64.0,28.0,13.0,26.0,148.0,15.0,11.0,,5.0,6.0,2.0,1.0,,1.0,,,,,,,,,,,,
174241461,Hêizën,marécage-de-zangar,17.0,519.0,,,,,,100.0,100.0,33.0,100.0,,60.0,,0.0,0.0,50.0,50.0,,,0.0,,,,,,1.0,1.0,3.0,1.0,,5.0,,1.0,1.0,2.0,2.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,3.0,,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,
209552371,Noderneder,deathwing,22.0,1059.0,,,,100.0,,,0.0,75.0,0.0,100.0,,,,100.0,0.0,60.0,,,40.0,,,,3.0,,,3.0,4.0,4.0,1.0,,,,1.0,1.0,5.0,,,5.0,,,,3.0,,,0.0,3.0,0.0,1.0,,,,1.0,0.0,3.0,,,2.0,,,,,,,,,,,,
175091275,Läthgërtha,dun-modr,44.0,3760.0,0.0,,,50.0,,40.0,62.0,80.0,58.0,56.0,40.0,,0.0,62.0,59.0,43.0,33.0,,67.0,2.0,,,4.0,,5.0,16.0,10.0,19.0,9.0,10.0,,2.0,16.0,17.0,14.0,3.0,,27.0,0.0,,,2.0,,2.0,10.0,8.0,11.0,5.0,4.0,,0.0,10.0,10.0,6.0,1.0,,18.0,,,,,,,0.0,1.0,0.0,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,45.0,22.0,38.0,70.0,20.0,,0.0,,,,,,,100.0,,100.0,100.0,,17.0,11.0,9.0,13.0,10.0,10.0,,1.0,,,,,,,1.0,,1.0,11.0,,11.0,5.0,2.0,5.0,7.0,2.0,,0.0,,,,,,,1.0,,1.0,11.0,,,,,,,,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,50.0,67.0,100.0,67.0,53.0,40.0,,,70.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,2.0,20.0,3.0,2.0,12.0,15.0,15.0,,,10.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,1.0,10.0,2.0,2.0,8.0,8.0,6.0,,,7.0,,,,,,,,,,,,
114099878,ßlackßull,hyjal,12.0,1250.0,50.0,67.0,0.0,,,0.0,0.0,0.0,100.0,,0.0,,,,,0.0,50.0,,,2.0,3.0,1.0,,,1.0,4.0,3.0,1.0,,4.0,,,,,1.0,2.0,,,1.0,2.0,0.0,,,0.0,0.0,0.0,1.0,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,,38.0,35.0,,67.0,33.0,,,,,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,,45.0,17.0,,12.0,3.0,,,,,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,,17.0,6.0,,8.0,1.0,,,,,0.0,,1.0,,0.0,,,,,,,
246978378,Панактото,gordunni,27.0,947.0,,,,,,50.0,0.0,100.0,0.0,100.0,67.0,,,0.0,,100.0,100.0,,0.0,,,,,,2.0,2.0,2.0,1.0,1.0,3.0,,,1.0,,2.0,3.0,,3.0,,,,,,1.0,0.0,2.0,0.0,1.0,2.0,,,0.0,,2.0,3.0,,0.0,,,,,,,,,,,,
153546633,Cruxian,ravencrest,19.0,7622.0,54.0,60.0,43.0,44.0,67.0,77.0,58.0,71.0,50.0,100.0,86.0,100.0,67.0,50.0,57.0,50.0,0.0,,56.0,24.0,10.0,7.0,9.0,12.0,13.0,12.0,7.0,12.0,5.0,7.0,2.0,3.0,6.0,7.0,4.0,1.0,,9.0,13.0,6.0,3.0,4.0,8.0,10.0,7.0,5.0,6.0,5.0,6.0,2.0,2.0,3.0,4.0,2.0,0.0,,5.0,,50.0,,4.0,,2.0,,,,,,
145849552,Jhonnycrash,pozzo-delleternità,45.0,4630.0,40.0,25.0,75.0,55.0,14.0,71.0,18.0,55.0,67.0,100.0,12.0,67.0,20.0,0.0,50.0,40.0,0.0,,25.0,5.0,4.0,4.0,11.0,7.0,14.0,11.0,11.0,15.0,1.0,8.0,3.0,5.0,1.0,6.0,5.0,2.0,,4.0,2.0,1.0,3.0,6.0,1.0,10.0,2.0,6.0,10.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,,1.0,,50.0,,2.0,,1.0,,,,,,
56128821,Acongojante,zuljin,53.0,38998.0,52.0,54.0,52.0,47.0,48.0,51.0,59.0,50.0,63.0,,52.0,70.0,,86.0,50.0,100.0,,,67.0,87.0,120.0,129.0,157.0,94.0,67.0,63.0,30.0,51.0,,21.0,20.0,,21.0,2.0,1.0,,,3.0,45.0,65.0,67.0,74.0,45.0,34.0,37.0,15.0,32.0,,11.0,14.0,,18.0,1.0,1.0,,,2.0,100.0,,2.0,,2.0,,,,,,,
199744390,Метеорщик,soulflayer,19.0,970.0,,,,,,,,,0.0,,,,,,100.0,,67.0,100.0,,,,,,,,,,1.0,,,,,,2.0,,3.0,1.0,,,,,,,,,,0.0,,,,,,2.0,,2.0,1.0,,100.0,,1.0,,1.0,,,,,,,
111467178,Hævñ,blackhand,76.0,5661.0,50.0,33.0,78.0,50.0,50.0,8.0,46.0,60.0,60.0,,50.0,67.0,,150.0,50.0,67.0,20.0,100.0,,4.0,9.0,9.0,6.0,2.0,12.0,13.0,10.0,15.0,,12.0,3.0,,2.0,4.0,3.0,5.0,1.0,,2.0,3.0,7.0,3.0,1.0,1.0,6.0,6.0,9.0,,6.0,2.0,,3.0,2.0,2.0,1.0,1.0,,,25.0,,4.0,,1.0,,,,,,
97166555,Dreanqua,ravencrest,19.0,2727.0,56.0,43.0,67.0,86.0,40.0,25.0,40.0,33.0,0.0,,33.0,0.0,0.0,,,0.0,0.0,,0.0,9.0,14.0,6.0,7.0,5.0,4.0,5.0,3.0,2.0,,9.0,2.0,1.0,,,1.0,1.0,,1.0,5.0,6.0,4.0,6.0,2.0,1.0,2.0,1.0,0.0,,3.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,
237886091,Hamsandwich,ghostlands,1.0,323.0,,,0.0,,,,,,,,,,,,100.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,50.0,,,,,40.0,50.0,0.0,20.0,100.0,0.0,,50.0,62.0,50.0,33.0,,,100.0,4.0,,,,,5.0,2.0,1.0,5.0,1.0,1.0,,4.0,8.0,6.0,6.0,,,1.0,2.0,,,,,2.0,1.0,0.0,1.0,1.0,0.0,,2.0,5.0,3.0,2.0,,,1.0,,,,,,,,,,,,
160475810,Hashiramakun,darkmoon-faire,34.0,8379.0,33.0,0.0,57.0,42.0,,46.0,50.0,30.0,36.0,,62.0,0.0,,57.0,50.0,60.0,56.0,100.0,50.0,21.0,1.0,7.0,12.0,,13.0,4.0,10.0,11.0,,8.0,3.0,,14.0,8.0,15.0,16.0,1.0,6.0,7.0,0.0,4.0,5.0,,6.0,2.0,3.0,4.0,,5.0,0.0,,8.0,4.0,9.0,9.0,1.0,3.0,,20.0,,5.0,,1.0,,,,,,
155858070,Kyrinov,silvermoon,20.0,17832.0,67.0,46.0,40.0,46.0,45.0,47.0,38.0,71.0,71.0,,67.0,75.0,,,,,,,,43.0,101.0,65.0,50.0,31.0,15.0,21.0,7.0,14.0,,15.0,4.0,,,,,,,,29.0,46.0,26.0,23.0,14.0,7.0,8.0,5.0,10.0,,10.0,3.0,,,,,,,,100.0,0.0,1.0,2.0,1.0,0.0,,,,,,
