character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Ashran played,Seething Shore played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Ashran won,Seething Shore won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Arathi Basin Winter played,Rated Eye of the Storm won,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
92236767,Mazzi,aszune,314.0,99757.0,67.0,64.0,48.0,33.0,58.0,41.0,439.0,422.0,361.0,30.0,206.0,61.0,293.0,268.0,175.0,10.0,120.0,25.0,61.0,39.0,49.0,58.0,41.0,40.0,54.0,68.0,52.0,58.0,235.0,263.0,419.0,372.0,342.0,352.0,93.0,157.0,147.0,193.0,144.0,102.0,207.0,214.0,141.0,142.0,50.0,107.0,76.0,112.0,,,,48.0,33.0,16.0,,,,57.0,50.0,7.0,28.0,4.0,14.0,,,,,,
99907631,Tebetha,draenor,24.0,844.0,50.0,0.0,0.0,100.0,,100.0,2.0,2.0,2.0,2.0,,1.0,1.0,0.0,0.0,2.0,,1.0,,,100.0,100.0,100.0,,,100.0,,,,,1.0,1.0,4.0,,,2.0,,,,,1.0,1.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
157369331,Ikkshar,lightbringer,7.0,428.0,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,33.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
156295926,Tenkadin,ravencrest,4.0,38.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161202261,Raynzer,silvermoon,1.0,98.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218928249,Lectous,sylvanas,29.0,69566.0,69.0,63.0,28.0,50.0,43.0,67.0,408.0,100.0,36.0,2.0,7.0,6.0,280.0,63.0,10.0,1.0,3.0,4.0,53.0,51.0,57.0,45.0,38.0,58.0,62.0,40.0,54.0,29.0,213.0,175.0,204.0,40.0,26.0,36.0,8.0,10.0,13.0,7.0,112.0,90.0,117.0,18.0,10.0,21.0,5.0,4.0,7.0,2.0,0.0,1.0,0.0,53.0,217.0,115.0,,,,,,,,,,,,,,,
197156221,Grugthul,silvermoon,10.0,1642.0,20.0,67.0,50.0,100.0,62.0,50.0,5.0,3.0,4.0,1.0,8.0,4.0,1.0,2.0,2.0,1.0,5.0,2.0,,,,50.0,0.0,57.0,,100.0,100.0,83.0,,,,4.0,2.0,7.0,,1.0,2.0,6.0,,,,2.0,0.0,4.0,,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,
115111478,Makujak,hyjal,7.0,3024.0,75.0,60.0,25.0,,100.0,,8.0,5.0,8.0,,1.0,,6.0,3.0,2.0,,1.0,,71.0,38.0,60.0,38.0,20.0,40.0,33.0,0.0,,,7.0,8.0,5.0,8.0,10.0,5.0,6.0,1.0,,,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,,,,,,50.0,4.0,2.0,,,,,,,,,,,,,,,
201474624,Святаяшишка,gordunni,18.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
215249824,Duranon,sylvanas,28.0,6290.0,79.0,100.0,31.0,,,,14.0,6.0,16.0,,,,11.0,6.0,5.0,,,,36.0,42.0,18.0,40.0,29.0,45.0,50.0,,0.0,,39.0,12.0,11.0,20.0,28.0,11.0,6.0,,1.0,,14.0,5.0,2.0,8.0,8.0,5.0,3.0,,0.0,,8.0,12.0,1.0,25.0,8.0,2.0,,,,,,,,,,,,,,,
243460495,Bloodwatcher,sylvanas,1.0,53.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,1.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,64.0,50.0,64.0,0.0,57.0,33.0,22.0,20.0,47.0,2.0,23.0,12.0,14.0,10.0,30.0,0.0,13.0,4.0,46.0,33.0,64.0,57.0,51.0,62.0,67.0,43.0,57.0,44.0,13.0,12.0,36.0,44.0,39.0,42.0,12.0,35.0,14.0,18.0,6.0,4.0,23.0,25.0,20.0,26.0,8.0,15.0,8.0,8.0,,,,61.0,23.0,14.0,,,,,56.0,,9.0,,5.0,,,,,,
166296806,Catablepon,ragnaros,33.0,582.0,,0.0,,0.0,100.0,100.0,,2.0,,2.0,2.0,1.0,,0.0,,0.0,2.0,1.0,,,100.0,100.0,0.0,0.0,,50.0,75.0,0.0,,,1.0,1.0,1.0,1.0,,2.0,4.0,1.0,,,1.0,1.0,0.0,0.0,,1.0,3.0,0.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
144762525,Tankasaurus,silvermoon,46.0,798.0,50.0,0.0,100.0,0.0,,,6.0,1.0,1.0,1.0,,,3.0,0.0,1.0,0.0,,,50.0,0.0,100.0,0.0,0.0,100.0,,,100.0,,2.0,1.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
166487264,Balmir,outland,64.0,76029.0,61.0,51.0,43.0,36.0,60.0,12.0,382.0,108.0,184.0,11.0,5.0,8.0,232.0,55.0,79.0,4.0,3.0,1.0,37.0,36.0,39.0,44.0,45.0,44.0,47.0,60.0,67.0,33.0,326.0,429.0,316.0,194.0,192.0,201.0,174.0,5.0,3.0,6.0,121.0,155.0,123.0,85.0,87.0,88.0,81.0,3.0,2.0,2.0,,,,35.0,130.0,46.0,,,,5100.0,25.0,1.0,4.0,51.0,1.0,,,,,,
145906867,Мивенда,howling-fjord,17.0,3769.0,62.0,17.0,75.0,67.0,0.0,43.0,8.0,6.0,4.0,3.0,3.0,7.0,5.0,1.0,3.0,2.0,0.0,3.0,,,44.0,50.0,33.0,25.0,29.0,75.0,40.0,,,,9.0,4.0,3.0,4.0,7.0,4.0,5.0,,,,4.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,100.0,3.0,3.0,,,,,,,,,,,,
169738536,Saridan,tarren-mill,26.0,914.0,50.0,0.0,33.0,,0.0,,2.0,1.0,3.0,,1.0,,1.0,0.0,1.0,,0.0,,67.0,100.0,75.0,33.0,100.0,,0.0,0.0,,,3.0,2.0,4.0,3.0,3.0,,3.0,1.0,,,2.0,2.0,3.0,1.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
132661429,Mchammêr,draenor,19.0,1551.0,0.0,0.0,88.0,,75.0,,1.0,1.0,8.0,,4.0,,0.0,0.0,7.0,,3.0,,25.0,67.0,67.0,100.0,0.0,38.0,,100.0,50.0,,4.0,3.0,3.0,2.0,4.0,8.0,,1.0,4.0,,1.0,2.0,2.0,2.0,0.0,3.0,,1.0,2.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,25.0,50.0,0.0,33.0,,33.0,4.0,2.0,1.0,3.0,,3.0,1.0,1.0,0.0,1.0,,1.0,,,0.0,,40.0,,,50.0,,100.0,,,1.0,,5.0,,,2.0,,1.0,,,0.0,,2.0,,,1.0,,1.0,,,,,,,,,,,50.0,,2.0,,1.0,,,,,,
159439575,Pauladean,bloodhoof,3.0,325.0,,100.0,,0.0,0.0,,,1.0,,1.0,1.0,,,1.0,,0.0,0.0,,,,,,,0.0,,50.0,,,,,,,,1.0,,2.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
114224870,Angryraider,mazrigos,4.0,136.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162667408,Hysteria,conseil-des-ombres,4.0,820.0,67.0,50.0,0.0,67.0,0.0,100.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,,,,100.0,,0.0,,0.0,100.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
148954387,Nyn,mazrigos,16.0,2008.0,100.0,50.0,50.0,100.0,100.0,50.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,67.0,,25.0,50.0,50.0,75.0,50.0,100.0,71.0,80.0,3.0,,4.0,2.0,6.0,4.0,2.0,2.0,7.0,5.0,2.0,,1.0,1.0,3.0,3.0,1.0,2.0,5.0,4.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
122284485,Johnsmith,mazrigos,152.0,45246.0,58.0,69.0,51.0,0.0,136.0,55.0,168.0,106.0,122.0,2.0,11.0,11.0,97.0,73.0,62.0,0.0,15.0,6.0,47.0,51.0,49.0,43.0,43.0,52.0,42.0,38.0,80.0,20.0,73.0,91.0,89.0,67.0,79.0,73.0,72.0,8.0,5.0,10.0,34.0,46.0,44.0,29.0,34.0,38.0,30.0,3.0,4.0,2.0,50.0,2.0,1.0,60.0,75.0,45.0,100.0,29.0,29.0,,40.0,,5.0,,2.0,,,,,,
164715015,Áebola,kargath,51.0,29651.0,39.0,50.0,50.0,,50.0,40.0,361.0,6.0,2.0,,2.0,10.0,141.0,3.0,1.0,,1.0,4.0,12.0,14.0,0.0,50.0,36.0,20.0,,,0.0,,8.0,7.0,3.0,2.0,11.0,5.0,,,4.0,,1.0,1.0,0.0,1.0,4.0,1.0,,,0.0,,,,,100.0,1.0,1.0,100.0,7.0,7.0,,,,,,,,,,,,
93551915,Dimz,aggra-português,1.0,366.0,,0.0,50.0,,,,,1.0,2.0,,,,,0.0,1.0,,,,0.0,100.0,100.0,,100.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160445974,Razmazvacha,tarren-mill,8.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
102761668,Celedith,blackhand,15.0,949.0,100.0,,33.0,,,,1.0,,3.0,,,,1.0,,1.0,,,,100.0,,100.0,67.0,33.0,100.0,100.0,,,,4.0,,1.0,3.0,3.0,2.0,3.0,,,,4.0,,1.0,2.0,1.0,2.0,3.0,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,,,1.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
188402402,Ergard,the-maelstrom,49.0,4855.0,73.0,78.0,50.0,100.0,,50.0,11.0,9.0,6.0,2.0,,2.0,8.0,7.0,3.0,2.0,,1.0,40.0,38.0,44.0,50.0,27.0,50.0,50.0,,100.0,,10.0,13.0,9.0,4.0,11.0,6.0,4.0,,2.0,,4.0,5.0,4.0,2.0,3.0,3.0,2.0,,2.0,,,,,25.0,8.0,2.0,,,,,,,,,,,,,,,
175660087,Popsmoke,naxxramas,10.0,16126.0,46.0,52.0,45.0,33.0,80.0,,37.0,31.0,29.0,3.0,5.0,,17.0,16.0,13.0,1.0,4.0,,59.0,52.0,64.0,38.0,45.0,48.0,50.0,100.0,100.0,40.0,32.0,29.0,28.0,32.0,22.0,33.0,10.0,3.0,1.0,5.0,19.0,15.0,18.0,12.0,10.0,16.0,5.0,3.0,1.0,2.0,100.0,1.0,1.0,36.0,33.0,12.0,,,,,,,,,,,,,,,
77157081,Tómòýô,blackhand,4.0,14874.0,53.0,40.0,67.0,,,,17.0,15.0,12.0,,,,9.0,6.0,8.0,,,,50.0,52.0,71.0,64.0,43.0,50.0,,,,,6.0,23.0,14.0,14.0,7.0,8.0,,,,,3.0,12.0,10.0,9.0,3.0,4.0,,,,,,,,88.0,8.0,7.0,,,,,,,,,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,50.0,40.0,0.0,50.0,62.0,,4.0,5.0,1.0,4.0,8.0,,2.0,2.0,0.0,2.0,5.0,,,,,50.0,0.0,20.0,,50.0,33.0,100.0,,,,2.0,1.0,5.0,,6.0,6.0,1.0,,,,1.0,0.0,1.0,,3.0,2.0,1.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,73.0,33.0,69.0,,65.0,75.0,11.0,3.0,39.0,,31.0,4.0,8.0,1.0,27.0,,20.0,3.0,38.0,,68.0,73.0,70.0,66.0,75.0,62.0,46.0,64.0,8.0,,40.0,41.0,46.0,29.0,8.0,45.0,96.0,44.0,3.0,,27.0,30.0,32.0,19.0,6.0,28.0,44.0,28.0,,,,0.0,5.0,0.0,100.0,5.0,5.0,,,,,,,,,,,,
131112497,Lokyrea,kelthuzad,30.0,2952.0,25.0,62.0,40.0,,,,8.0,8.0,5.0,,,,2.0,5.0,2.0,,,,38.0,75.0,20.0,20.0,0.0,43.0,0.0,,,,8.0,4.0,5.0,5.0,1.0,7.0,2.0,,,,3.0,3.0,1.0,1.0,0.0,3.0,0.0,,,,,,,38.0,8.0,3.0,,,,,,,,,,,,,,,
165664614,Mitzhpala,twisting-nether,26.0,1979.0,,,100.0,,100.0,,,,4.0,,7.0,,,,4.0,,7.0,,,,,83.0,100.0,60.0,,91.0,100.0,100.0,,,,6.0,1.0,5.0,,11.0,7.0,1.0,,,,5.0,1.0,3.0,,10.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,
108831605,Lodeon,ysondre,4.0,586.0,100.0,,50.0,,100.0,0.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,0.0,,,,50.0,,0.0,,33.0,20.0,,,,,2.0,,2.0,,3.0,5.0,,,,,1.0,,0.0,,1.0,1.0,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
155318979,Arbie,quelthalas,75.0,23001.0,68.0,58.0,53.0,,56.0,56.0,76.0,73.0,59.0,,9.0,9.0,52.0,42.0,31.0,,5.0,5.0,54.0,54.0,47.0,59.0,37.0,47.0,44.0,,33.0,100.0,110.0,79.0,57.0,78.0,68.0,91.0,54.0,,3.0,2.0,59.0,43.0,27.0,46.0,25.0,43.0,24.0,,1.0,2.0,,,,45.0,51.0,23.0,100.0,3.0,3.0,,,,,,,,,,,,
196443127,Nåvah,pozzo-delleternità,4.0,5465.0,33.0,67.0,,,100.0,,3.0,6.0,,,2.0,,1.0,4.0,,,2.0,,47.0,0.0,27.0,20.0,0.0,33.0,,,,,19.0,4.0,11.0,5.0,1.0,6.0,,,,,9.0,0.0,3.0,1.0,0.0,2.0,,,,,,,,20.0,5.0,1.0,,,,,,,,,,,,,,,
196949379,Talimañ,kazzak,126.0,16945.0,38.0,29.0,60.0,50.0,65.0,44.0,8.0,7.0,47.0,8.0,46.0,9.0,3.0,2.0,28.0,4.0,30.0,4.0,,,42.0,49.0,48.0,57.0,,46.0,64.0,53.0,,,48.0,41.0,40.0,46.0,,52.0,45.0,43.0,,,20.0,20.0,19.0,26.0,,24.0,29.0,23.0,100.0,1.0,1.0,,,,,,,,33.0,,3.0,,1.0,,,,,,
195609493,Curgus,silvermoon,6.0,651.0,0.0,,100.0,,,,1.0,,1.0,,,,0.0,,1.0,,,,,,0.0,50.0,0.0,100.0,100.0,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,0.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
150789907,Paok,amanthul,40.0,26030.0,56.0,40.0,60.0,100.0,43.0,56.0,71.0,40.0,25.0,1.0,7.0,9.0,40.0,16.0,15.0,1.0,3.0,5.0,41.0,48.0,45.0,57.0,41.0,46.0,57.0,25.0,60.0,0.0,162.0,124.0,73.0,28.0,34.0,39.0,7.0,8.0,5.0,1.0,67.0,60.0,33.0,16.0,14.0,18.0,4.0,2.0,3.0,0.0,,,,44.0,79.0,35.0,,,,,0.0,,1.0,,0.0,,,,,,
79554335,Genobi,turalyon,40.0,16325.0,43.0,62.0,0.0,20.0,167.0,67.0,21.0,8.0,2.0,10.0,3.0,6.0,9.0,5.0,0.0,2.0,5.0,4.0,80.0,29.0,36.0,,100.0,0.0,,0.0,,50.0,5.0,7.0,14.0,,1.0,3.0,,2.0,,2.0,4.0,2.0,5.0,,1.0,0.0,,0.0,,1.0,,,,50.0,2.0,1.0,100.0,1.0,1.0,,33.0,,3.0,,1.0,,,,,,
106132725,Muhrus,ravencrest,12.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
140037346,Mulkvist,lightbringer,16.0,2572.0,67.0,38.0,25.0,33.0,33.0,100.0,6.0,8.0,8.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,100.0,50.0,33.0,67.0,0.0,67.0,,100.0,25.0,100.0,1.0,2.0,6.0,6.0,8.0,6.0,,2.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
111022913,Fleshhide,ravencrest,21.0,2297.0,67.0,,100.0,0.0,100.0,,3.0,,1.0,1.0,2.0,,2.0,,1.0,0.0,2.0,,29.0,100.0,43.0,,50.0,57.0,33.0,,,,7.0,1.0,7.0,,8.0,7.0,3.0,,,,2.0,1.0,3.0,,4.0,4.0,1.0,,,,67.0,3.0,2.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
172353075,Аулер,gordunni,64.0,3613.0,100.0,100.0,73.0,,1100.0,50.0,1.0,1.0,26.0,,1.0,2.0,1.0,1.0,19.0,,11.0,1.0,58.0,100.0,33.0,60.0,38.0,73.0,100.0,,,,12.0,2.0,3.0,5.0,13.0,11.0,1.0,,,,7.0,2.0,1.0,3.0,5.0,8.0,1.0,,,,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,33.0,0.0,,0.0,33.0,1.0,3.0,1.0,,1.0,3.0,0.0,1.0,0.0,,0.0,1.0,,,100.0,,,50.0,,,,0.0,,,2.0,,,2.0,,,,1.0,,,2.0,,,1.0,,,,0.0,,,,,,,,,,,14.0,,7.0,,1.0,,,,,,
90833227,Kaidan,minahonda,22.0,51713.0,54.0,36.0,52.0,,120.0,,80.0,39.0,21.0,,5.0,,43.0,14.0,11.0,,6.0,,51.0,51.0,48.0,48.0,67.0,43.0,27.0,0.0,33.0,0.0,100.0,127.0,54.0,90.0,21.0,104.0,11.0,1.0,6.0,1.0,51.0,65.0,26.0,43.0,14.0,45.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,49.0,75.0,37.0,,,,,,,,,,,,,,,
169474372,Rdee,silvermoon,4.0,616.0,,,67.0,0.0,,100.0,,,3.0,2.0,,1.0,,,2.0,0.0,,1.0,,,,0.0,50.0,100.0,,0.0,,100.0,,,,1.0,2.0,1.0,,1.0,,2.0,,,,0.0,1.0,1.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,
195753422,Elgarim,silvermoon,10.0,2466.0,0.0,,43.0,33.0,22.0,0.0,4.0,,7.0,3.0,9.0,1.0,0.0,,3.0,1.0,2.0,0.0,,,38.0,38.0,42.0,43.0,,55.0,50.0,67.0,,,8.0,8.0,12.0,7.0,,11.0,4.0,6.0,,,3.0,3.0,5.0,3.0,,6.0,2.0,4.0,,,,,,,,,,0.0,100.0,6.0,1.0,0.0,1.0,,,,,,
71999554,Galadryel,antonidas,5.0,724.0,,0.0,,100.0,,,,1.0,,1.0,,,,0.0,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73843042,Sandà,antonidas,3.0,6942.0,27.0,80.0,33.0,,,,11.0,5.0,6.0,,,,3.0,4.0,2.0,,,,50.0,54.0,37.0,60.0,50.0,44.0,,,,,18.0,28.0,19.0,5.0,4.0,9.0,,,,,9.0,15.0,7.0,3.0,2.0,4.0,,,,,,,,33.0,12.0,4.0,,,,,,,,,,,,,,,
197340370,Ythrani,outland,25.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
174915570,Swanky,mazrigos,6.0,1405.0,0.0,50.0,67.0,100.0,33.0,25.0,5.0,2.0,3.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,,,0.0,67.0,67.0,,,0.0,,,,,1.0,3.0,3.0,,,2.0,,,,,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
175335125,Yurilight,ragnaros,37.0,10824.0,62.0,67.0,50.0,,,,45.0,3.0,2.0,,,,28.0,2.0,1.0,,,,48.0,56.0,39.0,0.0,0.0,,0.0,,,,66.0,64.0,44.0,1.0,1.0,,1.0,,,,32.0,36.0,17.0,0.0,0.0,,0.0,,,,,,,39.0,44.0,17.0,,,,,,,,,,,,,,,
126418556,Trumperino,blackmoore,7.0,1751.0,,100.0,100.0,,,,,5.0,6.0,,,,,5.0,6.0,,,,40.0,0.0,0.0,50.0,100.0,20.0,100.0,,,,5.0,6.0,3.0,4.0,3.0,5.0,1.0,,,,2.0,0.0,0.0,2.0,3.0,1.0,1.0,,,,,,,33.0,3.0,1.0,,,,,,,,,,,,,,,
69216588,Tamína,anetheron,20.0,2128.0,100.0,50.0,40.0,33.0,,0.0,3.0,4.0,5.0,3.0,,1.0,3.0,2.0,2.0,1.0,,0.0,60.0,100.0,100.0,0.0,50.0,25.0,100.0,0.0,,,5.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,,,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,50.0,4.0,2.0,,,,,,,,,,,,,,,
114809677,Kempaa,grim-batol,3.0,3227.0,67.0,56.0,100.0,,,,6.0,9.0,1.0,,,,4.0,5.0,1.0,,,,20.0,67.0,67.0,0.0,,60.0,,,,,10.0,6.0,9.0,1.0,,5.0,,,,,2.0,4.0,6.0,0.0,,3.0,,,,,,,,25.0,12.0,3.0,,,,,,,,,,,,,,,
175993605,Jorgino,dun-modr,1.0,114.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
141108674,Vanyraa,silvermoon,2.0,798.0,60.0,67.0,0.0,,,,5.0,3.0,1.0,,,,3.0,2.0,0.0,,,,50.0,100.0,100.0,,,,50.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
119201861,Calapal,defias-brotherhood,2.0,3282.0,60.0,50.0,33.0,0.0,,0.0,10.0,4.0,3.0,2.0,,1.0,6.0,2.0,1.0,0.0,,0.0,31.0,15.0,40.0,33.0,0.0,0.0,67.0,,100.0,,13.0,13.0,10.0,3.0,2.0,1.0,3.0,,1.0,,4.0,2.0,4.0,1.0,0.0,0.0,2.0,,1.0,,,,,33.0,6.0,2.0,,,,,,,,,,,,,,,
46704285,Teåh,ysondre,28.0,6535.0,39.0,60.0,100.0,,0.0,0.0,23.0,10.0,1.0,,1.0,1.0,9.0,6.0,1.0,,0.0,0.0,57.0,60.0,59.0,50.0,100.0,29.0,,100.0,0.0,,21.0,20.0,29.0,10.0,2.0,7.0,,1.0,1.0,,12.0,12.0,17.0,5.0,2.0,2.0,,1.0,0.0,,,,,47.0,19.0,9.0,,,,,,,,,,,,,,,
189585324,Егорметеорус,gordunni,19.0,1466.0,,100.0,0.0,,100.0,100.0,,1.0,1.0,,2.0,1.0,,1.0,0.0,,2.0,1.0,,,100.0,,50.0,0.0,0.0,100.0,33.0,100.0,,,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
157856011,Flisah,ravencrest,6.0,848.0,0.0,33.0,100.0,,,,2.0,3.0,1.0,,,,0.0,1.0,1.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,
97659915,Zamoth,tarren-mill,20.0,12647.0,33.0,33.0,36.0,,125.0,,54.0,21.0,14.0,,4.0,,18.0,7.0,5.0,,5.0,,52.0,56.0,33.0,38.0,70.0,48.0,17.0,75.0,67.0,67.0,33.0,81.0,21.0,13.0,10.0,23.0,6.0,4.0,3.0,3.0,17.0,45.0,7.0,5.0,7.0,11.0,1.0,3.0,2.0,2.0,,,,38.0,26.0,10.0,,,,200.0,,4.0,,8.0,,,,,,,
124029308,Ashari,alexstrasza,27.0,323.0,,,33.0,,,,,,3.0,,,,,,1.0,,,,,,,,33.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122004388,Hannezkannez,blackhand,24.0,674.0,0.0,,,50.0,100.0,100.0,2.0,,,2.0,2.0,1.0,0.0,,,1.0,2.0,1.0,,,,0.0,0.0,0.0,,0.0,50.0,,,,,1.0,1.0,1.0,,2.0,2.0,,,,,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
164347907,Magdalene,stormreaver,8.0,606.0,75.0,100.0,100.0,,,100.0,4.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,1.0,,,0.0,100.0,,,,100.0,,100.0,,,1.0,1.0,,,,1.0,,1.0,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
190287102,Nobility,frostmane,5.0,524.0,0.0,,50.0,,,,1.0,,2.0,,,,0.0,,1.0,,,,,,0.0,,100.0,0.0,,,,,,,1.0,,1.0,1.0,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
