character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Twin Peaks win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Twin Peaks played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Twin Peaks won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Korrak's Revenge won,Deepwind Gorge won,Alterac Valley win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Alterac Valley played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Alterac Valley won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
198291286,Бариарт,soulflayer,33.0,3107.0,,50.0,,40.0,83.0,,43.0,,4.0,,5.0,6.0,,7.0,,2.0,,2.0,5.0,,3.0,50.0,,75.0,,33.0,67.0,70.0,,,,100.0,50.0,100.0,,2.0,,4.0,,3.0,3.0,10.0,,,,3.0,6.0,1.0,,1.0,,3.0,,1.0,2.0,7.0,,,,3.0,3.0,1.0,,,,,,,
88842309,Icra,eredar,11.0,1906.0,33.0,75.0,,40.0,50.0,,50.0,3.0,4.0,,5.0,2.0,,2.0,1.0,3.0,,2.0,1.0,,1.0,,67.0,40.0,80.0,0.0,67.0,40.0,100.0,,,100.0,50.0,,,,3.0,5.0,5.0,1.0,3.0,5.0,2.0,,,3.0,2.0,,,,2.0,2.0,4.0,0.0,2.0,2.0,2.0,,,3.0,1.0,,,,,,,,
226274304,Valithria,sylvanas,58.0,7799.0,33.0,50.0,75.0,73.0,100.0,0.0,,3.0,2.0,4.0,11.0,2.0,2.0,,1.0,1.0,3.0,8.0,2.0,0.0,,56.0,33.0,62.0,100.0,71.0,33.0,80.0,50.0,,,80.0,62.0,29.0,100.0,9.0,3.0,8.0,1.0,7.0,6.0,5.0,8.0,,,10.0,8.0,7.0,51.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,,,8.0,5.0,2.0,51.0,,,,,,
142937633,Caesar,rexxar,93.0,1375.0,17.0,57.0,,78.0,,,,6.0,7.0,,9.0,,,,1.0,4.0,,7.0,,,,0.0,100.0,,0.0,0.0,67.0,71.0,50.0,,,,,,,1.0,3.0,,1.0,1.0,6.0,7.0,4.0,,,,,,,0.0,3.0,,0.0,0.0,4.0,5.0,2.0,,,,,,,,,,,,
105455006,Anomindara,bladefist,8.0,8103.0,46.0,100.0,,0.0,67.0,,,24.0,2.0,,2.0,3.0,,,11.0,2.0,,0.0,2.0,,,58.0,64.0,62.0,50.0,50.0,100.0,80.0,100.0,75.0,,100.0,100.0,67.0,,19.0,22.0,8.0,2.0,10.0,4.0,5.0,2.0,4.0,,3.0,1.0,9.0,,11.0,14.0,5.0,1.0,5.0,4.0,4.0,2.0,3.0,,3.0,1.0,6.0,,,,,,,
100462881,Gibari,eredar,239.0,46857.0,71.0,65.0,1650.0,79.0,75.0,,56.0,42.0,37.0,2.0,43.0,12.0,,9.0,30.0,24.0,33.0,34.0,9.0,,5.0,72.0,68.0,68.0,60.0,66.0,49.0,74.0,56.0,80.0,,50.0,38.0,67.0,100.0,43.0,38.0,50.0,20.0,41.0,35.0,46.0,9.0,5.0,,6.0,8.0,9.0,44.0,31.0,26.0,34.0,12.0,27.0,17.0,34.0,5.0,4.0,,3.0,3.0,6.0,44.0,,,,,,
192017612,Pomfritzel,silvermoon,15.0,885.0,,,,,100.0,,67.0,,,,,1.0,,3.0,,,,,1.0,,2.0,67.0,,,,50.0,100.0,,,,,100.0,0.0,,,3.0,,,,2.0,1.0,,,,,2.0,1.0,,,2.0,,,,1.0,1.0,,,,,2.0,0.0,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,45.0,,,,,,,11.0,,,,,,,5.0,,,,,,,65.0,22.0,38.0,70.0,20.0,0.0,,,,,100.0,,100.0,100.0,17.0,9.0,13.0,10.0,10.0,1.0,,,,,1.0,,1.0,11.0,11.0,2.0,5.0,7.0,2.0,0.0,,,,,1.0,,1.0,11.0,,,,,,
125179086,Anietyx,blackrock,12.0,3521.0,100.0,50.0,,60.0,200.0,,50.0,4.0,4.0,,5.0,2.0,,2.0,4.0,2.0,,3.0,4.0,,1.0,90.0,50.0,67.0,100.0,86.0,44.0,50.0,100.0,60.0,,33.0,50.0,20.0,,10.0,4.0,3.0,2.0,7.0,9.0,2.0,1.0,5.0,,3.0,2.0,5.0,,9.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,
141110036,Holyhatina,twisting-nether,16.0,124.0,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
175158446,Strunfy,twisting-nether,11.0,900.0,,100.0,0.0,67.0,100.0,,0.0,,1.0,1.0,3.0,1.0,,1.0,,1.0,0.0,2.0,1.0,,0.0,0.0,,,,67.0,,,,100.0,,100.0,,25.0,,1.0,,,,3.0,,,,1.0,,1.0,,4.0,,0.0,,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,
193066606,Zarik,hyjal,14.0,422.0,,,,100.0,50.0,,100.0,,,,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,,,,,,100.0,100.0,,,,,67.0,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,1.0,2.0,,,,,2.0,,,,,,,,
99250043,Amicitia,antonidas,64.0,11534.0,,70.0,,57.0,80.0,,43.0,,30.0,,37.0,45.0,,7.0,,21.0,,21.0,36.0,,3.0,0.0,,48.0,,50.0,61.0,44.0,85.0,0.0,57.0,63.0,69.0,100.0,100.0,1.0,,27.0,,6.0,56.0,34.0,20.0,1.0,7.0,41.0,32.0,2.0,2.0,0.0,,13.0,,3.0,34.0,15.0,17.0,0.0,4.0,26.0,22.0,2.0,2.0,,,,,,
113387085,Acashic,blackhand,9.0,1896.0,,67.0,,80.0,33.0,100.0,50.0,,3.0,,5.0,3.0,1.0,2.0,,2.0,,4.0,1.0,1.0,1.0,50.0,33.0,40.0,,,0.0,50.0,0.0,,,0.0,0.0,100.0,,4.0,3.0,5.0,,,1.0,4.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,,,0.0,2.0,0.0,,,0.0,0.0,1.0,,,,,,,
175698226,Kyndmryn,nemesis,13.0,4730.0,,50.0,0.0,60.0,67.0,25.0,56.0,,6.0,1.0,5.0,3.0,8.0,9.0,,3.0,0.0,3.0,2.0,2.0,5.0,100.0,,75.0,,,62.0,50.0,50.0,,67.0,67.0,86.0,,,3.0,,8.0,,,8.0,4.0,4.0,,3.0,12.0,7.0,,,3.0,,6.0,,,5.0,2.0,2.0,,2.0,8.0,6.0,,,,,,,,
138465092,Misstag,twisting-nether,25.0,2101.0,,83.0,25.0,67.0,43.0,,43.0,,6.0,4.0,12.0,7.0,,7.0,,5.0,1.0,8.0,3.0,,3.0,33.0,100.0,50.0,,0.0,60.0,50.0,,100.0,,71.0,67.0,,,3.0,1.0,2.0,,1.0,5.0,6.0,,3.0,,7.0,3.0,,,1.0,1.0,1.0,,0.0,3.0,3.0,,3.0,,5.0,2.0,,,,,,,,
93998966,Sworstar,antonidas,1.0,2248.0,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,100.0,0.0,0.0,0.0,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
154668372,Hatzn,antonidas,26.0,29964.0,60.0,44.0,,62.0,20.0,,100.0,52.0,9.0,,13.0,5.0,,1.0,31.0,4.0,,8.0,1.0,,1.0,58.0,52.0,56.0,56.0,71.0,64.0,90.0,50.0,,,86.0,100.0,60.0,100.0,228.0,77.0,72.0,63.0,58.0,14.0,10.0,8.0,,,7.0,3.0,5.0,1.0,132.0,40.0,40.0,35.0,41.0,9.0,9.0,4.0,,,6.0,3.0,3.0,1.0,,,,,,
108586667,Targaryèn,silvermoon,3.0,219.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,50.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,
155352004,Løoby,dalaran,121.0,11772.0,77.0,67.0,100.0,37.0,55.0,,58.0,26.0,58.0,8.0,52.0,65.0,,12.0,20.0,39.0,8.0,19.0,36.0,,7.0,100.0,33.0,45.0,,100.0,47.0,61.0,47.0,0.0,,78.0,55.0,67.0,,1.0,15.0,40.0,,2.0,51.0,57.0,17.0,4.0,,18.0,20.0,6.0,,1.0,5.0,18.0,,2.0,24.0,35.0,8.0,0.0,,14.0,11.0,4.0,,,,,,,
247160183,Палстар,gordunni,37.0,5911.0,27.0,83.0,,43.0,,100.0,,11.0,6.0,,7.0,,1.0,,3.0,5.0,,3.0,,1.0,,67.0,33.0,25.0,57.0,100.0,67.0,43.0,67.0,,,,,0.0,,3.0,3.0,16.0,7.0,5.0,12.0,7.0,9.0,,,,,2.0,,2.0,1.0,4.0,4.0,5.0,8.0,3.0,6.0,,,,,0.0,,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,,50.0,,,0.0,,,,2.0,,,1.0,,,,1.0,,,0.0,,,50.0,,67.0,,100.0,50.0,,,,20.0,,0.0,25.0,,2.0,,3.0,,1.0,2.0,,,,5.0,,1.0,4.0,,1.0,,2.0,,1.0,1.0,,,,1.0,,0.0,1.0,,,,,,,
93959267,Omorto,aggra-português,19.0,9592.0,42.0,50.0,,50.0,,,,72.0,2.0,,6.0,,,,30.0,1.0,,3.0,,,,60.0,54.0,39.0,60.0,100.0,33.0,71.0,50.0,,,,,,,47.0,50.0,49.0,45.0,1.0,6.0,7.0,2.0,,,,,,,28.0,27.0,19.0,27.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,
194739259,Snutzler,aegwynn,5.0,2029.0,,0.0,,50.0,60.0,,75.0,,1.0,,6.0,5.0,,4.0,,0.0,,3.0,3.0,,3.0,100.0,,75.0,,50.0,75.0,50.0,100.0,,,50.0,67.0,100.0,,1.0,,4.0,,2.0,4.0,2.0,1.0,,,2.0,3.0,1.0,,1.0,,3.0,,1.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,0.0,,1.0,,0.0,
164232595,Ineedyoudead,twisting-nether,80.0,7977.0,56.0,50.0,42.0,12.0,46.0,,78.0,9.0,24.0,12.0,17.0,24.0,,9.0,5.0,12.0,5.0,2.0,11.0,,7.0,56.0,33.0,57.0,,12.0,37.0,55.0,100.0,50.0,,44.0,60.0,57.0,100.0,9.0,3.0,7.0,,8.0,19.0,22.0,2.0,2.0,,18.0,20.0,7.0,1.0,5.0,1.0,4.0,,1.0,7.0,12.0,2.0,1.0,,8.0,12.0,4.0,1.0,,,,,,
175091275,Läthgërtha,dun-modr,44.0,3760.0,,62.0,56.0,40.0,62.0,,67.0,,16.0,9.0,10.0,16.0,,27.0,,10.0,5.0,4.0,10.0,,18.0,0.0,,50.0,,40.0,80.0,58.0,,0.0,,59.0,43.0,33.0,,2.0,,4.0,,5.0,10.0,19.0,,2.0,,17.0,14.0,3.0,,0.0,,2.0,,2.0,8.0,11.0,,0.0,,10.0,6.0,1.0,,,0.0,,1.0,,0.0
193790432,Kelni,outland,26.0,835.0,,0.0,,,0.0,0.0,100.0,,1.0,,,1.0,1.0,1.0,,0.0,,,0.0,0.0,1.0,100.0,,0.0,,0.0,100.0,100.0,,50.0,,,100.0,,,1.0,,2.0,,2.0,1.0,1.0,,2.0,,,1.0,,,1.0,,0.0,,0.0,1.0,1.0,,1.0,,,1.0,,,,,,,,
191452871,Kakmonstrét,frostmane,180.0,123170.0,65.0,67.0,3300.0,65.0,730.0,25.0,50.0,392.0,304.0,1.0,226.0,10.0,4.0,2.0,256.0,203.0,33.0,147.0,73.0,1.0,1.0,68.0,55.0,54.0,45.0,67.0,62.0,67.0,57.0,0.0,100.0,65.0,69.0,37.0,100.0,322.0,278.0,282.0,224.0,270.0,246.0,417.0,137.0,2.0,3.0,17.0,13.0,19.0,7.0,220.0,152.0,152.0,100.0,181.0,152.0,281.0,78.0,0.0,3.0,11.0,9.0,7.0,7.0,,,,,,
160212062,Schnipporet,tarren-mill,14.0,240.0,,,,50.0,,,,,,,2.0,,,,,,,1.0,,,,,,100.0,,,100.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,0.0,,,,,,,,
114295293,Sitram,hyjal,30.0,826.0,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,25.0,100.0,50.0,100.0,100.0,,,,,,,,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
147544743,Lusimusi,rajaxx,48.0,20033.0,33.0,39.0,56.0,58.0,63.0,71.0,60.0,3.0,28.0,9.0,43.0,30.0,7.0,30.0,1.0,11.0,5.0,25.0,19.0,5.0,18.0,52.0,100.0,66.0,0.0,68.0,58.0,59.0,12.0,56.0,100.0,54.0,38.0,45.0,,29.0,1.0,29.0,2.0,28.0,24.0,32.0,8.0,9.0,2.0,24.0,26.0,22.0,,15.0,1.0,19.0,0.0,19.0,14.0,19.0,1.0,5.0,2.0,13.0,10.0,10.0,,50.0,,2.0,,1.0,
74086767,Fàlk,antonidas,16.0,30579.0,41.0,45.0,,59.0,67.0,,0.0,68.0,20.0,,34.0,6.0,,2.0,28.0,9.0,,20.0,4.0,,0.0,49.0,33.0,51.0,34.0,46.0,50.0,36.0,,0.0,,50.0,0.0,57.0,100.0,87.0,79.0,67.0,71.0,80.0,8.0,11.0,,4.0,,4.0,1.0,7.0,9.0,43.0,26.0,34.0,24.0,37.0,4.0,4.0,,0.0,,2.0,0.0,4.0,9.0,,,,,,
140706614,Pâlitan,blackrock,13.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,
168522770,Bakmachine,ragnaros,4.0,411.0,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.0,0.0,,,,,100.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,0.0,0.0,,,,,1.0,,,,,,,
189585324,Егорметеорус,gordunni,19.0,1466.0,,,,0.0,100.0,,100.0,,,,1.0,2.0,,1.0,,,,0.0,2.0,,1.0,,,100.0,,100.0,50.0,0.0,0.0,,,100.0,33.0,100.0,,,,1.0,,1.0,2.0,1.0,2.0,,,1.0,3.0,1.0,,,,1.0,,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,,,,,,,
188131721,Lexidin,silvermoon,34.0,4016.0,100.0,25.0,100.0,67.0,62.0,18.0,67.0,1.0,8.0,1.0,9.0,8.0,11.0,3.0,1.0,2.0,1.0,6.0,5.0,2.0,2.0,67.0,0.0,88.0,,100.0,62.0,67.0,0.0,100.0,,50.0,80.0,20.0,,6.0,1.0,8.0,,3.0,8.0,6.0,1.0,1.0,,4.0,5.0,5.0,,4.0,0.0,7.0,,3.0,5.0,4.0,0.0,1.0,,2.0,4.0,1.0,,,,,,,
166410406,Vyndra,aggra-português,48.0,2177.0,,33.0,100.0,67.0,33.0,100.0,100.0,,3.0,2.0,3.0,3.0,6.0,2.0,,1.0,2.0,2.0,1.0,6.0,2.0,,,0.0,,,67.0,67.0,,,,33.0,40.0,,100.0,,,2.0,,,9.0,3.0,,,,3.0,5.0,,3.0,,,0.0,,,6.0,2.0,,,,1.0,2.0,,3.0,,,,,,
55807187,Soon,grim-batol,83.0,64957.0,56.0,64.0,,68.0,68.0,0.0,71.0,168.0,55.0,,50.0,41.0,5.0,42.0,94.0,35.0,,34.0,28.0,0.0,30.0,54.0,53.0,59.0,48.0,51.0,45.0,71.0,100.0,20.0,,57.0,82.0,56.0,100.0,169.0,175.0,153.0,114.0,128.0,44.0,87.0,3.0,5.0,,47.0,44.0,16.0,28.0,91.0,93.0,91.0,55.0,65.0,20.0,62.0,3.0,1.0,,27.0,36.0,9.0,28.0,,,,,,
119384637,Zurîe,draenor,12.0,2582.0,67.0,60.0,,50.0,67.0,100.0,100.0,3.0,5.0,,4.0,3.0,1.0,1.0,2.0,3.0,,2.0,2.0,1.0,1.0,50.0,50.0,100.0,,0.0,80.0,100.0,,0.0,,0.0,33.0,0.0,,4.0,4.0,1.0,,2.0,5.0,3.0,,1.0,,2.0,3.0,2.0,,2.0,2.0,1.0,,0.0,4.0,3.0,,0.0,,0.0,1.0,0.0,,,,,,,
176538805,Kalthera,twisting-nether,19.0,5269.0,71.0,67.0,125.0,60.0,0.0,,100.0,7.0,3.0,4.0,5.0,1.0,,1.0,5.0,2.0,5.0,3.0,0.0,,1.0,40.0,65.0,29.0,33.0,57.0,40.0,67.0,,67.0,,75.0,50.0,50.0,,10.0,20.0,7.0,6.0,23.0,5.0,3.0,,3.0,,4.0,4.0,2.0,,4.0,13.0,2.0,2.0,13.0,2.0,2.0,,2.0,,3.0,2.0,1.0,,,,,,,
153375291,Loabalboa,malganis,19.0,4459.0,33.0,75.0,,89.0,25.0,,100.0,3.0,4.0,,9.0,8.0,,1.0,1.0,3.0,,8.0,2.0,,1.0,42.0,,25.0,100.0,50.0,58.0,20.0,100.0,,,50.0,25.0,50.0,,12.0,,4.0,1.0,6.0,12.0,5.0,2.0,,,4.0,8.0,6.0,,5.0,,1.0,1.0,3.0,7.0,1.0,2.0,,,2.0,2.0,3.0,,,,,,,
109090209,Sïgmûnd,stormscale,22.0,1132.0,,80.0,,75.0,100.0,,0.0,,5.0,,4.0,2.0,,2.0,,4.0,,3.0,2.0,,0.0,100.0,100.0,75.0,,100.0,50.0,100.0,50.0,,,100.0,50.0,,,1.0,1.0,4.0,,4.0,2.0,2.0,2.0,,,2.0,2.0,,,1.0,1.0,3.0,,4.0,1.0,2.0,1.0,,,2.0,1.0,,,,,,,,
139653617,Bolívar,magtheridon,25.0,10775.0,56.0,74.0,,45.0,76.0,50.0,74.0,9.0,27.0,,22.0,17.0,2.0,19.0,5.0,20.0,,10.0,13.0,1.0,14.0,29.0,100.0,67.0,0.0,60.0,55.0,74.0,56.0,75.0,50.0,50.0,65.0,50.0,100.0,7.0,1.0,18.0,1.0,5.0,20.0,19.0,9.0,4.0,2.0,20.0,17.0,4.0,2.0,2.0,1.0,12.0,0.0,3.0,11.0,14.0,5.0,3.0,1.0,10.0,11.0,2.0,2.0,,100.0,,1.0,,1.0
89592022,Kisassi,sargeras,49.0,4025.0,52.0,50.0,,50.0,0.0,,,21.0,4.0,,2.0,2.0,,,11.0,2.0,,1.0,0.0,,,0.0,57.0,53.0,80.0,,,100.0,,,,0.0,,100.0,,1.0,14.0,19.0,10.0,,,2.0,,,,1.0,,1.0,,0.0,8.0,10.0,8.0,,,2.0,,,,0.0,,1.0,,,,,,,
68332358,Insidiøus,kazzak,29.0,17412.0,66.0,71.0,,50.0,,,,73.0,83.0,,4.0,,,,48.0,59.0,,2.0,,,,53.0,71.0,68.0,67.0,51.0,43.0,69.0,75.0,,,100.0,50.0,,,34.0,85.0,91.0,58.0,35.0,7.0,64.0,4.0,,,1.0,2.0,,,18.0,60.0,62.0,39.0,18.0,3.0,44.0,3.0,,,1.0,1.0,,,,,,,,
143450883,Alphane,twisting-nether,7.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,,,1.0,,,,,,,
92820471,Boruwka,drakthul,38.0,4174.0,43.0,64.0,,64.0,50.0,,,7.0,11.0,,11.0,4.0,,,3.0,7.0,,7.0,2.0,,,9.0,43.0,50.0,73.0,0.0,62.0,12.0,56.0,,,40.0,100.0,,,11.0,7.0,10.0,11.0,11.0,16.0,8.0,9.0,,,5.0,1.0,,,1.0,3.0,5.0,8.0,0.0,10.0,1.0,5.0,,,2.0,1.0,,,,,,,,
188410416,Masokin,kazzak,4.0,714.0,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,0.0,,,,0.0,,100.0,,0.0,,50.0,,,,1.0,,,,1.0,,1.0,,1.0,,2.0,,,,0.0,,,,0.0,,1.0,,0.0,,1.0,,,,,,,,,
111730213,Bulbuci,draenor,25.0,3602.0,,100.0,,0.0,100.0,80.0,100.0,,1.0,,1.0,2.0,5.0,2.0,,1.0,,0.0,2.0,4.0,2.0,,,100.0,,33.0,100.0,,,67.0,,75.0,67.0,60.0,,,,1.0,,3.0,1.0,,,6.0,,4.0,3.0,5.0,,,,1.0,,1.0,1.0,,,4.0,,3.0,2.0,3.0,,,,,,,
107767012,Bloodykawaii,ravencrest,30.0,13434.0,55.0,70.0,,56.0,44.0,,0.0,31.0,27.0,,25.0,9.0,,1.0,17.0,19.0,,14.0,4.0,,0.0,50.0,77.0,71.0,80.0,69.0,58.0,62.0,67.0,,,50.0,67.0,33.0,,78.0,13.0,21.0,10.0,39.0,24.0,16.0,24.0,,,8.0,3.0,9.0,,39.0,10.0,15.0,8.0,27.0,14.0,10.0,16.0,,,4.0,2.0,3.0,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,62.0,56.0,,79.0,100.0,,,110.0,70.0,,24.0,1.0,,,68.0,39.0,,19.0,1.0,,,49.0,54.0,60.0,58.0,40.0,59.0,70.0,76.0,,,0.0,,,,39.0,79.0,52.0,53.0,30.0,27.0,91.0,21.0,,,2.0,,,,19.0,43.0,31.0,31.0,12.0,16.0,64.0,16.0,,,0.0,,,,,,,,,
144046900,Рахэль,howling-fjord,41.0,94792.0,62.0,61.0,,39.0,67.0,100.0,,296.0,87.0,,33.0,6.0,5.0,,184.0,53.0,,13.0,4.0,5.0,,69.0,55.0,59.0,49.0,67.0,50.0,62.0,71.0,100.0,,,50.0,100.0,100.0,218.0,358.0,199.0,245.0,147.0,32.0,91.0,21.0,1.0,,,4.0,8.0,7.0,150.0,198.0,117.0,119.0,99.0,16.0,56.0,15.0,1.0,,,2.0,8.0,7.0,,,,,,
160686835,Daire,draenor,7.0,1463.0,,57.0,,0.0,60.0,,0.0,,7.0,,1.0,5.0,,2.0,,4.0,,0.0,3.0,,0.0,100.0,,67.0,,100.0,67.0,33.0,,25.0,,50.0,88.0,,,1.0,,3.0,,1.0,3.0,6.0,,4.0,,2.0,8.0,,,1.0,,2.0,,1.0,2.0,2.0,,1.0,,1.0,7.0,,,,,,,,
147481452,Nairda,twisting-nether,6.0,702.0,0.0,100.0,,100.0,,,0.0,1.0,2.0,,1.0,,,1.0,0.0,2.0,,1.0,,,0.0,0.0,,0.0,,100.0,,0.0,,,,0.0,,100.0,100.0,1.0,,1.0,,1.0,,1.0,,,,2.0,,1.0,2.0,0.0,,0.0,,1.0,,0.0,,,,0.0,,1.0,2.0,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,,25.0,,0.0,100.0,100.0,67.0,,4.0,,3.0,4.0,1.0,3.0,,1.0,,0.0,4.0,1.0,2.0,40.0,,33.0,,67.0,33.0,67.0,,100.0,60.0,25.0,100.0,40.0,,5.0,,3.0,,6.0,3.0,6.0,,2.0,10.0,4.0,1.0,5.0,,2.0,,1.0,,4.0,1.0,4.0,,2.0,6.0,1.0,1.0,2.0,,,,,,,
166629786,Mackthetank,kazzak,23.0,1246.0,0.0,0.0,,100.0,,,,1.0,1.0,,2.0,,,,0.0,0.0,,2.0,,,,100.0,,50.0,,,33.0,,,,,0.0,100.0,,,1.0,,2.0,,,3.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,0.0,1.0,,,,,,,,
156908535,Gabil,burning-legion,15.0,2117.0,,50.0,,40.0,100.0,,,,2.0,,5.0,1.0,,,,1.0,,2.0,1.0,,,100.0,,,,50.0,50.0,,0.0,67.0,,100.0,100.0,,,2.0,,,,4.0,2.0,,1.0,3.0,,2.0,1.0,,,2.0,,,,2.0,1.0,,0.0,2.0,,2.0,1.0,,,,,,,,
175919321,Takeheals,twisting-nether,16.0,1357.0,,50.0,,100.0,,,,,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,50.0,100.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
160711211,Hugen,tarren-mill,15.0,2967.0,,100.0,0.0,75.0,86.0,,44.0,,2.0,1.0,4.0,7.0,,9.0,,2.0,0.0,3.0,6.0,,4.0,0.0,,50.0,,50.0,62.0,80.0,,50.0,,57.0,100.0,,,2.0,,4.0,,2.0,8.0,5.0,,2.0,,7.0,5.0,,,0.0,,2.0,,1.0,5.0,4.0,,1.0,,4.0,5.0,,,,,,,,
73785417,Schutzinator,eredar,20.0,4518.0,13.0,41.0,,50.0,,,,15.0,17.0,,2.0,,,,2.0,7.0,,1.0,,,,33.0,44.0,11.0,43.0,56.0,100.0,29.0,,,,,,,,21.0,25.0,18.0,23.0,18.0,1.0,17.0,,,,,,,,7.0,11.0,2.0,10.0,10.0,1.0,5.0,,,,,,,,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,,0.0,,100.0,0.0,,75.0,,1.0,,2.0,4.0,,4.0,,0.0,,2.0,0.0,,3.0,40.0,,0.0,,0.0,0.0,33.0,,100.0,,33.0,0.0,33.0,,5.0,,3.0,,4.0,2.0,3.0,,4.0,,9.0,1.0,3.0,,2.0,,0.0,,0.0,0.0,1.0,,4.0,,3.0,0.0,1.0,,,,,,,
123066735,Meinrad,draenor,35.0,3928.0,,67.0,100.0,40.0,33.0,100.0,100.0,,3.0,1.0,5.0,3.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,50.0,,80.0,,67.0,75.0,33.0,50.0,,50.0,50.0,33.0,60.0,100.0,6.0,,5.0,,6.0,4.0,3.0,2.0,,2.0,2.0,3.0,5.0,15.0,3.0,,4.0,,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,3.0,15.0,,,,,,
129452102,Lefzor,kazzak,12.0,5281.0,62.0,64.0,,62.0,,70.0,0.0,8.0,11.0,,13.0,,10.0,2.0,5.0,7.0,,8.0,,7.0,0.0,50.0,60.0,67.0,56.0,67.0,100.0,70.0,29.0,,,67.0,100.0,,,2.0,10.0,6.0,9.0,3.0,8.0,10.0,7.0,,,3.0,1.0,,,1.0,6.0,4.0,5.0,2.0,8.0,7.0,2.0,,,2.0,1.0,,,,,,,,
