character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
188457624,Johnsnurse,silvermoon,45.0,1895.0,57.0,,,33.0,12.0,80.0,100.0,50.0,,33.0,,33.0,100.0,,50.0,0.0,0.0,25.0,,,33.0,7.0,,,3.0,8.0,5.0,4.0,2.0,,3.0,,6.0,1.0,,2.0,1.0,2.0,4.0,,,3.0,4.0,,,1.0,1.0,4.0,4.0,1.0,,1.0,,2.0,1.0,,1.0,0.0,0.0,1.0,,,1.0,,,,,,
150752024,Raxus,amanthul,2.0,6433.0,53.0,65.0,44.0,59.0,45.0,47.0,27.0,77.0,,38.0,40.0,,,,,,,,,,,15.0,46.0,16.0,17.0,20.0,19.0,11.0,13.0,,13.0,5.0,,,,,,,,,,,8.0,30.0,7.0,10.0,9.0,9.0,3.0,10.0,,5.0,2.0,,,,,,,,,,,62.0,8.0,5.0,,,
56774862,Thargi,dun-modr,7.0,42392.0,48.0,38.0,43.0,51.0,54.0,44.0,14.0,33.0,,50.0,33.0,,,,50.0,33.0,,0.0,,,,87.0,251.0,301.0,232.0,85.0,9.0,22.0,9.0,,6.0,3.0,,,,4.0,3.0,,1.0,,,,42.0,96.0,128.0,119.0,46.0,4.0,3.0,3.0,,3.0,1.0,,,,2.0,1.0,,0.0,,,,46.0,188.0,86.0,,,
194150373,Эмундсон,gordunni,95.0,132.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
76167988,Jungmeister,madmortem,25.0,10926.0,50.0,53.0,37.0,46.0,71.0,38.0,14.0,56.0,,36.0,75.0,,,,0.0,100.0,,,,,0.0,46.0,38.0,43.0,37.0,28.0,40.0,14.0,32.0,,25.0,4.0,,,,2.0,2.0,,,,,1.0,23.0,20.0,16.0,17.0,20.0,15.0,2.0,18.0,,9.0,3.0,,,,0.0,2.0,,,,,0.0,40.0,35.0,14.0,,,
176515686,Arrei,dalaran,5.0,708.0,,,,,,,67.0,0.0,0.0,57.0,,,,,0.0,100.0,,100.0,,,50.0,,,,,,,3.0,4.0,1.0,7.0,,,,,2.0,4.0,,1.0,,,2.0,,,,,,,2.0,0.0,0.0,4.0,,,,,0.0,4.0,,1.0,,,1.0,,,,,,
245172483,Бугорорды,gordunni,5.0,1268.0,100.0,,,0.0,0.0,50.0,40.0,100.0,,50.0,,50.0,67.0,,,75.0,,33.0,,,100.0,1.0,,,1.0,2.0,2.0,5.0,1.0,,2.0,,2.0,3.0,,,4.0,,3.0,,,2.0,1.0,,,0.0,0.0,1.0,2.0,1.0,,1.0,,1.0,2.0,,,3.0,,1.0,,,2.0,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,80.0,87.0,69.0,67.0,100.0,,50.0,,0.0,,,,,0.0,,,,,,,12.0,50.0,31.0,39.0,3.0,1.0,,2.0,,2.0,,,,,2.0,,,,,,,9.0,40.0,27.0,27.0,2.0,1.0,,1.0,,0.0,,,,,0.0,,,,,,,69.0,16.0,11.0,,,
154149298,Yonuno,sanguino,4.0,1099.0,40.0,0.0,,67.0,33.0,50.0,,50.0,,100.0,,,,,0.0,,,,,,,5.0,2.0,,6.0,6.0,2.0,,2.0,,1.0,,,,,3.0,,,,,,,2.0,0.0,,4.0,2.0,1.0,,1.0,,1.0,,,,,0.0,,,,,,,,,,,,
154525486,Mectiv,arthas,13.0,3956.0,100.0,,,0.0,,,50.0,50.0,,33.0,,33.0,,,0.0,67.0,100.0,50.0,,33.0,0.0,2.0,,,2.0,,,2.0,4.0,,3.0,,3.0,,,1.0,3.0,1.0,2.0,,6.0,2.0,2.0,,,0.0,,,1.0,2.0,,1.0,,1.0,,,0.0,2.0,1.0,1.0,,2.0,0.0,,,,,,
97311120,Colossus,les-clairvoyants,16.0,1109.0,,,,0.0,100.0,,100.0,50.0,,,,,,,,,0.0,,100.0,,100.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,5.0,,1.0,,,,0.0,1.0,,1.0,1.0,,,,,,,,,0.0,,5.0,,1.0,,,,,,
152287332,Torgale,krasus,1.0,4537.0,52.0,41.0,40.0,38.0,33.0,0.0,,50.0,,,,,,,,,,,,,,27.0,46.0,35.0,13.0,6.0,2.0,,4.0,,,,,,,,,,,,,,14.0,19.0,14.0,5.0,2.0,0.0,,2.0,,,,,,,,,,,,,,18.0,11.0,2.0,,,
191495339,Leordo,silvermoon,27.0,3175.0,50.0,42.0,0.0,100.0,100.0,100.0,100.0,,,80.0,0.0,100.0,,,50.0,43.0,50.0,0.0,,,50.0,4.0,12.0,1.0,1.0,4.0,2.0,8.0,,,5.0,2.0,1.0,,,4.0,7.0,2.0,3.0,,,2.0,2.0,5.0,0.0,1.0,4.0,2.0,8.0,,,4.0,0.0,1.0,,,2.0,3.0,1.0,0.0,,,1.0,,,,,,
154492507,Immagopala,ravencrest,84.0,682.0,67.0,,,100.0,33.0,100.0,100.0,100.0,,50.0,,25.0,,,67.0,,100.0,,,,,9.0,,,2.0,3.0,2.0,1.0,1.0,,2.0,,4.0,,,3.0,,1.0,,,,,6.0,,,2.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,
173025872,Willthurner,kazzak,27.0,16855.0,41.0,44.0,49.0,61.0,50.0,45.0,44.0,58.0,,37.0,50.0,100.0,,,83.0,0.0,100.0,0.0,,,0.0,71.0,68.0,45.0,67.0,30.0,33.0,9.0,48.0,,19.0,8.0,1.0,,,6.0,1.0,1.0,2.0,,,1.0,29.0,30.0,22.0,41.0,15.0,15.0,4.0,28.0,,7.0,4.0,1.0,,,5.0,0.0,1.0,0.0,,,0.0,49.0,73.0,36.0,,,
176464674,Nesthor,magtheridon,2.0,325.0,,,,,,100.0,,50.0,,0.0,,100.0,,,100.0,100.0,,,,,100.0,,,,,,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,0.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,
177603671,Lodewig,ragnaros,14.0,1310.0,67.0,,,50.0,100.0,50.0,100.0,0.0,100.0,40.0,,,,,33.0,67.0,0.0,60.0,,,11.0,3.0,,,2.0,1.0,2.0,4.0,1.0,1.0,5.0,,,,,3.0,6.0,3.0,5.0,,,9.0,2.0,,,1.0,1.0,1.0,4.0,0.0,1.0,2.0,,,,,1.0,4.0,0.0,3.0,,,1.0,,,,,,
210015550,Ithildess,nagrand,43.0,1020.0,0.0,,,,75.0,50.0,50.0,0.0,,0.0,,100.0,,,0.0,,0.0,50.0,,,75.0,1.0,,,,4.0,2.0,2.0,1.0,,1.0,,2.0,,,1.0,,1.0,2.0,,,4.0,0.0,,,,3.0,1.0,1.0,0.0,,0.0,,2.0,,,0.0,,0.0,1.0,,,3.0,,,,,,
157529106,Kimatii,ysondre,5.0,372.0,,0.0,,0.0,50.0,,100.0,,,50.0,,,,,0.0,,,,,,,,1.0,,2.0,2.0,,2.0,,,2.0,,,,,1.0,,,,,,,,0.0,,0.0,1.0,,2.0,,,1.0,,,,,0.0,,,,,,,,,,,,
151301209,Teamkiller,elune,41.0,48557.0,58.0,60.0,67.0,61.0,51.0,56.0,56.0,57.0,,53.0,44.0,50.0,,,133.0,,,67.0,100.0,,,154.0,60.0,45.0,61.0,87.0,18.0,9.0,23.0,,19.0,9.0,2.0,,,3.0,,,21.0,11.0,,,89.0,36.0,30.0,37.0,44.0,10.0,5.0,13.0,,10.0,4.0,1.0,,,4.0,,,14.0,11.0,,,48.0,56.0,27.0,,,
93906817,Thôr,stormrage,32.0,5012.0,67.0,36.0,42.0,25.0,0.0,41.0,,36.0,,,,,,,,,100.0,,,,,6.0,72.0,26.0,16.0,2.0,22.0,,14.0,,,,,,,,,1.0,,,,,4.0,26.0,11.0,4.0,0.0,9.0,,5.0,,,,,,,,,1.0,,,,,14.0,14.0,2.0,,,
176205827,Skyhuk,magtheridon,9.0,1641.0,75.0,,,100.0,67.0,,25.0,67.0,,75.0,,67.0,100.0,,50.0,50.0,20.0,50.0,,,100.0,4.0,,,1.0,3.0,,4.0,3.0,,4.0,,3.0,1.0,,6.0,2.0,5.0,2.0,,,4.0,3.0,,,1.0,2.0,,1.0,2.0,,3.0,,2.0,1.0,,3.0,1.0,1.0,1.0,,,4.0,,,,,,
156761006,Hibikichan,antonidas,58.0,18209.0,41.0,60.0,57.0,73.0,35.0,25.0,30.0,50.0,,47.0,100.0,0.0,0.0,,0.0,0.0,,88.0,100.0,,,29.0,121.0,46.0,44.0,31.0,4.0,10.0,6.0,,15.0,1.0,1.0,2.0,,1.0,1.0,,8.0,11.0,,,12.0,73.0,26.0,32.0,11.0,1.0,3.0,3.0,,7.0,1.0,0.0,0.0,,0.0,0.0,,7.0,11.0,,,63.0,30.0,19.0,,,
160623118,Ремицин,gordunni,10.0,762.0,100.0,0.0,50.0,0.0,0.0,100.0,,100.0,,0.0,0.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,1.0,3.0,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,,0.0,0.0,,,,,,,,,,,100.0,1.0,1.0,,,
72111556,Adamaro,antonidas,5.0,1467.0,50.0,33.0,0.0,57.0,50.0,0.0,100.0,0.0,,100.0,,,,,,,,,,,,4.0,9.0,5.0,7.0,8.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,3.0,0.0,4.0,4.0,0.0,1.0,0.0,,1.0,,,,,,,,,,,,0.0,4.0,0.0,,,
175435812,Araquiël,dalaran,5.0,3856.0,0.0,0.0,50.0,,,,50.0,,,50.0,,,,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,2.0,,,,,,,,,,,,0.0,0.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,50.0,2.0,1.0,,,
153391084,Ereboss,argent-dawn,32.0,7666.0,67.0,,,71.0,0.0,56.0,77.0,70.0,,70.0,100.0,0.0,100.0,,62.0,71.0,62.0,100.0,100.0,60.0,29.0,6.0,,,7.0,1.0,9.0,13.0,10.0,,27.0,1.0,1.0,1.0,,8.0,28.0,13.0,2.0,1.0,5.0,7.0,4.0,,,5.0,0.0,5.0,10.0,7.0,,19.0,1.0,0.0,1.0,,5.0,20.0,8.0,2.0,1.0,3.0,2.0,,,,100.0,4.0,4.0
195345749,Laynda,hyjal,69.0,871.0,100.0,,,0.0,100.0,100.0,0.0,33.0,,50.0,,67.0,,,40.0,0.0,0.0,,,,67.0,2.0,,,3.0,1.0,1.0,1.0,3.0,,2.0,,3.0,,,5.0,2.0,1.0,,,,3.0,2.0,,,0.0,1.0,1.0,0.0,1.0,,1.0,,2.0,,,2.0,0.0,0.0,,,,2.0,,,,,,
103213339,Boéron,nerzhul,4.0,1074.0,50.0,67.0,0.0,33.0,33.0,100.0,100.0,0.0,,100.0,0.0,,,,,,,,,,,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,1.0,0.0,,,
187877797,Doomziept,aggra-português,32.0,9817.0,50.0,,,67.0,67.0,52.0,52.0,47.0,59.0,46.0,,33.0,100.0,,53.0,64.0,44.0,17.0,,,55.0,6.0,,,15.0,3.0,33.0,23.0,30.0,17.0,35.0,,3.0,3.0,,32.0,39.0,34.0,6.0,,,29.0,3.0,,,10.0,2.0,17.0,12.0,14.0,10.0,16.0,,1.0,3.0,,17.0,25.0,15.0,1.0,,,16.0,,,,,,
116830569,Grisétoile,voljin,15.0,625.0,100.0,,,0.0,67.0,0.0,100.0,,,0.0,,0.0,100.0,,0.0,0.0,,,,,,1.0,,,1.0,3.0,1.0,2.0,,,3.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,0.0,2.0,0.0,2.0,,,0.0,,0.0,1.0,,0.0,0.0,,,,,,,,,,,
149803229,Payl,der-rat-von-dalaran,11.0,31387.0,61.0,57.0,48.0,66.0,42.0,69.0,14.0,65.0,,50.0,,0.0,,,100.0,100.0,50.0,100.0,,,0.0,57.0,134.0,87.0,65.0,45.0,32.0,7.0,23.0,,2.0,,2.0,,,1.0,1.0,2.0,1.0,,,2.0,35.0,77.0,42.0,43.0,19.0,22.0,1.0,15.0,,1.0,,0.0,,,1.0,1.0,1.0,1.0,,,0.0,60.0,55.0,33.0,,,
119308554,Kyantodin,chamber-of-aspects,17.0,67433.0,62.0,54.0,38.0,39.0,41.0,61.0,47.0,54.0,,60.0,70.0,0.0,50.0,,40.0,100.0,67.0,67.0,,0.0,50.0,97.0,198.0,186.0,131.0,82.0,66.0,17.0,79.0,,5.0,10.0,2.0,2.0,,5.0,2.0,3.0,6.0,,7.0,2.0,60.0,107.0,71.0,51.0,34.0,40.0,8.0,43.0,,3.0,7.0,0.0,1.0,,2.0,2.0,2.0,4.0,,0.0,1.0,39.0,140.0,54.0,,,
135129284,Sophix,doomhammer,21.0,3478.0,40.0,,,50.0,100.0,33.0,67.0,60.0,,80.0,,50.0,100.0,,56.0,62.0,57.0,50.0,,50.0,75.0,5.0,,,16.0,2.0,3.0,6.0,5.0,,10.0,,4.0,1.0,,9.0,8.0,7.0,2.0,,2.0,4.0,2.0,,,8.0,2.0,1.0,4.0,3.0,,8.0,,2.0,1.0,,5.0,5.0,4.0,1.0,,1.0,3.0,,,,,,
175066685,Arthémias,dalaran,4.0,467.0,,,,0.0,,33.0,,,,0.0,,,,,100.0,0.0,67.0,,,,0.0,,,,1.0,,3.0,,,,2.0,,,,,1.0,1.0,3.0,,,,1.0,,,,0.0,,1.0,,,,0.0,,,,,1.0,0.0,2.0,,,,0.0,,,,,,
122660656,Rakanoth,turalyon,40.0,6021.0,0.0,,,45.0,,38.0,17.0,33.0,0.0,50.0,0.0,0.0,50.0,0.0,33.0,17.0,44.0,,100.0,50.0,50.0,1.0,,,11.0,,8.0,6.0,3.0,1.0,22.0,4.0,1.0,6.0,1.0,3.0,6.0,9.0,,1.0,2.0,2.0,0.0,,,5.0,,3.0,1.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,,,,
173903227,Орэйли,galakrond,17.0,4455.0,43.0,,,67.0,44.0,80.0,75.0,50.0,,80.0,,40.0,38.0,,67.0,71.0,20.0,11.0,,,33.0,14.0,,,6.0,9.0,5.0,4.0,4.0,,5.0,,15.0,8.0,,6.0,7.0,5.0,9.0,,,3.0,6.0,,,4.0,4.0,4.0,3.0,2.0,,4.0,,6.0,3.0,,4.0,5.0,1.0,1.0,,,1.0,,,,,,
196676939,Francorce,archimonde,4.0,852.0,0.0,,,,,,,0.0,,100.0,,0.0,,,,,,0.0,,,,1.0,,,,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,0.0,,,,,,,0.0,,1.0,,0.0,,,,,,0.0,,,,,,,,,
156693554,Drägonbane,sanguino,5.0,945.0,,,,100.0,,0.0,57.0,67.0,,50.0,0.0,,,,100.0,67.0,83.0,,,,,,,,1.0,,2.0,7.0,3.0,,4.0,1.0,,,,1.0,3.0,6.0,,,,,,,,1.0,,0.0,4.0,2.0,,2.0,0.0,,,,1.0,2.0,5.0,,,,,,,,,,
132792657,Palermopalla,doomhammer,1.0,166.0,,,,0.0,,,,,,100.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,0.0,,,,,,1.0,,,,,,,0.0,,,,0.0,,,,,,
170219173,Paladons,darksorrow,96.0,146539.0,51.0,48.0,46.0,49.0,54.0,43.0,46.0,48.0,2050.0,43.0,55.0,25.0,50.0,50.0,46.0,39.0,47.0,51.0,100.0,0.0,57.0,294.0,386.0,489.0,433.0,449.0,237.0,93.0,246.0,6.0,113.0,66.0,4.0,24.0,2.0,68.0,82.0,45.0,41.0,3.0,1.0,51.0,150.0,184.0,225.0,211.0,243.0,102.0,43.0,117.0,123.0,49.0,36.0,1.0,12.0,1.0,31.0,32.0,21.0,21.0,3.0,0.0,29.0,49.0,562.0,273.0,,,
107951629,Cromriki,chants-éternels,2.0,7309.0,40.0,39.0,53.0,60.0,0.0,50.0,0.0,50.0,,33.0,50.0,,,,,,,,,,,5.0,89.0,58.0,5.0,1.0,12.0,3.0,6.0,,3.0,2.0,,,,,,,,,,,2.0,35.0,31.0,3.0,0.0,6.0,0.0,3.0,,1.0,1.0,,,,,,,,,,,56.0,9.0,5.0,,,
63532657,Тонивинт,galakrond,5.0,608.0,,,,,,,100.0,,,50.0,,,,,100.0,0.0,50.0,,,0.0,100.0,,,,,,,1.0,,,2.0,,,,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,0.0,1.0,,,0.0,1.0,,,,,,
140030797,Megakokot,ragnaros,63.0,4780.0,50.0,67.0,25.0,25.0,50.0,60.0,78.0,55.0,0.0,27.0,33.0,100.0,100.0,,45.0,67.0,43.0,80.0,100.0,,56.0,8.0,6.0,4.0,8.0,10.0,10.0,9.0,11.0,1.0,11.0,3.0,1.0,1.0,,11.0,6.0,7.0,5.0,7.0,,9.0,4.0,4.0,1.0,2.0,5.0,6.0,7.0,6.0,0.0,3.0,1.0,1.0,1.0,,5.0,4.0,3.0,4.0,7.0,,5.0,,,,,,
127758093,Rixey,silvermoon,7.0,10379.0,41.0,39.0,57.0,44.0,41.0,44.0,60.0,58.0,,61.0,54.0,,,,0.0,,,,,,,22.0,49.0,30.0,27.0,32.0,32.0,15.0,36.0,,23.0,13.0,,,,1.0,,,,,,,9.0,19.0,17.0,12.0,13.0,14.0,9.0,21.0,,14.0,7.0,,,,0.0,,,,,,,33.0,21.0,7.0,,,
134874515,Weedinette,dalaran,58.0,857.0,,100.0,100.0,,0.0,,,0.0,,50.0,0.0,0.0,20.0,,,0.0,0.0,50.0,,,,,1.0,1.0,,1.0,,,1.0,,2.0,1.0,1.0,5.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,,,0.0,1.0,0.0,,,
166659456,Schalet,blackrock,125.0,55701.0,45.0,44.0,48.0,39.0,50.0,51.0,53.0,56.0,3100.0,50.0,53.0,50.0,,,157.0,33.0,56.0,50.0,100.0,0.0,50.0,141.0,269.0,184.0,197.0,115.0,109.0,86.0,108.0,2.0,119.0,76.0,4.0,,,28.0,15.0,27.0,2.0,1.0,1.0,2.0,64.0,118.0,88.0,76.0,57.0,56.0,46.0,60.0,62.0,59.0,40.0,2.0,,,44.0,5.0,15.0,1.0,1.0,0.0,1.0,43.0,148.0,64.0,,,
193519595,Vitpilen,silvermoon,6.0,1690.0,100.0,,,100.0,0.0,0.0,100.0,100.0,,,,50.0,50.0,,50.0,33.0,50.0,0.0,,,67.0,1.0,,,1.0,1.0,3.0,1.0,4.0,,,,2.0,4.0,,2.0,3.0,2.0,5.0,,,3.0,1.0,,,1.0,0.0,0.0,1.0,4.0,,,,1.0,2.0,,1.0,1.0,1.0,0.0,,,2.0,,,,,,
197040220,Daffie,elune,6.0,1437.0,100.0,,,100.0,,0.0,33.0,0.0,,0.0,,,,,50.0,100.0,,100.0,,50.0,0.0,1.0,,,2.0,,1.0,3.0,2.0,,2.0,,,,,2.0,1.0,,1.0,,2.0,1.0,1.0,,,2.0,,0.0,1.0,0.0,,0.0,,,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,
161702805,Terriblë,dun-modr,44.0,2126.0,75.0,,,88.0,100.0,50.0,60.0,80.0,,67.0,,0.0,,,100.0,67.0,100.0,,,,40.0,4.0,,,8.0,3.0,2.0,5.0,5.0,,6.0,,2.0,,,7.0,6.0,2.0,,,,5.0,3.0,,,7.0,3.0,1.0,3.0,4.0,,4.0,,0.0,,,7.0,4.0,2.0,,,,2.0,,,,,,
164020040,Izary,dalaran,12.0,1396.0,50.0,100.0,,100.0,0.0,0.0,33.0,25.0,,33.0,100.0,0.0,,,100.0,0.0,0.0,0.0,,,,2.0,3.0,,1.0,1.0,4.0,3.0,4.0,,3.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,1.0,3.0,,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,,,,100.0,1.0,1.0,,,
155554810,Balem,alonsus,21.0,24915.0,68.0,22.0,43.0,47.0,49.0,41.0,41.0,36.0,,50.0,44.0,0.0,60.0,,60.0,50.0,50.0,75.0,,0.0,42.0,44.0,54.0,79.0,64.0,72.0,34.0,27.0,39.0,,18.0,18.0,1.0,5.0,,10.0,16.0,8.0,4.0,,5.0,12.0,30.0,12.0,34.0,30.0,35.0,14.0,11.0,14.0,,9.0,8.0,0.0,3.0,,6.0,8.0,4.0,3.0,,0.0,5.0,45.0,66.0,30.0,,,
93285717,Stephanofke,shadowsong,1.0,3282.0,67.0,50.0,20.0,100.0,50.0,0.0,25.0,75.0,,100.0,,,,,,,,,,,,15.0,4.0,15.0,4.0,6.0,2.0,4.0,4.0,,1.0,,,,,,,,,,,,10.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,,1.0,,,,,,,,,,,,21.0,14.0,3.0,,,
183554794,Lumbricus,silvermoon,30.0,1190.0,,,,0.0,,100.0,71.0,100.0,,75.0,80.0,,,,100.0,50.0,67.0,,,,,,,,1.0,,6.0,7.0,3.0,,4.0,5.0,,,,1.0,8.0,3.0,,,,,,,,0.0,,6.0,5.0,3.0,,3.0,4.0,,,,1.0,4.0,2.0,,,,,,,,,,
146092653,Baat,malganis,2.0,3729.0,75.0,75.0,43.0,56.0,50.0,50.0,,0.0,,,,0.0,,,,,,0.0,,,,4.0,12.0,14.0,9.0,14.0,2.0,,2.0,,,,1.0,,,,,,1.0,,,,3.0,9.0,6.0,5.0,7.0,1.0,,0.0,,,,0.0,,,,,,0.0,,,,58.0,12.0,7.0,,,
187765254,Ratacha,archimonde,29.0,27742.0,26.0,27.0,48.0,41.0,30.0,56.0,50.0,45.0,,42.0,26.0,67.0,100.0,100.0,59.0,53.0,64.0,64.0,,83.0,44.0,89.0,49.0,33.0,44.0,105.0,43.0,38.0,53.0,,43.0,19.0,6.0,2.0,3.0,17.0,17.0,14.0,25.0,,6.0,16.0,23.0,13.0,16.0,18.0,31.0,24.0,19.0,24.0,,18.0,5.0,4.0,2.0,3.0,10.0,9.0,9.0,16.0,,5.0,7.0,38.0,34.0,13.0,,,
216309744,Huanamare,sylvanas,9.0,37574.0,65.0,50.0,48.0,33.0,64.0,60.0,61.0,48.0,,67.0,66.0,100.0,67.0,,60.0,100.0,43.0,60.0,,,75.0,101.0,107.0,104.0,61.0,94.0,75.0,94.0,102.0,,81.0,68.0,1.0,3.0,,5.0,2.0,7.0,5.0,,,4.0,66.0,54.0,50.0,20.0,60.0,45.0,57.0,49.0,,54.0,45.0,1.0,2.0,,3.0,2.0,3.0,3.0,,,3.0,38.0,66.0,25.0,,,
136099503,Deltoyita,dun-modr,26.0,8145.0,50.0,50.0,25.0,60.0,50.0,48.0,29.0,36.0,,46.0,50.0,,33.0,,29.0,23.0,17.0,25.0,,,55.0,12.0,2.0,4.0,20.0,8.0,25.0,14.0,14.0,,24.0,6.0,,3.0,,7.0,13.0,6.0,12.0,,,11.0,6.0,1.0,1.0,12.0,4.0,12.0,4.0,5.0,,11.0,3.0,,1.0,,2.0,3.0,1.0,3.0,,,6.0,67.0,3.0,2.0,,,
103596091,Larescousse,voljin,8.0,2545.0,43.0,14.0,,100.0,22.0,33.0,67.0,0.0,,50.0,0.0,50.0,,,33.0,50.0,25.0,100.0,,,,7.0,7.0,,2.0,9.0,3.0,3.0,1.0,,2.0,2.0,2.0,,,3.0,2.0,4.0,1.0,,,,3.0,1.0,,2.0,2.0,1.0,2.0,0.0,,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
139561810,Akäba,hyjal,13.0,1989.0,0.0,33.0,0.0,27.0,,75.0,25.0,38.0,,43.0,33.0,,,,,,,,,,,1.0,9.0,3.0,11.0,,4.0,4.0,8.0,,7.0,3.0,,,,,,,,,,,0.0,3.0,0.0,3.0,,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,,,50.0,4.0,2.0,,,
156660014,Pandaxtk,ravencrest,5.0,1076.0,50.0,,,100.0,0.0,20.0,0.0,,,100.0,,100.0,,,100.0,,50.0,0.0,,,,4.0,,,1.0,1.0,5.0,2.0,,,2.0,,2.0,,,1.0,,2.0,2.0,,,,2.0,,,1.0,0.0,1.0,0.0,,,2.0,,2.0,,,1.0,,1.0,0.0,,,,,,,,,
55804055,Пронъка,gordunni,1.0,2600.0,50.0,,0.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,
175220876,Wrymen,thunderhorn,37.0,7529.0,40.0,63.0,29.0,46.0,56.0,58.0,47.0,40.0,,57.0,71.0,,,,43.0,58.0,40.0,25.0,,,0.0,5.0,19.0,7.0,13.0,9.0,19.0,17.0,15.0,,7.0,7.0,,,,21.0,12.0,15.0,4.0,,,4.0,2.0,12.0,2.0,6.0,5.0,11.0,8.0,6.0,,4.0,5.0,,,,9.0,7.0,6.0,1.0,,,0.0,,,,,,
155475555,Pranuke,antonidas,1.0,163.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
74148547,Shameon,blackmoore,12.0,2209.0,33.0,,,100.0,86.0,0.0,,,,0.0,,0.0,,,,100.0,,38.0,,,100.0,6.0,,,1.0,7.0,1.0,,,,1.0,,3.0,,,,2.0,,8.0,,,1.0,2.0,,,1.0,6.0,0.0,,,,0.0,,0.0,,,,2.0,,3.0,,,1.0,,,,,,
