character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Ashran played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Ashran won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
189585324,Егорметеорус,gordunni,19.0,1466.0,,100.0,100.0,,50.0,0.0,,0.0,100.0,100.0,33.0,100.0,100.0,,1.0,1.0,,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,,1.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,,
111673299,Gusrim,shadowsong,19.0,36139.0,47.0,43.0,45.0,88.0,45.0,62.0,,67.0,50.0,60.0,50.0,75.0,20.0,32.0,44.0,11.0,8.0,20.0,13.0,,6.0,6.0,5.0,2.0,4.0,5.0,15.0,19.0,5.0,7.0,9.0,8.0,,4.0,3.0,3.0,1.0,3.0,1.0,57.0,59.0,52.0,71.0,67.0,47.0,59.0,64.0,7.0,3.0,27.0,35.0,33.0,5.0,2.0,,,,,,,100.0,1.0,1.0,,,
112169433,Vulcanic,blackmoore,44.0,26043.0,66.0,49.0,62.0,50.0,56.0,44.0,,60.0,75.0,100.0,,,,122.0,82.0,34.0,2.0,9.0,9.0,,5.0,4.0,1.0,,,,80.0,40.0,21.0,1.0,5.0,4.0,,3.0,3.0,1.0,,,,47.0,57.0,63.0,71.0,,45.0,63.0,57.0,7.0,,21.0,36.0,36.0,5.0,,12.0,8.0,1.0,,,,,,,,,
111017100,Vyneira,zirkel-des-cenarius,42.0,496.0,,,,100.0,50.0,,,40.0,100.0,100.0,100.0,,,,,,1.0,2.0,,,5.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193148121,Aléxr,kazzak,71.0,31170.0,60.0,48.0,63.0,44.0,56.0,67.0,4200.0,57.0,64.0,100.0,100.0,50.0,100.0,78.0,98.0,73.0,34.0,18.0,30.0,1.0,28.0,11.0,7.0,1.0,2.0,2.0,47.0,47.0,46.0,15.0,10.0,20.0,42.0,16.0,7.0,7.0,1.0,1.0,2.0,46.0,53.0,43.0,57.0,100.0,127.0,116.0,100.0,7.0,2.0,58.0,62.0,43.0,4.0,2.0,,,,,,,,,,,,
184106006,Спангебуб,gordunni,59.0,13508.0,70.0,82.0,40.0,33.0,69.0,86.0,50.0,52.0,77.0,75.0,57.0,53.0,33.0,10.0,11.0,10.0,12.0,26.0,7.0,4.0,25.0,22.0,16.0,7.0,17.0,6.0,7.0,9.0,4.0,4.0,18.0,6.0,2.0,13.0,17.0,12.0,4.0,9.0,2.0,33.0,100.0,,80.0,100.0,3.0,2.0,,5.0,2.0,1.0,2.0,,4.0,2.0,40.0,5.0,2.0,100.0,19.0,19.0,100.0,3.0,3.0,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,53.0,67.0,50.0,86.0,100.0,,17.0,67.0,25.0,75.0,100.0,50.0,3.0,15.0,3.0,4.0,7.0,2.0,,6.0,3.0,4.0,4.0,2.0,4.0,2.0,8.0,2.0,2.0,6.0,2.0,,1.0,2.0,1.0,3.0,2.0,2.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
154699600,Saladyr,blackhand,48.0,900.0,100.0,,44.0,,,,,,,0.0,,0.0,,4.0,,9.0,,,,,,,1.0,,2.0,,4.0,,4.0,,,,,,,0.0,,0.0,,,,,,50.0,,,,,4.0,,,,,2.0,,,,,,,,,,,,
119028594,Makiura,aegwynn,13.0,2079.0,100.0,67.0,33.0,50.0,,100.0,,100.0,100.0,,100.0,0.0,100.0,3.0,3.0,3.0,2.0,,3.0,,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,,1.0,1.0,,2.0,0.0,1.0,100.0,100.0,,0.0,,1.0,1.0,,1.0,,1.0,1.0,,0.0,,,,,,,,,,,,,
147815072,Valheera,blackmoore,9.0,343.0,,,,,100.0,,,,,100.0,0.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114300398,Merith,blackrock,15.0,4550.0,43.0,44.0,33.0,55.0,40.0,83.0,,40.0,0.0,67.0,,50.0,100.0,7.0,9.0,9.0,11.0,5.0,6.0,,5.0,1.0,3.0,,2.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,,2.0,0.0,2.0,,1.0,1.0,44.0,86.0,45.0,17.0,100.0,9.0,7.0,11.0,6.0,2.0,4.0,6.0,5.0,1.0,2.0,50.0,8.0,4.0,,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,38.0,20.0,,0.0,,,,,100.0,,100.0,,17.0,13.0,10.0,,1.0,,,,,1.0,,1.0,,11.0,5.0,2.0,,0.0,,,,,1.0,,1.0,,45.0,22.0,70.0,,,11.0,9.0,10.0,,,5.0,2.0,7.0,,,,,,100.0,11.0,11.0,,,,,,
137399595,Grímnir,blackmoore,5.0,1126.0,33.0,,100.0,100.0,0.0,50.0,,33.0,100.0,100.0,100.0,100.0,0.0,3.0,,2.0,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,0.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,100.0,1.0,1.0,,,
146553746,Papershield,tarren-mill,60.0,964.0,,,,100.0,,0.0,0.0,,,100.0,,,0.0,,,,1.0,,1.0,1.0,,,2.0,,,1.0,,,,1.0,,0.0,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,33.0,3.0,1.0,,,,,,,,,
153375291,Loabalboa,malganis,19.0,4459.0,42.0,25.0,50.0,75.0,58.0,20.0,,89.0,25.0,50.0,25.0,50.0,100.0,12.0,4.0,6.0,4.0,12.0,5.0,,9.0,8.0,4.0,8.0,6.0,1.0,5.0,1.0,3.0,3.0,7.0,1.0,,8.0,2.0,2.0,2.0,3.0,1.0,33.0,,100.0,100.0,,3.0,,1.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,
191840232,Nakui,aegwynn,28.0,2299.0,,0.0,50.0,100.0,67.0,60.0,,100.0,67.0,67.0,29.0,0.0,67.0,,2.0,2.0,3.0,6.0,5.0,,1.0,6.0,6.0,7.0,4.0,3.0,,0.0,1.0,3.0,4.0,3.0,,1.0,4.0,4.0,2.0,0.0,2.0,,,,0.0,33.0,,,,1.0,3.0,,,,0.0,1.0,,,,100.0,1.0,1.0,,,,,,
140580886,Kènpachî,blackrock,75.0,20030.0,75.0,50.0,50.0,43.0,40.0,20.0,,71.0,150.0,50.0,50.0,100.0,60.0,4.0,12.0,2.0,7.0,5.0,5.0,,7.0,2.0,2.0,2.0,1.0,5.0,3.0,6.0,1.0,3.0,2.0,1.0,,5.0,3.0,1.0,1.0,1.0,3.0,38.0,10.0,86.0,,,16.0,10.0,7.0,,,6.0,1.0,6.0,,,,,,,,,,,,,,
157171057,Vicker,stormscale,13.0,123.0,,,0.0,,0.0,100.0,100.0,,,,100.0,,100.0,,,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164846211,Holyrayén,blackrock,6.0,103.0,,,,,,100.0,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172362562,Clarimónd,twisting-nether,19.0,391.0,,,,100.0,67.0,,33.0,50.0,,67.0,0.0,,50.0,,,,1.0,3.0,,3.0,2.0,,3.0,1.0,,2.0,,,,1.0,2.0,,1.0,1.0,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,33.0,,100.0,60.0,100.0,83.0,,100.0,17.0,67.0,50.0,,50.0,3.0,,1.0,5.0,1.0,6.0,,1.0,6.0,3.0,4.0,,2.0,1.0,,1.0,3.0,1.0,5.0,,1.0,1.0,2.0,2.0,,1.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,
166631802,Darkghost,hyjal,51.0,9511.0,29.0,27.0,57.0,25.0,29.0,64.0,,50.0,50.0,60.0,50.0,0.0,,7.0,11.0,7.0,12.0,7.0,11.0,,14.0,10.0,5.0,2.0,2.0,,2.0,3.0,4.0,3.0,2.0,7.0,,7.0,5.0,3.0,1.0,0.0,,44.0,71.0,,30.0,,18.0,7.0,,10.0,,8.0,5.0,,3.0,,0.0,3.0,0.0,,,,,,,,,
145191273,Парломис,howling-fjord,26.0,6164.0,100.0,100.0,67.0,88.0,69.0,100.0,,67.0,67.0,50.0,0.0,50.0,67.0,2.0,2.0,3.0,8.0,13.0,5.0,,12.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,7.0,9.0,5.0,,8.0,6.0,1.0,0.0,1.0,2.0,67.0,50.0,,50.0,50.0,3.0,4.0,,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,
160711211,Hugen,tarren-mill,15.0,2967.0,0.0,50.0,50.0,100.0,62.0,80.0,0.0,75.0,86.0,57.0,100.0,,44.0,2.0,4.0,2.0,2.0,8.0,5.0,1.0,4.0,7.0,7.0,5.0,,9.0,0.0,2.0,1.0,2.0,5.0,4.0,0.0,3.0,6.0,4.0,5.0,,4.0,,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,60.0,40.0,56.0,59.0,70.0,,79.0,100.0,0.0,,,,39.0,52.0,30.0,70.0,27.0,91.0,,24.0,1.0,2.0,,,,19.0,31.0,12.0,39.0,16.0,64.0,,19.0,1.0,0.0,,,,62.0,54.0,58.0,76.0,,110.0,79.0,53.0,21.0,,68.0,43.0,31.0,16.0,,,,,,,,,,,,,
176231782,Intrøper,outland,11.0,3109.0,50.0,38.0,50.0,33.0,67.0,44.0,,29.0,83.0,75.0,75.0,67.0,0.0,2.0,8.0,2.0,3.0,6.0,9.0,,7.0,6.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,,2.0,5.0,3.0,3.0,2.0,0.0,50.0,100.0,,50.0,,4.0,3.0,,4.0,,2.0,3.0,,2.0,,,,,,,,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,49.0,48.0,33.0,82.0,38.0,,58.0,100.0,70.0,57.0,60.0,25.0,160.0,43.0,23.0,15.0,11.0,26.0,,12.0,3.0,10.0,7.0,5.0,4.0,77.0,21.0,11.0,5.0,9.0,10.0,,7.0,3.0,7.0,4.0,3.0,1.0,59.0,62.0,64.0,40.0,,49.0,93.0,61.0,5.0,,29.0,58.0,39.0,2.0,,14.0,7.0,1.0,,,,67.0,3.0,2.0,,,
