character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Korrak's Revenge won,Deepwind Gorge won,Alterac Valley win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Battle for Wintergrasp played,Alterac Valley won,Battle for Wintergrasp won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
174775117,Обсрёня,gordunni,10.0,2742.0,,,20.0,100.0,40.0,33.0,67.0,,40.0,60.0,40.0,45.0,100.0,,20.0,,,5.0,1.0,5.0,6.0,6.0,,15.0,5.0,10.0,20.0,4.0,,5.0,,,1.0,1.0,2.0,2.0,4.0,,6.0,3.0,4.0,9.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
172649351,Zozio,dun-modr,4.0,1057.0,,,50.0,,67.0,0.0,100.0,100.0,50.0,,,0.0,100.0,,25.0,,,2.0,,3.0,2.0,1.0,1.0,2.0,,,1.0,3.0,,4.0,,,1.0,,2.0,0.0,1.0,1.0,1.0,,,0.0,3.0,,1.0,,100.0,,1.0,,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
178462040,Александрасс,gordunni,17.0,1780.0,,,25.0,100.0,20.0,50.0,67.0,,83.0,67.0,33.0,62.0,50.0,,0.0,,,4.0,1.0,5.0,6.0,3.0,,6.0,3.0,6.0,8.0,2.0,,1.0,,,1.0,1.0,1.0,3.0,2.0,,5.0,2.0,2.0,5.0,1.0,,0.0,100.0,,1.0,,1.0,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
151395701,Elethra,azjolnerub,21.0,630.0,50.0,100.0,100.0,0.0,0.0,50.0,0.0,,,100.0,0.0,100.0,,,,2.0,1.0,1.0,1.0,4.0,2.0,3.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
146253807,Valontuoja,kazzak,5.0,27067.0,68.0,64.0,68.0,58.0,58.0,0.0,75.0,,50.0,0.0,,100.0,50.0,,50.0,121.0,110.0,69.0,26.0,12.0,2.0,12.0,,2.0,1.0,,2.0,2.0,,2.0,82.0,70.0,47.0,15.0,7.0,0.0,9.0,,1.0,0.0,,2.0,1.0,,1.0,63.0,,65.0,,41.0,,60.0,42.0,25.0,50.0,2.0,1.0,,,,,,,,,,,,
84582695,Firionel,dun-modr,40.0,37301.0,43.0,38.0,48.0,83.0,53.0,37.0,45.0,,49.0,52.0,,33.0,50.0,,0.0,138.0,94.0,65.0,47.0,75.0,41.0,76.0,,35.0,25.0,,3.0,2.0,,2.0,60.0,36.0,31.0,39.0,40.0,15.0,34.0,,17.0,13.0,,1.0,1.0,,0.0,51.0,0.0,119.0,2.0,61.0,0.0,44.0,64.0,28.0,,,,100.0,2.0,2.0,,,,,,,,,
199760651,Хозбасс,eversong,18.0,1604.0,,,,60.0,,,,,,,,100.0,100.0,,,,,,5.0,,,,,,,,2.0,1.0,,,,,,3.0,,,,,,,,2.0,1.0,,,50.0,100.0,2.0,1.0,1.0,1.0,,,,100.0,1.0,1.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,
64791081,Ревирант,gordunni,57.0,7346.0,45.0,100.0,38.0,0.0,50.0,29.0,56.0,,72.0,33.0,50.0,59.0,86.0,,33.0,22.0,1.0,13.0,1.0,14.0,31.0,16.0,,18.0,3.0,8.0,17.0,7.0,,6.0,10.0,1.0,5.0,0.0,7.0,9.0,9.0,,13.0,1.0,4.0,10.0,6.0,,2.0,50.0,0.0,2.0,2.0,1.0,0.0,71.0,7.0,5.0,100.0,1.0,1.0,38.0,8.0,3.0,100.0,5.0,5.0,,,,,,
163405904,Fløy,draenor,8.0,149.0,,,50.0,,,,,,,,0.0,0.0,,,100.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
187835499,Асогири,gordunni,74.0,1126.0,,,,100.0,0.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,100.0,,1.0,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
110828335,Hibiya,dun-modr,29.0,6185.0,67.0,50.0,33.0,25.0,0.0,40.0,100.0,,67.0,0.0,100.0,,0.0,0.0,100.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,,3.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,,2.0,0.0,1.0,,0.0,0.0,2.0,67.0,100.0,6.0,1.0,4.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
173618147,Ssjsteelz,dalaran,9.0,2764.0,,,100.0,57.0,,0.0,,,0.0,,100.0,100.0,,25.0,50.0,,,1.0,7.0,,1.0,,,1.0,,1.0,1.0,,8.0,2.0,,,1.0,4.0,,0.0,,,0.0,,1.0,1.0,,2.0,1.0,50.0,75.0,6.0,4.0,3.0,3.0,,,,,,,,,,100.0,8.0,8.0,,,,,,
188086536,Круче,gordunni,28.0,43594.0,52.0,61.0,54.0,50.0,58.0,0.0,73.0,,,50.0,0.0,,100.0,,,93.0,85.0,54.0,30.0,24.0,2.0,22.0,,,2.0,1.0,,1.0,,,48.0,52.0,29.0,15.0,14.0,0.0,16.0,,,1.0,0.0,,1.0,,,58.0,,64.0,,37.0,,50.0,74.0,37.0,,,,,,,,,,,,,,,
44900121,Hyath,blackrock,10.0,15244.0,46.0,41.0,65.0,44.0,37.0,35.0,45.0,1200.0,32.0,100.0,0.0,50.0,0.0,,0.0,52.0,37.0,40.0,64.0,19.0,17.0,22.0,1.0,31.0,1.0,2.0,2.0,2.0,,1.0,24.0,15.0,26.0,28.0,7.0,6.0,10.0,12.0,10.0,1.0,0.0,1.0,0.0,,0.0,46.0,100.0,69.0,5.0,32.0,5.0,40.0,30.0,12.0,50.0,2.0,1.0,,,,,,,,,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
139942128,Лироу,howling-fjord,47.0,5332.0,,,81.0,55.0,67.0,86.0,29.0,,57.0,100.0,50.0,60.0,60.0,,50.0,,,16.0,11.0,6.0,7.0,7.0,,7.0,1.0,10.0,10.0,5.0,,4.0,,,13.0,6.0,4.0,6.0,2.0,,4.0,1.0,5.0,6.0,3.0,,2.0,69.0,67.0,13.0,3.0,9.0,2.0,,,,50.0,4.0,2.0,100.0,2.0,2.0,,,,,,,,,
237882031,Padawa,ghostlands,20.0,1543.0,,,100.0,,25.0,25.0,50.0,25.0,71.0,,83.0,75.0,60.0,,60.0,,,1.0,,4.0,8.0,10.0,4.0,7.0,,6.0,4.0,10.0,,5.0,,,1.0,,1.0,2.0,5.0,1.0,5.0,,5.0,3.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
199715926,Сержпалз,gordunni,86.0,1786.0,,,,100.0,0.0,50.0,75.0,,79.0,,62.0,60.0,0.0,,0.0,,,,3.0,1.0,4.0,4.0,,19.0,,8.0,5.0,1.0,,1.0,,,,3.0,0.0,2.0,3.0,,15.0,,5.0,3.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,50.0,2.0,1.0,,,,,,,,,
193576197,Paladey,hyjal,19.0,372.0,,,0.0,0.0,100.0,0.0,,0.0,0.0,,0.0,67.0,0.0,,,,,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,1.0,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167739688,Poensol,argent-dawn,10.0,176.0,,,,,,100.0,100.0,,,,,,,,0.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,0.0,100.0,,2.0,,2.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
148268233,Dunkelzerg,blackmoore,81.0,342.0,,,0.0,,67.0,,0.0,0.0,,,100.0,,,,0.0,,,2.0,,3.0,,1.0,1.0,,,2.0,,,,1.0,,,0.0,,2.0,,0.0,0.0,,,2.0,,,,0.0,,0.0,,1.0,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
150477543,Trìsoul,amanthul,14.0,1743.0,38.0,17.0,0.0,,40.0,67.0,50.0,,50.0,20.0,175.0,,,,,8.0,6.0,2.0,,5.0,3.0,2.0,,8.0,5.0,4.0,,,,,3.0,1.0,0.0,,2.0,2.0,1.0,,4.0,1.0,7.0,,,,,0.0,100.0,2.0,1.0,0.0,1.0,,,,67.0,3.0,2.0,,,,,,,,,,,,
112613598,Lowod,aegwynn,15.0,4756.0,27.0,27.0,70.0,71.0,0.0,25.0,33.0,,62.0,62.0,67.0,,0.0,0.0,,15.0,11.0,10.0,14.0,4.0,8.0,9.0,,13.0,8.0,3.0,,1.0,1.0,,4.0,3.0,7.0,10.0,0.0,2.0,3.0,,8.0,5.0,2.0,,0.0,0.0,,55.0,,11.0,,6.0,,64.0,11.0,7.0,100.0,1.0,1.0,,,,,,,,,,,,
225713693,Azshandris,sylvanas,9.0,5580.0,0.0,0.0,33.0,50.0,,,,,0.0,100.0,,0.0,100.0,,0.0,2.0,4.0,3.0,4.0,,,,,3.0,1.0,,1.0,1.0,,1.0,0.0,0.0,1.0,2.0,,,,,0.0,1.0,,0.0,1.0,,0.0,50.0,0.0,20.0,1.0,10.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
162923111,Sicaria,azjolnerub,17.0,9380.0,46.0,50.0,47.0,80.0,46.0,43.0,73.0,,57.0,0.0,100.0,83.0,70.0,,57.0,24.0,10.0,15.0,10.0,13.0,7.0,11.0,,7.0,1.0,3.0,6.0,10.0,,7.0,11.0,5.0,7.0,8.0,6.0,3.0,8.0,,4.0,0.0,3.0,5.0,7.0,,4.0,44.0,67.0,25.0,3.0,11.0,2.0,33.0,9.0,3.0,,,,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,57.0,38.0,56.0,75.0,38.0,38.0,0.0,,20.0,0.0,50.0,100.0,50.0,,100.0,14.0,16.0,9.0,4.0,8.0,13.0,3.0,,5.0,5.0,2.0,3.0,2.0,,1.0,8.0,6.0,5.0,3.0,3.0,5.0,0.0,,1.0,0.0,1.0,3.0,1.0,,1.0,40.0,,5.0,,2.0,,33.0,12.0,4.0,,,,,,,100.0,4.0,4.0,,,,,,
153340388,Holyspaten,malganis,10.0,3020.0,100.0,40.0,83.0,100.0,33.0,33.0,75.0,,100.0,,,50.0,0.0,,100.0,1.0,5.0,6.0,2.0,3.0,3.0,4.0,,1.0,,,2.0,2.0,,1.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,0.0,,1.0,33.0,100.0,3.0,1.0,1.0,1.0,100.0,5.0,5.0,100.0,4.0,4.0,,,,,,,,,,,,
77290827,Anajinn,pozzo-delleternità,45.0,18164.0,41.0,51.0,56.0,38.0,46.0,36.0,36.0,1100.0,44.0,38.0,50.0,43.0,57.0,,75.0,39.0,45.0,27.0,26.0,13.0,14.0,11.0,1.0,9.0,16.0,2.0,7.0,7.0,,4.0,16.0,23.0,15.0,10.0,6.0,5.0,4.0,11.0,4.0,6.0,1.0,3.0,4.0,,3.0,49.0,,74.0,,36.0,,41.0,29.0,12.0,,,,,,,,,,,,,,,
242363131,Джиммиджи,gordunni,155.0,11779.0,20.0,33.0,47.0,17.0,60.0,8.0,67.0,,47.0,100.0,50.0,50.0,0.0,100.0,67.0,10.0,6.0,15.0,6.0,5.0,12.0,6.0,,17.0,1.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,7.0,1.0,3.0,1.0,4.0,,8.0,1.0,3.0,1.0,0.0,1.0,2.0,40.0,0.0,5.0,3.0,2.0,0.0,50.0,6.0,3.0,,,,,,,100.0,8.0,8.0,,,,,,
243412402,Абрико,gordunni,35.0,558.0,,,0.0,,,100.0,0.0,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,0.0,,,1.0,0.0,,,,,,,,,0.0,100.0,1.0,1.0,0.0,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
226355394,Trrish,sylvanas,27.0,1324.0,50.0,,50.0,100.0,100.0,,50.0,,50.0,0.0,100.0,,0.0,100.0,0.0,2.0,,2.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.0,2.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
141005467,Vitopaladin,sanguino,7.0,353.0,,,,50.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
122153033,Wojinwomacka,drakthul,9.0,4037.0,100.0,50.0,,0.0,80.0,,,,50.0,100.0,,100.0,,100.0,0.0,1.0,2.0,,4.0,5.0,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.0,4.0,,,,1.0,1.0,,1.0,,1.0,0.0,25.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,
173794911,Винстонсиний,howling-fjord,31.0,2196.0,,,,100.0,60.0,71.0,25.0,58.0,80.0,,43.0,33.0,57.0,,57.0,,,,3.0,10.0,7.0,8.0,12.0,5.0,,7.0,6.0,7.0,,7.0,,,,3.0,6.0,5.0,2.0,7.0,4.0,,3.0,2.0,4.0,,4.0,,50.0,,2.0,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
215318165,Fash,sylvanas,59.0,1107.0,50.0,50.0,0.0,,0.0,67.0,33.0,,100.0,100.0,,0.0,100.0,,,4.0,2.0,1.0,,2.0,9.0,3.0,,3.0,1.0,,1.0,1.0,,,2.0,1.0,0.0,,0.0,6.0,1.0,,3.0,1.0,,0.0,1.0,,,50.0,0.0,2.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
181716669,Адоррэ,gordunni,23.0,2800.0,,,25.0,44.0,100.0,50.0,0.0,,67.0,67.0,75.0,60.0,50.0,,,,,4.0,9.0,1.0,2.0,3.0,,3.0,3.0,4.0,5.0,2.0,,,,,1.0,4.0,1.0,1.0,0.0,,2.0,2.0,3.0,3.0,1.0,,,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
88987312,Engmor,grim-batol,7.0,2052.0,,,100.0,50.0,100.0,0.0,67.0,100.0,100.0,,50.0,50.0,,,50.0,,,2.0,6.0,1.0,1.0,3.0,1.0,1.0,,2.0,6.0,,,2.0,,,2.0,3.0,1.0,0.0,2.0,1.0,1.0,,1.0,3.0,,,1.0,80.0,100.0,5.0,2.0,4.0,2.0,,,,60.0,5.0,3.0,,,,,,,,,,,,
149658540,Dràkey,hyjal,25.0,11697.0,38.0,31.0,46.0,22.0,100.0,40.0,0.0,,50.0,,33.0,100.0,,0.0,0.0,29.0,13.0,13.0,9.0,2.0,5.0,2.0,,2.0,,3.0,2.0,,6.0,1.0,11.0,4.0,6.0,2.0,2.0,2.0,0.0,,1.0,,1.0,2.0,,0.0,0.0,56.0,50.0,55.0,4.0,31.0,2.0,20.0,5.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,
116502860,Kashynia,antonidas,53.0,19492.0,54.0,44.0,40.0,52.0,55.0,57.0,52.0,900.0,43.0,40.0,33.0,11.0,27.0,0.0,100.0,37.0,36.0,43.0,48.0,33.0,14.0,52.0,1.0,23.0,10.0,12.0,9.0,11.0,2.0,1.0,20.0,16.0,17.0,25.0,18.0,8.0,27.0,9.0,10.0,4.0,4.0,1.0,3.0,0.0,1.0,49.0,36.0,49.0,11.0,24.0,4.0,49.0,55.0,27.0,50.0,2.0,1.0,20.0,5.0,1.0,,,,,,,,,
194402900,Peelschan,kazzak,48.0,647.0,,,0.0,,0.0,,,,0.0,,100.0,0.0,,,0.0,,,3.0,,1.0,,,,1.0,,3.0,1.0,,,1.0,,,0.0,,0.0,,,,0.0,,3.0,0.0,,,0.0,100.0,100.0,1.0,2.0,1.0,2.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
71868250,Thorodir,antonidas,13.0,5380.0,11.0,25.0,43.0,50.0,27.0,38.0,14.0,50.0,43.0,33.0,0.0,50.0,0.0,13.0,33.0,9.0,8.0,7.0,6.0,11.0,13.0,14.0,4.0,14.0,3.0,2.0,4.0,4.0,15.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,6.0,1.0,0.0,2.0,0.0,2.0,1.0,50.0,60.0,8.0,5.0,4.0,3.0,33.0,3.0,1.0,,,,,,,,,,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
195937904,Aproximativ,silvermoon,8.0,814.0,,,50.0,,0.0,100.0,100.0,,0.0,,80.0,0.0,67.0,,,,,4.0,,1.0,1.0,1.0,,1.0,,5.0,3.0,3.0,,,,,2.0,,0.0,1.0,1.0,,0.0,,4.0,0.0,2.0,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,
245117475,Втсбабл,gordunni,53.0,13191.0,33.0,31.0,71.0,37.0,38.0,41.0,64.0,,62.0,60.0,117.0,100.0,80.0,50.0,71.0,15.0,13.0,14.0,27.0,21.0,17.0,25.0,,21.0,15.0,6.0,6.0,5.0,2.0,7.0,5.0,4.0,10.0,10.0,8.0,7.0,16.0,,13.0,9.0,7.0,6.0,4.0,1.0,5.0,61.0,56.0,18.0,9.0,11.0,5.0,100.0,1.0,1.0,100.0,2.0,2.0,50.0,4.0,2.0,100.0,8.0,8.0,,,,,,
87769201,Smö,suramar,10.0,5109.0,50.0,0.0,40.0,78.0,50.0,0.0,50.0,,29.0,40.0,100.0,100.0,67.0,,,4.0,4.0,5.0,9.0,2.0,2.0,4.0,,7.0,5.0,1.0,2.0,3.0,,,2.0,0.0,2.0,7.0,1.0,0.0,2.0,,2.0,2.0,1.0,2.0,2.0,,,33.0,,3.0,,1.0,,33.0,3.0,1.0,,,,,,,,,,,,,,,
166507726,Zhakii,alleria,20.0,570.0,,,100.0,100.0,,,,,0.0,,100.0,,,,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,0.0,,1.0,,,,,,50.0,,2.0,,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
167055281,Shadepally,tarren-mill,21.0,392.0,,,,50.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,50.0,2.0,2.0,0.0,1.0,,,,0.0,2.0,0.0,,,,,,,,,,,,
159242004,Sîndja,antonidas,6.0,856.0,0.0,33.0,100.0,,100.0,33.0,50.0,,,50.0,75.0,,,,,1.0,3.0,2.0,,1.0,3.0,2.0,,,2.0,4.0,,,,,0.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,3.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
153314868,Wørmstar,ragnaros,115.0,8033.0,38.0,29.0,62.0,50.0,47.0,47.0,54.0,,56.0,50.0,70.0,0.0,0.0,,0.0,24.0,17.0,21.0,4.0,15.0,19.0,26.0,,25.0,18.0,10.0,1.0,1.0,,1.0,9.0,5.0,13.0,2.0,7.0,9.0,14.0,,14.0,9.0,7.0,0.0,0.0,,0.0,60.0,0.0,15.0,1.0,9.0,0.0,62.0,13.0,8.0,,,,,,,100.0,1.0,1.0,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,58.0,59.0,33.0,100.0,58.0,23.0,45.0,,68.0,67.0,0.0,,,,,19.0,17.0,18.0,5.0,12.0,13.0,11.0,,25.0,12.0,1.0,,,,,11.0,10.0,6.0,5.0,7.0,3.0,5.0,,17.0,8.0,0.0,,,,,100.0,,2.0,,2.0,,45.0,11.0,5.0,,,,,,,,,,,,,,,
189087235,Cashia,aegwynn,8.0,703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,2.0,,2.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
176602415,Sérindëy,dalaran,4.0,1751.0,33.0,,0.0,,0.0,0.0,,,0.0,,,100.0,,100.0,,3.0,,1.0,,1.0,2.0,,,3.0,,,1.0,,1.0,,1.0,,0.0,,0.0,0.0,,,0.0,,,1.0,,1.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
98747733,Сябар,eversong,53.0,20775.0,45.0,55.0,56.0,81.0,44.0,50.0,44.0,,69.0,48.0,200.0,0.0,50.0,,,40.0,31.0,39.0,36.0,25.0,34.0,32.0,,49.0,29.0,1.0,2.0,2.0,,,18.0,17.0,22.0,29.0,11.0,17.0,14.0,,34.0,14.0,2.0,0.0,1.0,,,76.0,40.0,29.0,5.0,22.0,2.0,39.0,33.0,13.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,4.0,,,,,,
139624902,Ven,malygos,7.0,1382.0,,,,100.0,100.0,0.0,,,100.0,,,0.0,100.0,0.0,50.0,,,,2.0,1.0,1.0,,,1.0,,,1.0,3.0,2.0,2.0,,,,2.0,1.0,0.0,,,1.0,,,0.0,3.0,0.0,1.0,100.0,100.0,1.0,1.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
182477163,Фироша,gordunni,8.0,789.0,,,100.0,,33.0,,75.0,,100.0,,0.0,60.0,67.0,,0.0,,,1.0,,3.0,,4.0,,1.0,,2.0,5.0,3.0,,1.0,,,1.0,,1.0,,3.0,,1.0,,0.0,3.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
244553462,Лурэза,gordunni,11.0,1120.0,,,100.0,,67.0,100.0,50.0,,50.0,,25.0,100.0,67.0,,100.0,,,1.0,,3.0,1.0,2.0,,4.0,,4.0,1.0,3.0,,1.0,,,1.0,,2.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
