character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
86402816,Lurevi,kazzak,31.0,8255.0,26.0,0.0,33.0,65.0,50.0,43.0,89.0,50.0,56.0,38.0,75.0,23.0,1.0,3.0,17.0,2.0,21.0,9.0,12.0,18.0,8.0,8.0,6.0,0.0,1.0,11.0,1.0,9.0,8.0,6.0,10.0,3.0,6.0,,0.0,38.0,70.0,33.0,64.0,100.0,100.0,,2.0,8.0,10.0,15.0,11.0,114.0,3.0,,0.0,3.0,7.0,5.0,7.0,114.0,3.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,
174322881,Fenika,twisting-nether,11.0,70872.0,50.0,49.0,48.0,59.0,38.0,51.0,54.0,65.0,58.0,64.0,56.0,181.0,118.0,166.0,97.0,107.0,163.0,80.0,79.0,104.0,121.0,71.0,90.0,58.0,80.0,57.0,41.0,83.0,43.0,51.0,60.0,77.0,40.0,,100.0,0.0,100.0,83.0,56.0,100.0,43.0,,1.0,2.0,1.0,6.0,9.0,4.0,7.0,,1.0,0.0,1.0,5.0,5.0,4.0,3.0,,,,0.0,1.0,0.0,,,,,,
101848727,Rommanos,ravencrest,28.0,2294.0,0.0,0.0,100.0,100.0,,100.0,75.0,0.0,25.0,75.0,100.0,1.0,1.0,2.0,1.0,,3.0,4.0,5.0,4.0,8.0,1.0,0.0,0.0,2.0,1.0,,3.0,3.0,0.0,1.0,6.0,1.0,,,,50.0,0.0,0.0,,33.0,,,,2.0,2.0,2.0,,3.0,,,,1.0,0.0,0.0,,1.0,,,,14.0,7.0,1.0,,,,,,
144364813,Blacksid,dun-modr,7.0,12796.0,40.0,36.0,21.0,33.0,56.0,60.0,17.0,25.0,0.0,25.0,0.0,15.0,11.0,14.0,24.0,16.0,5.0,6.0,4.0,2.0,4.0,1.0,6.0,4.0,3.0,8.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,,,33.0,0.0,20.0,,,100.0,,,3.0,1.0,5.0,,,1.0,,,1.0,0.0,1.0,,,1.0,,,,17.0,18.0,3.0,,,,,,
93958393,Armantor,stormrage,24.0,9452.0,43.0,47.0,46.0,50.0,0.0,67.0,44.0,48.0,36.0,32.0,,21.0,30.0,13.0,8.0,3.0,6.0,16.0,21.0,14.0,22.0,,9.0,14.0,6.0,4.0,0.0,4.0,7.0,10.0,5.0,7.0,,,,50.0,50.0,50.0,33.0,,50.0,,,4.0,2.0,6.0,15.0,,6.0,,,2.0,1.0,3.0,5.0,,3.0,100.0,1.0,1.0,,,,,,,,,
177301831,Vedmire,shattered-hand,84.0,15066.0,33.0,38.0,67.0,58.0,55.0,25.0,56.0,60.0,34.0,61.0,30.0,67.0,39.0,33.0,36.0,31.0,69.0,41.0,35.0,41.0,31.0,20.0,22.0,15.0,22.0,21.0,17.0,17.0,23.0,21.0,14.0,19.0,6.0,,0.0,100.0,50.0,,50.0,,100.0,,2.0,8.0,2.0,,6.0,,3.0,,0.0,8.0,1.0,,3.0,,3.0,,,,,,,,,,,,
237817005,Светодуня,borean-tundra,17.0,5647.0,25.0,38.0,57.0,53.0,44.0,25.0,40.0,,40.0,,,8.0,24.0,14.0,17.0,16.0,4.0,5.0,,5.0,,,2.0,9.0,8.0,9.0,7.0,1.0,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,46.0,51.0,39.0,59.0,46.0,66.0,58.0,69.0,57.0,68.0,54.0,26.0,136.0,80.0,66.0,56.0,29.0,50.0,26.0,63.0,19.0,13.0,12.0,69.0,31.0,39.0,26.0,19.0,29.0,18.0,36.0,13.0,7.0,,,100.0,,0.0,,,,,,1.0,,1.0,,,,,,1.0,,0.0,,,,0.0,1.0,0.0,,,,,,,,,
97667229,Eldrin,tarren-mill,10.0,48126.0,44.0,58.0,60.0,56.0,56.0,51.0,44.0,64.0,57.0,53.0,58.0,61.0,156.0,153.0,123.0,120.0,47.0,59.0,25.0,49.0,57.0,26.0,27.0,90.0,92.0,69.0,67.0,24.0,26.0,16.0,28.0,30.0,15.0,,100.0,200.0,,,,,,,1.0,2.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,
171660106,Legx,darkspear,37.0,5300.0,,54.0,17.0,33.0,20.0,25.0,50.0,67.0,46.0,59.0,33.0,,13.0,6.0,12.0,5.0,8.0,6.0,12.0,13.0,17.0,12.0,,7.0,1.0,4.0,1.0,2.0,3.0,8.0,6.0,10.0,4.0,50.0,0.0,60.0,80.0,0.0,0.0,,40.0,2.0,1.0,5.0,5.0,1.0,2.0,,5.0,1.0,0.0,3.0,4.0,0.0,0.0,,2.0,100.0,1.0,1.0,,,,,,,,,
176102496,Rowdie,darkspear,8.0,250.0,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,
172062973,Haggoose,darkspear,14.0,9347.0,50.0,48.0,64.0,35.0,65.0,,,100.0,0.0,67.0,100.0,32.0,69.0,22.0,31.0,23.0,,,4.0,3.0,3.0,2.0,16.0,33.0,14.0,11.0,15.0,,,4.0,0.0,2.0,2.0,,,0.0,0.0,0.0,,,0.0,,,1.0,1.0,1.0,,,1.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,
169527079,Eternita,silvermoon,27.0,2592.0,62.0,,,,,40.0,60.0,50.0,100.0,75.0,100.0,8.0,,,,,5.0,5.0,4.0,2.0,4.0,2.0,5.0,,,,,2.0,3.0,2.0,2.0,3.0,2.0,,,100.0,71.0,75.0,0.0,,100.0,,,3.0,7.0,4.0,1.0,,1.0,,,3.0,5.0,3.0,0.0,,1.0,,,,,,,,,,,,
167197733,Nolifé,alakir,21.0,37125.0,50.0,54.0,59.0,68.0,55.0,55.0,68.0,56.0,70.0,59.0,67.0,120.0,123.0,100.0,65.0,80.0,84.0,68.0,18.0,158.0,17.0,3.0,60.0,66.0,59.0,44.0,44.0,46.0,46.0,10.0,110.0,10.0,2.0,,100.0,60.0,50.0,0.0,60.0,,20.0,,8.0,10.0,6.0,2.0,10.0,,5.0,,8.0,6.0,3.0,0.0,6.0,,1.0,,,,,,,,,,,,
189046422,Fialisa,kazzak,25.0,2914.0,100.0,,,60.0,,,73.0,56.0,45.0,38.0,,1.0,,,5.0,,,11.0,9.0,11.0,8.0,,1.0,,,3.0,,,8.0,5.0,5.0,3.0,,100.0,0.0,56.0,45.0,60.0,100.0,,50.0,1.0,1.0,9.0,11.0,5.0,2.0,,4.0,1.0,0.0,5.0,5.0,3.0,2.0,,2.0,,,,,,,,,,,,
138439883,Marugavin,silvermoon,151.0,24670.0,40.0,58.0,47.0,48.0,50.0,50.0,52.0,57.0,54.0,74.0,61.0,15.0,19.0,17.0,27.0,4.0,14.0,27.0,30.0,24.0,172.0,18.0,6.0,11.0,8.0,13.0,2.0,7.0,14.0,17.0,13.0,128.0,11.0,167.0,75.0,86.0,53.0,68.0,60.0,100.0,75.0,3.0,4.0,21.0,19.0,19.0,10.0,10.0,12.0,5.0,3.0,18.0,10.0,13.0,6.0,10.0,9.0,,,,100.0,1.0,1.0,100.0,2.0,2.0,60.0,5.0,3.0
154810309,Radmen,ravencrest,132.0,673.0,,,,100.0,,,0.0,100.0,25.0,100.0,,,,,2.0,,,2.0,1.0,4.0,1.0,,,,,2.0,,,0.0,1.0,1.0,1.0,,,,100.0,50.0,100.0,,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
169471389,Lílium,tarren-mill,13.0,20502.0,55.0,51.0,58.0,38.0,50.0,60.0,50.0,90.0,65.0,67.0,44.0,99.0,98.0,59.0,56.0,58.0,45.0,20.0,10.0,17.0,6.0,9.0,54.0,50.0,34.0,21.0,29.0,27.0,10.0,9.0,11.0,4.0,4.0,,100.0,,0.0,67.0,100.0,,67.0,,1.0,,1.0,3.0,2.0,,3.0,,1.0,,0.0,2.0,2.0,,2.0,,,,,,,,,,,,
161484022,Kurczaka,azshara,6.0,19177.0,82.0,64.0,50.0,73.0,57.0,38.0,40.0,50.0,,,,17.0,11.0,14.0,15.0,14.0,8.0,5.0,2.0,,,,14.0,7.0,7.0,11.0,8.0,3.0,2.0,1.0,,,,,50.0,0.0,,,20.0,,,,4.0,1.0,,,5.0,,,,2.0,0.0,,,1.0,,,,,,,,,,,,,,
188124681,Kuromiko,silvermoon,16.0,4777.0,70.0,25.0,100.0,58.0,60.0,33.0,60.0,29.0,43.0,67.0,,10.0,4.0,4.0,12.0,5.0,6.0,5.0,7.0,7.0,3.0,,7.0,1.0,4.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,,,,0.0,67.0,40.0,67.0,,40.0,,,1.0,3.0,5.0,3.0,,5.0,,,0.0,2.0,2.0,2.0,,2.0,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,
155879663,Honeymelon,antonidas,9.0,18426.0,54.0,54.0,60.0,52.0,56.0,89.0,17.0,,62.0,,,50.0,52.0,53.0,63.0,57.0,9.0,6.0,,8.0,,,27.0,28.0,32.0,33.0,32.0,8.0,1.0,,5.0,,,,0.0,,0.0,,,,,,1.0,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,
107578790,Sindrome,anachronos,31.0,3876.0,,0.0,100.0,38.0,,0.0,83.0,25.0,0.0,100.0,,,2.0,2.0,8.0,,1.0,6.0,4.0,1.0,2.0,,,0.0,2.0,3.0,,0.0,5.0,1.0,0.0,2.0,,,,100.0,50.0,33.0,100.0,100.0,100.0,,,2.0,4.0,3.0,1.0,2.0,5.0,,,2.0,2.0,1.0,1.0,2.0,5.0,33.0,3.0,1.0,,,,,,,,,
129706137,Lujn,twisting-nether,8.0,2191.0,60.0,33.0,60.0,17.0,80.0,50.0,33.0,67.0,57.0,50.0,33.0,5.0,6.0,5.0,6.0,5.0,4.0,3.0,3.0,7.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132678981,Ehtelwen,pozzo-delleternità,32.0,14248.0,33.0,50.0,44.0,70.0,100.0,54.0,69.0,67.0,61.0,55.0,25.0,15.0,8.0,9.0,33.0,2.0,13.0,29.0,27.0,28.0,38.0,12.0,5.0,4.0,4.0,23.0,2.0,7.0,20.0,18.0,17.0,21.0,3.0,,100.0,48.0,57.0,67.0,33.0,100.0,36.0,,1.0,21.0,23.0,27.0,3.0,32.0,14.0,,1.0,10.0,13.0,18.0,1.0,32.0,5.0,73.0,11.0,8.0,40.0,5.0,2.0,,,,,,
117053302,Arcacarry,ragnaros,47.0,2271.0,50.0,,,75.0,,,,0.0,100.0,33.0,0.0,2.0,,,4.0,,,,1.0,2.0,3.0,1.0,1.0,,,3.0,,,,0.0,2.0,1.0,0.0,,,,0.0,0.0,,100.0,,,,,2.0,2.0,,60.0,,,,,0.0,0.0,,60.0,,67.0,3.0,2.0,100.0,6.0,6.0,,,,,,
161202765,Gantorian,draenor,7.0,517.0,,,,0.0,,,,0.0,100.0,100.0,,,,,1.0,,,,1.0,2.0,4.0,,,,,0.0,,,,0.0,2.0,4.0,,,,,,,0.0,,100.0,,,,,,1.0,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164761441,Empathy,amanthul,8.0,3184.0,50.0,,,50.0,,60.0,29.0,50.0,50.0,40.0,,4.0,,,6.0,,5.0,7.0,6.0,12.0,5.0,,2.0,,,3.0,,3.0,2.0,3.0,6.0,2.0,,,50.0,67.0,71.0,70.0,43.0,,43.0,,2.0,6.0,7.0,10.0,7.0,,7.0,,1.0,4.0,5.0,7.0,3.0,,3.0,,,,,,,,,,,,
113680702,Veilyy,tarren-mill,11.0,350.0,,,,,,,50.0,100.0,0.0,75.0,,,,,,,,2.0,1.0,2.0,4.0,,,,,,,,1.0,1.0,0.0,3.0,,,,100.0,0.0,50.0,,,0.0,,,2.0,2.0,2.0,,,1.0,,,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,
193054276,Shyliin,silvermoon,4.0,1029.0,,,,,,,0.0,100.0,0.0,100.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,,,100.0,33.0,,33.0,,2.0,,,1.0,3.0,,3.0,,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
166402306,Palaplease,tarren-mill,14.0,4635.0,57.0,100.0,50.0,33.0,,71.0,71.0,57.0,80.0,57.0,67.0,14.0,6.0,2.0,6.0,,21.0,7.0,7.0,10.0,7.0,9.0,8.0,6.0,1.0,2.0,,15.0,5.0,4.0,8.0,4.0,6.0,,,50.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,67.0,3.0,2.0,,,,,,
163389825,Tyrallian,draenor,4.0,816.0,0.0,,,,,100.0,,,100.0,100.0,,2.0,,,,,1.0,,,1.0,1.0,,0.0,,,,,1.0,,,1.0,1.0,,,,,100.0,33.0,,,50.0,,,,1.0,3.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
100718279,Devastatór,kazzak,22.0,677.0,100.0,,100.0,67.0,0.0,50.0,100.0,,100.0,100.0,,2.0,,1.0,3.0,4.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,2.0,0.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188402402,Ergard,the-maelstrom,49.0,4855.0,73.0,40.0,38.0,44.0,25.0,78.0,50.0,27.0,50.0,50.0,50.0,11.0,10.0,13.0,9.0,8.0,9.0,4.0,11.0,6.0,6.0,4.0,8.0,4.0,5.0,4.0,2.0,7.0,2.0,3.0,3.0,3.0,2.0,,100.0,,,100.0,50.0,,,,2.0,,,2.0,2.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
197906130,Têlo,archimonde,14.0,320.0,,,,,,,,100.0,100.0,0.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.0,,,0.0,,,0.0,,,,,1.0,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,
241481850,Нуш,greymane,178.0,10954.0,100.0,69.0,60.0,67.0,,67.0,52.0,50.0,66.0,55.0,92.0,1.0,13.0,10.0,12.0,,3.0,23.0,14.0,29.0,31.0,12.0,1.0,9.0,6.0,8.0,,2.0,12.0,7.0,19.0,17.0,11.0,82.0,50.0,67.0,63.0,36.0,20.0,100.0,55.0,11.0,2.0,30.0,19.0,11.0,5.0,12.0,11.0,9.0,1.0,20.0,12.0,4.0,1.0,12.0,6.0,75.0,4.0,3.0,,,,,,,100.0,1.0,1.0
105225644,Cctheshades,kazzak,3.0,6544.0,44.0,47.0,44.0,33.0,54.0,66.0,67.0,14.0,23.0,39.0,40.0,27.0,19.0,18.0,21.0,24.0,35.0,18.0,14.0,13.0,23.0,10.0,12.0,9.0,8.0,7.0,13.0,23.0,12.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,1.0,1.0,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,100.0,60.0,0.0,0.0,,,67.0,56.0,20.0,50.0,50.0,1.0,10.0,1.0,1.0,,,3.0,9.0,5.0,4.0,2.0,1.0,6.0,0.0,0.0,,,2.0,5.0,1.0,2.0,1.0,,,67.0,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
104274602,Domanax,shattered-hand,12.0,7743.0,52.0,32.0,47.0,40.0,47.0,17.0,50.0,75.0,46.0,0.0,0.0,64.0,31.0,45.0,25.0,15.0,18.0,18.0,8.0,28.0,4.0,1.0,33.0,10.0,21.0,10.0,7.0,3.0,9.0,6.0,13.0,0.0,0.0,,,500.0,0.0,100.0,,,,,,2.0,1.0,1.0,,,,,,10.0,0.0,1.0,,,,,,,,,,,,,,,
153546633,Cruxian,ravencrest,19.0,7622.0,54.0,60.0,43.0,44.0,67.0,77.0,58.0,71.0,50.0,86.0,100.0,24.0,10.0,7.0,9.0,12.0,13.0,12.0,7.0,12.0,7.0,2.0,13.0,6.0,3.0,4.0,8.0,10.0,7.0,5.0,6.0,6.0,2.0,100.0,67.0,50.0,57.0,50.0,0.0,,56.0,5.0,3.0,6.0,7.0,4.0,1.0,,9.0,5.0,2.0,3.0,4.0,2.0,0.0,,5.0,,,,50.0,4.0,2.0,,,,,,
119759244,Caelric,doomhammer,11.0,1243.0,100.0,,100.0,,,,67.0,50.0,50.0,100.0,67.0,1.0,,1.0,,,,3.0,4.0,2.0,1.0,3.0,1.0,,1.0,,,,2.0,2.0,1.0,1.0,2.0,,,25.0,80.0,0.0,100.0,,,,,4.0,5.0,1.0,1.0,,,,,1.0,4.0,0.0,1.0,,,,,,,,,,,,,,
176308348,Kelemu,burning-steppes,25.0,3010.0,50.0,,0.0,,,27.0,75.0,50.0,100.0,50.0,0.0,10.0,,1.0,,,11.0,4.0,8.0,1.0,8.0,2.0,5.0,,0.0,,,3.0,3.0,4.0,1.0,4.0,0.0,,,,,,100.0,100.0,,,,,,,1.0,82.0,,,,,,,1.0,82.0,,,,,100.0,1.0,1.0,,,,,,
43507403,Naville,arakarahm,20.0,7719.0,38.0,70.0,42.0,55.0,44.0,36.0,87.0,50.0,75.0,25.0,67.0,13.0,40.0,12.0,22.0,16.0,14.0,15.0,4.0,16.0,4.0,6.0,5.0,28.0,5.0,12.0,7.0,5.0,13.0,2.0,12.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176523884,Zaintadin,ragnaros,13.0,540.0,,,,100.0,,,0.0,50.0,0.0,0.0,,,,,1.0,,,1.0,2.0,1.0,2.0,,,,,1.0,,,0.0,1.0,0.0,0.0,,,,100.0,100.0,25.0,,,67.0,,,1.0,2.0,4.0,,,3.0,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,
93540704,Ddr,aggra-português,24.0,10472.0,49.0,75.0,62.0,64.0,50.0,33.0,62.0,75.0,71.0,50.0,100.0,37.0,12.0,13.0,11.0,4.0,12.0,8.0,16.0,7.0,6.0,1.0,18.0,9.0,8.0,7.0,2.0,4.0,5.0,12.0,5.0,3.0,1.0,,80.0,57.0,60.0,71.0,71.0,,50.0,,5.0,7.0,5.0,7.0,7.0,,4.0,,4.0,4.0,3.0,5.0,5.0,,2.0,,,,86.0,7.0,6.0,,,,,,
172016090,Carlus,saurfang,4.0,929.0,100.0,0.0,,0.0,,0.0,,100.0,,0.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,0.0,,0.0,,1.0,,0.0,,,,50.0,,,100.0,,0.0,,,2.0,,,2.0,,1.0,,,1.0,,,2.0,,0.0,,,,,,,,,,,,
156893097,Dawnbringer,archimonde,12.0,1099.0,100.0,,,,,33.0,,,,100.0,,1.0,,,,,3.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,100.0,0.0,0.0,0.0,,,,,2.0,3.0,2.0,1.0,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
178142124,Десперайт,gordunni,39.0,808.0,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,
163525967,Bughydin,draenor,25.0,6728.0,33.0,38.0,67.0,65.0,,36.0,54.0,71.0,70.0,75.0,50.0,3.0,8.0,6.0,17.0,,11.0,13.0,14.0,10.0,16.0,4.0,1.0,3.0,4.0,11.0,,4.0,7.0,10.0,7.0,12.0,2.0,,100.0,65.0,42.0,73.0,100.0,100.0,,,2.0,17.0,12.0,15.0,5.0,15.0,,,2.0,11.0,5.0,11.0,5.0,15.0,,100.0,2.0,2.0,,,,,,,,,
165166566,Gymora,kazzak,12.0,20734.0,51.0,70.0,56.0,43.0,49.0,33.0,76.0,67.0,52.0,57.0,86.0,83.0,44.0,41.0,61.0,57.0,48.0,17.0,3.0,21.0,7.0,7.0,42.0,31.0,23.0,26.0,28.0,16.0,13.0,2.0,11.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158366847,Epicskillz,conseil-des-ombres,40.0,129912.0,48.0,60.0,49.0,53.0,54.0,58.0,60.0,59.0,53.0,63.0,59.0,101.0,503.0,277.0,282.0,209.0,115.0,398.0,184.0,323.0,212.0,90.0,48.0,303.0,136.0,150.0,112.0,67.0,238.0,108.0,172.0,134.0,53.0,,50.0,67.0,90.0,62.0,40.0,,62.0,,2.0,21.0,10.0,13.0,5.0,,13.0,,1.0,14.0,9.0,8.0,2.0,,8.0,0.0,1.0,0.0,,,,,,,,,
62894345,Róman,aggramar,34.0,4961.0,58.0,60.0,56.0,20.0,0.0,50.0,67.0,50.0,100.0,33.0,0.0,31.0,15.0,9.0,10.0,3.0,14.0,3.0,2.0,2.0,6.0,2.0,18.0,9.0,5.0,2.0,0.0,7.0,2.0,1.0,2.0,2.0,0.0,,57.0,67.0,100.0,75.0,33.0,100.0,25.0,,7.0,3.0,2.0,4.0,6.0,2.0,4.0,,4.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,
132278049,Oliiver,drakthul,6.0,1300.0,0.0,100.0,,100.0,,50.0,,,,0.0,100.0,2.0,1.0,,2.0,,4.0,,,,1.0,1.0,0.0,1.0,,2.0,,2.0,,,,0.0,1.0,,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,
162416420,Fordriñg,kazzak,23.0,4185.0,0.0,,,100.0,,57.0,33.0,33.0,100.0,100.0,33.0,3.0,,,1.0,,7.0,3.0,3.0,2.0,2.0,3.0,0.0,,,1.0,,4.0,1.0,1.0,2.0,2.0,1.0,,,50.0,75.0,33.0,83.0,,100.0,,,2.0,4.0,3.0,6.0,,2.0,,,1.0,3.0,1.0,5.0,,2.0,75.0,8.0,6.0,100.0,1.0,1.0,,,,,,
70098149,Heavenlight,stormscale,31.0,4262.0,33.0,65.0,83.0,53.0,38.0,40.0,45.0,33.0,62.0,67.0,,18.0,17.0,6.0,15.0,8.0,10.0,11.0,6.0,13.0,3.0,,6.0,11.0,5.0,8.0,3.0,4.0,5.0,2.0,8.0,2.0,,0.0,,0.0,50.0,100.0,0.0,,100.0,1.0,,1.0,4.0,2.0,2.0,,1.0,0.0,,0.0,2.0,2.0,0.0,,1.0,,,,,,,,,,,,
142917356,Ariyon,blackmoore,2.0,230.0,,,,100.0,,,100.0,,50.0,,,,,,1.0,,,1.0,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,0.0,,50.0,,,,,,1.0,,2.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,
119279134,Mikelus,burning-legion,6.0,4313.0,49.0,18.0,43.0,11.0,0.0,20.0,67.0,60.0,50.0,50.0,,37.0,11.0,7.0,9.0,1.0,5.0,6.0,5.0,2.0,2.0,,18.0,2.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155728898,Shikari,thunderhorn,240.0,159781.0,54.0,69.0,68.0,66.0,61.0,54.0,73.0,70.0,60.0,62.0,59.0,289.0,614.0,510.0,366.0,388.0,244.0,335.0,162.0,205.0,177.0,111.0,156.0,421.0,345.0,242.0,235.0,131.0,245.0,114.0,122.0,109.0,65.0,19400.0,50.0,75.0,83.0,50.0,83.0,100.0,100.0,1.0,4.0,4.0,6.0,4.0,6.0,1.0,2.0,194.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,,,,,,,,,
164652338,Bregolas,bronzebeard,11.0,2132.0,50.0,,,67.0,,50.0,75.0,50.0,0.0,71.0,,4.0,,,6.0,,2.0,4.0,6.0,3.0,7.0,,2.0,,,4.0,,1.0,3.0,3.0,0.0,5.0,,,,33.0,100.0,100.0,40.0,100.0,50.0,,,3.0,2.0,1.0,5.0,26.0,4.0,,,1.0,2.0,1.0,2.0,26.0,2.0,,,,,,,,,,,,
95484106,Freaknessftw,twisting-nether,9.0,6872.0,38.0,57.0,48.0,38.0,75.0,28.0,60.0,31.0,70.0,47.0,57.0,21.0,14.0,21.0,29.0,12.0,18.0,20.0,13.0,27.0,15.0,14.0,8.0,8.0,10.0,11.0,9.0,5.0,12.0,4.0,19.0,7.0,8.0,,,100.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,,60.0,,0.0,,,,0.0,,5.0,,3.0,,,,2.0,,3.0,,0.0,,,,0.0,,,,,,,,,,,,
143613486,Jowbob,bloodfeather,70.0,7813.0,75.0,33.0,33.0,42.0,,50.0,67.0,55.0,62.0,57.0,25.0,4.0,3.0,6.0,12.0,,4.0,18.0,20.0,21.0,21.0,4.0,3.0,1.0,2.0,5.0,,2.0,12.0,11.0,13.0,12.0,1.0,50.0,,31.0,56.0,54.0,0.0,100.0,56.0,2.0,,13.0,16.0,13.0,2.0,16.0,16.0,1.0,,4.0,9.0,7.0,0.0,16.0,9.0,100.0,1.0,1.0,,,,,,,,,
