character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
242363131,Джиммиджи,gordunni,155.0,11779.0,40.0,20.0,33.0,47.0,50.0,17.0,60.0,8.0,67.0,47.0,100.0,50.0,50.0,0.0,0.0,100.0,100.0,67.0,5.0,10.0,6.0,15.0,6.0,6.0,5.0,12.0,6.0,17.0,1.0,6.0,2.0,1.0,3.0,8.0,1.0,3.0,2.0,2.0,2.0,7.0,3.0,1.0,3.0,1.0,4.0,8.0,1.0,3.0,1.0,0.0,0.0,8.0,1.0,2.0,,,,,,,,,,,,,,,
192045964,Дикобраазз,eversong,36.0,11295.0,47.0,,,29.0,,53.0,57.0,67.0,18.0,30.0,70.0,64.0,44.0,43.0,59.0,100.0,33.0,75.0,15.0,,,14.0,,17.0,7.0,12.0,11.0,10.0,10.0,11.0,18.0,7.0,29.0,4.0,3.0,4.0,7.0,,,4.0,,9.0,4.0,8.0,2.0,3.0,7.0,7.0,8.0,3.0,17.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
243470491,Ппаладин,soulflayer,32.0,2615.0,50.0,,,25.0,,60.0,56.0,43.0,50.0,75.0,,44.0,50.0,33.0,25.0,,,50.0,2.0,,,4.0,,5.0,9.0,7.0,8.0,4.0,,9.0,2.0,6.0,4.0,,,8.0,1.0,,,1.0,,3.0,5.0,3.0,4.0,3.0,,4.0,1.0,2.0,1.0,,,4.0,50.0,100.0,50.0,4.0,3.0,2.0,2.0,3.0,1.0,,,,,,
199760651,Хозбасс,eversong,18.0,1604.0,50.0,,,,,60.0,,,,,,,100.0,100.0,100.0,100.0,,,2.0,,,,,5.0,,,,,,,2.0,1.0,1.0,2.0,,,1.0,,,,,3.0,,,,,,,2.0,1.0,1.0,2.0,,,,100.0,50.0,,1.0,2.0,,1.0,1.0,,,,,,
170921071,Дитристаг,gordunni,76.0,58369.0,62.0,51.0,49.0,56.0,45.0,74.0,52.0,59.0,49.0,48.0,55.0,73.0,54.0,71.0,26.0,,12.0,75.0,69.0,71.0,49.0,45.0,42.0,27.0,52.0,71.0,49.0,62.0,29.0,11.0,63.0,17.0,19.0,,8.0,4.0,43.0,36.0,24.0,25.0,19.0,20.0,27.0,42.0,24.0,30.0,16.0,8.0,34.0,12.0,5.0,,1.0,3.0,,50.0,100.0,,16.0,1.0,,8.0,1.0,,,,,,
167867313,Thespecter,tarren-mill,1.0,120.0,,,,,,,50.0,,,,,0.0,,,0.0,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
200315419,Быкенор,gordunni,27.0,1323.0,33.0,,,0.0,,100.0,100.0,100.0,,,,0.0,100.0,0.0,100.0,,,0.0,3.0,,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,0.0,,1.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,,,0.0,,33.0,100.0,,6.0,1.0,,2.0,1.0,,,,,,
202206009,Левкофейа,eversong,13.0,3174.0,,,,25.0,,50.0,50.0,56.0,40.0,62.0,,67.0,38.0,57.0,0.0,,,62.0,,,,4.0,,2.0,8.0,9.0,5.0,8.0,,6.0,16.0,7.0,1.0,,,8.0,,,,1.0,,1.0,4.0,5.0,2.0,5.0,,4.0,6.0,4.0,0.0,,,5.0,,100.0,,,1.0,,,1.0,,,,,,,
108623248,Майзас,soulflayer,27.0,5416.0,35.0,36.0,33.0,70.0,25.0,29.0,55.0,60.0,25.0,25.0,,29.0,100.0,100.0,33.0,,,0.0,17.0,14.0,9.0,10.0,4.0,17.0,11.0,5.0,4.0,4.0,,7.0,2.0,2.0,3.0,,,2.0,6.0,5.0,3.0,7.0,1.0,5.0,6.0,3.0,1.0,1.0,,2.0,2.0,2.0,1.0,,,0.0,,0.0,0.0,,2.0,1.0,,0.0,0.0,,,,,,
165962447,Àcci,blackrock,15.0,2091.0,25.0,,,75.0,,100.0,60.0,100.0,67.0,100.0,,75.0,0.0,100.0,50.0,,,67.0,4.0,,,4.0,,1.0,5.0,1.0,3.0,3.0,,4.0,1.0,1.0,4.0,,,3.0,1.0,,,3.0,,1.0,3.0,1.0,2.0,3.0,,3.0,0.0,1.0,2.0,,,2.0,,50.0,,,4.0,,,2.0,,,,,,,
242639633,Ффитоняшка,eversong,4.0,395.0,,,,50.0,,,67.0,,,100.0,,,100.0,,100.0,,,,,,,2.0,,,3.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
162304832,Kakaopulver,kargath,7.0,4688.0,75.0,80.0,54.0,80.0,46.0,87.0,36.0,,53.0,,,,,,100.0,,,,12.0,10.0,13.0,10.0,13.0,15.0,11.0,,15.0,,,,,,1.0,,,,9.0,8.0,7.0,8.0,6.0,13.0,4.0,,8.0,,,,,,1.0,,,,,100.0,,,2.0,,,2.0,,,,,,,
166072875,Fasel,blackmoore,30.0,946.0,75.0,,,75.0,,,100.0,50.0,,80.0,,100.0,100.0,0.0,0.0,,,50.0,4.0,,,4.0,,,1.0,4.0,,5.0,,2.0,1.0,1.0,1.0,,,2.0,3.0,,,3.0,,,1.0,2.0,,4.0,,2.0,1.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,
149909347,Kigomai,elune,11.0,528.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,100.0,25.0,0.0,100.0,100.0,0.0,,,,,1.0,3.0,2.0,1.0,2.0,,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,67.0,33.0,25.0,33.0,100.0,,56.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,6.0,3.0,4.0,3.0,2.0,,9.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,4.0,1.0,1.0,1.0,2.0,,5.0,,,100.0,,,1.0,,,1.0,,,,,,
197088645,Даренум,gordunni,67.0,5595.0,33.0,100.0,100.0,60.0,,17.0,100.0,80.0,100.0,43.0,33.0,71.0,70.0,0.0,75.0,100.0,,100.0,6.0,2.0,2.0,5.0,,6.0,7.0,10.0,3.0,7.0,3.0,14.0,10.0,1.0,4.0,3.0,,4.0,2.0,2.0,2.0,3.0,,1.0,7.0,8.0,3.0,3.0,1.0,10.0,7.0,0.0,3.0,3.0,,4.0,,,50.0,,,4.0,,,2.0,,,,,,
155434096,Паладиннер,eversong,14.0,2894.0,60.0,50.0,60.0,33.0,40.0,75.0,0.0,67.0,29.0,60.0,20.0,,,0.0,100.0,,,,5.0,2.0,5.0,3.0,5.0,8.0,5.0,3.0,7.0,10.0,5.0,,,2.0,1.0,,,,3.0,1.0,3.0,1.0,2.0,6.0,0.0,2.0,2.0,6.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,
154421564,Sophiä,kirin-tor,43.0,13332.0,36.0,58.0,71.0,49.0,57.0,65.0,40.0,50.0,25.0,,,67.0,55.0,33.0,71.0,,,67.0,42.0,31.0,17.0,39.0,23.0,23.0,5.0,2.0,4.0,,,6.0,11.0,3.0,17.0,,,3.0,15.0,18.0,12.0,19.0,13.0,15.0,2.0,1.0,1.0,,,4.0,6.0,1.0,12.0,,,2.0,,33.0,86.0,,6.0,7.0,,2.0,6.0,,,,,,
202618704,Мухашмёль,soulflayer,21.0,1442.0,33.0,,,100.0,,0.0,50.0,100.0,67.0,100.0,,0.0,100.0,50.0,100.0,,,,3.0,,,2.0,,3.0,4.0,2.0,3.0,2.0,,1.0,1.0,2.0,1.0,,,,1.0,,,2.0,,0.0,2.0,2.0,2.0,2.0,,0.0,1.0,1.0,1.0,,,,,100.0,,,2.0,,,2.0,,,,,,,
127614775,Шерхо,howling-fjord,8.0,217.0,,0.0,,50.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,50.0,,,2.0,,,1.0,,,,,,
95531352,Kalera,twisting-nether,19.0,9443.0,58.0,58.0,50.0,69.0,50.0,17.0,67.0,55.0,50.0,53.0,38.0,50.0,100.0,100.0,100.0,,40.0,0.0,12.0,31.0,12.0,13.0,4.0,6.0,18.0,31.0,30.0,15.0,21.0,2.0,2.0,1.0,2.0,,5.0,1.0,7.0,18.0,6.0,9.0,2.0,1.0,12.0,17.0,15.0,8.0,8.0,1.0,2.0,1.0,2.0,,2.0,0.0,,,,,,,,,,,,,,,
200770670,Дримстер,eversong,20.0,108.0,,,,,,,0.0,100.0,0.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
171021881,Supremebacon,elune,12.0,3965.0,67.0,60.0,67.0,25.0,,25.0,30.0,33.0,25.0,70.0,0.0,60.0,50.0,100.0,57.0,,,50.0,3.0,5.0,3.0,4.0,,4.0,10.0,12.0,4.0,10.0,2.0,5.0,6.0,1.0,7.0,,,2.0,2.0,3.0,2.0,1.0,,1.0,3.0,4.0,1.0,7.0,0.0,3.0,3.0,1.0,4.0,,,1.0,,33.0,,,3.0,,,1.0,,,,,,,
162276416,Арналадон,eversong,90.0,10042.0,33.0,29.0,22.0,33.0,29.0,100.0,56.0,40.0,33.0,0.0,25.0,100.0,20.0,100.0,50.0,100.0,50.0,33.0,3.0,7.0,9.0,6.0,7.0,7.0,9.0,15.0,12.0,3.0,4.0,3.0,5.0,2.0,8.0,21.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,7.0,5.0,6.0,4.0,0.0,1.0,3.0,1.0,2.0,4.0,21.0,2.0,1.0,,,,,,,,,,,,,,,
98747733,Сябар,eversong,53.0,20775.0,76.0,45.0,55.0,56.0,39.0,81.0,44.0,50.0,44.0,69.0,48.0,200.0,0.0,50.0,40.0,100.0,,,29.0,40.0,31.0,39.0,33.0,36.0,25.0,34.0,32.0,49.0,29.0,1.0,2.0,2.0,5.0,4.0,,,22.0,18.0,17.0,22.0,13.0,29.0,11.0,17.0,14.0,34.0,14.0,2.0,0.0,1.0,2.0,4.0,,,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,
167866814,Bubblewomen,kazzak,27.0,782.0,33.0,,,100.0,,50.0,0.0,,50.0,0.0,,,67.0,100.0,,,,100.0,3.0,,,2.0,,2.0,1.0,,2.0,1.0,,,3.0,1.0,,,,1.0,1.0,,,2.0,,1.0,0.0,,1.0,0.0,,,2.0,1.0,,,,1.0,,50.0,,,2.0,,,1.0,,,,,,,
172815899,Засмущаю,eversong,23.0,4480.0,33.0,0.0,0.0,50.0,0.0,50.0,33.0,33.0,42.0,83.0,,100.0,76.0,50.0,100.0,100.0,,40.0,3.0,1.0,1.0,6.0,1.0,6.0,9.0,6.0,12.0,6.0,,4.0,38.0,6.0,1.0,5.0,,5.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,5.0,5.0,,4.0,29.0,3.0,1.0,5.0,,2.0,,0.0,,,1.0,,,0.0,,100.0,2.0,2.0,,,
171778567,Макзор,eversong,6.0,1735.0,0.0,,,100.0,,50.0,,33.0,,100.0,,33.0,0.0,0.0,50.0,,75.0,,2.0,,,1.0,,2.0,,3.0,,1.0,,3.0,1.0,1.0,2.0,,4.0,,0.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,0.0,1.0,,3.0,,,67.0,,,3.0,,,2.0,,,,,,,
103893255,Rokudo,twisting-nether,27.0,4194.0,50.0,29.0,73.0,58.0,70.0,67.0,59.0,70.0,59.0,57.0,54.0,,,100.0,,,,,2.0,17.0,15.0,12.0,10.0,3.0,17.0,10.0,17.0,14.0,13.0,,,1.0,,,,,1.0,5.0,11.0,7.0,7.0,2.0,10.0,7.0,10.0,8.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,
137189961,Solnyshka,draenor,7.0,2205.0,67.0,,,43.0,,50.0,33.0,75.0,60.0,67.0,,0.0,75.0,0.0,33.0,,,50.0,3.0,,,7.0,,4.0,3.0,4.0,5.0,3.0,,2.0,4.0,3.0,3.0,,,2.0,2.0,,,3.0,,2.0,1.0,3.0,3.0,2.0,,0.0,3.0,0.0,1.0,,,1.0,,100.0,43.0,,1.0,7.0,,1.0,3.0,,,,,,
154012532,Pennalol,sanguino,11.0,2907.0,14.0,100.0,100.0,0.0,,33.0,50.0,67.0,50.0,80.0,100.0,50.0,100.0,,0.0,,50.0,0.0,7.0,1.0,1.0,2.0,,3.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,0.0,,1.0,0.0,,100.0,,,2.0,,,2.0,,,,,,,
179209063,Fidginö,archimonde,28.0,288.0,100.0,,,0.0,,,100.0,,50.0,,,0.0,100.0,0.0,,,,,1.0,,,1.0,,,1.0,,2.0,,,1.0,1.0,1.0,,,,,1.0,,,0.0,,,1.0,,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
241439269,Амшэгар,lich-king,37.0,18179.0,55.0,44.0,45.0,50.0,47.0,58.0,40.0,52.0,39.0,37.0,42.0,,,100.0,,,100.0,,29.0,99.0,88.0,34.0,36.0,26.0,75.0,64.0,82.0,76.0,81.0,,,1.0,,,1.0,,16.0,44.0,40.0,17.0,17.0,15.0,30.0,33.0,32.0,28.0,34.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
95250066,Ясамыйсвятой,eversong,176.0,26244.0,67.0,48.0,44.0,56.0,43.0,52.0,51.0,42.0,40.0,49.0,47.0,75.0,69.0,62.0,43.0,100.0,12.0,100.0,27.0,67.0,70.0,27.0,23.0,23.0,65.0,64.0,60.0,61.0,49.0,28.0,16.0,8.0,7.0,1.0,8.0,2.0,18.0,32.0,31.0,15.0,10.0,12.0,33.0,27.0,24.0,30.0,23.0,21.0,11.0,5.0,3.0,1.0,1.0,2.0,1000.0,33.0,100.0,2.0,6.0,1.0,20.0,2.0,1.0,,,,,,
192626407,Борлланд,soulflayer,23.0,321.0,,,,,,50.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
241931171,Рыцарьшу,deathguard,14.0,4856.0,33.0,,,50.0,,50.0,75.0,68.0,47.0,62.0,,47.0,76.0,73.0,0.0,,,50.0,6.0,,,4.0,,4.0,20.0,19.0,15.0,21.0,,17.0,17.0,11.0,1.0,,,10.0,2.0,,,2.0,,2.0,15.0,13.0,7.0,13.0,,8.0,13.0,8.0,0.0,,,5.0,33.0,0.0,,3.0,1.0,,1.0,0.0,,,,,25.0,4.0,1.0
173841613,Муся,howling-fjord,42.0,751.0,100.0,,,50.0,,0.0,,,0.0,,,50.0,33.0,33.0,0.0,,,100.0,1.0,,,2.0,,1.0,,,1.0,,,4.0,3.0,3.0,2.0,,,1.0,1.0,,,1.0,,0.0,,,0.0,,,2.0,1.0,1.0,0.0,,,1.0,,50.0,,,2.0,,,1.0,,,,,,,
133977194,Тестастерон,eversong,6.0,6042.0,57.0,25.0,43.0,50.0,42.0,46.0,38.0,33.0,17.0,44.0,,100.0,50.0,,0.0,,,100.0,7.0,12.0,21.0,20.0,12.0,13.0,16.0,12.0,12.0,16.0,,1.0,2.0,,1.0,,,3.0,4.0,3.0,9.0,10.0,5.0,6.0,6.0,4.0,2.0,7.0,,1.0,1.0,,0.0,,,3.0,,25.0,,,4.0,,,1.0,,,,,,,
183298990,Аонида,soulflayer,11.0,94.0,,,,0.0,,,100.0,100.0,,,,50.0,0.0,100.0,,,,,,,,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,0.0,,,1.0,1.0,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
165305474,Мэллфорс,soulflayer,196.0,30158.0,11.0,52.0,68.0,84.0,82.0,33.0,78.0,62.0,71.0,60.0,68.0,,,,,,100.0,,9.0,46.0,47.0,31.0,33.0,12.0,41.0,40.0,51.0,55.0,34.0,,,,,,7.0,,1.0,24.0,32.0,26.0,27.0,4.0,32.0,25.0,36.0,33.0,23.0,,,,,,7.0,,,,,,,,,,,,,,,,
156094384,Pindos,stormscale,7.0,950.0,67.0,,,100.0,,,50.0,100.0,100.0,,,50.0,100.0,100.0,100.0,,,,3.0,,,1.0,,,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,100.0,,,2.0,,,2.0,,,,,,,
196137091,Pasladeter,archimonde,20.0,5103.0,57.0,,,33.0,,67.0,62.0,37.0,55.0,33.0,,63.0,57.0,67.0,0.0,,,50.0,7.0,,,9.0,,6.0,13.0,19.0,20.0,9.0,,27.0,21.0,9.0,3.0,,,12.0,4.0,,,3.0,,4.0,8.0,7.0,11.0,3.0,,17.0,12.0,6.0,0.0,,,6.0,33.0,20.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,,,,,,
192681831,Темиус,eversong,42.0,13459.0,44.0,,,45.0,,67.0,73.0,50.0,69.0,79.0,100.0,44.0,62.0,75.0,54.0,100.0,0.0,67.0,16.0,,,20.0,,12.0,15.0,12.0,13.0,19.0,1.0,16.0,13.0,12.0,13.0,1.0,1.0,6.0,7.0,,,9.0,,8.0,11.0,6.0,9.0,15.0,1.0,7.0,8.0,9.0,7.0,1.0,0.0,4.0,,27.0,33.0,,11.0,6.0,,3.0,2.0,,,,,,
138370560,Hyta,blackmoore,69.0,9716.0,52.0,,0.0,20.0,,50.0,60.0,71.0,52.0,45.0,67.0,25.0,50.0,43.0,29.0,,,56.0,25.0,,2.0,15.0,,14.0,20.0,24.0,21.0,20.0,9.0,20.0,24.0,28.0,7.0,,,9.0,13.0,,0.0,3.0,,7.0,12.0,17.0,11.0,9.0,6.0,5.0,12.0,12.0,2.0,,,5.0,,25.0,,,12.0,,,3.0,,,,,,,
243762459,Моргуличка,gordunni,12.0,667.0,33.0,,,,,75.0,,,50.0,100.0,,100.0,,100.0,100.0,,,,3.0,,,,,4.0,,,2.0,2.0,,1.0,,1.0,1.0,,,,1.0,,,,,3.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
185426758,Docshield,hyjal,5.0,1186.0,100.0,,,0.0,,,,100.0,33.0,100.0,,50.0,0.0,67.0,,,,100.0,1.0,,,3.0,,,,2.0,3.0,1.0,,2.0,1.0,3.0,,,,1.0,1.0,,,0.0,,,,2.0,1.0,1.0,,1.0,0.0,2.0,,,,1.0,,,60.0,,,5.0,,,3.0,,,,,,
246193645,Герайн,eversong,12.0,1844.0,,,,75.0,,0.0,50.0,0.0,100.0,,,,67.0,67.0,100.0,,,,,,,4.0,,2.0,4.0,1.0,2.0,,,,3.0,3.0,3.0,,,,,,,3.0,,0.0,2.0,0.0,2.0,,,,2.0,2.0,3.0,,,,,80.0,100.0,,5.0,1.0,,4.0,1.0,,,,,,
134335026,Нэофит,eversong,41.0,7875.0,0.0,,,75.0,,100.0,62.0,47.0,47.0,69.0,,90.0,65.0,56.0,,,67.0,40.0,1.0,,,16.0,,1.0,16.0,19.0,19.0,29.0,,20.0,20.0,16.0,,,3.0,15.0,0.0,,,12.0,,1.0,10.0,9.0,9.0,20.0,,18.0,13.0,9.0,,,2.0,6.0,,0.0,62.0,,2.0,8.0,,0.0,5.0,,,,,,
247470179,Кэйлес,soulflayer,5.0,2297.0,100.0,71.0,86.0,71.0,50.0,0.0,57.0,100.0,75.0,67.0,17.0,,,,,,,,1.0,7.0,7.0,7.0,8.0,1.0,7.0,8.0,4.0,6.0,6.0,,,,,,,,1.0,5.0,6.0,5.0,4.0,0.0,4.0,8.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
173241199,Ультрон,galakrond,4.0,1359.0,100.0,,,100.0,,50.0,0.0,67.0,0.0,33.0,,50.0,100.0,100.0,,,,33.0,2.0,,,5.0,,2.0,1.0,3.0,2.0,3.0,,2.0,1.0,1.0,,,,3.0,2.0,,,5.0,,1.0,0.0,2.0,0.0,1.0,,1.0,1.0,1.0,,,,1.0,,100.0,,,1.0,,,1.0,,,,,,,
196133658,Héphaîstø,elune,29.0,4687.0,100.0,33.0,0.0,67.0,,,50.0,29.0,38.0,50.0,33.0,57.0,33.0,38.0,50.0,,83.0,33.0,1.0,3.0,1.0,3.0,,,12.0,7.0,16.0,16.0,3.0,14.0,21.0,13.0,2.0,,6.0,12.0,1.0,1.0,0.0,2.0,,,6.0,2.0,6.0,8.0,1.0,8.0,7.0,5.0,1.0,,5.0,4.0,67.0,33.0,22.0,3.0,3.0,9.0,2.0,1.0,2.0,,,,,,
83889130,Scâren,zirkel-des-cenarius,2.0,10282.0,56.0,47.0,59.0,53.0,43.0,38.0,43.0,80.0,50.0,21.0,,,,,,,100.0,,61.0,62.0,39.0,43.0,23.0,16.0,7.0,10.0,4.0,14.0,,,,,,,4.0,,34.0,29.0,23.0,23.0,10.0,6.0,3.0,8.0,2.0,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,
172697800,Йерихон,deepholm,12.0,27521.0,58.0,52.0,41.0,46.0,45.0,64.0,51.0,25.0,36.0,100.0,33.0,100.0,100.0,100.0,29.0,,,50.0,38.0,82.0,79.0,57.0,47.0,44.0,41.0,4.0,42.0,4.0,3.0,1.0,2.0,3.0,7.0,,,2.0,22.0,43.0,32.0,26.0,21.0,28.0,21.0,1.0,15.0,4.0,1.0,1.0,2.0,3.0,2.0,,,1.0,,,0.0,,,1.0,,,0.0,,,,,,
18820223,Лайтмен,azuregos,8.0,9405.0,83.0,40.0,77.0,100.0,0.0,0.0,80.0,75.0,50.0,50.0,100.0,,,,0.0,,,,6.0,20.0,13.0,1.0,3.0,1.0,5.0,4.0,8.0,6.0,2.0,,,,1.0,,,,5.0,8.0,10.0,1.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,
157662037,Капсиз,soulflayer,33.0,1865.0,0.0,0.0,43.0,0.0,100.0,0.0,33.0,50.0,67.0,60.0,38.0,,0.0,,,,,,1.0,4.0,7.0,1.0,2.0,4.0,6.0,2.0,6.0,5.0,8.0,,1.0,,,,,,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,,0.0,,,,,,100.0,,,1.0,,,1.0,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2893.0,78.0,,,100.0,,17.0,50.0,100.0,100.0,100.0,,86.0,33.0,75.0,33.0,,0.0,0.0,9.0,,,4.0,,6.0,2.0,1.0,1.0,2.0,,7.0,3.0,4.0,6.0,,1.0,1.0,7.0,,,4.0,,1.0,1.0,1.0,1.0,2.0,,6.0,1.0,3.0,2.0,,0.0,0.0,100.0,0.0,,1.0,1.0,,1.0,0.0,,,,,,,
190883503,Светляк,gordunni,120.0,48937.0,63.0,59.0,46.0,50.0,56.0,60.0,47.0,51.0,51.0,54.0,56.0,84.0,67.0,40.0,,100.0,,60.0,67.0,215.0,180.0,100.0,97.0,58.0,145.0,68.0,164.0,89.0,50.0,19.0,15.0,10.0,,18.0,,5.0,42.0,126.0,83.0,50.0,54.0,35.0,68.0,35.0,84.0,48.0,28.0,16.0,10.0,4.0,,18.0,,3.0,,0.0,,,1.0,,,0.0,,,,,,,
156363333,Biosync,ravencrest,5.0,58.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,,,,,,,,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,,,,,,,,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
115920321,Гангарт,galakrond,46.0,6675.0,0.0,100.0,,,0.0,,,,0.0,,,,,,50.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,2.0,,,,0.0,1.0,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
139822585,Fruktjäntan,twisting-nether,10.0,1932.0,20.0,,,50.0,,50.0,25.0,0.0,56.0,56.0,,60.0,38.0,29.0,50.0,,,29.0,5.0,,,2.0,,2.0,4.0,1.0,9.0,9.0,,10.0,8.0,7.0,2.0,,,7.0,1.0,,,1.0,,1.0,1.0,0.0,5.0,5.0,,6.0,3.0,2.0,1.0,,,2.0,0.0,67.0,,2.0,3.0,,0.0,2.0,,,,,,,
242979823,Arethil,sylvanas,23.0,823.0,,,,100.0,,100.0,50.0,,0.0,100.0,,0.0,50.0,67.0,,,,17.0,,,,2.0,,1.0,6.0,,1.0,1.0,,1.0,2.0,3.0,,,,6.0,,,,2.0,,1.0,3.0,,0.0,1.0,,0.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
98896425,Paladonis,varimathras,23.0,3468.0,14.0,48.0,42.0,21.0,25.0,44.0,57.0,0.0,33.0,,,,,,,,,,7.0,25.0,12.0,14.0,4.0,9.0,7.0,1.0,9.0,,,,,,,,,,1.0,12.0,5.0,3.0,1.0,4.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
