character.id,character.name,character.realm.slug,honor_level,honorable_kills,Eye of the Storm win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Deepwind Gorge win_rate,Eye of the Storm played,Isle of Conquest played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Deepwind Gorge played,Eye of the Storm won,Isle of Conquest won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,Deepwind Gorge (Legacy) played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,Deepwind Gorge (Legacy) won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin win_rate,Arathi Basin Winter played,Arathi Basin played,Arathi Basin Winter won,Arathi Basin won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
202951751,Гспдь,eversong,13.0,502.0,,,50.0,,0.0,,,100.0,100.0,,,2.0,,1.0,,,2.0,1.0,,,1.0,,0.0,,,2.0,1.0,,,,,100.0,50.0,,,,,,,1.0,4.0,,,,,,,1.0,2.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,
100695388,Ileila,alleria,5.0,23717.0,42.0,17.0,33.0,,25.0,,,0.0,,24.0,12.0,3.0,,4.0,,,1.0,,10.0,2.0,1.0,,1.0,,,0.0,,52.0,57.0,36.0,33.0,29.0,,,,64.0,107.0,75.0,30.0,7.0,,,,33.0,61.0,27.0,10.0,2.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,
175307045,Рагноросища,galakrond,8.0,1361.0,0.0,100.0,0.0,,100.0,0.0,100.0,100.0,33.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,,1.0,0.0,1.0,1.0,1.0,,,,,,0.0,,67.0,,,,,,1.0,,3.0,,,,,,0.0,,2.0,,50.0,,4.0,,2.0,,,,100.0,2.0,2.0,,,,,,
139620834,Аксенрот,gordunni,35.0,26820.0,46.0,55.0,47.0,,53.0,,,,,92.0,110.0,101.0,,19.0,,,,,42.0,61.0,47.0,,10.0,,,,,43.0,43.0,33.0,39.0,54.0,84.0,53.0,,30.0,159.0,51.0,54.0,61.0,19.0,15.0,,13.0,69.0,17.0,21.0,33.0,16.0,8.0,,,,,,,,,,,,,,,,,,,
178973871,Iowene,silvermoon,74.0,11499.0,74.0,40.0,64.0,,20.0,,,,,19.0,5.0,11.0,,5.0,,,,,14.0,2.0,7.0,,1.0,,,,,39.0,61.0,44.0,56.0,74.0,100.0,0.0,,77.0,23.0,25.0,9.0,54.0,1.0,1.0,,30.0,14.0,11.0,5.0,40.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
175430797,Алнуэль,gordunni,8.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
247160183,Палстар,gordunni,37.0,5911.0,25.0,100.0,43.0,,43.0,,,,,16.0,5.0,7.0,,7.0,,,,,4.0,5.0,3.0,,3.0,,,,,67.0,27.0,33.0,57.0,83.0,67.0,67.0,0.0,3.0,11.0,3.0,7.0,6.0,12.0,9.0,2.0,2.0,3.0,1.0,4.0,5.0,8.0,6.0,0.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
241026765,Напалий,greymane,29.0,9851.0,65.0,67.0,64.0,,56.0,0.0,45.0,33.0,100.0,17.0,18.0,11.0,,16.0,2.0,11.0,3.0,2.0,11.0,12.0,7.0,,9.0,0.0,5.0,1.0,2.0,72.0,40.0,55.0,44.0,52.0,54.0,47.0,60.0,18.0,5.0,11.0,16.0,25.0,13.0,17.0,5.0,13.0,2.0,6.0,7.0,13.0,7.0,8.0,3.0,,0.0,,3.0,,0.0,,,,,,,,,,,,
65168902,Kiltdoga,throkferoth,99.0,19008.0,35.0,57.0,52.0,700.0,47.0,67.0,47.0,38.0,44.0,34.0,23.0,62.0,3.0,45.0,3.0,17.0,13.0,9.0,12.0,13.0,32.0,21.0,21.0,2.0,8.0,5.0,4.0,53.0,45.0,48.0,43.0,27.0,45.0,48.0,50.0,19.0,62.0,46.0,54.0,49.0,31.0,21.0,2.0,10.0,28.0,22.0,23.0,13.0,14.0,10.0,1.0,100.0,40.0,1.0,10.0,1.0,4.0,100.0,1.0,1.0,,,,,,,,,
180189519,Кадила,gordunni,16.0,1225.0,,,100.0,,,,0.0,,,,,1.0,,,,1.0,,,,,1.0,,,,0.0,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
193422617,Máye,outland,17.0,347.0,67.0,,,,0.0,,,,,3.0,,,,1.0,,,,,2.0,,,,0.0,,,,,0.0,,,,,0.0,,,1.0,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,33.0,,100.0,,33.0,,33.0,100.0,60.0,3.0,,2.0,,3.0,,6.0,1.0,5.0,1.0,,2.0,,1.0,,2.0,1.0,3.0,50.0,,,,0.0,100.0,,,4.0,,,,1.0,1.0,,,2.0,,,,0.0,1.0,,,,62.0,,8.0,,5.0,,,,,,,,,,,,
240445705,Рейвенхорн,greymane,28.0,23842.0,24.0,52.0,48.0,,50.0,,0.0,,,41.0,56.0,40.0,,10.0,,1.0,,,10.0,29.0,19.0,,5.0,,0.0,,,69.0,45.0,44.0,48.0,40.0,58.0,30.0,50.0,39.0,62.0,50.0,46.0,42.0,12.0,10.0,2.0,27.0,28.0,22.0,22.0,17.0,7.0,3.0,1.0,,,,,,,100.0,1.0,1.0,12.0,8.0,1.0,,,,,,
158017300,Primùs,argent-dawn,3.0,1118.0,,,100.0,,,,100.0,,0.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,0.0,0.0,,,,,50.0,,100.0,2.0,,,,,2.0,,3.0,0.0,,,,,1.0,,3.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
242780184,Кайси,gordunni,20.0,12.0,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83486803,Alehn,antonidas,41.0,22657.0,31.0,54.0,52.0,,0.0,0.0,100.0,,,107.0,61.0,44.0,,2.0,1.0,1.0,,,33.0,33.0,23.0,,0.0,0.0,1.0,,,48.0,43.0,37.0,40.0,50.0,20.0,,,64.0,104.0,119.0,100.0,30.0,5.0,,,31.0,45.0,44.0,40.0,15.0,1.0,,,,50.0,,2.0,,1.0,,,,0.0,7.0,0.0,,,,,,
181154955,Лоасинг,gordunni,8.0,1041.0,33.0,100.0,,,100.0,50.0,67.0,0.0,75.0,3.0,1.0,,,2.0,2.0,3.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,0.0,3.0,100.0,,,,100.0,50.0,,100.0,2.0,,,,2.0,2.0,,1.0,2.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
137693709,Попалка,galakrond,7.0,615.0,50.0,80.0,100.0,,,,,,,2.0,5.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,,100.0,,,,,100.0,,0.0,2.0,,,,,1.0,,2.0,2.0,,,,,1.0,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,
150984907,Тначара,azuregos,8.0,879.0,,100.0,0.0,,60.0,,,,,,1.0,1.0,,5.0,,,,,,1.0,0.0,,3.0,,,,,,46.0,0.0,50.0,100.0,0.0,100.0,,,13.0,1.0,2.0,1.0,4.0,3.0,,,6.0,0.0,1.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
77260794,Thija,blackhand,118.0,16739.0,73.0,73.0,50.0,,53.0,,500.0,,,15.0,140.0,16.0,,19.0,,2.0,,,11.0,102.0,8.0,,10.0,,10.0,,,42.0,57.0,81.0,50.0,39.0,62.0,38.0,,12.0,56.0,47.0,12.0,23.0,13.0,13.0,,5.0,32.0,38.0,6.0,9.0,8.0,5.0,,,,,,,,,,,50.0,6.0,3.0,,,,,,
240681520,Норкос,lich-king,1.0,3431.0,30.0,50.0,33.0,,100.0,,,,,10.0,14.0,6.0,,1.0,,,,,3.0,7.0,2.0,,1.0,,,,,22.0,43.0,71.0,50.0,29.0,,100.0,,9.0,14.0,7.0,14.0,7.0,,1.0,,2.0,6.0,5.0,7.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
173390509,Куллон,gordunni,6.0,64.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,
160969630,Бвонго,azuregos,27.0,3559.0,33.0,20.0,57.0,,50.0,50.0,67.0,57.0,33.0,3.0,5.0,7.0,,8.0,2.0,6.0,7.0,9.0,1.0,1.0,4.0,,4.0,1.0,4.0,4.0,3.0,0.0,75.0,0.0,0.0,0.0,57.0,100.0,100.0,2.0,4.0,3.0,2.0,1.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,100.0,,4.0,,4.0,,,,,100.0,2.0,2.0,,,,,,
171268022,Mentlock,thunderhorn,34.0,7219.0,50.0,74.0,62.0,,71.0,,63.0,65.0,,14.0,23.0,16.0,,14.0,,19.0,20.0,,7.0,17.0,10.0,,10.0,,12.0,13.0,,37.0,0.0,100.0,,64.0,50.0,65.0,38.0,27.0,2.0,1.0,,14.0,14.0,20.0,13.0,10.0,0.0,1.0,,9.0,7.0,13.0,5.0,33.0,53.0,3.0,17.0,1.0,9.0,100.0,5.0,5.0,,,,,,,,,
5260848,Lukester,auchindoun,7.0,23462.0,52.0,61.0,58.0,,47.0,,0.0,33.0,100.0,48.0,67.0,127.0,,15.0,,1.0,3.0,1.0,25.0,41.0,74.0,,7.0,,0.0,1.0,1.0,53.0,49.0,59.0,61.0,59.0,30.0,40.0,,51.0,144.0,88.0,64.0,81.0,23.0,5.0,,27.0,71.0,52.0,39.0,48.0,7.0,2.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,
163903754,Kíllmode,azjolnerub,12.0,5076.0,67.0,67.0,50.0,,71.0,,54.0,43.0,62.0,12.0,6.0,2.0,,7.0,,13.0,7.0,8.0,8.0,4.0,1.0,,5.0,,7.0,3.0,5.0,0.0,,,,40.0,75.0,40.0,25.0,5.0,,,,5.0,4.0,10.0,4.0,0.0,,,,2.0,3.0,4.0,1.0,100.0,88.0,1.0,8.0,1.0,7.0,100.0,2.0,2.0,25.0,8.0,2.0,,,,,,
170833679,Choxolo,cthun,17.0,4974.0,43.0,40.0,22.0,50.0,44.0,0.0,40.0,67.0,33.0,7.0,5.0,9.0,6.0,9.0,2.0,10.0,9.0,9.0,3.0,2.0,2.0,3.0,4.0,0.0,4.0,6.0,3.0,70.0,,,,25.0,50.0,,67.0,10.0,,,,4.0,6.0,,6.0,7.0,,,,1.0,3.0,,4.0,100.0,60.0,1.0,10.0,1.0,6.0,100.0,43.0,43.0,80.0,5.0,4.0,,,,,,
117657785,Боп,fordragon,22.0,3806.0,44.0,100.0,27.0,,62.0,0.0,67.0,0.0,,9.0,4.0,11.0,,8.0,2.0,3.0,1.0,,4.0,4.0,3.0,,5.0,0.0,2.0,0.0,,100.0,44.0,100.0,50.0,45.0,45.0,100.0,100.0,2.0,9.0,4.0,8.0,11.0,11.0,6.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,1.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
71149256,Æxô,blackmoore,23.0,8339.0,32.0,67.0,37.0,,44.0,,44.0,50.0,0.0,34.0,27.0,38.0,,16.0,,9.0,2.0,1.0,11.0,18.0,14.0,,7.0,,4.0,1.0,0.0,43.0,34.0,31.0,32.0,50.0,30.0,44.0,50.0,30.0,38.0,26.0,34.0,28.0,20.0,16.0,6.0,13.0,13.0,8.0,11.0,14.0,6.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
133583406,Потушу,soulflayer,12.0,383.0,,100.0,,,100.0,,,100.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,100.0,0.0,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,
245714582,Дроида,soulflayer,5.0,1098.0,100.0,0.0,0.0,,33.0,0.0,25.0,50.0,75.0,1.0,1.0,1.0,,3.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,3.0,0.0,,,,0.0,40.0,,0.0,2.0,,,,3.0,5.0,,2.0,0.0,,,,0.0,2.0,,0.0,,33.0,,3.0,,1.0,,,,,,,,,,,,
191467363,Bkhawk,frostmane,56.0,8744.0,50.0,46.0,58.0,200.0,71.0,75.0,57.0,33.0,75.0,12.0,13.0,12.0,1.0,7.0,4.0,7.0,3.0,8.0,6.0,6.0,7.0,2.0,5.0,3.0,4.0,1.0,6.0,33.0,25.0,29.0,43.0,40.0,43.0,100.0,43.0,12.0,4.0,14.0,7.0,5.0,7.0,1.0,14.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,6.0,,64.0,,14.0,,9.0,,,,,,,,,,,,
112822523,Hyros,khazgoroth,28.0,4836.0,38.0,67.0,47.0,,53.0,,0.0,0.0,,13.0,6.0,19.0,,15.0,,1.0,1.0,,5.0,4.0,9.0,,8.0,,0.0,0.0,,0.0,44.0,73.0,50.0,47.0,50.0,60.0,,1.0,16.0,11.0,12.0,19.0,18.0,10.0,,0.0,7.0,8.0,6.0,9.0,9.0,6.0,,,,,,,,,,,,,,,,,,,
63211228,Bragi,aggramar,33.0,10186.0,38.0,36.0,50.0,,75.0,0.0,50.0,100.0,33.0,8.0,11.0,8.0,,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,,3.0,0.0,2.0,2.0,1.0,64.0,50.0,45.0,60.0,46.0,40.0,,67.0,58.0,105.0,20.0,5.0,13.0,5.0,,3.0,37.0,52.0,9.0,3.0,6.0,2.0,,2.0,,100.0,,5.0,,5.0,,,,,,,,,,,,
175495365,Фрига,galakrond,14.0,4640.0,31.0,64.0,78.0,,50.0,33.0,0.0,50.0,60.0,16.0,11.0,9.0,,6.0,3.0,5.0,16.0,5.0,5.0,7.0,7.0,,3.0,1.0,0.0,8.0,3.0,38.0,,,,20.0,50.0,,33.0,8.0,,,,5.0,6.0,,6.0,3.0,,,,1.0,3.0,,2.0,,43.0,,7.0,,3.0,,,,,,,,,,,,
128957568,Aeth,argent-dawn,9.0,700.0,40.0,0.0,0.0,,0.0,,50.0,50.0,100.0,5.0,1.0,1.0,,1.0,,2.0,2.0,1.0,2.0,0.0,0.0,,0.0,,1.0,1.0,1.0,100.0,0.0,,,100.0,0.0,,,1.0,1.0,,,1.0,2.0,,,1.0,0.0,,,1.0,0.0,,,,0.0,,2.0,,0.0,,,,,,,,,,,,
217146555,Whiteknight,sylvanas,21.0,236.0,100.0,,0.0,100.0,100.0,,,,75.0,1.0,,1.0,1.0,2.0,,,,4.0,1.0,,0.0,1.0,2.0,,,,3.0,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
193682565,Bumblebum,silvermoon,9.0,3024.0,80.0,75.0,75.0,,0.0,57.0,0.0,50.0,100.0,5.0,4.0,4.0,,4.0,7.0,4.0,6.0,1.0,4.0,3.0,3.0,,0.0,4.0,0.0,3.0,1.0,50.0,,,,25.0,0.0,,50.0,2.0,,,,4.0,2.0,,6.0,1.0,,,,1.0,0.0,,3.0,,,,,,,,,,,,,,,,,,
136913529,Erackñ,uldaman,20.0,740.0,,,25.0,0.0,50.0,,50.0,0.0,33.0,,,4.0,2.0,4.0,,4.0,3.0,3.0,,,1.0,0.0,2.0,,2.0,0.0,1.0,,,,,100.0,0.0,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,,67.0,,3.0,,2.0,,,,,,,,,,,,
176492055,Mänoplas,dun-modr,9.0,1098.0,100.0,,100.0,50.0,75.0,100.0,50.0,44.0,75.0,1.0,,1.0,2.0,4.0,1.0,2.0,9.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,4.0,3.0,,,,,33.0,50.0,,0.0,,,,,3.0,4.0,,1.0,,,,,1.0,2.0,,0.0,,40.0,,5.0,,2.0,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13330.0,60.0,100.0,52.0,,75.0,50.0,72.0,68.0,65.0,47.0,2.0,29.0,,40.0,2.0,32.0,25.0,23.0,28.0,2.0,15.0,,30.0,1.0,23.0,17.0,15.0,0.0,33.0,100.0,,55.0,60.0,86.0,100.0,3.0,6.0,1.0,,31.0,35.0,7.0,1.0,0.0,2.0,1.0,,17.0,21.0,6.0,1.0,100.0,56.0,1.0,18.0,1.0,10.0,100.0,1.0,1.0,25.0,4.0,1.0,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,,,,,100.0,100.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
158076754,Заулка,azuregos,10.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
72277457,Silvercito,dun-modr,16.0,4743.0,56.0,29.0,64.0,,50.0,,100.0,,,9.0,7.0,14.0,,4.0,,1.0,,,5.0,2.0,9.0,,2.0,,1.0,,,33.0,42.0,69.0,75.0,58.0,50.0,60.0,,3.0,19.0,13.0,16.0,12.0,2.0,5.0,,1.0,8.0,9.0,12.0,7.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
73771904,Ðuvel,antonidas,6.0,18954.0,55.0,59.0,35.0,,46.0,,,0.0,,38.0,39.0,20.0,,13.0,,,1.0,,21.0,23.0,7.0,,6.0,,,0.0,,44.0,57.0,37.0,74.0,64.0,33.0,,0.0,48.0,47.0,46.0,42.0,28.0,12.0,,2.0,21.0,27.0,17.0,31.0,18.0,4.0,,0.0,,0.0,,1.0,,0.0,100.0,12.0,12.0,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,33.0,0.0,0.0,,67.0,67.0,50.0,80.0,43.0,3.0,1.0,1.0,,3.0,3.0,4.0,5.0,7.0,1.0,0.0,0.0,,2.0,2.0,2.0,4.0,3.0,100.0,,,,12.0,100.0,,100.0,2.0,,,,8.0,2.0,,2.0,2.0,,,,1.0,2.0,,2.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,62.0,57.0,56.0,,67.0,,67.0,33.0,56.0,165.0,70.0,181.0,,153.0,,6.0,3.0,9.0,103.0,40.0,102.0,,102.0,,4.0,1.0,5.0,57.0,63.0,58.0,58.0,70.0,67.0,73.0,33.0,130.0,206.0,146.0,123.0,201.0,147.0,79.0,3.0,74.0,129.0,84.0,71.0,140.0,99.0,58.0,1.0,100.0,25.0,1.0,4.0,1.0,1.0,100.0,2.0,2.0,,,,,,,,,
140751707,Golbam,hyjal,9.0,4614.0,20.0,22.0,33.0,,75.0,0.0,100.0,67.0,,5.0,9.0,3.0,,8.0,2.0,1.0,3.0,,1.0,2.0,1.0,,6.0,0.0,1.0,2.0,,14.0,60.0,100.0,50.0,67.0,43.0,20.0,0.0,14.0,5.0,1.0,2.0,3.0,7.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,,0.0,,1.0,,0.0,,,,100.0,1.0,1.0,,,,,,
156795128,Déstial,ravencrest,14.0,12530.0,51.0,44.0,57.0,,100.0,,0.0,,,35.0,25.0,37.0,,1.0,,2.0,,,18.0,11.0,21.0,,1.0,,0.0,,,33.0,44.0,52.0,54.0,54.0,0.0,,,51.0,135.0,40.0,56.0,39.0,1.0,,,17.0,60.0,21.0,30.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,
97687989,Хашвальт,azuregos,5.0,2233.0,57.0,100.0,43.0,,33.0,,,,,7.0,1.0,7.0,,6.0,,,,,4.0,1.0,3.0,,2.0,,,,,33.0,30.0,40.0,0.0,60.0,33.0,20.0,,6.0,10.0,5.0,2.0,5.0,3.0,5.0,,2.0,3.0,2.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
237899031,Бабблгёрл,borean-tundra,5.0,594.0,50.0,,100.0,,100.0,,0.0,0.0,0.0,4.0,,1.0,,2.0,,1.0,1.0,2.0,2.0,,1.0,,2.0,,0.0,0.0,0.0,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,33.0,,3.0,,1.0,,,,,,,,,,,,
197999120,Scála,aegwynn,7.0,2259.0,12.0,83.0,0.0,,50.0,100.0,67.0,50.0,0.0,8.0,6.0,1.0,,2.0,3.0,3.0,2.0,1.0,1.0,5.0,0.0,,1.0,3.0,2.0,1.0,0.0,57.0,,,,50.0,50.0,,57.0,7.0,,,,2.0,6.0,,7.0,4.0,,,,1.0,3.0,,4.0,,0.0,,3.0,,0.0,,,,,,,,,,,,
174275919,Кондер,gordunni,15.0,4328.0,62.0,100.0,20.0,,67.0,0.0,20.0,40.0,,8.0,2.0,5.0,,3.0,1.0,5.0,5.0,,5.0,2.0,1.0,,2.0,0.0,1.0,2.0,,50.0,0.0,50.0,,67.0,75.0,33.0,100.0,2.0,1.0,2.0,,3.0,4.0,3.0,3.0,1.0,0.0,1.0,,2.0,3.0,1.0,3.0,,50.0,,2.0,,1.0,100.0,1.0,1.0,0.0,6.0,0.0,,,,,,
244701574,Имбиристая,azuregos,34.0,1012.0,50.0,,100.0,,67.0,100.0,40.0,50.0,50.0,2.0,,1.0,,3.0,1.0,5.0,2.0,4.0,1.0,,1.0,,2.0,1.0,2.0,1.0,2.0,,,,,40.0,100.0,,0.0,,,,,5.0,2.0,,2.0,,,,,2.0,2.0,,0.0,100.0,50.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
169704204,Аанндд,fordragon,14.0,5459.0,0.0,55.0,40.0,,67.0,47.0,67.0,75.0,67.0,3.0,20.0,10.0,,9.0,17.0,9.0,4.0,3.0,0.0,11.0,4.0,,6.0,8.0,6.0,3.0,2.0,50.0,,,,18.0,29.0,,50.0,20.0,,,,11.0,7.0,,14.0,10.0,,,,2.0,2.0,,7.0,,50.0,,4.0,,2.0,,,,,,,,,,,,
193398690,Годдкинг,gordunni,7.0,13817.0,71.0,15.0,39.0,,47.0,,50.0,0.0,100.0,38.0,13.0,33.0,,47.0,,8.0,1.0,1.0,27.0,2.0,13.0,,22.0,,4.0,0.0,1.0,11.0,41.0,43.0,54.0,47.0,57.0,66.0,50.0,9.0,34.0,37.0,37.0,34.0,42.0,41.0,2.0,1.0,14.0,16.0,20.0,16.0,24.0,27.0,1.0,,0.0,,1.0,,0.0,,,,67.0,3.0,2.0,,,,,,
154391767,Elidir,ravencrest,4.0,189.0,,,0.0,,,,0.0,,,,,1.0,,,,1.0,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,1.0,,1.0,,,,,,0.0,,0.0,0.0,100.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,
243619144,Кинги,soulflayer,3.0,520.0,,0.0,,,,100.0,,,,,1.0,,,,1.0,,,,,0.0,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,
185755972,Аэктаан,gordunni,26.0,4811.0,78.0,50.0,67.0,,46.0,0.0,57.0,55.0,50.0,9.0,4.0,9.0,,13.0,1.0,7.0,11.0,4.0,7.0,2.0,6.0,,6.0,0.0,4.0,6.0,2.0,75.0,100.0,67.0,,62.0,0.0,50.0,50.0,4.0,2.0,3.0,,13.0,6.0,4.0,2.0,3.0,2.0,2.0,,8.0,0.0,2.0,1.0,100.0,100.0,3.0,6.0,3.0,6.0,,,,,,,,,,,,
171867339,Palerm,eldrethalas,39.0,17420.0,55.0,49.0,21.0,,36.0,67.0,50.0,17.0,,47.0,49.0,14.0,,11.0,3.0,2.0,6.0,,26.0,24.0,3.0,,4.0,2.0,1.0,1.0,,48.0,54.0,54.0,50.0,40.0,80.0,33.0,100.0,40.0,39.0,35.0,38.0,15.0,10.0,3.0,5.0,19.0,21.0,19.0,19.0,6.0,8.0,1.0,5.0,100.0,25.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,
201992719,Термоусат,eversong,16.0,2328.0,83.0,,60.0,,62.0,100.0,40.0,43.0,60.0,6.0,,5.0,,8.0,1.0,5.0,7.0,5.0,5.0,,3.0,,5.0,1.0,2.0,3.0,3.0,50.0,,,,25.0,0.0,,100.0,2.0,,,,4.0,5.0,,1.0,1.0,,,,1.0,0.0,,1.0,100.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,100.0,1.0,1.0
81103851,Hêllsing,temple-noir,17.0,49215.0,50.0,35.0,42.0,,40.0,,75.0,71.0,,107.0,94.0,43.0,,63.0,,4.0,7.0,,54.0,33.0,18.0,,25.0,,3.0,5.0,,42.0,52.0,53.0,47.0,38.0,49.0,38.0,100.0,182.0,362.0,234.0,102.0,55.0,53.0,32.0,1.0,77.0,187.0,123.0,48.0,21.0,26.0,12.0,1.0,50.0,0.0,2.0,1.0,1.0,0.0,100.0,1.0,1.0,88.0,8.0,7.0,,,,,,
105400386,Афурион,fordragon,12.0,334.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
16524690,Мистыч,gordunni,3.0,2381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
183218155,Arthhur,silvermoon,5.0,49537.0,39.0,62.0,50.0,,45.0,,0.0,100.0,,99.0,114.0,110.0,,42.0,,1.0,2.0,,39.0,71.0,55.0,,19.0,,0.0,2.0,,56.0,49.0,48.0,40.0,57.0,45.0,50.0,67.0,209.0,421.0,180.0,94.0,167.0,49.0,16.0,3.0,118.0,207.0,86.0,38.0,96.0,22.0,8.0,2.0,100.0,,1.0,,1.0,,,,,0.0,1.0,0.0,,,,,,
186303395,Rinnon,silvermoon,33.0,519.0,0.0,100.0,,,,0.0,50.0,,67.0,1.0,1.0,,,,3.0,4.0,,3.0,0.0,1.0,,,,0.0,2.0,,2.0,,,,,,50.0,,0.0,,,,,,2.0,,1.0,,,,,,1.0,,0.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
