character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
124066849,Langbart,alexstrasza,15.0,4227.0,33.0,,,80.0,,62.0,25.0,33.0,40.0,17.0,100.0,6.0,,,5.0,,13.0,4.0,3.0,10.0,6.0,1.0,2.0,,,4.0,,8.0,1.0,1.0,4.0,1.0,1.0,80.0,,20.0,38.0,60.0,100.0,100.0,0.0,5.0,,5.0,8.0,5.0,2.0,1.0,1.0,4.0,,1.0,3.0,3.0,2.0,1.0,0.0,17.0,6.0,1.0,,,,,,,,,
193682565,Bumblebum,silvermoon,9.0,3024.0,50.0,,,80.0,,75.0,25.0,0.0,75.0,0.0,,2.0,,,5.0,,4.0,4.0,2.0,4.0,4.0,,1.0,,,4.0,,3.0,1.0,0.0,3.0,0.0,,57.0,,0.0,50.0,,50.0,,,7.0,,4.0,6.0,,6.0,,,4.0,,0.0,3.0,,3.0,,,100.0,1.0,1.0,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,38.0,35.0,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,45.0,17.0,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,17.0,6.0,,0.0,67.0,33.0,,,,,,1.0,12.0,3.0,,,,,,0.0,8.0,1.0,,,,,,,,,,,,,,,,
154745985,Inkeipan,antonidas,13.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
146754623,Palladini,blackrock,6.0,944.0,0.0,,,100.0,,100.0,100.0,50.0,100.0,0.0,,1.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,,0.0,,,2.0,,1.0,2.0,1.0,1.0,0.0,,,0.0,0.0,,,0.0,100.0,,,1.0,2.0,,,2.0,4.0,,,0.0,0.0,,,0.0,4.0,,,,,,,,,,,,,
130827715,Jukebóx,silvermoon,7.0,2236.0,100.0,43.0,25.0,83.0,0.0,60.0,,33.0,0.0,100.0,75.0,2.0,7.0,4.0,6.0,1.0,5.0,,3.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,0.0,3.0,,1.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28904156,Айлав,deathguard,5.0,5515.0,65.0,22.0,67.0,80.0,57.0,60.0,50.0,,100.0,,,17.0,9.0,6.0,5.0,7.0,20.0,2.0,,1.0,,,11.0,2.0,4.0,4.0,4.0,12.0,1.0,,1.0,,,,0.0,0.0,100.0,100.0,50.0,,,,1.0,1.0,1.0,1.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,
41473927,Куорич,fordragon,7.0,14897.0,62.0,30.0,56.0,49.0,66.0,61.0,48.0,33.0,45.0,67.0,,21.0,43.0,41.0,43.0,127.0,33.0,27.0,3.0,20.0,3.0,,13.0,13.0,23.0,21.0,84.0,20.0,13.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,,,,,1.0,2.0,,,,,,,0.0,0.0,,,33.0,3.0,1.0,,,,,,,,,
153493141,Eclairage,krasus,18.0,2081.0,86.0,0.0,50.0,33.0,20.0,67.0,60.0,17.0,20.0,0.0,29.0,7.0,1.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,4.0,7.0,6.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,,,50.0,,,100.0,,,,,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
153959746,Oink,antonidas,16.0,99.0,,,,,,,100.0,,100.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
143718641,Магннолия,howling-fjord,35.0,654.0,100.0,,,0.0,,,0.0,,100.0,100.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,1.0,1.0,,,,,60.0,,100.0,,,,,,5.0,,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,
175760203,Vayki,hyjal,5.0,8510.0,45.0,57.0,43.0,50.0,50.0,64.0,,,100.0,,,20.0,23.0,21.0,18.0,16.0,11.0,,,1.0,,,9.0,13.0,9.0,9.0,8.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226352059,Thaluun,sylvanas,3.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
79979616,Àlb,frostwolf,72.0,136.0,,,67.0,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146988173,Vyuna,thrall,9.0,1579.0,,,,25.0,,,40.0,60.0,17.0,100.0,,,,,4.0,,,5.0,5.0,6.0,2.0,,,,,1.0,,,2.0,3.0,1.0,2.0,,,,50.0,50.0,50.0,100.0,,,,,2.0,2.0,6.0,2.0,,,,,1.0,1.0,3.0,2.0,,,50.0,2.0,1.0,,,,,,,,,
159189548,Драгман,howling-fjord,33.0,2678.0,100.0,,,,,67.0,25.0,100.0,100.0,,0.0,1.0,,,,,3.0,4.0,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,0.0,,,,100.0,,0.0,100.0,100.0,,,,1.0,,1.0,2.0,6.0,,,,1.0,,0.0,2.0,6.0,100.0,1.0,1.0,,,,,,,,,
190310367,Аконади,gordunni,91.0,2465.0,0.0,,,50.0,,100.0,0.0,67.0,,100.0,75.0,1.0,,,2.0,,1.0,2.0,3.0,,1.0,4.0,0.0,,,1.0,,1.0,0.0,2.0,,1.0,3.0,0.0,,100.0,0.0,0.0,100.0,,,1.0,,1.0,3.0,1.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,
22310978,Афэнди,fordragon,3.0,33870.0,48.0,44.0,49.0,36.0,47.0,42.0,50.0,0.0,,100.0,,97.0,59.0,55.0,45.0,34.0,33.0,2.0,1.0,,2.0,,47.0,26.0,27.0,16.0,16.0,14.0,1.0,0.0,,2.0,,100.0,0.0,0.0,0.0,100.0,100.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,0.0,0.0,0.0,1.0,1.0,,,100.0,1.0,1.0,850.0,2.0,17.0,,,,,,
38758167,Хелиука,galakrond,45.0,26052.0,41.0,36.0,39.0,62.0,61.0,38.0,41.0,27.0,52.0,41.0,44.0,34.0,33.0,31.0,29.0,23.0,34.0,37.0,22.0,31.0,17.0,9.0,14.0,12.0,12.0,18.0,14.0,13.0,15.0,6.0,16.0,7.0,4.0,0.0,100.0,100.0,60.0,60.0,50.0,,50.0,2.0,2.0,7.0,5.0,5.0,14.0,,2.0,0.0,2.0,7.0,3.0,3.0,7.0,,1.0,,,,,,,,,,,,
21441419,Clariana,dethecus,21.0,10319.0,53.0,59.0,82.0,57.0,58.0,100.0,48.0,36.0,55.0,31.0,50.0,15.0,54.0,50.0,47.0,52.0,2.0,25.0,11.0,20.0,13.0,6.0,8.0,32.0,41.0,27.0,30.0,2.0,12.0,4.0,11.0,4.0,3.0,33.0,50.0,92.0,33.0,36.0,80.0,,,3.0,4.0,12.0,6.0,11.0,5.0,,,1.0,2.0,11.0,2.0,4.0,4.0,,,91.0,11.0,10.0,867.0,3.0,26.0,,,,,,
145382537,Ohwhy,the-maelstrom,58.0,2268.0,0.0,,,100.0,,33.0,100.0,0.0,,0.0,100.0,3.0,,,1.0,,3.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,,1.0,1.0,0.0,,0.0,1.0,50.0,67.0,,50.0,,0.0,,,2.0,3.0,,2.0,,1.0,,,1.0,2.0,,1.0,,0.0,,,100.0,1.0,1.0,,,,,,,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,42.0,25.0,0.0,44.0,,50.0,14.0,0.0,33.0,50.0,31.0,12.0,4.0,6.0,9.0,,20.0,7.0,2.0,3.0,10.0,16.0,5.0,1.0,0.0,4.0,,10.0,1.0,0.0,1.0,5.0,5.0,,,43.0,0.0,67.0,100.0,100.0,0.0,,,7.0,1.0,3.0,4.0,1.0,1.0,,,3.0,0.0,2.0,4.0,1.0,0.0,,,,,,,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,50.0,,,86.0,,78.0,80.0,50.0,33.0,100.0,100.0,4.0,,,7.0,,9.0,5.0,4.0,3.0,3.0,1.0,2.0,,,6.0,,7.0,4.0,2.0,1.0,3.0,1.0,,,75.0,47.0,0.0,73.0,,,,,4.0,19.0,2.0,11.0,,,,,3.0,9.0,0.0,8.0,,,,,,0.0,1.0,0.0,,,,,,
123450366,Dayls,uldaman,21.0,19725.0,58.0,44.0,44.0,57.0,60.0,67.0,55.0,57.0,33.0,64.0,0.0,36.0,43.0,36.0,44.0,42.0,6.0,11.0,7.0,6.0,11.0,1.0,21.0,19.0,16.0,25.0,25.0,4.0,6.0,4.0,2.0,7.0,0.0,33.0,100.0,50.0,38.0,17.0,0.0,,,3.0,1.0,8.0,8.0,6.0,3.0,,,1.0,1.0,4.0,3.0,1.0,0.0,,,60.0,5.0,3.0,,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,,,,,,,0.0,,0.0,,,,,,,,,1.0,,2.0,,,,,,,,,0.0,,0.0,,,100.0,,,,0.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,
55807187,Soon,grim-batol,83.0,64957.0,54.0,56.0,53.0,59.0,48.0,51.0,64.0,45.0,71.0,68.0,100.0,169.0,168.0,175.0,153.0,114.0,128.0,55.0,44.0,87.0,50.0,3.0,91.0,94.0,93.0,91.0,55.0,65.0,35.0,20.0,62.0,34.0,3.0,20.0,,68.0,57.0,82.0,56.0,100.0,0.0,5.0,,41.0,47.0,44.0,16.0,28.0,5.0,1.0,,28.0,27.0,36.0,9.0,28.0,0.0,71.0,42.0,30.0,,,,,,,,,
166455008,Consecratío,gilneas,14.0,707.0,0.0,,,100.0,100.0,,50.0,0.0,,0.0,,2.0,,,1.0,1.0,,2.0,1.0,,2.0,,0.0,,,1.0,1.0,,1.0,0.0,,0.0,,100.0,,,100.0,100.0,,,,2.0,,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,45.0,22.0,38.0,70.0,20.0,,0.0,,,,17.0,11.0,9.0,13.0,10.0,10.0,,1.0,,,,11.0,5.0,2.0,5.0,7.0,2.0,,0.0,,,,,,,100.0,,100.0,100.0,,,,,1.0,,1.0,11.0,,,,,1.0,,1.0,11.0,,,,,,,,,,,,,
153170910,Irondeath,malganis,14.0,8152.0,55.0,41.0,57.0,25.0,62.0,36.0,60.0,80.0,60.0,57.0,40.0,31.0,44.0,35.0,4.0,13.0,11.0,5.0,5.0,5.0,7.0,5.0,17.0,18.0,20.0,1.0,8.0,4.0,3.0,4.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159145308,Lanthariel,culte-de-la-rive-noire,2.0,361.0,,,,,,,100.0,0.0,,100.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,1.0,0.0,,2.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,100.0,1.0,1.0,,,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,49.0,11.0,60.0,,100.0,100.0,40.0,100.0,50.0,,8.0,35.0,9.0,5.0,,5.0,1.0,5.0,1.0,2.0,,4.0,17.0,1.0,3.0,,5.0,1.0,2.0,1.0,1.0,,50.0,100.0,100.0,0.0,,100.0,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.0,,1.0,,,0.0,2.0,0.0,,,,,,,,,
191911674,Baelthor,pozzo-delleternità,11.0,207.0,0.0,,,,,0.0,,,100.0,,,1.0,,,,,1.0,,,1.0,,,0.0,,,,,0.0,,,1.0,,,,,50.0,0.0,0.0,,,,,,2.0,1.0,2.0,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
119153292,Потемкинь,howling-fjord,48.0,2692.0,33.0,50.0,67.0,75.0,,60.0,25.0,67.0,67.0,62.0,50.0,6.0,6.0,6.0,4.0,,5.0,4.0,6.0,9.0,8.0,6.0,2.0,3.0,4.0,3.0,,3.0,1.0,4.0,6.0,5.0,3.0,33.0,,0.0,80.0,0.0,67.0,,,3.0,,3.0,5.0,2.0,3.0,,,1.0,,0.0,4.0,0.0,2.0,,,0.0,1.0,0.0,,,,,,,,,
142141262,Торосс,howling-fjord,8.0,421.0,,12.0,,,,,0.0,100.0,,0.0,,,8.0,,,,,1.0,1.0,,2.0,,,1.0,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,64.0,46.0,33.0,64.0,61.0,50.0,57.0,51.0,62.0,64.0,67.0,22.0,13.0,12.0,36.0,23.0,20.0,44.0,39.0,42.0,47.0,12.0,14.0,6.0,4.0,23.0,14.0,10.0,25.0,20.0,26.0,30.0,8.0,0.0,56.0,57.0,43.0,57.0,33.0,,,2.0,9.0,23.0,35.0,14.0,12.0,,,0.0,5.0,13.0,15.0,8.0,4.0,,,44.0,18.0,8.0,,,,,,,,,
161601034,Кайдрен,soulflayer,21.0,4045.0,0.0,60.0,,50.0,,80.0,50.0,40.0,83.0,33.0,25.0,2.0,5.0,,2.0,,5.0,4.0,5.0,6.0,3.0,4.0,0.0,3.0,,1.0,,4.0,2.0,2.0,5.0,1.0,1.0,50.0,,40.0,,50.0,50.0,,0.0,2.0,,5.0,,2.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,,0.0,100.0,1.0,1.0,100.0,1.0,1.0,,,,100.0,1.0,1.0
188967399,Artritos,silvermoon,22.0,2410.0,100.0,,,100.0,,100.0,67.0,17.0,44.0,70.0,,1.0,,,6.0,,1.0,9.0,6.0,9.0,10.0,,1.0,,,6.0,,1.0,6.0,1.0,4.0,7.0,,,,50.0,20.0,80.0,,,0.0,,,6.0,5.0,10.0,,,1.0,,,3.0,1.0,8.0,,,0.0,40.0,5.0,2.0,,,,,,,,,
86133261,Zealac,blackmoore,48.0,32949.0,53.0,62.0,70.0,64.0,53.0,39.0,62.0,87.0,45.0,82.0,67.0,68.0,164.0,70.0,55.0,47.0,23.0,26.0,15.0,22.0,22.0,3.0,36.0,102.0,49.0,35.0,25.0,9.0,16.0,13.0,10.0,18.0,2.0,100.0,,50.0,,67.0,,,,1.0,,2.0,,3.0,,,,1.0,,1.0,,2.0,,,,50.0,2.0,1.0,,,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,100.0,50.0,100.0,50.0,,100.0,12.0,73.0,88.0,75.0,100.0,1.0,4.0,1.0,6.0,,1.0,8.0,11.0,8.0,12.0,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,8.0,7.0,9.0,1.0,50.0,,100.0,83.0,67.0,,,,2.0,,7.0,6.0,6.0,,,,1.0,,7.0,5.0,4.0,,,,67.0,6.0,4.0,,,,,,,,,
148086777,Префект,fordragon,60.0,9745.0,57.0,56.0,59.0,83.0,100.0,43.0,38.0,67.0,57.0,55.0,64.0,7.0,9.0,17.0,6.0,3.0,7.0,13.0,24.0,21.0,22.0,14.0,4.0,5.0,10.0,5.0,3.0,3.0,5.0,16.0,12.0,12.0,9.0,0.0,,58.0,100.0,25.0,50.0,,,1.0,,12.0,3.0,4.0,6.0,,,0.0,,7.0,3.0,1.0,3.0,,,100.0,2.0,2.0,,,,,,,,,
201606331,Сэйша,goldrinn,5.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
150807740,Otto,elune,29.0,7748.0,70.0,67.0,100.0,50.0,,59.0,67.0,44.0,57.0,88.0,50.0,20.0,3.0,1.0,10.0,,17.0,9.0,9.0,7.0,8.0,2.0,14.0,2.0,1.0,5.0,,10.0,6.0,4.0,4.0,7.0,1.0,33.0,33.0,75.0,67.0,50.0,55.0,,,3.0,6.0,4.0,3.0,6.0,11.0,,,1.0,2.0,3.0,2.0,3.0,6.0,,,50.0,10.0,5.0,,,,,,,,,
237884474,Wahar,ghostlands,16.0,3795.0,50.0,67.0,50.0,100.0,100.0,0.0,50.0,0.0,0.0,20.0,0.0,22.0,6.0,10.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,11.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247523901,Продамбабл,gordunni,7.0,19053.0,25.0,50.0,58.0,38.0,48.0,54.0,33.0,50.0,17.0,25.0,,8.0,113.0,19.0,26.0,25.0,24.0,3.0,2.0,6.0,4.0,,2.0,57.0,11.0,10.0,12.0,13.0,1.0,1.0,1.0,1.0,,33.0,67.0,50.0,33.0,25.0,50.0,,,6.0,3.0,2.0,3.0,4.0,6.0,,,2.0,2.0,1.0,1.0,1.0,3.0,,,33.0,3.0,1.0,,,,,,,,,
83425858,Gawonga,frostwolf,2.0,1528.0,50.0,50.0,,100.0,,100.0,50.0,0.0,,50.0,,2.0,2.0,,2.0,,1.0,2.0,2.0,,2.0,,1.0,1.0,,2.0,,1.0,1.0,0.0,,1.0,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
172312734,Стрелкенс,howling-fjord,22.0,1587.0,50.0,,,20.0,,0.0,100.0,100.0,,100.0,,2.0,,,5.0,,3.0,1.0,1.0,,1.0,,1.0,,,1.0,,0.0,1.0,1.0,,1.0,,50.0,,50.0,33.0,100.0,50.0,,,2.0,,2.0,3.0,3.0,2.0,,,1.0,,1.0,1.0,3.0,1.0,,,50.0,2.0,1.0,,,,,,,,,
200556505,Намад,gordunni,33.0,816.0,,,,100.0,,0.0,0.0,100.0,,,,,,,2.0,,2.0,1.0,1.0,,,,,,,2.0,,0.0,0.0,1.0,,,,100.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,100.0,1.0,1.0,,,,,,,,,
176205827,Skyhuk,magtheridon,9.0,1641.0,75.0,,,100.0,,67.0,,25.0,67.0,75.0,,4.0,,,1.0,,3.0,,4.0,3.0,4.0,,3.0,,,1.0,,2.0,,1.0,2.0,3.0,,67.0,100.0,50.0,50.0,20.0,50.0,,,3.0,1.0,6.0,2.0,5.0,2.0,,,2.0,1.0,3.0,1.0,1.0,1.0,,,100.0,4.0,4.0,,,,,,,,,
87854944,Deftonx,stormscale,94.0,1481.0,7.0,33.0,25.0,33.0,75.0,0.0,60.0,80.0,38.0,50.0,33.0,15.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0,2.0,1.0,100.0,,100.0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,33.0,3.0,1.0,,,,,,,,,
91207120,Dèeper,chants-éternels,36.0,7839.0,53.0,43.0,47.0,50.0,100.0,55.0,35.0,44.0,40.0,62.0,55.0,17.0,21.0,17.0,24.0,1.0,11.0,17.0,18.0,20.0,16.0,11.0,9.0,9.0,8.0,12.0,1.0,6.0,6.0,8.0,8.0,10.0,6.0,12.0,60.0,78.0,33.0,50.0,38.0,,,8.0,5.0,9.0,9.0,2.0,8.0,,,1.0,3.0,7.0,3.0,1.0,3.0,,,,,,,,,,,,,,
64455664,Bulbizarre,medivh,10.0,48229.0,55.0,55.0,57.0,75.0,65.0,33.0,67.0,0.0,57.0,62.0,,11.0,47.0,7.0,8.0,17.0,3.0,6.0,4.0,7.0,8.0,,6.0,26.0,4.0,6.0,11.0,1.0,4.0,0.0,4.0,5.0,,,,90.0,20.0,20.0,80.0,,,,,10.0,5.0,5.0,5.0,,,,,9.0,1.0,1.0,4.0,,,33.0,6.0,2.0,,,,,,,,,
154272059,Däwnbreäker,ravencrest,109.0,20600.0,59.0,48.0,50.0,58.0,50.0,15.0,43.0,41.0,62.0,47.0,50.0,49.0,42.0,40.0,36.0,38.0,20.0,14.0,17.0,16.0,17.0,2.0,29.0,20.0,20.0,21.0,19.0,3.0,6.0,7.0,10.0,8.0,1.0,50.0,,,75.0,100.0,33.0,,17.0,2.0,,,4.0,1.0,3.0,,6.0,1.0,,,3.0,1.0,1.0,,1.0,100.0,2.0,2.0,,,,,,,,,
176997062,Teseoo,sanguino,26.0,5462.0,13.0,33.0,17.0,33.0,0.0,17.0,33.0,50.0,33.0,0.0,67.0,15.0,6.0,6.0,3.0,2.0,6.0,6.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12531202,Patroclle,marécage-de-zangar,3.0,2126.0,25.0,56.0,75.0,,67.0,0.0,,100.0,0.0,,,4.0,9.0,4.0,,3.0,1.0,,1.0,1.0,,,1.0,5.0,3.0,,2.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242694695,Дэлбик,soulflayer,44.0,1913.0,33.0,,,62.0,,,25.0,70.0,57.0,60.0,,3.0,,,8.0,,,4.0,10.0,7.0,5.0,,1.0,,,5.0,,,1.0,7.0,4.0,3.0,,,,50.0,40.0,0.0,,,,,,4.0,5.0,1.0,,,,,,2.0,2.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,
147226956,Bigcheat,elune,4.0,494.0,0.0,50.0,100.0,100.0,100.0,50.0,,,,,,1.0,4.0,1.0,2.0,1.0,2.0,,,,,,0.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169708324,Sonmanguy,drakthul,7.0,269.0,,,,100.0,,,0.0,100.0,0.0,100.0,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,,,,,,,1.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
169704204,Аанндд,fordragon,14.0,5459.0,50.0,,,0.0,,55.0,18.0,29.0,40.0,67.0,,20.0,,,3.0,,20.0,11.0,7.0,10.0,9.0,,10.0,,,0.0,,11.0,2.0,2.0,4.0,6.0,,47.0,,67.0,75.0,50.0,50.0,,,17.0,,9.0,4.0,4.0,14.0,,,8.0,,6.0,3.0,2.0,7.0,,,67.0,3.0,2.0,,,,,,,,,
247829820,Капралыч,soulflayer,18.0,1479.0,67.0,45.0,62.0,100.0,100.0,,0.0,67.0,50.0,0.0,0.0,3.0,11.0,8.0,2.0,1.0,,2.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,1.0,,0.0,2.0,1.0,0.0,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,
105784772,Rextar,archimonde,5.0,2170.0,0.0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,100.0,,,,,1.0,1.0,,1.0,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,
63532657,Тонивинт,galakrond,5.0,608.0,,,,,,,,100.0,,50.0,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,1.0,,,,100.0,0.0,50.0,,,0.0,,,1.0,1.0,2.0,,,2.0,,,1.0,0.0,1.0,,,0.0,100.0,1.0,1.0,,,,,,,,,
245567005,Свещенник,gordunni,38.0,175.0,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,0.0,,100.0,,,,,1.0,1.0,,1.0,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,
172770813,Тенеломыч,howling-fjord,162.0,4972.0,0.0,100.0,50.0,33.0,50.0,0.0,50.0,86.0,50.0,75.0,50.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,7.0,6.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,3.0,3.0,2.0,,,50.0,67.0,0.0,0.0,,100.0,,,6.0,3.0,1.0,3.0,,4.0,,,3.0,2.0,0.0,0.0,,4.0,60.0,5.0,3.0,,,,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,46.0,51.0,39.0,59.0,46.0,66.0,58.0,69.0,57.0,68.0,54.0,26.0,136.0,80.0,66.0,56.0,29.0,50.0,26.0,63.0,19.0,13.0,12.0,69.0,31.0,39.0,26.0,19.0,29.0,18.0,36.0,13.0,7.0,,0.0,100.0,,0.0,,,,,1.0,1.0,,1.0,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,
164118182,Bricefa,dalaran,10.0,2230.0,33.0,,,0.0,,60.0,,33.0,,,,3.0,,,1.0,,5.0,,3.0,,,,1.0,,,0.0,,3.0,,1.0,,,,25.0,,0.0,0.0,0.0,83.0,,,4.0,,1.0,1.0,1.0,6.0,,,1.0,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,
163743864,Csxx,burning-legion,20.0,1644.0,100.0,,,100.0,,100.0,33.0,50.0,67.0,67.0,,2.0,,,2.0,,2.0,3.0,4.0,3.0,3.0,,2.0,,,2.0,,2.0,1.0,2.0,2.0,2.0,,0.0,50.0,80.0,33.0,100.0,100.0,,,1.0,2.0,5.0,3.0,5.0,1.0,,,0.0,1.0,4.0,1.0,5.0,1.0,,,75.0,4.0,3.0,,,,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,,100.0,33.0,67.0,0.0,,100.0,,,,,,1.0,3.0,3.0,2.0,,2.0,,,,,,1.0,1.0,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
