character.id,character.name,character.realm.slug,honor_level,honorable_kills,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
110117923,Sîlîan,blackmoore,17.0,27798.0,56.0,69.0,44.0,,36.0,67.0,38.0,56.0,0.0,43.0,18.0,13.0,18.0,,14.0,18.0,8.0,9.0,1.0,7.0,10.0,9.0,8.0,,5.0,12.0,3.0,5.0,0.0,3.0,64.0,64.0,52.0,59.0,56.0,71.0,100.0,50.0,50.0,83.0,83.0,66.0,36.0,7.0,1.0,2.0,32.0,53.0,43.0,39.0,20.0,5.0,1.0,1.0,56.0,48.0,27.0,100.0,2.0,2.0,,,,100.0,1.0,1.0,,,
154856550,Icrturclt,blackhand,12.0,676.0,0.0,33.0,100.0,100.0,33.0,100.0,75.0,100.0,,80.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,,5.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,4.0,,,,0.0,0.0,,,,,,,2.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
102372194,Badbuanews,mugthol,47.0,9166.0,57.0,54.0,75.0,,76.0,67.0,,33.0,,,21.0,13.0,36.0,,17.0,3.0,,3.0,,,12.0,7.0,27.0,,13.0,2.0,,1.0,,,38.0,62.0,45.0,54.0,46.0,60.0,,,16.0,50.0,22.0,24.0,13.0,10.0,,,6.0,31.0,10.0,13.0,6.0,6.0,,,60.0,25.0,15.0,,,,,,,,,,,,
159866635,Milkadiin,tarren-mill,21.0,305.0,100.0,0.0,,,,100.0,,,,,1.0,1.0,,,,3.0,,,,,1.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106442948,Kaiza,dethecus,2.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,100.0,,,,,1.0,,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,
105683973,Elsaray,blackhand,35.0,53000.0,61.0,75.0,47.0,,46.0,62.0,67.0,42.0,48.0,56.0,23.0,20.0,32.0,,37.0,34.0,30.0,24.0,27.0,18.0,14.0,15.0,15.0,,17.0,21.0,20.0,10.0,13.0,10.0,34.0,91.0,67.0,62.0,44.0,58.0,100.0,100.0,64.0,11.0,39.0,40.0,34.0,12.0,2.0,4.0,22.0,10.0,26.0,25.0,15.0,7.0,2.0,4.0,33.0,3.0,1.0,,,,100.0,5.0,5.0,,,,,,
196246195,Skylzs,hyjal,20.0,2952.0,0.0,40.0,25.0,,50.0,33.0,33.0,50.0,33.0,33.0,3.0,5.0,4.0,,4.0,6.0,6.0,2.0,3.0,3.0,0.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,75.0,,,0.0,78.0,,,,8.0,,,5.0,9.0,,,,6.0,,,0.0,7.0,,,,,,,55.0,11.0,6.0,,,,,,,,,
133739869,Gysvý,terrordar,56.0,2332.0,75.0,0.0,33.0,,0.0,100.0,100.0,40.0,100.0,,4.0,2.0,3.0,,3.0,1.0,3.0,5.0,2.0,,3.0,0.0,1.0,,0.0,1.0,3.0,2.0,2.0,,12.0,,,67.0,36.0,,50.0,,8.0,,,3.0,11.0,,2.0,,1.0,,,2.0,4.0,,1.0,,,,,25.0,4.0,1.0,,,,,,,,,
151428507,Åtropos,eredar,2.0,801.0,100.0,,,,100.0,,,33.0,0.0,,2.0,,,,1.0,,,3.0,1.0,,2.0,,,,1.0,,,1.0,0.0,,,,,,0.0,,,0.0,,,,,1.0,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,
120789328,Eppelwoi,khazgoroth,10.0,1990.0,40.0,50.0,67.0,,50.0,0.0,0.0,0.0,71.0,,5.0,6.0,3.0,,2.0,2.0,2.0,1.0,7.0,,2.0,3.0,2.0,,1.0,0.0,0.0,0.0,5.0,,38.0,,,60.0,50.0,,,,13.0,,,5.0,6.0,,,,5.0,,,3.0,3.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
82344033,Kmul,onyxia,17.0,25248.0,27.0,50.0,47.0,,0.0,100.0,0.0,50.0,50.0,,15.0,4.0,15.0,,2.0,1.0,2.0,2.0,2.0,,4.0,2.0,7.0,,0.0,1.0,0.0,1.0,1.0,,47.0,51.0,57.0,66.0,50.0,83.0,,0.0,49.0,61.0,37.0,29.0,34.0,6.0,,1.0,23.0,31.0,21.0,19.0,17.0,5.0,,0.0,56.0,43.0,24.0,50.0,4.0,2.0,,,,,,,,,
143910705,Tazea,chants-éternels,2.0,293.0,,0.0,0.0,,,,100.0,,0.0,,,1.0,1.0,,,,1.0,,1.0,,,0.0,0.0,,,,1.0,,0.0,,,,,100.0,50.0,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
139921322,Diesoup,burning-legion,21.0,1050.0,67.0,75.0,50.0,,100.0,0.0,100.0,50.0,,100.0,3.0,4.0,2.0,,3.0,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,,3.0,0.0,1.0,1.0,,1.0,33.0,,100.0,0.0,50.0,,,,3.0,,1.0,1.0,6.0,,,,1.0,,1.0,0.0,3.0,,,,,,,50.0,2.0,1.0,,,,,,,,,
241867924,Скарбрандт,soulflayer,156.0,1010.0,0.0,20.0,67.0,,50.0,100.0,0.0,100.0,50.0,25.0,2.0,5.0,3.0,,2.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,50.0,100.0,,,,1.0,,,2.0,1.0,,,,0.0,,,1.0,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
77808030,Murdered,nemesis,8.0,1529.0,50.0,25.0,100.0,,20.0,33.0,,,100.0,50.0,6.0,4.0,4.0,,5.0,3.0,,,1.0,2.0,3.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,20.0,0.0,0.0,33.0,33.0,0.0,,,5.0,1.0,2.0,6.0,3.0,1.0,,,1.0,0.0,0.0,2.0,1.0,0.0,,,50.0,2.0,1.0,,,,,,,,,,,,
167166911,Shirín,thrall,84.0,933.0,,67.0,50.0,,100.0,100.0,0.0,100.0,50.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,4.0,,,2.0,1.0,,1.0,1.0,0.0,1.0,2.0,,50.0,,,,33.0,,,,4.0,,,,3.0,,,,2.0,,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
156018554,Pestiferos,ysondre,7.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
180139250,Jeanbaptiste,kazzak,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
195010023,Senta,kazzak,75.0,1104.0,33.0,75.0,100.0,,,67.0,33.0,,100.0,,3.0,4.0,2.0,,,3.0,3.0,,1.0,,1.0,3.0,2.0,,,2.0,1.0,,1.0,,67.0,,,100.0,100.0,,,,3.0,,,5.0,3.0,,,,2.0,,,5.0,3.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
194396987,Crael,hyjal,22.0,412.0,100.0,100.0,50.0,0.0,100.0,100.0,,50.0,50.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
172362562,Clarimónd,twisting-nether,19.0,391.0,100.0,67.0,,33.0,50.0,,67.0,0.0,,50.0,1.0,3.0,,3.0,2.0,,3.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89907460,Nimsy,blackhand,45.0,22814.0,45.0,45.0,53.0,500.0,57.0,71.0,64.0,65.0,100.0,50.0,77.0,100.0,100.0,1.0,127.0,34.0,25.0,26.0,1.0,26.0,35.0,45.0,53.0,5.0,72.0,24.0,16.0,17.0,1.0,13.0,33.0,52.0,61.0,47.0,29.0,38.0,40.0,,12.0,107.0,66.0,62.0,7.0,26.0,5.0,,4.0,56.0,40.0,29.0,2.0,10.0,2.0,,53.0,15.0,8.0,,,,100.0,5.0,5.0,,,,,,
122442864,Madherz,twisting-nether,13.0,498.0,0.0,,,,,100.0,,,,,1.0,,,,,2.0,,,,,0.0,,,,,2.0,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
80806240,Irônbreaker,frostwolf,17.0,9735.0,78.0,54.0,45.0,,50.0,,,,,,18.0,24.0,20.0,,22.0,,,,,,14.0,13.0,9.0,,11.0,,,,,,38.0,49.0,69.0,53.0,32.0,57.0,,,24.0,35.0,39.0,17.0,37.0,14.0,,,9.0,17.0,27.0,9.0,12.0,8.0,,,65.0,20.0,13.0,,,,,,,,,,,,
140706614,Pâlitan,blackrock,13.0,547.0,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,100.0,60.0,100.0,,100.0,67.0,100.0,60.0,,75.0,1.0,5.0,4.0,,4.0,3.0,6.0,5.0,,4.0,1.0,3.0,4.0,,4.0,2.0,6.0,3.0,,3.0,50.0,,,100.0,,,,,2.0,,,2.0,,,,,1.0,,,2.0,,,,,,,,100.0,2.0,2.0,,,,,,,,,
157853087,Varally,stormscale,12.0,373.0,100.0,100.0,50.0,0.0,50.0,,0.0,,,0.0,1.0,1.0,4.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,,,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
166840952,Kippis,blackmoore,16.0,5881.0,44.0,57.0,43.0,67.0,50.0,33.0,50.0,40.0,33.0,44.0,9.0,7.0,7.0,3.0,8.0,9.0,4.0,5.0,18.0,9.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,6.0,4.0,63.0,,,40.0,46.0,,100.0,,27.0,,,5.0,26.0,,1.0,,17.0,,,2.0,12.0,,1.0,,,,,62.0,16.0,10.0,,,,,,,,,
166892001,Xantaleé,blackmoore,31.0,10828.0,,,50.0,,100.0,0.0,,,,,,,2.0,,1.0,2.0,,,,,,,1.0,,1.0,0.0,,,,,37.0,74.0,44.0,40.0,75.0,,,,27.0,19.0,16.0,10.0,4.0,,,,10.0,14.0,7.0,4.0,3.0,,,,39.0,44.0,17.0,,,,,,,,,,,,
146621161,Umanium,thrall,14.0,2325.0,100.0,50.0,50.0,,20.0,100.0,100.0,0.0,100.0,,1.0,2.0,4.0,,5.0,4.0,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,4.0,1.0,0.0,2.0,,100.0,60.0,100.0,100.0,,0.0,,100.0,1.0,5.0,2.0,1.0,,2.0,,7.0,1.0,3.0,2.0,1.0,,0.0,,7.0,,,,,,,100.0,72.0,72.0,,,,,,
175275150,Kyliet,sanguino,197.0,183.0,,,,,0.0,,50.0,,0.0,,,,,,2.0,,2.0,,1.0,,,,,,0.0,,1.0,,0.0,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
121408275,Nikkipala,kazzak,10.0,22895.0,50.0,36.0,53.0,,59.0,,,100.0,,,26.0,50.0,43.0,,27.0,,,1.0,,,13.0,18.0,23.0,,16.0,,,1.0,,,67.0,51.0,57.0,60.0,62.0,40.0,,,112.0,81.0,74.0,95.0,71.0,5.0,,,75.0,41.0,42.0,57.0,44.0,2.0,,,44.0,82.0,36.0,,,,,,,,,,,,
125179086,Anietyx,blackrock,12.0,3521.0,50.0,44.0,50.0,,60.0,200.0,33.0,50.0,20.0,50.0,4.0,9.0,2.0,,5.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,,3.0,4.0,1.0,1.0,1.0,1.0,90.0,100.0,50.0,67.0,86.0,100.0,,,10.0,4.0,4.0,3.0,7.0,1.0,,,9.0,4.0,2.0,2.0,6.0,1.0,,,100.0,2.0,2.0,60.0,5.0,3.0,,,,,,,,,
157162805,Bloodnoób,kazzak,24.0,2481.0,75.0,50.0,100.0,,17.0,0.0,100.0,,0.0,,4.0,2.0,6.0,,6.0,1.0,1.0,,1.0,,3.0,1.0,6.0,,1.0,0.0,1.0,,0.0,,50.0,100.0,100.0,60.0,,33.0,,,4.0,2.0,2.0,5.0,,3.0,,,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,100.0,2.0,2.0,,,,,,
138541466,Sacramentum,defias-brotherhood,13.0,1286.0,50.0,50.0,,,0.0,,,,,,2.0,2.0,,,2.0,,,,,,1.0,1.0,,,0.0,,,,,,67.0,72.0,0.0,67.0,75.0,67.0,,,3.0,18.0,3.0,3.0,4.0,3.0,,,2.0,13.0,0.0,2.0,3.0,2.0,,,0.0,3.0,0.0,,,,,,,,,,,,
176191676,Матьглеба,howling-fjord,12.0,1613.0,50.0,80.0,100.0,0.0,0.0,50.0,100.0,100.0,50.0,25.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,33.0,,,50.0,50.0,,67.0,,6.0,,,2.0,2.0,,3.0,,2.0,,,1.0,1.0,,2.0,,,,,0.0,2.0,0.0,,,,,,,,,
174402863,Gengbèng,nemesis,26.0,1563.0,50.0,0.0,,,33.0,0.0,33.0,50.0,0.0,,2.0,1.0,,,3.0,2.0,3.0,2.0,1.0,,1.0,0.0,,,1.0,0.0,1.0,1.0,0.0,,50.0,,,0.0,100.0,,,100.0,4.0,,,3.0,1.0,,,1.0,2.0,,,0.0,1.0,,,1.0,,,,50.0,2.0,1.0,,,,,,,,,
188410416,Masokin,kazzak,4.0,714.0,,,100.0,,0.0,,50.0,,,,,,1.0,,1.0,,2.0,,,,,,1.0,,0.0,,1.0,,,,0.0,,,,0.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
110672239,Haartman,drakthul,11.0,2541.0,31.0,100.0,70.0,,67.0,,,,100.0,,13.0,10.0,10.0,,9.0,,,,1.0,,4.0,10.0,7.0,,6.0,,,,1.0,,38.0,38.0,50.0,80.0,25.0,80.0,,100.0,8.0,8.0,2.0,5.0,4.0,5.0,,2.0,3.0,3.0,1.0,4.0,1.0,4.0,,2.0,67.0,6.0,4.0,0.0,1.0,0.0,,,,,,,,,
162416420,Fordriñg,kazzak,23.0,4185.0,33.0,33.0,100.0,,100.0,50.0,75.0,33.0,83.0,100.0,3.0,3.0,2.0,,2.0,2.0,4.0,3.0,6.0,2.0,1.0,1.0,2.0,,2.0,1.0,3.0,1.0,5.0,2.0,0.0,,,100.0,57.0,33.0,75.0,100.0,3.0,,,1.0,7.0,3.0,8.0,1.0,0.0,,,1.0,4.0,1.0,6.0,1.0,,,,,,,,,,,,,,,
119925571,Goldenweek,nefarian,21.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40.0,71.0,100.0,,,,,2.0,10.0,7.0,1.0,,,,,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
116137672,Lilfoot,twisting-nether,10.0,5013.0,33.0,60.0,60.0,,40.0,,75.0,0.0,,100.0,3.0,5.0,5.0,,5.0,,4.0,3.0,,1.0,1.0,3.0,3.0,,2.0,,3.0,0.0,,1.0,50.0,80.0,,80.0,50.0,25.0,,86.0,2.0,5.0,,5.0,2.0,4.0,,7.0,1.0,4.0,,4.0,1.0,1.0,,6.0,67.0,3.0,2.0,,,,,,,,,,,,
177144909,Aryxxë,twisting-nether,30.0,4570.0,58.0,79.0,89.0,100.0,33.0,67.0,67.0,100.0,83.0,100.0,12.0,14.0,9.0,2.0,9.0,6.0,3.0,3.0,6.0,2.0,7.0,11.0,8.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,58.0,100.0,75.0,50.0,33.0,57.0,50.0,57.0,19.0,3.0,4.0,4.0,9.0,7.0,2.0,7.0,11.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,,,,33.0,3.0,1.0,,,,,,,,,
114272550,Kairy,frostwolf,35.0,1030.0,0.0,,,,,100.0,33.0,,100.0,0.0,2.0,,,,,1.0,3.0,,2.0,1.0,0.0,,,,,1.0,1.0,,2.0,0.0,,,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,,,,,,,,,
154992223,Holymighty,eredar,9.0,517.0,100.0,0.0,,,100.0,0.0,,100.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,0.0,,,1.0,0.0,,1.0,,,100.0,,,,0.0,,,,2.0,,,,2.0,,,,2.0,,,,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
114460774,Taelina,dethecus,11.0,2176.0,50.0,80.0,100.0,,,,100.0,100.0,75.0,67.0,2.0,5.0,5.0,,,,1.0,3.0,4.0,6.0,1.0,4.0,5.0,,,,1.0,3.0,3.0,4.0,33.0,,,50.0,50.0,,,,6.0,,,2.0,2.0,,,,2.0,,,1.0,1.0,,,,,,,67.0,3.0,2.0,,,,,,,,,
165287936,Holzkûh,blackmoore,28.0,2449.0,71.0,67.0,43.0,50.0,60.0,40.0,50.0,25.0,,86.0,7.0,3.0,7.0,4.0,10.0,5.0,4.0,4.0,,7.0,5.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,,6.0,100.0,,,100.0,,,,,1.0,,,4.0,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,
158280001,Azekyle,stormscale,12.0,639.0,100.0,,,,,,100.0,0.0,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,1.0,0.0,,,0.0,,,0.0,,100.0,0.0,,1.0,,,1.0,,2.0,2.0,,0.0,,,0.0,,2.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,
241481850,Нуш,greymane,178.0,10954.0,52.0,50.0,66.0,82.0,55.0,67.0,63.0,36.0,20.0,55.0,23.0,14.0,29.0,11.0,31.0,30.0,19.0,11.0,5.0,11.0,12.0,7.0,19.0,9.0,17.0,20.0,12.0,4.0,1.0,6.0,100.0,69.0,60.0,67.0,67.0,92.0,75.0,,1.0,13.0,10.0,12.0,3.0,12.0,4.0,,1.0,9.0,6.0,8.0,2.0,11.0,3.0,,,,,50.0,2.0,1.0,100.0,12.0,12.0,,,,100.0,1.0,1.0
165230689,Lyara,burning-blade,2.0,352.0,0.0,,0.0,,,,,,0.0,,2.0,,1.0,,,,,,2.0,,0.0,,0.0,,,,,,0.0,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,0.0,2.0,0.0,,,,,,,,,
119341747,Coldim,burning-legion,51.0,836.0,,50.0,0.0,,33.0,100.0,100.0,,,,,2.0,1.0,,3.0,1.0,1.0,,,,,1.0,0.0,,1.0,1.0,1.0,,,,0.0,75.0,,100.0,,100.0,,,1.0,4.0,,2.0,,1.0,,,0.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
158103304,Chalumo,ysondre,14.0,61702.0,40.0,50.0,75.0,,100.0,43.0,50.0,,,,15.0,2.0,12.0,,2.0,7.0,2.0,,,,6.0,1.0,9.0,,2.0,3.0,1.0,,,,49.0,50.0,43.0,32.0,41.0,67.0,,,90.0,149.0,126.0,56.0,17.0,3.0,,,44.0,74.0,54.0,18.0,7.0,2.0,,,38.0,55.0,21.0,,,,,,,,,,,,
115841375,Philea,frostwolf,24.0,3064.0,73.0,83.0,50.0,,36.0,100.0,50.0,100.0,,100.0,11.0,6.0,6.0,,11.0,1.0,4.0,2.0,,2.0,8.0,5.0,3.0,,4.0,1.0,2.0,2.0,,2.0,54.0,0.0,75.0,60.0,67.0,,,,13.0,3.0,4.0,5.0,3.0,,,,7.0,0.0,3.0,3.0,2.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
101845500,Powersupply,tarren-mill,18.0,6884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,50.0,78.0,73.0,,,,,25.0,40.0,27.0,33.0,,,,,20.0,20.0,21.0,24.0,,,,,80.0,20.0,16.0,,,,,,,,,,,,
108174120,Belleckopal,ysondre,17.0,2432.0,0.0,67.0,57.0,,67.0,100.0,75.0,29.0,50.0,57.0,2.0,3.0,7.0,,3.0,3.0,4.0,7.0,4.0,7.0,0.0,2.0,4.0,,2.0,3.0,3.0,2.0,2.0,4.0,50.0,,,25.0,100.0,,0.0,,4.0,,,4.0,2.0,,1.0,,2.0,,,1.0,2.0,,0.0,,,,,25.0,4.0,1.0,,,,,,,,,
151031195,Skinkebolle,twisting-nether,3.0,94.0,0.0,,,,,,100.0,0.0,,,1.0,,,,,,1.0,1.0,,,0.0,,,,,,1.0,0.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
163434491,Zectoz,kazzak,109.0,5581.0,70.0,75.0,69.0,0.0,56.0,,67.0,,100.0,,10.0,8.0,13.0,1.0,16.0,,3.0,,8.0,,7.0,6.0,9.0,0.0,9.0,,2.0,,8.0,,36.0,40.0,33.0,64.0,25.0,29.0,,,14.0,5.0,9.0,11.0,8.0,7.0,,,5.0,2.0,3.0,7.0,2.0,2.0,,,91.0,11.0,10.0,56.0,9.0,5.0,,,,,,,,,
113387085,Acashic,blackhand,9.0,1896.0,67.0,0.0,50.0,,80.0,33.0,0.0,0.0,100.0,50.0,3.0,1.0,4.0,,5.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,,4.0,1.0,0.0,0.0,1.0,1.0,50.0,,33.0,40.0,,0.0,,100.0,4.0,,3.0,5.0,,1.0,,1.0,2.0,,1.0,2.0,,0.0,,1.0,,,,,,,,,,,,,,,
97349937,Grendizer,ragnaros,19.0,6045.0,81.0,86.0,83.0,4000.0,80.0,100.0,33.0,80.0,50.0,50.0,58.0,43.0,64.0,1.0,41.0,7.0,6.0,5.0,4.0,6.0,47.0,37.0,53.0,40.0,33.0,7.0,2.0,4.0,2.0,3.0,64.0,84.0,88.0,43.0,54.0,97.0,100.0,100.0,11.0,50.0,51.0,7.0,13.0,33.0,1.0,4.0,7.0,42.0,45.0,3.0,7.0,32.0,1.0,4.0,30.0,10.0,3.0,0.0,1.0,0.0,,,,,,,,,
156301178,Makoer,stormscale,22.0,77250.0,64.0,67.0,54.0,,53.0,100.0,0.0,100.0,100.0,0.0,77.0,24.0,72.0,,19.0,5.0,1.0,3.0,1.0,2.0,49.0,16.0,39.0,,10.0,5.0,0.0,3.0,1.0,0.0,51.0,58.0,61.0,55.0,55.0,56.0,,,462.0,283.0,251.0,279.0,176.0,9.0,,,237.0,163.0,152.0,153.0,96.0,5.0,,,53.0,244.0,130.0,0.0,1.0,0.0,,,,,,,,,
164899019,Arthmenthil,archimonde,47.0,11410.0,67.0,58.0,36.0,60.0,48.0,36.0,62.0,50.0,29.0,71.0,21.0,24.0,14.0,5.0,25.0,14.0,21.0,14.0,7.0,7.0,14.0,14.0,5.0,3.0,12.0,5.0,13.0,7.0,2.0,5.0,67.0,20.0,100.0,64.0,25.0,33.0,100.0,100.0,6.0,5.0,1.0,14.0,8.0,9.0,3.0,3.0,4.0,1.0,1.0,9.0,2.0,3.0,3.0,3.0,,,,50.0,2.0,1.0,100.0,1.0,1.0,,,,,,
152819216,Izhert,sanguino,38.0,10896.0,67.0,57.0,57.0,25.0,61.0,68.0,68.0,59.0,33.0,65.0,33.0,42.0,37.0,8.0,33.0,37.0,19.0,22.0,3.0,17.0,22.0,24.0,21.0,2.0,20.0,25.0,13.0,13.0,1.0,11.0,55.0,62.0,71.0,73.0,44.0,58.0,,50.0,11.0,24.0,7.0,15.0,9.0,12.0,,4.0,6.0,15.0,5.0,11.0,4.0,7.0,,2.0,,,,0.0,1.0,0.0,,,,,,,,,
158108681,Thejóy,tarren-mill,16.0,7295.0,58.0,57.0,60.0,,67.0,111.0,71.0,0.0,0.0,67.0,24.0,23.0,20.0,,24.0,9.0,7.0,1.0,1.0,3.0,14.0,13.0,12.0,,16.0,10.0,5.0,0.0,0.0,2.0,57.0,38.0,41.0,83.0,10.0,29.0,,100.0,7.0,29.0,17.0,6.0,10.0,7.0,,2.0,4.0,11.0,7.0,5.0,1.0,2.0,,2.0,83.0,6.0,5.0,,,,,,,,,,,,
158101071,Miölnir,blackmoore,87.0,25479.0,53.0,54.0,53.0,,38.0,,,,,,57.0,83.0,81.0,,48.0,,,,,,30.0,45.0,43.0,,18.0,,,,,,43.0,52.0,57.0,52.0,77.0,60.0,,,28.0,63.0,44.0,44.0,26.0,20.0,,,12.0,33.0,25.0,23.0,20.0,12.0,,,57.0,54.0,31.0,,,,,,,,,,,,
169726714,Teekpala,tarren-mill,4.0,34.0,,0.0,,,,0.0,,,,,,1.0,,,,1.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155140521,Solai,eredar,2.0,354.0,,100.0,,,0.0,0.0,33.0,100.0,,67.0,,1.0,,,1.0,1.0,3.0,1.0,,3.0,,1.0,,,0.0,0.0,1.0,1.0,,2.0,50.0,,,,0.0,,,,2.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,
119165024,Moessl,onyxia,10.0,8339.0,62.0,,43.0,,,,,,,,42.0,,21.0,,,,,,,,26.0,,9.0,,,,,,,,58.0,59.0,53.0,50.0,48.0,,,,36.0,22.0,19.0,26.0,23.0,,,,21.0,13.0,10.0,13.0,11.0,,,,66.0,29.0,19.0,,,,,,,,,,,,
165365331,Jhobbegg,stormreaver,9.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
