character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
77836242,Braagi,dun-morogh,12.0,16699.0,57.0,58.0,62.0,67.0,75.0,60.0,,100.0,,,,,0.0,,28.0,38.0,21.0,18.0,4.0,10.0,,1.0,,,,,1.0,,16.0,22.0,13.0,12.0,3.0,6.0,,1.0,,,,,0.0,,52.0,45.0,53.0,83.0,,,54.0,62.0,30.0,6.0,,,28.0,28.0,16.0,5.0,,,,,,,,,,,
74799158,Sastaria,blackrock,36.0,106940.0,63.0,71.0,49.0,60.0,44.0,70.0,,56.0,,100.0,33.0,67.0,,,232.0,119.0,81.0,83.0,9.0,101.0,,9.0,,1.0,3.0,3.0,,,146.0,84.0,40.0,50.0,4.0,71.0,,5.0,,1.0,1.0,2.0,,,66.0,67.0,65.0,64.0,,25.0,457.0,337.0,117.0,11.0,,8.0,301.0,227.0,76.0,7.0,,2.0,100.0,3.0,3.0,,,,,,
88469836,Stinkypinky,hellfire,46.0,10402.0,55.0,40.0,61.0,35.0,55.0,37.0,,52.0,,62.0,67.0,100.0,100.0,0.0,22.0,10.0,18.0,20.0,20.0,19.0,,29.0,,8.0,3.0,1.0,1.0,1.0,12.0,4.0,11.0,7.0,11.0,7.0,,15.0,,5.0,2.0,1.0,1.0,0.0,54.0,42.0,50.0,48.0,,,28.0,24.0,10.0,25.0,,,15.0,10.0,5.0,12.0,,,100.0,1.0,1.0,,,,,,
196923820,Abdullach,silvermoon,9.0,40265.0,61.0,52.0,53.0,50.0,38.0,54.0,,55.0,60.0,50.0,100.0,,33.0,100.0,117.0,183.0,78.0,46.0,16.0,41.0,,22.0,5.0,2.0,1.0,,3.0,1.0,71.0,96.0,41.0,23.0,6.0,22.0,,12.0,3.0,1.0,1.0,,1.0,1.0,40.0,48.0,56.0,75.0,,,208.0,204.0,194.0,8.0,,,83.0,97.0,108.0,6.0,,,,,,,,,,,
237884474,Wahar,ghostlands,16.0,3795.0,50.0,100.0,0.0,50.0,0.0,0.0,,20.0,,,,,,,22.0,2.0,1.0,2.0,4.0,2.0,,5.0,,,,,,,11.0,2.0,0.0,1.0,0.0,0.0,,1.0,,,,,,,67.0,50.0,100.0,0.0,,,6.0,10.0,2.0,2.0,,,4.0,5.0,2.0,0.0,,,,,,,,,,,
148556259,Elvandara,blackmoore,68.0,3853.0,53.0,22.0,44.0,31.0,0.0,43.0,,36.0,78.0,29.0,75.0,67.0,33.0,33.0,15.0,9.0,16.0,16.0,5.0,7.0,,11.0,9.0,7.0,4.0,6.0,3.0,3.0,8.0,2.0,7.0,5.0,0.0,3.0,,4.0,7.0,2.0,3.0,4.0,1.0,1.0,42.0,0.0,,0.0,,,12.0,2.0,,1.0,,,5.0,0.0,,0.0,,,100.0,1.0,1.0,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,56.0,75.0,38.0,38.0,0.0,,20.0,,50.0,100.0,50.0,,100.0,5.0,9.0,4.0,8.0,13.0,3.0,,5.0,,2.0,3.0,2.0,,1.0,2.0,5.0,3.0,3.0,5.0,0.0,,1.0,,1.0,3.0,1.0,,1.0,57.0,38.0,33.0,0.0,,,14.0,16.0,12.0,5.0,,,8.0,6.0,4.0,0.0,,,100.0,4.0,4.0,,,,,,
146319436,Салокин,fordragon,19.0,6913.0,50.0,60.0,67.0,45.0,60.0,31.0,,68.0,,53.0,58.0,42.0,100.0,,4.0,10.0,3.0,11.0,15.0,13.0,,22.0,,17.0,12.0,12.0,1.0,,2.0,6.0,2.0,5.0,9.0,4.0,,15.0,,9.0,7.0,5.0,1.0,,0.0,100.0,,56.0,25.0,0.0,3.0,1.0,,16.0,4.0,1.0,0.0,1.0,,9.0,1.0,0.0,,,,,,,,,
75425149,Athamon,dun-modr,24.0,4164.0,75.0,33.0,50.0,62.0,44.0,52.0,,38.0,,0.0,,100.0,,0.0,8.0,12.0,2.0,29.0,16.0,29.0,,29.0,,1.0,,1.0,,2.0,6.0,4.0,1.0,18.0,7.0,15.0,,11.0,,0.0,,1.0,,0.0,32.0,48.0,73.0,100.0,,,19.0,21.0,22.0,1.0,,,6.0,10.0,16.0,1.0,,,,,,,,,,,
97817684,Минстан,goldrinn,32.0,7078.0,50.0,65.0,50.0,38.0,52.0,60.0,,40.0,100.0,67.0,33.0,50.0,80.0,0.0,8.0,17.0,8.0,16.0,25.0,15.0,,25.0,1.0,6.0,6.0,4.0,5.0,5.0,4.0,11.0,4.0,6.0,13.0,9.0,,10.0,1.0,4.0,2.0,2.0,4.0,0.0,67.0,60.0,12.0,57.0,,,12.0,5.0,8.0,14.0,,,8.0,3.0,1.0,8.0,,,,,,,,,,,
133739869,Gysvý,terrordar,56.0,2402.0,12.0,67.0,36.0,75.0,0.0,33.0,,0.0,20.0,50.0,100.0,40.0,100.0,,8.0,3.0,11.0,4.0,2.0,3.0,,3.0,5.0,2.0,3.0,5.0,2.0,,1.0,2.0,4.0,3.0,0.0,1.0,,0.0,1.0,1.0,3.0,2.0,2.0,,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
157065923,Lightcrusade,silvermoon,38.0,16092.0,64.0,61.0,42.0,61.0,50.0,44.0,,25.0,,100.0,,,,,92.0,72.0,19.0,31.0,6.0,50.0,,4.0,,1.0,,,,,59.0,44.0,8.0,19.0,3.0,22.0,,1.0,,1.0,,,,,49.0,51.0,59.0,50.0,,,79.0,93.0,54.0,6.0,,,39.0,47.0,32.0,3.0,,,,,,,,,,,
115676360,Genetisch,antonidas,207.0,14455.0,40.0,41.0,33.0,36.0,41.0,34.0,,26.0,,40.0,30.0,0.0,,0.0,5.0,34.0,6.0,67.0,61.0,65.0,,70.0,,75.0,10.0,2.0,,1.0,2.0,14.0,2.0,24.0,25.0,22.0,,18.0,,30.0,3.0,0.0,,0.0,41.0,38.0,,56.0,50.0,,68.0,42.0,,32.0,2.0,,28.0,16.0,,18.0,1.0,,100.0,1.0,1.0,,,,,,
193784050,Nodl,silvermoon,13.0,3134.0,25.0,0.0,83.0,22.0,33.0,50.0,17.0,46.0,60.0,57.0,50.0,62.0,40.0,50.0,4.0,1.0,6.0,9.0,9.0,8.0,6.0,13.0,5.0,7.0,6.0,8.0,5.0,2.0,1.0,0.0,5.0,2.0,3.0,4.0,1.0,6.0,3.0,4.0,3.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144194417,Amazal,draenor,7.0,141.0,,,,100.0,0.0,0.0,,0.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106718552,Mimisikü,ysondre,18.0,2227.0,67.0,50.0,40.0,0.0,100.0,0.0,,100.0,100.0,0.0,86.0,33.0,67.0,50.0,3.0,2.0,5.0,2.0,1.0,1.0,,2.0,5.0,2.0,7.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,,2.0,5.0,0.0,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158188168,Lottot,hyjal,42.0,12290.0,36.0,62.0,33.0,37.0,32.0,63.0,300.0,49.0,0.0,57.0,65.0,50.0,33.0,50.0,22.0,8.0,12.0,35.0,37.0,35.0,5.0,51.0,4.0,42.0,48.0,20.0,18.0,16.0,8.0,5.0,4.0,13.0,12.0,22.0,15.0,25.0,0.0,24.0,31.0,10.0,6.0,8.0,62.0,0.0,,42.0,0.0,0.0,8.0,1.0,,12.0,1.0,5.0,5.0,0.0,,5.0,0.0,0.0,100.0,1.0,1.0,,,,,,
106113321,Kushìna,dun-morogh,31.0,6502.0,40.0,0.0,100.0,67.0,88.0,67.0,,50.0,60.0,50.0,67.0,0.0,50.0,,5.0,1.0,1.0,3.0,8.0,3.0,,4.0,5.0,2.0,3.0,1.0,2.0,,2.0,0.0,1.0,2.0,7.0,2.0,,2.0,3.0,1.0,2.0,0.0,1.0,,33.0,83.0,50.0,67.0,100.0,,3.0,12.0,4.0,3.0,1.0,,1.0,10.0,2.0,2.0,1.0,,,,,,,,,,
126824516,Thordin,norgannon,4.0,846.0,100.0,50.0,100.0,,100.0,50.0,,0.0,,100.0,50.0,,,33.0,2.0,2.0,3.0,,2.0,2.0,,1.0,,2.0,2.0,,,3.0,2.0,1.0,3.0,,2.0,1.0,,0.0,,2.0,1.0,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,
175760803,Bloodlight,sanguino,8.0,265.0,,,,,,0.0,,0.0,,,50.0,,,100.0,,,,,,1.0,,1.0,,,2.0,,,1.0,,,,,,0.0,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764750,Menzov,khadgar,56.0,41191.0,71.0,40.0,48.0,,50.0,,,100.0,,,,,,,52.0,35.0,23.0,,2.0,,,1.0,,,,,,,37.0,14.0,11.0,,1.0,,,1.0,,,,,,,51.0,68.0,47.0,,,100.0,53.0,40.0,15.0,,,1.0,27.0,27.0,7.0,,,1.0,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,62.0,58.0,57.0,42.0,46.0,7400.0,48.0,,62.0,67.0,50.0,25.0,100.0,191.0,258.0,111.0,49.0,31.0,57.0,2.0,31.0,,8.0,9.0,4.0,4.0,1.0,108.0,160.0,64.0,28.0,13.0,26.0,148.0,15.0,,5.0,6.0,2.0,1.0,1.0,66.0,60.0,55.0,69.0,,,320.0,283.0,232.0,16.0,,,210.0,169.0,127.0,11.0,,,,,,,,,,,
80362957,Cálcium,frostwolf,22.0,5368.0,40.0,29.0,38.0,50.0,25.0,18.0,,17.0,100.0,0.0,100.0,67.0,0.0,100.0,20.0,7.0,13.0,6.0,4.0,11.0,,6.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,2.0,5.0,3.0,1.0,2.0,,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,40.0,25.0,17.0,,88.0,2.0,5.0,4.0,6.0,,8.0,0.0,2.0,1.0,1.0,,7.0,,,,,,,,,
115287737,Look,throkferoth,87.0,3041.0,50.0,57.0,,50.0,58.0,50.0,,67.0,,67.0,50.0,50.0,33.0,20.0,2.0,7.0,,8.0,12.0,10.0,,9.0,,12.0,4.0,4.0,3.0,5.0,1.0,4.0,,4.0,7.0,5.0,,6.0,,8.0,2.0,2.0,1.0,1.0,,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,
183917942,Zacefron,hyjal,32.0,136.0,,0.0,,0.0,,,,,,0.0,,100.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,0.0,,0.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106040000,Getinmyvan,antonidas,47.0,7157.0,100.0,50.0,73.0,85.0,56.0,54.0,,69.0,60.0,77.0,65.0,40.0,58.0,50.0,2.0,10.0,11.0,13.0,16.0,13.0,,13.0,5.0,13.0,17.0,10.0,12.0,6.0,2.0,5.0,8.0,11.0,9.0,7.0,,9.0,3.0,10.0,11.0,4.0,7.0,3.0,100.0,,,33.0,,,1.0,,,6.0,,,1.0,,,2.0,,,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,60.0,40.0,56.0,59.0,70.0,,79.0,,100.0,0.0,,,,39.0,52.0,30.0,70.0,27.0,91.0,,24.0,,1.0,2.0,,,,19.0,31.0,12.0,39.0,16.0,64.0,,19.0,,1.0,0.0,,,,62.0,54.0,58.0,76.0,,,110.0,79.0,53.0,21.0,,,68.0,43.0,31.0,16.0,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,57.0,81.0,60.0,47.0,70.0,,43.0,67.0,88.0,64.0,62.0,56.0,57.0,33.0,7.0,27.0,10.0,15.0,10.0,,7.0,6.0,8.0,11.0,13.0,18.0,7.0,18.0,4.0,22.0,6.0,7.0,7.0,,3.0,4.0,7.0,7.0,8.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158660603,Rankonevulps,stormscale,67.0,233.0,,,,100.0,,,,100.0,,,100.0,0.0,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,0.0,0.0,60.0,17.0,62.0,,50.0,,83.0,,0.0,,0.0,2.0,3.0,1.0,5.0,6.0,8.0,,2.0,,6.0,,1.0,,1.0,1.0,0.0,0.0,3.0,1.0,5.0,,1.0,,5.0,,0.0,,0.0,50.0,67.0,,0.0,,,8.0,3.0,,1.0,,,4.0,2.0,,0.0,,,,,,,,,,,
89933994,Lasaga,ravencrest,57.0,3653.0,14.0,33.0,25.0,0.0,50.0,33.0,,100.0,0.0,75.0,100.0,25.0,27.0,67.0,7.0,3.0,12.0,3.0,2.0,3.0,,1.0,1.0,4.0,1.0,4.0,11.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,,1.0,0.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140892084,Krisis,dun-modr,17.0,2880.0,33.0,33.0,75.0,50.0,29.0,40.0,,50.0,100.0,20.0,50.0,75.0,75.0,100.0,6.0,3.0,4.0,2.0,7.0,5.0,,4.0,3.0,5.0,6.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,,2.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,,,0.0,100.0,,2.0,,,3.0,1.0,,0.0,,,0.0,1.0,,100.0,8.0,8.0,,,,,,
132375920,Nëllx,kazzak,22.0,46059.0,51.0,52.0,54.0,53.0,40.0,52.0,,40.0,0.0,200.0,50.0,,,67.0,77.0,153.0,67.0,17.0,10.0,29.0,,15.0,1.0,1.0,2.0,,,3.0,39.0,80.0,36.0,9.0,4.0,15.0,,6.0,0.0,2.0,1.0,,,2.0,49.0,55.0,54.0,67.0,,,168.0,166.0,166.0,3.0,,,82.0,91.0,89.0,2.0,,,,,,,,,,,
190314116,Истарм,soulflayer,13.0,6703.0,62.0,50.0,33.0,80.0,75.0,50.0,,60.0,100.0,50.0,33.0,25.0,25.0,80.0,8.0,6.0,3.0,5.0,4.0,6.0,,5.0,2.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,4.0,,,,67.0,,100.0,,,,3.0,,7.0,,,,2.0,,7.0,,,,,,,,,
148268233,Dunkelzerg,blackmoore,81.0,342.0,,0.0,,67.0,,0.0,0.0,,0.0,100.0,,,0.0,0.0,,2.0,,3.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,,0.0,,2.0,,0.0,0.0,,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165388212,Sjèfke,silvermoon,20.0,25971.0,60.0,58.0,68.0,64.0,54.0,58.0,,64.0,75.0,50.0,38.0,100.0,50.0,50.0,73.0,48.0,22.0,11.0,13.0,12.0,,11.0,4.0,6.0,8.0,4.0,6.0,8.0,44.0,28.0,15.0,7.0,7.0,7.0,,7.0,3.0,3.0,3.0,4.0,3.0,4.0,56.0,37.0,58.0,,,,36.0,19.0,59.0,,,,20.0,7.0,34.0,,,,100.0,2.0,2.0,,,,,,
166630125,Mpumalanga,blackrock,36.0,261.0,,100.0,,,,,,100.0,,0.0,0.0,100.0,,100.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,100.0,50.0,100.0,12.0,73.0,88.0,,75.0,50.0,100.0,83.0,67.0,,67.0,1.0,6.0,1.0,8.0,11.0,8.0,,12.0,2.0,7.0,6.0,6.0,,6.0,1.0,3.0,1.0,1.0,8.0,7.0,,9.0,1.0,7.0,5.0,4.0,,4.0,50.0,100.0,,100.0,,,4.0,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,
89330213,Pico,sargeras,21.0,1859.0,47.0,50.0,,,0.0,,,,,,,,,,17.0,4.0,,,1.0,,,,,,,,,,8.0,2.0,,,0.0,,,,,,,,,,100.0,56.0,,,,,3.0,16.0,,,,,3.0,9.0,,,,,,,,,,,,,
41043081,Skedar,dun-modr,23.0,2147.0,27.0,33.0,67.0,0.0,0.0,50.0,,67.0,40.0,67.0,25.0,25.0,0.0,0.0,11.0,3.0,6.0,2.0,1.0,2.0,,3.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,0.0,0.0,1.0,,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
108200144,Palpàdin,antonidas,11.0,919.0,100.0,50.0,100.0,,,50.0,,,,33.0,,,50.0,100.0,1.0,2.0,1.0,,,2.0,,,,3.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,100.0,,0.0,,,,1.0,,3.0,,,,1.0,,0.0,100.0,3.0,3.0,,,,,,
154647854,Zyríâ,antonidas,22.0,1016.0,50.0,50.0,100.0,100.0,67.0,0.0,,,75.0,0.0,0.0,0.0,50.0,,2.0,2.0,1.0,1.0,3.0,1.0,,,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,0.0,,,3.0,0.0,0.0,0.0,1.0,,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
193746349,Keppa,hyjal,17.0,911.0,,67.0,100.0,67.0,67.0,29.0,100.0,0.0,,0.0,75.0,0.0,,40.0,,3.0,1.0,3.0,6.0,7.0,3.0,5.0,,3.0,4.0,3.0,,5.0,,2.0,1.0,2.0,4.0,2.0,3.0,0.0,,0.0,3.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89582320,Natsukï,sargeras,4.0,1184.0,100.0,25.0,100.0,40.0,,67.0,,,,,75.0,,,0.0,1.0,4.0,1.0,5.0,,3.0,,,,,4.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,3.0,,,0.0,20.0,50.0,0.0,,,,5.0,4.0,2.0,,,,1.0,2.0,0.0,,,,,,,,,,,,
167643865,Rumpsteak,blackrock,5.0,463.0,0.0,,,100.0,0.0,0.0,,50.0,,50.0,86.0,0.0,,0.0,1.0,,,1.0,1.0,2.0,,2.0,,2.0,7.0,1.0,,1.0,0.0,,,1.0,0.0,0.0,,1.0,,1.0,6.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86919059,Discoturkén,stormreaver,8.0,26733.0,40.0,54.0,41.0,33.0,67.0,39.0,5100.0,44.0,67.0,50.0,50.0,100.0,25.0,33.0,136.0,104.0,61.0,43.0,6.0,51.0,1.0,9.0,3.0,8.0,8.0,8.0,12.0,3.0,54.0,56.0,25.0,14.0,4.0,20.0,51.0,4.0,2.0,4.0,4.0,8.0,3.0,1.0,42.0,47.0,36.0,,,,85.0,100.0,174.0,,,,36.0,47.0,63.0,,,,,,,,,,,,
153301873,Paldrian,malganis,10.0,5958.0,55.0,67.0,43.0,44.0,50.0,53.0,,38.0,,25.0,25.0,50.0,25.0,50.0,11.0,9.0,7.0,18.0,12.0,15.0,,16.0,,8.0,4.0,8.0,8.0,4.0,6.0,6.0,3.0,8.0,6.0,8.0,,6.0,,2.0,1.0,4.0,2.0,2.0,29.0,33.0,45.0,75.0,100.0,,14.0,9.0,11.0,4.0,1.0,,4.0,3.0,5.0,3.0,1.0,,,,,,,,,,
166196072,Отжигаю,galakrond,30.0,8079.0,78.0,54.0,22.0,56.0,82.0,14.0,,56.0,,50.0,50.0,50.0,,0.0,9.0,13.0,9.0,9.0,22.0,7.0,,18.0,,4.0,2.0,2.0,,1.0,7.0,7.0,2.0,5.0,18.0,1.0,,10.0,,2.0,1.0,1.0,,0.0,47.0,50.0,73.0,67.0,100.0,,15.0,10.0,15.0,12.0,1.0,,7.0,5.0,11.0,8.0,1.0,,,,,,,,,,
148155700,Rivass,thrall,15.0,6458.0,25.0,67.0,43.0,43.0,50.0,62.0,,57.0,,,,0.0,,,12.0,15.0,14.0,14.0,4.0,13.0,,7.0,,,,1.0,,,3.0,10.0,6.0,6.0,2.0,8.0,,4.0,,,,0.0,,,18.0,53.0,71.0,33.0,,,22.0,30.0,7.0,9.0,,,4.0,16.0,5.0,3.0,,,,,,,,,,,
241867924,Скарбрандт,soulflayer,156.0,1010.0,0.0,50.0,100.0,0.0,20.0,67.0,,50.0,0.0,100.0,0.0,100.0,50.0,25.0,1.0,2.0,1.0,2.0,5.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243500598,Djarlstam,arathor,5.0,2395.0,0.0,0.0,,,,,,,,,50.0,100.0,100.0,,2.0,1.0,,,,,,,,,2.0,2.0,1.0,,0.0,0.0,,,,,,,,,1.0,2.0,1.0,,,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,67.0,61.0,40.0,55.0,19.0,50.0,,36.0,0.0,67.0,86.0,50.0,50.0,,6.0,18.0,5.0,11.0,16.0,12.0,,14.0,1.0,12.0,7.0,2.0,2.0,,4.0,11.0,2.0,6.0,3.0,6.0,,5.0,0.0,8.0,6.0,1.0,1.0,,41.0,62.0,0.0,50.0,,33.0,17.0,13.0,3.0,10.0,,3.0,7.0,8.0,0.0,5.0,,1.0,,,,,,,,,
47118729,Thortue,suramar,40.0,7505.0,40.0,33.0,54.0,39.0,53.0,31.0,,21.0,0.0,60.0,0.0,0.0,70.0,0.0,15.0,12.0,13.0,18.0,17.0,26.0,,19.0,3.0,5.0,3.0,4.0,10.0,3.0,6.0,4.0,7.0,7.0,9.0,8.0,,4.0,0.0,3.0,0.0,0.0,7.0,0.0,52.0,57.0,55.0,0.0,,38.0,23.0,21.0,11.0,1.0,,8.0,12.0,12.0,6.0,0.0,,3.0,,,,,,,,,
167064588,Zertrak,blackrock,16.0,1342.0,0.0,0.0,80.0,,75.0,100.0,,100.0,100.0,0.0,100.0,50.0,50.0,0.0,3.0,1.0,5.0,,4.0,1.0,,2.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,,3.0,1.0,,2.0,4.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
125695372,Drakza,dun-morogh,7.0,2883.0,25.0,70.0,67.0,50.0,33.0,75.0,,67.0,,62.0,60.0,50.0,0.0,100.0,4.0,10.0,3.0,4.0,3.0,8.0,,6.0,,8.0,10.0,4.0,2.0,5.0,1.0,7.0,2.0,2.0,1.0,6.0,,4.0,,5.0,6.0,2.0,0.0,5.0,,,,,50.0,,,,,,2.0,,,,,,1.0,,100.0,1.0,1.0,,,,,,
172265984,Zanzadin,kazzak,29.0,1497.0,67.0,,0.0,100.0,,100.0,,100.0,0.0,50.0,,,67.0,,6.0,,2.0,1.0,,1.0,,1.0,1.0,2.0,,,3.0,,4.0,,0.0,1.0,,1.0,,1.0,0.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77659816,Robbins,dun-modr,16.0,2040.0,25.0,42.0,100.0,29.0,67.0,50.0,,40.0,67.0,100.0,,100.0,,67.0,8.0,12.0,3.0,7.0,3.0,2.0,,5.0,3.0,1.0,,3.0,,3.0,2.0,5.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,,3.0,,2.0,50.0,56.0,0.0,,,,4.0,9.0,1.0,,,,2.0,5.0,0.0,,,,,,,,,,,,
76860013,Elota,blackhand,6.0,1840.0,60.0,25.0,0.0,0.0,33.0,100.0,,0.0,,,,,,,5.0,4.0,3.0,5.0,3.0,3.0,,2.0,,,,,,,3.0,1.0,0.0,0.0,1.0,3.0,,0.0,,,,,,,50.0,57.0,100.0,0.0,,,6.0,7.0,1.0,3.0,,,3.0,4.0,1.0,0.0,,,100.0,1.0,1.0,,,,,,
193772441,Madares,silvermoon,15.0,1545.0,0.0,0.0,50.0,100.0,50.0,50.0,100.0,50.0,50.0,0.0,100.0,0.0,100.0,25.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,38.0,20.0,,0.0,,,,,,100.0,,100.0,,17.0,13.0,10.0,,1.0,,,,,,1.0,,1.0,,11.0,5.0,2.0,,0.0,,,,,,1.0,,1.0,,45.0,22.0,70.0,,,,11.0,9.0,10.0,,,,5.0,2.0,7.0,,,,100.0,11.0,11.0,,,,,,
148814723,Bohen,blackmoore,39.0,9053.0,32.0,33.0,25.0,40.0,50.0,60.0,200.0,0.0,50.0,56.0,40.0,67.0,75.0,100.0,22.0,3.0,4.0,10.0,6.0,5.0,1.0,4.0,2.0,9.0,5.0,3.0,8.0,3.0,7.0,1.0,1.0,4.0,3.0,3.0,2.0,0.0,1.0,5.0,2.0,2.0,6.0,3.0,50.0,0.0,0.0,50.0,,,2.0,1.0,1.0,2.0,,,1.0,0.0,0.0,1.0,,,100.0,2.0,2.0,,,,,,
247894298,Каэрвиль,azuregos,11.0,194.0,,100.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
