character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Arathi Basin played,Korrak's Revenge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Arathi Basin won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
41056082,Loker,auchindoun,78.0,32461.0,86.0,66.0,55.0,61.0,50.0,62.0,64.0,83.0,61.0,76.0,67.0,100.0,100.0,100.0,100.0,37.0,200.0,71.0,49.0,16.0,16.0,22.0,12.0,18.0,17.0,15.0,2.0,1.0,1.0,1.0,32.0,131.0,39.0,30.0,8.0,10.0,14.0,10.0,11.0,13.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,60.0,,,58.0,,,40.0,53.0,50.0,59.0,,65.0,50.0,100.0,75.0,5.0,,,19.0,,,10.0,15.0,10.0,17.0,,17.0,4.0,3.0,20.0,3.0,,,11.0,,,4.0,8.0,5.0,10.0,,11.0,2.0,3.0,15.0,0.0,100.0,44.0,57.0,40.0,1.0,1.0,16.0,23.0,5.0,0.0,1.0,7.0,13.0,2.0,,,,,,,,,
108995357,Garantine,stormrage,9.0,11006.0,77.0,,,,,,,100.0,,50.0,,,,,,13.0,,,,,,,1.0,,2.0,,,,,,10.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114556606,Shawney,stormrage,2.0,4630.0,58.0,46.0,55.0,45.0,30.0,27.0,,0.0,0.0,0.0,,,,,,12.0,24.0,20.0,11.0,10.0,11.0,,1.0,1.0,1.0,,,,,,7.0,11.0,11.0,5.0,3.0,3.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124366429,Loveliest,stormrage,181.0,48091.0,46.0,62.0,48.0,63.0,46.0,40.0,83.0,69.0,59.0,55.0,56.0,71.0,67.0,100.0,100.0,82.0,191.0,112.0,103.0,70.0,45.0,23.0,16.0,22.0,29.0,16.0,7.0,3.0,4.0,2.0,38.0,119.0,54.0,65.0,32.0,18.0,19.0,11.0,13.0,16.0,9.0,5.0,2.0,4.0,2.0,,0.0,71.0,100.0,86.0,,1.0,7.0,3.0,7.0,,0.0,5.0,3.0,6.0,100.0,2.0,2.0,,,,,,
135330361,Racduck,dunemaul,37.0,17635.0,76.0,45.0,51.0,49.0,11.0,78.0,65.0,54.0,69.0,46.0,54.0,45.0,50.0,,80.0,42.0,33.0,43.0,37.0,9.0,45.0,20.0,37.0,26.0,28.0,13.0,11.0,8.0,,15.0,32.0,15.0,22.0,18.0,1.0,35.0,13.0,20.0,18.0,13.0,7.0,5.0,4.0,,12.0,71.0,50.0,71.0,35.0,,7.0,2.0,14.0,20.0,,5.0,1.0,10.0,7.0,,67.0,3.0,2.0,,,,,,
163224163,Радостьмоя,gordunni,94.0,10242.0,,55.0,38.0,67.0,100.0,,43.0,56.0,59.0,54.0,67.0,62.0,,100.0,82.0,,22.0,8.0,24.0,3.0,,28.0,43.0,41.0,48.0,12.0,16.0,,2.0,11.0,,12.0,3.0,16.0,3.0,,12.0,24.0,24.0,26.0,8.0,10.0,,2.0,9.0,,,55.0,69.0,0.0,,,20.0,16.0,1.0,,,11.0,11.0,0.0,50.0,4.0,2.0,,,,,,
93089091,Eliminato,stormrage,72.0,17903.0,55.0,59.0,57.0,61.0,44.0,62.0,69.0,32.0,69.0,48.0,67.0,67.0,70.0,100.0,46.0,29.0,51.0,30.0,38.0,9.0,21.0,26.0,22.0,26.0,40.0,12.0,27.0,10.0,2.0,13.0,16.0,30.0,17.0,23.0,4.0,13.0,18.0,7.0,18.0,19.0,8.0,18.0,7.0,2.0,6.0,,100.0,59.0,52.0,100.0,,3.0,22.0,21.0,11.0,,3.0,13.0,11.0,11.0,60.0,10.0,6.0,,,,,,
75165662,Fnatix,kazzak,26.0,9273.0,50.0,67.0,66.0,64.0,61.0,36.0,67.0,25.0,58.0,25.0,50.0,,,,,24.0,30.0,35.0,28.0,18.0,11.0,6.0,4.0,12.0,4.0,6.0,,,,,12.0,20.0,23.0,18.0,11.0,4.0,4.0,1.0,7.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165287936,Holzkûh,blackmoore,28.0,2449.0,100.0,,,100.0,,,71.0,67.0,43.0,60.0,,50.0,,,86.0,1.0,,,4.0,,,7.0,3.0,7.0,10.0,,4.0,,,7.0,1.0,,,4.0,,,5.0,2.0,3.0,6.0,,2.0,,,6.0,50.0,,40.0,25.0,,4.0,,5.0,4.0,,2.0,,2.0,1.0,,,,,,,,,,
117146148,Kardasi,ravencrest,22.0,3159.0,58.0,,,40.0,,62.0,100.0,43.0,100.0,88.0,,57.0,71.0,,100.0,12.0,,,5.0,,8.0,4.0,7.0,1.0,8.0,,7.0,7.0,,1.0,7.0,,,2.0,,5.0,4.0,3.0,1.0,7.0,,4.0,5.0,,1.0,,29.0,100.0,67.0,,,7.0,2.0,3.0,,,2.0,2.0,2.0,,,,,,,,,,
237886091,Hamsandwich,ghostlands,1.0,323.0,,,0.0,,,,,,,,,100.0,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123868237,Saala,magtheridon,65.0,21171.0,56.0,60.0,41.0,40.0,24.0,32.0,40.0,49.0,42.0,50.0,44.0,65.0,69.0,,47.0,32.0,15.0,17.0,48.0,17.0,19.0,40.0,47.0,26.0,30.0,16.0,23.0,13.0,,15.0,18.0,9.0,7.0,19.0,4.0,6.0,16.0,23.0,11.0,15.0,7.0,15.0,9.0,,7.0,,31.0,67.0,75.0,40.0,,13.0,18.0,24.0,5.0,,4.0,12.0,18.0,2.0,100.0,2.0,2.0,,,,,,
165361128,Áydan,stormrage,71.0,11233.0,61.0,57.0,41.0,41.0,39.0,27.0,39.0,44.0,57.0,47.0,50.0,54.0,50.0,100.0,60.0,28.0,21.0,17.0,27.0,28.0,11.0,28.0,18.0,37.0,19.0,12.0,28.0,2.0,13.0,5.0,17.0,12.0,7.0,11.0,11.0,3.0,11.0,8.0,21.0,9.0,6.0,15.0,1.0,13.0,3.0,100.0,,42.0,44.0,,4.0,,12.0,16.0,,4.0,,5.0,7.0,,0.0,2.0,0.0,,,,,,
113463618,Macawésome,twisting-nether,17.0,2200.0,67.0,50.0,78.0,0.0,,67.0,,100.0,100.0,,,,,,0.0,3.0,2.0,9.0,1.0,,9.0,,1.0,1.0,,,,,,1.0,2.0,1.0,7.0,0.0,,6.0,,1.0,1.0,,,,,,0.0,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
155434096,Паладиннер,eversong,14.0,2894.0,60.0,50.0,60.0,33.0,40.0,75.0,0.0,67.0,29.0,60.0,20.0,,100.0,,,5.0,2.0,5.0,3.0,5.0,8.0,5.0,3.0,7.0,10.0,5.0,,1.0,,,3.0,1.0,3.0,1.0,2.0,6.0,0.0,2.0,2.0,6.0,1.0,,1.0,,,,,,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,
122174118,Dalt,anachronos,18.0,7701.0,43.0,33.0,30.0,27.0,36.0,53.0,50.0,20.0,50.0,50.0,20.0,67.0,80.0,,50.0,14.0,6.0,10.0,15.0,11.0,15.0,6.0,10.0,6.0,6.0,5.0,3.0,5.0,,4.0,6.0,2.0,3.0,4.0,4.0,8.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,,2.0,,100.0,50.0,50.0,,,1.0,4.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,33.0,75.0,38.0,38.0,0.0,20.0,0.0,100.0,,100.0,100.0,5.0,14.0,16.0,9.0,12.0,4.0,8.0,13.0,3.0,5.0,5.0,3.0,,4.0,1.0,2.0,8.0,6.0,5.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,3.0,,4.0,1.0,,,50.0,50.0,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,
192525940,Drwilliam,kazzak,24.0,92.0,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158103307,Tasalah,stormrage,59.0,16229.0,64.0,61.0,67.0,58.0,52.0,81.0,55.0,60.0,67.0,50.0,25.0,18.0,45.0,,25.0,22.0,77.0,58.0,36.0,23.0,16.0,11.0,15.0,9.0,4.0,4.0,11.0,11.0,,4.0,14.0,47.0,39.0,21.0,12.0,13.0,6.0,9.0,6.0,2.0,1.0,2.0,5.0,,1.0,,,60.0,33.0,,,,5.0,3.0,,,,3.0,1.0,,,,,,,,,,
79069719,Skioeskao,nemesis,5.0,26900.0,45.0,50.0,23.0,42.0,40.0,71.0,29.0,32.0,0.0,62.0,25.0,,,,,33.0,22.0,13.0,12.0,25.0,17.0,7.0,25.0,5.0,29.0,4.0,,,,,15.0,11.0,3.0,5.0,10.0,12.0,2.0,8.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93928802,Falgar,stormrage,27.0,18629.0,50.0,26.0,31.0,50.0,36.0,50.0,33.0,80.0,55.0,31.0,50.0,50.0,60.0,100.0,,32.0,23.0,13.0,12.0,14.0,16.0,3.0,5.0,11.0,13.0,6.0,2.0,5.0,18.0,,16.0,6.0,4.0,6.0,5.0,8.0,1.0,4.0,6.0,4.0,3.0,1.0,3.0,18.0,,,,100.0,100.0,0.0,,,1.0,1.0,2.0,,,1.0,1.0,0.0,100.0,1.0,1.0,,,,,,
186403626,Azylex,hyjal,8.0,1820.0,50.0,,,100.0,,100.0,25.0,0.0,38.0,33.0,,50.0,60.0,,40.0,2.0,,,1.0,,1.0,4.0,1.0,8.0,6.0,,2.0,5.0,,5.0,1.0,,,1.0,,1.0,1.0,0.0,3.0,2.0,,1.0,3.0,,2.0,0.0,100.0,100.0,75.0,,1.0,2.0,2.0,4.0,,0.0,2.0,2.0,3.0,,,,,,,,,,
144961293,Grandstorm,stormrage,3.0,12649.0,38.0,100.0,33.0,83.0,17.0,70.0,0.0,100.0,25.0,50.0,100.0,100.0,,,,13.0,2.0,3.0,12.0,6.0,10.0,2.0,2.0,4.0,4.0,1.0,1.0,,,,5.0,2.0,1.0,10.0,1.0,7.0,0.0,2.0,1.0,2.0,1.0,1.0,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
193962498,Zarothian,silvermoon,9.0,667.0,100.0,,,100.0,,0.0,,,0.0,,,100.0,,,0.0,1.0,,,2.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,2.0,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
20764750,Menzov,khadgar,56.0,41191.0,71.0,51.0,68.0,40.0,47.0,48.0,,50.0,,100.0,,,,,,52.0,53.0,40.0,35.0,15.0,23.0,,2.0,,1.0,,,,,,37.0,27.0,27.0,14.0,7.0,11.0,,1.0,,1.0,,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
136530727,Naelius,tyrande,67.0,337.0,50.0,,,,,,,,100.0,,,,0.0,,100.0,4.0,,,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,0.0,,1.0,,0.0,50.0,100.0,,,2.0,2.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,
161671342,Orvald,eitrigg,8.0,610.0,50.0,,,,,0.0,0.0,100.0,100.0,0.0,,100.0,,,,2.0,,,,,1.0,1.0,3.0,1.0,3.0,,1.0,,,,1.0,,,,,0.0,0.0,3.0,1.0,0.0,,1.0,,,,,0.0,67.0,100.0,,,2.0,3.0,1.0,,,0.0,2.0,1.0,,,,,,,,,,
93958393,Armantor,stormrage,24.0,9452.0,43.0,47.0,46.0,50.0,0.0,67.0,44.0,48.0,36.0,32.0,,50.0,33.0,,50.0,21.0,30.0,13.0,8.0,3.0,6.0,16.0,21.0,14.0,22.0,,2.0,15.0,,6.0,9.0,14.0,6.0,4.0,0.0,4.0,7.0,10.0,5.0,7.0,,1.0,5.0,,3.0,,,50.0,50.0,,,,4.0,6.0,,,,2.0,3.0,,100.0,1.0,1.0,,,,,,
45422692,Богал,azuregos,16.0,12527.0,50.0,48.0,54.0,51.0,33.0,71.0,46.0,38.0,64.0,80.0,67.0,100.0,25.0,,,20.0,23.0,26.0,35.0,15.0,24.0,35.0,8.0,28.0,10.0,3.0,2.0,4.0,,,10.0,11.0,14.0,18.0,5.0,17.0,16.0,3.0,18.0,8.0,2.0,2.0,1.0,,,,100.0,82.0,0.0,,,1.0,11.0,1.0,,,1.0,9.0,0.0,,,,,,,,,,
193444166,Grintri,silvermoon,9.0,3766.0,67.0,,,50.0,,33.0,56.0,0.0,33.0,44.0,,50.0,43.0,,,6.0,,,6.0,,3.0,9.0,5.0,6.0,9.0,,4.0,7.0,,,4.0,,,3.0,,1.0,5.0,0.0,2.0,4.0,,2.0,3.0,,,,25.0,0.0,33.0,50.0,,4.0,2.0,3.0,2.0,,1.0,0.0,1.0,1.0,,,,,,,,,
71022135,Dalicia,outland,32.0,3050.0,33.0,25.0,25.0,100.0,100.0,,,,50.0,100.0,,100.0,100.0,,100.0,3.0,4.0,4.0,1.0,1.0,,,,2.0,1.0,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,3.0,,1.0,,,,0.0,22.0,,,,2.0,9.0,,,,0.0,2.0,,,,,,,,,
104544605,Bubblégúm,ravencrest,13.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,
155338666,Caydo,ravencrest,8.0,857.0,,,,71.0,,,67.0,0.0,67.0,100.0,,50.0,,,100.0,,,,7.0,,,3.0,2.0,3.0,1.0,,4.0,,,1.0,,,,5.0,,,2.0,0.0,2.0,1.0,,2.0,,,1.0,,100.0,50.0,,,,1.0,4.0,,,,1.0,2.0,,,,,,,,,,,
176186888,Senatos,silvermoon,21.0,946.0,100.0,,,,,50.0,100.0,0.0,50.0,33.0,,100.0,0.0,,67.0,2.0,,,,,2.0,1.0,2.0,4.0,3.0,,3.0,1.0,,3.0,2.0,,,,,1.0,1.0,0.0,2.0,1.0,,3.0,0.0,,2.0,,0.0,50.0,0.0,50.0,,1.0,2.0,1.0,2.0,,0.0,1.0,0.0,1.0,,,,,,,,,
175591988,Kleim,dun-modr,7.0,2588.0,,,,100.0,,,100.0,100.0,50.0,,,50.0,,,50.0,,,,1.0,,,1.0,1.0,2.0,,,2.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,50.0,0.0,25.0,,,2.0,2.0,8.0,,,1.0,0.0,2.0,,,,,,,,,
194270639,Kicklock,silvermoon,3.0,750.0,50.0,,,,,,0.0,,0.0,,,100.0,50.0,,100.0,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,,,,,,0.0,,0.0,,,1.0,1.0,,1.0,,0.0,100.0,,,,1.0,2.0,,,,0.0,2.0,,,,,,,,,,,
93348370,Theblacko,stormrage,1.0,3623.0,40.0,25.0,60.0,100.0,25.0,25.0,,100.0,,25.0,,,,,,5.0,8.0,5.0,1.0,4.0,4.0,,1.0,,4.0,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184124373,Foretold,outland,4.0,2454.0,100.0,,,75.0,,50.0,50.0,100.0,0.0,100.0,,100.0,,,,1.0,,,4.0,,2.0,2.0,1.0,1.0,3.0,,1.0,,,,1.0,,,3.0,,1.0,1.0,1.0,0.0,3.0,,1.0,,,,,0.0,0.0,100.0,,,1.0,2.0,1.0,,,0.0,0.0,1.0,,33.0,3.0,1.0,,,,,,
93906817,Thôr,stormrage,32.0,5012.0,67.0,36.0,42.0,25.0,14.0,0.0,41.0,,36.0,,,,,,,6.0,72.0,26.0,16.0,14.0,2.0,22.0,,14.0,,,,,,,4.0,26.0,11.0,4.0,2.0,0.0,9.0,,5.0,,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,
120035673,Whitemoist,outland,21.0,5168.0,67.0,67.0,100.0,57.0,,62.0,40.0,43.0,71.0,79.0,,100.0,60.0,,100.0,15.0,3.0,1.0,7.0,,13.0,10.0,7.0,7.0,14.0,,8.0,5.0,,1.0,10.0,2.0,1.0,4.0,,8.0,4.0,3.0,5.0,11.0,,8.0,3.0,,1.0,,50.0,67.0,40.0,0.0,,2.0,6.0,10.0,1.0,,1.0,4.0,4.0,0.0,100.0,2.0,2.0,100.0,1.0,1.0,,,
136030300,Benôn,blackmoore,14.0,6622.0,75.0,45.0,50.0,67.0,50.0,67.0,42.0,14.0,46.0,10.0,20.0,0.0,50.0,100.0,67.0,4.0,20.0,20.0,15.0,16.0,9.0,12.0,7.0,13.0,10.0,5.0,3.0,2.0,2.0,3.0,3.0,9.0,10.0,10.0,8.0,6.0,5.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,2.0,260.0,,100.0,50.0,,5.0,,1.0,2.0,,13.0,,1.0,1.0,,,,,,,,,,
161561608,Kivers,draenor,2.0,456.0,,,,100.0,,,0.0,0.0,,0.0,,100.0,0.0,,100.0,,,,4.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,4.0,,,0.0,0.0,,0.0,,1.0,0.0,,1.0,,,100.0,100.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
93617615,Sephire,stormrage,6.0,15379.0,40.0,71.0,67.0,50.0,100.0,67.0,33.0,100.0,33.0,67.0,33.0,,100.0,,,5.0,7.0,9.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,1.0,,,2.0,5.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,100.0,67.0,,,,1.0,3.0,,,,1.0,2.0,,,,,,,,,,
104168750,Sunstar,talnivarr,28.0,19670.0,59.0,68.0,62.0,53.0,48.0,67.0,25.0,36.0,41.0,80.0,,,,,,112.0,31.0,71.0,51.0,52.0,39.0,4.0,11.0,29.0,15.0,,,,,,66.0,21.0,44.0,27.0,25.0,26.0,1.0,4.0,12.0,12.0,,,,,,,,,,0.0,,,,,6.0,,,,,0.0,,,,,,,,,
162955478,Adell,azshara,24.0,8760.0,55.0,70.0,67.0,54.0,50.0,74.0,75.0,0.0,,50.0,50.0,100.0,100.0,,50.0,29.0,10.0,15.0,13.0,8.0,39.0,4.0,2.0,,6.0,2.0,1.0,4.0,,2.0,16.0,7.0,10.0,7.0,4.0,29.0,3.0,0.0,,3.0,1.0,1.0,4.0,,1.0,,50.0,25.0,100.0,,,4.0,4.0,1.0,,,2.0,1.0,1.0,,100.0,1.0,1.0,,,,,,
136273362,Arakawa,drakthul,4.0,220.0,100.0,,,100.0,,,,50.0,,0.0,,0.0,,,,2.0,,,1.0,,,,2.0,,1.0,,1.0,,,,2.0,,,1.0,,,,1.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,1.0,2.0,,,,0.0,0.0,,,,,,,,,
40558377,Týr,marécage-de-zangar,10.0,13055.0,49.0,32.0,31.0,40.0,58.0,71.0,25.0,29.0,25.0,38.0,100.0,0.0,0.0,,67.0,73.0,22.0,29.0,25.0,50.0,17.0,12.0,7.0,12.0,13.0,1.0,2.0,3.0,,3.0,36.0,7.0,9.0,10.0,29.0,12.0,3.0,2.0,3.0,5.0,1.0,0.0,0.0,,2.0,,20.0,0.0,100.0,,,5.0,2.0,1.0,,,1.0,0.0,1.0,,0.0,1.0,0.0,,,,,,
167573051,Pillidin,blackmoore,31.0,1379.0,33.0,,,50.0,,67.0,0.0,33.0,33.0,,,,0.0,,0.0,6.0,,,2.0,,3.0,1.0,3.0,3.0,,,,1.0,,1.0,2.0,,,1.0,,2.0,0.0,1.0,1.0,,,,0.0,,0.0,,43.0,0.0,50.0,,,7.0,2.0,2.0,,,3.0,0.0,1.0,,,,,,,,,,
149674373,Kyrenna,elune,94.0,186849.0,48.0,62.0,59.0,59.0,59.0,44.0,64.0,73.0,70.0,63.0,62.0,60.0,50.0,100.0,100.0,297.0,768.0,446.0,415.0,321.0,181.0,375.0,264.0,339.0,301.0,114.0,5.0,2.0,9.0,1.0,142.0,473.0,262.0,246.0,190.0,79.0,241.0,192.0,237.0,191.0,71.0,3.0,1.0,9.0,1.0,,,43.0,0.0,,,,7.0,1.0,,,,3.0,0.0,,,,,,,,,,
153762732,Ghostlight,kirin-tor,27.0,18300.0,34.0,36.0,32.0,32.0,38.0,58.0,27.0,45.0,24.0,33.0,36.0,,,,,32.0,77.0,66.0,59.0,40.0,33.0,44.0,29.0,51.0,24.0,11.0,,,,,11.0,28.0,21.0,19.0,15.0,19.0,12.0,13.0,12.0,8.0,4.0,,,,,,,42.0,100.0,0.0,,,12.0,1.0,1.0,,,5.0,1.0,0.0,,,,,,,,,
127758093,Rixey,silvermoon,7.0,10379.0,41.0,39.0,57.0,44.0,33.0,41.0,44.0,60.0,58.0,61.0,54.0,,,,,22.0,49.0,30.0,27.0,21.0,32.0,32.0,15.0,36.0,23.0,13.0,,,,,9.0,19.0,17.0,12.0,7.0,13.0,14.0,9.0,21.0,14.0,7.0,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
92927344,Wildkard,stormrage,13.0,21134.0,61.0,37.0,51.0,39.0,46.0,55.0,37.0,43.0,52.0,32.0,44.0,,,,,62.0,108.0,93.0,69.0,87.0,62.0,30.0,21.0,31.0,22.0,18.0,,,,,38.0,40.0,47.0,27.0,40.0,34.0,11.0,9.0,16.0,7.0,8.0,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,
91581085,Tanckk,dalaran,18.0,7728.0,64.0,20.0,0.0,36.0,0.0,67.0,18.0,47.0,39.0,47.0,29.0,12.0,29.0,,100.0,11.0,20.0,6.0,11.0,4.0,21.0,11.0,15.0,18.0,17.0,7.0,8.0,14.0,,4.0,7.0,4.0,0.0,4.0,0.0,14.0,2.0,7.0,7.0,8.0,2.0,1.0,4.0,,4.0,75.0,29.0,45.0,9.0,100.0,8.0,7.0,11.0,11.0,1.0,6.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,,,,,,
92660241,Canudo,stormrage,9.0,14159.0,67.0,50.0,33.0,67.0,,100.0,,,50.0,,,50.0,,100.0,,6.0,2.0,3.0,3.0,,2.0,,,2.0,,,2.0,,19.0,,4.0,1.0,1.0,2.0,,2.0,,,1.0,,,1.0,,19.0,,,,100.0,,38.0,,,1.0,,8.0,,,1.0,,3.0,67.0,3.0,2.0,,,,,,
156204083,Pepinecka,drakthul,41.0,177.0,,,,,,,,50.0,,0.0,0.0,0.0,,,100.0,,,,,,,,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,1.0,,,100.0,50.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,
25021934,Betanek,azuremyst,33.0,10073.0,6.0,46.0,23.0,17.0,43.0,75.0,0.0,38.0,40.0,50.0,17.0,,,,,18.0,26.0,13.0,6.0,7.0,4.0,1.0,8.0,5.0,4.0,6.0,,,,,1.0,12.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168641774,Luná,genjuros,6.0,22731.0,53.0,56.0,51.0,64.0,38.0,75.0,62.0,45.0,59.0,36.0,,100.0,,,0.0,78.0,101.0,71.0,25.0,21.0,16.0,26.0,11.0,17.0,11.0,,1.0,,,1.0,41.0,57.0,36.0,16.0,8.0,12.0,16.0,5.0,10.0,4.0,,1.0,,,0.0,1500.0,,0.0,0.0,,1.0,,1.0,1.0,,15.0,,0.0,0.0,,100.0,1.0,1.0,,,,,,
166278862,Zatuna,the-venture-co,3.0,330.0,50.0,,,0.0,,,,,100.0,0.0,,,,,0.0,2.0,,,1.0,,,,,1.0,3.0,,,,,2.0,1.0,,,0.0,,,,,1.0,0.0,,,,,0.0,,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,
62132929,Flippala,azuremyst,1.0,772.0,0.0,33.0,67.0,25.0,,,50.0,50.0,,14.0,50.0,,,,,2.0,3.0,3.0,4.0,,,2.0,2.0,,7.0,2.0,,,,,0.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
93879153,Pappasmúrf,stormrage,13.0,541.0,,,,100.0,,,67.0,50.0,,50.0,,,,,50.0,,,,1.0,,,3.0,2.0,,2.0,,,,,2.0,,,,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,0.0,33.0,,,,1.0,3.0,,,,0.0,1.0,,,,,,,,,,
21997401,Pyhak,outland,2.0,558.0,100.0,33.0,0.0,100.0,50.0,100.0,50.0,0.0,33.0,67.0,0.0,,,,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,,,,,,,100.0,0.0,,,,2.0,1.0,,,,2.0,0.0,,,,,,,,,,
159961156,Karîma,hyjal,26.0,115.0,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89313971,Thorus,die-arguswacht,38.0,2609.0,100.0,50.0,48.0,22.0,33.0,60.0,50.0,33.0,75.0,40.0,43.0,,50.0,100.0,,1.0,6.0,23.0,9.0,3.0,5.0,4.0,6.0,4.0,5.0,14.0,,2.0,1.0,,1.0,3.0,11.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,6.0,,1.0,1.0,,,0.0,67.0,,67.0,,1.0,3.0,,3.0,,0.0,2.0,,2.0,,,,,,,,,
