character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Twin Peaks played,Silvershard Mines played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Twin Peaks won,Silvershard Mines won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Deepwind Gorge won,Alterac Valley win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Ashran win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,The Battle for Gilneas played,Ashran played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,The Battle for Gilneas won,Ashran won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
93539639,Emergency,aggra-português,7.0,2876.0,25.0,67.0,57.0,67.0,,100.0,,0.0,0.0,4.0,3.0,7.0,3.0,,3.0,,1.0,1.0,1.0,2.0,4.0,2.0,,3.0,,0.0,0.0,58.0,25.0,50.0,75.0,67.0,100.0,50.0,0.0,33.0,19.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,3.0,11.0,1.0,2.0,3.0,4.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,
85448887,Bífur,eredar,7.0,3033.0,25.0,30.0,42.0,50.0,,29.0,29.0,100.0,,8.0,10.0,12.0,12.0,,7.0,7.0,2.0,,2.0,3.0,5.0,6.0,,2.0,2.0,2.0,,50.0,14.0,44.0,64.0,60.0,,50.0,,0.0,2.0,7.0,9.0,11.0,5.0,,2.0,,1.0,1.0,1.0,4.0,7.0,3.0,,1.0,,0.0,,,,,,,,,,,,,,,
151168565,Plòppy,twisting-nether,33.0,1152.0,,,,33.0,,100.0,,33.0,75.0,,,,3.0,,1.0,,3.0,4.0,,,,1.0,,1.0,,1.0,3.0,33.0,100.0,,50.0,100.0,,67.0,50.0,50.0,3.0,1.0,,4.0,1.0,,3.0,4.0,2.0,1.0,1.0,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,
101982631,Nauglamur,blackhand,4.0,72.0,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,1.0,,1.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
77234699,Kennybuster,blackhand,10.0,8348.0,50.0,39.0,50.0,62.0,,59.0,67.0,,,14.0,28.0,16.0,13.0,,17.0,3.0,,,7.0,11.0,8.0,8.0,,10.0,2.0,,,67.0,59.0,56.0,50.0,50.0,,,,,12.0,17.0,18.0,10.0,8.0,,,,,8.0,10.0,10.0,5.0,4.0,,,,,,,,,,,,,,,,,,,
78679551,Pibo,drekthar,52.0,2544.0,0.0,,33.0,50.0,,0.0,50.0,100.0,,1.0,,3.0,2.0,,1.0,2.0,2.0,,0.0,,1.0,1.0,,0.0,1.0,2.0,,70.0,,0.0,0.0,33.0,,,,60.0,10.0,,1.0,5.0,3.0,,,,5.0,7.0,,0.0,0.0,1.0,,,,3.0,,,,,,,,,,,,,,,
94995027,Aldro,uldaman,31.0,5718.0,55.0,8.0,47.0,57.0,,44.0,71.0,100.0,,20.0,13.0,15.0,14.0,,9.0,7.0,5.0,,11.0,1.0,7.0,8.0,,4.0,5.0,5.0,,47.0,0.0,33.0,20.0,50.0,,50.0,,,19.0,6.0,3.0,5.0,20.0,,2.0,,,9.0,0.0,1.0,1.0,10.0,,1.0,,,33.0,6.0,2.0,,,,,,,,,,,,
150152695,Zirc,tarren-mill,39.0,20215.0,63.0,57.0,48.0,52.0,,46.0,61.0,,,43.0,42.0,40.0,23.0,,24.0,31.0,,,27.0,24.0,19.0,12.0,,11.0,19.0,,,39.0,63.0,51.0,38.0,47.0,,,,,79.0,52.0,51.0,71.0,36.0,,,,,31.0,33.0,26.0,27.0,17.0,,,,,75.0,4.0,3.0,,,,,,,,,,,,
165566705,Johawk,kargath,44.0,1455.0,,,75.0,33.0,0.0,67.0,,0.0,33.0,,,4.0,3.0,2.0,3.0,,2.0,3.0,,,3.0,1.0,0.0,2.0,,0.0,1.0,75.0,50.0,,17.0,0.0,100.0,50.0,100.0,50.0,4.0,4.0,,6.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,0.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
113870315,Roronoazorro,hyjal,11.0,12050.0,32.0,31.0,0.0,60.0,,29.0,,,0.0,31.0,42.0,2.0,5.0,,7.0,,,3.0,10.0,13.0,0.0,3.0,,2.0,,,0.0,51.0,61.0,37.0,14.0,25.0,75.0,33.0,50.0,75.0,47.0,18.0,19.0,7.0,4.0,4.0,3.0,2.0,4.0,24.0,11.0,7.0,1.0,1.0,3.0,1.0,1.0,3.0,60.0,5.0,3.0,100.0,2.0,2.0,,,,,,,,,
69764442,Norrath,thrall,18.0,6551.0,52.0,48.0,56.0,77.0,,62.0,100.0,,100.0,27.0,21.0,9.0,13.0,,8.0,6.0,,1.0,14.0,10.0,5.0,10.0,,5.0,6.0,,1.0,26.0,33.0,27.0,36.0,54.0,0.0,50.0,0.0,100.0,27.0,12.0,11.0,14.0,13.0,2.0,2.0,1.0,3.0,7.0,4.0,3.0,5.0,7.0,0.0,1.0,0.0,3.0,,,,40.0,5.0,2.0,,,,,,,,,
163314982,Баблодинный,gordunni,9.0,606.0,0.0,0.0,0.0,100.0,,25.0,,,,1.0,1.0,1.0,1.0,,4.0,,,,0.0,0.0,0.0,1.0,,1.0,,,,100.0,,,100.0,,,,0.0,,1.0,,,1.0,,,,2.0,,1.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,,
165583156,Колвэл,howling-fjord,23.0,85516.0,58.0,58.0,66.0,58.0,,75.0,59.0,73.0,0.0,259.0,210.0,95.0,36.0,,40.0,22.0,11.0,1.0,149.0,122.0,63.0,21.0,,30.0,13.0,8.0,0.0,60.0,56.0,52.0,50.0,71.0,100.0,50.0,89.0,71.0,148.0,185.0,159.0,131.0,89.0,3.0,6.0,9.0,7.0,89.0,104.0,82.0,65.0,63.0,3.0,3.0,8.0,5.0,100.0,2.0,2.0,,,,,,,100.0,1.0,1.0,,,
226308889,Яалон,gordunni,22.0,2920.0,,,73.0,45.0,,50.0,,53.0,50.0,,,11.0,11.0,,12.0,,15.0,6.0,,,8.0,5.0,,6.0,,8.0,3.0,0.0,14.0,,,79.0,,33.0,50.0,40.0,1.0,7.0,,,14.0,,6.0,12.0,5.0,0.0,1.0,,,11.0,,2.0,6.0,2.0,,,,,,,,,,,,,,,
117873530,Уриенс,howling-fjord,65.0,40489.0,52.0,43.0,49.0,55.0,,51.0,51.0,49.0,31.0,50.0,21.0,102.0,104.0,,100.0,88.0,69.0,13.0,26.0,9.0,50.0,57.0,,51.0,45.0,34.0,4.0,36.0,48.0,50.0,25.0,55.0,,52.0,68.0,50.0,14.0,40.0,6.0,4.0,117.0,,44.0,47.0,10.0,5.0,19.0,3.0,1.0,64.0,,23.0,32.0,5.0,100.0,3.0,3.0,100.0,4.0,4.0,100.0,14.0,14.0,,,,,,
139624902,Ven,malygos,7.0,1382.0,,,100.0,0.0,,100.0,,,50.0,,,1.0,1.0,,1.0,,,2.0,,,1.0,0.0,,1.0,,,1.0,100.0,,,100.0,,100.0,0.0,100.0,100.0,1.0,,,2.0,,1.0,1.0,3.0,1.0,1.0,,,2.0,,1.0,0.0,3.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,
162122372,Lylitz,uldaman,31.0,18198.0,29.0,36.0,71.0,55.0,,64.0,100.0,0.0,67.0,17.0,14.0,7.0,11.0,,11.0,1.0,1.0,3.0,5.0,5.0,5.0,6.0,,7.0,1.0,0.0,2.0,62.0,37.0,30.0,44.0,83.0,100.0,50.0,100.0,,16.0,19.0,20.0,9.0,12.0,1.0,4.0,1.0,,10.0,7.0,6.0,4.0,10.0,1.0,2.0,1.0,,71.0,7.0,5.0,100.0,1.0,1.0,,,,,,,,,
151779368,Sùnan,kirin-tor,14.0,950.0,100.0,0.0,,14.0,,20.0,,,,1.0,1.0,,7.0,,5.0,,,,1.0,0.0,,1.0,,1.0,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
197308139,Cdurpal,archimonde,9.0,363.0,,,0.0,,,0.0,,0.0,50.0,,,2.0,,,1.0,,1.0,2.0,,,0.0,,,0.0,,0.0,1.0,,,,100.0,,,0.0,,0.0,,,,1.0,,,3.0,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,
101400535,Trowâ,antonidas,11.0,17986.0,36.0,50.0,57.0,20.0,,69.0,100.0,75.0,100.0,14.0,18.0,7.0,10.0,,13.0,1.0,4.0,1.0,5.0,9.0,4.0,2.0,,9.0,1.0,3.0,1.0,21.0,53.0,38.0,70.0,0.0,,100.0,67.0,20.0,14.0,19.0,21.0,20.0,2.0,,2.0,3.0,5.0,3.0,10.0,8.0,14.0,0.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,
142307880,Mska,twisting-nether,10.0,2181.0,33.0,50.0,85.0,46.0,0.0,62.0,100.0,133.0,0.0,12.0,8.0,13.0,13.0,1.0,13.0,1.0,3.0,1.0,4.0,4.0,11.0,6.0,0.0,8.0,1.0,4.0,0.0,50.0,100.0,,,56.0,,,,,2.0,2.0,,,9.0,,,,,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,
153389240,Althéä,eitrigg,16.0,15337.0,58.0,67.0,67.0,50.0,,33.0,67.0,,,12.0,9.0,9.0,2.0,,3.0,6.0,,,7.0,6.0,6.0,1.0,,1.0,4.0,,,25.0,60.0,29.0,40.0,33.0,,,,,8.0,10.0,7.0,5.0,3.0,,,,,2.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
216309744,Huanamare,sylvanas,9.0,37574.0,50.0,48.0,60.0,61.0,,67.0,66.0,60.0,75.0,107.0,104.0,75.0,94.0,,81.0,68.0,5.0,4.0,54.0,50.0,45.0,57.0,,54.0,45.0,3.0,3.0,65.0,33.0,38.0,64.0,48.0,100.0,100.0,43.0,60.0,101.0,61.0,66.0,94.0,102.0,1.0,2.0,7.0,5.0,66.0,20.0,25.0,60.0,49.0,1.0,2.0,3.0,3.0,,,,67.0,3.0,2.0,,,,,,,,,
133401535,Marulfe,uldaman,7.0,805.0,,,50.0,0.0,,0.0,,0.0,0.0,,,2.0,3.0,,3.0,,2.0,1.0,,,1.0,0.0,,0.0,,0.0,0.0,33.0,0.0,,50.0,0.0,100.0,0.0,0.0,0.0,3.0,1.0,,4.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
166840952,Kippis,blackmoore,16.0,5881.0,,,44.0,57.0,67.0,50.0,,33.0,44.0,,,9.0,7.0,3.0,8.0,,9.0,9.0,,,4.0,4.0,2.0,4.0,,3.0,4.0,63.0,40.0,,46.0,43.0,62.0,50.0,40.0,33.0,27.0,5.0,,26.0,7.0,16.0,4.0,5.0,18.0,17.0,2.0,,12.0,3.0,10.0,2.0,2.0,6.0,,,,100.0,1.0,1.0,,,,,,,,,
161777588,Pjoe,sargeras,9.0,2850.0,0.0,,50.0,12.0,,100.0,,0.0,,1.0,,2.0,8.0,,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,0.0,,50.0,,,,100.0,,,,,48.0,,,,2.0,,,,,24.0,,,,2.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,
161671342,Orvald,eitrigg,8.0,610.0,,,0.0,100.0,,0.0,,67.0,,,,1.0,3.0,,3.0,,3.0,,,,0.0,3.0,,0.0,,2.0,,50.0,,,0.0,100.0,0.0,100.0,100.0,,2.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
154018548,Legendaura,silvermoon,35.0,5375.0,44.0,44.0,57.0,25.0,,52.0,75.0,,33.0,16.0,9.0,23.0,20.0,,27.0,8.0,,3.0,7.0,4.0,13.0,5.0,,14.0,6.0,,1.0,50.0,75.0,62.0,17.0,47.0,0.0,,,,8.0,8.0,8.0,12.0,19.0,2.0,,,,4.0,6.0,5.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,,
173916380,Ysumar,khaz-modan,32.0,972.0,25.0,0.0,33.0,100.0,,33.0,0.0,,0.0,4.0,1.0,3.0,1.0,,3.0,1.0,,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,0.0,100.0,0.0,0.0,50.0,40.0,,0.0,0.0,,1.0,4.0,2.0,2.0,5.0,,1.0,1.0,,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,
81282401,Кнопоська,soulflayer,113.0,10676.0,56.0,59.0,52.0,72.0,,56.0,72.0,57.0,,32.0,27.0,25.0,60.0,,54.0,18.0,7.0,,18.0,16.0,13.0,43.0,,30.0,13.0,4.0,,12.0,65.0,62.0,10.0,41.0,,50.0,60.0,67.0,8.0,31.0,32.0,10.0,22.0,,4.0,5.0,6.0,1.0,20.0,20.0,1.0,9.0,,2.0,3.0,4.0,,,,,,,,,,,,,,,
162099702,Crokitoks,conseil-des-ombres,6.0,3075.0,,,0.0,,,0.0,,100.0,100.0,,,2.0,,,1.0,,1.0,1.0,,,0.0,,,0.0,,1.0,1.0,38.0,,,71.0,100.0,100.0,,,78.0,8.0,,,7.0,1.0,1.0,,,9.0,3.0,,,5.0,1.0,1.0,,,7.0,,,,,,,,,,,,,,,
90960630,Marc,kaelthas,14.0,29953.0,37.0,42.0,0.0,50.0,,0.0,,33.0,,59.0,48.0,4.0,2.0,,4.0,,3.0,,22.0,20.0,0.0,1.0,,0.0,,1.0,,43.0,51.0,55.0,53.0,44.0,0.0,40.0,0.0,60.0,35.0,37.0,56.0,32.0,9.0,2.0,5.0,1.0,5.0,15.0,19.0,31.0,17.0,4.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,
169773666,Holypurge,malfurion,54.0,3669.0,,,38.0,60.0,22.0,57.0,,50.0,44.0,,,16.0,10.0,9.0,14.0,,12.0,16.0,,,6.0,6.0,2.0,8.0,,6.0,7.0,,17.0,,,38.0,,40.0,40.0,25.0,,6.0,,,13.0,,10.0,15.0,4.0,,1.0,,,5.0,,4.0,6.0,1.0,,,,,,,100.0,1.0,1.0,,,,,,
104867451,Pandoru,uldaman,40.0,2193.0,,,0.0,58.0,,0.0,50.0,0.0,100.0,,,2.0,12.0,,5.0,8.0,1.0,2.0,,,0.0,7.0,,0.0,4.0,0.0,2.0,43.0,40.0,25.0,50.0,0.0,,100.0,,,7.0,10.0,4.0,2.0,3.0,,1.0,,,3.0,4.0,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,
140751707,Golbam,hyjal,9.0,4614.0,60.0,100.0,67.0,43.0,,75.0,20.0,100.0,,5.0,1.0,3.0,7.0,,8.0,5.0,1.0,,3.0,1.0,2.0,3.0,,6.0,1.0,1.0,,14.0,20.0,50.0,22.0,33.0,0.0,67.0,0.0,0.0,14.0,5.0,2.0,9.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,100.0,1.0,1.0,,,,,,,,,,,,
154736664,Déxtro,antonidas,11.0,68781.0,67.0,59.0,29.0,18.0,,33.0,25.0,100.0,,238.0,111.0,7.0,11.0,,6.0,4.0,1.0,,159.0,66.0,2.0,2.0,,2.0,1.0,1.0,,56.0,68.0,53.0,31.0,20.0,100.0,100.0,,100.0,41.0,119.0,116.0,45.0,5.0,1.0,1.0,,1.0,23.0,81.0,61.0,14.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
152375142,Welhan,krasus,26.0,16057.0,26.0,37.0,33.0,20.0,,33.0,60.0,,,23.0,19.0,6.0,5.0,,9.0,5.0,,,6.0,7.0,2.0,1.0,,3.0,3.0,,,42.0,31.0,27.0,57.0,0.0,,,,100.0,12.0,16.0,15.0,23.0,3.0,,,,1.0,5.0,5.0,4.0,13.0,0.0,,,,1.0,0.0,1.0,0.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,
162923111,Sicaria,azjolnerub,17.0,9380.0,46.0,50.0,46.0,43.0,,57.0,0.0,100.0,57.0,24.0,10.0,13.0,7.0,,7.0,1.0,3.0,7.0,11.0,5.0,6.0,3.0,,4.0,0.0,3.0,4.0,44.0,47.0,33.0,80.0,73.0,,83.0,70.0,67.0,25.0,15.0,9.0,10.0,11.0,,6.0,10.0,3.0,11.0,7.0,3.0,8.0,8.0,,5.0,7.0,2.0,,,,,,,,,,,,,,,
210014640,Hornyjane,nagrand,11.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,0.0,,,,3.0,,,,,1.0,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,
137177891,Heartfilia,norgannon,22.0,3935.0,,,20.0,43.0,0.0,71.0,,71.0,71.0,,,5.0,7.0,1.0,7.0,,7.0,7.0,,,1.0,3.0,0.0,5.0,,5.0,5.0,83.0,40.0,,100.0,67.0,100.0,60.0,100.0,50.0,12.0,5.0,,6.0,6.0,6.0,5.0,1.0,4.0,10.0,2.0,,6.0,4.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
66432179,Daladonpala,hellscream,7.0,9276.0,35.0,28.0,40.0,100.0,,33.0,,,50.0,77.0,29.0,5.0,1.0,,3.0,,,2.0,27.0,8.0,2.0,1.0,,1.0,,,1.0,50.0,24.0,17.0,50.0,75.0,100.0,67.0,50.0,0.0,6.0,17.0,12.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,44.0,9.0,4.0,,,,,,,,,,,,
155997950,Azarïel,drekthar,7.0,863.0,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,57.0,,,75.0,,0.0,,,33.0,7.0,,,4.0,,1.0,,,3.0,4.0,,,3.0,,0.0,,,1.0,,,,100.0,2.0,2.0,,,,,,,,,
181402947,Альтик,ashenvale,60.0,44595.0,52.0,38.0,72.0,67.0,,62.0,81.0,57.0,56.0,21.0,8.0,32.0,42.0,,52.0,31.0,30.0,9.0,11.0,3.0,23.0,28.0,,32.0,25.0,17.0,5.0,72.0,59.0,,44.0,61.0,57.0,43.0,50.0,45.0,79.0,34.0,,81.0,38.0,14.0,21.0,14.0,38.0,57.0,20.0,,36.0,23.0,8.0,9.0,7.0,17.0,100.0,10.0,10.0,100.0,4.0,4.0,100.0,10.0,10.0,,,,,,
165126289,Døvo,dun-modr,187.0,37899.0,58.0,46.0,44.0,47.0,,56.0,44.0,3150.0,62.0,198.0,72.0,115.0,111.0,,142.0,66.0,4.0,8.0,115.0,33.0,51.0,52.0,,79.0,29.0,126.0,5.0,40.0,57.0,25.0,55.0,41.0,0.0,20.0,100.0,25.0,15.0,44.0,4.0,20.0,105.0,2.0,5.0,5.0,4.0,6.0,25.0,1.0,11.0,43.0,0.0,1.0,5.0,1.0,0.0,4.0,0.0,,,,100.0,3.0,3.0,,,,,,
126725985,Borimir,agamaggan,41.0,1771.0,100.0,0.0,40.0,50.0,,50.0,100.0,0.0,0.0,1.0,2.0,5.0,6.0,,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,,1.0,1.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,,,0.0,50.0,5.0,2.0,2.0,4.0,2.0,,,4.0,2.0,2.0,0.0,0.0,4.0,0.0,,,0.0,1.0,,,,,,,100.0,44.0,44.0,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,,,,0.0,,0.0,,,,,,,1.0,,1.0,,,,,,,0.0,,0.0,,,,,,50.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
143058202,Luebby,blackmoore,47.0,9611.0,12.0,71.0,62.0,54.0,,27.0,57.0,80.0,50.0,8.0,7.0,13.0,24.0,,15.0,7.0,5.0,6.0,1.0,5.0,8.0,13.0,,4.0,4.0,4.0,3.0,33.0,36.0,67.0,33.0,53.0,46.0,56.0,43.0,60.0,15.0,22.0,3.0,36.0,15.0,13.0,9.0,7.0,15.0,5.0,8.0,2.0,12.0,8.0,6.0,5.0,3.0,9.0,,,,44.0,9.0,4.0,,,,,,,,,
96552718,Heriøn,kaelthas,38.0,7535.0,56.0,0.0,70.0,64.0,,57.0,62.0,78.0,100.0,9.0,1.0,10.0,11.0,,14.0,13.0,9.0,1.0,5.0,0.0,7.0,7.0,,8.0,8.0,7.0,1.0,,43.0,0.0,100.0,42.0,,89.0,56.0,67.0,,7.0,1.0,2.0,12.0,,9.0,9.0,3.0,,3.0,0.0,2.0,5.0,,8.0,5.0,2.0,67.0,6.0,4.0,,,,100.0,3.0,3.0,,,,,,
167392337,Jayline,tarren-mill,9.0,132.0,,,,25.0,,33.0,,,,,,,4.0,,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175004343,Антошеня,howling-fjord,34.0,1569.0,,,75.0,0.0,,50.0,,40.0,0.0,,,4.0,2.0,,6.0,,5.0,1.0,,,3.0,0.0,,3.0,,2.0,0.0,50.0,0.0,,0.0,33.0,100.0,0.0,75.0,50.0,4.0,2.0,,2.0,3.0,2.0,3.0,4.0,2.0,2.0,0.0,,0.0,1.0,2.0,0.0,3.0,1.0,,,,,,,,,,,,,,,
87769201,Smö,suramar,10.0,5109.0,50.0,0.0,50.0,0.0,,29.0,40.0,100.0,,4.0,4.0,2.0,2.0,,7.0,5.0,1.0,,2.0,0.0,1.0,0.0,,2.0,2.0,1.0,,33.0,40.0,33.0,78.0,50.0,,100.0,67.0,,3.0,5.0,3.0,9.0,4.0,,2.0,3.0,,1.0,2.0,1.0,7.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,
159242004,Sîndja,antonidas,6.0,856.0,0.0,33.0,100.0,33.0,,,50.0,75.0,,1.0,3.0,1.0,3.0,,,2.0,4.0,,0.0,1.0,1.0,1.0,,,1.0,3.0,,0.0,100.0,,,50.0,,,,,1.0,2.0,,,2.0,,,,,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
133969872,Bootstrap,draenor,38.0,488.0,,,100.0,50.0,,0.0,,0.0,100.0,,,1.0,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,0.0,,0.0,1.0,100.0,100.0,,50.0,100.0,,,,0.0,1.0,1.0,,2.0,3.0,,,,1.0,1.0,1.0,,1.0,3.0,,,,0.0,,,,,,,,,,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,,,0.0,0.0,,100.0,,0.0,75.0,,,1.0,2.0,,2.0,,4.0,4.0,,,0.0,0.0,,2.0,,0.0,3.0,40.0,0.0,,0.0,33.0,100.0,33.0,0.0,33.0,5.0,3.0,,4.0,3.0,4.0,9.0,1.0,3.0,2.0,0.0,,0.0,1.0,4.0,3.0,0.0,1.0,,,,,,,,,,,,,,,
73001556,Clîmâxx,eredar,20.0,28961.0,52.0,57.0,61.0,58.0,,47.0,67.0,0.0,,205.0,120.0,54.0,19.0,,15.0,12.0,1.0,,107.0,69.0,33.0,11.0,,7.0,8.0,0.0,,45.0,56.0,60.0,42.0,75.0,,0.0,,100.0,88.0,63.0,62.0,43.0,53.0,,1.0,,1.0,40.0,35.0,37.0,18.0,40.0,,0.0,,1.0,,,,,,,,,,,,,,,
163236504,Mégegymogyí,ragnaros,37.0,1705.0,,,100.0,33.0,0.0,67.0,,100.0,62.0,,,4.0,12.0,3.0,3.0,,2.0,13.0,,,4.0,4.0,0.0,2.0,,2.0,8.0,0.0,0.0,,,50.0,,0.0,100.0,0.0,1.0,2.0,,,10.0,,2.0,2.0,1.0,0.0,0.0,,,5.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,
175249539,Skyddsängel,ragnaros,6.0,468.0,,,,,,,,50.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,100.0,,100.0,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
153423144,Gorjanx,ragnaros,36.0,3980.0,57.0,50.0,18.0,67.0,,36.0,38.0,67.0,17.0,21.0,2.0,17.0,12.0,,11.0,8.0,3.0,6.0,12.0,1.0,3.0,8.0,,4.0,3.0,2.0,1.0,50.0,17.0,0.0,20.0,33.0,,25.0,25.0,100.0,4.0,6.0,1.0,5.0,12.0,,4.0,4.0,1.0,2.0,1.0,0.0,1.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
141975019,Agamenón,sanguino,53.0,182.0,50.0,50.0,,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143450883,Alphane,twisting-nether,7.0,344.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
159938432,Emobubbles,tarren-mill,20.0,1586.0,,,33.0,40.0,67.0,50.0,,75.0,50.0,,,12.0,5.0,6.0,8.0,,4.0,6.0,,,4.0,2.0,4.0,4.0,,3.0,3.0,,,,,86.0,,55.0,40.0,,,,,,7.0,,11.0,5.0,,,,,,6.0,,6.0,2.0,,,,,,,,,,,,,,,,
105894907,Azrya,uldaman,61.0,4067.0,0.0,22.0,31.0,50.0,,36.0,33.0,0.0,50.0,6.0,9.0,13.0,16.0,,14.0,3.0,4.0,4.0,0.0,2.0,4.0,8.0,,5.0,1.0,0.0,2.0,100.0,50.0,0.0,78.0,31.0,0.0,33.0,0.0,67.0,1.0,4.0,2.0,9.0,13.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,7.0,4.0,0.0,1.0,0.0,2.0,,,,17.0,6.0,1.0,,,,,,,,,
134244517,Marhun,drakthul,37.0,1067.0,80.0,100.0,0.0,100.0,0.0,60.0,,0.0,100.0,5.0,2.0,3.0,1.0,1.0,5.0,,2.0,2.0,4.0,2.0,0.0,1.0,0.0,3.0,,0.0,2.0,,50.0,,,33.0,,100.0,75.0,,,4.0,,,3.0,,1.0,4.0,,,2.0,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,
146900828,Tomcanari,dalaran,46.0,6389.0,38.0,56.0,55.0,38.0,,53.0,33.0,29.0,100.0,16.0,9.0,11.0,24.0,,19.0,6.0,14.0,1.0,6.0,5.0,6.0,9.0,,10.0,2.0,4.0,1.0,0.0,47.0,,60.0,33.0,50.0,86.0,0.0,50.0,5.0,17.0,,5.0,9.0,2.0,7.0,3.0,2.0,0.0,8.0,,3.0,3.0,1.0,6.0,0.0,1.0,,,,,,,100.0,2.0,2.0,,,,,,
