character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Silvershard Mines played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Silvershard Mines won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Classic Warsong Gulch win_rate,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Classic Warsong Gulch played,Strand of the Ancients played,Rated Eye of the Storm played,Classic Warsong Gulch won,Strand of the Ancients won,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
98623220,Malteschrek,zuluhed,51.0,28174.0,62.0,59.0,51.0,42.0,47.0,50.0,,50.0,100.0,50.0,50.0,,65.0,29.0,43.0,38.0,30.0,12.0,,10.0,1.0,2.0,2.0,,40.0,17.0,22.0,16.0,14.0,6.0,,5.0,1.0,1.0,1.0,,40.0,57.0,,100.0,0.0,15.0,7.0,,1.0,1.0,6.0,4.0,,1.0,0.0,52.0,61.0,32.0,42.0,50.0,,62.0,72.0,,26.0,36.0,,,,,,,
195530386,Tithe,kazzak,8.0,244.0,,,,100.0,,,,100.0,100.0,,100.0,0.0,,,,2.0,,,,1.0,2.0,,1.0,1.0,,,,2.0,,,,1.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166507726,Zhakii,alleria,20.0,570.0,,100.0,100.0,,,0.0,50.0,100.0,,,50.0,,,2.0,1.0,,,1.0,2.0,1.0,,,2.0,,,2.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137938274,Скаллаг,gordunni,5.0,777.0,,,100.0,,100.0,50.0,,50.0,100.0,,100.0,,,,1.0,,3.0,4.0,,2.0,3.0,,1.0,,,,1.0,,3.0,2.0,,1.0,3.0,,1.0,,50.0,,100.0,,,2.0,,1.0,,,1.0,,1.0,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,100.0,50.0,100.0,12.0,88.0,75.0,50.0,100.0,83.0,67.0,,67.0,1.0,6.0,1.0,8.0,8.0,12.0,2.0,7.0,6.0,6.0,,6.0,1.0,3.0,1.0,1.0,7.0,9.0,1.0,7.0,5.0,4.0,,4.0,73.0,100.0,,,,11.0,1.0,,,,8.0,1.0,,,,100.0,1.0,1.0,50.0,,,4.0,,,2.0,,,,,,,,
122044766,Kankurò,malfurion,11.0,986.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
101400535,Trowâ,antonidas,11.0,17986.0,21.0,53.0,70.0,57.0,0.0,69.0,,75.0,100.0,67.0,20.0,100.0,14.0,19.0,20.0,7.0,2.0,13.0,,4.0,2.0,3.0,5.0,1.0,3.0,10.0,14.0,4.0,0.0,9.0,,3.0,2.0,2.0,1.0,1.0,20.0,100.0,,,,10.0,1.0,,,,2.0,1.0,,,,50.0,18.0,9.0,36.0,38.0,,14.0,21.0,,5.0,8.0,,,,,,,
124052689,Donkonfetty,alexstrasza,43.0,11151.0,59.0,67.0,50.0,60.0,61.0,53.0,50.0,33.0,0.0,0.0,40.0,,22.0,15.0,16.0,30.0,36.0,15.0,2.0,3.0,1.0,2.0,5.0,,13.0,10.0,8.0,18.0,22.0,8.0,1.0,1.0,0.0,0.0,2.0,,100.0,75.0,,100.0,,8.0,4.0,,22.0,,8.0,3.0,,22.0,,57.0,37.0,21.0,54.0,62.0,,39.0,13.0,,21.0,8.0,,,,,,,
133156678,Smoerebroe,kult-der-verdammten,23.0,528.0,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,50.0,100.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
111554269,Bretony,twisting-nether,17.0,6371.0,40.0,57.0,25.0,43.0,11.0,33.0,40.0,57.0,0.0,14.0,0.0,60.0,10.0,14.0,12.0,7.0,9.0,18.0,5.0,7.0,2.0,7.0,2.0,5.0,4.0,8.0,3.0,3.0,1.0,6.0,2.0,4.0,0.0,1.0,0.0,3.0,67.0,40.0,,,,12.0,10.0,,,,8.0,4.0,,,,33.0,6.0,2.0,71.0,25.0,0.0,17.0,4.0,1.0,12.0,1.0,0.0,,,,,,
166145756,Emoen,blackmoore,12.0,143.0,0.0,,,,,,100.0,,,,,50.0,1.0,,,,,,1.0,,,,,2.0,0.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197989533,Brwpala,kazzak,9.0,2340.0,0.0,,0.0,0.0,0.0,,,25.0,33.0,50.0,50.0,67.0,1.0,,1.0,2.0,1.0,,,4.0,3.0,2.0,4.0,3.0,0.0,,0.0,0.0,0.0,,,1.0,1.0,1.0,2.0,2.0,50.0,,100.0,,20.0,6.0,,1.0,,5.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
182890831,Menacejam,silvermoon,21.0,11496.0,87.0,43.0,92.0,45.0,47.0,57.0,0.0,100.0,100.0,0.0,67.0,,15.0,28.0,13.0,20.0,34.0,28.0,1.0,7.0,1.0,1.0,6.0,,13.0,12.0,12.0,9.0,16.0,16.0,0.0,7.0,1.0,0.0,4.0,,32.0,56.0,,,17.0,25.0,18.0,,,6.0,8.0,10.0,,,1.0,57.0,30.0,17.0,47.0,43.0,,17.0,21.0,,8.0,9.0,,,,,,,
174275919,Кондер,gordunni,15.0,4328.0,50.0,62.0,100.0,67.0,20.0,67.0,0.0,20.0,40.0,50.0,100.0,,2.0,8.0,2.0,3.0,5.0,3.0,1.0,5.0,5.0,2.0,3.0,,1.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,,75.0,33.0,,100.0,0.0,4.0,3.0,,1.0,6.0,3.0,1.0,,1.0,0.0,50.0,2.0,1.0,0.0,,,1.0,,,0.0,,,,,,,,
72227975,Latchman,antonidas,14.0,7357.0,67.0,36.0,42.0,25.0,25.0,67.0,18.0,100.0,60.0,67.0,64.0,38.0,21.0,11.0,12.0,12.0,20.0,12.0,11.0,7.0,5.0,6.0,11.0,8.0,14.0,4.0,5.0,3.0,5.0,8.0,2.0,7.0,3.0,4.0,7.0,3.0,50.0,36.0,,,,22.0,11.0,,,,11.0,4.0,,,,22.0,9.0,2.0,43.0,40.0,,14.0,5.0,,6.0,2.0,,,,,,,
118345578,Valandar,thrall,7.0,7690.0,43.0,61.0,62.0,70.0,53.0,50.0,,100.0,,,100.0,,21.0,28.0,13.0,10.0,15.0,4.0,,1.0,,,1.0,,9.0,17.0,8.0,7.0,8.0,2.0,,1.0,,,1.0,,50.0,100.0,,100.0,,2.0,1.0,,9.0,,1.0,1.0,,9.0,,67.0,18.0,12.0,74.0,77.0,,23.0,13.0,,17.0,10.0,,,,,,,
170074885,Steify,malfurion,9.0,20452.0,32.0,24.0,100.0,0.0,100.0,100.0,,,,,,,128.0,21.0,1.0,2.0,1.0,2.0,,,,,,,41.0,5.0,1.0,0.0,1.0,2.0,,,,,,,50.0,0.0,,,,2.0,1.0,,,,1.0,0.0,,,,52.0,84.0,44.0,54.0,42.0,,94.0,12.0,,51.0,5.0,,,,,,,
88560044,Salesch,blackhand,1.0,26422.0,35.0,52.0,57.0,40.0,37.0,42.0,,,0.0,,,,135.0,54.0,51.0,42.0,30.0,60.0,,,1.0,,,,47.0,28.0,29.0,17.0,11.0,25.0,,,0.0,,,,38.0,50.0,,,,21.0,4.0,,,,8.0,2.0,,,,54.0,156.0,85.0,36.0,43.0,,134.0,23.0,,48.0,10.0,,,,,,,
244961278,Mathúin,ghostlands,8.0,447.0,50.0,,,,0.0,,33.0,,50.0,,,0.0,2.0,,,,1.0,,3.0,,4.0,,,1.0,1.0,,,,0.0,,1.0,,2.0,,,0.0,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
117131395,Lîzh,blackhand,1.0,82.0,,,0.0,,,,,100.0,,,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159949443,Asbell,argent-dawn,39.0,23836.0,81.0,48.0,62.0,44.0,45.0,40.0,100.0,0.0,100.0,80.0,54.0,0.0,134.0,50.0,69.0,54.0,65.0,35.0,3.0,1.0,3.0,5.0,13.0,1.0,108.0,24.0,43.0,24.0,29.0,14.0,3.0,0.0,3.0,4.0,7.0,0.0,55.0,45.0,,,,22.0,11.0,,,,12.0,5.0,,,,47.0,64.0,30.0,51.0,48.0,,96.0,54.0,,49.0,26.0,,,,,,,
148589653,Lénah,senjin,23.0,619.0,0.0,,,67.0,67.0,0.0,,50.0,100.0,0.0,100.0,100.0,1.0,,,3.0,3.0,1.0,,2.0,2.0,3.0,1.0,2.0,0.0,,,2.0,2.0,0.0,,1.0,2.0,0.0,1.0,2.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,
97501651,Larty,eredar,38.0,14099.0,68.0,65.0,59.0,64.0,41.0,52.0,62.0,44.0,56.0,56.0,36.0,64.0,38.0,20.0,41.0,14.0,17.0,23.0,8.0,25.0,18.0,18.0,33.0,11.0,26.0,13.0,24.0,9.0,7.0,12.0,5.0,11.0,10.0,10.0,12.0,7.0,53.0,50.0,38.0,100.0,,17.0,6.0,13.0,6.0,,9.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0
137405595,Sanctìfy,outland,43.0,1262.0,50.0,,,75.0,20.0,14.0,,,100.0,,,,2.0,,,4.0,5.0,7.0,,,1.0,,,,1.0,,,3.0,1.0,1.0,,,1.0,,,,40.0,0.0,,,,5.0,1.0,,,,2.0,0.0,,,,,,,50.0,0.0,,10.0,2.0,,5.0,0.0,,,,,,,
147066221,Djaregon,blackrock,30.0,2612.0,100.0,40.0,12.0,56.0,71.0,20.0,100.0,23.0,14.0,40.0,50.0,60.0,2.0,5.0,8.0,9.0,7.0,10.0,3.0,13.0,7.0,10.0,2.0,10.0,2.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,1.0,6.0,20.0,,0.0,,,5.0,,1.0,,,1.0,,0.0,,,,,,,,50.0,,,4.0,,,2.0,,,,,,
115900144,Crouzoline,blackhand,17.0,343.0,100.0,,,,,100.0,,0.0,0.0,,100.0,,2.0,,,,,1.0,,1.0,1.0,,2.0,,2.0,,,,,1.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144207240,Lunarorbit,doomhammer,19.0,6479.0,79.0,100.0,75.0,67.0,55.0,50.0,18.0,40.0,50.0,50.0,50.0,86.0,19.0,4.0,12.0,12.0,11.0,12.0,11.0,10.0,8.0,6.0,14.0,7.0,15.0,4.0,9.0,8.0,6.0,6.0,2.0,4.0,4.0,3.0,7.0,6.0,36.0,,100.0,,,11.0,,1.0,,,4.0,,1.0,,,,,,,,100.0,,,4.0,,,4.0,,,,,,
194509303,Fhargrim,outland,7.0,1825.0,0.0,50.0,,0.0,0.0,67.0,0.0,67.0,33.0,0.0,100.0,20.0,1.0,4.0,,2.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,5.0,0.0,2.0,,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,33.0,,,,33.0,3.0,,,,6.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
73843042,Sandà,antonidas,3.0,6942.0,27.0,37.0,80.0,60.0,44.0,33.0,,,,,,,11.0,19.0,5.0,5.0,9.0,6.0,,,,,,,3.0,7.0,4.0,3.0,4.0,2.0,,,,,,,50.0,,,,,4.0,,,,,2.0,,,,,54.0,28.0,15.0,50.0,33.0,,18.0,12.0,,9.0,4.0,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,60.0,100.0,100.0,100.0,50.0,50.0,100.0,0.0,,100.0,0.0,8.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,40.0,,100.0,,,5.0,,1.0,,,2.0,,1.0,,,11.0,9.0,1.0,49.0,,,35.0,,,17.0,,,,,,,,
173135774,Koulourls,silvermoon,20.0,3131.0,0.0,56.0,100.0,100.0,80.0,50.0,0.0,46.0,57.0,75.0,,60.0,2.0,9.0,1.0,5.0,5.0,6.0,1.0,13.0,7.0,4.0,,5.0,0.0,5.0,1.0,5.0,4.0,3.0,0.0,6.0,4.0,3.0,,3.0,40.0,,,,,5.0,,,,,2.0,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,
140892084,Krisis,dun-modr,17.0,2880.0,33.0,33.0,75.0,50.0,40.0,50.0,100.0,20.0,50.0,75.0,75.0,100.0,6.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,6.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,29.0,0.0,100.0,100.0,,7.0,3.0,1.0,8.0,,2.0,0.0,1.0,8.0,,,,,0.0,,,2.0,,,0.0,,,,,,,,
116399469,Selvec,scarshield-legion,21.0,10459.0,60.0,16.0,72.0,50.0,40.0,30.0,100.0,0.0,67.0,50.0,33.0,100.0,5.0,37.0,47.0,26.0,30.0,30.0,1.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,34.0,13.0,12.0,9.0,1.0,0.0,2.0,3.0,1.0,1.0,37.0,36.0,100.0,,,27.0,25.0,1.0,,,10.0,9.0,1.0,,,40.0,30.0,12.0,23.0,12.0,,30.0,8.0,,7.0,1.0,,,,,,,
185244175,Helliél,pozzo-delleternità,4.0,664.0,,100.0,,43.0,100.0,67.0,,50.0,33.0,0.0,,0.0,,1.0,,7.0,1.0,3.0,,2.0,3.0,2.0,,2.0,,1.0,,3.0,1.0,2.0,,1.0,1.0,0.0,,0.0,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,,67.0,,100.0,,,,,,,,,,3.0,,2.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,3.0,1.0,100.0,0.0,,1.0,2.0,,1.0,0.0,,,,,,,
158423867,Anthotho,khaz-modan,25.0,2739.0,36.0,0.0,42.0,33.0,0.0,67.0,53.0,50.0,20.0,0.0,44.0,100.0,11.0,1.0,12.0,6.0,6.0,3.0,15.0,4.0,5.0,3.0,18.0,1.0,4.0,0.0,5.0,2.0,0.0,2.0,8.0,2.0,1.0,0.0,8.0,1.0,0.0,,,,0.0,2.0,,,,2.0,0.0,,,,0.0,,,,0.0,,,2.0,,,0.0,,,,,,,,
159190966,Cynaliight,malygos,3.0,1012.0,100.0,100.0,,0.0,0.0,33.0,,50.0,100.0,100.0,,100.0,1.0,4.0,,2.0,1.0,3.0,,2.0,1.0,1.0,,1.0,1.0,4.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,20.0,,,,67.0,5.0,,,,3.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
176331666,Breakingborn,ragnaros,6.0,139.0,,,,,,0.0,0.0,100.0,0.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180748302,Мирамора,gordunni,34.0,938.0,0.0,0.0,,33.0,60.0,0.0,,33.0,50.0,67.0,0.0,50.0,1.0,2.0,,3.0,5.0,2.0,,3.0,2.0,3.0,1.0,2.0,0.0,0.0,,1.0,3.0,0.0,,1.0,1.0,2.0,0.0,1.0,33.0,,100.0,,,3.0,,1.0,,,1.0,,1.0,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
196137091,Pasladeter,archimonde,20.0,5103.0,57.0,33.0,67.0,62.0,55.0,33.0,20.0,63.0,57.0,67.0,0.0,50.0,7.0,9.0,6.0,13.0,20.0,9.0,5.0,27.0,21.0,9.0,3.0,12.0,4.0,3.0,4.0,8.0,11.0,3.0,1.0,17.0,12.0,6.0,0.0,6.0,37.0,,0.0,,,19.0,,1.0,,,7.0,,0.0,,,,,,,,33.0,,,3.0,,,1.0,,,,,,
132808414,Gimllia,draenor,7.0,4543.0,57.0,24.0,67.0,42.0,54.0,57.0,,0.0,,0.0,,0.0,7.0,17.0,21.0,31.0,13.0,14.0,,1.0,,1.0,,1.0,4.0,4.0,14.0,13.0,7.0,8.0,,0.0,,0.0,,0.0,50.0,,,,,14.0,,,,,7.0,,,,,30.0,23.0,7.0,42.0,22.0,,24.0,9.0,,10.0,2.0,,,,,,,
243619144,Кинги,soulflayer,3.0,520.0,,,0.0,0.0,,,100.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
154379430,Hotheads,ravencrest,81.0,837.0,,,100.0,,100.0,67.0,100.0,50.0,0.0,50.0,0.0,,,,2.0,,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,,,2.0,,2.0,2.0,1.0,1.0,0.0,1.0,0.0,,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
142110965,Cellßrook,ragnaros,24.0,1739.0,,,50.0,67.0,33.0,88.0,,,0.0,0.0,,100.0,,,2.0,3.0,3.0,8.0,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,7.0,,,0.0,0.0,,1.0,100.0,,,,33.0,1.0,,,,3.0,1.0,,,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
147716729,Idaralia,forscherliga,107.0,5382.0,61.0,13.0,40.0,67.0,33.0,100.0,,,,,,,31.0,15.0,5.0,6.0,3.0,1.0,,,,,,,19.0,2.0,2.0,4.0,1.0,1.0,,,,,,,33.0,,,,,3.0,,,,,1.0,,,,,33.0,9.0,3.0,67.0,33.0,,15.0,3.0,,10.0,1.0,,,,,,,
120554741,Hearthledger,magtheridon,5.0,75.0,,0.0,,,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
170573449,Pizzabox,eldrethalas,11.0,1047.0,,,,0.0,,50.0,,67.0,,100.0,,0.0,,,,2.0,,2.0,,3.0,,1.0,,1.0,,,,0.0,,1.0,,2.0,,1.0,,0.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
152287332,Torgale,krasus,1.0,4537.0,52.0,38.0,33.0,0.0,50.0,,,,,,,,27.0,13.0,6.0,2.0,4.0,,,,,,,,14.0,5.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,40.0,35.0,14.0,41.0,18.0,,46.0,11.0,,19.0,2.0,,,,,,,
158712439,Sugarshock,tarren-mill,11.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
153658365,Utram,nethersturm,5.0,21060.0,60.0,,,,,,,,0.0,100.0,,,5.0,,,,,,,,1.0,1.0,,,3.0,,,,,,,,0.0,1.0,,,100.0,,,100.0,,1.0,,,34.0,,1.0,,,34.0,,,,,25.0,0.0,,4.0,1.0,,1.0,0.0,,,,,,,
89899065,Gavin,malorne,8.0,16494.0,77.0,75.0,56.0,71.0,89.0,100.0,100.0,100.0,,0.0,83.0,,47.0,16.0,18.0,7.0,9.0,1.0,2.0,1.0,,2.0,6.0,,36.0,12.0,10.0,5.0,8.0,1.0,2.0,1.0,,0.0,5.0,,50.0,,,100.0,78.0,2.0,,,5.0,9.0,1.0,,,5.0,7.0,77.0,26.0,20.0,57.0,33.0,,7.0,12.0,,4.0,4.0,,,,,,,
244072988,Ваншуутер,soulflayer,7.0,204.0,,100.0,,100.0,100.0,,0.0,,,,0.0,,,1.0,,1.0,2.0,,1.0,,,,1.0,,,1.0,,1.0,2.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245683320,Руинтайм,gordunni,7.0,969.0,100.0,50.0,0.0,50.0,33.0,50.0,0.0,67.0,0.0,50.0,100.0,50.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
91034245,Mercilessa,thunderhorn,5.0,12661.0,50.0,41.0,62.0,55.0,30.0,50.0,,,,,0.0,,26.0,69.0,16.0,11.0,10.0,2.0,,,,,1.0,,13.0,28.0,10.0,6.0,3.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,48.0,48.0,23.0,54.0,61.0,,67.0,31.0,,36.0,19.0,,,,,,,
76460617,Luzzida,dun-modr,48.0,8198.0,100.0,38.0,56.0,45.0,53.0,32.0,,0.0,0.0,100.0,,,4.0,16.0,9.0,20.0,17.0,22.0,,1.0,1.0,1.0,,,4.0,6.0,5.0,9.0,9.0,7.0,,0.0,0.0,1.0,,,56.0,44.0,,,,9.0,9.0,,,,5.0,4.0,,,,40.0,15.0,6.0,47.0,62.0,100.0,19.0,8.0,1.0,9.0,5.0,1.0,,,,,,
162400526,Gullebjörn,twisting-nether,5.0,574.0,100.0,0.0,,0.0,,100.0,,100.0,100.0,0.0,0.0,100.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,1.0,,2.0,1.0,0.0,0.0,2.0,33.0,,,,,3.0,,,,,1.0,,,,,,,,,,33.0,,,3.0,,,1.0,,,,,,
101540928,Kevquu,antonidas,19.0,243.0,,,,100.0,,,,,,,100.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148573497,Valkyroz,malygos,37.0,19713.0,49.0,50.0,43.0,49.0,65.0,48.0,56.0,61.0,49.0,29.0,61.0,50.0,49.0,24.0,46.0,37.0,31.0,31.0,9.0,28.0,35.0,24.0,36.0,18.0,24.0,12.0,20.0,18.0,20.0,15.0,5.0,17.0,17.0,7.0,22.0,9.0,46.0,40.0,100.0,100.0,90.0,28.0,5.0,3.0,8.0,10.0,13.0,2.0,3.0,8.0,9.0,25.0,4.0,1.0,25.0,,0.0,4.0,,1.0,1.0,,0.0,,,,,,
201474624,Святаяшишка,gordunni,18.0,79.0,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93561710,Achievlol,aggra-português,9.0,2790.0,0.0,100.0,0.0,50.0,0.0,100.0,100.0,,,33.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,1.0,,,100.0,,,,80.0,1.0,,,,5.0,1.0,,,,4.0,0.0,1.0,0.0,50.0,0.0,,2.0,1.0,,1.0,0.0,,,,,,,
32092337,Malurian,garrosh,3.0,15265.0,66.0,50.0,82.0,41.0,45.0,40.0,,0.0,,,,,44.0,42.0,60.0,44.0,42.0,35.0,,1.0,,,,,29.0,21.0,49.0,18.0,19.0,14.0,,0.0,,,,,54.0,50.0,,,,35.0,26.0,,,,19.0,13.0,,,,50.0,50.0,25.0,44.0,64.0,,52.0,42.0,,23.0,27.0,,,,,,,
82517052,Tesdin,onyxia,4.0,868.0,,100.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,100.0,2.0,2.0,100.0,,,2.0,,,2.0,,,,,,,,
193091808,Thaladriana,aegwynn,17.0,8020.0,44.0,44.0,67.0,53.0,59.0,80.0,33.0,87.0,53.0,43.0,100.0,36.0,9.0,9.0,9.0,17.0,22.0,15.0,6.0,15.0,15.0,7.0,2.0,14.0,4.0,4.0,6.0,9.0,13.0,12.0,2.0,13.0,8.0,3.0,2.0,5.0,50.0,57.0,,,50.0,26.0,7.0,,,8.0,13.0,4.0,,,4.0,0.0,1.0,0.0,75.0,12.0,50.0,4.0,8.0,4.0,3.0,1.0,2.0,,,,,,
139653617,Bolívar,magtheridon,25.0,10775.0,29.0,67.0,60.0,74.0,74.0,45.0,75.0,76.0,50.0,65.0,50.0,74.0,7.0,18.0,5.0,27.0,19.0,22.0,4.0,17.0,20.0,17.0,4.0,19.0,2.0,12.0,3.0,20.0,14.0,10.0,3.0,13.0,10.0,11.0,2.0,14.0,55.0,56.0,50.0,100.0,50.0,20.0,9.0,2.0,2.0,2.0,11.0,5.0,1.0,2.0,1.0,100.0,1.0,1.0,56.0,0.0,,9.0,1.0,,5.0,0.0,,,,,100.0,1.0,1.0
165593113,Gloòm,nemesis,25.0,3133.0,100.0,60.0,67.0,67.0,80.0,25.0,,100.0,80.0,50.0,25.0,33.0,4.0,5.0,3.0,3.0,5.0,4.0,,2.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,,2.0,4.0,1.0,1.0,1.0,67.0,20.0,,100.0,,3.0,5.0,,48.0,,2.0,1.0,,48.0,,,,,,,,,,,,,,,,,,,
191840232,Nakui,aegwynn,28.0,2299.0,,0.0,50.0,100.0,60.0,100.0,33.0,67.0,67.0,29.0,0.0,67.0,,2.0,2.0,3.0,5.0,1.0,3.0,6.0,6.0,7.0,4.0,3.0,,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,2.0,67.0,0.0,,100.0,,6.0,1.0,,1.0,,4.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,60.0,40.0,56.0,70.0,79.0,,100.0,0.0,,,,39.0,52.0,30.0,70.0,91.0,24.0,,1.0,2.0,,,,19.0,31.0,12.0,39.0,64.0,19.0,,1.0,0.0,,,,59.0,76.0,,,,27.0,21.0,,,,16.0,16.0,,,,54.0,79.0,43.0,62.0,58.0,,110.0,53.0,,68.0,31.0,,,,,,,
