character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
28743645,Silvos,chamber-of-aspects,26.0,14163.0,43.0,52.0,46.0,43.0,48.0,67.0,0.0,,100.0,75.0,,0.0,,200.0,,,,,100.0,14.0,33.0,26.0,23.0,25.0,3.0,1.0,,1.0,4.0,,1.0,,1.0,,,,,1.0,6.0,17.0,12.0,10.0,12.0,2.0,0.0,,1.0,3.0,,0.0,,2.0,,,,,1.0,,,,,,,,,,,,
163224163,Радостьмоя,gordunni,94.0,10242.0,,55.0,38.0,67.0,100.0,,43.0,56.0,59.0,54.0,67.0,,50.0,55.0,62.0,69.0,,100.0,82.0,,22.0,8.0,24.0,3.0,,28.0,43.0,41.0,48.0,12.0,,4.0,20.0,16.0,16.0,,2.0,11.0,,12.0,3.0,16.0,3.0,,12.0,24.0,24.0,26.0,8.0,,2.0,11.0,10.0,11.0,,2.0,9.0,,0.0,,1.0,,0.0,,,,,,
154454348,Langeezy,ravencrest,7.0,1148.0,,,,40.0,,,50.0,50.0,0.0,100.0,,,,0.0,0.0,50.0,0.0,,100.0,,,,5.0,,,2.0,2.0,1.0,5.0,,,,4.0,2.0,8.0,1.0,,1.0,,,,2.0,,,1.0,1.0,0.0,5.0,,,,0.0,0.0,4.0,0.0,,1.0,,,,,,,,,,,,
163279745,Amaluria,argent-dawn,20.0,142.0,,,,50.0,,,,,0.0,0.0,,,,,0.0,,,,100.0,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,,,,,,,,,,,,
195016344,Pwênt,chamber-of-aspects,53.0,2140.0,0.0,,,0.0,,67.0,18.0,50.0,60.0,67.0,,25.0,,75.0,40.0,71.0,25.0,,50.0,3.0,,,2.0,,3.0,11.0,2.0,5.0,6.0,,4.0,,4.0,10.0,7.0,4.0,,4.0,0.0,,,0.0,,2.0,2.0,1.0,3.0,4.0,,1.0,,3.0,4.0,5.0,1.0,,2.0,100.0,,2.0,,2.0,,,,,,,
160786498,Nephelium,chamber-of-aspects,44.0,501.0,100.0,,,,,100.0,50.0,,100.0,,,,,67.0,,100.0,100.0,,100.0,1.0,,,,,1.0,2.0,,1.0,,,,,3.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,
113503832,Niamora,blackrock,41.0,611.0,,0.0,0.0,67.0,,0.0,100.0,67.0,50.0,0.0,,0.0,,0.0,100.0,,100.0,,100.0,,1.0,1.0,3.0,,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,0.0,0.0,2.0,,0.0,1.0,2.0,1.0,0.0,,0.0,,0.0,2.0,,1.0,,1.0,,,,,,,,,,,,
188355472,Flashyflash,chamber-of-aspects,6.0,1420.0,50.0,,,100.0,,50.0,100.0,,0.0,67.0,,33.0,,0.0,60.0,0.0,50.0,,0.0,2.0,,,1.0,,2.0,1.0,,1.0,3.0,,3.0,,2.0,5.0,1.0,4.0,,2.0,1.0,,,1.0,,1.0,1.0,,0.0,2.0,,1.0,,0.0,3.0,0.0,2.0,,0.0,,,,,,,,,,,,
165741314,Valsh,dalaran,29.0,2773.0,50.0,,,,,67.0,50.0,100.0,,0.0,,20.0,,0.0,,,80.0,,100.0,20.0,,,,,9.0,2.0,1.0,,2.0,,5.0,,3.0,,,10.0,,1.0,10.0,,,,,6.0,1.0,1.0,,0.0,,1.0,,0.0,,,8.0,,1.0,,,,,,,,,,,,
158756857,Lumarmacil,conseil-des-ombres,19.0,1648.0,50.0,,,100.0,,100.0,100.0,100.0,67.0,33.0,,20.0,,50.0,100.0,0.0,33.0,,50.0,4.0,,,1.0,,3.0,3.0,1.0,3.0,3.0,,5.0,,4.0,2.0,1.0,3.0,,2.0,2.0,,,1.0,,3.0,3.0,1.0,2.0,1.0,,1.0,,2.0,2.0,0.0,1.0,,1.0,50.0,,2.0,,1.0,,,,,,,
156617032,Flatteau,ravencrest,2.0,138.0,,,,,,,,,,,,,,,0.0,,100.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,
88756049,Pellinor,chamber-of-aspects,7.0,6018.0,58.0,59.0,60.0,38.0,62.0,25.0,67.0,50.0,46.0,31.0,50.0,,,,,,,,0.0,12.0,22.0,15.0,13.0,13.0,8.0,12.0,4.0,13.0,13.0,8.0,,,,,,,,1.0,7.0,13.0,9.0,5.0,8.0,2.0,8.0,2.0,6.0,4.0,4.0,,,,,,,,0.0,,,,,,,,,,,,
158108681,Thejóy,tarren-mill,16.0,7295.0,57.0,38.0,41.0,83.0,83.0,10.0,58.0,57.0,60.0,67.0,29.0,,,111.0,71.0,0.0,0.0,,67.0,7.0,29.0,17.0,6.0,6.0,10.0,24.0,23.0,20.0,24.0,7.0,,,9.0,7.0,1.0,1.0,,3.0,4.0,11.0,7.0,5.0,5.0,1.0,14.0,13.0,12.0,16.0,2.0,,,10.0,5.0,0.0,0.0,,2.0,,100.0,,2.0,,2.0,,,,,,
120605132,Boennliu,dun-morogh,27.0,2947.0,,18.0,67.0,67.0,,0.0,67.0,71.0,50.0,48.0,14.0,,100.0,75.0,,0.0,,100.0,50.0,,11.0,3.0,6.0,,1.0,6.0,7.0,8.0,21.0,7.0,,2.0,8.0,,2.0,,5.0,4.0,,2.0,2.0,4.0,,0.0,4.0,5.0,4.0,10.0,1.0,,2.0,6.0,,0.0,,5.0,2.0,,,,,,,50.0,2.0,1.0,,,
197654837,Lunchboxen,kazzak,3.0,164.0,50.0,,,,,,,,100.0,100.0,,,0.0,,,,0.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,0.0,,,,0.0,,,,,,,,,,,,,,
197761506,Амаррин,ashenvale,17.0,7086.0,50.0,,,67.0,,50.0,41.0,57.0,63.0,50.0,,57.0,,65.0,75.0,45.0,67.0,,73.0,4.0,,,12.0,,4.0,17.0,14.0,19.0,16.0,,7.0,,17.0,8.0,11.0,3.0,,15.0,2.0,,,8.0,,2.0,7.0,8.0,12.0,8.0,,4.0,,11.0,6.0,5.0,2.0,,11.0,,100.0,,5.0,,5.0,,,,,,
194180134,Andela,chamber-of-aspects,2.0,42.0,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158789093,Celthos,argent-dawn,7.0,285.0,,,,,,,33.0,,50.0,,,,0.0,0.0,0.0,0.0,,,100.0,,,,,,,3.0,,2.0,,,,1.0,4.0,1.0,3.0,,,1.0,,,,,,,1.0,,1.0,,,,0.0,0.0,0.0,0.0,,,1.0,100.0,,1.0,,1.0,,,,,,,
112850815,Маэви,gordunni,173.0,13147.0,50.0,56.0,48.0,67.0,44.0,60.0,42.0,67.0,44.0,56.0,33.0,0.0,100.0,75.0,27.0,67.0,50.0,,67.0,2.0,32.0,23.0,21.0,9.0,5.0,26.0,30.0,25.0,34.0,9.0,1.0,1.0,16.0,11.0,6.0,2.0,,9.0,1.0,18.0,11.0,14.0,4.0,3.0,11.0,20.0,11.0,19.0,3.0,0.0,1.0,12.0,3.0,4.0,1.0,,6.0,,86.0,,7.0,,6.0,,,,,,
144829566,Novacayne,tarren-mill,50.0,10362.0,57.0,79.0,62.0,76.0,,43.0,50.0,77.0,53.0,75.0,75.0,60.0,100.0,25.0,25.0,100.0,20.0,,50.0,35.0,19.0,13.0,17.0,,23.0,30.0,26.0,17.0,28.0,12.0,10.0,1.0,16.0,4.0,5.0,5.0,,2.0,20.0,15.0,8.0,13.0,,10.0,15.0,20.0,9.0,21.0,9.0,6.0,1.0,4.0,1.0,5.0,1.0,,1.0,50.0,,2.0,,1.0,,,,,,,
197989533,Brwpala,kazzak,9.0,2340.0,0.0,,,,,0.0,0.0,50.0,0.0,,,,100.0,25.0,33.0,50.0,50.0,,67.0,1.0,,,,,1.0,2.0,6.0,1.0,,,,1.0,4.0,3.0,2.0,4.0,,3.0,0.0,,,,,0.0,0.0,3.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,20.0,,5.0,,1.0,,,,,,
157127366,Qerku,burning-legion,42.0,688.0,33.0,,,100.0,,100.0,0.0,,0.0,,100.0,,,,100.0,100.0,,,,3.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,0.0,,0.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
245111250,Паламало,blackscar,31.0,2545.0,33.0,,,0.0,,25.0,50.0,50.0,33.0,50.0,,40.0,100.0,67.0,50.0,100.0,50.0,,75.0,3.0,,,1.0,,4.0,2.0,6.0,6.0,4.0,,5.0,1.0,3.0,2.0,3.0,4.0,,4.0,1.0,,,0.0,,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,,3.0,0.0,,1.0,,0.0,,,,,,,
120401179,Xemíoza,burning-legion,19.0,1134.0,100.0,33.0,,100.0,,100.0,,100.0,,,,100.0,100.0,33.0,0.0,,,,,1.0,6.0,,2.0,,1.0,,1.0,,,,2.0,1.0,3.0,1.0,,,,,1.0,2.0,,2.0,,1.0,,1.0,,,,2.0,1.0,1.0,0.0,,,,,,50.0,,2.0,,1.0,,,,,,
12438569,Lonothar,tyrande,78.0,14333.0,,100.0,0.0,40.0,,,50.0,67.0,44.0,71.0,100.0,,,33.0,0.0,0.0,100.0,,,,1.0,1.0,5.0,,,4.0,3.0,9.0,7.0,2.0,,,9.0,3.0,2.0,1.0,,,,1.0,0.0,2.0,,,2.0,2.0,4.0,5.0,2.0,,,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,
142737869,Karakros,chamber-of-aspects,3.0,67.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108329739,Palimbah,twilights-hammer,35.0,2201.0,64.0,0.0,0.0,25.0,,12.0,0.0,0.0,25.0,50.0,,,,100.0,,,67.0,,100.0,11.0,3.0,1.0,4.0,,8.0,1.0,1.0,4.0,2.0,,,,1.0,,,3.0,,2.0,7.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,,,,1.0,,,2.0,,2.0,,,,,,,,,,,,
96122822,Вейлис,deathguard,36.0,9617.0,60.0,53.0,40.0,47.0,43.0,56.0,41.0,50.0,40.0,46.0,50.0,33.0,,100.0,50.0,43.0,33.0,100.0,67.0,10.0,15.0,10.0,15.0,7.0,9.0,17.0,20.0,15.0,28.0,8.0,3.0,,8.0,4.0,7.0,6.0,3.0,3.0,6.0,8.0,4.0,7.0,3.0,5.0,7.0,10.0,6.0,13.0,4.0,1.0,,8.0,2.0,3.0,2.0,3.0,2.0,,0.0,,1.0,,0.0,,,,,,
97588560,Tehtitz,ragnaros,15.0,4350.0,17.0,83.0,67.0,78.0,80.0,0.0,75.0,88.0,45.0,68.0,77.0,100.0,50.0,,0.0,100.0,100.0,,,18.0,18.0,15.0,9.0,10.0,13.0,16.0,16.0,11.0,19.0,13.0,1.0,4.0,,1.0,1.0,2.0,,,3.0,15.0,10.0,7.0,8.0,0.0,12.0,14.0,5.0,13.0,10.0,1.0,2.0,,0.0,1.0,2.0,,,,,,,,,,,,,,
145272851,Xeph,ragnaros,21.0,18847.0,54.0,45.0,41.0,52.0,41.0,70.0,45.0,37.0,51.0,71.0,46.0,,,,,,,,,57.0,62.0,37.0,60.0,44.0,30.0,33.0,19.0,35.0,38.0,13.0,,,,,,,,,31.0,28.0,15.0,31.0,18.0,21.0,15.0,7.0,18.0,27.0,6.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,62.0,54.0,60.0,58.0,40.0,56.0,59.0,70.0,79.0,76.0,,,100.0,0.0,,,,,39.0,110.0,79.0,52.0,53.0,30.0,70.0,27.0,91.0,24.0,21.0,,,1.0,2.0,,,,,19.0,68.0,43.0,31.0,31.0,12.0,39.0,16.0,64.0,19.0,16.0,,,1.0,0.0,,,,,,,,,,,,,,,,
152596816,Medwid,chamber-of-aspects,4.0,848.0,,30.0,100.0,,,0.0,,,,,,,,,,,,,,,10.0,4.0,,,1.0,,,,,,,,,,,,,,,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,,,53.0,,67.0,50.0,86.0,100.0,17.0,100.0,,,67.0,25.0,75.0,100.0,,50.0,3.0,,,15.0,,3.0,4.0,7.0,2.0,6.0,1.0,,,3.0,4.0,4.0,2.0,,4.0,2.0,,,8.0,,2.0,2.0,6.0,2.0,1.0,1.0,,,2.0,1.0,3.0,2.0,,2.0,,,,,,,,,,,,
160618534,Cyreus,silvermoon,206.0,131986.0,46.0,72.0,61.0,54.0,55.0,55.0,75.0,59.0,61.0,61.0,60.0,67.0,100.0,206.0,63.0,70.0,38.0,100.0,74.0,392.0,465.0,363.0,350.0,183.0,363.0,341.0,397.0,376.0,507.0,296.0,3.0,1.0,36.0,27.0,27.0,21.0,31.0,19.0,180.0,336.0,220.0,189.0,101.0,198.0,257.0,235.0,229.0,307.0,178.0,2.0,1.0,74.0,17.0,19.0,8.0,31.0,14.0,2600.0,33.0,1.0,3.0,26.0,1.0,,,,,,
126916113,Júdgeméntal,draenor,28.0,801.0,29.0,36.0,0.0,,,,,,,,,,,,,,,,,7.0,14.0,1.0,,,,,,,,,,,,,,,,,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166552546,Arcticlight,twisting-nether,30.0,2434.0,0.0,,,0.0,,67.0,33.0,100.0,100.0,0.0,,,,50.0,67.0,0.0,50.0,,0.0,1.0,,,4.0,,3.0,3.0,1.0,2.0,1.0,,,,2.0,6.0,1.0,2.0,,1.0,0.0,,,0.0,,2.0,1.0,1.0,2.0,0.0,,,,1.0,4.0,0.0,1.0,,0.0,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,
114207216,Patch,ravencrest,12.0,40669.0,48.0,69.0,65.0,61.0,55.0,53.0,52.0,70.0,69.0,44.0,60.0,,0.0,75.0,52.0,100.0,50.0,100.0,50.0,143.0,95.0,102.0,83.0,91.0,106.0,58.0,10.0,77.0,9.0,5.0,,1.0,4.0,31.0,2.0,2.0,29.0,2.0,68.0,66.0,66.0,51.0,50.0,56.0,30.0,7.0,53.0,4.0,3.0,,0.0,3.0,16.0,2.0,1.0,29.0,1.0,,20.0,,5.0,,1.0,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,
146553746,Papershield,tarren-mill,60.0,964.0,,,,,,,100.0,,0.0,,,,,,100.0,,,,0.0,,,,,,,1.0,,1.0,,,,,,2.0,,,,1.0,,,,,,,1.0,,0.0,,,,,,2.0,,,,0.0,0.0,33.0,1.0,3.0,0.0,1.0,,,,,,
154012370,Hornypâl,draenor,8.0,780.0,100.0,,,50.0,,100.0,0.0,33.0,,100.0,,0.0,,0.0,0.0,0.0,0.0,,50.0,1.0,,,2.0,,1.0,1.0,3.0,,2.0,,1.0,,3.0,2.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,0.0,1.0,,2.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,
99349083,Helligkoen,chamber-of-aspects,31.0,2168.0,54.0,0.0,100.0,25.0,50.0,0.0,38.0,50.0,33.0,67.0,0.0,,,,,,,,,13.0,3.0,4.0,4.0,4.0,2.0,8.0,6.0,3.0,9.0,1.0,,,,,,,,,7.0,0.0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,6.0,0.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,,,,100.0,100.0,100.0,0.0,100.0,,100.0,,50.0,0.0,100.0,,,100.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,3.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,1.0,,,3.0,,,,,,,,,,,,
157141619,Soxi,drakthul,48.0,2957.0,50.0,,,67.0,,40.0,50.0,70.0,67.0,50.0,,67.0,,62.0,50.0,40.0,50.0,,57.0,4.0,,,3.0,,5.0,8.0,10.0,6.0,14.0,,3.0,,8.0,2.0,5.0,6.0,,7.0,2.0,,,2.0,,2.0,4.0,7.0,4.0,7.0,,2.0,,5.0,1.0,2.0,3.0,,4.0,50.0,,2.0,,1.0,,,,,,,
107290934,Dorem,shattrath,11.0,1184.0,,,,50.0,,,,,0.0,0.0,,100.0,,0.0,100.0,0.0,,,0.0,,,,2.0,,,,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,0.0,0.0,,2.0,,0.0,1.0,0.0,,,0.0,,0.0,,5.0,,0.0,,,,,,
159116071,Grumpy,la-croisade-écarlate,55.0,7468.0,0.0,,,0.0,,60.0,45.0,33.0,40.0,25.0,0.0,75.0,20.0,62.0,55.0,67.0,45.0,100.0,75.0,1.0,,,1.0,,10.0,11.0,9.0,10.0,12.0,1.0,4.0,10.0,8.0,11.0,3.0,11.0,5.0,4.0,0.0,,,0.0,,6.0,5.0,3.0,4.0,3.0,0.0,3.0,2.0,5.0,6.0,2.0,5.0,5.0,3.0,,33.0,,6.0,,2.0,,,,,,
95056547,Нуменорин,blackscar,31.0,14884.0,37.0,46.0,51.0,48.0,38.0,54.0,42.0,55.0,58.0,67.0,53.0,,,100.0,,,,,,19.0,46.0,39.0,29.0,32.0,13.0,38.0,38.0,38.0,48.0,15.0,,,1.0,,,,,,7.0,21.0,20.0,14.0,12.0,7.0,16.0,21.0,22.0,32.0,8.0,,,1.0,,,,,,,,,,,,,,,,,
117873530,Уриенс,howling-fjord,65.0,40489.0,36.0,52.0,43.0,48.0,50.0,25.0,49.0,55.0,55.0,51.0,51.0,,100.0,49.0,52.0,68.0,50.0,100.0,31.0,14.0,50.0,21.0,40.0,6.0,4.0,102.0,104.0,117.0,100.0,88.0,,4.0,69.0,44.0,47.0,10.0,14.0,13.0,5.0,26.0,9.0,19.0,3.0,1.0,50.0,57.0,64.0,51.0,45.0,,4.0,34.0,23.0,32.0,5.0,14.0,4.0,,100.0,,3.0,,3.0,,,,,,
164453772,Ùsila,lothar,5.0,206.0,,,,100.0,,100.0,,,100.0,0.0,,,,,,,,,0.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,33.0,75.0,38.0,38.0,0.0,20.0,0.0,,,50.0,100.0,50.0,,100.0,100.0,5.0,14.0,16.0,9.0,12.0,4.0,8.0,13.0,3.0,5.0,5.0,,,2.0,3.0,2.0,,4.0,1.0,2.0,8.0,6.0,5.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,,,1.0,3.0,1.0,,4.0,1.0,,,,,,,,,,,,
150359195,Sköldn,twisting-nether,67.0,502.0,,,,100.0,,,,,,50.0,,,,,,,,100.0,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,0.0,,1.0,,0.0,,,,,,
139420938,Vispard,kazzak,38.0,2123.0,100.0,67.0,100.0,,,50.0,0.0,100.0,,,,100.0,,,100.0,0.0,50.0,,,1.0,3.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,1.0,2.0,2.0,,,1.0,2.0,1.0,,,1.0,0.0,1.0,,,,1.0,,,1.0,0.0,1.0,,,100.0,,1.0,,1.0,,,,,,,
163028861,Pierceurmomx,drakthul,21.0,194.0,100.0,,,0.0,,,,,100.0,0.0,,,,,0.0,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,0.0,,,,,1.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,
217470555,Rezta,sylvanas,23.0,5237.0,50.0,75.0,60.0,67.0,75.0,62.0,36.0,67.0,33.0,56.0,60.0,50.0,33.0,50.0,50.0,40.0,100.0,,44.0,4.0,4.0,5.0,9.0,4.0,8.0,11.0,18.0,9.0,16.0,5.0,2.0,3.0,8.0,8.0,10.0,2.0,,9.0,2.0,3.0,3.0,6.0,3.0,5.0,4.0,12.0,3.0,9.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,,4.0,,,,,,,,,,,,
169149444,Caiqu,chamber-of-aspects,44.0,36410.0,48.0,73.0,58.0,57.0,57.0,68.0,93.0,70.0,100.0,78.0,73.0,,,,,,,,,106.0,77.0,72.0,42.0,30.0,34.0,15.0,10.0,16.0,32.0,11.0,,,,,,,,,51.0,56.0,42.0,24.0,17.0,23.0,14.0,7.0,16.0,25.0,8.0,,,,,,,,,,,,,,,,,,,,
243304707,Куртана,soulflayer,7.0,2194.0,67.0,,,100.0,,50.0,40.0,50.0,33.0,50.0,,100.0,,50.0,,0.0,100.0,,100.0,3.0,,,1.0,,2.0,5.0,2.0,3.0,6.0,,1.0,,4.0,,4.0,4.0,,1.0,2.0,,,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,,2.0,,0.0,4.0,,1.0,,,,,,,,,,,,
197999120,Scála,aegwynn,7.0,2259.0,57.0,,,12.0,,83.0,50.0,50.0,0.0,50.0,,100.0,,67.0,50.0,0.0,57.0,,0.0,7.0,,,8.0,,6.0,2.0,6.0,1.0,2.0,,3.0,,3.0,2.0,3.0,7.0,,1.0,4.0,,,1.0,,5.0,1.0,3.0,0.0,1.0,,3.0,,2.0,1.0,0.0,4.0,,0.0,,,,,,,,,,,,
164011528,Báan,kazzak,16.0,879.0,0.0,50.0,0.0,0.0,67.0,,,50.0,,67.0,50.0,,,,,,,,,4.0,4.0,2.0,3.0,3.0,,,2.0,,3.0,2.0,,,,,,,,,0.0,2.0,0.0,0.0,2.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
241931171,Рыцарьшу,deathguard,14.0,4856.0,33.0,,,50.0,,50.0,75.0,68.0,47.0,62.0,,0.0,,47.0,76.0,73.0,0.0,,50.0,6.0,,,4.0,,4.0,20.0,19.0,15.0,21.0,,1.0,,17.0,17.0,11.0,1.0,,10.0,2.0,,,2.0,,2.0,15.0,13.0,7.0,13.0,,0.0,,8.0,13.0,8.0,0.0,,5.0,33.0,,3.0,,1.0,,,,,25.0,4.0,1.0
157748106,Paaulita,sanguino,23.0,971.0,,,,75.0,,,80.0,50.0,0.0,80.0,57.0,,,67.0,0.0,0.0,,,,,,,4.0,,,5.0,4.0,2.0,5.0,7.0,,,3.0,3.0,1.0,,,,,,,3.0,,,4.0,2.0,0.0,4.0,4.0,,,2.0,0.0,0.0,,,,,,,,,,,,,,,
109233108,Святоедно,howling-fjord,4.0,59395.0,51.0,51.0,56.0,50.0,49.0,55.0,54.0,65.0,61.0,56.0,63.0,,,33.0,,,,,,95.0,204.0,156.0,237.0,130.0,84.0,95.0,43.0,76.0,85.0,51.0,,,3.0,,,,,,48.0,104.0,87.0,118.0,64.0,46.0,51.0,28.0,46.0,48.0,32.0,,,1.0,,,,,,,,,,,,,,,,,
160445974,Razmazvacha,tarren-mill,8.0,65.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
160664798,Paldinia,norgannon,26.0,619.0,100.0,,,50.0,,,0.0,0.0,0.0,50.0,,,,67.0,50.0,50.0,,,0.0,1.0,,,2.0,,,1.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,,,3.0,1.0,,,1.0,,,0.0,0.0,0.0,1.0,,,,2.0,1.0,1.0,,,0.0,,0.0,,1.0,,0.0,,,,,,
199372026,Гермес,blackscar,5.0,9194.0,86.0,56.0,45.0,50.0,33.0,94.0,52.0,58.0,52.0,40.0,59.0,,,0.0,50.0,0.0,0.0,,,7.0,16.0,20.0,24.0,12.0,18.0,21.0,26.0,27.0,25.0,17.0,,,4.0,10.0,1.0,1.0,,,6.0,9.0,9.0,12.0,4.0,17.0,11.0,15.0,14.0,10.0,10.0,,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,
136492320,Lightbrînger,kazzak,7.0,130.0,0.0,0.0,,100.0,0.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170176050,Bigchungos,argent-dawn,39.0,1116.0,0.0,,,50.0,,100.0,100.0,50.0,50.0,57.0,,0.0,,33.0,0.0,,,,25.0,1.0,,,2.0,,1.0,1.0,2.0,2.0,7.0,,1.0,,3.0,1.0,,,,4.0,0.0,,,1.0,,1.0,1.0,1.0,1.0,4.0,,0.0,,1.0,0.0,,,,1.0,100.0,,1.0,,1.0,,,,,,,
192261834,Kïzaru,kazzak,34.0,927.0,,,,33.0,,,67.0,50.0,75.0,75.0,,,,50.0,50.0,0.0,,,100.0,,,,3.0,,,6.0,4.0,4.0,4.0,,,,2.0,4.0,1.0,,,1.0,,,,1.0,,,4.0,2.0,3.0,3.0,,,,1.0,2.0,0.0,,,1.0,,,,,,,,,,,,
174559606,Colin,darkspear,12.0,2577.0,,25.0,50.0,83.0,,,50.0,25.0,40.0,71.0,50.0,,,50.0,25.0,100.0,,,38.0,,4.0,2.0,6.0,,,10.0,8.0,5.0,7.0,2.0,,,10.0,4.0,1.0,,,8.0,,1.0,1.0,5.0,,,5.0,2.0,2.0,5.0,1.0,,,5.0,1.0,1.0,,,3.0,,,,,,,,,,,,
