character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Strand of the Ancients win_rate,Isle of Conquest win_rate,Strand of the Ancients played,Isle of Conquest played,Strand of the Ancients won,Isle of Conquest won,Battle for Wintergrasp win_rate,Battle for Wintergrasp played,Battle for Wintergrasp won,Ashran win_rate,Ashran played,Ashran won,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Korrak's Revenge played,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
79244015,Excezzpd,guldan,42.0,57528.0,68.0,71.0,70.0,61.0,66.0,69.0,60.0,,77.0,30.0,,,67.0,100.0,113.0,276.0,278.0,248.0,53.0,36.0,43.0,,52.0,10.0,,,3.0,1.0,77.0,195.0,194.0,152.0,35.0,25.0,26.0,,40.0,3.0,,,2.0,1.0,67.0,64.0,246.0,69.0,164.0,44.0,,,,67.0,3.0,2.0,,100.0,,,1.0,,,1.0,,,,,,,
97970901,Szamii,ragnaros,5.0,768.0,50.0,,,100.0,0.0,100.0,100.0,,100.0,,,100.0,50.0,0.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,0.0,1.0,1.0,,1.0,,,2.0,1.0,0.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,100.0,,,1.0,,,1.0,,,,,,
109124948,Sliskez,draenor,37.0,1432.0,,,,,0.0,,,,0.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
14814696,Ingraijm,anetheron,47.0,3457.0,100.0,38.0,40.0,12.0,27.0,64.0,60.0,,27.0,46.0,,75.0,100.0,100.0,1.0,16.0,10.0,8.0,11.0,14.0,10.0,,11.0,13.0,,4.0,3.0,1.0,1.0,6.0,4.0,1.0,3.0,9.0,6.0,,3.0,6.0,,3.0,3.0,1.0,40.0,0.0,5.0,1.0,2.0,0.0,,,,0.0,2.0,0.0,,,,,,,,,,100.0,2.0,2.0,,,
88842309,Icra,eredar,11.0,1906.0,,33.0,67.0,40.0,75.0,67.0,40.0,,40.0,100.0,50.0,100.0,50.0,50.0,,3.0,3.0,5.0,4.0,3.0,5.0,,5.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,1.0,3.0,1.0,1.0,80.0,0.0,5.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
165797653,Päm,twisting-nether,43.0,2115.0,0.0,,,33.0,0.0,67.0,0.0,,0.0,,0.0,33.0,100.0,0.0,1.0,,,3.0,1.0,3.0,2.0,,4.0,,1.0,3.0,2.0,2.0,0.0,,,1.0,0.0,2.0,0.0,,0.0,,0.0,1.0,2.0,0.0,,,,,,,50.0,4.0,2.0,,,,,,17.0,,,18.0,,,3.0,,,,,,
186022545,Destroyyz,hyjal,20.0,1644.0,67.0,50.0,50.0,100.0,50.0,50.0,0.0,,20.0,,33.0,,,50.0,3.0,2.0,2.0,1.0,6.0,2.0,2.0,,5.0,,6.0,,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,,1.0,,2.0,,,1.0,,0.0,,3.0,,0.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
144046900,Рахэль,howling-fjord,41.0,94792.0,69.0,62.0,55.0,59.0,61.0,50.0,62.0,,39.0,71.0,67.0,,50.0,,218.0,296.0,358.0,199.0,87.0,32.0,91.0,,33.0,21.0,6.0,,4.0,,150.0,184.0,198.0,117.0,53.0,16.0,56.0,,13.0,15.0,4.0,,2.0,,49.0,67.0,245.0,147.0,119.0,99.0,100.0,8.0,8.0,100.0,1.0,1.0,,,100.0,,,5.0,,,5.0,100.0,7.0,7.0,,,
159032241,Shâdi,antonidas,6.0,317.0,,,,0.0,33.0,,,,,,0.0,50.0,0.0,,,,,1.0,3.0,,,,,,2.0,2.0,1.0,,,,,0.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93561710,Achievlol,aggra-português,9.0,2790.0,0.0,50.0,0.0,100.0,50.0,100.0,0.0,,100.0,,,,33.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,3.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,,,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,,100.0,1.0,1.0,,,80.0,,,5.0,,,4.0,,,,,,
155095441,Njíz,ysondre,25.0,2094.0,100.0,,,,17.0,50.0,67.0,50.0,20.0,,33.0,60.0,75.0,60.0,1.0,,,,6.0,8.0,6.0,4.0,5.0,,3.0,5.0,4.0,5.0,1.0,,,,1.0,4.0,4.0,2.0,1.0,,1.0,3.0,3.0,3.0,,100.0,,1.0,,1.0,50.0,4.0,2.0,67.0,3.0,2.0,,,100.0,,,3.0,,,3.0,,,,,,
143910705,Tazea,chants-éternels,2.0,293.0,,,,100.0,,0.0,0.0,,,,,100.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,0.0,0.0,,,,,1.0,,,,50.0,,2.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,66.0,60.0,62.0,57.0,42.0,46.0,7400.0,48.0,69.0,62.0,67.0,50.0,100.0,191.0,320.0,283.0,258.0,49.0,31.0,57.0,2.0,31.0,16.0,8.0,9.0,4.0,1.0,108.0,210.0,169.0,160.0,28.0,13.0,26.0,148.0,15.0,11.0,5.0,6.0,2.0,1.0,55.0,58.0,232.0,111.0,127.0,64.0,25.0,4.0,1.0,,,,,,,,,,,,,,,,,,
111712887,Vankatabgwe,draenor,6.0,1039.0,,100.0,,,100.0,67.0,50.0,,75.0,0.0,0.0,100.0,100.0,,,1.0,,,1.0,3.0,2.0,,4.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,2.0,1.0,,3.0,0.0,0.0,2.0,1.0,,,0.0,,3.0,,0.0,,,,100.0,1.0,1.0,,100.0,,,1.0,,,1.0,,,,,,,
154609427,Phillie,tarren-mill,5.0,149.0,,,,,100.0,,,,,,,0.0,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73281993,Tôuchstone,eredar,5.0,29773.0,44.0,29.0,44.0,44.0,25.0,0.0,50.0,,50.0,0.0,,,,100.0,16.0,14.0,18.0,25.0,4.0,2.0,6.0,,2.0,1.0,,,,1.0,7.0,4.0,8.0,11.0,1.0,0.0,3.0,,1.0,0.0,,,,1.0,44.0,42.0,9.0,12.0,4.0,5.0,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
157089399,Wudji,ysondre,131.0,1683.0,,,,50.0,25.0,17.0,50.0,,20.0,,,67.0,83.0,29.0,,,,4.0,4.0,6.0,2.0,,5.0,,,3.0,6.0,7.0,,,,2.0,1.0,1.0,1.0,,1.0,,,2.0,5.0,2.0,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
175253993,Andreyx,twisting-nether,11.0,811.0,50.0,,,50.0,33.0,,0.0,,50.0,,,100.0,100.0,0.0,4.0,,,2.0,3.0,,3.0,,2.0,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,0.0,,1.0,,,1.0,1.0,0.0,,33.0,,3.0,,1.0,0.0,1.0,0.0,20.0,5.0,1.0,,,,,,,,,,,,,,,
179215610,Иладриель,soulflayer,20.0,46.0,,,,,,100.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154056743,Sacredpala,stormscale,1.0,197.0,,,,100.0,,100.0,0.0,,100.0,,0.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61578845,Shinary,anetheron,42.0,43368.0,52.0,63.0,53.0,62.0,50.0,56.0,76.0,,44.0,48.0,,,,,83.0,193.0,135.0,141.0,74.0,34.0,70.0,,32.0,23.0,,,,,43.0,121.0,72.0,87.0,37.0,19.0,53.0,,14.0,11.0,,,,,54.0,52.0,120.0,60.0,65.0,31.0,,,,,,,,,,,,,,,,,,,,,
169474221,Pinnekjodd,tarren-mill,23.0,9912.0,57.0,66.0,48.0,47.0,47.0,22.0,29.0,,30.0,,67.0,100.0,50.0,100.0,28.0,47.0,40.0,32.0,15.0,18.0,14.0,,20.0,,3.0,2.0,6.0,3.0,16.0,31.0,19.0,15.0,7.0,4.0,4.0,,6.0,,2.0,2.0,3.0,3.0,38.0,44.0,21.0,36.0,8.0,16.0,100.0,2.0,2.0,,,,,100.0,,,2.0,,,2.0,,,,,,,
94318283,Cryzhh,eredar,6.0,113.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
142094912,Suniay,blackmoore,45.0,8784.0,40.0,100.0,100.0,29.0,62.0,50.0,60.0,,62.0,33.0,75.0,50.0,75.0,20.0,15.0,1.0,1.0,7.0,13.0,6.0,5.0,,13.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,1.0,2.0,8.0,3.0,3.0,,8.0,1.0,3.0,2.0,3.0,1.0,,30.0,,20.0,,6.0,65.0,17.0,11.0,50.0,10.0,5.0,,,71.0,,,7.0,,,5.0,,,,,,
77877412,Kenra,dun-morogh,39.0,8763.0,0.0,60.0,67.0,100.0,,0.0,0.0,,,,100.0,0.0,,,1.0,5.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,,,0.0,3.0,2.0,1.0,,0.0,0.0,,,,1.0,0.0,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,
168073525,Prötchen,thrall,19.0,2624.0,0.0,50.0,100.0,0.0,33.0,50.0,67.0,0.0,80.0,0.0,0.0,,67.0,33.0,3.0,6.0,3.0,2.0,6.0,10.0,6.0,1.0,10.0,2.0,2.0,,3.0,3.0,0.0,3.0,3.0,0.0,2.0,5.0,4.0,0.0,8.0,0.0,0.0,,2.0,1.0,75.0,0.0,4.0,6.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
175810548,Jolmich,twisting-nether,12.0,768.0,29.0,100.0,,,0.0,,100.0,,,,,,,,7.0,1.0,,,1.0,,1.0,,,,,,,,2.0,1.0,,,0.0,,1.0,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
167343045,Tirota,blackmoore,4.0,1055.0,0.0,,,75.0,100.0,0.0,0.0,,67.0,,,0.0,100.0,50.0,1.0,,,4.0,1.0,1.0,2.0,,3.0,,,1.0,1.0,2.0,0.0,,,3.0,1.0,0.0,0.0,,2.0,,,0.0,1.0,1.0,,50.0,,2.0,,1.0,50.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
182510604,Oswäld,archimonde,42.0,3262.0,50.0,,,67.0,40.0,43.0,50.0,67.0,57.0,,50.0,17.0,75.0,0.0,2.0,,,3.0,5.0,7.0,8.0,6.0,7.0,,6.0,12.0,4.0,5.0,1.0,,,2.0,2.0,3.0,4.0,4.0,4.0,,3.0,2.0,3.0,0.0,,100.0,,1.0,,1.0,0.0,1.0,0.0,100.0,1.0,1.0,,67.0,50.0,,3.0,8.0,,2.0,4.0,,,,,,
114244514,Khalythrion,blackhand,21.0,27202.0,54.0,45.0,49.0,50.0,50.0,39.0,44.0,,47.0,64.0,62.0,53.0,67.0,0.0,89.0,138.0,75.0,88.0,36.0,18.0,27.0,,19.0,11.0,8.0,15.0,6.0,1.0,48.0,62.0,37.0,44.0,18.0,7.0,12.0,,9.0,7.0,5.0,8.0,4.0,0.0,62.0,52.0,40.0,42.0,25.0,22.0,50.0,2.0,1.0,50.0,2.0,1.0,,,,,,,,,,,,,,,
175822941,Zofo,twisting-nether,85.0,648.0,,,,100.0,0.0,0.0,0.0,,,,100.0,,100.0,100.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,0.0,0.0,0.0,,,,1.0,,1.0,1.0,,33.0,,3.0,,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,
59832361,Milàny,ysondre,7.0,4934.0,100.0,36.0,44.0,62.0,42.0,60.0,38.0,,31.0,50.0,50.0,67.0,50.0,0.0,1.0,28.0,16.0,16.0,24.0,10.0,16.0,,16.0,6.0,2.0,3.0,2.0,2.0,1.0,10.0,7.0,10.0,10.0,6.0,6.0,,5.0,3.0,1.0,2.0,1.0,0.0,57.0,50.0,7.0,4.0,4.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
237863408,Анквар,borean-tundra,20.0,40720.0,53.0,56.0,61.0,58.0,70.0,50.0,53.0,,73.0,88.0,0.0,33.0,25.0,50.0,43.0,137.0,115.0,74.0,76.0,18.0,78.0,,15.0,16.0,2.0,3.0,4.0,2.0,23.0,77.0,70.0,43.0,53.0,9.0,41.0,,11.0,14.0,0.0,1.0,1.0,1.0,53.0,40.0,62.0,68.0,33.0,27.0,100.0,1.0,1.0,,,,,,0.0,,,1.0,,,0.0,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,,25.0,0.0,,33.0,100.0,,,,,24.0,26.0,32.0,31.0,,4.0,3.0,,3.0,1.0,,,,,15.0,13.0,15.0,10.0,,1.0,0.0,,1.0,1.0,,,,,37.0,50.0,43.0,16.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,
132411945,Zyraxx,blackmoore,121.0,108130.0,52.0,44.0,48.0,43.0,50.0,56.0,57.0,,54.0,52.0,46.0,33.0,44.0,41.0,316.0,469.0,311.0,266.0,276.0,184.0,299.0,,215.0,178.0,130.0,63.0,54.0,22.0,165.0,206.0,150.0,115.0,139.0,103.0,169.0,,117.0,92.0,60.0,21.0,24.0,9.0,60.0,46.0,141.0,163.0,85.0,75.0,22.0,9.0,2.0,,,,,,,,,,,,,100.0,34.0,34.0,,,
66976978,Tessaya,blackmoore,6.0,11266.0,46.0,33.0,29.0,45.0,0.0,29.0,40.0,,100.0,0.0,,,,,46.0,27.0,34.0,58.0,4.0,7.0,5.0,,2.0,1.0,,,,,21.0,9.0,10.0,26.0,0.0,2.0,2.0,,2.0,0.0,,,,,55.0,40.0,31.0,20.0,17.0,8.0,,,,,,,,,,,,,,,,,,,,,
107016596,Scoxx,twilights-hammer,14.0,30351.0,32.0,66.0,56.0,46.0,73.0,38.0,40.0,1500.0,57.0,0.0,67.0,20.0,75.0,36.0,98.0,38.0,62.0,72.0,15.0,8.0,10.0,2.0,14.0,3.0,6.0,5.0,4.0,11.0,31.0,25.0,35.0,33.0,11.0,3.0,4.0,30.0,8.0,0.0,4.0,1.0,3.0,4.0,42.0,0.0,84.0,8.0,35.0,0.0,40.0,5.0,2.0,100.0,10.0,10.0,,100.0,,,3.0,,,3.0,,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,50.0,,,86.0,80.0,50.0,33.0,0.0,100.0,100.0,75.0,47.0,0.0,,4.0,,,7.0,5.0,4.0,3.0,1.0,3.0,1.0,4.0,19.0,2.0,,2.0,,,6.0,4.0,2.0,1.0,0.0,3.0,1.0,3.0,9.0,0.0,,,78.0,,9.0,,7.0,73.0,11.0,8.0,,,,,,,,,,,,,,,,,,
149002045,Bubbldin,malfurion,47.0,9361.0,57.0,26.0,67.0,50.0,42.0,61.0,50.0,0.0,41.0,17.0,50.0,50.0,56.0,43.0,7.0,31.0,3.0,12.0,31.0,28.0,18.0,4.0,29.0,6.0,8.0,6.0,9.0,7.0,4.0,8.0,2.0,6.0,13.0,17.0,9.0,0.0,12.0,1.0,4.0,3.0,5.0,3.0,0.0,60.0,2.0,10.0,0.0,6.0,33.0,6.0,2.0,40.0,5.0,2.0,0.0,100.0,25.0,1.0,1.0,4.0,0.0,1.0,1.0,100.0,12.0,12.0,,,
175998785,Cluther,twisting-nether,3.0,497.0,0.0,,,0.0,100.0,,100.0,,0.0,,100.0,100.0,0.0,100.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,,0.0,1.0,,1.0,,0.0,,1.0,1.0,0.0,1.0,,,,,,,33.0,3.0,1.0,,,,,,,,,,,,,,,,,,
147483914,Furbyqt,blackmoore,45.0,63162.0,52.0,42.0,44.0,44.0,49.0,60.0,50.0,4900.0,51.0,66.0,60.0,25.0,40.0,80.0,204.0,346.0,279.0,127.0,136.0,97.0,135.0,1.0,83.0,53.0,15.0,12.0,5.0,5.0,106.0,147.0,123.0,56.0,66.0,58.0,68.0,49.0,42.0,35.0,9.0,3.0,2.0,4.0,48.0,44.0,123.0,96.0,59.0,42.0,43.0,7.0,3.0,50.0,2.0,1.0,,,75.0,,,4.0,,,3.0,100.0,7.0,7.0,,,
126176358,Sharko,twisting-nether,11.0,14911.0,29.0,56.0,89.0,43.0,100.0,67.0,82.0,,44.0,75.0,,,,,42.0,27.0,19.0,7.0,9.0,9.0,11.0,,9.0,8.0,,,,,12.0,15.0,17.0,3.0,9.0,6.0,9.0,,4.0,6.0,,,,,29.0,11.0,7.0,9.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
144441697,Улторем,galakrond,43.0,15751.0,56.0,0.0,,48.0,65.0,77.0,45.0,,56.0,,59.0,57.0,55.0,44.0,27.0,1.0,,25.0,23.0,30.0,33.0,,34.0,,27.0,21.0,22.0,18.0,15.0,0.0,,12.0,15.0,23.0,15.0,,19.0,,16.0,12.0,12.0,8.0,,52.0,,33.0,,17.0,33.0,15.0,5.0,26.0,23.0,6.0,100.0,38.0,,1.0,13.0,,1.0,5.0,,100.0,6.0,6.0,,,
226165181,Nestarions,sylvanas,32.0,4128.0,33.0,40.0,20.0,57.0,50.0,56.0,22.0,100.0,23.0,100.0,50.0,50.0,67.0,67.0,6.0,15.0,5.0,7.0,10.0,9.0,9.0,1.0,13.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,1.0,4.0,5.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,50.0,1.0,2.0,0.0,1.0,33.0,3.0,1.0,0.0,1.0,0.0,,,100.0,,,1.0,,,1.0,,,,,,
175716620,Korro,twisting-nether,5.0,368.0,,,,,100.0,,100.0,,,,100.0,,0.0,0.0,,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,2.0,,1.0,,,,1.0,,0.0,0.0,,50.0,,2.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
157456047,Sheasan,blackhand,4.0,437.0,,,,,,0.0,,,,,50.0,,,100.0,,,,,,2.0,,,,,2.0,,,1.0,,,,,,0.0,,,,,1.0,,,1.0,,100.0,,1.0,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,
159189548,Драгман,howling-fjord,33.0,2678.0,100.0,,,,25.0,100.0,100.0,,,0.0,,100.0,,100.0,1.0,,,,4.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,0.0,,1.0,,1.0,,67.0,,3.0,,2.0,0.0,1.0,0.0,,,,,,100.0,,,6.0,,,6.0,100.0,2.0,2.0,,,
181459140,Джеттфайр,soulflayer,83.0,22290.0,38.0,57.0,52.0,47.0,54.0,63.0,32.0,,57.0,52.0,62.0,55.0,44.0,71.0,32.0,30.0,25.0,43.0,37.0,35.0,28.0,,47.0,33.0,21.0,22.0,9.0,7.0,12.0,17.0,13.0,20.0,20.0,22.0,9.0,,27.0,17.0,13.0,12.0,4.0,5.0,45.0,30.0,20.0,37.0,9.0,11.0,57.0,7.0,4.0,50.0,2.0,1.0,,67.0,83.0,,3.0,6.0,,2.0,5.0,100.0,3.0,3.0,,,
167006599,Protecturo,nathrezim,10.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,,,0.0,,,,,,
142420547,Nyleen,outland,49.0,8241.0,57.0,0.0,50.0,64.0,56.0,40.0,67.0,,33.0,64.0,67.0,27.0,75.0,36.0,14.0,3.0,6.0,14.0,16.0,15.0,9.0,,15.0,11.0,3.0,11.0,8.0,11.0,8.0,0.0,3.0,9.0,9.0,6.0,6.0,,5.0,7.0,2.0,3.0,6.0,4.0,0.0,69.0,1.0,16.0,0.0,11.0,40.0,5.0,2.0,,,,,42.0,,,12.0,,,5.0,,100.0,5.0,5.0,,,
148155700,Rivass,thrall,15.0,6458.0,25.0,18.0,53.0,67.0,43.0,50.0,62.0,,57.0,33.0,,,0.0,,12.0,22.0,30.0,15.0,14.0,4.0,13.0,,7.0,9.0,,,1.0,,3.0,4.0,16.0,10.0,6.0,2.0,8.0,,4.0,3.0,,,0.0,,71.0,43.0,7.0,14.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,
161350388,Säthee,ragnaros,7.0,668.0,0.0,,,,100.0,100.0,,,,,,100.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,0.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
175140320,Macarrones,exodar,7.0,744.0,0.0,,,100.0,,0.0,100.0,,0.0,,100.0,,0.0,0.0,1.0,,,1.0,,1.0,2.0,,3.0,,2.0,,2.0,1.0,0.0,,,1.0,,0.0,2.0,,0.0,,2.0,,0.0,0.0,,0.0,,1.0,,0.0,0.0,2.0,0.0,0.0,3.0,0.0,,100.0,,,1.0,,,1.0,,,,,,,
161243036,Ineruna,doomhammer,47.0,994.0,100.0,,,67.0,100.0,33.0,0.0,,100.0,,100.0,,,0.0,1.0,,,3.0,1.0,3.0,1.0,,2.0,,2.0,,,1.0,1.0,,,2.0,1.0,1.0,0.0,,2.0,,2.0,,,0.0,,0.0,,2.0,,0.0,50.0,4.0,2.0,50.0,2.0,1.0,,,,,,,,,,,,,,,
112424138,Sharîl,frostwolf,7.0,3665.0,20.0,25.0,57.0,50.0,50.0,67.0,62.0,,50.0,36.0,,,,,10.0,8.0,21.0,8.0,4.0,3.0,8.0,,2.0,11.0,,,,,2.0,2.0,12.0,4.0,2.0,2.0,5.0,,1.0,4.0,,,,,43.0,75.0,7.0,12.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,
120078455,Azurdragon,mannoroth,5.0,245.0,0.0,100.0,,100.0,,,0.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,0.0,1.0,,1.0,,,0.0,,,,,,,,0.0,50.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
160504859,Zerock,nathrezim,10.0,4782.0,73.0,30.0,50.0,80.0,50.0,43.0,0.0,,0.0,,100.0,100.0,100.0,100.0,44.0,20.0,6.0,5.0,2.0,7.0,1.0,,1.0,,1.0,1.0,2.0,1.0,32.0,6.0,3.0,4.0,1.0,3.0,0.0,,0.0,,1.0,1.0,2.0,1.0,58.0,0.0,19.0,1.0,11.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,,,100.0,,,1.0,,,1.0,,,,,,
147735097,Sérku,blackrock,7.0,1136.0,43.0,36.0,0.0,,0.0,50.0,0.0,,0.0,50.0,50.0,,,,7.0,11.0,2.0,,5.0,6.0,4.0,,3.0,2.0,2.0,,,,3.0,4.0,0.0,,0.0,3.0,0.0,,0.0,1.0,1.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
122959617,Dushan,draenor,20.0,244.0,0.0,,,,,100.0,,,100.0,,,,,,2.0,,,,,1.0,,,1.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6.0,6.0,,,
143710432,Raychel,blackrock,9.0,1699.0,0.0,,,0.0,50.0,67.0,0.0,,50.0,,100.0,,25.0,0.0,1.0,,,2.0,4.0,3.0,3.0,,2.0,,1.0,,4.0,1.0,0.0,,,0.0,2.0,2.0,0.0,,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,90.0,,,10.0,,,9.0,,,,,,
198291286,Бариарт,soulflayer,33.0,3107.0,50.0,,,75.0,50.0,67.0,70.0,,40.0,,83.0,100.0,50.0,43.0,2.0,,,4.0,4.0,3.0,10.0,,5.0,,6.0,3.0,6.0,7.0,1.0,,,3.0,2.0,2.0,7.0,,2.0,,5.0,3.0,3.0,3.0,,33.0,,3.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
137399595,Grímnir,blackmoore,5.0,1126.0,33.0,,,,100.0,0.0,50.0,,33.0,,100.0,100.0,100.0,0.0,3.0,,,,2.0,1.0,2.0,,3.0,,1.0,2.0,1.0,1.0,1.0,,,,2.0,0.0,1.0,,1.0,,1.0,2.0,1.0,0.0,,100.0,,2.0,,2.0,100.0,1.0,1.0,0.0,1.0,0.0,,100.0,,,1.0,,,1.0,,,,,,,
147289244,Holyfluffy,guldan,93.0,1480.0,67.0,,,0.0,33.0,100.0,100.0,,33.0,,100.0,,,0.0,3.0,,,2.0,3.0,3.0,1.0,,3.0,,4.0,,,1.0,2.0,,,0.0,1.0,3.0,1.0,,1.0,,4.0,,,0.0,,,,,,,100.0,2.0,2.0,50.0,2.0,1.0,,,,,,,,,,100.0,7.0,7.0,,,
93089091,Eliminato,stormrage,72.0,17903.0,55.0,59.0,57.0,61.0,69.0,32.0,69.0,,48.0,67.0,59.0,67.0,52.0,46.0,29.0,51.0,30.0,38.0,26.0,22.0,26.0,,40.0,12.0,22.0,27.0,21.0,13.0,16.0,30.0,17.0,23.0,18.0,7.0,18.0,,19.0,8.0,13.0,18.0,11.0,6.0,44.0,62.0,9.0,21.0,4.0,13.0,70.0,10.0,7.0,100.0,3.0,3.0,,60.0,100.0,,10.0,11.0,,6.0,11.0,100.0,2.0,2.0,,,
66844458,Tánkérz,hellscream,27.0,4385.0,75.0,61.0,71.0,50.0,42.0,69.0,92.0,0.0,50.0,60.0,78.0,57.0,67.0,12.0,4.0,18.0,7.0,8.0,19.0,16.0,12.0,2.0,18.0,5.0,9.0,7.0,3.0,8.0,3.0,11.0,5.0,4.0,8.0,11.0,11.0,0.0,9.0,3.0,7.0,4.0,2.0,1.0,,33.0,,6.0,,2.0,50.0,4.0,2.0,100.0,2.0,2.0,,,100.0,,,1.0,,,1.0,,,,,,
