character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Battle for Wintergrasp win_rate,Rated Eye of the Storm played,Battle for Wintergrasp played,Rated Eye of the Storm won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
198091753,Mavtank,hyjal,14.0,1638.0,50.0,0.0,0.0,67.0,67.0,50.0,0.0,50.0,,100.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,,1.0,50.0,,,67.0,,,4.0,,,3.0,,,2.0,,,2.0,,,,100.0,,3.0,,3.0,,,,,,,,,,,,,,,
154492507,Immagopala,ravencrest,84.0,682.0,33.0,100.0,100.0,100.0,50.0,25.0,67.0,,100.0,,3.0,2.0,1.0,1.0,2.0,4.0,3.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,67.0,,,100.0,,,9.0,,,2.0,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,0.0,12.0,100.0,0.0,67.0,67.0,50.0,80.0,100.0,43.0,1.0,8.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,100.0,,,33.0,,,2.0,,,3.0,,,2.0,,,1.0,,,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,
242639633,Ффитоняшка,eversong,4.0,395.0,,67.0,,,100.0,,,100.0,,,,3.0,,,1.0,,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
146405353,Pates,burning-blade,8.0,3396.0,40.0,0.0,0.0,75.0,50.0,50.0,67.0,50.0,100.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0,0.0,78.0,33.0,0.0,60.0,,40.0,9.0,3.0,2.0,5.0,,5.0,7.0,1.0,0.0,3.0,,2.0,,62.0,,8.0,,5.0,,,,,,,,,,,,,,,
148099413,Flaumix,blackrock,30.0,840.0,100.0,100.0,100.0,75.0,,100.0,67.0,100.0,50.0,100.0,1.0,1.0,2.0,4.0,,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,2.0,3.0,1.0,1.0,100.0,,,,,,1.0,,,,,,1.0,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
103014230,Nebyros,eredar,40.0,9066.0,33.0,60.0,74.0,79.0,51.0,50.0,300.0,25.0,33.0,33.0,3.0,35.0,34.0,42.0,41.0,2.0,3.0,4.0,3.0,3.0,1.0,21.0,25.0,33.0,21.0,1.0,9.0,1.0,1.0,1.0,29.0,41.0,58.0,20.0,33.0,20.0,17.0,46.0,24.0,10.0,3.0,5.0,5.0,19.0,14.0,2.0,1.0,1.0,,33.0,,3.0,,1.0,,,,,,,,,,,,,,,
169060728,Кирвиса,gordunni,59.0,8430.0,80.0,55.0,50.0,56.0,57.0,,133.0,0.0,43.0,0.0,5.0,22.0,14.0,16.0,23.0,,6.0,2.0,7.0,2.0,4.0,12.0,7.0,9.0,13.0,,8.0,0.0,3.0,0.0,75.0,69.0,67.0,67.0,0.0,43.0,4.0,13.0,6.0,9.0,2.0,7.0,3.0,9.0,4.0,6.0,0.0,3.0,,0.0,,1.0,,0.0,0.0,100.0,,2.0,1.0,,0.0,1.0,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,42.0,71.0,75.0,40.0,20.0,50.0,62.0,38.0,20.0,57.0,12.0,7.0,4.0,5.0,10.0,12.0,8.0,8.0,5.0,7.0,5.0,5.0,3.0,2.0,2.0,6.0,5.0,3.0,1.0,4.0,38.0,100.0,,75.0,,100.0,8.0,2.0,,4.0,,2.0,3.0,2.0,,3.0,,2.0,,27.0,,15.0,,4.0,100.0,,80.0,1.0,,5.0,1.0,,4.0,,,,,,
174828075,Ulather,chogall,1.0,197.0,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103580740,Alduron,shattered-hand,19.0,2667.0,33.0,50.0,50.0,17.0,60.0,,,,,,3.0,4.0,6.0,6.0,5.0,,,,,,1.0,2.0,3.0,1.0,3.0,,,,,,0.0,55.0,40.0,60.0,33.0,50.0,3.0,11.0,5.0,5.0,3.0,4.0,0.0,6.0,2.0,3.0,1.0,2.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
237052395,Шокирую,borean-tundra,8.0,117.0,,,,,,,0.0,,0.0,,,,,,,,2.0,,1.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155571695,Ванхаллен,galakrond,41.0,282.0,,,,,100.0,,,,,0.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
161339172,Harishpala,draenor,10.0,304.0,,50.0,0.0,,0.0,,0.0,0.0,,,,2.0,3.0,,2.0,,1.0,2.0,,,,1.0,0.0,,0.0,,0.0,0.0,,,,100.0,0.0,100.0,,,,1.0,1.0,1.0,,,,1.0,0.0,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
240394878,Пузырмэн,greymane,15.0,2156.0,100.0,50.0,33.0,0.0,60.0,,100.0,100.0,50.0,,1.0,6.0,6.0,2.0,5.0,,2.0,1.0,4.0,,1.0,3.0,2.0,0.0,3.0,,2.0,1.0,2.0,,50.0,,,57.0,,83.0,2.0,,,7.0,,6.0,1.0,,,4.0,,5.0,,25.0,,4.0,,1.0,,,,,,,,,,,,,,,
179215610,Иладриель,soulflayer,20.0,46.0,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162397961,Ixíón,dun-modr,9.0,239.0,,,0.0,,,100.0,,0.0,0.0,,,,1.0,,,1.0,,2.0,1.0,,,,0.0,,,1.0,,0.0,0.0,,33.0,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177216671,Эанир,howling-fjord,19.0,2060.0,0.0,100.0,50.0,40.0,100.0,0.0,50.0,100.0,50.0,50.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,50.0,,,0.0,,,6.0,,,2.0,,,3.0,,,0.0,,,,100.0,,2.0,,2.0,,,100.0,,,1.0,,,1.0,,,,,,
89616186,Setzard,sargeras,4.0,586.0,,0.0,50.0,100.0,,,50.0,100.0,0.0,33.0,,1.0,2.0,1.0,,,4.0,1.0,1.0,3.0,,0.0,1.0,1.0,,,2.0,1.0,0.0,1.0,,0.0,,67.0,,,,2.0,,3.0,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
195398094,Lightmanu,pozzo-delleternità,27.0,1884.0,83.0,0.0,17.0,50.0,50.0,100.0,40.0,40.0,67.0,,6.0,1.0,6.0,2.0,4.0,1.0,5.0,5.0,3.0,,5.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,0.0,,,67.0,,,2.0,,,3.0,,,0.0,,,2.0,,,,33.0,,3.0,,1.0,20.0,,,5.0,,,1.0,,,,,,,,
133739869,Gysvý,terrordar,56.0,2402.0,36.0,75.0,0.0,33.0,0.0,20.0,50.0,100.0,40.0,,11.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,,4.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,,12.0,,,67.0,,,8.0,,,3.0,,,1.0,,,2.0,,,,100.0,,2.0,,2.0,50.0,,,2.0,,,1.0,,,,,,,,
115074254,Chriss,norgannon,4.0,1186.0,,25.0,,50.0,50.0,,100.0,,,,,4.0,,2.0,4.0,,2.0,,,,,1.0,,1.0,2.0,,2.0,,,,50.0,50.0,50.0,0.0,100.0,50.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
196345369,Канэф,soulflayer,9.0,3476.0,21.0,0.0,,,100.0,25.0,50.0,50.0,,0.0,14.0,1.0,,,1.0,4.0,2.0,2.0,,2.0,3.0,0.0,,,1.0,1.0,1.0,1.0,,0.0,38.0,,,75.0,,,8.0,,,4.0,,,3.0,,,3.0,,,,60.0,,10.0,,6.0,,,100.0,,,1.0,,,1.0,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,75.0,38.0,38.0,0.0,20.0,,50.0,100.0,50.0,100.0,4.0,8.0,13.0,3.0,5.0,,2.0,3.0,2.0,1.0,3.0,3.0,5.0,0.0,1.0,,1.0,3.0,1.0,1.0,40.0,57.0,38.0,56.0,33.0,0.0,5.0,14.0,16.0,9.0,12.0,5.0,2.0,8.0,6.0,5.0,4.0,0.0,,,,,,,,100.0,,,4.0,,,4.0,,,,,,,
176424639,Сенсационная,howling-fjord,11.0,1455.0,0.0,0.0,25.0,100.0,60.0,,,,,,1.0,1.0,4.0,1.0,5.0,,,,,,0.0,0.0,1.0,1.0,3.0,,,,,,,33.0,,0.0,,0.0,,3.0,,1.0,,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
155789429,Hpgunghrim,ravencrest,16.0,274.0,0.0,0.0,,,,0.0,,,,,1.0,1.0,,,,1.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242197712,Билликид,deathguard,9.0,812.0,100.0,0.0,50.0,100.0,100.0,50.0,100.0,,0.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,0.0,1.0,2.0,1.0,1.0,1.0,,0.0,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,0.0,,2.0,,0.0,,,0.0,,,1.0,,,0.0,,,,,,
155768477,Tryskael,ysondre,6.0,756.0,100.0,,,0.0,,25.0,100.0,0.0,,,2.0,,,1.0,,4.0,1.0,1.0,,,2.0,,,0.0,,1.0,1.0,0.0,,,100.0,,,100.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
109668059,Dorain,antonidas,7.0,1084.0,,0.0,50.0,67.0,100.0,,50.0,50.0,100.0,,,1.0,6.0,3.0,3.0,,2.0,2.0,1.0,,,0.0,3.0,2.0,3.0,,1.0,1.0,1.0,,,,,33.0,,0.0,,,,3.0,,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
238968758,Ратас,greymane,13.0,4860.0,50.0,38.0,56.0,40.0,75.0,0.0,50.0,67.0,20.0,11.0,2.0,8.0,9.0,15.0,8.0,1.0,14.0,9.0,5.0,9.0,1.0,3.0,5.0,6.0,6.0,0.0,7.0,6.0,1.0,1.0,,,,82.0,,,,,,11.0,,,,,,9.0,,,,0.0,,2.0,,0.0,0.0,,,2.0,,,0.0,,,,,,,,
164607373,Giantpally,bronzebeard,7.0,267.0,50.0,,,,,,,,0.0,,2.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
106858546,Edenaa,antonidas,36.0,2408.0,0.0,38.0,20.0,23.0,50.0,100.0,,,,,1.0,8.0,15.0,13.0,12.0,1.0,,,,,0.0,3.0,3.0,3.0,6.0,1.0,,,,,0.0,55.0,50.0,0.0,100.0,38.0,3.0,11.0,10.0,1.0,2.0,8.0,0.0,6.0,5.0,0.0,2.0,3.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
160412481,Mahlac,dun-modr,31.0,9379.0,0.0,61.0,57.0,67.0,50.0,,50.0,77.0,54.0,54.0,1.0,36.0,42.0,42.0,34.0,,24.0,31.0,28.0,26.0,0.0,22.0,24.0,28.0,17.0,,12.0,24.0,15.0,14.0,0.0,,,56.0,,75.0,2.0,,,18.0,,4.0,0.0,,,10.0,,3.0,44.0,33.0,16.0,6.0,7.0,2.0,100.0,,50.0,1.0,,2.0,1.0,,1.0,,,,,,
244808947,Фрорхев,gordunni,61.0,248.0,100.0,100.0,,,,0.0,0.0,,,0.0,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,0.0,0.0,,,0.0,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166968283,Mandrakz,blackmoore,1.0,91.0,,,,,,,50.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
188412846,Harukar,pozzo-delleternità,3.0,98.0,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154135172,Imaqtcats,sanguino,7.0,691.0,,0.0,71.0,75.0,50.0,,100.0,50.0,0.0,100.0,,2.0,7.0,4.0,2.0,,1.0,2.0,3.0,1.0,,0.0,5.0,3.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
169776565,Tikkì,nemesis,20.0,5062.0,25.0,67.0,53.0,50.0,75.0,80.0,100.0,0.0,50.0,75.0,12.0,6.0,15.0,10.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,8.0,5.0,3.0,4.0,5.0,0.0,1.0,3.0,67.0,33.0,0.0,62.0,50.0,50.0,9.0,6.0,8.0,16.0,8.0,4.0,6.0,2.0,0.0,10.0,4.0,2.0,,100.0,,1.0,,1.0,100.0,,,1.0,,,1.0,,,,,,,,
125382264,Nlamlx,throkferoth,29.0,183.0,,0.0,100.0,,100.0,,,,0.0,,,1.0,1.0,,1.0,,,,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181225796,Ариатик,soulflayer,7.0,2851.0,0.0,67.0,33.0,60.0,60.0,,100.0,100.0,50.0,50.0,1.0,6.0,3.0,5.0,5.0,,2.0,1.0,4.0,2.0,0.0,4.0,1.0,3.0,3.0,,2.0,1.0,2.0,1.0,100.0,0.0,0.0,100.0,,0.0,1.0,1.0,2.0,2.0,,1.0,1.0,0.0,0.0,2.0,,0.0,,,,,,,,,67.0,,,3.0,,,2.0,,,,,,
139112608,Edubble,hyjal,83.0,3849.0,69.0,55.0,50.0,69.0,43.0,45.0,50.0,33.0,50.0,67.0,13.0,11.0,8.0,16.0,7.0,11.0,8.0,6.0,4.0,6.0,9.0,6.0,4.0,11.0,3.0,5.0,4.0,2.0,2.0,4.0,69.0,0.0,,50.0,0.0,,16.0,1.0,,4.0,1.0,,11.0,0.0,,2.0,0.0,,60.0,0.0,5.0,6.0,3.0,0.0,,,29.0,,,7.0,,,2.0,,,,,,
17875232,Стином,fordragon,22.0,5015.0,29.0,50.0,50.0,33.0,60.0,,40.0,0.0,50.0,80.0,7.0,2.0,6.0,9.0,5.0,,5.0,2.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,,2.0,0.0,2.0,4.0,0.0,0.0,25.0,80.0,50.0,100.0,1.0,2.0,8.0,5.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,,100.0,,1.0,,1.0,,100.0,,,4.0,,,4.0,,,,,,,
175764267,Дредовски,howling-fjord,5.0,741.0,0.0,0.0,33.0,100.0,100.0,100.0,50.0,0.0,50.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,,,,,,1.0,,,,,,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
149310134,Isvalah,tyrande,12.0,2341.0,60.0,29.0,50.0,80.0,50.0,25.0,0.0,,50.0,100.0,5.0,7.0,4.0,5.0,6.0,4.0,1.0,,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,,1.0,3.0,33.0,40.0,29.0,40.0,40.0,,3.0,5.0,7.0,5.0,5.0,,1.0,2.0,2.0,2.0,2.0,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
192237001,Mexallpal,hyjal,10.0,84.0,0.0,,,,,,0.0,,,,2.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176565823,Noragret,illidan,20.0,1585.0,,100.0,100.0,25.0,100.0,,0.0,75.0,0.0,,,2.0,1.0,4.0,1.0,,1.0,4.0,1.0,,,2.0,1.0,1.0,1.0,,0.0,3.0,0.0,,,62.0,50.0,0.0,,,,13.0,4.0,1.0,,,,8.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
240332500,Смягу,lich-king,10.0,12241.0,31.0,46.0,31.0,50.0,40.0,50.0,50.0,0.0,50.0,100.0,36.0,41.0,13.0,34.0,10.0,2.0,2.0,1.0,2.0,1.0,11.0,19.0,4.0,17.0,4.0,1.0,1.0,0.0,1.0,1.0,24.0,52.0,34.0,44.0,51.0,45.0,37.0,54.0,44.0,32.0,41.0,11.0,9.0,28.0,15.0,14.0,21.0,5.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
158231287,Zappzerrap,antonidas,9.0,2605.0,0.0,0.0,0.0,25.0,,,0.0,0.0,0.0,,2.0,1.0,1.0,4.0,,,1.0,2.0,1.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,33.0,,3.0,,1.0,,,14.0,,,7.0,,,1.0,,,,,,
148298860,Muromec,twisting-nether,40.0,12981.0,46.0,36.0,53.0,70.0,60.0,80.0,50.0,43.0,0.0,50.0,13.0,11.0,17.0,10.0,10.0,5.0,2.0,7.0,4.0,6.0,6.0,4.0,9.0,7.0,6.0,4.0,1.0,3.0,0.0,3.0,50.0,73.0,57.0,53.0,62.0,89.0,10.0,11.0,7.0,15.0,13.0,9.0,5.0,8.0,4.0,8.0,8.0,8.0,,67.0,,12.0,,8.0,100.0,,,1.0,,,1.0,,,,,,,,
226192940,Stily,sylvanas,38.0,9991.0,56.0,,,40.0,50.0,,0.0,,,,9.0,,,5.0,2.0,,1.0,,,,5.0,,,2.0,1.0,,0.0,,,,60.0,0.0,40.0,57.0,30.0,,10.0,2.0,5.0,7.0,30.0,,6.0,0.0,2.0,4.0,9.0,,,,,,,,,,57.0,,,7.0,,,4.0,,,,,,
86179339,Sanctuarine,stormreaver,11.0,13443.0,75.0,50.0,62.0,50.0,73.0,50.0,100.0,43.0,100.0,,12.0,2.0,8.0,4.0,11.0,2.0,1.0,7.0,2.0,,9.0,1.0,5.0,2.0,8.0,1.0,1.0,3.0,2.0,,48.0,83.0,69.0,68.0,36.0,75.0,25.0,18.0,16.0,19.0,11.0,4.0,12.0,15.0,11.0,13.0,4.0,3.0,,64.0,,11.0,,7.0,0.0,100.0,,1.0,61.0,,0.0,61.0,,,,,,,
190599223,Кессикей,ashenvale,17.0,381.0,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,100.0,2.0,,,,,1.0,0.0,,,,,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
177324406,Turac,dun-modr,3.0,50.0,100.0,,,,,,100.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209344178,Этаналсе,soulflayer,2.0,580.0,,,100.0,,33.0,,,,,,,,1.0,,3.0,,,,,,,,1.0,,1.0,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
106595273,Heartstopper,anachronos,25.0,45234.0,52.0,47.0,50.0,43.0,38.0,,41.0,55.0,50.0,100.0,89.0,45.0,26.0,47.0,21.0,,17.0,11.0,4.0,2.0,46.0,21.0,13.0,20.0,8.0,,7.0,6.0,2.0,2.0,66.0,52.0,49.0,44.0,63.0,58.0,161.0,160.0,181.0,173.0,158.0,19.0,107.0,83.0,89.0,76.0,99.0,11.0,,,,,,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,
181154955,Лоасинг,gordunni,8.0,1041.0,100.0,100.0,50.0,,100.0,50.0,67.0,0.0,,75.0,1.0,2.0,2.0,,2.0,2.0,3.0,1.0,,4.0,1.0,2.0,1.0,,2.0,1.0,2.0,0.0,,3.0,100.0,,,33.0,,,2.0,,,3.0,,,2.0,,,1.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
153373405,Tekz,malganis,15.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,5.0,,,4.0,,,,,,
98559033,Amaliâ,frostmourne,7.0,7236.0,40.0,67.0,59.0,48.0,47.0,,,,,0.0,5.0,21.0,17.0,25.0,19.0,,,,,1.0,2.0,14.0,10.0,12.0,9.0,,,,,0.0,50.0,45.0,61.0,32.0,38.0,57.0,16.0,33.0,23.0,22.0,24.0,14.0,8.0,15.0,14.0,7.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,
189715240,Selepie,frostmane,13.0,5057.0,75.0,33.0,27.0,62.0,67.0,0.0,200.0,100.0,,100.0,4.0,6.0,11.0,16.0,9.0,1.0,1.0,2.0,,1.0,3.0,2.0,3.0,10.0,6.0,0.0,2.0,2.0,,1.0,60.0,58.0,50.0,71.0,80.0,43.0,5.0,19.0,16.0,7.0,10.0,7.0,3.0,11.0,8.0,5.0,8.0,3.0,500.0,33.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,
172711572,Быкуюсука,azuregos,48.0,10122.0,44.0,53.0,57.0,69.0,45.0,67.0,43.0,57.0,64.0,40.0,18.0,15.0,7.0,16.0,20.0,3.0,7.0,14.0,14.0,5.0,8.0,8.0,4.0,11.0,9.0,2.0,3.0,8.0,9.0,2.0,73.0,100.0,,50.0,,44.0,11.0,1.0,,4.0,,9.0,8.0,1.0,,2.0,,4.0,,71.0,,17.0,,12.0,50.0,100.0,100.0,6.0,3.0,2.0,3.0,3.0,2.0,100.0,1.0,1.0,,,
158530635,Жывуля,soulflayer,21.0,3311.0,100.0,67.0,88.0,50.0,20.0,,100.0,0.0,,,1.0,9.0,17.0,14.0,10.0,,1.0,1.0,,,1.0,6.0,15.0,7.0,2.0,,1.0,0.0,,,,17.0,67.0,50.0,33.0,50.0,,6.0,6.0,6.0,6.0,6.0,,1.0,4.0,3.0,2.0,3.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,
199708695,Нонзик,gordunni,15.0,5520.0,0.0,67.0,50.0,50.0,45.0,,83.0,75.0,50.0,83.0,1.0,3.0,4.0,4.0,11.0,,6.0,8.0,2.0,6.0,0.0,2.0,2.0,2.0,5.0,,5.0,6.0,1.0,5.0,100.0,,,43.0,,,1.0,,,7.0,,,1.0,,,3.0,,,,,,,,,100.0,100.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,50.0,2.0,1.0,,,
153888559,Юриюри,deathguard,205.0,2049.0,0.0,100.0,100.0,,67.0,,0.0,,100.0,0.0,1.0,1.0,1.0,,3.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,2.0,,0.0,,1.0,0.0,0.0,,,,,,3.0,,,,,,0.0,,,,,,,50.0,,2.0,,1.0,,100.0,,,3.0,,,3.0,,,,,,,
161471908,Хедин,fordragon,27.0,1262.0,50.0,100.0,33.0,100.0,100.0,,0.0,100.0,100.0,,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,1.0,,100.0,50.0,,50.0,,,1.0,2.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
164497836,Danixp,silvermoon,58.0,36228.0,61.0,73.0,50.0,62.0,60.0,,700.0,0.0,0.0,100.0,75.0,63.0,44.0,48.0,65.0,,1.0,2.0,1.0,1.0,46.0,46.0,22.0,30.0,39.0,,7.0,0.0,0.0,1.0,61.0,58.0,74.0,54.0,60.0,59.0,61.0,62.0,46.0,35.0,89.0,51.0,37.0,36.0,34.0,19.0,53.0,30.0,,100.0,,2.0,,2.0,25.0,100.0,29.0,4.0,1.0,7.0,1.0,1.0,2.0,,,,,,
181907620,Бебешище,eversong,5.0,45.0,,,,0.0,100.0,,,,,,,,,1.0,1.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,,67.0,60.0,,50.0,,75.0,0.0,67.0,33.0,,6.0,10.0,,2.0,,8.0,1.0,3.0,3.0,,4.0,6.0,,1.0,,6.0,0.0,2.0,1.0,50.0,,,100.0,,,2.0,,,5.0,,,1.0,,,5.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
165697196,Tekrapon,blackmoore,12.0,2028.0,75.0,100.0,100.0,100.0,67.0,100.0,100.0,67.0,,50.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,1.0,0.0,,,80.0,,,2.0,,,5.0,,,0.0,,,4.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
132401526,Nenorocitule,silvermoon,11.0,1736.0,,,50.0,0.0,67.0,75.0,,,,,,,2.0,1.0,3.0,4.0,,,,,,,1.0,0.0,2.0,3.0,,,,,100.0,100.0,50.0,0.0,,,2.0,1.0,2.0,1.0,,,2.0,1.0,1.0,0.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,
