character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Arathi Basin win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Arathi Basin played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Arathi Basin won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Arathi Basin win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Arathi Basin played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Arathi Basin won,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Ashran win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
242643383,Рейивен,gordunni,18.0,975.0,,,75.0,,,,100.0,,50.0,,,4.0,,,,3.0,,4.0,,,3.0,,,,3.0,,2.0,,0.0,100.0,100.0,,,,1.0,1.0,1.0,,,,0.0,1.0,1.0,,,,67.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,
53690588,Allika,ysondre,161.0,106144.0,47.0,58.0,61.0,52.0,0.0,150.0,33.0,56.0,0.0,131.0,243.0,174.0,117.0,1.0,6.0,6.0,9.0,1.0,61.0,141.0,106.0,61.0,0.0,9.0,2.0,5.0,0.0,50.0,63.0,61.0,66.0,,,117.0,206.0,152.0,233.0,,,59.0,129.0,93.0,154.0,,,66.0,56.0,56.0,446.0,279.0,324.0,296.0,156.0,183.0,,,,33.0,100.0,6.0,1.0,2.0,1.0,,,,,,
158423867,Anthotho,khaz-modan,25.0,2739.0,36.0,,67.0,,,50.0,20.0,44.0,100.0,11.0,,3.0,,,4.0,5.0,18.0,1.0,4.0,,2.0,,,2.0,1.0,8.0,1.0,42.0,33.0,0.0,0.0,,0.0,12.0,6.0,2.0,6.0,,3.0,5.0,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,1.0,,0.0,0.0,,0.0,2.0,0.0,53.0,,15.0,,8.0,,,,,,,
197906130,Têlo,archimonde,14.0,320.0,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,100.0,100.0,,0.0,,,1.0,1.0,,1.0,,,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
173390509,Куллон,gordunni,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
242780746,Шаломейк,gordunni,11.0,68.0,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82404924,Asimia,ysondre,31.0,3741.0,0.0,,0.0,0.0,,50.0,0.0,67.0,100.0,4.0,,1.0,1.0,,2.0,2.0,3.0,1.0,0.0,,0.0,0.0,,1.0,0.0,2.0,1.0,0.0,83.0,50.0,50.0,,67.0,2.0,6.0,2.0,2.0,,3.0,0.0,5.0,1.0,1.0,,2.0,67.0,67.0,,3.0,3.0,,2.0,2.0,,,,,,100.0,,27.0,,27.0,,,,,,
96884524,Zinora,gorgonnash,37.0,15904.0,59.0,74.0,60.0,75.0,,,,100.0,,58.0,43.0,5.0,4.0,,,,1.0,,34.0,32.0,3.0,3.0,,,,1.0,,58.0,43.0,33.0,44.0,,,26.0,7.0,3.0,9.0,,,15.0,3.0,1.0,4.0,,,48.0,67.0,63.0,54.0,46.0,52.0,26.0,31.0,33.0,,,,,,,,,,,,,,,
172829189,Хуряк,soulflayer,44.0,5138.0,50.0,71.0,48.0,67.0,,110.0,50.0,100.0,50.0,4.0,7.0,21.0,6.0,,10.0,2.0,1.0,2.0,2.0,5.0,10.0,4.0,,11.0,1.0,1.0,1.0,67.0,53.0,53.0,63.0,,100.0,3.0,15.0,17.0,19.0,,2.0,2.0,8.0,9.0,12.0,,2.0,82.0,50.0,50.0,17.0,8.0,2.0,14.0,4.0,1.0,,,,100.0,,1.0,,1.0,,,,,,,
210056226,Dwellinger,nagrand,20.0,6798.0,0.0,0.0,75.0,56.0,33.0,91.0,67.0,50.0,50.0,1.0,2.0,12.0,9.0,3.0,11.0,3.0,2.0,2.0,0.0,0.0,9.0,5.0,1.0,10.0,2.0,1.0,1.0,100.0,67.0,67.0,86.0,,40.0,1.0,6.0,6.0,7.0,,10.0,1.0,4.0,4.0,6.0,,4.0,50.0,29.0,,4.0,14.0,,2.0,4.0,,0.0,10.0,0.0,,,,,,,,,,,,
243437129,Рэнгг,gordunni,46.0,6977.0,25.0,50.0,50.0,33.0,67.0,55.0,35.0,50.0,25.0,8.0,2.0,10.0,9.0,3.0,20.0,17.0,2.0,8.0,2.0,1.0,5.0,3.0,2.0,11.0,6.0,1.0,2.0,40.0,58.0,43.0,50.0,,58.0,5.0,12.0,7.0,10.0,,12.0,2.0,7.0,3.0,5.0,,7.0,67.0,53.0,,6.0,15.0,,4.0,8.0,,,,,50.0,100.0,2.0,3.0,1.0,3.0,,,,,,
172312734,Стрелкенс,howling-fjord,22.0,1587.0,50.0,,100.0,,,50.0,33.0,50.0,50.0,2.0,,1.0,,,2.0,3.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.0,100.0,100.0,,,100.0,3.0,1.0,1.0,,,3.0,0.0,1.0,1.0,,,3.0,,20.0,,,5.0,,,1.0,,,,,50.0,,2.0,,1.0,,,,,,,
136126653,Дуингс,howling-fjord,16.0,6852.0,78.0,,50.0,100.0,,67.0,100.0,50.0,,9.0,,8.0,1.0,,3.0,3.0,12.0,,7.0,,4.0,1.0,,2.0,3.0,6.0,,64.0,67.0,80.0,50.0,,50.0,11.0,3.0,5.0,6.0,,2.0,7.0,2.0,4.0,3.0,,1.0,,50.0,0.0,,4.0,3.0,,2.0,0.0,100.0,3.0,3.0,,100.0,,3.0,,3.0,,,,,,
157065923,Lightcrusade,silvermoon,38.0,16092.0,64.0,51.0,25.0,50.0,,100.0,,,,92.0,93.0,4.0,6.0,,1.0,,,,59.0,47.0,1.0,3.0,,1.0,,,,42.0,61.0,50.0,44.0,,,19.0,31.0,6.0,50.0,,,8.0,19.0,3.0,22.0,,,49.0,61.0,59.0,79.0,72.0,54.0,39.0,44.0,32.0,,,,,,,,,,,,,,,
188002128,Окликс,gordunni,29.0,3546.0,60.0,,69.0,50.0,0.0,88.0,67.0,60.0,100.0,10.0,,13.0,2.0,5.0,8.0,6.0,5.0,1.0,6.0,,9.0,1.0,0.0,7.0,4.0,3.0,1.0,100.0,50.0,78.0,78.0,,100.0,1.0,4.0,9.0,9.0,,2.0,1.0,2.0,7.0,7.0,,2.0,,75.0,,,4.0,,,3.0,,,,,67.0,100.0,3.0,2.0,2.0,2.0,,,,,,
196045964,Бирнисон,goldrinn,23.0,4598.0,60.0,,14.0,100.0,50.0,73.0,33.0,29.0,60.0,10.0,,7.0,1.0,2.0,11.0,12.0,7.0,5.0,6.0,,1.0,1.0,1.0,8.0,4.0,2.0,3.0,67.0,50.0,54.0,40.0,0.0,40.0,3.0,16.0,13.0,10.0,1.0,10.0,2.0,8.0,7.0,4.0,0.0,4.0,,62.0,,,13.0,,,8.0,,,,,,,,,,,,,,,,
187716523,Darkaria,silvermoon,89.0,81051.0,59.0,48.0,67.0,41.0,100.0,67.0,58.0,88.0,67.0,205.0,201.0,70.0,22.0,3.0,9.0,12.0,8.0,3.0,120.0,97.0,47.0,9.0,3.0,6.0,7.0,7.0,2.0,54.0,56.0,60.0,55.0,,50.0,151.0,117.0,48.0,82.0,,4.0,82.0,66.0,29.0,45.0,,2.0,47.0,47.0,54.0,350.0,230.0,193.0,165.0,109.0,104.0,80.0,5.0,4.0,0.0,100.0,2.0,1.0,0.0,1.0,,,,,,
70657473,Лакресс,galakrond,22.0,1117.0,60.0,50.0,75.0,,50.0,0.0,0.0,,,5.0,2.0,4.0,,2.0,1.0,2.0,,,3.0,1.0,3.0,,1.0,0.0,0.0,,,50.0,50.0,50.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,50.0,100.0,,6.0,2.0,,3.0,2.0,,,,,,100.0,,2.0,,2.0,,,,,,
158247607,Алкобык,galakrond,8.0,3810.0,40.0,,,,100.0,,0.0,67.0,50.0,10.0,,,,1.0,,1.0,9.0,2.0,4.0,,,,1.0,,0.0,6.0,1.0,33.0,25.0,0.0,100.0,,0.0,6.0,4.0,1.0,1.0,,1.0,2.0,1.0,0.0,1.0,,0.0,,67.0,,,3.0,,,2.0,,100.0,1.0,1.0,,100.0,,17.0,,17.0,,,,,,
20876211,Дзедун,ashenvale,21.0,17971.0,55.0,48.0,25.0,67.0,100.0,100.0,0.0,,,11.0,87.0,8.0,6.0,1.0,2.0,1.0,,,6.0,42.0,2.0,4.0,1.0,2.0,0.0,,,47.0,80.0,60.0,60.0,,,15.0,5.0,10.0,5.0,,,7.0,4.0,6.0,3.0,,,60.0,43.0,59.0,96.0,97.0,64.0,58.0,42.0,38.0,,,,,,,,,,,,,,,
154342746,Atpaladin,twisting-nether,29.0,375.0,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
202751165,Эжбрингер,eversong,9.0,619.0,0.0,,,,,20.0,50.0,,50.0,1.0,,,,,5.0,2.0,,2.0,0.0,,,,,1.0,1.0,,1.0,,100.0,50.0,,,0.0,,1.0,2.0,,,1.0,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
195803253,Boblashdk,silvermoon,36.0,1683.0,100.0,,57.0,,,78.0,60.0,100.0,22.0,2.0,,7.0,,,9.0,5.0,1.0,9.0,2.0,,4.0,,,7.0,3.0,1.0,2.0,25.0,38.0,25.0,40.0,57.0,50.0,4.0,8.0,4.0,5.0,7.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,,0.0,,,1.0,,,0.0,,0.0,2.0,0.0,20.0,,5.0,,1.0,,,,,,,
151181788,Aklyos,hyjal,6.0,687.0,,0.0,0.0,,,,,,,,1.0,5.0,,,,,,,,0.0,0.0,,,,,,,,80.0,33.0,0.0,,,,5.0,3.0,2.0,,,,4.0,1.0,0.0,,,0.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,
164036071,Twístéd,bladefist,10.0,2854.0,57.0,,36.0,0.0,,20.0,100.0,60.0,17.0,7.0,,11.0,1.0,,5.0,3.0,5.0,6.0,4.0,,4.0,0.0,,1.0,3.0,3.0,1.0,33.0,0.0,50.0,50.0,67.0,33.0,3.0,2.0,10.0,8.0,3.0,6.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,56.0,100.0,1.0,9.0,1.0,1.0,5.0,1.0,,,,0.0,,1.0,,0.0,,,,,,,
176424639,Сенсационная,howling-fjord,11.0,1455.0,,,60.0,0.0,,,,,,,,5.0,1.0,,,,,,,,3.0,0.0,,,,,,0.0,0.0,25.0,100.0,,,1.0,1.0,4.0,1.0,,,0.0,0.0,1.0,1.0,,,33.0,0.0,,3.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,
148326091,Mildri,blackmoore,8.0,324.0,,,100.0,,,0.0,,,0.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
162999798,Iladonf,dalaran,16.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,100.0,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174402863,Gengbèng,nemesis,26.0,1563.0,50.0,,33.0,,,0.0,33.0,0.0,,4.0,,3.0,,,2.0,3.0,1.0,,2.0,,1.0,,,0.0,1.0,0.0,,100.0,50.0,0.0,,,50.0,1.0,2.0,1.0,,,2.0,1.0,1.0,0.0,,,1.0,,0.0,,,3.0,,,0.0,,100.0,1.0,1.0,50.0,,2.0,,1.0,,,,,,,
202724521,Скорпидиан,gordunni,56.0,8732.0,50.0,100.0,42.0,60.0,100.0,75.0,100.0,60.0,75.0,12.0,1.0,12.0,5.0,1.0,4.0,4.0,5.0,4.0,6.0,1.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,64.0,57.0,67.0,56.0,,100.0,11.0,7.0,9.0,9.0,,1.0,7.0,4.0,6.0,5.0,,1.0,75.0,43.0,0.0,4.0,7.0,1.0,3.0,3.0,0.0,40.0,5.0,2.0,0.0,100.0,1.0,8.0,0.0,8.0,,,,,,
242639633,Ффитоняшка,eversong,4.0,395.0,,,100.0,,,,100.0,100.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,67.0,,,,,,3.0,,,,,,2.0,,,,,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
153381042,Kntc,malganis,24.0,8230.0,33.0,47.0,47.0,44.0,,33.0,67.0,0.0,40.0,3.0,15.0,32.0,34.0,,15.0,6.0,1.0,5.0,1.0,7.0,15.0,15.0,,5.0,4.0,0.0,2.0,40.0,49.0,45.0,58.0,,67.0,5.0,35.0,40.0,36.0,,3.0,2.0,17.0,18.0,21.0,,2.0,52.0,48.0,76.0,21.0,21.0,25.0,11.0,10.0,19.0,,,,,,,,,,,,,,,
103541418,Risa,stormscale,24.0,3271.0,50.0,50.0,50.0,33.0,,100.0,0.0,50.0,50.0,4.0,4.0,4.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.0,1.0,1.0,33.0,50.0,67.0,50.0,,60.0,3.0,8.0,3.0,2.0,,5.0,1.0,4.0,2.0,1.0,,3.0,100.0,43.0,,1.0,7.0,,1.0,3.0,,,,,40.0,,5.0,,2.0,,,,,,,
165631527,Parpaing,outland,71.0,3204.0,67.0,,38.0,100.0,50.0,100.0,77.0,50.0,40.0,3.0,,8.0,2.0,4.0,3.0,13.0,2.0,5.0,2.0,,3.0,2.0,2.0,3.0,10.0,1.0,2.0,0.0,67.0,57.0,50.0,,57.0,1.0,12.0,14.0,10.0,,7.0,0.0,8.0,8.0,5.0,,4.0,,55.0,,,11.0,,,6.0,,,,,0.0,,1.0,,0.0,,,,,,,
77260643,ßadkiñg,nemesis,6.0,71382.0,42.0,59.0,62.0,43.0,,0.0,67.0,,0.0,187.0,179.0,32.0,14.0,,1.0,3.0,,1.0,79.0,105.0,20.0,6.0,,0.0,2.0,,0.0,41.0,51.0,85.0,57.0,,,245.0,59.0,27.0,46.0,,,101.0,30.0,23.0,26.0,,,52.0,52.0,46.0,195.0,206.0,224.0,102.0,107.0,104.0,,,,,,,,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,1.0,,2.0,,1.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
29023071,Dankai,zuljin,14.0,8147.0,43.0,68.0,100.0,,,0.0,100.0,,,28.0,25.0,2.0,,,1.0,1.0,,,12.0,17.0,2.0,,,0.0,1.0,,,67.0,33.0,100.0,100.0,,0.0,6.0,3.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,,0.0,62.0,50.0,70.0,37.0,18.0,23.0,23.0,9.0,16.0,,,,50.0,,4.0,,2.0,,,,,,,
131891715,Goldenmist,ragnaros,46.0,2850.0,75.0,,75.0,,,70.0,75.0,25.0,50.0,4.0,,4.0,,,10.0,8.0,4.0,4.0,3.0,,3.0,,,7.0,6.0,1.0,2.0,50.0,33.0,50.0,75.0,80.0,40.0,6.0,3.0,6.0,8.0,5.0,5.0,3.0,1.0,3.0,6.0,4.0,2.0,,100.0,,,2.0,,,2.0,,100.0,1.0,1.0,80.0,,5.0,,4.0,,,,,,,
163028861,Pierceurmomx,drakthul,21.0,194.0,100.0,,0.0,,,,0.0,,,1.0,,1.0,,,,1.0,,,1.0,,0.0,,,,0.0,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
216143595,Thorbardin,sylvanas,21.0,9676.0,50.0,30.0,0.0,50.0,,0.0,50.0,,0.0,30.0,40.0,3.0,2.0,,2.0,2.0,,3.0,15.0,12.0,0.0,1.0,,0.0,1.0,,0.0,34.0,40.0,33.0,57.0,450.0,75.0,32.0,10.0,3.0,14.0,2.0,4.0,11.0,4.0,1.0,8.0,9.0,3.0,41.0,50.0,32.0,51.0,22.0,25.0,21.0,11.0,8.0,,,,,,,,,,,,,,,
174633818,Bloodberry,cthun,28.0,58703.0,56.0,60.0,42.0,71.0,,31.0,63.0,100.0,52.0,113.0,271.0,33.0,7.0,,16.0,19.0,3.0,23.0,63.0,162.0,14.0,5.0,,5.0,12.0,3.0,12.0,58.0,56.0,58.0,60.0,578.0,55.0,60.0,75.0,26.0,106.0,9.0,29.0,35.0,42.0,15.0,64.0,52.0,16.0,66.0,51.0,48.0,412.0,156.0,123.0,272.0,79.0,59.0,83.0,6.0,5.0,80.0,,5.0,,4.0,,,,,,,
133594367,Viskki,draenor,16.0,2248.0,80.0,,50.0,,,100.0,100.0,100.0,,5.0,,2.0,,,1.0,1.0,4.0,,4.0,,1.0,,,1.0,1.0,4.0,,0.0,0.0,75.0,100.0,,67.0,2.0,1.0,4.0,1.0,,3.0,0.0,0.0,3.0,1.0,,2.0,,0.0,,,1.0,,,0.0,,,,,50.0,,2.0,,1.0,,,,,,,
113713921,Deäd,hyjal,17.0,78905.0,74.0,48.0,44.0,66.0,,0.0,0.0,,0.0,148.0,295.0,54.0,38.0,,1.0,2.0,,2.0,109.0,142.0,24.0,25.0,,0.0,0.0,,0.0,62.0,57.0,41.0,53.0,,100.0,84.0,133.0,22.0,101.0,,1.0,52.0,76.0,9.0,54.0,,1.0,47.0,48.0,51.0,314.0,260.0,247.0,147.0,126.0,126.0,,,,25.0,,4.0,,1.0,,,,,,,
241931171,Рыцарьшу,deathguard,14.0,4856.0,33.0,,62.0,,,47.0,76.0,0.0,50.0,6.0,,21.0,,,17.0,17.0,1.0,10.0,2.0,,13.0,,,8.0,13.0,0.0,5.0,50.0,75.0,68.0,47.0,33.0,73.0,4.0,20.0,19.0,15.0,3.0,11.0,2.0,15.0,13.0,7.0,1.0,8.0,,50.0,,,4.0,,,2.0,,,,,0.0,,1.0,,0.0,,25.0,,4.0,,1.0,
58834362,Zantac,ysondre,19.0,348.0,,,0.0,,,,0.0,,,,,7.0,,,,1.0,,,,,0.0,,,,0.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116014329,Gretbarit,draenor,8.0,518.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,1.0,1.0,,,1.0,,,1.0,0.0,0.0,0.0,,,0.0,,,0.0,33.0,,100.0,100.0,,,3.0,,1.0,1.0,,,1.0,,1.0,1.0,,,100.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
132657872,Shakys,sanguino,26.0,1397.0,,67.0,100.0,33.0,,33.0,0.0,,,,3.0,4.0,3.0,,3.0,1.0,,,,2.0,4.0,1.0,,1.0,0.0,,,0.0,33.0,,67.0,,,1.0,3.0,,3.0,,,0.0,1.0,,2.0,,,40.0,0.0,100.0,5.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,
144441697,Улторем,galakrond,43.0,15788.0,56.0,,56.0,,38.0,61.0,57.0,33.0,44.0,27.0,,34.0,,13.0,28.0,21.0,15.0,18.0,15.0,,19.0,,5.0,17.0,12.0,5.0,8.0,52.0,65.0,77.0,45.0,,55.0,33.0,23.0,30.0,33.0,,22.0,17.0,15.0,23.0,15.0,,12.0,0.0,48.0,,1.0,25.0,,0.0,12.0,,,,,26.0,100.0,23.0,6.0,6.0,6.0,100.0,,1.0,,1.0,
197550361,Lustucrü,archimonde,64.0,16985.0,25.0,43.0,56.0,60.0,,150.0,0.0,,,12.0,103.0,16.0,5.0,,2.0,1.0,,,3.0,44.0,9.0,3.0,,3.0,0.0,,,45.0,55.0,25.0,29.0,,,11.0,22.0,24.0,24.0,,,5.0,12.0,6.0,7.0,,,64.0,51.0,31.0,96.0,43.0,39.0,61.0,22.0,12.0,,,,,,,,,,,,,,,
156387163,Трэнсквил,ashenvale,8.0,154.0,100.0,,0.0,,,,,,100.0,1.0,,1.0,,,,,,1.0,1.0,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,
137578374,Тройя,galakrond,38.0,3946.0,100.0,,50.0,100.0,,33.0,,,,1.0,,2.0,1.0,,3.0,,,,1.0,,1.0,1.0,,1.0,,,,0.0,0.0,50.0,67.0,,,1.0,3.0,4.0,6.0,,,0.0,0.0,2.0,4.0,,,67.0,50.0,50.0,3.0,2.0,2.0,2.0,1.0,1.0,67.0,6.0,4.0,,99.0,,190.0,,189.0,,,,,,
240803000,Сугышчан,lich-king,3.0,376.0,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,50.0,,,6.0,,,3.0,,,,,,,,,,,,,,,,,
185313040,Белъгарион,gordunni,18.0,4114.0,100.0,,71.0,50.0,,75.0,25.0,78.0,50.0,5.0,,7.0,2.0,,4.0,4.0,9.0,2.0,5.0,,5.0,1.0,,3.0,1.0,7.0,1.0,64.0,50.0,25.0,0.0,,86.0,11.0,2.0,4.0,4.0,,7.0,7.0,1.0,1.0,0.0,,6.0,0.0,100.0,,1.0,1.0,,0.0,1.0,,,,,60.0,100.0,5.0,1.0,3.0,1.0,,,,,,
123998208,Ûrîel,antonidas,15.0,1164.0,,,,,,0.0,67.0,100.0,,,,,,,2.0,3.0,1.0,,,,,,,0.0,2.0,1.0,,0.0,0.0,,0.0,,,2.0,1.0,,1.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,50.0,,2.0,,1.0,,,100.0,,1.0,,1.0
97305152,Зорбаш,galakrond,210.0,144473.0,75.0,50.0,46.0,57.0,62.0,80.0,59.0,84.0,57.0,471.0,270.0,213.0,169.0,8.0,41.0,49.0,116.0,14.0,354.0,135.0,97.0,96.0,5.0,33.0,29.0,98.0,8.0,76.0,46.0,41.0,41.0,,63.0,344.0,263.0,198.0,263.0,,30.0,263.0,120.0,82.0,109.0,,19.0,47.0,50.0,56.0,245.0,202.0,186.0,116.0,101.0,104.0,88.0,8.0,7.0,67.0,100.0,9.0,30.0,6.0,30.0,100.0,,1.0,,1.0,
175582296,Vongengys,hyjal,44.0,89695.0,63.0,61.0,52.0,46.0,0.0,50.0,60.0,90.0,0.0,217.0,316.0,50.0,24.0,2.0,24.0,10.0,21.0,2.0,136.0,194.0,26.0,11.0,0.0,12.0,6.0,19.0,0.0,62.0,57.0,50.0,74.0,,83.0,101.0,143.0,40.0,117.0,,6.0,63.0,81.0,20.0,87.0,,5.0,62.0,58.0,53.0,423.0,219.0,267.0,262.0,128.0,141.0,60.0,10.0,6.0,,100.0,,4.0,,4.0,,,,,,
168576422,Aboyaad,tarren-mill,5.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764750,Menzov,khadgar,56.0,41191.0,71.0,68.0,100.0,,,,,,,52.0,40.0,1.0,,,,,,,37.0,27.0,1.0,,,,,,,48.0,,50.0,,,,23.0,,2.0,,,,11.0,,1.0,,,,51.0,40.0,47.0,53.0,35.0,15.0,27.0,14.0,7.0,100.0,1.0,1.0,,,,,,,,,,,,
196189548,Sandbucket,silvermoon,19.0,904.0,33.0,,100.0,,,100.0,,33.0,67.0,6.0,,1.0,,,1.0,,3.0,3.0,2.0,,1.0,,,1.0,,1.0,2.0,100.0,,,50.0,0.0,100.0,1.0,,,2.0,1.0,3.0,1.0,,,1.0,0.0,3.0,,,,,,,,,,,,,33.0,,3.0,,1.0,,,,,,,
174300660,Lorein,ragnaros,9.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174509571,Kethmil,dun-modr,7.0,382.0,33.0,,,,,,0.0,100.0,,3.0,,,,,,1.0,1.0,,1.0,,,,,,0.0,1.0,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
186874101,Zenøu,hyjal,51.0,405.0,0.0,,,,,,0.0,,0.0,1.0,,,,,,1.0,,1.0,0.0,,,,,,0.0,,0.0,100.0,100.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
114632965,Kaladas,khaz-modan,49.0,2645.0,0.0,,0.0,,0.0,300.0,,50.0,,1.0,,3.0,,1.0,1.0,,2.0,,0.0,,0.0,,0.0,3.0,,1.0,,,0.0,33.0,40.0,,100.0,,3.0,6.0,5.0,,1.0,,0.0,2.0,2.0,,1.0,50.0,,0.0,4.0,,1.0,2.0,,0.0,,,,,100.0,,2.0,,2.0,,,,,,
122152146,Buruthor,tyrande,30.0,2868.0,58.0,38.0,22.0,22.0,,100.0,,,,12.0,8.0,9.0,9.0,,1.0,,,,7.0,3.0,2.0,2.0,,1.0,,,,82.0,50.0,33.0,67.0,,,11.0,6.0,12.0,9.0,,,9.0,3.0,4.0,6.0,,,64.0,50.0,38.0,14.0,6.0,8.0,9.0,3.0,3.0,,,,,,,,,,,,,,,
176717514,Tataplasme,dalaran,43.0,1789.0,100.0,,50.0,33.0,,100.0,,0.0,,2.0,,2.0,3.0,,2.0,,1.0,,2.0,,1.0,1.0,,2.0,,0.0,,,0.0,100.0,50.0,,50.0,,1.0,3.0,4.0,,2.0,,0.0,3.0,2.0,,1.0,,100.0,,,1.0,,,1.0,,,,,,100.0,,5.0,,5.0,,,,,,
173745100,Léothras,hyjal,19.0,6348.0,100.0,62.0,50.0,0.0,,50.0,80.0,50.0,,4.0,8.0,6.0,1.0,,4.0,5.0,2.0,,4.0,5.0,3.0,0.0,,2.0,4.0,1.0,,33.0,57.0,43.0,75.0,,100.0,3.0,7.0,7.0,4.0,,1.0,1.0,4.0,3.0,3.0,,1.0,67.0,71.0,25.0,3.0,7.0,4.0,2.0,5.0,1.0,100.0,1.0,1.0,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,
