character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
226283851,Doríáth,sylvanas,47.0,56222.0,38.0,67.0,43.0,39.0,46.0,58.0,43.0,59.0,45.0,57.0,43.0,,58.0,40.0,50.0,31.0,,44.0,29.0,6.0,7.0,23.0,13.0,19.0,21.0,27.0,20.0,28.0,7.0,,12.0,15.0,12.0,13.0,,18.0,11.0,4.0,3.0,9.0,6.0,11.0,9.0,16.0,9.0,16.0,3.0,,7.0,6.0,6.0,4.0,,8.0,,,,,,,,,,,,,,,
123770756,Tiralius,tarren-mill,11.0,603.0,,,100.0,,,,0.0,57.0,100.0,,,,100.0,100.0,0.0,,,100.0,,,1.0,,,,1.0,7.0,2.0,,,,1.0,2.0,1.0,,,2.0,,,1.0,,,,0.0,4.0,2.0,,,,1.0,2.0,0.0,,,2.0,33.0,,3.0,,1.0,,,,,,,,,,
190314116,Истарм,soulflayer,13.0,6703.0,62.0,,,50.0,,33.0,80.0,75.0,50.0,60.0,67.0,100.0,50.0,33.0,25.0,25.0,,80.0,8.0,,,6.0,,3.0,5.0,4.0,6.0,5.0,3.0,2.0,6.0,3.0,4.0,4.0,,5.0,5.0,,,3.0,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,4.0,,100.0,,7.0,,7.0,,,,,,,,,
117146148,Kardasi,ravencrest,22.0,3159.0,58.0,,,40.0,,62.0,100.0,43.0,100.0,88.0,,29.0,100.0,57.0,67.0,71.0,,100.0,12.0,,,5.0,,8.0,4.0,7.0,1.0,8.0,,7.0,2.0,7.0,3.0,7.0,,1.0,7.0,,,2.0,,5.0,4.0,3.0,1.0,7.0,,2.0,2.0,4.0,2.0,5.0,,1.0,,,,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,,,,100.0,100.0,100.0,0.0,100.0,,100.0,50.0,0.0,100.0,,,100.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,3.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,,3.0,,,,,,,,,,,,,,,
176228701,Lightblooded,ragnaros,21.0,3463.0,47.0,53.0,33.0,50.0,50.0,25.0,67.0,100.0,56.0,,25.0,75.0,100.0,,,80.0,,100.0,19.0,15.0,3.0,6.0,6.0,4.0,3.0,5.0,9.0,,4.0,4.0,1.0,,,5.0,,2.0,9.0,8.0,1.0,3.0,3.0,1.0,2.0,5.0,5.0,,1.0,3.0,1.0,,,4.0,,2.0,300.0,,1.0,,3.0,,,,,,,,,,
171846942,Thorstern,silvermoon,83.0,16742.0,70.0,47.0,55.0,38.0,47.0,67.0,41.0,45.0,42.0,60.0,53.0,,133.0,67.0,62.0,100.0,,100.0,10.0,57.0,38.0,40.0,15.0,3.0,59.0,65.0,60.0,62.0,30.0,,27.0,6.0,13.0,1.0,,1.0,7.0,27.0,21.0,15.0,7.0,2.0,24.0,29.0,25.0,37.0,16.0,,36.0,4.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,
162817992,Элладир,howling-fjord,19.0,7525.0,67.0,64.0,46.0,45.0,,100.0,41.0,64.0,54.0,62.0,50.0,100.0,69.0,88.0,14.0,,,73.0,6.0,11.0,13.0,11.0,,1.0,17.0,11.0,13.0,13.0,2.0,2.0,13.0,8.0,7.0,,,11.0,4.0,7.0,6.0,5.0,,1.0,7.0,7.0,7.0,8.0,1.0,2.0,9.0,7.0,1.0,,,8.0,,83.0,,6.0,,5.0,100.0,1.0,1.0,,,,,,
191456001,Bubblícíous,frostmane,14.0,4026.0,85.0,36.0,61.0,33.0,,100.0,100.0,,50.0,,,,0.0,,,,,100.0,26.0,36.0,38.0,3.0,,3.0,2.0,,2.0,,,,1.0,,,,,1.0,22.0,13.0,23.0,1.0,,3.0,2.0,,1.0,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,
96588270,Gumgum,arygos,27.0,2582.0,0.0,0.0,0.0,40.0,0.0,0.0,33.0,33.0,0.0,0.0,100.0,,,100.0,,,,,1.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,,,1.0,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1.0,,,,,,0.0,,1.0,,0.0,,,,,,,,,
167207803,Wörth,tyrande,11.0,3683.0,,67.0,40.0,40.0,0.0,67.0,64.0,41.0,50.0,50.0,46.0,,0.0,100.0,50.0,0.0,,100.0,,9.0,10.0,15.0,4.0,3.0,14.0,17.0,12.0,14.0,13.0,,1.0,1.0,2.0,1.0,,3.0,,6.0,4.0,6.0,0.0,2.0,9.0,7.0,6.0,7.0,6.0,,0.0,1.0,1.0,0.0,,3.0,,,,,,,,,,,,,,,
158746586,Kohanayim,twilights-hammer,83.0,6181.0,73.0,,,57.0,,50.0,64.0,48.0,65.0,36.0,,78.0,52.0,46.0,56.0,78.0,,58.0,15.0,,,14.0,,12.0,22.0,29.0,23.0,22.0,,9.0,33.0,24.0,25.0,9.0,,19.0,11.0,,,8.0,,6.0,14.0,14.0,15.0,8.0,,7.0,17.0,11.0,14.0,7.0,,11.0,29.0,0.0,17.0,1.0,5.0,0.0,67.0,3.0,2.0,,,,,,
180605887,Hatam,silvermoon,75.0,110998.0,56.0,55.0,45.0,50.0,49.0,50.0,52.0,51.0,55.0,64.0,52.0,,43.0,0.0,0.0,21.0,,100.0,310.0,421.0,509.0,301.0,233.0,256.0,196.0,219.0,210.0,173.0,153.0,,7.0,1.0,3.0,14.0,,1.0,175.0,232.0,229.0,150.0,115.0,127.0,102.0,112.0,115.0,111.0,80.0,,3.0,0.0,0.0,3.0,,1.0,,0.0,,12.0,,0.0,100.0,1.0,1.0,,,,,,
123868237,Saala,magtheridon,65.0,21171.0,56.0,60.0,41.0,40.0,24.0,32.0,40.0,49.0,42.0,50.0,44.0,31.0,67.0,65.0,75.0,69.0,,47.0,32.0,15.0,17.0,48.0,17.0,19.0,40.0,47.0,26.0,30.0,16.0,13.0,18.0,23.0,24.0,13.0,,15.0,18.0,9.0,7.0,19.0,4.0,6.0,16.0,23.0,11.0,15.0,7.0,4.0,12.0,15.0,18.0,9.0,,7.0,,40.0,,5.0,,2.0,100.0,2.0,2.0,,,,,,
97378989,Nuggetz,tarren-mill,9.0,6359.0,50.0,42.0,67.0,50.0,43.0,40.0,75.0,20.0,50.0,62.0,60.0,100.0,,,75.0,100.0,,100.0,16.0,12.0,9.0,10.0,7.0,5.0,8.0,5.0,10.0,8.0,5.0,2.0,,,4.0,2.0,,1.0,8.0,5.0,6.0,5.0,3.0,2.0,6.0,1.0,5.0,5.0,3.0,2.0,,,3.0,2.0,,1.0,,100.0,,5.0,,5.0,,,,,,,,,
216105130,Hellomotto,sylvanas,14.0,22770.0,50.0,69.0,78.0,65.0,53.0,100.0,50.0,50.0,67.0,50.0,,0.0,100.0,40.0,100.0,0.0,,60.0,18.0,55.0,41.0,48.0,34.0,5.0,6.0,2.0,3.0,2.0,,1.0,2.0,5.0,1.0,3.0,,5.0,9.0,38.0,32.0,31.0,18.0,5.0,3.0,1.0,2.0,1.0,,0.0,2.0,2.0,1.0,0.0,,3.0,,,,,,,,,,,,,,,
159237336,Relbena,argent-dawn,2.0,9693.0,53.0,48.0,31.0,42.0,40.0,43.0,48.0,25.0,31.0,41.0,10.0,,67.0,0.0,,,,0.0,43.0,40.0,35.0,26.0,42.0,47.0,31.0,8.0,29.0,22.0,10.0,,3.0,1.0,,,,1.0,23.0,19.0,11.0,11.0,17.0,20.0,15.0,2.0,9.0,9.0,1.0,,2.0,0.0,,,,0.0,,,,,,,,,,,,,,,
150787688,Jigsaaw,amanthul,1.0,4924.0,78.0,,20.0,,33.0,33.0,0.0,14.0,25.0,58.0,,0.0,,100.0,,,,,9.0,,5.0,,12.0,9.0,2.0,7.0,4.0,12.0,,1.0,,1.0,,,,,7.0,,1.0,,4.0,3.0,0.0,1.0,1.0,7.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
156370365,Vovine,arathor,27.0,1071.0,100.0,,,,,67.0,,100.0,0.0,,,50.0,,50.0,50.0,0.0,,,1.0,,,,,3.0,,1.0,1.0,,,2.0,,2.0,2.0,1.0,,,1.0,,,,,2.0,,1.0,0.0,,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,,,100.0,,100.0,33.0,33.0,50.0,0.0,33.0,100.0,100.0,20.0,50.0,0.0,,33.0,1.0,,,1.0,,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,,3.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,,1.0,,,,,,,,,,,,,,,
153314868,Wørmstar,ragnaros,115.0,8033.0,60.0,38.0,29.0,62.0,62.0,50.0,47.0,47.0,54.0,56.0,50.0,,70.0,0.0,0.0,0.0,100.0,0.0,15.0,24.0,17.0,21.0,13.0,4.0,15.0,19.0,26.0,25.0,18.0,,10.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,5.0,13.0,8.0,2.0,7.0,9.0,14.0,14.0,9.0,,7.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
176916675,Mpempå,kazzak,7.0,2193.0,,,,100.0,,33.0,0.0,40.0,80.0,,,,0.0,33.0,,100.0,,67.0,,,,1.0,,3.0,1.0,5.0,5.0,,,,3.0,3.0,,1.0,,3.0,,,,1.0,,1.0,0.0,2.0,4.0,,,,0.0,1.0,,1.0,,2.0,100.0,73.0,1.0,11.0,1.0,8.0,,,,,,,,,
151209614,Khorrin,tarren-mill,18.0,1548.0,100.0,,,50.0,,0.0,,,,50.0,0.0,100.0,50.0,,25.0,,,,1.0,,,2.0,,4.0,,,,2.0,1.0,2.0,2.0,,4.0,,,,1.0,,,1.0,,0.0,,,,1.0,0.0,2.0,1.0,,1.0,,,,,100.0,,1.0,,1.0,,,,,,,,,
166002765,Gerlak,malfurion,17.0,904.0,100.0,,,,,,100.0,50.0,,50.0,,,33.0,,0.0,,,0.0,4.0,,,,,,1.0,2.0,,4.0,,,3.0,,1.0,,,1.0,4.0,,,,,,1.0,1.0,,2.0,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,
153959746,Oink,antonidas,16.0,99.0,,,,,,,100.0,,100.0,,,,,,,,,0.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
121316103,Tharaline,arathor,46.0,13827.0,34.0,41.0,42.0,53.0,25.0,22.0,21.0,35.0,36.0,47.0,40.0,,67.0,67.0,0.0,50.0,100.0,,88.0,34.0,26.0,34.0,20.0,54.0,29.0,26.0,44.0,38.0,20.0,,3.0,3.0,1.0,2.0,33.0,,30.0,14.0,11.0,18.0,5.0,12.0,6.0,9.0,16.0,18.0,8.0,,2.0,2.0,0.0,1.0,33.0,,,,,,,,,,,,,,,,
154794624,Энисия,howling-fjord,7.0,1265.0,100.0,,,100.0,,50.0,100.0,,,67.0,100.0,,50.0,33.0,,100.0,100.0,,1.0,,,1.0,,2.0,2.0,,,3.0,2.0,,2.0,3.0,,1.0,2.0,,1.0,,,1.0,,1.0,2.0,,,2.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,100.0,,,0.0,,100.0,0.0,67.0,60.0,67.0,,67.0,,67.0,100.0,33.0,,0.0,1.0,,,1.0,,1.0,2.0,3.0,5.0,3.0,,3.0,,3.0,1.0,3.0,,1.0,1.0,,,0.0,,1.0,0.0,2.0,3.0,2.0,,2.0,,2.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,73.0,38.0,,68.0,0.0,33.0,73.0,70.0,66.0,69.0,75.0,,65.0,62.0,46.0,75.0,100.0,64.0,11.0,8.0,,40.0,5.0,3.0,41.0,46.0,29.0,39.0,8.0,,31.0,45.0,96.0,4.0,5.0,44.0,8.0,3.0,,27.0,0.0,1.0,30.0,32.0,19.0,27.0,6.0,,20.0,28.0,44.0,3.0,5.0,28.0,,,,,,,,,,,,,,,
210013693,Orakayn,kilrogg,21.0,17892.0,49.0,40.0,42.0,41.0,42.0,79.0,38.0,26.0,44.0,38.0,67.0,0.0,50.0,0.0,60.0,67.0,,100.0,168.0,139.0,170.0,63.0,40.0,43.0,47.0,35.0,25.0,42.0,12.0,1.0,2.0,2.0,5.0,3.0,,3.0,83.0,56.0,71.0,26.0,17.0,34.0,18.0,9.0,11.0,16.0,8.0,0.0,1.0,0.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,
246628491,Holyday,arathor,5.0,275.0,,,,,,100.0,,,50.0,0.0,,,,,0.0,0.0,,0.0,,,,,,1.0,,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,0.0,,,,,0.0,0.0,,0.0,,,,,,,50.0,2.0,1.0,,,,,,
148442634,Ninièl,blackmoore,3.0,15629.0,73.0,58.0,54.0,40.0,48.0,67.0,0.0,,,,,,,,,,,,37.0,52.0,37.0,30.0,21.0,3.0,2.0,,,,,,,,,,,,27.0,30.0,20.0,12.0,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154505554,Naffalem,frostwolf,5.0,304.0,,,,,,,100.0,0.0,0.0,,,,,,,100.0,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
179302708,Rookes,silvermoon,10.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,
210013755,Tagatii,kilrogg,10.0,1510.0,100.0,,,0.0,,50.0,0.0,0.0,0.0,33.0,,33.0,33.0,100.0,20.0,50.0,,50.0,3.0,,,1.0,,4.0,1.0,2.0,2.0,3.0,,3.0,3.0,3.0,5.0,2.0,,2.0,3.0,,,0.0,,2.0,0.0,0.0,0.0,1.0,,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
157131521,Pozangel,pozzo-delleternità,17.0,3072.0,60.0,20.0,20.0,83.0,100.0,67.0,33.0,43.0,20.0,27.0,25.0,,150.0,75.0,0.0,33.0,,,5.0,10.0,5.0,6.0,1.0,6.0,9.0,7.0,5.0,15.0,4.0,,2.0,4.0,2.0,3.0,,,3.0,2.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,,3.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,
197753066,Winterislong,arathor,14.0,1407.0,0.0,,,0.0,,,,0.0,100.0,25.0,,67.0,50.0,100.0,100.0,67.0,,20.0,1.0,,,2.0,,,,2.0,1.0,4.0,,3.0,2.0,1.0,4.0,3.0,,5.0,0.0,,,0.0,,,,0.0,1.0,1.0,,2.0,1.0,1.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,
59996035,Oirgipaladin,hellfire,47.0,6970.0,64.0,53.0,53.0,46.0,67.0,62.0,50.0,,47.0,50.0,100.0,,100.0,100.0,100.0,50.0,,,36.0,17.0,17.0,26.0,21.0,21.0,12.0,,15.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,23.0,9.0,9.0,12.0,14.0,13.0,6.0,,7.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,33.0,3.0,1.0,,,,,,
147116888,Ксеноо,howling-fjord,11.0,3045.0,100.0,,,,,100.0,100.0,,0.0,50.0,,,0.0,,,,,50.0,1.0,,,,,1.0,1.0,,1.0,2.0,,,1.0,,,,,2.0,1.0,,,,,1.0,1.0,,0.0,1.0,,,0.0,,,,,1.0,100.0,,1.0,,1.0,,,,,,,,,,
192498688,Эндоул,gordunni,12.0,2723.0,0.0,,,100.0,,50.0,0.0,50.0,25.0,0.0,,0.0,67.0,100.0,100.0,25.0,100.0,,1.0,,,1.0,,2.0,1.0,2.0,4.0,1.0,,1.0,3.0,2.0,1.0,4.0,2.0,,0.0,,,1.0,,1.0,0.0,1.0,1.0,0.0,,0.0,2.0,2.0,1.0,1.0,2.0,,,0.0,,1.0,,0.0,25.0,4.0,1.0,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
185122145,Кромвар,gordunni,79.0,11551.0,50.0,29.0,33.0,77.0,80.0,50.0,57.0,72.0,42.0,56.0,83.0,100.0,55.0,53.0,71.0,0.0,,100.0,10.0,7.0,6.0,13.0,5.0,6.0,21.0,18.0,24.0,16.0,6.0,2.0,11.0,15.0,7.0,3.0,,5.0,5.0,2.0,2.0,10.0,4.0,3.0,12.0,13.0,10.0,9.0,5.0,2.0,6.0,8.0,5.0,0.0,,5.0,,,,,,,,,,,,,,,
154668372,Hatzn,antonidas,26.0,29964.0,58.0,60.0,52.0,56.0,56.0,71.0,44.0,64.0,90.0,62.0,50.0,,20.0,86.0,100.0,60.0,100.0,100.0,228.0,52.0,77.0,72.0,63.0,58.0,9.0,14.0,10.0,13.0,8.0,,5.0,7.0,3.0,5.0,1.0,1.0,132.0,31.0,40.0,40.0,35.0,41.0,4.0,9.0,9.0,8.0,4.0,,1.0,6.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
237280317,Интерпал,borean-tundra,35.0,14580.0,54.0,30.0,31.0,44.0,48.0,56.0,50.0,43.0,44.0,57.0,38.0,11.0,67.0,25.0,0.0,40.0,100.0,,28.0,27.0,29.0,25.0,23.0,36.0,18.0,7.0,18.0,7.0,8.0,9.0,3.0,4.0,1.0,5.0,1.0,,15.0,8.0,9.0,11.0,11.0,20.0,9.0,3.0,8.0,4.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,,,,,,,,60.0,5.0,3.0,,,,,,
241564939,Tachu,arathor,27.0,1676.0,100.0,,,100.0,,67.0,100.0,,67.0,100.0,,50.0,67.0,0.0,60.0,50.0,,100.0,2.0,,,1.0,,3.0,7.0,,3.0,2.0,,4.0,3.0,1.0,5.0,2.0,,4.0,2.0,,,1.0,,2.0,7.0,,2.0,2.0,,2.0,2.0,0.0,3.0,1.0,,4.0,,,,,,,,,,,,,,,
166849639,Plude,defias-brotherhood,8.0,19.0,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218020568,Zephyrindark,sylvanas,62.0,5598.0,100.0,100.0,,62.0,,0.0,53.0,62.0,71.0,94.0,67.0,50.0,50.0,77.0,56.0,100.0,,60.0,2.0,1.0,,8.0,,1.0,17.0,21.0,14.0,17.0,6.0,2.0,18.0,13.0,9.0,1.0,,15.0,2.0,1.0,,5.0,,0.0,9.0,13.0,10.0,16.0,4.0,1.0,9.0,10.0,5.0,1.0,,9.0,100.0,,2.0,,2.0,,100.0,1.0,1.0,,,,,,
156033976,Vindiknight,ravencrest,23.0,13509.0,83.0,56.0,40.0,57.0,36.0,80.0,0.0,40.0,45.0,57.0,25.0,33.0,40.0,57.0,33.0,67.0,,67.0,23.0,131.0,10.0,14.0,14.0,5.0,6.0,10.0,11.0,7.0,4.0,3.0,5.0,60.0,3.0,3.0,,3.0,19.0,73.0,4.0,8.0,5.0,4.0,0.0,4.0,5.0,4.0,1.0,1.0,2.0,34.0,1.0,2.0,,2.0,,35.0,,17.0,,6.0,,,,0.0,1.0,0.0,,,
97166555,Dreanqua,ravencrest,19.0,2727.0,56.0,43.0,67.0,86.0,40.0,25.0,40.0,33.0,0.0,33.0,0.0,0.0,,,0.0,0.0,,0.0,9.0,14.0,6.0,7.0,5.0,4.0,5.0,3.0,2.0,9.0,2.0,1.0,,,1.0,1.0,,1.0,5.0,6.0,4.0,6.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,
197075879,Ðakirâ,hyjal,16.0,286.0,,,,,,,,0.0,100.0,0.0,,,,100.0,100.0,,,33.0,,,,,,,,1.0,1.0,2.0,,,,2.0,1.0,,,3.0,,,,,,,,0.0,1.0,0.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
186519930,Luág,aegwynn,38.0,33583.0,64.0,47.0,50.0,42.0,58.0,46.0,55.0,51.0,45.0,44.0,41.0,,67.0,100.0,0.0,50.0,,,78.0,123.0,117.0,52.0,73.0,39.0,64.0,37.0,75.0,32.0,29.0,,3.0,2.0,3.0,2.0,,,50.0,58.0,58.0,22.0,42.0,18.0,35.0,19.0,34.0,14.0,12.0,,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,,0.0,,75.0,75.0,0.0,67.0,0.0,,0.0,33.0,33.0,100.0,100.0,,0.0,,,,1.0,,4.0,4.0,1.0,3.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,,,,0.0,,3.0,3.0,0.0,2.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,100.0,,1.0,,1.0,,,,,,,,,,
193772441,Madares,silvermoon,15.0,1545.0,0.0,,,0.0,,50.0,100.0,50.0,50.0,50.0,,50.0,0.0,100.0,0.0,100.0,,25.0,1.0,,,1.0,,4.0,1.0,2.0,2.0,4.0,,2.0,1.0,3.0,2.0,3.0,,4.0,0.0,,,0.0,,2.0,1.0,1.0,1.0,2.0,,1.0,0.0,3.0,0.0,3.0,,1.0,100.0,,1.0,,1.0,,,,,,,,,,
214836177,Auera,sylvanas,61.0,10328.0,60.0,66.0,47.0,63.0,50.0,56.0,52.0,23.0,59.0,65.0,25.0,,,,,20.0,,,42.0,32.0,19.0,27.0,20.0,25.0,25.0,13.0,17.0,17.0,4.0,,,,,5.0,,,25.0,21.0,9.0,17.0,10.0,14.0,13.0,3.0,10.0,11.0,1.0,,,,,1.0,,,,80.0,,5.0,,4.0,,,,,,,,,
118111038,Chaosstar,ravencrest,19.0,326.0,,,,,,,0.0,,,,,,100.0,100.0,100.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
112822523,Hyros,khazgoroth,28.0,4836.0,0.0,44.0,73.0,38.0,50.0,67.0,47.0,50.0,47.0,53.0,60.0,,0.0,0.0,,,,,1.0,16.0,11.0,13.0,12.0,6.0,19.0,18.0,19.0,15.0,10.0,,1.0,1.0,,,,,0.0,7.0,8.0,5.0,6.0,4.0,9.0,9.0,9.0,8.0,6.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
244696811,Eldomar,runetotem,5.0,5982.0,79.0,57.0,38.0,54.0,55.0,60.0,67.0,100.0,33.0,25.0,,100.0,,100.0,100.0,,,,14.0,23.0,21.0,13.0,20.0,10.0,3.0,4.0,3.0,4.0,,1.0,,1.0,1.0,,,,11.0,13.0,8.0,7.0,11.0,6.0,2.0,4.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,,,,67.0,,0.0,100.0,,0.0,40.0,0.0,0.0,0.0,100.0,,,,100.0,,,,3.0,,1.0,2.0,,2.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,,,,2.0,,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,
244735254,Siegfrido,runetotem,9.0,1067.0,33.0,,,0.0,,50.0,100.0,60.0,,,,0.0,33.0,25.0,100.0,33.0,,100.0,3.0,,,1.0,,4.0,2.0,5.0,,,,3.0,3.0,4.0,1.0,3.0,,1.0,1.0,,,0.0,,2.0,2.0,3.0,,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
121564720,Leeröi,ravencrest,11.0,5439.0,,,,62.0,,,71.0,61.0,50.0,43.0,,,60.0,52.0,67.0,,,55.0,,,,16.0,,,17.0,18.0,16.0,21.0,,,20.0,21.0,21.0,,,11.0,,,,10.0,,,12.0,11.0,8.0,9.0,,,12.0,11.0,14.0,,,6.0,,,,,,,,,,,,,,,
243556201,Финиту,gordunni,9.0,1850.0,50.0,,,33.0,,40.0,,100.0,50.0,33.0,,100.0,0.0,0.0,,100.0,,,2.0,,,3.0,,5.0,,3.0,2.0,3.0,,2.0,1.0,2.0,,3.0,,,1.0,,,1.0,,2.0,,3.0,1.0,1.0,,2.0,0.0,0.0,,3.0,,,,,,,,,50.0,2.0,1.0,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,60.0,,0.0,,,,0.0,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,5.0,,3.0,,,,2.0,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,3.0,,0.0,,,,0.0,,,,,,,,,,,,,,,
161839724,Gilg,lightnings-blade,22.0,7581.0,64.0,58.0,25.0,56.0,,72.0,57.0,60.0,60.0,40.0,0.0,60.0,90.0,20.0,25.0,56.0,,43.0,28.0,12.0,4.0,9.0,,25.0,7.0,5.0,5.0,10.0,1.0,10.0,10.0,5.0,4.0,9.0,,7.0,18.0,7.0,1.0,5.0,,18.0,4.0,3.0,3.0,4.0,0.0,6.0,9.0,1.0,1.0,5.0,,3.0,,,,,,,33.0,6.0,2.0,,,,,,
172088280,Polyhaladin,kazzak,28.0,697.0,0.0,,,,,0.0,,0.0,50.0,,,50.0,0.0,100.0,100.0,50.0,,100.0,1.0,,,,,2.0,,1.0,2.0,,,2.0,2.0,1.0,1.0,2.0,,1.0,0.0,,,,,0.0,,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,,,
