character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
157409587,Taeriah,antonidas,12.0,6387.0,59.0,33.0,50.0,86.0,33.0,75.0,,33.0,100.0,0.0,,,50.0,,17.0,9.0,8.0,7.0,3.0,4.0,,6.0,1.0,1.0,,,2.0,,10.0,3.0,4.0,6.0,1.0,3.0,,2.0,1.0,0.0,,,1.0,,68.0,64.0,64.0,100.0,,100.0,,25.0,11.0,11.0,1.0,,1.0,,17.0,7.0,7.0,1.0,,1.0,,,,,,,
145994461,Сексбомба,howling-fjord,9.0,2445.0,40.0,100.0,50.0,0.0,40.0,,,0.0,,60.0,0.0,,50.0,,5.0,1.0,2.0,3.0,5.0,,,3.0,,5.0,1.0,,2.0,,2.0,1.0,1.0,0.0,2.0,,,0.0,,3.0,0.0,,1.0,,0.0,100.0,,0.0,0.0,100.0,,1.0,1.0,,1.0,1.0,3.0,,0.0,1.0,,0.0,0.0,3.0,,,,,,,
174300660,Lorein,ragnaros,9.0,96.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108029148,Spirine,ysondre,16.0,2597.0,0.0,50.0,50.0,100.0,50.0,50.0,0.0,69.0,60.0,71.0,,100.0,0.0,100.0,2.0,4.0,4.0,3.0,6.0,4.0,1.0,13.0,5.0,14.0,,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,9.0,3.0,10.0,,1.0,0.0,2.0,100.0,50.0,,,,,,3.0,2.0,,,,,,3.0,1.0,,,,,,,,,,,
162999798,Iladonf,dalaran,16.0,161.0,,,50.0,100.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144489860,Kubeckson,drakthul,31.0,5354.0,67.0,100.0,71.0,77.0,71.0,69.0,,71.0,36.0,40.0,50.0,50.0,50.0,100.0,9.0,12.0,7.0,13.0,14.0,13.0,,7.0,11.0,10.0,4.0,6.0,4.0,1.0,6.0,12.0,5.0,10.0,10.0,9.0,,5.0,4.0,4.0,2.0,3.0,2.0,1.0,80.0,,,,,100.0,,5.0,,,,,25.0,,4.0,,,,,25.0,,,,,,,
153424761,Møusticks,ysondre,10.0,6129.0,40.0,43.0,11.0,64.0,36.0,58.0,,33.0,46.0,20.0,0.0,33.0,100.0,0.0,5.0,7.0,19.0,14.0,14.0,12.0,,18.0,13.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,9.0,5.0,7.0,,6.0,6.0,1.0,0.0,1.0,1.0,0.0,44.0,54.0,50.0,,,,,18.0,13.0,4.0,,,,,8.0,7.0,2.0,,,,,,,,,,
143820785,Roppon,draenor,56.0,1806.0,60.0,0.0,40.0,100.0,50.0,67.0,,40.0,,40.0,75.0,75.0,33.0,100.0,5.0,1.0,5.0,1.0,2.0,3.0,,5.0,,5.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,,2.0,,2.0,3.0,3.0,1.0,2.0,,,,83.0,100.0,,0.0,,,,6.0,1.0,,1.0,,,,5.0,1.0,,0.0,,,,,,
159933105,Purificaohs,sanguino,18.0,435.0,,100.0,67.0,0.0,100.0,,,,,,,,0.0,0.0,,1.0,3.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,2.0,0.0,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154080039,Jokoto,stormscale,9.0,4067.0,60.0,67.0,71.0,75.0,29.0,50.0,,50.0,,67.0,100.0,71.0,100.0,25.0,5.0,3.0,7.0,4.0,7.0,8.0,,6.0,,6.0,4.0,7.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,,3.0,,4.0,4.0,5.0,4.0,1.0,,,,62.0,50.0,,,,,,8.0,2.0,,,,,,5.0,1.0,,,,,,,,
140891853,Sêphïrøth,illidan,14.0,5932.0,50.0,43.0,33.0,33.0,30.0,60.0,,25.0,60.0,50.0,50.0,40.0,75.0,0.0,8.0,7.0,6.0,9.0,10.0,10.0,,8.0,5.0,12.0,6.0,5.0,8.0,1.0,4.0,3.0,2.0,3.0,3.0,6.0,,2.0,3.0,6.0,3.0,2.0,6.0,0.0,100.0,,0.0,,,100.0,100.0,1.0,,1.0,,,3.0,6.0,1.0,,0.0,,,3.0,6.0,,,,,,
197781500,Bakaforlife,silvermoon,16.0,35246.0,44.0,44.0,45.0,70.0,64.0,53.0,,51.0,50.0,100.0,67.0,86.0,0.0,50.0,66.0,117.0,64.0,43.0,61.0,43.0,,49.0,44.0,4.0,9.0,7.0,1.0,8.0,29.0,51.0,29.0,30.0,39.0,23.0,,25.0,22.0,4.0,6.0,6.0,0.0,4.0,33.0,42.0,48.0,67.0,,,80.0,155.0,135.0,181.0,3.0,,,5.0,51.0,57.0,86.0,2.0,,,4.0,,,,,,
104407874,Blâcklîne,blackhand,2.0,632.0,100.0,0.0,33.0,0.0,0.0,100.0,,0.0,,,,100.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,,,,1.0,,,,0.0,0.0,,,,,,3.0,1.0,,,,,,0.0,0.0,,,,,,,,,,
198500373,Holysoly,arathor,3.0,441.0,,100.0,,25.0,,0.0,,,,,0.0,0.0,,0.0,,2.0,,4.0,,1.0,,,,,2.0,1.0,,2.0,,2.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,
143450883,Alphane,twisting-nether,7.0,344.0,,,,,0.0,,,,,,,,100.0,,,,,,1.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119279134,Mikelus,burning-legion,6.0,4313.0,49.0,11.0,20.0,67.0,60.0,50.0,,50.0,,,,,,,37.0,9.0,5.0,6.0,5.0,2.0,,2.0,,,,,,,18.0,1.0,1.0,4.0,3.0,1.0,,1.0,,,,,,,18.0,43.0,0.0,,,,,11.0,7.0,1.0,,,,,2.0,3.0,0.0,,,,,,,,,,
225891153,Swedsens,sylvanas,9.0,5140.0,,60.0,0.0,80.0,100.0,43.0,,67.0,,50.0,100.0,100.0,0.0,50.0,,10.0,1.0,5.0,1.0,7.0,,3.0,,4.0,5.0,3.0,1.0,4.0,,6.0,0.0,4.0,1.0,3.0,,2.0,,2.0,5.0,3.0,0.0,2.0,100.0,,,,67.0,,60.0,1.0,,,,3.0,,10.0,1.0,,,,2.0,,6.0,50.0,2.0,1.0,,,
162930112,Unstopbubblê,azshara,15.0,2627.0,0.0,50.0,,0.0,50.0,,,100.0,,,100.0,100.0,,,3.0,2.0,,1.0,2.0,,,1.0,,,1.0,2.0,,,0.0,1.0,,0.0,1.0,,,1.0,,,1.0,2.0,,,47.0,57.0,,,,,,19.0,14.0,,,,,,9.0,8.0,,,,,,,,,,,
69633601,Mozkiz,stormscale,19.0,2637.0,22.0,86.0,43.0,100.0,,100.0,,67.0,,,,,100.0,,9.0,7.0,7.0,3.0,,1.0,,3.0,,,,,2.0,,2.0,6.0,3.0,3.0,,1.0,,2.0,,,,,2.0,,47.0,71.0,100.0,,,,,17.0,14.0,5.0,,,,,8.0,10.0,5.0,,,,,,,,,,
195690055,Heliof,silvermoon,50.0,1752.0,100.0,25.0,100.0,50.0,50.0,33.0,,67.0,,100.0,0.0,0.0,67.0,60.0,2.0,4.0,3.0,4.0,2.0,6.0,,6.0,,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,,4.0,,5.0,0.0,0.0,2.0,3.0,,,,100.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,
171168416,Septaunella,pozzo-delleternità,19.0,1614.0,,100.0,,0.0,83.0,75.0,,33.0,,50.0,50.0,67.0,,100.0,,1.0,,2.0,6.0,12.0,,3.0,,4.0,6.0,3.0,,5.0,,1.0,,0.0,5.0,9.0,,1.0,,2.0,3.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168582404,Æthandril,baelgun,14.0,3614.0,,0.0,,25.0,42.0,54.0,,44.0,40.0,350.0,100.0,100.0,0.0,0.0,,5.0,,12.0,19.0,24.0,,18.0,5.0,2.0,1.0,1.0,1.0,1.0,,0.0,,3.0,8.0,13.0,,8.0,2.0,7.0,1.0,1.0,0.0,0.0,31.0,50.0,40.0,,,,,13.0,8.0,5.0,,,,,4.0,4.0,2.0,,,,,,,,,,
161792089,Lílú,azshara,10.0,16789.0,41.0,75.0,83.0,50.0,67.0,,,100.0,,100.0,50.0,,67.0,,56.0,8.0,6.0,2.0,3.0,,,1.0,,1.0,2.0,,3.0,,23.0,6.0,5.0,1.0,2.0,,,1.0,,1.0,1.0,,2.0,,55.0,100.0,40.0,100.0,0.0,,,22.0,5.0,5.0,2.0,1.0,,,12.0,5.0,2.0,2.0,0.0,,,,,,,,
158112757,Làzarùs,thrall,7.0,1253.0,100.0,25.0,0.0,60.0,100.0,25.0,,80.0,,75.0,100.0,33.0,,,1.0,4.0,1.0,5.0,2.0,4.0,,5.0,,4.0,3.0,3.0,,,1.0,1.0,0.0,3.0,2.0,1.0,,4.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196745652,Kendisen,wildhammer,5.0,1433.0,57.0,,75.0,,,,,100.0,,50.0,100.0,,25.0,,7.0,,4.0,,,,,1.0,,2.0,1.0,,4.0,,4.0,,3.0,,,,,1.0,,1.0,1.0,,1.0,,,,,43.0,,,,,,,7.0,,,,,,,3.0,,,,,,,,,
141975288,Nilyane,thrall,5.0,1329.0,0.0,100.0,0.0,,50.0,100.0,,100.0,0.0,0.0,,,0.0,,2.0,2.0,1.0,,4.0,2.0,,1.0,1.0,1.0,,,1.0,,0.0,2.0,0.0,,2.0,2.0,,1.0,0.0,0.0,,,0.0,,,,,,100.0,100.0,,,,,,1.0,3.0,,,,,,1.0,3.0,,,,,,,
179209063,Fidginö,archimonde,28.0,288.0,100.0,0.0,,100.0,,50.0,,,,0.0,100.0,0.0,,,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,,1.0,0.0,,1.0,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162993089,Nakirá,azshara,103.0,15022.0,33.0,49.0,38.0,50.0,63.0,57.0,,43.0,48.0,50.0,33.0,,,,18.0,37.0,8.0,80.0,60.0,70.0,,54.0,40.0,4.0,3.0,,,,6.0,18.0,3.0,40.0,38.0,40.0,,23.0,19.0,2.0,1.0,,,,61.0,56.0,70.0,,,,75.0,74.0,59.0,30.0,,,,4.0,45.0,33.0,21.0,,,,3.0,,,,,,
197716879,Дондаррион,soulflayer,4.0,507.0,,,0.0,,,,,,,100.0,,,100.0,,,,1.0,,,,,,,1.0,,,1.0,,,,0.0,,,,,,,1.0,,,1.0,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,
169164250,Celethiien,kazzak,5.0,4163.0,50.0,50.0,0.0,0.0,,,,,,,,,,,2.0,34.0,1.0,1.0,,,,,,,,,,,1.0,17.0,0.0,0.0,,,,,,,,,,,65.0,36.0,0.0,,,,,46.0,22.0,1.0,,,,,30.0,8.0,0.0,,,,,,,,,,
154525526,Alíster,gorgonnash,32.0,1865.0,40.0,75.0,25.0,22.0,75.0,50.0,50.0,36.0,,40.0,75.0,29.0,67.0,33.0,5.0,4.0,4.0,9.0,4.0,6.0,2.0,11.0,,5.0,4.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,,2.0,3.0,2.0,2.0,1.0,,,,67.0,,,,,,,3.0,,,,,,,2.0,,,,,,,,,
149803229,Payl,der-rat-von-dalaran,11.0,31387.0,61.0,66.0,42.0,69.0,14.0,65.0,,50.0,,100.0,100.0,50.0,100.0,0.0,57.0,65.0,45.0,32.0,7.0,23.0,,2.0,,1.0,1.0,2.0,1.0,2.0,35.0,43.0,19.0,22.0,1.0,15.0,,1.0,,1.0,1.0,1.0,1.0,0.0,57.0,48.0,60.0,0.0,,,,134.0,87.0,55.0,2.0,,,,77.0,42.0,33.0,0.0,,,,,,,,,
94673446,Megnar,twisting-nether,176.0,24028.0,24.0,57.0,7.0,54.0,53.0,60.0,81.0,61.0,67.0,860.0,50.0,50.0,50.0,43.0,29.0,42.0,14.0,100.0,95.0,97.0,16.0,107.0,45.0,5.0,4.0,4.0,6.0,7.0,7.0,24.0,1.0,54.0,50.0,58.0,13.0,65.0,30.0,43.0,2.0,2.0,3.0,3.0,59.0,55.0,48.0,33.0,,,,103.0,64.0,25.0,3.0,,,,61.0,35.0,12.0,1.0,,,,,,,,,
162505834,Beliat,kragjin,40.0,184880.0,3.0,64.0,5.0,45.0,62.0,67.0,4175.0,67.0,64.0,33.0,76.0,55.0,50.0,100.0,297.0,263.0,165.0,33.0,16.0,30.0,4.0,18.0,11.0,15.0,17.0,11.0,4.0,4.0,8.0,169.0,8.0,15.0,10.0,20.0,167.0,12.0,7.0,5.0,13.0,6.0,2.0,4.0,66.0,65.0,59.0,20.0,,100.0,33.0,349.0,389.0,298.0,15.0,,40.0,3.0,230.0,252.0,175.0,3.0,,40.0,1.0,,,,,,
135982257,Tynah,tarren-mill,12.0,5961.0,47.0,33.0,36.0,50.0,81.0,60.0,,60.0,0.0,100.0,67.0,50.0,88.0,,19.0,6.0,14.0,10.0,16.0,5.0,,10.0,1.0,6.0,6.0,6.0,8.0,,9.0,2.0,5.0,5.0,13.0,3.0,,6.0,0.0,6.0,4.0,3.0,7.0,,50.0,75.0,,,50.0,,100.0,4.0,4.0,,,4.0,,1.0,2.0,3.0,,,2.0,,1.0,,,,,,
176473196,Ambulancha,sanguino,4.0,1945.0,50.0,0.0,0.0,50.0,75.0,60.0,,50.0,,43.0,67.0,100.0,50.0,50.0,2.0,4.0,1.0,4.0,4.0,5.0,,2.0,,7.0,6.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,,1.0,,3.0,4.0,1.0,2.0,1.0,,,,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,,,
148537424,Exizor,tarren-mill,12.0,2224.0,40.0,67.0,17.0,33.0,64.0,20.0,,14.0,60.0,0.0,,,,,5.0,3.0,6.0,6.0,11.0,5.0,,7.0,5.0,1.0,,,,,2.0,2.0,1.0,2.0,7.0,1.0,,1.0,3.0,0.0,,,,,50.0,50.0,100.0,,,,,2.0,4.0,2.0,,,,,1.0,2.0,2.0,,,,,,,,,,
188533164,Dhonovhan,silvermoon,5.0,426.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164541110,Алекстрэк,gordunni,37.0,21384.0,68.0,59.0,80.0,46.0,42.0,49.0,,46.0,55.0,44.0,54.0,67.0,17.0,25.0,22.0,34.0,10.0,39.0,31.0,39.0,,28.0,38.0,18.0,13.0,3.0,6.0,4.0,15.0,20.0,8.0,18.0,13.0,19.0,,13.0,21.0,8.0,7.0,2.0,1.0,1.0,54.0,33.0,41.0,0.0,100.0,100.0,,26.0,24.0,27.0,1.0,1.0,7.0,,14.0,8.0,11.0,0.0,1.0,7.0,,,,,,,
194919164,Larrywhëels,archimonde,34.0,6021.0,50.0,44.0,0.0,81.0,59.0,71.0,,80.0,,62.0,36.0,75.0,75.0,11.0,6.0,18.0,1.0,16.0,17.0,17.0,,15.0,,13.0,14.0,12.0,4.0,9.0,3.0,8.0,0.0,13.0,10.0,12.0,,12.0,,8.0,5.0,9.0,3.0,1.0,,,,0.0,,,,,,,3.0,,,,,,,0.0,,,,100.0,1.0,1.0,,,
196180963,Unfriendlly,kazzak,10.0,3052.0,100.0,75.0,,70.0,100.0,100.0,,67.0,100.0,44.0,67.0,43.0,50.0,50.0,2.0,4.0,,10.0,4.0,3.0,,6.0,1.0,9.0,12.0,7.0,2.0,4.0,2.0,3.0,,7.0,4.0,3.0,,4.0,1.0,4.0,8.0,3.0,1.0,2.0,,,,,,,100.0,,,,,,,7.0,,,,,,,7.0,,,,,,
144912943,Hylo,veknilash,7.0,36675.0,71.0,57.0,93.0,50.0,50.0,56.0,,40.0,56.0,,100.0,0.0,33.0,0.0,211.0,69.0,30.0,16.0,16.0,25.0,,15.0,18.0,,2.0,2.0,3.0,1.0,150.0,39.0,28.0,8.0,8.0,14.0,,6.0,10.0,,2.0,0.0,1.0,0.0,72.0,74.0,73.0,,,100.0,91.0,71.0,54.0,71.0,,,27.0,11.0,51.0,40.0,52.0,,,27.0,10.0,,,,,,
195516303,Flashstep,outland,13.0,2743.0,50.0,100.0,67.0,100.0,80.0,100.0,,60.0,,100.0,79.0,33.0,50.0,88.0,2.0,2.0,3.0,4.0,5.0,4.0,,5.0,,1.0,14.0,3.0,2.0,8.0,1.0,2.0,2.0,4.0,4.0,4.0,,3.0,,1.0,11.0,1.0,1.0,7.0,,,,50.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,
117708632,Lightbjorn,draenor,38.0,1495.0,100.0,,100.0,,,100.0,,,,0.0,,0.0,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,0.0,,0.0,,,,,,,,,100.0,,,,,,,7.0,,,,,,,7.0,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,67.0,61.0,40.0,55.0,19.0,50.0,,36.0,50.0,67.0,86.0,50.0,50.0,,6.0,18.0,5.0,11.0,16.0,12.0,,14.0,10.0,12.0,7.0,2.0,2.0,,4.0,11.0,2.0,6.0,3.0,6.0,,5.0,5.0,8.0,6.0,1.0,1.0,,41.0,62.0,0.0,0.0,,,33.0,17.0,13.0,3.0,1.0,,,3.0,7.0,8.0,0.0,0.0,,,1.0,,,,,,
68759686,Zjippo,ravencrest,3.0,14573.0,63.0,57.0,77.0,57.0,42.0,50.0,,72.0,50.0,0.0,,,,,38.0,49.0,43.0,49.0,31.0,54.0,,40.0,20.0,1.0,,,,,24.0,28.0,33.0,28.0,13.0,27.0,,29.0,10.0,0.0,,,,,59.0,47.0,59.0,,,,,86.0,57.0,41.0,,,,,51.0,27.0,24.0,,,,,,,,,,
202618704,Мухашмёль,soulflayer,21.0,1442.0,33.0,100.0,0.0,50.0,100.0,67.0,,100.0,,0.0,100.0,50.0,100.0,,3.0,2.0,3.0,4.0,2.0,3.0,,2.0,,1.0,1.0,2.0,1.0,,1.0,2.0,0.0,2.0,2.0,2.0,,2.0,,0.0,1.0,1.0,1.0,,,,,100.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,
193054276,Shyliin,silvermoon,4.0,1029.0,,,,0.0,100.0,0.0,,100.0,,,,100.0,33.0,33.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,3.0,3.0,,,,0.0,1.0,0.0,,1.0,,,,1.0,1.0,1.0,,,,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,0.0,,,0.0,,,,,,,,0.0,,,1.0,,,1.0,,,,,,,,1.0,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163109279,Joaxlol,draenor,19.0,908.0,0.0,50.0,75.0,,100.0,,,0.0,,,,0.0,100.0,33.0,1.0,2.0,4.0,,2.0,,,2.0,,,,1.0,1.0,3.0,0.0,1.0,3.0,,2.0,,,0.0,,,,0.0,1.0,1.0,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
22721870,Sacrosanct,dentarg,10.0,5486.0,80.0,72.0,25.0,78.0,54.0,64.0,,50.0,53.0,,,,,,5.0,18.0,8.0,9.0,13.0,14.0,,14.0,15.0,,,,,,4.0,13.0,2.0,7.0,7.0,9.0,,7.0,8.0,,,,,,43.0,57.0,33.0,,,,,21.0,21.0,15.0,,,,,9.0,12.0,5.0,,,,,,,,,,
163972272,Gillardino,argent-dawn,21.0,304.0,100.0,0.0,0.0,0.0,,,,,,,0.0,0.0,100.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,1.0,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,
173609781,Озарительный,soulflayer,31.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,100.0,33.0,,,50.0,,0.0,,0.0,,,33.0,0.0,1.0,2.0,3.0,,,2.0,,1.0,,1.0,,,3.0,1.0,0.0,2.0,1.0,,,1.0,,0.0,,0.0,,,1.0,0.0,,,,,14.0,,,,,,,7.0,,,,,,,1.0,,,,,,,,
79066057,Finalcisco,nemesis,3.0,15609.0,40.0,59.0,59.0,40.0,100.0,38.0,,0.0,,,,100.0,100.0,,40.0,34.0,17.0,5.0,2.0,8.0,,1.0,,,,1.0,2.0,,16.0,20.0,10.0,2.0,2.0,3.0,,0.0,,,,1.0,2.0,,46.0,44.0,50.0,,,,,76.0,52.0,28.0,,,,,35.0,23.0,14.0,,,,,,,,,,
133487705,Khèiri,nemesis,15.0,2879.0,50.0,67.0,,29.0,50.0,80.0,,80.0,0.0,75.0,25.0,67.0,50.0,100.0,2.0,9.0,,7.0,4.0,5.0,,5.0,1.0,4.0,8.0,6.0,2.0,3.0,1.0,6.0,,2.0,2.0,4.0,,4.0,0.0,3.0,2.0,4.0,1.0,3.0,,,,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,,,
