character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Arathi Basin win_rate,Isle of Conquest played,Arathi Basin played,Isle of Conquest won,Arathi Basin won,Alterac Valley win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Arathi Basin Winter win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Arathi Basin Winter played,Classic Warsong Gulch won,Classic Arathi Basin won,Arathi Basin Winter won,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
148224739,Rory,blackmoore,29.0,29748.0,48.0,100.0,67.0,1.0,32.0,1.0,53.0,44.0,58.0,23.0,62.0,,77.0,,,,38.0,,53.0,62.0,26.0,13.0,24.0,,39.0,,,,13.0,,28.0,27.0,15.0,3.0,15.0,,30.0,,,,5.0,,60.0,41.0,,192.0,147.0,,115.0,60.0,,52.0,43.0,54.0,21.0,28.0,9.0,0.0,2.0,0.0,100.0,1.0,1.0,,,,,,
158410236,Murkhala,tarren-mill,59.0,179.0,,0.0,,1.0,,0.0,,,,,,,50.0,,,100.0,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112822523,Hyros,khazgoroth,28.0,4836.0,67.0,,6.0,,4.0,,0.0,38.0,47.0,50.0,47.0,,53.0,,0.0,0.0,,,1.0,13.0,19.0,18.0,19.0,,15.0,,1.0,1.0,,,0.0,5.0,9.0,9.0,9.0,,8.0,,0.0,0.0,,,44.0,73.0,,16.0,11.0,,7.0,8.0,,50.0,60.0,12.0,10.0,6.0,6.0,,,,,,,,,,,,
180403431,Implorius,hyjal,36.0,43197.0,37.0,73.0,43.0,15.0,16.0,11.0,54.0,58.0,42.0,62.0,60.0,,62.0,33.0,110.0,91.0,0.0,92.0,41.0,88.0,77.0,78.0,75.0,,73.0,3.0,21.0,23.0,3.0,13.0,22.0,51.0,32.0,48.0,45.0,,45.0,1.0,23.0,21.0,0.0,12.0,48.0,52.0,0.0,127.0,103.0,1.0,61.0,54.0,0.0,51.0,42.0,80.0,40.0,41.0,17.0,,,,100.0,1.0,1.0,,,,,,
117146148,Kardasi,ravencrest,22.0,3159.0,62.0,67.0,8.0,3.0,5.0,2.0,58.0,40.0,100.0,43.0,100.0,,88.0,29.0,100.0,57.0,71.0,100.0,12.0,5.0,4.0,7.0,1.0,,8.0,7.0,2.0,7.0,7.0,1.0,7.0,2.0,4.0,3.0,1.0,,7.0,2.0,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164611424,Urmoom,tarren-mill,4.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,,,,
95205323,Ogii,kazzak,18.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,50.0,2.0,1.0,,,,,,,,,
127593735,Форстарлинг,blackscar,10.0,11294.0,84.0,,19.0,,16.0,,73.0,53.0,46.0,52.0,35.0,,43.0,,0.0,,100.0,,15.0,19.0,13.0,25.0,17.0,,21.0,,1.0,,2.0,,11.0,10.0,6.0,13.0,6.0,,9.0,,0.0,,2.0,,53.0,41.0,0.0,34.0,29.0,1.0,18.0,12.0,0.0,33.0,20.0,27.0,10.0,9.0,2.0,,,,100.0,1.0,1.0,,,,,,
188191517,Alipala,kazzak,2.0,561.0,100.0,0.0,1.0,1.0,1.0,0.0,50.0,,,,100.0,,,,,50.0,50.0,,4.0,,,,1.0,,,,,2.0,2.0,,2.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179617268,Romanov,kazzak,103.0,3199.0,100.0,25.0,1.0,4.0,1.0,1.0,100.0,55.0,100.0,67.0,25.0,,50.0,100.0,56.0,50.0,100.0,33.0,2.0,11.0,4.0,9.0,4.0,,10.0,1.0,9.0,8.0,3.0,3.0,2.0,6.0,4.0,6.0,1.0,,5.0,1.0,5.0,4.0,3.0,1.0,,,100.0,,,2.0,,,2.0,,0.0,,2.0,,0.0,,,,100.0,7.0,7.0,,,,,,
196969136,Pitma,the-maelstrom,3.0,542.0,,100.0,,1.0,,1.0,100.0,100.0,0.0,,,,,,0.0,,,0.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156387163,Трэнсквил,ashenvale,8.0,154.0,,,,,,,100.0,,,,,,0.0,,,,,100.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,0.0,,,,,1.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,
94183192,Texy,aggra-português,51.0,7420.0,58.0,73.0,12.0,11.0,7.0,8.0,23.0,64.0,55.0,60.0,33.0,60.0,50.0,100.0,86.0,56.0,,88.0,26.0,22.0,20.0,15.0,9.0,15.0,16.0,1.0,7.0,9.0,,8.0,6.0,14.0,11.0,9.0,3.0,9.0,8.0,1.0,6.0,5.0,,7.0,38.0,52.0,,13.0,21.0,,5.0,11.0,,58.0,29.0,12.0,7.0,7.0,2.0,67.0,3.0,2.0,,,,,,,,,
224423010,Banehallowgr,sylvanas,25.0,62912.0,51.0,67.0,37.0,3.0,19.0,2.0,58.0,41.0,53.0,67.0,50.0,,67.0,0.0,0.0,100.0,0.0,,50.0,70.0,15.0,6.0,10.0,,9.0,3.0,3.0,1.0,3.0,,29.0,29.0,8.0,4.0,5.0,,6.0,0.0,0.0,1.0,0.0,,52.0,37.0,,112.0,68.0,,58.0,25.0,,57.0,0.0,137.0,1.0,78.0,0.0,,,,,,,,,,,,
156196167,Autismmeistr,ravencrest,15.0,3840.0,44.0,50.0,9.0,6.0,4.0,3.0,75.0,75.0,83.0,45.0,20.0,0.0,67.0,33.0,71.0,62.0,0.0,75.0,4.0,8.0,6.0,11.0,5.0,1.0,12.0,6.0,7.0,8.0,2.0,8.0,3.0,6.0,5.0,5.0,1.0,0.0,8.0,2.0,5.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154794624,Энисия,howling-fjord,7.0,1265.0,50.0,,2.0,,1.0,,100.0,100.0,100.0,,,,67.0,,50.0,33.0,100.0,,1.0,1.0,2.0,,,,3.0,,2.0,3.0,1.0,,1.0,1.0,2.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,100.0,,2.0,,2.0,,,,100.0,2.0,2.0,,,,,,
237884227,Dwarfhunter,dragonblight,12.0,5967.0,0.0,80.0,2.0,10.0,0.0,8.0,50.0,33.0,86.0,83.0,67.0,,91.0,50.0,86.0,75.0,40.0,62.0,4.0,6.0,7.0,12.0,9.0,,11.0,4.0,14.0,16.0,5.0,13.0,2.0,2.0,6.0,10.0,6.0,,10.0,2.0,12.0,12.0,2.0,8.0,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,
160623118,Ремицин,gordunni,10.0,762.0,0.0,,1.0,,0.0,,100.0,0.0,100.0,,100.0,,0.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,0.0,1.0,,2.0,,0.0,,,,,,0.0,50.0,,1.0,2.0,,0.0,1.0,,100.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,
231402231,Tagaros,dragonblight,5.0,12215.0,0.0,100.0,1.0,1.0,0.0,1.0,50.0,,,0.0,100.0,,,,33.0,,0.0,,8.0,,,1.0,2.0,,,,3.0,,1.0,,4.0,,,0.0,2.0,,,,1.0,,0.0,,50.0,100.0,,10.0,2.0,,5.0,2.0,,0.0,,5.0,,0.0,,,,,,,,,,,,,
124035958,Doblet,the-maelstrom,6.0,2610.0,25.0,,4.0,,1.0,,23.0,40.0,0.0,44.0,0.0,,33.0,100.0,,,0.0,0.0,13.0,10.0,2.0,9.0,6.0,,6.0,1.0,,,1.0,1.0,3.0,4.0,0.0,4.0,0.0,,2.0,1.0,,,0.0,0.0,40.0,60.0,,10.0,5.0,,4.0,3.0,,0.0,,3.0,,0.0,,,,,,,,,,,,,
245739083,Valanji,the-maelstrom,45.0,3438.0,42.0,67.0,12.0,3.0,5.0,2.0,54.0,67.0,33.0,50.0,50.0,100.0,40.0,82.0,100.0,0.0,33.0,50.0,13.0,3.0,3.0,2.0,4.0,1.0,5.0,11.0,3.0,4.0,12.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0,3.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,67.0,3.0,2.0,,,,,,,,,
180191286,Альтошка,gordunni,17.0,3076.0,0.0,0.0,1.0,2.0,0.0,0.0,75.0,67.0,25.0,43.0,67.0,,25.0,100.0,71.0,100.0,50.0,33.0,4.0,3.0,4.0,7.0,6.0,,4.0,2.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,,1.0,2.0,5.0,1.0,1.0,1.0,33.0,,,6.0,,,2.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,
178180802,Baddgerr,outland,33.0,2227.0,,50.0,,2.0,,1.0,50.0,33.0,75.0,80.0,50.0,,45.0,,100.0,100.0,,0.0,2.0,6.0,4.0,5.0,6.0,,11.0,,1.0,2.0,,2.0,1.0,2.0,3.0,4.0,3.0,,5.0,,1.0,2.0,,0.0,56.0,40.0,0.0,9.0,5.0,1.0,5.0,2.0,0.0,57.0,50.0,7.0,4.0,4.0,2.0,,,,,,,,,,,,
174023878,Adûriel,sanguino,73.0,14164.0,60.0,75.0,10.0,8.0,6.0,6.0,60.0,47.0,58.0,59.0,58.0,0.0,55.0,100.0,123.0,55.0,100.0,57.0,10.0,17.0,12.0,17.0,19.0,2.0,29.0,5.0,13.0,11.0,1.0,7.0,6.0,8.0,7.0,10.0,11.0,0.0,16.0,5.0,16.0,6.0,1.0,4.0,58.0,50.0,75.0,12.0,12.0,4.0,7.0,6.0,3.0,67.0,56.0,3.0,18.0,2.0,10.0,,,,100.0,5.0,5.0,,,,,,
226283851,Doríáth,sylvanas,47.0,56222.0,58.0,50.0,19.0,12.0,11.0,6.0,38.0,39.0,43.0,59.0,45.0,,57.0,,58.0,40.0,31.0,44.0,29.0,23.0,21.0,27.0,20.0,,28.0,,12.0,15.0,13.0,18.0,11.0,9.0,9.0,16.0,9.0,,16.0,,7.0,6.0,4.0,8.0,67.0,43.0,,6.0,7.0,,4.0,3.0,,46.0,43.0,13.0,7.0,6.0,3.0,,,,,,,,,,,,
51285832,Громел,gordunni,54.0,123409.0,64.0,65.0,233.0,23.0,150.0,15.0,64.0,62.0,60.0,59.0,59.0,,75.0,100.0,71.0,59.0,63.0,,186.0,242.0,259.0,129.0,268.0,,153.0,5.0,35.0,41.0,35.0,,119.0,151.0,156.0,76.0,157.0,,115.0,5.0,25.0,24.0,22.0,,63.0,53.0,23.0,316.0,279.0,13.0,200.0,149.0,3.0,62.0,66.0,225.0,88.0,140.0,58.0,0.0,1.0,0.0,100.0,6.0,6.0,,,,100.0,1.0,1.0
134733100,Golakhtashan,draenor,18.0,476.0,0.0,0.0,1.0,1.0,0.0,0.0,,100.0,100.0,,0.0,,50.0,0.0,0.0,50.0,,33.0,,1.0,1.0,,3.0,,2.0,1.0,1.0,2.0,,3.0,,1.0,1.0,,0.0,,1.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89933994,Lasaga,ravencrest,57.0,3653.0,25.0,25.0,12.0,4.0,3.0,1.0,14.0,33.0,0.0,50.0,33.0,,100.0,0.0,75.0,100.0,27.0,67.0,7.0,3.0,3.0,2.0,3.0,,1.0,1.0,4.0,1.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187595197,Nëux,kazzak,21.0,100355.0,48.0,75.0,167.0,4.0,80.0,3.0,53.0,60.0,60.0,67.0,60.0,18200.0,78.0,25.0,60.0,100.0,0.0,75.0,251.0,307.0,77.0,6.0,50.0,1.0,9.0,4.0,5.0,3.0,2.0,4.0,132.0,185.0,46.0,4.0,30.0,182.0,7.0,1.0,3.0,3.0,0.0,3.0,64.0,61.0,,414.0,525.0,,267.0,322.0,,54.0,,269.0,,144.0,,14.0,7.0,1.0,,,,,,,,,
245745408,Asireth,the-maelstrom,4.0,10315.0,0.0,,2.0,,0.0,,43.0,25.0,33.0,100.0,67.0,,80.0,,,,,,23.0,4.0,6.0,1.0,3.0,,5.0,,,,,,10.0,1.0,2.0,1.0,2.0,,4.0,,,,,,50.0,100.0,,10.0,2.0,,5.0,2.0,,67.0,75.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,
112876095,Benj,draenor,24.0,3104.0,0.0,67.0,5.0,6.0,0.0,4.0,33.0,50.0,62.0,71.0,100.0,,71.0,43.0,100.0,25.0,40.0,60.0,3.0,4.0,8.0,7.0,4.0,,7.0,7.0,4.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,,5.0,3.0,4.0,1.0,2.0,3.0,67.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,
168603240,ßönd,argent-dawn,68.0,30840.0,64.0,100.0,75.0,3.0,48.0,3.0,55.0,45.0,80.0,71.0,72.0,,60.0,,67.0,75.0,0.0,,95.0,53.0,59.0,17.0,47.0,,5.0,,6.0,4.0,3.0,,52.0,24.0,47.0,12.0,34.0,,3.0,,4.0,3.0,0.0,,62.0,55.0,,157.0,60.0,,97.0,33.0,,47.0,100.0,76.0,8.0,36.0,8.0,,,,,,,,,,,,
185202259,Aritas,silvermoon,46.0,19864.0,53.0,,74.0,,39.0,,68.0,48.0,36.0,62.0,63.0,,67.0,,120.0,50.0,60.0,100.0,129.0,50.0,28.0,13.0,30.0,,9.0,,5.0,2.0,5.0,2.0,88.0,24.0,10.0,8.0,19.0,,6.0,,6.0,1.0,3.0,2.0,52.0,47.0,33.0,60.0,49.0,3.0,31.0,23.0,1.0,55.0,50.0,33.0,8.0,18.0,4.0,,,,,,,,,,,,
140438386,Kheperi,the-maelstrom,145.0,13527.0,58.0,,33.0,,19.0,,57.0,48.0,45.0,67.0,40.0,,67.0,,,,,,23.0,54.0,20.0,9.0,20.0,,12.0,,,,,,13.0,26.0,9.0,6.0,8.0,,8.0,,,,,,64.0,30.0,,55.0,46.0,,35.0,14.0,,53.0,71.0,53.0,7.0,28.0,5.0,,,,,,,,,,,,
157755304,Ivs,stormscale,5.0,189.0,,,,,,,,,,100.0,,,,,0.0,0.0,,50.0,,,,1.0,,,,,1.0,1.0,,2.0,,,,1.0,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137938274,Скаллаг,gordunni,5.0,777.0,100.0,,1.0,,1.0,,,,,50.0,100.0,,50.0,,50.0,100.0,100.0,,,,,2.0,3.0,,4.0,,2.0,3.0,1.0,,,,,1.0,3.0,,2.0,,1.0,3.0,1.0,,,,100.0,,,1.0,,,1.0,100.0,,1.0,,1.0,,,,,,,,,,,,,
245603011,Meithos,ghostlands,44.0,11220.0,,100.0,,1.0,,1.0,50.0,75.0,0.0,17.0,0.0,,75.0,,0.0,0.0,,33.0,10.0,4.0,1.0,6.0,4.0,,8.0,,2.0,1.0,,3.0,5.0,3.0,0.0,1.0,0.0,,6.0,,0.0,0.0,,1.0,44.0,10.0,,55.0,10.0,,24.0,1.0,,20.0,50.0,5.0,6.0,1.0,3.0,19.0,27.0,5.0,100.0,13.0,13.0,,,,,,
166754709,Лаордан,gordunni,32.0,2389.0,,40.0,,5.0,,2.0,0.0,,62.0,64.0,20.0,,33.0,0.0,250.0,100.0,0.0,100.0,1.0,,8.0,14.0,10.0,,9.0,1.0,2.0,4.0,1.0,1.0,0.0,,5.0,9.0,2.0,,3.0,0.0,5.0,4.0,0.0,1.0,57.0,50.0,,7.0,2.0,,4.0,1.0,,0.0,67.0,3.0,3.0,0.0,2.0,,,,100.0,8.0,8.0,,,,,,
169508370,Izida,the-maelstrom,68.0,8257.0,100.0,29.0,1.0,7.0,1.0,2.0,40.0,59.0,29.0,50.0,50.0,,53.0,0.0,50.0,36.0,20.0,64.0,10.0,27.0,7.0,10.0,8.0,,17.0,2.0,2.0,11.0,5.0,11.0,4.0,16.0,2.0,5.0,4.0,,9.0,0.0,1.0,4.0,1.0,7.0,29.0,,,14.0,,,4.0,,,67.0,50.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,,,,,,,,,
117557214,Swolusdickus,blackhand,1.0,172.0,,,,,,,,,,,100.0,,,,,100.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,81.0,62.0,27.0,13.0,22.0,8.0,55.0,57.0,60.0,47.0,70.0,,43.0,67.0,88.0,64.0,56.0,57.0,33.0,7.0,10.0,15.0,10.0,,7.0,6.0,8.0,11.0,18.0,7.0,18.0,4.0,6.0,7.0,7.0,,3.0,4.0,7.0,7.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86402816,Lurevi,kazzak,31.0,8255.0,43.0,33.0,21.0,15.0,9.0,5.0,26.0,65.0,89.0,50.0,56.0,,38.0,0.0,38.0,70.0,64.0,100.0,23.0,17.0,9.0,12.0,18.0,,8.0,2.0,8.0,10.0,11.0,3.0,6.0,11.0,8.0,6.0,10.0,,3.0,0.0,3.0,7.0,7.0,3.0,0.0,33.0,50.0,1.0,3.0,2.0,0.0,1.0,1.0,50.0,75.0,2.0,8.0,1.0,6.0,100.0,2.0,2.0,100.0,114.0,114.0,,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,,67.0,,3.0,,2.0,50.0,100.0,67.0,60.0,,,50.0,,75.0,0.0,0.0,33.0,2.0,5.0,6.0,10.0,,,2.0,,8.0,1.0,1.0,3.0,1.0,5.0,4.0,6.0,,,1.0,,6.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158514551,Shoboligofut,tarren-mill,22.0,4632.0,16.0,0.0,19.0,1.0,3.0,0.0,24.0,50.0,57.0,65.0,56.0,,47.0,,0.0,100.0,100.0,,17.0,6.0,7.0,17.0,16.0,,17.0,,1.0,1.0,1.0,,4.0,3.0,4.0,11.0,9.0,,8.0,,0.0,1.0,1.0,,67.0,33.0,,15.0,9.0,,10.0,3.0,,0.0,60.0,2.0,5.0,0.0,3.0,,,,,,,,,,,,
222918576,Ruddigore,the-maelstrom,19.0,409.0,,,,,,,50.0,,100.0,0.0,0.0,,25.0,,,0.0,,0.0,2.0,,1.0,1.0,1.0,,4.0,,,1.0,,2.0,1.0,,1.0,0.0,0.0,,1.0,,,0.0,,0.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,57.0,100.0,7.0,1.0,4.0,1.0,62.0,59.0,27.0,50.0,53.0,,56.0,0.0,100.0,29.0,60.0,,24.0,27.0,11.0,16.0,15.0,,9.0,2.0,10.0,7.0,5.0,,15.0,16.0,3.0,8.0,8.0,,5.0,0.0,10.0,2.0,3.0,,50.0,46.0,0.0,40.0,26.0,3.0,20.0,12.0,0.0,67.0,60.0,12.0,5.0,8.0,3.0,,,,100.0,2.0,2.0,,,,,,
154405274,Landro,antonidas,7.0,130.0,0.0,,1.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,,1.0,,,,,,,1.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167094485,Edipala,blackmoore,27.0,909.0,,,,,,,0.0,100.0,0.0,,43.0,,67.0,,,,,,1.0,1.0,2.0,,7.0,,3.0,,,,,,0.0,1.0,0.0,,3.0,,2.0,,,,,,60.0,75.0,,5.0,4.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,
169910781,Kyarrala,tarren-mill,4.0,277.0,,,,,,,,100.0,100.0,100.0,,,100.0,,100.0,0.0,,0.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95604726,Cránkill,dethecus,15.0,619.0,,100.0,,2.0,,2.0,,,100.0,50.0,50.0,,75.0,,,100.0,,75.0,,,1.0,2.0,2.0,,4.0,,,1.0,,4.0,,,1.0,1.0,1.0,,3.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164481952,Tuktukswyg,ragnaros,33.0,274.0,,,,,,,,0.0,,100.0,50.0,0.0,,,,0.0,,0.0,,1.0,,1.0,2.0,1.0,,,,1.0,,1.0,,0.0,,1.0,1.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
191101245,Spankntank,frostmane,4.0,112.0,,,,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,1.0,1.0,,,,,,1.0,,1.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699933,Hugopala,dethecus,5.0,11235.0,59.0,100.0,29.0,2.0,17.0,2.0,45.0,61.0,67.0,,50.0,,0.0,,0.0,,,,31.0,23.0,9.0,,14.0,,1.0,,1.0,,,,14.0,14.0,6.0,,7.0,,0.0,,0.0,,,,62.0,42.0,,21.0,26.0,,13.0,11.0,,45.0,,22.0,,10.0,,,,,,,,,,,,,
146721019,Kecksadin,destromath,14.0,657.0,,100.0,,2.0,,2.0,,,,0.0,100.0,,100.0,,100.0,,0.0,100.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,0.0,1.0,,1.0,,1.0,,0.0,1.0,,,40.0,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,
206905200,Azibo,the-maelstrom,79.0,1111.0,33.0,0.0,3.0,2.0,1.0,0.0,50.0,0.0,0.0,,0.0,,50.0,50.0,33.0,0.0,0.0,0.0,2.0,3.0,1.0,,2.0,,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119373336,Gökây,burning-legion,2.0,16638.0,54.0,,212.0,,114.0,,53.0,41.0,46.0,37.0,30.0,,53.0,,,,,,36.0,37.0,63.0,27.0,46.0,,38.0,,,,,,19.0,15.0,29.0,10.0,14.0,,20.0,,,,,,35.0,48.0,,51.0,50.0,,18.0,24.0,,52.0,33.0,61.0,3.0,32.0,1.0,,,,,,,,,,,,
175138076,Tomahawktim,twisting-nether,39.0,1317.0,,50.0,,8.0,,4.0,,50.0,67.0,100.0,100.0,,60.0,0.0,,,,0.0,,2.0,3.0,1.0,1.0,,5.0,1.0,,,,7.0,,1.0,2.0,1.0,1.0,,3.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,33.0,,3.0,,1.0,,100.0,100.0,0.0,100.0,,,100.0,20.0,0.0,0.0,33.0,,4.0,2.0,1.0,2.0,,,1.0,5.0,1.0,2.0,3.0,,4.0,2.0,0.0,2.0,,,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,
159970790,Izzät,draenor,10.0,1233.0,100.0,88.0,1.0,8.0,1.0,7.0,,100.0,,50.0,100.0,,50.0,,100.0,80.0,,0.0,,1.0,,2.0,1.0,,2.0,,1.0,5.0,,3.0,,1.0,,1.0,1.0,,1.0,,1.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177388611,Tankforu,azjolnerub,17.0,722.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,,50.0,,100.0,0.0,,,80.0,0.0,100.0,0.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,1.0,2.0,0.0,,1.0,,1.0,0.0,,,4.0,0.0,1.0,0.0,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
67595897,Artstone,ravencrest,68.0,18914.0,63.0,100.0,35.0,1.0,22.0,1.0,58.0,52.0,47.0,54.0,50.0,4000.0,67.0,0.0,100.0,100.0,50.0,,77.0,63.0,17.0,13.0,12.0,1.0,18.0,3.0,1.0,1.0,2.0,,45.0,33.0,8.0,7.0,6.0,40.0,12.0,0.0,1.0,1.0,1.0,,64.0,60.0,,83.0,57.0,,53.0,34.0,,48.0,27.0,56.0,11.0,27.0,3.0,,,,,,,,,,,,
154704488,Jitizim,ravencrest,15.0,3998.0,80.0,73.0,10.0,15.0,8.0,11.0,60.0,100.0,64.0,40.0,82.0,100.0,45.0,67.0,60.0,71.0,33.0,67.0,10.0,3.0,11.0,5.0,11.0,4.0,11.0,3.0,10.0,7.0,3.0,12.0,6.0,3.0,7.0,2.0,9.0,4.0,5.0,2.0,6.0,5.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165593113,Gloòm,nemesis,25.0,3133.0,67.0,50.0,3.0,2.0,2.0,1.0,100.0,60.0,67.0,67.0,80.0,,25.0,,100.0,80.0,25.0,33.0,4.0,5.0,3.0,3.0,5.0,,4.0,,2.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,,1.0,,2.0,4.0,1.0,1.0,,,,,,,,,,,20.0,,5.0,,1.0,,,,100.0,48.0,48.0,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,25.0,50.0,4.0,2.0,1.0,1.0,50.0,80.0,100.0,0.0,25.0,50.0,,,0.0,50.0,,60.0,6.0,5.0,1.0,1.0,4.0,2.0,,,1.0,4.0,,5.0,3.0,4.0,1.0,0.0,1.0,1.0,,,0.0,2.0,,3.0,,,0.0,,,1.0,,,0.0,,,,,,,0.0,6.0,0.0,,,,,,,,,
165797653,Päm,twisting-nether,43.0,2115.0,,100.0,,2.0,,2.0,0.0,33.0,0.0,67.0,0.0,,0.0,,0.0,33.0,50.0,0.0,1.0,3.0,1.0,3.0,2.0,,4.0,,1.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,,0.0,,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,17.0,18.0,3.0,,,,,,,,,
134760381,Holygauls,blackrock,14.0,3772.0,0.0,,1.0,,0.0,,67.0,60.0,75.0,60.0,71.0,,78.0,,67.0,,0.0,,3.0,5.0,8.0,10.0,7.0,,9.0,,3.0,,1.0,,2.0,3.0,6.0,6.0,5.0,,7.0,,2.0,,0.0,,71.0,86.0,,7.0,7.0,,5.0,6.0,,,,,,,,,,,,,,,,,,,
