character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
165788595,Famoire,wildhammer,80.0,5838.0,62.0,0.0,80.0,100.0,100.0,85.0,0.0,100.0,33.0,20.0,0.0,40.0,,100.0,100.0,0.0,13.0,4.0,5.0,2.0,2.0,13.0,2.0,3.0,3.0,5.0,1.0,5.0,,1.0,1.0,1.0,8.0,0.0,4.0,2.0,2.0,11.0,0.0,3.0,1.0,1.0,0.0,2.0,,1.0,1.0,0.0,0.0,,,1.0,,,0.0,,,,0.0,,4.0,,0.0,,,
246657598,Shiéld,the-maelstrom,10.0,8022.0,55.0,33.0,19.0,26.0,38.0,50.0,29.0,0.0,17.0,38.0,46.0,67.0,100.0,0.0,100.0,67.0,29.0,24.0,27.0,19.0,24.0,38.0,14.0,8.0,18.0,13.0,13.0,3.0,1.0,1.0,2.0,3.0,16.0,8.0,5.0,5.0,9.0,19.0,4.0,0.0,3.0,5.0,6.0,2.0,1.0,0.0,2.0,2.0,67.0,,,3.0,,,2.0,,,,,,,,,,,
136950983,Depsior,burning-legion,36.0,8218.0,61.0,50.0,80.0,71.0,100.0,50.0,41.0,74.0,67.0,57.0,60.0,71.0,33.0,40.0,43.0,100.0,18.0,10.0,5.0,14.0,2.0,10.0,17.0,19.0,24.0,28.0,10.0,17.0,6.0,5.0,7.0,3.0,11.0,5.0,4.0,10.0,2.0,5.0,7.0,14.0,16.0,16.0,6.0,12.0,2.0,2.0,3.0,3.0,50.0,,100.0,2.0,,1.0,1.0,,1.0,,,,,,,,,
64791081,Ревирант,gordunni,57.0,7346.0,50.0,45.0,100.0,38.0,71.0,0.0,50.0,29.0,56.0,72.0,33.0,50.0,59.0,86.0,0.0,33.0,2.0,22.0,1.0,13.0,7.0,1.0,14.0,31.0,16.0,18.0,3.0,8.0,17.0,7.0,2.0,6.0,1.0,10.0,1.0,5.0,5.0,0.0,7.0,9.0,9.0,13.0,1.0,4.0,10.0,6.0,0.0,2.0,100.0,38.0,100.0,1.0,8.0,5.0,1.0,3.0,5.0,,,,,,,,,
78769113,Экзекуторс,howling-fjord,47.0,31676.0,41.0,36.0,41.0,53.0,50.0,32.0,46.0,60.0,40.0,48.0,10.0,20.0,67.0,100.0,50.0,33.0,81.0,95.0,70.0,81.0,68.0,81.0,65.0,30.0,62.0,66.0,10.0,5.0,3.0,3.0,6.0,3.0,33.0,34.0,29.0,43.0,34.0,26.0,30.0,18.0,25.0,32.0,1.0,1.0,2.0,3.0,3.0,1.0,80.0,,,5.0,,,4.0,,,2200.0,,1.0,,22.0,,,,
184277328,Proposition,hyjal,9.0,429.0,0.0,,,,,0.0,0.0,0.0,,50.0,,0.0,0.0,,33.0,,1.0,,,,,1.0,1.0,1.0,,4.0,,1.0,2.0,,3.0,,0.0,,,,,0.0,0.0,0.0,,2.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
134244517,Marhun,drakthul,37.0,1067.0,,80.0,100.0,50.0,,,0.0,100.0,33.0,60.0,,0.0,100.0,75.0,,100.0,,5.0,2.0,4.0,,,3.0,1.0,3.0,5.0,,2.0,1.0,4.0,,2.0,,4.0,2.0,2.0,,,0.0,1.0,1.0,3.0,,0.0,1.0,3.0,,2.0,,,,,,,,,,0.0,,1.0,,0.0,,,,
226096042,Bleguta,sylvanas,18.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,
243255435,Фалькмур,gordunni,65.0,3395.0,50.0,,,100.0,,40.0,50.0,38.0,75.0,56.0,,75.0,67.0,50.0,62.0,80.0,6.0,,,2.0,,5.0,2.0,8.0,4.0,9.0,,4.0,6.0,4.0,8.0,5.0,3.0,,,2.0,,2.0,1.0,3.0,3.0,5.0,,3.0,4.0,2.0,5.0,4.0,50.0,100.0,,4.0,1.0,,2.0,1.0,,,,,,,,,,
194690334,Pmb,grim-batol,2.0,5193.0,59.0,70.0,79.0,83.0,38.0,,,,,,,,,,,,17.0,27.0,28.0,23.0,16.0,,,,,,,,,,,,10.0,19.0,22.0,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172649351,Zozio,dun-modr,4.0,1057.0,,,,50.0,,,67.0,0.0,100.0,50.0,,,0.0,100.0,100.0,25.0,,,,2.0,,,3.0,2.0,1.0,2.0,,,1.0,3.0,1.0,4.0,,,,1.0,,,2.0,0.0,1.0,1.0,,,0.0,3.0,1.0,1.0,100.0,,,1.0,,,1.0,,,100.0,,1.0,,1.0,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,67.0,33.0,25.0,33.0,56.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,6.0,3.0,4.0,3.0,9.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,4.0,1.0,1.0,1.0,5.0,,100.0,100.0,,1.0,2.0,,1.0,2.0,,,,,,,,,
175998785,Cluther,twisting-nether,3.0,497.0,0.0,,,0.0,,,100.0,,100.0,0.0,,100.0,100.0,0.0,33.0,100.0,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,0.0,,,0.0,,,1.0,,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11619025,Kuha,wildhammer,13.0,68733.0,65.0,57.0,53.0,48.0,48.0,63.0,55.0,50.0,43.0,38.0,44.0,,,,,,86.0,241.0,195.0,124.0,104.0,82.0,11.0,8.0,30.0,13.0,9.0,,,,,,56.0,137.0,103.0,59.0,50.0,52.0,6.0,4.0,13.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
155858070,Kyrinov,silvermoon,20.0,17832.0,67.0,46.0,40.0,46.0,45.0,47.0,38.0,71.0,71.0,67.0,75.0,,,,,,43.0,101.0,65.0,50.0,31.0,15.0,21.0,7.0,14.0,15.0,4.0,,,,,,29.0,46.0,26.0,23.0,14.0,7.0,8.0,5.0,10.0,10.0,3.0,,,,,,,100.0,,,1.0,,,1.0,,,0.0,,2.0,,0.0,,,
93265847,Elhvind,ravencrest,8.0,2662.0,70.0,45.0,25.0,60.0,60.0,33.0,75.0,43.0,40.0,62.0,100.0,100.0,50.0,33.0,,100.0,10.0,11.0,4.0,5.0,5.0,3.0,8.0,7.0,5.0,8.0,3.0,1.0,2.0,3.0,,1.0,7.0,5.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,,1.0,50.0,,,2.0,,,1.0,,,,,,,,,,,
176186888,Senatos,silvermoon,21.0,946.0,100.0,,,,,50.0,100.0,0.0,50.0,33.0,,50.0,100.0,0.0,0.0,67.0,2.0,,,,,2.0,1.0,2.0,4.0,3.0,,2.0,3.0,1.0,1.0,3.0,2.0,,,,,1.0,1.0,0.0,2.0,1.0,,1.0,3.0,0.0,0.0,2.0,0.0,,,1.0,,,0.0,,,,50.0,,2.0,,1.0,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,56.0,0.0,50.0,,43.0,38.0,55.0,60.0,33.0,20.0,33.0,83.0,50.0,67.0,,7.0,9.0,1.0,4.0,,7.0,8.0,11.0,15.0,12.0,5.0,6.0,6.0,2.0,6.0,,4.0,5.0,0.0,2.0,,3.0,3.0,6.0,9.0,4.0,1.0,2.0,5.0,1.0,4.0,,,,100.0,,,7.0,,,7.0,,,,,,,,,
92236683,Rollatrd,stormscale,32.0,5544.0,12.0,40.0,33.0,50.0,55.0,15.0,64.0,75.0,30.0,55.0,72.0,50.0,57.0,67.0,100.0,33.0,16.0,10.0,6.0,6.0,11.0,13.0,14.0,16.0,20.0,11.0,18.0,2.0,7.0,3.0,1.0,6.0,2.0,4.0,2.0,3.0,6.0,2.0,9.0,12.0,6.0,6.0,13.0,1.0,4.0,2.0,1.0,2.0,100.0,,,2.0,,,2.0,,,,,,,,,,,
134029185,Mikeerô,drakthul,26.0,1921.0,0.0,42.0,67.0,67.0,,50.0,75.0,40.0,0.0,0.0,100.0,,100.0,,,100.0,1.0,12.0,3.0,3.0,,2.0,4.0,5.0,3.0,3.0,2.0,,1.0,,,1.0,0.0,5.0,2.0,2.0,,1.0,3.0,2.0,0.0,0.0,2.0,,1.0,,,1.0,,,,,,,,,,,0.0,,1.0,,0.0,,,
153522340,Parlene,blackhand,10.0,2489.0,60.0,,,33.0,,50.0,33.0,0.0,75.0,,,80.0,60.0,0.0,0.0,50.0,5.0,,,3.0,,4.0,3.0,1.0,4.0,,,5.0,5.0,2.0,1.0,2.0,3.0,,,1.0,,2.0,1.0,0.0,3.0,,,4.0,3.0,0.0,0.0,1.0,0.0,,,3.0,,,0.0,,,,67.0,,3.0,,2.0,100.0,1.0,1.0
92015115,Eiskonfekt,destromath,12.0,200.0,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164754611,Chítanda,argent-dawn,29.0,2097.0,0.0,,,50.0,,100.0,100.0,0.0,,100.0,,50.0,100.0,100.0,71.0,100.0,2.0,,,2.0,,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,7.0,1.0,0.0,,,1.0,,1.0,1.0,0.0,,2.0,,1.0,1.0,2.0,5.0,1.0,50.0,50.0,,4.0,2.0,,2.0,1.0,,,,,,,,,,
96001608,Strîke,thunderhorn,5.0,2952.0,86.0,100.0,12.0,50.0,0.0,100.0,,,33.0,,0.0,,,,,,7.0,3.0,8.0,2.0,1.0,2.0,,,3.0,,2.0,,,,,,6.0,3.0,1.0,1.0,0.0,2.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
113211822,Shoumetsu,twisting-nether,121.0,50885.0,45.0,51.0,58.0,56.0,55.0,44.0,47.0,61.0,56.0,47.0,42.0,100.0,100.0,60.0,50.0,50.0,93.0,144.0,111.0,131.0,120.0,104.0,124.0,59.0,140.0,76.0,33.0,3.0,4.0,5.0,8.0,4.0,42.0,74.0,64.0,74.0,66.0,46.0,58.0,36.0,78.0,36.0,14.0,3.0,4.0,3.0,4.0,2.0,0.0,,100.0,2.0,,27.0,0.0,,27.0,,100.0,,6.0,,6.0,,,
166455008,Consecratío,gilneas,14.0,707.0,0.0,,,100.0,100.0,,50.0,0.0,,0.0,,,100.0,100.0,,,2.0,,,1.0,1.0,,2.0,1.0,,2.0,,,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,0.0,,0.0,,,1.0,1.0,,,100.0,,,2.0,,,2.0,,,,,,,,,,,
218151876,Keiser,sylvanas,4.0,18227.0,0.0,,,0.0,,0.0,50.0,,,,,,,100.0,100.0,50.0,1.0,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,2.0,0.0,,,0.0,,0.0,1.0,,,,,,,1.0,1.0,1.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
198132579,Logyk,silvermoon,22.0,7425.0,73.0,,,55.0,,55.0,50.0,62.0,40.0,45.0,50.0,83.0,45.0,70.0,50.0,20.0,11.0,,,11.0,,11.0,14.0,8.0,10.0,11.0,6.0,6.0,11.0,10.0,12.0,10.0,8.0,,,6.0,,6.0,7.0,5.0,4.0,5.0,3.0,5.0,5.0,7.0,6.0,2.0,100.0,33.0,100.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
246474567,Acee,sylvanas,13.0,19698.0,56.0,36.0,34.0,41.0,33.0,57.0,47.0,23.0,27.0,43.0,24.0,78.0,50.0,54.0,60.0,20.0,63.0,56.0,61.0,85.0,73.0,61.0,85.0,30.0,74.0,35.0,21.0,9.0,8.0,13.0,5.0,5.0,35.0,20.0,21.0,35.0,24.0,35.0,40.0,7.0,20.0,15.0,5.0,7.0,4.0,7.0,3.0,1.0,20.0,100.0,,5.0,1.0,,1.0,1.0,,50.0,,4.0,,2.0,,,,
197169175,Yûméko,hyjal,3.0,21.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124614488,Yêsrôck,blackmoore,4.0,965.0,0.0,0.0,,0.0,,100.0,,,100.0,,,,,,100.0,,2.0,1.0,,1.0,,2.0,,,1.0,,,,,,1.0,,0.0,0.0,,0.0,,2.0,,,1.0,,,,,,1.0,,0.0,100.0,,2.0,1.0,,0.0,1.0,,,0.0,,1.0,,0.0,,,
189289124,Дефолтпал,gordunni,64.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,3.0,,1.0,,,
168470934,Okrutny,wildhammer,64.0,2261.0,0.0,,,67.0,,,100.0,14.0,60.0,38.0,,62.0,75.0,83.0,50.0,86.0,1.0,,,3.0,,,4.0,7.0,5.0,8.0,,8.0,8.0,6.0,2.0,7.0,0.0,,,2.0,,,4.0,1.0,3.0,3.0,,5.0,6.0,5.0,1.0,6.0,,0.0,100.0,,3.0,4.0,,0.0,4.0,,,,,,,,,
167574843,Hiera,earthen-ring,12.0,698.0,100.0,,,100.0,,50.0,50.0,100.0,100.0,67.0,,33.0,0.0,100.0,,100.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,3.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,0.0,2.0,,2.0,0.0,50.0,,1.0,2.0,,0.0,1.0,,50.0,,2.0,,1.0,,,,
69030711,Karlton,outland,137.0,31632.0,36.0,63.0,59.0,60.0,51.0,37.0,55.0,29.0,58.0,29.0,50.0,60.0,33.0,100.0,,75.0,47.0,196.0,118.0,78.0,61.0,35.0,20.0,7.0,19.0,7.0,4.0,5.0,3.0,2.0,,4.0,17.0,124.0,70.0,47.0,31.0,13.0,11.0,2.0,11.0,2.0,2.0,3.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
149003510,Skorne,defias-brotherhood,6.0,1782.0,25.0,,,0.0,,100.0,100.0,100.0,50.0,0.0,,100.0,67.0,33.0,33.0,0.0,4.0,,,1.0,,3.0,1.0,4.0,2.0,3.0,,1.0,3.0,3.0,3.0,2.0,1.0,,,0.0,,3.0,1.0,4.0,1.0,0.0,,1.0,2.0,1.0,1.0,0.0,67.0,,,6.0,,,4.0,,,,,,,,,,,
92976171,Anticlimaxs,thunderhorn,18.0,5906.0,60.0,75.0,20.0,60.0,33.0,75.0,45.0,56.0,50.0,25.0,50.0,86.0,62.0,20.0,50.0,50.0,10.0,8.0,10.0,15.0,3.0,4.0,11.0,9.0,10.0,20.0,2.0,7.0,8.0,5.0,2.0,4.0,6.0,6.0,2.0,9.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,6.0,5.0,1.0,1.0,2.0,,,,,,,,,,100.0,,1.0,,1.0,,,,
177028711,Пвпшерс,galakrond,10.0,1480.0,60.0,,,33.0,,100.0,,0.0,50.0,50.0,,,0.0,33.0,0.0,50.0,5.0,,,3.0,,3.0,,3.0,2.0,4.0,,,1.0,3.0,7.0,2.0,3.0,,,1.0,,3.0,,0.0,1.0,2.0,,,0.0,1.0,0.0,1.0,29.0,0.0,,7.0,1.0,,2.0,0.0,,0.0,,1.0,,0.0,,,,
112982678,Rubiconn,wildhammer,1.0,10.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
79314704,Nimfomanka,wildhammer,26.0,13810.0,44.0,55.0,50.0,57.0,67.0,22.0,35.0,38.0,52.0,43.0,0.0,,,,100.0,,82.0,22.0,38.0,28.0,21.0,40.0,23.0,8.0,25.0,7.0,3.0,,,,1.0,,36.0,12.0,19.0,16.0,14.0,9.0,8.0,3.0,13.0,3.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,
118644424,Tagarian,burning-legion,16.0,21250.0,32.0,73.0,63.0,69.0,62.0,50.0,40.0,18.0,42.0,69.0,,50.0,62.0,48.0,25.0,50.0,22.0,41.0,54.0,36.0,55.0,4.0,10.0,11.0,24.0,16.0,,22.0,24.0,25.0,4.0,18.0,7.0,30.0,34.0,25.0,34.0,2.0,4.0,2.0,10.0,11.0,,11.0,15.0,12.0,1.0,9.0,0.0,100.0,,1.0,1.0,,0.0,1.0,,180.0,,20.0,,36.0,,,,
165200548,Gaalkaa,thunderhorn,18.0,1372.0,0.0,25.0,100.0,100.0,,33.0,20.0,20.0,0.0,86.0,33.0,33.0,33.0,60.0,0.0,100.0,1.0,4.0,1.0,2.0,,3.0,5.0,5.0,4.0,7.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,100.0,,100.0,1.0,,4.0,1.0,,4.0,100.0,100.0,1.0,1.0,1.0,1.0,,,
150807740,Otto,elune,29.0,7748.0,70.0,67.0,100.0,50.0,,59.0,67.0,44.0,57.0,88.0,50.0,75.0,67.0,50.0,55.0,50.0,20.0,3.0,1.0,10.0,,17.0,9.0,9.0,7.0,8.0,2.0,4.0,3.0,6.0,11.0,10.0,14.0,2.0,1.0,5.0,,10.0,6.0,4.0,4.0,7.0,1.0,3.0,2.0,3.0,6.0,5.0,33.0,33.0,,3.0,6.0,,1.0,2.0,,,,,,,,,,
108831605,Lodeon,ysondre,4.0,586.0,100.0,,,,,,50.0,,0.0,50.0,,100.0,33.0,20.0,0.0,,1.0,,,,,,2.0,,2.0,2.0,,1.0,3.0,5.0,1.0,,1.0,,,,,,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,100.0,,2.0,,2.0,,,,
163618431,Dakosi,arthas,6.0,1446.0,60.0,,,0.0,,67.0,50.0,0.0,50.0,100.0,,50.0,17.0,,50.0,,5.0,,,2.0,,3.0,2.0,1.0,2.0,2.0,,2.0,6.0,,4.0,,3.0,,,0.0,,2.0,1.0,0.0,1.0,2.0,,1.0,1.0,,2.0,,75.0,,,4.0,,,3.0,,,0.0,,2.0,,0.0,,,,
136173955,Anymako,dun-modr,4.0,266.0,,,,100.0,,100.0,,,0.0,,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,
244869765,Нуарис,eversong,5.0,2027.0,100.0,,,100.0,,,33.0,100.0,33.0,100.0,,100.0,0.0,75.0,100.0,50.0,1.0,,,2.0,,,3.0,2.0,6.0,3.0,,2.0,2.0,4.0,3.0,2.0,1.0,,,2.0,,,1.0,2.0,2.0,3.0,,2.0,0.0,3.0,3.0,1.0,33.0,,,3.0,,,1.0,,,,,,,,,,,
197729329,Randoó,outland,4.0,381.0,,,,100.0,,,,100.0,100.0,100.0,,0.0,100.0,0.0,,0.0,,,,1.0,,,,1.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,,,1.0,,,,1.0,2.0,1.0,,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
166849639,Plude,defias-brotherhood,8.0,19.0,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163389825,Tyrallian,draenor,4.0,816.0,0.0,,,,,100.0,,,100.0,100.0,,,100.0,33.0,,50.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,3.0,,2.0,0.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
164846369,Klexe,blackrock,12.0,4952.0,75.0,,,60.0,,33.0,50.0,50.0,67.0,73.0,,60.0,44.0,50.0,50.0,31.0,8.0,,,5.0,,3.0,8.0,6.0,3.0,11.0,,5.0,9.0,8.0,6.0,13.0,6.0,,,3.0,,1.0,4.0,3.0,2.0,8.0,,3.0,4.0,4.0,3.0,4.0,57.0,,,14.0,,,8.0,,,0.0,83.0,1.0,6.0,0.0,5.0,,,
85088610,Xkapa,eredar,36.0,612.0,,100.0,0.0,100.0,,0.0,,,50.0,100.0,0.0,,,,,,,3.0,1.0,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,3.0,0.0,1.0,,0.0,,,1.0,2.0,0.0,,,,,,67.0,,,3.0,,,2.0,,,,,,,,,,,
165287936,Holzkûh,blackmoore,28.0,2449.0,100.0,,,100.0,,,71.0,67.0,43.0,60.0,,40.0,50.0,25.0,,86.0,1.0,,,4.0,,,7.0,3.0,7.0,10.0,,5.0,4.0,4.0,,7.0,1.0,,,4.0,,,5.0,2.0,3.0,6.0,,2.0,2.0,1.0,,6.0,,,,,,,,,,50.0,,4.0,,2.0,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
177378448,Lightcon,burning-legion,29.0,605.0,100.0,,,100.0,,0.0,100.0,,,,,,100.0,50.0,,100.0,2.0,,,1.0,,1.0,1.0,,,,,,1.0,2.0,,3.0,2.0,,,1.0,,0.0,1.0,,,,,,1.0,1.0,,3.0,67.0,100.0,,3.0,2.0,,2.0,2.0,,,,,,,,,,
116739417,Городем,galakrond,76.0,26925.0,52.0,45.0,27.0,58.0,40.0,75.0,38.0,43.0,49.0,49.0,40.0,1100.0,60.0,25.0,25.0,67.0,27.0,109.0,22.0,24.0,25.0,24.0,29.0,46.0,43.0,74.0,25.0,3.0,10.0,8.0,8.0,3.0,14.0,49.0,6.0,14.0,10.0,18.0,11.0,20.0,21.0,36.0,10.0,33.0,6.0,2.0,2.0,2.0,0.0,67.0,100.0,6.0,9.0,1.0,0.0,6.0,1.0,200.0,62.0,1.0,16.0,2.0,10.0,,,
159382094,Sylphark,suramar,31.0,3849.0,50.0,67.0,0.0,100.0,0.0,31.0,0.0,9.0,43.0,46.0,0.0,20.0,100.0,0.0,50.0,,14.0,3.0,1.0,2.0,1.0,16.0,3.0,11.0,14.0,13.0,1.0,5.0,1.0,1.0,8.0,,7.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,4.0,,0.0,,100.0,1.0,,1.0,0.0,,1.0,,,,,,,,,
115044010,Khán,wildhammer,10.0,959.0,,,,100.0,,50.0,100.0,100.0,100.0,33.0,,,50.0,,0.0,,,,,1.0,,2.0,1.0,1.0,1.0,3.0,,,2.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,0.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,
106250238,Chost,frostwolf,4.0,9951.0,60.0,29.0,60.0,44.0,0.0,0.0,33.0,,100.0,,,100.0,100.0,67.0,100.0,,5.0,7.0,5.0,16.0,1.0,1.0,3.0,,1.0,,,1.0,2.0,3.0,1.0,,3.0,2.0,3.0,7.0,0.0,0.0,1.0,,1.0,,,1.0,2.0,2.0,1.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,
237884474,Wahar,ghostlands,16.0,3795.0,50.0,67.0,50.0,100.0,100.0,0.0,50.0,0.0,0.0,20.0,0.0,,,,,,22.0,6.0,10.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,,,,,,11.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
106385058,Drokos,ravencrest,5.0,1221.0,100.0,0.0,,100.0,,,0.0,,50.0,100.0,100.0,100.0,100.0,100.0,,100.0,2.0,2.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,0.0,,1.0,,,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,20.0,,5.0,,1.0,,,
32454824,Sallem,wildhammer,46.0,8945.0,52.0,46.0,23.0,43.0,48.0,70.0,71.0,100.0,27.0,0.0,,,50.0,,,,151.0,35.0,44.0,14.0,25.0,20.0,14.0,1.0,15.0,3.0,,,2.0,,,,79.0,16.0,10.0,6.0,12.0,14.0,10.0,1.0,4.0,0.0,,,1.0,,,,0.0,,,2.0,,,0.0,,,,,,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,100.0,60.0,0.0,0.0,,,67.0,56.0,20.0,50.0,50.0,67.0,,,,,1.0,10.0,1.0,1.0,,,3.0,9.0,5.0,4.0,2.0,3.0,,,,,1.0,6.0,0.0,0.0,,,2.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
192502249,Grekkon,outland,29.0,2571.0,0.0,,,50.0,,,80.0,78.0,50.0,50.0,100.0,0.0,29.0,58.0,,60.0,1.0,,,12.0,,,5.0,9.0,6.0,4.0,1.0,3.0,7.0,12.0,,5.0,0.0,,,6.0,,,4.0,7.0,3.0,2.0,1.0,0.0,2.0,7.0,,3.0,0.0,100.0,,1.0,1.0,,0.0,1.0,,,,,,,,,,
174632438,Kurosan,cthun,30.0,1192.0,100.0,,,100.0,,75.0,100.0,0.0,0.0,,,100.0,50.0,,50.0,75.0,2.0,,,1.0,,4.0,1.0,2.0,1.0,,,1.0,2.0,,2.0,4.0,2.0,,,1.0,,3.0,1.0,0.0,0.0,,,1.0,1.0,,1.0,3.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
75425149,Athamon,dun-modr,24.0,4164.0,75.0,32.0,48.0,33.0,73.0,50.0,62.0,44.0,52.0,38.0,100.0,0.0,,100.0,,0.0,8.0,19.0,21.0,12.0,22.0,2.0,29.0,16.0,29.0,29.0,1.0,1.0,,1.0,,2.0,6.0,6.0,10.0,4.0,16.0,1.0,18.0,7.0,15.0,11.0,1.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,
112998208,Senzatie,ravencrest,5.0,418.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,
