character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won
158366847,Epicskillz,conseil-des-ombres,40.0,129912.0,48.0,60.0,49.0,53.0,54.0,58.0,60.0,59.0,53.0,63.0,59.0,50.0,,0.0,,67.0,90.0,62.0,40.0,,,62.0,101.0,503.0,277.0,282.0,209.0,115.0,398.0,184.0,323.0,212.0,90.0,2.0,,1.0,,21.0,10.0,13.0,5.0,,,13.0,48.0,303.0,136.0,150.0,112.0,67.0,238.0,108.0,172.0,134.0,53.0,1.0,,0.0,,14.0,9.0,8.0,2.0,,,8.0,,,
107271066,Twardziejszy,ravencrest,5.0,872.0,100.0,,,0.0,,100.0,33.0,0.0,100.0,100.0,,,,,,50.0,100.0,100.0,50.0,,100.0,100.0,1.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,,,,,,2.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,0.0,,1.0,1.0,0.0,1.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,0.0
174637182,Lyskrigern,twisting-nether,43.0,4669.0,60.0,,,50.0,,43.0,67.0,33.0,75.0,55.0,,50.0,,,,71.0,75.0,69.0,30.0,,,80.0,10.0,,,4.0,,14.0,12.0,3.0,8.0,11.0,,6.0,,,,7.0,8.0,13.0,10.0,,,15.0,6.0,,,2.0,,6.0,8.0,1.0,6.0,6.0,,3.0,,,,5.0,6.0,9.0,3.0,,,12.0,0.0,1.0,0.0
121115669,Caseryss,arathor,40.0,17411.0,25.0,78.0,67.0,70.0,38.0,31.0,33.0,70.0,50.0,50.0,60.0,50.0,,,,67.0,75.0,0.0,67.0,100.0,0.0,0.0,32.0,9.0,6.0,10.0,8.0,35.0,3.0,10.0,8.0,20.0,5.0,2.0,,,,3.0,4.0,3.0,6.0,52.0,1.0,4.0,8.0,7.0,4.0,7.0,3.0,11.0,1.0,7.0,4.0,10.0,3.0,1.0,,,,2.0,3.0,0.0,4.0,52.0,0.0,0.0,,,
149583156,Faarodiin,alonsus,2.0,17761.0,57.0,47.0,76.0,51.0,64.0,50.0,62.0,62.0,65.0,53.0,67.0,,,,,,100.0,0.0,,,,100.0,35.0,36.0,29.0,41.0,25.0,26.0,29.0,13.0,46.0,17.0,3.0,,,,,,5.0,2.0,,,,1.0,20.0,17.0,22.0,21.0,16.0,13.0,18.0,8.0,30.0,9.0,2.0,,,,,,5.0,0.0,,,,1.0,,,
93958393,Armantor,stormrage,24.0,9452.0,43.0,47.0,46.0,50.0,0.0,67.0,44.0,48.0,36.0,32.0,,,,100.0,,50.0,50.0,50.0,33.0,,,50.0,21.0,30.0,13.0,8.0,3.0,6.0,16.0,21.0,14.0,22.0,,,,1.0,,4.0,2.0,6.0,15.0,,,6.0,9.0,14.0,6.0,4.0,0.0,4.0,7.0,10.0,5.0,7.0,,,,1.0,,2.0,1.0,3.0,5.0,,,3.0,,,
138204505,Holyísh,twisting-nether,11.0,16642.0,38.0,43.0,58.0,44.0,41.0,50.0,40.0,44.0,45.0,22.0,0.0,100.0,,,,100.0,50.0,67.0,50.0,,,0.0,97.0,72.0,33.0,34.0,32.0,40.0,10.0,9.0,11.0,9.0,1.0,2.0,,,,1.0,2.0,3.0,2.0,,,1.0,37.0,31.0,19.0,15.0,13.0,20.0,4.0,4.0,5.0,2.0,0.0,2.0,,,,1.0,1.0,2.0,1.0,,,0.0,,,
162561989,Tarlxa,silvermoon,33.0,19376.0,65.0,48.0,49.0,47.0,27.0,50.0,57.0,54.0,67.0,50.0,58.0,,,20.0,,67.0,67.0,17.0,100.0,100.0,,100.0,80.0,69.0,37.0,36.0,22.0,8.0,23.0,37.0,30.0,36.0,19.0,,,5.0,,15.0,6.0,6.0,1.0,5.0,,2.0,52.0,33.0,18.0,17.0,6.0,4.0,13.0,20.0,20.0,18.0,11.0,,,1.0,,10.0,4.0,1.0,1.0,5.0,,2.0,,,
167000343,Wtholy,alonsus,1.0,6287.0,0.0,35.0,50.0,50.0,20.0,46.0,,25.0,,33.0,,,,,,,,,,,,,4.0,17.0,6.0,4.0,5.0,13.0,,4.0,,3.0,,,,,,,,,,,,,0.0,6.0,3.0,2.0,1.0,6.0,,1.0,,1.0,,,,,,,,,,,,,,,
197508562,Riposlavia,kazzak,66.0,5513.0,42.0,58.0,25.0,100.0,0.0,0.0,75.0,60.0,100.0,83.0,,100.0,,,,80.0,50.0,100.0,100.0,,100.0,33.0,12.0,12.0,8.0,5.0,2.0,1.0,12.0,5.0,2.0,6.0,,2.0,,,,5.0,2.0,5.0,1.0,,1.0,6.0,5.0,7.0,2.0,5.0,0.0,0.0,9.0,3.0,2.0,5.0,,2.0,,,,4.0,1.0,5.0,1.0,,1.0,2.0,,,
174630932,Happý,cthun,5.0,1738.0,0.0,60.0,50.0,100.0,0.0,17.0,100.0,60.0,67.0,0.0,100.0,0.0,,,,,0.0,,,,,100.0,2.0,5.0,2.0,2.0,1.0,6.0,1.0,5.0,3.0,2.0,3.0,1.0,,,,,1.0,,,,,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,,,,,0.0,,,,,1.0,,,
154500117,Heavydrink,ravencrest,54.0,6057.0,33.0,,,80.0,,75.0,65.0,77.0,93.0,65.0,,100.0,,0.0,,71.0,67.0,87.0,,,,73.0,6.0,,,10.0,,4.0,17.0,13.0,14.0,23.0,,2.0,,1.0,,21.0,15.0,23.0,,,,11.0,2.0,,,8.0,,3.0,11.0,10.0,13.0,15.0,,2.0,,0.0,,15.0,10.0,20.0,,,,8.0,60.0,5.0,3.0
131403913,Weinbaron,malfurion,11.0,3041.0,75.0,,,43.0,,50.0,57.0,33.0,60.0,44.0,,,,,,40.0,31.0,50.0,,,0.0,40.0,4.0,,,7.0,,2.0,14.0,12.0,10.0,9.0,,,,,,10.0,13.0,2.0,,,2.0,10.0,3.0,,,3.0,,1.0,8.0,4.0,6.0,4.0,,,,,,4.0,4.0,1.0,,,0.0,4.0,,,
237888346,Lightsalot,dragonblight,15.0,538.0,,,,100.0,,,0.0,0.0,50.0,100.0,,,,,,67.0,0.0,0.0,,,,0.0,,,,1.0,,,1.0,1.0,6.0,1.0,,,,,,3.0,1.0,1.0,,,,1.0,,,,1.0,,,0.0,0.0,3.0,1.0,,,,,,2.0,0.0,0.0,,,,0.0,,,
81642790,Strum,ravenholdt,28.0,35513.0,49.0,49.0,56.0,33.0,45.0,30.0,34.0,50.0,43.0,32.0,62.0,,,,,88.0,25.0,33.0,,100.0,,0.0,97.0,174.0,162.0,66.0,56.0,23.0,64.0,36.0,47.0,25.0,13.0,,,,,8.0,8.0,3.0,,1.0,,1.0,48.0,86.0,91.0,22.0,25.0,7.0,22.0,18.0,20.0,8.0,8.0,,,,,7.0,2.0,1.0,,1.0,,0.0,,,
65119615,Peakey,bronze-dragonflight,8.0,547.0,100.0,100.0,,50.0,,100.0,,100.0,,,,,,,,,,50.0,0.0,100.0,0.0,,1.0,1.0,,2.0,,3.0,,1.0,,,,,,,,,,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,3.0,,1.0,,,,,,,,,,1.0,0.0,1.0,0.0,,,,
167242394,Trophimus,der-abyssische-rat,6.0,465.0,,,,0.0,,,,,,100.0,,100.0,,,,100.0,50.0,,100.0,,,,,,,1.0,,,,,,2.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,0.0,,,,,,2.0,,1.0,,,,1.0,1.0,,1.0,,,,,,
158522043,Paddan,ragnaros,16.0,2389.0,30.0,43.0,43.0,50.0,50.0,25.0,75.0,20.0,0.0,75.0,50.0,,,,,,,,,,,50.0,10.0,7.0,7.0,8.0,6.0,8.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,,,,,,,,,,,1.0,,,
169830595,Dothan,tarren-mill,4.0,64538.0,87.0,100.0,0.0,,,83.0,,,,,,,,,,,,,,,,,46.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,40.0,1.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,
92976171,Anticlimaxs,thunderhorn,18.0,5906.0,60.0,75.0,20.0,60.0,33.0,75.0,45.0,56.0,50.0,25.0,50.0,,,,,86.0,62.0,20.0,50.0,,,50.0,10.0,8.0,10.0,15.0,3.0,4.0,11.0,9.0,10.0,20.0,2.0,,,,,7.0,8.0,5.0,2.0,,,4.0,6.0,6.0,2.0,9.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,,,,,6.0,5.0,1.0,1.0,,,2.0,100.0,1.0,1.0
111284359,Grogan,onyxia,3.0,497.0,,,,,,100.0,,,,0.0,,,,,,100.0,,100.0,0.0,,,0.0,,,,,,1.0,,,,1.0,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,1.0,,,,0.0,,,,,,1.0,,2.0,0.0,,,0.0,,,
68618870,Burgzor,ravencrest,23.0,562.0,100.0,0.0,,0.0,,100.0,50.0,100.0,100.0,100.0,,33.0,,,,,,,0.0,,,50.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,,3.0,,,,,,,1.0,,,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,0.0,,,1.0,,,
150682625,Hapata,kul-tiras,52.0,865.0,0.0,,,,,,,,,,,,,,,,,100.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
191894312,Palidrum,outland,1.0,46.0,100.0,,,,,50.0,,,,,,0.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
112725711,Lightsong,defias-brotherhood,5.0,811.0,0.0,50.0,100.0,,0.0,0.0,0.0,0.0,,100.0,100.0,100.0,,,,,,,,,,,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,,,,,,,,,,,,,
114632965,Kaladas,khaz-modan,49.0,2645.0,0.0,50.0,,,0.0,,0.0,33.0,40.0,0.0,,,,0.0,,300.0,,100.0,50.0,100.0,,,1.0,4.0,,,1.0,,3.0,6.0,5.0,3.0,,,,1.0,,1.0,,1.0,2.0,2.0,,,0.0,2.0,,,0.0,,0.0,2.0,2.0,0.0,,,,0.0,,3.0,,1.0,1.0,2.0,,,,,
173384551,Herms,ragnaros,1.0,69.0,100.0,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,
159094565,Aue,anachronos,1.0,186.0,,,,0.0,,,,,50.0,,,,,,,0.0,100.0,0.0,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,,,0.0,,,,,1.0,,,,,,,0.0,2.0,0.0,,,,,,,
3972532,Pleasurez,kul-tiras,1.0,10509.0,100.0,48.0,42.0,57.0,0.0,50.0,,,100.0,,,,,,,,,,,,,,2.0,25.0,36.0,14.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,2.0,12.0,15.0,8.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,
226281135,Swedoblanca,sylvanas,38.0,34436.0,51.0,62.0,41.0,43.0,43.0,44.0,40.0,18.0,43.0,41.0,50.0,0.0,,,,86.0,50.0,0.0,33.0,100.0,,100.0,251.0,110.0,99.0,88.0,86.0,95.0,58.0,11.0,53.0,22.0,18.0,1.0,,,,7.0,6.0,1.0,9.0,4.0,,1.0,129.0,68.0,41.0,38.0,37.0,42.0,23.0,2.0,23.0,9.0,9.0,0.0,,,,6.0,3.0,0.0,3.0,4.0,,1.0,,,
196649987,Brumhìlda,silvermoon,2.0,537.0,,,,,,,,50.0,33.0,100.0,,100.0,,,,0.0,50.0,,,,,67.0,,,,,,,,4.0,3.0,1.0,,1.0,,,,2.0,2.0,,,,,3.0,,,,,,,,2.0,1.0,1.0,,1.0,,,,0.0,1.0,,,,,2.0,,,
154260401,Éldrath,turalyon,12.0,3641.0,40.0,,,0.0,,61.0,0.0,100.0,100.0,0.0,,36.0,,,,100.0,,,44.0,,,100.0,15.0,,,2.0,,18.0,2.0,1.0,1.0,2.0,,11.0,,,,1.0,,,9.0,,,1.0,6.0,,,0.0,,11.0,0.0,1.0,1.0,0.0,,4.0,,,,1.0,,,4.0,,,1.0,,,
245976554,Verac,kilrogg,20.0,5169.0,58.0,,,71.0,,62.0,50.0,64.0,67.0,60.0,,82.0,,,,62.0,64.0,62.0,60.0,,,67.0,12.0,,,14.0,,8.0,12.0,14.0,12.0,10.0,,11.0,,,,13.0,14.0,13.0,5.0,,,12.0,7.0,,,10.0,,5.0,6.0,9.0,8.0,6.0,,9.0,,,,8.0,9.0,8.0,3.0,,,8.0,0.0,4.0,0.0
177117606,Ibbeefy,quelthalas,1.0,135.0,0.0,,,,,,,,,,,100.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,0.0,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,
176309176,Psydoorf,burning-legion,28.0,49.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
195388655,Tamagrou,silvermoon,9.0,3119.0,40.0,,50.0,60.0,,60.0,0.0,33.0,100.0,50.0,,25.0,,71.0,,80.0,100.0,100.0,56.0,,,0.0,5.0,,2.0,5.0,,5.0,2.0,3.0,1.0,2.0,,8.0,,7.0,,5.0,1.0,1.0,9.0,,,3.0,2.0,,1.0,3.0,,3.0,0.0,1.0,1.0,1.0,,2.0,,5.0,,4.0,1.0,1.0,5.0,,,0.0,,,
191018791,Деминелль,gordunni,64.0,147.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,
208240427,Bifor,runetotem,9.0,4913.0,50.0,50.0,0.0,50.0,0.0,100.0,10.0,56.0,25.0,33.0,33.0,0.0,,,,,50.0,33.0,25.0,,,50.0,16.0,2.0,1.0,2.0,3.0,9.0,10.0,9.0,4.0,3.0,3.0,3.0,,,,,2.0,3.0,4.0,,,2.0,8.0,1.0,0.0,1.0,0.0,9.0,1.0,5.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,,,1.0,,,
126401830,Adjective,kul-tiras,7.0,3728.0,56.0,,,62.0,,42.0,50.0,100.0,67.0,0.0,,38.0,,100.0,,0.0,43.0,50.0,75.0,,,33.0,16.0,,,8.0,,12.0,2.0,6.0,3.0,1.0,,8.0,,2.0,,3.0,7.0,6.0,8.0,,,3.0,9.0,,,5.0,,5.0,1.0,6.0,2.0,0.0,,3.0,,2.0,,0.0,3.0,3.0,6.0,,,1.0,,,
163630499,Bozk,sanguino,5.0,148.0,,,,100.0,,100.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,0.0,0.0,,,,,,
74561968,Shîpsy,proudmoore,30.0,11880.0,66.0,55.0,55.0,46.0,39.0,65.0,59.0,38.0,29.0,58.0,30.0,0.0,,,,50.0,,0.0,,,0.0,,50.0,47.0,49.0,26.0,33.0,31.0,29.0,37.0,31.0,36.0,20.0,3.0,,,,4.0,,2.0,,,1.0,,33.0,26.0,27.0,12.0,13.0,20.0,17.0,14.0,9.0,21.0,6.0,0.0,,,,2.0,,0.0,,,0.0,,,,
153541207,Kochaka,anachronos,8.0,3157.0,50.0,,,60.0,,50.0,67.0,62.0,0.0,57.0,0.0,,,100.0,,33.0,60.0,40.0,67.0,100.0,100.0,,2.0,,,5.0,,2.0,3.0,8.0,4.0,7.0,1.0,,,2.0,,3.0,10.0,5.0,6.0,1.0,8.0,,1.0,,,3.0,,1.0,2.0,5.0,0.0,4.0,0.0,,,2.0,,1.0,6.0,2.0,4.0,1.0,8.0,,,,
157470053,Deloca,stormscale,11.0,1754.0,75.0,,,,,0.0,0.0,80.0,0.0,50.0,,50.0,,,,33.0,0.0,0.0,50.0,,,67.0,4.0,,,,,4.0,1.0,5.0,3.0,4.0,,6.0,,,,3.0,2.0,1.0,4.0,,,3.0,3.0,,,,,0.0,0.0,4.0,0.0,2.0,,3.0,,,,1.0,0.0,0.0,2.0,,,2.0,0.0,1.0,0.0
163098365,Rangason,bloodhoof,1.0,324.0,,,,,,,,,,,,,,,,,100.0,,,,33.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,
176689490,Mizan,ragnaros,5.0,1679.0,50.0,,,0.0,,25.0,0.0,67.0,50.0,100.0,,50.0,,50.0,,100.0,0.0,80.0,67.0,,,,4.0,,,2.0,,4.0,1.0,3.0,4.0,1.0,,4.0,,2.0,,1.0,1.0,5.0,3.0,,,,2.0,,,0.0,,1.0,0.0,2.0,2.0,1.0,,2.0,,1.0,,1.0,0.0,4.0,2.0,,,,,,
94838937,Volen,bloodhoof,5.0,4847.0,59.0,,,67.0,,0.0,,0.0,75.0,33.0,67.0,0.0,,,,,67.0,60.0,,100.0,,,169.0,,,3.0,,1.0,,2.0,4.0,3.0,3.0,1.0,,,,,3.0,5.0,,5.0,,,99.0,,,2.0,,0.0,,0.0,3.0,1.0,2.0,0.0,,,,,2.0,3.0,,5.0,,,,,
159090294,Sinnerdie,anachronos,2.0,617.0,0.0,,,,,20.0,,,,,,,,,,100.0,0.0,0.0,100.0,,,,1.0,,,,,5.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,0.0,,,,,1.0,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,
202364464,Murég,arathor,17.0,51.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
158953594,Byakuren,earthen-ring,35.0,9204.0,67.0,40.0,40.0,50.0,27.0,71.0,44.0,23.0,50.0,62.0,31.0,0.0,,100.0,,0.0,0.0,100.0,45.0,,,100.0,21.0,15.0,15.0,16.0,22.0,24.0,18.0,22.0,22.0,24.0,16.0,2.0,,1.0,,1.0,1.0,1.0,11.0,,,2.0,14.0,6.0,6.0,8.0,6.0,17.0,8.0,5.0,11.0,15.0,5.0,0.0,,1.0,,0.0,0.0,1.0,5.0,,,2.0,,,
135560987,Caang,anachronos,59.0,25541.0,53.0,56.0,66.0,59.0,46.0,29.0,57.0,58.0,51.0,58.0,55.0,100.0,,,,,,,0.0,100.0,,,60.0,94.0,73.0,49.0,41.0,69.0,70.0,67.0,59.0,64.0,55.0,1.0,,,,,,,1.0,2.0,,,32.0,53.0,48.0,29.0,19.0,20.0,40.0,39.0,30.0,37.0,30.0,1.0,,,,,,,0.0,2.0,,,,,
175927311,Metalwall,ragnaros,1.0,49.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
105841274,Lalunatic,alonsus,3.0,771.0,67.0,,,,,50.0,,,,,,33.0,,,,,,0.0,0.0,,,,6.0,,,,,4.0,,,,,,3.0,,,,,,1.0,1.0,,,,4.0,,,,,2.0,,,,,,1.0,,,,,,0.0,0.0,,,,,,
156303209,Idiots,ravencrest,31.0,359.0,,,,0.0,,,50.0,50.0,,,,,,,,100.0,,100.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,1.0,,2.0,,,,,,,,0.0,,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,
174509571,Kethmil,dun-modr,7.0,382.0,33.0,,,0.0,,100.0,,,,,,,,,,,0.0,,100.0,,,,3.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,0.0,,1.0,,,,,,,,,,,0.0,,1.0,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,,,,,,,,,,,,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,,,,,,,,,,,,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,40.0,,,0.0,,0.0,0.0,0.0,33.0,100.0,,100.0,,,,0.0,33.0,0.0,33.0,,,75.0,5.0,,,3.0,,4.0,1.0,2.0,3.0,2.0,,4.0,,,,4.0,9.0,1.0,3.0,,,4.0,2.0,,,0.0,,0.0,0.0,0.0,1.0,2.0,,4.0,,,,0.0,3.0,0.0,1.0,,,3.0,,,
197456256,Keirri,chamber-of-aspects,25.0,1520.0,33.0,100.0,100.0,100.0,67.0,33.0,67.0,100.0,67.0,60.0,50.0,,,,,,0.0,,,,,,6.0,3.0,1.0,1.0,3.0,12.0,6.0,2.0,6.0,5.0,2.0,,,,,,1.0,,,,,,2.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,,,,,,0.0,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,,57.0,,81.0,60.0,47.0,70.0,43.0,,67.0,,,,88.0,64.0,62.0,56.0,,,57.0,33.0,,,7.0,,27.0,10.0,15.0,10.0,7.0,,6.0,,,,8.0,11.0,13.0,18.0,,,7.0,18.0,,,4.0,,22.0,6.0,7.0,7.0,3.0,,4.0,,,,7.0,7.0,8.0,10.0,,,4.0,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,,,100.0,,100.0,33.0,33.0,50.0,0.0,33.0,100.0,,,,100.0,20.0,50.0,0.0,,,33.0,1.0,,,1.0,,1.0,3.0,3.0,4.0,1.0,3.0,1.0,,,,2.0,5.0,4.0,3.0,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,1.0,,,,2.0,1.0,2.0,0.0,,,1.0,,,
154156029,Saluai,ravencrest,10.0,1344.0,75.0,0.0,33.0,20.0,0.0,100.0,50.0,50.0,33.0,67.0,33.0,,,,,,,,,,,,4.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
174641375,Yuriy,terokkar,20.0,7235.0,57.0,100.0,,60.0,,67.0,73.0,44.0,31.0,92.0,33.0,33.0,,,,54.0,50.0,69.0,25.0,,,67.0,7.0,1.0,,10.0,,12.0,15.0,18.0,13.0,13.0,3.0,3.0,,,,13.0,8.0,13.0,8.0,,,9.0,4.0,1.0,,6.0,,8.0,11.0,8.0,4.0,12.0,1.0,1.0,,,,7.0,4.0,9.0,2.0,,,6.0,,,
172282778,Denethan,chogall,37.0,2577.0,50.0,,,,,67.0,64.0,50.0,67.0,60.0,,,,,,50.0,22.0,64.0,0.0,,,67.0,2.0,,,,,3.0,11.0,6.0,6.0,5.0,,,,,,10.0,9.0,11.0,2.0,,,3.0,1.0,,,,,2.0,7.0,3.0,4.0,3.0,,,,,,5.0,2.0,7.0,0.0,,,2.0,20.0,5.0,1.0
195546967,Glorjus,nemesis,8.0,531.0,,,,0.0,,,,100.0,,0.0,,0.0,,,,100.0,,0.0,0.0,,,,,,,1.0,,,,1.0,,1.0,,2.0,,,,1.0,,2.0,1.0,,,,,,,0.0,,,,1.0,,0.0,,0.0,,,,1.0,,0.0,0.0,,,,100.0,1.0,1.0
83240645,Brainfather,outland,31.0,31227.0,59.0,62.0,59.0,59.0,48.0,57.0,64.0,48.0,49.0,45.0,56.0,33.0,,,,67.0,0.0,67.0,0.0,,,50.0,102.0,94.0,94.0,92.0,80.0,77.0,90.0,21.0,81.0,29.0,25.0,3.0,,,,3.0,3.0,3.0,3.0,,,4.0,60.0,58.0,55.0,54.0,38.0,44.0,58.0,10.0,40.0,13.0,14.0,1.0,,,,2.0,0.0,2.0,0.0,,,2.0,,,
201842815,Йорду,gordunni,43.0,4985.0,0.0,100.0,33.0,50.0,,50.0,20.0,60.0,30.0,56.0,50.0,50.0,,,,56.0,62.0,0.0,20.0,100.0,50.0,67.0,2.0,3.0,3.0,8.0,,6.0,5.0,5.0,10.0,9.0,12.0,2.0,,,,9.0,8.0,1.0,5.0,1.0,8.0,3.0,0.0,3.0,1.0,4.0,,3.0,1.0,3.0,3.0,5.0,6.0,1.0,,,,5.0,5.0,0.0,1.0,1.0,4.0,2.0,,,
160134091,Malumière,hyjal,12.0,2107.0,60.0,,0.0,40.0,,71.0,60.0,50.0,60.0,50.0,,,,,,75.0,17.0,0.0,0.0,,,,10.0,,1.0,5.0,,7.0,5.0,4.0,5.0,4.0,,,,,,4.0,6.0,1.0,7.0,,,,6.0,,0.0,2.0,,5.0,3.0,2.0,3.0,2.0,,,,,,3.0,1.0,0.0,0.0,,,,,,
105146504,Shortstump,alonsus,9.0,1838.0,,65.0,86.0,100.0,,,,33.0,,100.0,,,,,,,,,,,,,,20.0,7.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,13.0,6.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13328.0,0.0,33.0,100.0,60.0,,100.0,55.0,60.0,52.0,75.0,86.0,50.0,,100.0,,72.0,68.0,56.0,100.0,100.0,25.0,65.0,3.0,6.0,1.0,47.0,,2.0,31.0,35.0,29.0,40.0,7.0,2.0,,1.0,,32.0,25.0,18.0,1.0,1.0,4.0,23.0,0.0,2.0,1.0,28.0,,2.0,17.0,21.0,15.0,30.0,6.0,1.0,,1.0,,23.0,17.0,10.0,1.0,1.0,1.0,15.0,,,
