character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
197478109,Saesenthesis,nemesis,13.0,268.0,,,,,,,,,,0.0,,,0.0,50.0,50.0,,100.0,,,,,,,,,,2.0,,,1.0,2.0,2.0,,1.0,,,,,,,,,,0.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
96934379,Been,frostwolf,3.0,192.0,,,100.0,,,0.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117750486,Topical,stormscale,16.0,1367.0,29.0,,,75.0,,0.0,50.0,,,100.0,,50.0,33.0,75.0,100.0,,50.0,7.0,,,4.0,,3.0,2.0,,,3.0,,2.0,3.0,4.0,1.0,,2.0,2.0,,,3.0,,0.0,1.0,,,3.0,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
197560836,Nithium,hyjal,21.0,13978.0,43.0,56.0,60.0,52.0,52.0,65.0,50.0,73.0,50.0,53.0,60.0,33.0,50.0,33.0,100.0,100.0,25.0,21.0,32.0,30.0,23.0,25.0,23.0,24.0,11.0,22.0,15.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,9.0,18.0,18.0,12.0,13.0,15.0,12.0,8.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,100.0,,,3.0,,,3.0,,,,,,,,,,,
197141036,Munchise,silvermoon,6.0,14200.0,44.0,49.0,67.0,43.0,45.0,61.0,50.0,50.0,61.0,53.0,80.0,50.0,100.0,50.0,100.0,75.0,100.0,101.0,43.0,45.0,28.0,22.0,33.0,22.0,30.0,31.0,30.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,44.0,21.0,30.0,12.0,10.0,20.0,11.0,15.0,19.0,16.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,
209619877,Кайливи,gordunni,41.0,19290.0,46.0,50.0,60.0,54.0,64.0,37.0,61.0,59.0,53.0,48.0,36.0,23.0,50.0,40.0,50.0,60.0,100.0,54.0,16.0,20.0,13.0,11.0,27.0,18.0,17.0,19.0,23.0,11.0,13.0,2.0,5.0,2.0,5.0,1.0,25.0,8.0,12.0,7.0,7.0,10.0,11.0,10.0,10.0,11.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,900.0,1.0,9.0,,,,,,
160711211,Hugen,tarren-mill,15.0,2967.0,0.0,,,50.0,,50.0,100.0,62.0,80.0,75.0,,50.0,86.0,57.0,100.0,,44.0,2.0,,,4.0,,2.0,2.0,8.0,5.0,4.0,,2.0,7.0,7.0,5.0,,9.0,0.0,,,2.0,,1.0,2.0,5.0,4.0,3.0,,1.0,6.0,4.0,5.0,,4.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
76947846,Kynval,nemesis,10.0,7648.0,40.0,67.0,43.0,45.0,45.0,33.0,59.0,46.0,39.0,27.0,,,100.0,100.0,0.0,,,20.0,33.0,21.0,22.0,20.0,12.0,22.0,13.0,18.0,11.0,,,1.0,1.0,1.0,,,8.0,22.0,9.0,10.0,9.0,4.0,13.0,6.0,7.0,3.0,,,1.0,1.0,0.0,,,,,0.0,,,2.0,,,0.0,,,,,,,,,
226400871,Zaxonia,sylvanas,41.0,6178.0,53.0,83.0,100.0,0.0,,67.0,67.0,33.0,50.0,57.0,100.0,15.0,0.0,50.0,75.0,,100.0,15.0,6.0,1.0,2.0,,6.0,3.0,3.0,4.0,7.0,2.0,20.0,2.0,4.0,4.0,,1.0,8.0,5.0,1.0,0.0,,4.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,2.0,3.0,,1.0,0.0,,25.0,1.0,,16.0,0.0,,4.0,,,,,,,,,
195998496,Muchkata,kazzak,28.0,770.0,,67.0,,0.0,100.0,100.0,100.0,0.0,,,100.0,,,,,,,,3.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,2.0,,0.0,1.0,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
164652338,Bregolas,bronzebeard,11.0,2132.0,50.0,,,67.0,,50.0,75.0,50.0,0.0,71.0,,,33.0,100.0,100.0,40.0,50.0,4.0,,,6.0,,2.0,4.0,6.0,3.0,7.0,,,3.0,2.0,1.0,5.0,4.0,2.0,,,4.0,,1.0,3.0,3.0,0.0,5.0,,,1.0,2.0,1.0,2.0,2.0,,100.0,,,26.0,,,26.0,,,,,,,,,,
188133537,Paliçh,hyjal,32.0,32841.0,57.0,37.0,49.0,34.0,42.0,68.0,31.0,46.0,48.0,49.0,58.0,100.0,80.0,,50.0,100.0,33.0,54.0,130.0,71.0,86.0,50.0,68.0,61.0,61.0,75.0,63.0,26.0,1.0,5.0,,2.0,1.0,3.0,31.0,48.0,35.0,29.0,21.0,46.0,19.0,28.0,36.0,31.0,15.0,1.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
172809122,Andû,hyjal,10.0,778.0,0.0,,,0.0,,100.0,,0.0,50.0,50.0,,,25.0,50.0,,50.0,100.0,2.0,,,1.0,,1.0,,1.0,2.0,2.0,,,4.0,2.0,,2.0,1.0,0.0,,,0.0,,1.0,,0.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
163855564,Оникаминсайд,howling-fjord,51.0,176.0,,,,,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
186167344,Hakiluke,nemesis,45.0,1104.0,67.0,,,,,,,0.0,,0.0,,75.0,33.0,67.0,50.0,50.0,0.0,3.0,,,,,,,1.0,,1.0,,4.0,3.0,3.0,4.0,2.0,1.0,2.0,,,,,,,0.0,,0.0,,3.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,
170123188,Helige,stormreaver,6.0,17013.0,49.0,43.0,56.0,46.0,53.0,68.0,56.0,0.0,62.0,56.0,75.0,,,,,100.0,,49.0,53.0,59.0,35.0,53.0,34.0,43.0,2.0,13.0,9.0,4.0,,,,,1.0,,24.0,23.0,33.0,16.0,28.0,23.0,24.0,0.0,8.0,5.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
150473117,Galandiel,anachronos,5.0,493.0,,,,,,,33.0,,100.0,0.0,0.0,,100.0,20.0,,,100.0,,,,,,,3.0,,1.0,1.0,1.0,,2.0,5.0,,,2.0,,,,,,,1.0,,1.0,0.0,0.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
140130419,Precalypse,blackrock,6.0,1745.0,40.0,,67.0,100.0,0.0,50.0,67.0,100.0,50.0,33.0,0.0,,,,,,,5.0,,3.0,1.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,,,,,,,2.0,,2.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
140599113,Stylana,thrall,4.0,28944.0,61.0,73.0,64.0,54.0,50.0,53.0,22.0,100.0,71.0,,,,,0.0,0.0,0.0,,59.0,30.0,42.0,26.0,28.0,34.0,9.0,1.0,7.0,,,,,1.0,1.0,1.0,,36.0,22.0,27.0,14.0,14.0,18.0,2.0,1.0,5.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
109150169,Goreshield,draenor,27.0,2040.0,40.0,,,0.0,,0.0,57.0,50.0,33.0,33.0,,83.0,29.0,57.0,40.0,67.0,50.0,5.0,,,2.0,,1.0,7.0,4.0,3.0,6.0,,6.0,7.0,7.0,5.0,3.0,4.0,2.0,,,0.0,,0.0,4.0,2.0,1.0,2.0,,5.0,2.0,4.0,2.0,2.0,2.0,0.0,,,1.0,,,0.0,,,33.0,3.0,1.0,,,,,,
172720361,Boeykep,silvermoon,2.0,939.0,,65.0,0.0,,,,,,,100.0,,,,,,,,,20.0,1.0,,,,,,,1.0,,,,,,,,,13.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
164489209,Ialon,kazzak,6.0,234.0,,,100.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131473848,Agmius,argent-dawn,65.0,31007.0,55.0,42.0,45.0,47.0,35.0,54.0,44.0,51.0,42.0,49.0,31.0,33.0,100.0,70.0,50.0,50.0,83.0,78.0,125.0,122.0,77.0,78.0,84.0,73.0,37.0,71.0,51.0,29.0,3.0,13.0,10.0,6.0,6.0,6.0,43.0,52.0,55.0,36.0,27.0,45.0,32.0,19.0,30.0,25.0,9.0,1.0,13.0,7.0,3.0,3.0,5.0,0.0,,,1.0,,,0.0,,,1200.0,2.0,24.0,,,,,,
193742684,Izlandhil,archimonde,11.0,843.0,,,,,,,100.0,50.0,,0.0,,100.0,0.0,,0.0,100.0,,,,,,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,0.0,,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,
108726073,Mekaron,quelthalas,18.0,21179.0,53.0,66.0,60.0,42.0,57.0,65.0,60.0,33.0,71.0,60.0,56.0,,,,0.0,,,64.0,101.0,53.0,48.0,42.0,31.0,10.0,6.0,21.0,10.0,9.0,,,,1.0,,,34.0,67.0,32.0,20.0,24.0,20.0,6.0,2.0,15.0,6.0,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
73066825,Дарклекс,howling-fjord,66.0,27739.0,33.0,62.0,50.0,50.0,53.0,41.0,64.0,56.0,48.0,72.0,70.0,,700.0,40.0,,57.0,100.0,89.0,101.0,42.0,50.0,32.0,27.0,25.0,27.0,29.0,25.0,10.0,,1.0,5.0,,7.0,3.0,29.0,63.0,21.0,25.0,17.0,11.0,16.0,15.0,14.0,18.0,7.0,,7.0,2.0,,4.0,3.0,0.0,100.0,100.0,1.0,82.0,1.0,0.0,82.0,1.0,,,,,,,,,
127645662,Krionte,nemesis,18.0,14735.0,41.0,53.0,54.0,56.0,46.0,46.0,50.0,60.0,80.0,50.0,56.0,100.0,17.0,,0.0,,0.0,70.0,43.0,39.0,18.0,13.0,13.0,8.0,10.0,5.0,14.0,9.0,1.0,6.0,,2.0,,1.0,29.0,23.0,21.0,10.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,1.0,1.0,,0.0,,0.0,,,71.0,,,7.0,,,5.0,400.0,2.0,8.0,,,,,,
130301630,Dialdrin,twisting-nether,32.0,3133.0,25.0,,,50.0,,100.0,33.0,43.0,50.0,58.0,0.0,100.0,12.0,88.0,71.0,0.0,40.0,4.0,,,10.0,,1.0,6.0,7.0,6.0,19.0,1.0,2.0,8.0,8.0,7.0,3.0,5.0,1.0,,,5.0,,1.0,2.0,3.0,3.0,11.0,0.0,2.0,1.0,7.0,5.0,0.0,2.0,,,,,,,,,,75.0,4.0,3.0,,,,,,
140013807,Pingudin,arthas,42.0,10884.0,72.0,55.0,62.0,47.0,40.0,57.0,64.0,57.0,74.0,70.0,54.0,,50.0,0.0,,,,25.0,55.0,42.0,19.0,15.0,14.0,22.0,21.0,50.0,10.0,13.0,,8.0,2.0,,,,18.0,30.0,26.0,9.0,6.0,8.0,14.0,12.0,37.0,7.0,7.0,,4.0,0.0,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,
185544457,Naìo,elune,7.0,654.0,,,,40.0,,,100.0,,,33.0,,,,0.0,100.0,,0.0,,,,5.0,,,2.0,,,3.0,,,,2.0,1.0,,1.0,,,,2.0,,,2.0,,,1.0,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
20510895,Borrel,blackmoore,5.0,2557.0,25.0,,0.0,100.0,,25.0,100.0,75.0,67.0,50.0,100.0,,,,100.0,,100.0,4.0,,1.0,8.0,,4.0,1.0,4.0,3.0,2.0,2.0,,,,2.0,,1.0,1.0,,0.0,8.0,,1.0,1.0,3.0,2.0,1.0,2.0,,,,2.0,,1.0,,,50.0,,,2.0,,,1.0,,,,,,,,,
174632438,Kurosan,cthun,30.0,1192.0,100.0,,,100.0,,75.0,100.0,0.0,0.0,,,0.0,100.0,50.0,,50.0,75.0,2.0,,,1.0,,4.0,1.0,2.0,1.0,,,1.0,1.0,2.0,,2.0,4.0,2.0,,,1.0,,3.0,1.0,0.0,0.0,,,0.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,
173149781,Eliendir,dalaran,10.0,1390.0,50.0,,,0.0,,33.0,40.0,,25.0,100.0,,50.0,0.0,50.0,,,,6.0,,,1.0,,3.0,5.0,,4.0,1.0,,4.0,2.0,2.0,,,,3.0,,,0.0,,1.0,2.0,,1.0,1.0,,2.0,0.0,1.0,,,,100.0,,,2.0,,,2.0,,,,,,,,,50.0,2.0,1.0
174967688,Gosheeven,hyjal,1.0,458.0,,,,,,,0.0,0.0,0.0,,,,50.0,100.0,50.0,0.0,,,,,,,,1.0,2.0,1.0,,,,2.0,1.0,2.0,2.0,,,,,,,,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,
166196072,Отжигаю,galakrond,30.0,8079.0,78.0,47.0,50.0,54.0,73.0,22.0,56.0,82.0,14.0,56.0,67.0,,50.0,50.0,50.0,,0.0,9.0,15.0,10.0,13.0,15.0,9.0,9.0,22.0,7.0,18.0,12.0,,4.0,2.0,2.0,,1.0,7.0,7.0,5.0,7.0,11.0,2.0,5.0,18.0,1.0,10.0,8.0,,2.0,1.0,1.0,,0.0,100.0,,,1.0,,,1.0,,,,,,,,,,,
146522314,Баблодинка,howling-fjord,11.0,712.0,0.0,,,,,100.0,,50.0,,100.0,,,,100.0,100.0,,0.0,2.0,,,,,2.0,,2.0,,1.0,,,,1.0,1.0,,1.0,0.0,,,,,2.0,,1.0,,1.0,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
195078211,Ronby,aegwynn,20.0,4137.0,73.0,,,0.0,,71.0,,,0.0,100.0,,38.0,0.0,,50.0,70.0,,15.0,,,2.0,,14.0,,,1.0,2.0,,16.0,2.0,,2.0,10.0,,11.0,,,0.0,,10.0,,,0.0,2.0,,6.0,0.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,
151732448,Henix,the-maelstrom,6.0,1819.0,75.0,,,67.0,0.0,50.0,67.0,50.0,0.0,75.0,,67.0,0.0,0.0,0.0,100.0,0.0,4.0,,,3.0,1.0,4.0,3.0,4.0,2.0,4.0,,3.0,2.0,2.0,1.0,1.0,3.0,3.0,,,2.0,0.0,2.0,2.0,2.0,0.0,3.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,,0.0,,,0.0,1.0,0.0,,,,,,
202738846,Дхоатеус,soulflayer,8.0,1805.0,50.0,,,50.0,,0.0,100.0,67.0,40.0,50.0,,0.0,100.0,43.0,40.0,100.0,67.0,2.0,,,2.0,,2.0,2.0,3.0,5.0,8.0,,2.0,3.0,7.0,5.0,1.0,3.0,1.0,,,1.0,,0.0,2.0,2.0,2.0,4.0,,0.0,3.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
129150771,Lucatiéll,defias-brotherhood,21.0,16626.0,50.0,50.0,63.0,42.0,37.0,33.0,50.0,50.0,57.0,60.0,,,,0.0,,,,78.0,74.0,86.0,24.0,19.0,18.0,20.0,4.0,23.0,10.0,,,,1.0,,,,39.0,37.0,54.0,10.0,7.0,6.0,10.0,2.0,13.0,6.0,,,,0.0,,,,,,0.0,,,6.0,,,0.0,,,,,,,,,
131225862,Piciipocok,lightbringer,26.0,8702.0,33.0,56.0,60.0,55.0,75.0,30.0,29.0,55.0,45.0,53.0,40.0,50.0,25.0,71.0,33.0,57.0,25.0,15.0,9.0,5.0,11.0,4.0,20.0,14.0,11.0,11.0,15.0,5.0,2.0,4.0,7.0,3.0,7.0,4.0,5.0,5.0,3.0,6.0,3.0,6.0,4.0,6.0,5.0,8.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,50.0,100.0,83.0,4.0,26.0,6.0,2.0,26.0,5.0,100.0,1.0,1.0,,,,,,
35038814,Alkus,dun-modr,18.0,13850.0,51.0,26.0,46.0,38.0,10.0,39.0,58.0,29.0,31.0,30.0,40.0,,100.0,0.0,60.0,,,59.0,61.0,50.0,45.0,30.0,41.0,12.0,17.0,13.0,10.0,5.0,,2.0,1.0,5.0,,,30.0,16.0,23.0,17.0,3.0,16.0,7.0,5.0,4.0,3.0,2.0,,2.0,0.0,3.0,,,100.0,,0.0,1.0,,1.0,1.0,,0.0,,,,,,,,,
138197078,Kidéshirtoù,hyjal,7.0,2090.0,0.0,11.0,0.0,50.0,0.0,100.0,29.0,33.0,67.0,22.0,,0.0,0.0,25.0,50.0,67.0,,1.0,9.0,3.0,4.0,1.0,1.0,7.0,6.0,6.0,9.0,,1.0,3.0,4.0,2.0,3.0,,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,4.0,2.0,,0.0,0.0,1.0,1.0,2.0,,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,0.0,1.0,0.0
174415872,Aurèlius,naxxramas,7.0,2674.0,0.0,,,40.0,,100.0,100.0,100.0,50.0,100.0,,67.0,40.0,83.0,50.0,80.0,50.0,2.0,,,5.0,,1.0,8.0,3.0,2.0,2.0,,3.0,5.0,6.0,6.0,5.0,2.0,0.0,,,2.0,,1.0,8.0,3.0,1.0,2.0,,2.0,2.0,5.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,
91474991,Korlam,illidan,32.0,6478.0,33.0,62.0,71.0,44.0,78.0,40.0,56.0,40.0,40.0,43.0,50.0,,0.0,40.0,67.0,,50.0,9.0,16.0,14.0,9.0,9.0,5.0,9.0,10.0,10.0,7.0,4.0,,1.0,5.0,3.0,,4.0,3.0,10.0,10.0,4.0,7.0,2.0,5.0,4.0,4.0,3.0,2.0,,0.0,2.0,2.0,,2.0,50.0,100.0,100.0,2.0,4.0,1.0,1.0,4.0,1.0,,,,,,,,,
153541207,Kochaka,anachronos,8.0,3157.0,50.0,,,60.0,,50.0,67.0,62.0,0.0,57.0,0.0,,33.0,60.0,40.0,67.0,,2.0,,,5.0,,2.0,3.0,8.0,4.0,7.0,1.0,,3.0,10.0,5.0,6.0,,1.0,,,3.0,,1.0,2.0,5.0,0.0,4.0,0.0,,1.0,6.0,2.0,4.0,,100.0,100.0,100.0,2.0,1.0,8.0,2.0,1.0,8.0,,,,,,,,,
99944675,Jusagace,khaz-modan,7.0,1624.0,67.0,56.0,40.0,0.0,,50.0,0.0,50.0,100.0,50.0,,67.0,,0.0,,,75.0,3.0,9.0,5.0,2.0,,4.0,3.0,2.0,1.0,2.0,,6.0,,2.0,,,4.0,2.0,5.0,2.0,0.0,,2.0,0.0,1.0,1.0,1.0,,4.0,,0.0,,,3.0,,,,,,,,,,,,,,,,100.0,1.0,1.0
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,67.0,100.0,67.0,53.0,40.0,,70.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,20.0,3.0,2.0,12.0,15.0,15.0,,10.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,10.0,2.0,2.0,8.0,8.0,6.0,,7.0,,,,,,,,,,50.0,2.0,1.0,,,,,,
175919321,Takeheals,twisting-nether,16.0,1357.0,,,,,,,50.0,50.0,100.0,100.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
172849038,Houge,twisting-nether,6.0,699.0,,,,,,,0.0,33.0,50.0,0.0,,,75.0,100.0,17.0,,67.0,,,,,,,1.0,3.0,2.0,3.0,,,4.0,4.0,6.0,,6.0,,,,,,,0.0,1.0,1.0,0.0,,,3.0,4.0,1.0,,4.0,,,,,,,,,,50.0,2.0,1.0,,,,,,
166629786,Mackthetank,kazzak,23.0,1246.0,100.0,0.0,,50.0,,,0.0,33.0,,100.0,,,,0.0,100.0,,,1.0,1.0,,2.0,,,1.0,3.0,,2.0,,,,1.0,1.0,,,1.0,0.0,,1.0,,,0.0,1.0,,2.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
176856043,Rosesred,alakir,3.0,301.0,100.0,,,0.0,,,,100.0,0.0,,,100.0,100.0,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,0.0,,,,1.0,0.0,,,1.0,1.0,,,,,50.0,,,2.0,,,1.0,,,,,,,,,,,
184850195,Rytrrox,archimonde,9.0,3178.0,25.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,,100.0,,25.0,0.0,67.0,0.0,4.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,1.0,,4.0,1.0,3.0,1.0,1.0,,,0.0,,2.0,1.0,0.0,0.0,0.0,,1.0,,1.0,0.0,2.0,0.0,,,50.0,,,4.0,,,2.0,,,,,,,,,
176011005,Пошлыйпал,soulflayer,9.0,190.0,,,,100.0,,0.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96347902,Asemblle,drakthul,23.0,8948.0,44.0,73.0,62.0,53.0,25.0,50.0,31.0,56.0,50.0,45.0,46.0,0.0,114.0,100.0,75.0,50.0,,9.0,11.0,13.0,15.0,8.0,8.0,16.0,16.0,18.0,20.0,13.0,1.0,7.0,4.0,4.0,2.0,,4.0,8.0,8.0,8.0,2.0,4.0,5.0,9.0,9.0,9.0,6.0,0.0,8.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
137040626,Avinel,ragnaros,14.0,623.0,,,0.0,,,100.0,50.0,50.0,33.0,0.0,,,75.0,33.0,33.0,,71.0,,,1.0,,,1.0,4.0,6.0,3.0,3.0,,,4.0,3.0,6.0,,7.0,,,0.0,,,1.0,2.0,3.0,1.0,0.0,,,3.0,1.0,2.0,,5.0,,,,,,,,,,80.0,5.0,4.0,,,,,,
176641172,Forzapaladin,kazzak,25.0,4434.0,75.0,,,75.0,,33.0,75.0,20.0,89.0,60.0,,40.0,86.0,78.0,50.0,83.0,33.0,12.0,,,12.0,,3.0,8.0,5.0,9.0,10.0,,5.0,7.0,9.0,8.0,6.0,15.0,9.0,,,9.0,,1.0,6.0,1.0,8.0,6.0,,2.0,6.0,7.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,
125071572,Apocalyptkuh,blackrock,5.0,950.0,,100.0,67.0,100.0,0.0,0.0,100.0,0.0,,0.0,50.0,,100.0,100.0,,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,0.0,1.0,,1.0,1.0,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,
123574807,Infaze,nethersturm,16.0,214.0,,100.0,0.0,100.0,,,0.0,,,,,,,0.0,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,0.0,1.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
106442948,Kaiza,dethecus,2.0,99.0,,0.0,,,,100.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136570788,Athÿbop,hyjal,52.0,17334.0,71.0,42.0,52.0,45.0,36.0,100.0,46.0,53.0,48.0,60.0,36.0,,53.0,56.0,62.0,100.0,100.0,7.0,77.0,42.0,47.0,42.0,5.0,67.0,66.0,73.0,67.0,45.0,,17.0,9.0,8.0,2.0,1.0,5.0,32.0,22.0,21.0,15.0,5.0,31.0,35.0,35.0,40.0,16.0,,9.0,5.0,5.0,2.0,1.0,71.0,100.0,,14.0,5.0,,10.0,5.0,,,,,,,,,,
196381121,Numilite,hyjal,19.0,432.0,,20.0,0.0,,,,100.0,,,,,,,,,,,,5.0,3.0,,,,1.0,,,,,,,,,,,,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20876211,Дзедун,ashenvale,21.0,17971.0,55.0,60.0,48.0,43.0,59.0,47.0,80.0,60.0,60.0,25.0,67.0,,100.0,0.0,,,,11.0,96.0,87.0,97.0,64.0,15.0,5.0,10.0,5.0,8.0,6.0,,2.0,1.0,,,,6.0,58.0,42.0,42.0,38.0,7.0,4.0,6.0,3.0,2.0,4.0,,2.0,0.0,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,
105894907,Azrya,uldaman,61.0,4067.0,100.0,0.0,22.0,50.0,0.0,78.0,31.0,50.0,31.0,36.0,33.0,0.0,0.0,33.0,0.0,67.0,50.0,1.0,6.0,9.0,4.0,2.0,9.0,13.0,16.0,13.0,14.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,7.0,4.0,8.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,17.0,,,6.0,,,1.0,,,,,,,,,,,
66602686,Thilas,blackrock,1.0,5774.0,59.0,36.0,83.0,36.0,68.0,61.0,39.0,60.0,67.0,70.0,100.0,,100.0,,,0.0,0.0,37.0,11.0,6.0,11.0,19.0,36.0,18.0,20.0,12.0,33.0,1.0,,1.0,,,1.0,1.0,22.0,4.0,5.0,4.0,13.0,22.0,7.0,12.0,8.0,23.0,1.0,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
115201990,Isanã,thrall,2.0,154.0,100.0,,,,,,0.0,100.0,,,,,,100.0,,0.0,,2.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,,,,0.0,1.0,,,,,,1.0,,0.0,,,100.0,,,11.0,,,11.0,,,,,,,,,,
