character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Rated Eye of the Storm played,Ashran played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
168238612,Toysì,darksorrow,18.0,8800.0,59.0,57.0,36.0,50.0,58.0,64.0,33.0,40.0,36.0,75.0,,100.0,33.0,100.0,33.0,50.0,34.0,28.0,11.0,20.0,26.0,36.0,9.0,20.0,22.0,12.0,,1.0,6.0,1.0,3.0,2.0,20.0,16.0,4.0,10.0,15.0,23.0,3.0,8.0,8.0,9.0,,1.0,2.0,1.0,1.0,1.0,,33.0,,3.0,,1.0,,,,,,,,,,,,,,,
99696327,Palander,los-errantes,11.0,9076.0,40.0,34.0,32.0,41.0,31.0,55.0,30.0,27.0,34.0,42.0,50.0,75.0,60.0,50.0,67.0,0.0,10.0,38.0,44.0,22.0,35.0,11.0,37.0,11.0,32.0,12.0,6.0,4.0,5.0,2.0,3.0,1.0,4.0,13.0,14.0,9.0,11.0,6.0,11.0,3.0,11.0,5.0,3.0,3.0,3.0,1.0,2.0,0.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
89933994,Lasaga,ravencrest,57.0,3653.0,14.0,,,33.0,,25.0,0.0,50.0,33.0,100.0,,75.0,100.0,25.0,27.0,67.0,7.0,,,3.0,,12.0,3.0,2.0,3.0,1.0,,4.0,1.0,4.0,11.0,3.0,1.0,,,1.0,,3.0,0.0,1.0,1.0,1.0,,3.0,1.0,1.0,3.0,2.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
237894548,Хардэвуд,borean-tundra,27.0,4683.0,33.0,25.0,100.0,25.0,,50.0,33.0,38.0,33.0,40.0,25.0,64.0,75.0,0.0,60.0,50.0,6.0,8.0,1.0,4.0,,6.0,9.0,13.0,12.0,15.0,4.0,14.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,,3.0,3.0,5.0,4.0,6.0,1.0,9.0,3.0,0.0,3.0,1.0,,,,,,,100.0,1.0,1.0,100.0,,1.0,,1.0,,,,,,,
99189185,Urzen,los-errantes,11.0,12967.0,41.0,43.0,40.0,40.0,39.0,48.0,50.0,50.0,38.0,83.0,,0.0,29.0,100.0,33.0,67.0,49.0,60.0,53.0,47.0,56.0,62.0,54.0,8.0,45.0,6.0,,7.0,7.0,3.0,3.0,3.0,20.0,26.0,21.0,19.0,22.0,30.0,27.0,4.0,17.0,5.0,,0.0,2.0,3.0,1.0,2.0,,50.0,,4.0,,2.0,80.0,5.0,4.0,100.0,,1.0,,1.0,,,,,,,
127329769,Meübius,sargeras,4.0,825.0,75.0,,,50.0,,0.0,,,100.0,,,0.0,0.0,0.0,0.0,,4.0,,,2.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,3.0,,,1.0,,0.0,,,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
129675701,Solarwynd,voljin,12.0,1770.0,0.0,,,50.0,,100.0,67.0,0.0,0.0,33.0,,67.0,83.0,100.0,80.0,0.0,2.0,,,2.0,,2.0,3.0,2.0,2.0,6.0,,9.0,6.0,2.0,5.0,2.0,0.0,,,1.0,,2.0,2.0,0.0,0.0,2.0,,6.0,5.0,2.0,4.0,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
155385992,Êrzaa,sanguino,39.0,204.0,,0.0,,0.0,,,75.0,,50.0,,,,,,,,,2.0,,1.0,,,4.0,,2.0,,,,,,,,,0.0,,0.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170123188,Helige,stormreaver,6.0,17013.0,49.0,43.0,56.0,46.0,53.0,68.0,56.0,0.0,62.0,56.0,75.0,,,,100.0,,49.0,53.0,59.0,35.0,53.0,34.0,43.0,2.0,13.0,9.0,4.0,,,,1.0,,24.0,23.0,33.0,16.0,28.0,23.0,24.0,0.0,8.0,5.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
88625152,Bastett,pozzo-delleternità,6.0,453.0,50.0,,,,,100.0,,9.0,,25.0,100.0,,,,,,2.0,,,,,2.0,,11.0,,4.0,2.0,,,,,,1.0,,,,,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167160965,Reamberine,aerie-peak,20.0,136.0,,,,100.0,,,0.0,,0.0,,,,0.0,,,0.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
158918359,Leonciosnuk,tyrande,10.0,3915.0,45.0,,,50.0,,0.0,50.0,33.0,0.0,50.0,,67.0,60.0,38.0,25.0,86.0,11.0,,,8.0,,2.0,2.0,3.0,1.0,2.0,,3.0,5.0,8.0,4.0,7.0,5.0,,,4.0,,0.0,1.0,1.0,0.0,1.0,,2.0,3.0,3.0,1.0,6.0,,0.0,,2.0,,0.0,,,,,56.0,,9.0,,5.0,,,,,,
75467312,Sucoo,dun-modr,57.0,41107.0,46.0,50.0,46.0,45.0,53.0,44.0,59.0,27.0,50.0,55.0,33.0,0.0,50.0,,38.0,,123.0,222.0,162.0,132.0,122.0,86.0,37.0,22.0,38.0,20.0,6.0,3.0,2.0,,8.0,,56.0,112.0,74.0,60.0,65.0,38.0,22.0,6.0,19.0,11.0,2.0,0.0,1.0,,3.0,,,33.0,,6.0,,2.0,,,,,0.0,,1.0,,0.0,,,,,,
156766278,Дэлипал,gordunni,29.0,4012.0,75.0,60.0,50.0,50.0,60.0,55.0,67.0,100.0,50.0,43.0,75.0,67.0,67.0,0.0,0.0,50.0,4.0,5.0,2.0,4.0,5.0,11.0,3.0,1.0,6.0,7.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,,,,,,,50.0,0.0,,0.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
194386574,Bigclock,outland,43.0,1762.0,,,,80.0,,,17.0,55.0,100.0,50.0,,71.0,50.0,80.0,,78.0,,,,5.0,,,6.0,11.0,6.0,6.0,,7.0,10.0,10.0,,9.0,,,,4.0,,,1.0,6.0,6.0,3.0,,5.0,5.0,8.0,,7.0,57.0,,7.0,,4.0,,,,,,,,,,,,,,,,
132401526,Nenorocitule,silvermoon,11.0,1736.0,100.0,100.0,50.0,0.0,,,,50.0,0.0,67.0,,,,,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,3.0,,,,,,,2.0,1.0,1.0,0.0,,,,1.0,0.0,2.0,,,,,,,,75.0,,4.0,,3.0,,,,,0.0,,1.0,,0.0,,,,,,
140892084,Krisis,dun-modr,17.0,2880.0,33.0,0.0,,33.0,,75.0,50.0,29.0,40.0,50.0,0.0,20.0,50.0,75.0,75.0,100.0,6.0,2.0,,3.0,,4.0,2.0,7.0,5.0,4.0,3.0,5.0,6.0,4.0,4.0,1.0,2.0,0.0,,1.0,,3.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,,100.0,,3.0,,3.0,100.0,1.0,1.0,100.0,,8.0,,8.0,,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,67.0,,,,0.0,100.0,,,,,,,100.0,,,,3.0,,,,1.0,1.0,,,,,,,1.0,,,,2.0,,,,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
120019768,Fârley,argent-dawn,12.0,3616.0,79.0,0.0,25.0,20.0,100.0,44.0,45.0,50.0,71.0,67.0,,70.0,71.0,100.0,33.0,50.0,14.0,2.0,4.0,5.0,1.0,9.0,11.0,10.0,7.0,6.0,,10.0,7.0,1.0,3.0,2.0,11.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,,7.0,5.0,1.0,1.0,1.0,,50.0,,2.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
158531984,Rèvè,tarren-mill,16.0,3200.0,20.0,50.0,50.0,67.0,0.0,29.0,80.0,100.0,33.0,,44.0,,,,,,5.0,6.0,2.0,3.0,1.0,7.0,5.0,2.0,3.0,,9.0,,,,,,1.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
179845298,Sejn,silvermoon,9.0,2218.0,,,,33.0,,0.0,100.0,50.0,100.0,50.0,,75.0,50.0,60.0,100.0,,,,,3.0,,1.0,2.0,4.0,6.0,4.0,,4.0,6.0,5.0,1.0,,,,,1.0,,0.0,2.0,2.0,6.0,2.0,,3.0,3.0,3.0,1.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
172559574,Eladryla,archimonde,2.0,832.0,,,,,,0.0,,,,,,0.0,100.0,100.0,50.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,0.0,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,100.0,50.0,100.0,50.0,,100.0,12.0,73.0,88.0,75.0,100.0,100.0,83.0,67.0,,67.0,1.0,4.0,1.0,6.0,,1.0,8.0,11.0,8.0,12.0,1.0,7.0,6.0,6.0,,6.0,1.0,2.0,1.0,3.0,,1.0,1.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,,4.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
161646987,Katrína,la-croisade-écarlate,54.0,5557.0,0.0,17.0,100.0,39.0,,0.0,31.0,53.0,48.0,50.0,0.0,23.0,43.0,35.0,0.0,42.0,1.0,6.0,2.0,18.0,,3.0,26.0,34.0,29.0,20.0,1.0,22.0,21.0,17.0,3.0,12.0,0.0,1.0,2.0,7.0,,0.0,8.0,18.0,14.0,10.0,0.0,5.0,9.0,6.0,0.0,5.0,100.0,100.0,2.0,2.0,2.0,2.0,,,,,100.0,,2.0,,2.0,,,,,,
162333844,Spikeyu,confrérie-du-thorium,4.0,724.0,100.0,,,100.0,,50.0,100.0,33.0,0.0,0.0,,100.0,,0.0,0.0,,1.0,,,1.0,,2.0,1.0,3.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,0.0,0.0,,2.0,,0.0,0.0,,,0.0,,3.0,,0.0,,,,,,,,,,,,,,,
155209419,Mohgron,antonidas,10.0,331.0,33.0,,,,,100.0,0.0,,,,,,,,100.0,,3.0,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
95534608,Arethias,twisting-nether,20.0,901.0,100.0,,,50.0,,33.0,0.0,33.0,100.0,40.0,,0.0,,,0.0,100.0,2.0,,,4.0,,3.0,1.0,3.0,2.0,5.0,,1.0,,,1.0,1.0,2.0,,,2.0,,1.0,0.0,1.0,2.0,2.0,,0.0,,,0.0,1.0,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,
152287332,Torgale,krasus,1.0,4537.0,52.0,41.0,40.0,38.0,18.0,33.0,0.0,,50.0,,,,,,,,27.0,46.0,35.0,13.0,11.0,6.0,2.0,,4.0,,,,,,,,14.0,19.0,14.0,5.0,2.0,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133275195,Âce,minahonda,47.0,4517.0,57.0,50.0,,50.0,0.0,33.0,57.0,56.0,50.0,67.0,0.0,70.0,71.0,17.0,,17.0,7.0,8.0,,4.0,1.0,3.0,14.0,16.0,12.0,6.0,2.0,10.0,28.0,6.0,,6.0,4.0,4.0,,2.0,0.0,1.0,8.0,9.0,6.0,4.0,0.0,7.0,20.0,1.0,,1.0,200.0,0.0,2.0,1.0,4.0,0.0,,,,,,,,,,,,,,,
88557930,Darkendymion,sanguino,8.0,14409.0,54.0,72.0,85.0,71.0,63.0,61.0,100.0,67.0,50.0,,,80.0,25.0,33.0,50.0,100.0,39.0,47.0,71.0,38.0,38.0,23.0,2.0,3.0,2.0,,,5.0,4.0,3.0,2.0,1.0,21.0,34.0,60.0,27.0,24.0,14.0,2.0,2.0,1.0,,,4.0,1.0,1.0,1.0,1.0,,100.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,
158300438,Lightforge,bloodfeather,6.0,636.0,,,,100.0,,,0.0,50.0,75.0,100.0,,0.0,,50.0,,50.0,,,,1.0,,,3.0,2.0,4.0,1.0,,1.0,,2.0,,2.0,,,,1.0,,,0.0,1.0,3.0,1.0,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
46696910,Misyara,tyrande,26.0,11232.0,43.0,46.0,64.0,55.0,55.0,48.0,52.0,40.0,69.0,86.0,50.0,60.0,40.0,100.0,50.0,100.0,44.0,26.0,33.0,31.0,22.0,40.0,33.0,5.0,39.0,7.0,2.0,5.0,5.0,1.0,4.0,1.0,19.0,12.0,21.0,17.0,12.0,19.0,17.0,2.0,27.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,,67.0,,3.0,,2.0,,,,,75.0,,8.0,,6.0,,,,,,
105235759,Атсассинка,howling-fjord,45.0,9359.0,42.0,100.0,100.0,29.0,,46.0,33.0,0.0,25.0,60.0,,25.0,33.0,33.0,33.0,0.0,12.0,1.0,1.0,7.0,,24.0,3.0,2.0,4.0,10.0,,4.0,3.0,3.0,15.0,5.0,5.0,1.0,1.0,2.0,,11.0,1.0,0.0,1.0,6.0,,1.0,1.0,1.0,5.0,0.0,,56.0,,18.0,,10.0,,,,,,,,,,,,,,,
81433540,Палаконник,soulflayer,5.0,9124.0,57.0,50.0,30.0,67.0,50.0,30.0,80.0,25.0,50.0,50.0,20.0,,50.0,,67.0,50.0,7.0,18.0,10.0,12.0,12.0,10.0,10.0,4.0,12.0,2.0,5.0,,2.0,,3.0,2.0,4.0,9.0,3.0,8.0,6.0,3.0,8.0,1.0,6.0,1.0,1.0,,1.0,,2.0,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,100.0,1.0,1.0
78682830,Balac,tyrande,10.0,6930.0,33.0,0.0,100.0,100.0,50.0,80.0,50.0,20.0,0.0,60.0,,67.0,,,,,3.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,5.0,,3.0,,,,,1.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,,2.0,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
218079522,Casearius,sylvanas,7.0,1399.0,67.0,0.0,25.0,67.0,,,0.0,0.0,71.0,40.0,0.0,60.0,50.0,100.0,,0.0,3.0,1.0,4.0,3.0,,,1.0,1.0,7.0,5.0,1.0,5.0,2.0,2.0,,1.0,2.0,0.0,1.0,2.0,,,0.0,0.0,5.0,2.0,0.0,3.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,
132026547,Citrics,blackmoore,4.0,2348.0,100.0,0.0,,33.0,,,,100.0,50.0,20.0,0.0,,,,,,6.0,1.0,,3.0,,,,2.0,2.0,5.0,1.0,,,,,,6.0,0.0,,1.0,,,,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156541137,Eps,ravencrest,63.0,17313.0,61.0,57.0,41.0,80.0,41.0,100.0,100.0,50.0,100.0,0.0,,100.0,,,,0.0,18.0,74.0,22.0,15.0,22.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,1.0,11.0,42.0,9.0,12.0,9.0,1.0,1.0,1.0,1.0,0.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
176439904,Tajak,azjolnerub,67.0,5084.0,76.0,53.0,40.0,67.0,38.0,40.0,36.0,12.0,47.0,17.0,22.0,100.0,,,0.0,,37.0,15.0,10.0,18.0,21.0,10.0,14.0,16.0,15.0,12.0,9.0,2.0,,,1.0,,28.0,8.0,4.0,12.0,8.0,4.0,5.0,2.0,7.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
93906817,Thôr,stormrage,32.0,5012.0,67.0,36.0,42.0,25.0,14.0,0.0,41.0,,36.0,,,,,100.0,,,6.0,72.0,26.0,16.0,14.0,2.0,22.0,,14.0,,,,,1.0,,,4.0,26.0,11.0,4.0,2.0,0.0,9.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
167248845,Данталиар,razuvious,19.0,19957.0,70.0,52.0,64.0,54.0,43.0,73.0,41.0,55.0,41.0,29.0,,67.0,100.0,33.0,0.0,100.0,66.0,71.0,56.0,67.0,65.0,26.0,41.0,11.0,44.0,14.0,,3.0,3.0,3.0,1.0,2.0,46.0,37.0,36.0,36.0,28.0,19.0,17.0,6.0,18.0,4.0,,2.0,3.0,1.0,0.0,2.0,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
98840595,Antho,los-errantes,1.0,48817.0,58.0,46.0,49.0,47.0,43.0,51.0,48.0,42.0,56.0,56.0,60.0,,,,,,153.0,168.0,196.0,165.0,134.0,85.0,91.0,26.0,71.0,18.0,10.0,,,,,,89.0,78.0,96.0,78.0,58.0,43.0,44.0,11.0,40.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89408739,Drinfer,sanguino,117.0,48042.0,49.0,68.0,57.0,59.0,66.0,41.0,64.0,51.0,58.0,56.0,56.0,38.0,85.0,68.0,80.0,67.0,129.0,205.0,148.0,126.0,50.0,73.0,159.0,80.0,106.0,81.0,102.0,26.0,46.0,31.0,10.0,3.0,63.0,139.0,84.0,74.0,33.0,30.0,101.0,41.0,61.0,45.0,57.0,10.0,39.0,21.0,8.0,2.0,,100.0,,1.0,,1.0,67.0,3.0,2.0,100.0,46.0,3.0,13.0,3.0,6.0,,,,,,
154874705,Lumïz,dun-modr,26.0,591.0,,,,100.0,,,0.0,0.0,0.0,50.0,,100.0,,0.0,,67.0,,,,3.0,,,1.0,3.0,1.0,4.0,,1.0,,2.0,,3.0,,,,3.0,,,0.0,0.0,0.0,2.0,,1.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,
163442072,Trollan,sanguino,22.0,5062.0,55.0,,,67.0,,50.0,89.0,56.0,45.0,38.0,50.0,38.0,58.0,40.0,55.0,0.0,11.0,,,12.0,,6.0,9.0,9.0,11.0,13.0,4.0,13.0,12.0,5.0,11.0,1.0,6.0,,,8.0,,3.0,8.0,5.0,5.0,5.0,2.0,5.0,7.0,2.0,6.0,0.0,,,,,,,100.0,5.0,5.0,100.0,,8.0,,8.0,,,,,,,
161834165,Sílvër,colinas-pardas,4.0,303.0,,,,0.0,,,0.0,0.0,,100.0,,0.0,0.0,,,100.0,,,,1.0,,,1.0,3.0,,1.0,,1.0,3.0,,,1.0,,,,0.0,,,0.0,0.0,,1.0,,0.0,0.0,,,1.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
128367243,Heldarnel,turalyon,16.0,4419.0,69.0,,,40.0,,57.0,50.0,50.0,100.0,100.0,,62.0,50.0,71.0,55.0,50.0,13.0,,,5.0,,14.0,4.0,4.0,1.0,4.0,,8.0,6.0,7.0,11.0,2.0,9.0,,,2.0,,8.0,2.0,2.0,1.0,4.0,,5.0,3.0,5.0,6.0,1.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,
146560866,Âmen,hyjal,5.0,2293.0,67.0,50.0,81.0,50.0,0.0,0.0,0.0,67.0,0.0,75.0,100.0,,,,,,3.0,4.0,16.0,2.0,2.0,6.0,1.0,3.0,2.0,4.0,2.0,,,,,,2.0,2.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109644853,Ucandobetter,stormscale,3.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
85448887,Bífur,eredar,7.0,3033.0,50.0,25.0,30.0,14.0,44.0,64.0,42.0,50.0,60.0,29.0,29.0,100.0,50.0,,0.0,,2.0,8.0,10.0,7.0,9.0,11.0,12.0,12.0,5.0,7.0,7.0,2.0,2.0,,1.0,,1.0,2.0,3.0,1.0,4.0,7.0,5.0,6.0,3.0,2.0,2.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
166567,Irish,tyrande,245.0,83105.0,60.0,47.0,43.0,51.0,49.0,61.0,53.0,48.0,47.0,55.0,42.0,81.0,58.0,53.0,76.0,80.0,177.0,222.0,241.0,203.0,169.0,174.0,220.0,207.0,224.0,184.0,131.0,129.0,19.0,19.0,34.0,60.0,107.0,104.0,103.0,104.0,83.0,107.0,116.0,100.0,105.0,101.0,55.0,105.0,11.0,10.0,26.0,48.0,,60.0,,5.0,,3.0,57.0,14.0,8.0,100.0,38.0,7.0,8.0,7.0,3.0,100.0,1.0,1.0,,,
156001148,Tomoë,tyrande,7.0,407.0,100.0,,,,,,,,100.0,,,,0.0,,,0.0,1.0,,,,,,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,2.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
161915249,Twinibo,shattrath,8.0,312.0,0.0,,,,,,,0.0,,,,,,0.0,,,1.0,,,,,,,1.0,,,,,,2.0,,,0.0,,,,,,,0.0,,,,,,0.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
191467363,Bkhawk,frostmane,56.0,8744.0,33.0,25.0,29.0,50.0,43.0,46.0,40.0,43.0,58.0,71.0,100.0,57.0,33.0,64.0,43.0,75.0,12.0,4.0,14.0,12.0,7.0,13.0,5.0,7.0,12.0,7.0,1.0,7.0,3.0,14.0,14.0,8.0,4.0,1.0,4.0,6.0,3.0,6.0,2.0,3.0,7.0,5.0,1.0,4.0,1.0,9.0,6.0,6.0,200.0,75.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,
155352004,Løoby,dalaran,121.0,11772.0,100.0,77.0,33.0,45.0,,100.0,67.0,47.0,61.0,37.0,47.0,55.0,78.0,55.0,67.0,58.0,1.0,26.0,15.0,40.0,,2.0,58.0,51.0,57.0,52.0,17.0,65.0,18.0,20.0,6.0,12.0,1.0,20.0,5.0,18.0,,2.0,39.0,24.0,35.0,19.0,8.0,36.0,14.0,11.0,4.0,7.0,100.0,0.0,8.0,4.0,8.0,0.0,,,,,,,,,,,,,,,
141445649,Adrianie,ysera,126.0,140.0,,,,,,,0.0,,,,,0.0,100.0,0.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,45.0,22.0,38.0,70.0,20.0,,0.0,,,,,100.0,,100.0,,17.0,11.0,9.0,13.0,10.0,10.0,,1.0,,,,,1.0,,1.0,,11.0,5.0,2.0,5.0,7.0,2.0,,0.0,,,,,1.0,,1.0,,,,,,,,,,,100.0,,11.0,,11.0,,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,,100.0,33.0,67.0,0.0,,100.0,,,,,,,,,,,1.0,3.0,3.0,2.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,25.0,64.0,43.0,51.0,31.0,45.0,55.0,25.0,29.0,56.0,60.0,150.0,0.0,,,,12.0,96.0,103.0,43.0,39.0,11.0,22.0,24.0,24.0,16.0,5.0,2.0,1.0,,,,3.0,61.0,44.0,22.0,12.0,5.0,12.0,6.0,7.0,9.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
158423867,Anthotho,khaz-modan,25.0,2739.0,36.0,0.0,,0.0,,42.0,33.0,0.0,0.0,67.0,,50.0,20.0,0.0,44.0,100.0,11.0,2.0,,1.0,,12.0,6.0,2.0,6.0,3.0,,4.0,5.0,3.0,18.0,1.0,4.0,0.0,,0.0,,5.0,2.0,0.0,0.0,2.0,,2.0,1.0,0.0,8.0,1.0,,53.0,,15.0,,8.0,,,,,0.0,,2.0,,0.0,,,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
170717326,Нортрет,gordunni,93.0,10046.0,67.0,25.0,100.0,67.0,,0.0,100.0,40.0,50.0,73.0,67.0,233.0,100.0,0.0,75.0,67.0,6.0,8.0,1.0,3.0,,1.0,6.0,5.0,6.0,113.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,,0.0,6.0,2.0,3.0,83.0,2.0,7.0,3.0,0.0,3.0,2.0,,,,,,,67.0,3.0,2.0,100.0,,6.0,,6.0,,,,,0.0,1.0,0.0
195031258,Duriandyl,archimonde,5.0,2659.0,50.0,71.0,33.0,50.0,0.0,,67.0,43.0,67.0,80.0,100.0,100.0,33.0,,,0.0,2.0,7.0,3.0,4.0,1.0,,6.0,7.0,3.0,5.0,2.0,3.0,3.0,,,1.0,1.0,5.0,1.0,2.0,0.0,,4.0,3.0,2.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
188002128,Окликс,gordunni,29.0,3546.0,60.0,,,75.0,,100.0,50.0,78.0,78.0,69.0,50.0,88.0,67.0,100.0,60.0,100.0,10.0,,,4.0,,1.0,4.0,9.0,9.0,13.0,2.0,8.0,6.0,2.0,5.0,1.0,6.0,,,3.0,,1.0,2.0,7.0,7.0,9.0,1.0,7.0,4.0,2.0,3.0,1.0,,67.0,,3.0,,2.0,0.0,5.0,0.0,100.0,,2.0,,2.0,,,,,,,
170223858,Dôrian,neptulon,13.0,14802.0,82.0,52.0,51.0,45.0,56.0,46.0,0.0,50.0,0.0,0.0,100.0,,0.0,,,,11.0,65.0,37.0,20.0,34.0,13.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,,9.0,34.0,19.0,9.0,19.0,6.0,0.0,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
