character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
156893097,Dawnbringer,archimonde,12.0,1099.0,100.0,33.0,100.0,100.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170267257,Neb,shattered-hand,19.0,5048.0,83.0,60.0,63.0,,,,,6.0,15.0,19.0,,,,,5.0,9.0,12.0,,,,,52.0,45.0,67.0,33.0,74.0,59.0,57.0,69.0,27.0,22.0,12.0,3.0,23.0,27.0,21.0,16.0,14.0,10.0,8.0,1.0,17.0,16.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
42015450,Retzrik,kazzak,54.0,37177.0,41.0,31.0,49.0,76.0,79.0,44.0,67.0,112.0,32.0,41.0,29.0,149.0,48.0,6.0,46.0,10.0,20.0,22.0,118.0,21.0,4.0,54.0,56.0,49.0,54.0,47.0,68.0,54.0,57.0,72.0,55.0,94.0,46.0,57.0,47.0,54.0,21.0,39.0,31.0,46.0,25.0,27.0,32.0,29.0,12.0,833.0,75.0,75.0,100.0,75.0,50.0,3.0,4.0,4.0,33.0,8.0,22.0,25.0,3.0,3.0,33.0,6.0,11.0,,,,,,
120564150,Lorant,defias-brotherhood,60.0,11537.0,52.0,68.0,48.0,200.0,,100.0,0.0,27.0,40.0,23.0,1.0,,1.0,3.0,14.0,27.0,11.0,2.0,,1.0,0.0,45.0,21.0,27.0,56.0,47.0,31.0,63.0,33.0,11.0,14.0,11.0,9.0,15.0,13.0,19.0,12.0,5.0,3.0,3.0,5.0,7.0,4.0,12.0,4.0,,29.0,,100.0,,,,7.0,,7.0,,,,2.0,,7.0,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,60.0,,59.0,44.0,65.0,57.0,50.0,5.0,,17.0,16.0,17.0,23.0,4.0,3.0,,10.0,7.0,11.0,13.0,2.0,,,58.0,,40.0,53.0,50.0,,,,19.0,,10.0,15.0,10.0,,,,11.0,,4.0,8.0,5.0,,0.0,100.0,,100.0,40.0,75.0,1.0,1.0,,3.0,5.0,20.0,0.0,1.0,,3.0,2.0,15.0,,,,,,
154704488,Jitizim,ravencrest,15.0,3998.0,60.0,80.0,45.0,60.0,71.0,73.0,33.0,10.0,10.0,11.0,10.0,7.0,15.0,3.0,6.0,8.0,5.0,6.0,5.0,11.0,1.0,,,100.0,,64.0,40.0,82.0,,,,3.0,,11.0,5.0,11.0,,,,3.0,,7.0,2.0,9.0,,100.0,67.0,,,,67.0,4.0,3.0,,,,12.0,4.0,2.0,,,,8.0,,,,,,
158963308,Aucharius,darkmoon-faire,15.0,1949.0,,100.0,40.0,67.0,100.0,100.0,,,2.0,5.0,3.0,1.0,4.0,,,2.0,2.0,2.0,1.0,4.0,,0.0,,83.0,0.0,80.0,17.0,40.0,80.0,1.0,,6.0,3.0,5.0,6.0,5.0,5.0,0.0,,5.0,0.0,4.0,1.0,2.0,4.0,100.0,,50.0,,,67.0,2.0,,2.0,,,6.0,2.0,,1.0,,,4.0,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,46.0,59.0,67.0,50.0,0.0,57.0,87.0,80.0,34.0,6.0,4.0,1.0,7.0,43.0,37.0,20.0,4.0,2.0,0.0,4.0,41.0,33.0,51.0,34.0,45.0,50.0,36.0,,68.0,79.0,67.0,71.0,20.0,8.0,11.0,,28.0,26.0,34.0,24.0,9.0,4.0,4.0,,,0.0,,100.0,,0.0,,4.0,,9.0,,2.0,,0.0,,9.0,,0.0,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,25.0,,0.0,50.0,50.0,,6.0,4.0,,1.0,4.0,2.0,,3.0,1.0,,0.0,2.0,1.0,,,,80.0,,100.0,0.0,25.0,,,,5.0,,1.0,1.0,4.0,,,,4.0,,1.0,0.0,1.0,,50.0,,0.0,,0.0,60.0,2.0,,1.0,,6.0,5.0,1.0,,0.0,,0.0,3.0,,,,,,
185202259,Aritas,silvermoon,46.0,19864.0,68.0,53.0,67.0,120.0,50.0,,60.0,129.0,74.0,9.0,5.0,2.0,,5.0,88.0,39.0,6.0,6.0,1.0,,3.0,52.0,47.0,48.0,55.0,36.0,62.0,63.0,50.0,60.0,49.0,50.0,33.0,28.0,13.0,30.0,8.0,31.0,23.0,24.0,18.0,10.0,8.0,19.0,4.0,,,33.0,,,100.0,,,3.0,,,2.0,,,1.0,,,2.0,,,,,,
176474438,Vìzzer,burning-legion,55.0,2516.0,0.0,,55.0,100.0,78.0,57.0,,1.0,,11.0,5.0,9.0,14.0,,0.0,,6.0,5.0,7.0,8.0,,100.0,100.0,33.0,,43.0,33.0,50.0,60.0,2.0,1.0,9.0,,7.0,9.0,10.0,5.0,2.0,1.0,3.0,,3.0,3.0,5.0,3.0,,100.0,,,,62.0,,1.0,,,,8.0,,1.0,,,,5.0,,,,,,
140100914,Nikstein,defias-brotherhood,58.0,18144.0,64.0,62.0,70.0,64.0,65.0,69.0,60.0,78.0,13.0,40.0,47.0,20.0,16.0,5.0,50.0,8.0,28.0,30.0,13.0,11.0,3.0,52.0,50.0,61.0,50.0,61.0,50.0,62.0,0.0,54.0,44.0,18.0,2.0,23.0,30.0,24.0,1.0,28.0,22.0,11.0,1.0,14.0,15.0,15.0,0.0,,100.0,55.0,100.0,0.0,56.0,,1.0,11.0,1.0,5.0,18.0,,1.0,6.0,1.0,0.0,10.0,,,,,,
116399469,Selvec,scarshield-legion,21.0,10459.0,60.0,72.0,30.0,0.0,67.0,50.0,33.0,5.0,47.0,30.0,1.0,3.0,6.0,3.0,3.0,34.0,9.0,0.0,2.0,3.0,1.0,23.0,40.0,16.0,12.0,50.0,37.0,40.0,36.0,30.0,30.0,37.0,8.0,26.0,27.0,30.0,25.0,7.0,12.0,6.0,1.0,13.0,10.0,12.0,9.0,,100.0,100.0,,,100.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,
166729942,Evanllyn,defias-brotherhood,1.0,147.0,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,
85146514,Dáyworker,blackhand,9.0,5817.0,,,57.0,0.0,,67.0,,,,23.0,2.0,,3.0,,,,13.0,0.0,,2.0,,46.0,33.0,48.0,92.0,40.0,62.0,35.0,45.0,28.0,18.0,23.0,13.0,15.0,13.0,17.0,11.0,13.0,6.0,11.0,12.0,6.0,8.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
166849639,Plude,defias-brotherhood,8.0,19.0,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197580854,Ørjän,silvermoon,12.0,3584.0,100.0,50.0,67.0,36.0,55.0,75.0,75.0,1.0,4.0,12.0,11.0,11.0,8.0,4.0,1.0,2.0,8.0,4.0,6.0,6.0,3.0,,,33.0,,67.0,50.0,75.0,,,,3.0,,15.0,4.0,4.0,,,,1.0,,10.0,2.0,3.0,,100.0,100.0,,,,54.0,2.0,1.0,,,,13.0,2.0,1.0,,,,7.0,,,,,,
133200241,Lokthan,defias-brotherhood,31.0,6881.0,50.0,50.0,57.0,71.0,76.0,62.0,67.0,2.0,2.0,14.0,21.0,17.0,13.0,3.0,1.0,1.0,8.0,15.0,13.0,8.0,2.0,75.0,100.0,67.0,100.0,48.0,57.0,62.0,0.0,8.0,3.0,24.0,1.0,25.0,23.0,24.0,1.0,6.0,3.0,16.0,1.0,12.0,13.0,15.0,0.0,,,,100.0,,59.0,,,,3.0,,17.0,,,,3.0,,10.0,,,,,,
164780799,Scottydín,defias-brotherhood,18.0,7525.0,50.0,62.0,67.0,33.0,,100.0,,52.0,8.0,3.0,3.0,,2.0,,26.0,5.0,2.0,1.0,,2.0,,56.0,78.0,50.0,33.0,50.0,75.0,64.0,,48.0,18.0,16.0,30.0,16.0,4.0,33.0,,27.0,14.0,8.0,10.0,8.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,50.0,,50.0,75.0,0.0,67.0,0.0,2.0,,2.0,8.0,1.0,3.0,1.0,1.0,,1.0,6.0,0.0,2.0,0.0,,,100.0,,67.0,60.0,,,,,5.0,,6.0,10.0,,,,,5.0,,4.0,6.0,,,,,,,,33.0,,,,,,3.0,,,,,,1.0,,,,,,
79887137,Balor,frostwolf,34.0,27523.0,67.0,76.0,54.0,,,0.0,0.0,42.0,49.0,35.0,,,1.0,1.0,28.0,37.0,19.0,,,0.0,0.0,74.0,59.0,59.0,71.0,61.0,49.0,68.0,67.0,89.0,68.0,54.0,99.0,74.0,35.0,63.0,27.0,66.0,40.0,32.0,70.0,45.0,17.0,43.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
197765933,Excallium,silvermoon,10.0,2337.0,,100.0,20.0,50.0,0.0,100.0,100.0,,1.0,5.0,6.0,3.0,3.0,2.0,,1.0,1.0,3.0,0.0,3.0,2.0,,100.0,50.0,,83.0,50.0,67.0,67.0,,2.0,6.0,,6.0,4.0,3.0,3.0,,2.0,3.0,,5.0,2.0,2.0,2.0,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,
116818212,Talordia,blackhand,60.0,22957.0,50.0,50.0,52.0,50.0,67.0,80.0,100.0,24.0,10.0,25.0,4.0,3.0,5.0,1.0,12.0,5.0,13.0,2.0,2.0,4.0,1.0,63.0,56.0,68.0,63.0,39.0,50.0,60.0,12.0,104.0,86.0,53.0,49.0,18.0,14.0,15.0,8.0,66.0,48.0,36.0,31.0,7.0,7.0,9.0,1.0,,,,100.0,50.0,40.0,,,,4.0,6.0,5.0,,,,4.0,3.0,2.0,,,,,,
160449302,Selore,darkmoon-faire,26.0,14411.0,61.0,77.0,56.0,25.0,79.0,100.0,36.0,23.0,13.0,9.0,4.0,14.0,3.0,11.0,14.0,10.0,5.0,1.0,11.0,3.0,4.0,38.0,43.0,33.0,40.0,60.0,50.0,50.0,50.0,8.0,14.0,21.0,20.0,5.0,10.0,10.0,2.0,3.0,6.0,7.0,8.0,3.0,5.0,5.0,1.0,,0.0,0.0,100.0,,100.0,,1.0,1.0,2.0,,4.0,,0.0,0.0,2.0,,4.0,,,,,,
69121785,Syriel,nazjatar,26.0,10735.0,43.0,0.0,100.0,,,,100.0,7.0,1.0,2.0,,,,1.0,3.0,0.0,2.0,,,,1.0,33.0,0.0,0.0,50.0,,33.0,100.0,50.0,3.0,1.0,1.0,2.0,,3.0,1.0,2.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,,,100.0,91.0,,,,,1.0,22.0,,,,,1.0,20.0,,,,,,,
142256635,Antharos,defias-brotherhood,27.0,1534.0,,,100.0,,100.0,0.0,,,,2.0,,3.0,1.0,,,,2.0,,3.0,0.0,,,,,,25.0,100.0,0.0,,,,,,4.0,2.0,2.0,,,,,,1.0,2.0,0.0,,,,,,80.0,,,,,,5.0,,,,,,4.0,,,,,,,
166209574,Mojomunk,defias-brotherhood,9.0,1958.0,44.0,0.0,60.0,100.0,50.0,100.0,33.0,9.0,1.0,5.0,2.0,6.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,,,67.0,,40.0,100.0,80.0,,,,3.0,,5.0,1.0,5.0,,,,2.0,,2.0,1.0,4.0,,,33.0,,,,100.0,,3.0,,,,2.0,,1.0,,,,2.0,,,,,,
158953594,Byakuren,earthen-ring,35.0,9204.0,67.0,71.0,62.0,0.0,0.0,100.0,45.0,21.0,24.0,24.0,1.0,1.0,1.0,11.0,14.0,17.0,15.0,0.0,0.0,1.0,5.0,40.0,40.0,50.0,27.0,44.0,23.0,50.0,31.0,15.0,15.0,16.0,22.0,18.0,22.0,22.0,16.0,6.0,6.0,8.0,6.0,8.0,5.0,11.0,5.0,,0.0,100.0,,,100.0,,2.0,1.0,,,2.0,,0.0,1.0,,,2.0,,,,,,
112728815,Maxtorym,ravencrest,13.0,12549.0,47.0,72.0,53.0,500.0,,,,36.0,18.0,17.0,1.0,,,,17.0,13.0,9.0,5.0,,,,49.0,52.0,41.0,42.0,52.0,43.0,55.0,100.0,82.0,60.0,54.0,26.0,52.0,14.0,33.0,3.0,40.0,31.0,22.0,11.0,27.0,6.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,81.0,43.0,88.0,64.0,62.0,56.0,33.0,27.0,7.0,8.0,11.0,13.0,18.0,18.0,22.0,3.0,7.0,7.0,8.0,10.0,,,57.0,,60.0,47.0,70.0,,,,7.0,,10.0,15.0,10.0,,,,4.0,,6.0,7.0,7.0,,,67.0,,,,57.0,,6.0,,,,7.0,,4.0,,,,4.0,,,,,,
140514592,Láress,defias-brotherhood,9.0,7852.0,58.0,50.0,100.0,,,,,19.0,10.0,1.0,,,,,11.0,5.0,1.0,,,,,75.0,50.0,46.0,25.0,46.0,100.0,50.0,,20.0,50.0,39.0,12.0,13.0,2.0,18.0,,15.0,25.0,18.0,3.0,6.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
101463040,Dragne,defias-brotherhood,60.0,20515.0,52.0,57.0,33.0,,,,100.0,60.0,76.0,3.0,,,,1.0,31.0,43.0,1.0,,,,1.0,54.0,42.0,45.0,40.0,58.0,30.0,38.0,50.0,72.0,55.0,47.0,50.0,12.0,10.0,8.0,4.0,39.0,23.0,21.0,20.0,7.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
127593735,Форстарлинг,blackscar,10.0,11294.0,73.0,84.0,43.0,0.0,,,100.0,15.0,19.0,21.0,1.0,,,2.0,11.0,16.0,9.0,0.0,,,2.0,53.0,41.0,53.0,33.0,46.0,52.0,35.0,20.0,34.0,29.0,19.0,27.0,13.0,25.0,17.0,10.0,18.0,12.0,10.0,9.0,6.0,13.0,6.0,2.0,,,0.0,100.0,,,,,1.0,1.0,,,,,0.0,1.0,,,,,,,,
100368535,Adelleda,defias-brotherhood,9.0,11822.0,56.0,61.0,67.0,0.0,,,,36.0,36.0,3.0,1.0,,,,20.0,22.0,2.0,0.0,,,,51.0,62.0,80.0,58.0,100.0,50.0,0.0,100.0,87.0,39.0,30.0,19.0,3.0,2.0,1.0,2.0,44.0,24.0,24.0,11.0,3.0,1.0,0.0,2.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,
113904725,Kàrthame,defias-brotherhood,23.0,3542.0,0.0,,42.0,40.0,33.0,33.0,,1.0,,12.0,10.0,9.0,12.0,,0.0,,5.0,4.0,3.0,4.0,,25.0,0.0,45.0,,38.0,56.0,54.0,,4.0,2.0,11.0,,8.0,9.0,13.0,,1.0,0.0,5.0,,3.0,5.0,7.0,,,,,,,80.0,,,,,,5.0,,,,,,4.0,,,,,,
164871180,Zirakar,defias-brotherhood,7.0,120.0,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,33.0,,,,,,,1.0,3.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
193148121,Aléxr,kazzak,71.0,31170.0,60.0,63.0,57.0,64.0,100.0,100.0,50.0,78.0,73.0,28.0,11.0,7.0,1.0,2.0,47.0,46.0,16.0,7.0,7.0,1.0,1.0,46.0,53.0,48.0,43.0,44.0,56.0,67.0,57.0,127.0,116.0,98.0,100.0,34.0,18.0,30.0,7.0,58.0,62.0,47.0,43.0,15.0,10.0,20.0,4.0,4200.0,100.0,,,,100.0,1.0,2.0,,,,2.0,42.0,2.0,,,,2.0,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,0.0,50.0,69.0,71.0,100.0,100.0,0.0,2.0,4.0,13.0,14.0,1.0,1.0,1.0,0.0,2.0,9.0,10.0,1.0,1.0,0.0,100.0,50.0,50.0,,100.0,50.0,50.0,60.0,3.0,2.0,4.0,,3.0,6.0,4.0,5.0,3.0,1.0,2.0,,3.0,3.0,2.0,3.0,0.0,,,,,100.0,1.0,,,,,2.0,0.0,,,,,2.0,,,,,,
80806240,Irônbreaker,frostwolf,17.0,9735.0,38.0,32.0,50.0,,,,,24.0,37.0,22.0,,,,,9.0,12.0,11.0,,,,,49.0,69.0,53.0,65.0,78.0,54.0,45.0,57.0,35.0,39.0,17.0,20.0,18.0,24.0,20.0,14.0,17.0,27.0,9.0,13.0,14.0,13.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,,,,,,,,,,50.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
159091234,Missunnsam,kazzak,37.0,2462.0,100.0,25.0,20.0,0.0,25.0,100.0,100.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,17.0,50.0,50.0,0.0,100.0,0.0,1.0,3.0,6.0,4.0,6.0,7.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,,50.0,,,,100.0,,2.0,,,,1.0,,1.0,,,,1.0,,,,,,
165542782,Draeberic,defias-brotherhood,13.0,4005.0,33.0,100.0,88.0,91.0,78.0,60.0,25.0,3.0,1.0,16.0,11.0,9.0,15.0,4.0,1.0,1.0,14.0,10.0,7.0,9.0,1.0,,,70.0,,50.0,50.0,0.0,,,,10.0,,4.0,10.0,3.0,,,,7.0,,2.0,5.0,0.0,,100.0,50.0,,,,71.0,4.0,2.0,,,,7.0,4.0,1.0,,,,5.0,,,,,,
102070490,Lggx,defias-brotherhood,22.0,7443.0,82.0,100.0,62.0,20.0,50.0,67.0,0.0,11.0,4.0,13.0,5.0,4.0,6.0,3.0,9.0,4.0,8.0,1.0,2.0,4.0,0.0,50.0,43.0,75.0,67.0,33.0,67.0,20.0,40.0,2.0,7.0,4.0,3.0,6.0,9.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,6.0,1.0,2.0,0.0,50.0,,,,25.0,1.0,2.0,,,,4.0,0.0,1.0,,,,1.0,,,,,,
23341092,Elkon,scarshield-legion,23.0,7976.0,,,80.0,75.0,100.0,67.0,0.0,,,5.0,4.0,2.0,3.0,1.0,,,4.0,3.0,2.0,2.0,0.0,75.0,50.0,43.0,,50.0,33.0,100.0,,12.0,2.0,7.0,,4.0,3.0,3.0,,9.0,1.0,3.0,,2.0,1.0,3.0,,,0.0,,,,0.0,,1.0,,,,1.0,,0.0,,,,0.0,,,,,,
135977419,Visko,argent-dawn,5.0,1823.0,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,100.0,0.0,100.0,,33.0,100.0,33.0,67.0,2.0,5.0,1.0,,3.0,2.0,3.0,3.0,2.0,0.0,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
188413191,Oiklos,aggra-português,9.0,1488.0,,,,100.0,,100.0,0.0,,,,1.0,,2.0,1.0,,,,1.0,,2.0,0.0,,,,,100.0,100.0,50.0,,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,71.0,,,,,,7.0,,,,,,5.0,,,,,,,
150481065,Atherea,dun-modr,67.0,6742.0,71.0,50.0,67.0,150.0,83.0,100.0,,7.0,2.0,15.0,8.0,6.0,5.0,,5.0,1.0,10.0,12.0,5.0,5.0,,50.0,36.0,60.0,67.0,59.0,86.0,65.0,67.0,16.0,11.0,15.0,3.0,27.0,14.0,20.0,6.0,8.0,4.0,9.0,2.0,16.0,12.0,13.0,4.0,,,,,,71.0,,,,,,7.0,,,,,,5.0,,,,,,
159896195,Athelstane,darkmoon-faire,6.0,10717.0,54.0,35.0,12.0,67.0,20.0,50.0,0.0,24.0,31.0,8.0,3.0,5.0,4.0,2.0,13.0,11.0,1.0,2.0,1.0,2.0,0.0,35.0,36.0,39.0,27.0,33.0,75.0,14.0,0.0,20.0,28.0,56.0,22.0,3.0,4.0,7.0,2.0,7.0,10.0,22.0,6.0,1.0,3.0,1.0,0.0,525.0,20.0,,,,100.0,4.0,5.0,,,,5.0,21.0,1.0,,,,5.0,,,,,,
163613400,Lyandria,burning-legion,11.0,3520.0,67.0,,67.0,75.0,67.0,33.0,,3.0,,3.0,4.0,9.0,3.0,,2.0,,2.0,3.0,6.0,1.0,,,,50.0,,100.0,33.0,0.0,,,,4.0,,2.0,3.0,1.0,,,,2.0,,2.0,1.0,0.0,,,100.0,,,100.0,50.0,,1.0,,,2.0,2.0,,1.0,,,2.0,1.0,,,,,,
202503394,Брескето,gordunni,17.0,5408.0,100.0,50.0,46.0,67.0,80.0,38.0,100.0,1.0,4.0,13.0,6.0,5.0,8.0,2.0,1.0,2.0,6.0,4.0,4.0,3.0,2.0,,,67.0,,33.0,58.0,100.0,,,,3.0,,9.0,12.0,2.0,,,,2.0,,3.0,7.0,2.0,,,0.0,,,,33.0,,1.0,,,,3.0,,0.0,,,,1.0,,,,,,
126062135,Forvaine,scarshield-legion,37.0,4004.0,50.0,50.0,65.0,100.0,100.0,20.0,67.0,2.0,4.0,17.0,1.0,2.0,5.0,3.0,1.0,2.0,11.0,1.0,2.0,1.0,2.0,42.0,67.0,17.0,,48.0,40.0,65.0,100.0,19.0,3.0,6.0,,21.0,10.0,23.0,2.0,8.0,2.0,1.0,,10.0,4.0,15.0,2.0,,50.0,,,,57.0,,2.0,,,,7.0,,1.0,,,,4.0,,,,,,
160467495,Whosthetank,earthen-ring,30.0,6802.0,62.0,46.0,44.0,75.0,50.0,75.0,100.0,16.0,13.0,9.0,4.0,2.0,4.0,1.0,10.0,6.0,4.0,3.0,1.0,3.0,1.0,26.0,29.0,37.0,50.0,56.0,62.0,45.0,100.0,27.0,7.0,19.0,12.0,9.0,8.0,11.0,1.0,7.0,2.0,7.0,6.0,5.0,5.0,5.0,1.0,,67.0,,,50.0,50.0,,3.0,,,4.0,6.0,,2.0,,,2.0,3.0,,,,,,
138541466,Sacramentum,defias-brotherhood,13.0,1286.0,67.0,75.0,0.0,,,,,3.0,4.0,2.0,,,,,2.0,3.0,0.0,,,,,72.0,0.0,67.0,0.0,50.0,50.0,,67.0,18.0,3.0,3.0,3.0,2.0,2.0,,3.0,13.0,0.0,2.0,0.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
82386110,Mortank,dun-modr,11.0,3351.0,100.0,64.0,19.0,67.0,33.0,33.0,50.0,6.0,11.0,16.0,3.0,3.0,3.0,2.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,57.0,60.0,20.0,33.0,50.0,70.0,22.0,0.0,7.0,5.0,5.0,3.0,2.0,10.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,7.0,2.0,0.0,,,,100.0,,100.0,,,,7.0,,1.0,,,,7.0,,1.0,,,,,,
141020866,Luciffer,ravenholdt,1.0,2028.0,,0.0,33.0,0.0,,,,,1.0,3.0,1.0,,,,,0.0,1.0,0.0,,,,,,0.0,,,20.0,100.0,,,,1.0,,,5.0,1.0,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
160311845,Knorv,draenor,17.0,343.0,100.0,,,100.0,,0.0,,1.0,,,2.0,,1.0,,1.0,,,2.0,,0.0,,,,50.0,,100.0,,100.0,,,,2.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
155518534,Adrallan,drakthul,23.0,1103.0,,100.0,82.0,50.0,,100.0,,,1.0,11.0,2.0,,2.0,,,1.0,9.0,1.0,,2.0,,,,,,33.0,100.0,50.0,,,,,,3.0,1.0,2.0,,,,,,1.0,1.0,1.0,,100.0,0.0,,,0.0,100.0,1.0,1.0,,,1.0,1.0,1.0,0.0,,,0.0,1.0,,,,,,
168302250,Ønizuka,outland,17.0,1205.0,,,,50.0,33.0,25.0,0.0,,,,2.0,3.0,4.0,1.0,,,,1.0,1.0,1.0,0.0,,,,,100.0,75.0,33.0,,,,,,1.0,4.0,3.0,,,,,,1.0,3.0,1.0,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,
104717668,Тесиняка,gordunni,19.0,106286.0,65.0,51.0,50.0,50.0,50.0,100.0,100.0,278.0,92.0,14.0,2.0,2.0,1.0,2.0,180.0,47.0,7.0,1.0,1.0,1.0,2.0,47.0,54.0,52.0,52.0,63.0,70.0,67.0,,260.0,220.0,217.0,235.0,90.0,10.0,153.0,,122.0,119.0,112.0,122.0,57.0,7.0,103.0,,,20.0,,,0.0,0.0,,5.0,,,1.0,1.0,,1.0,,,0.0,0.0,,,,,,
216143595,Thorbardin,sylvanas,21.0,9676.0,50.0,34.0,0.0,0.0,50.0,75.0,,30.0,32.0,3.0,2.0,2.0,4.0,,15.0,11.0,0.0,0.0,1.0,3.0,,41.0,30.0,50.0,32.0,40.0,33.0,57.0,50.0,51.0,40.0,22.0,25.0,10.0,3.0,14.0,2.0,21.0,12.0,11.0,8.0,4.0,1.0,8.0,1.0,450.0,,,,,0.0,2.0,,,,,3.0,9.0,,,,,0.0,,,,,,
150574619,Lysira,alleria,26.0,783.0,0.0,,67.0,,,,,1.0,,3.0,,,,,0.0,,2.0,,,,,25.0,50.0,0.0,,60.0,100.0,100.0,,4.0,2.0,1.0,,5.0,2.0,1.0,,1.0,1.0,0.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
159823788,Daler,earthen-ring,47.0,107.0,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192599651,Aalmae,silvermoon,7.0,180.0,,,0.0,100.0,,0.0,,,,1.0,1.0,,1.0,,,,0.0,1.0,,0.0,,,,,,0.0,100.0,0.0,,,,,,1.0,1.0,1.0,,,,,,0.0,1.0,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,,,,,,
