character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Ashran win_rate,Ashran played,Ashran won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
153197999,Gordain,malfurion,17.0,4505.0,38.0,86.0,50.0,50.0,40.0,75.0,33.0,8.0,7.0,4.0,4.0,5.0,4.0,9.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,,,50.0,,38.0,50.0,33.0,,50.0,100.0,100.0,0.0,0.0,,,6.0,,8.0,8.0,3.0,,2.0,1.0,2.0,4.0,2.0,,,3.0,,3.0,4.0,1.0,,1.0,1.0,2.0,0.0,0.0,67.0,6.0,4.0,,,,,,
175091275,Läthgërtha,dun-modr,44.0,3760.0,0.0,40.0,40.0,62.0,59.0,43.0,33.0,2.0,5.0,10.0,16.0,17.0,14.0,3.0,0.0,2.0,4.0,10.0,10.0,6.0,1.0,,,50.0,,62.0,80.0,58.0,56.0,,,,,67.0,,,4.0,,16.0,10.0,19.0,9.0,,,,,27.0,,,2.0,,10.0,8.0,11.0,5.0,,,,,18.0,0.0,2.0,0.0,,,,0.0,1.0,0.0
199152184,Слипноумо,gordunni,16.0,1928.0,50.0,,50.0,75.0,0.0,67.0,0.0,2.0,,2.0,8.0,1.0,3.0,1.0,1.0,,1.0,6.0,0.0,2.0,0.0,,,100.0,,67.0,60.0,,,,,,,33.0,,,5.0,,6.0,10.0,,,,,,,3.0,,,5.0,,4.0,6.0,,,,,,,1.0,,,,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,49.0,32.0,100.0,50.0,100.0,100.0,100.0,45.0,19.0,4.0,2.0,1.0,1.0,1.0,22.0,6.0,4.0,1.0,1.0,1.0,1.0,38.0,39.0,38.0,50.0,38.0,50.0,57.0,,,,,50.0,,56.0,75.0,61.0,32.0,8.0,4.0,7.0,,,,,2.0,,21.0,29.0,23.0,16.0,3.0,2.0,4.0,,,,,1.0,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,44.0,50.0,27.0,250.0,20.0,,50.0,9.0,8.0,11.0,2.0,5.0,,6.0,4.0,4.0,3.0,5.0,1.0,,3.0,33.0,0.0,0.0,,65.0,71.0,21.0,,80.0,,100.0,0.0,33.0,12.0,4.0,2.0,,17.0,7.0,24.0,,5.0,,14.0,4.0,3.0,4.0,0.0,0.0,,11.0,5.0,5.0,,4.0,,14.0,0.0,1.0,0.0,1.0,0.0,,,,,,
119812186,Mabius,burning-legion,11.0,539.0,100.0,100.0,50.0,,,,,1.0,2.0,4.0,,,,,1.0,2.0,2.0,,,,,0.0,0.0,100.0,33.0,67.0,33.0,100.0,,0.0,,,,,2.0,1.0,1.0,3.0,3.0,3.0,1.0,,1.0,,,,,0.0,0.0,1.0,1.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,,,
158326157,Hirschelf,antonidas,6.0,13583.0,59.0,70.0,20.0,0.0,,,,66.0,27.0,10.0,1.0,,,,39.0,19.0,2.0,0.0,,,,38.0,40.0,60.0,39.0,45.0,17.0,32.0,,0.0,,,,,52.0,55.0,47.0,46.0,31.0,12.0,25.0,,1.0,,,,,20.0,22.0,28.0,18.0,14.0,2.0,8.0,,0.0,,,,,,,,,,,,,
156482715,Spamcho,kazzak,30.0,1445.0,,0.0,100.0,100.0,50.0,,,,2.0,1.0,1.0,2.0,,,,0.0,1.0,1.0,1.0,,,100.0,0.0,,,,50.0,50.0,,100.0,,,,100.0,1.0,1.0,,,,2.0,2.0,,3.0,,,,1.0,1.0,0.0,,,,1.0,1.0,,3.0,,,,1.0,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,33.0,,,,,24.0,16.0,3.0,,,,,15.0,8.0,1.0,,,,,50.0,47.0,32.0,37.0,,25.0,0.0,,100.0,,,,,26.0,32.0,31.0,43.0,,4.0,3.0,,1.0,,,,,13.0,15.0,10.0,16.0,,1.0,0.0,,1.0,,,,,,,,,,,,,
148198080,Virtualpala,blackmoore,7.0,684.0,67.0,100.0,,100.0,,,100.0,3.0,3.0,,1.0,,,1.0,2.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143937353,Blumes,argent-dawn,79.0,8686.0,56.0,88.0,50.0,44.0,74.0,56.0,60.0,9.0,8.0,32.0,36.0,19.0,16.0,5.0,5.0,7.0,16.0,16.0,14.0,9.0,3.0,57.0,37.0,70.0,,44.0,35.0,54.0,100.0,43.0,100.0,100.0,18.0,70.0,14.0,19.0,10.0,,32.0,31.0,24.0,9.0,14.0,1.0,3.0,11.0,10.0,8.0,7.0,7.0,,14.0,11.0,13.0,9.0,6.0,1.0,3.0,2.0,7.0,57.0,7.0,4.0,,,,0.0,1.0,0.0
166595485,Cptainbian,tarren-mill,141.0,12141.0,60.0,57.0,38.0,20.0,83.0,60.0,50.0,20.0,30.0,8.0,10.0,6.0,5.0,10.0,12.0,17.0,3.0,2.0,5.0,3.0,5.0,81.0,50.0,44.0,75.0,40.0,73.0,83.0,,100.0,,100.0,0.0,,37.0,10.0,34.0,4.0,10.0,11.0,12.0,,4.0,,11.0,1.0,,30.0,5.0,15.0,3.0,4.0,8.0,10.0,,4.0,,11.0,0.0,,83.0,6.0,5.0,,,,,,
184164572,Confesser,silvermoon,51.0,7586.0,43.0,67.0,60.0,63.0,25.0,47.0,33.0,7.0,6.0,20.0,19.0,12.0,17.0,3.0,3.0,4.0,12.0,12.0,3.0,8.0,1.0,55.0,25.0,53.0,,50.0,65.0,83.0,,0.0,,,,50.0,11.0,4.0,19.0,,18.0,20.0,12.0,,1.0,,,,12.0,6.0,1.0,10.0,,9.0,13.0,10.0,,0.0,,,,6.0,,,,,,,,,
108586667,Targaryèn,silvermoon,3.0,219.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,50.0,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
130863518,Pinpar,los-errantes,148.0,14438.0,50.0,54.0,75.0,150.0,50.0,100.0,0.0,22.0,13.0,24.0,2.0,4.0,2.0,1.0,11.0,7.0,18.0,3.0,2.0,2.0,0.0,44.0,58.0,59.0,79.0,55.0,60.0,65.0,,45.0,,,,75.0,27.0,33.0,22.0,14.0,22.0,20.0,17.0,,11.0,,,,4.0,12.0,19.0,13.0,11.0,12.0,12.0,11.0,,5.0,,,,3.0,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,46.0,59.0,67.0,50.0,0.0,57.0,87.0,80.0,34.0,6.0,4.0,1.0,7.0,43.0,37.0,20.0,4.0,2.0,0.0,4.0,41.0,33.0,51.0,34.0,45.0,50.0,36.0,,,,100.0,,0.0,68.0,79.0,67.0,71.0,20.0,8.0,11.0,,,,9.0,,2.0,28.0,26.0,34.0,24.0,9.0,4.0,4.0,,,,9.0,,0.0,0.0,4.0,0.0,,,,,,
187595197,Nëux,kazzak,21.0,100355.0,53.0,48.0,78.0,60.0,100.0,75.0,0.0,251.0,167.0,9.0,5.0,3.0,4.0,2.0,132.0,80.0,7.0,3.0,3.0,3.0,0.0,64.0,61.0,60.0,54.0,60.0,67.0,60.0,18200.0,,,,14.0,75.0,414.0,525.0,307.0,269.0,77.0,6.0,50.0,1.0,,,,7.0,4.0,267.0,322.0,185.0,144.0,46.0,4.0,30.0,182.0,,,,1.0,3.0,25.0,4.0,1.0,,,,,,
68093642,Osloth,blackmoore,130.0,55544.0,53.0,44.0,61.0,64.0,86.0,75.0,60.0,77.0,62.0,54.0,36.0,7.0,8.0,5.0,41.0,27.0,33.0,23.0,6.0,6.0,3.0,70.0,57.0,59.0,45.0,71.0,63.0,66.0,,67.0,67.0,,29.0,40.0,257.0,158.0,64.0,110.0,162.0,65.0,155.0,,45.0,3.0,,7.0,5.0,181.0,90.0,38.0,49.0,115.0,41.0,102.0,,30.0,2.0,,2.0,2.0,62.0,8.0,5.0,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,0.0,100.0,,,,,,100.0,,,3.0,,,1.0,1.0,,,,,,1.0,,,2.0,,,0.0,1.0,,,,,,1.0,,,,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,25.0,,0.0,50.0,50.0,,6.0,4.0,,1.0,4.0,2.0,,3.0,1.0,,0.0,2.0,1.0,,,,80.0,,100.0,0.0,25.0,50.0,,0.0,,0.0,60.0,,,5.0,,1.0,1.0,4.0,2.0,,1.0,,6.0,5.0,,,4.0,,1.0,0.0,1.0,1.0,,0.0,,0.0,3.0,,,,,,,,,
188402402,Ergard,the-maelstrom,49.0,4855.0,73.0,78.0,50.0,,,100.0,50.0,11.0,9.0,6.0,,,2.0,2.0,8.0,7.0,3.0,,,2.0,1.0,40.0,38.0,44.0,25.0,50.0,27.0,50.0,,50.0,,,,,10.0,13.0,9.0,8.0,4.0,11.0,6.0,,4.0,,,,,4.0,5.0,4.0,2.0,2.0,3.0,3.0,,2.0,,,,,100.0,2.0,2.0,,,,,,
185244175,Helliél,pozzo-delleternità,4.0,664.0,,,67.0,50.0,33.0,0.0,,,,3.0,2.0,3.0,2.0,,,,2.0,1.0,1.0,0.0,,,,100.0,,43.0,0.0,100.0,,,,,,0.0,,,1.0,,7.0,2.0,1.0,,,,,,2.0,,,1.0,,3.0,0.0,1.0,,,,,,0.0,,,,,,,,,
134733100,Golakhtashan,draenor,18.0,476.0,,0.0,50.0,0.0,50.0,0.0,,,1.0,2.0,1.0,2.0,1.0,,,0.0,1.0,0.0,1.0,0.0,,,,100.0,,100.0,,0.0,,,,,,33.0,,,1.0,,1.0,,3.0,,,,,,3.0,,,1.0,,1.0,,0.0,,,,,,1.0,0.0,1.0,0.0,,,,,,
172901306,Aiffel,silvermoon,25.0,6154.0,75.0,83.0,71.0,0.0,75.0,67.0,,4.0,6.0,17.0,1.0,4.0,3.0,,3.0,5.0,12.0,0.0,3.0,2.0,,62.0,50.0,50.0,60.0,67.0,75.0,76.0,,62.0,,,,,13.0,18.0,8.0,10.0,12.0,20.0,17.0,,13.0,,,,,8.0,9.0,4.0,6.0,8.0,15.0,13.0,,8.0,,,,,,,,,,,,,
195031258,Duriandyl,archimonde,5.0,2659.0,50.0,,80.0,100.0,33.0,,,2.0,,5.0,3.0,3.0,,,1.0,,4.0,3.0,1.0,,,71.0,33.0,50.0,0.0,67.0,43.0,67.0,,100.0,,,,0.0,7.0,3.0,4.0,1.0,6.0,7.0,3.0,,2.0,,,,1.0,5.0,1.0,2.0,0.0,4.0,3.0,2.0,,2.0,,,,0.0,,,,,,,,,
243967204,Inshallã,sylvanas,35.0,379.0,0.0,,0.0,0.0,100.0,,0.0,1.0,,1.0,1.0,1.0,,2.0,0.0,,0.0,0.0,1.0,,0.0,,,100.0,,0.0,,,,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,0.0,,,,,,,,0.0,,,,,,,,,
183808467,Vieral,kazzak,5.0,1006.0,100.0,100.0,100.0,,50.0,100.0,100.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,100.0,,100.0,100.0,100.0,,,100.0,,,,,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,
196412666,Bigbooii,outland,33.0,1052.0,67.0,,60.0,100.0,50.0,33.0,0.0,3.0,,5.0,1.0,2.0,3.0,1.0,2.0,,3.0,1.0,1.0,1.0,0.0,,,100.0,,0.0,100.0,,,,,,,100.0,,,1.0,,1.0,2.0,,,,,,,2.0,,,1.0,,0.0,2.0,,,,,,,2.0,50.0,2.0,1.0,,,,,,
166631802,Darkghost,hyjal,51.0,9511.0,29.0,57.0,50.0,50.0,60.0,50.0,0.0,7.0,7.0,14.0,10.0,5.0,2.0,2.0,2.0,4.0,7.0,5.0,3.0,1.0,0.0,44.0,71.0,27.0,,25.0,29.0,64.0,,30.0,,,0.0,,18.0,7.0,11.0,,12.0,7.0,11.0,,10.0,,,3.0,,8.0,5.0,3.0,,3.0,2.0,7.0,,3.0,,,0.0,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,81.0,43.0,88.0,64.0,62.0,56.0,33.0,27.0,7.0,8.0,11.0,13.0,18.0,18.0,22.0,3.0,7.0,7.0,8.0,10.0,,,57.0,,60.0,47.0,70.0,,,,,,57.0,,,7.0,,10.0,15.0,10.0,,,,,,7.0,,,4.0,,6.0,7.0,7.0,,,,,,4.0,67.0,6.0,4.0,,,,,,
111673299,Gusrim,shadowsong,19.0,36139.0,47.0,45.0,67.0,50.0,60.0,50.0,75.0,32.0,11.0,6.0,6.0,5.0,2.0,4.0,15.0,5.0,4.0,3.0,3.0,1.0,3.0,57.0,59.0,43.0,52.0,88.0,45.0,62.0,,71.0,100.0,,,20.0,47.0,59.0,44.0,64.0,8.0,20.0,13.0,,7.0,1.0,,,5.0,27.0,35.0,19.0,33.0,7.0,9.0,8.0,,5.0,1.0,,,1.0,67.0,3.0,2.0,,,,,,
167088252,Brunori,tarren-mill,9.0,1428.0,,0.0,0.0,33.0,50.0,67.0,67.0,,3.0,1.0,3.0,2.0,3.0,3.0,,0.0,0.0,1.0,1.0,2.0,2.0,,,,,100.0,100.0,100.0,,,,,,50.0,,,,,3.0,1.0,1.0,,,,,,2.0,,,,,3.0,1.0,1.0,,,,,,1.0,60.0,5.0,3.0,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,50.0,50.0,67.0,,67.0,100.0,100.0,2.0,2.0,3.0,,3.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,,,100.0,,,100.0,,,,,,,100.0,,,1.0,,,1.0,,,,,,,5.0,,,1.0,,,1.0,,,,,,,5.0,33.0,3.0,1.0,,,,,,
157171057,Vicker,stormscale,13.0,123.0,,0.0,,,,100.0,,,1.0,,,,1.0,,,0.0,,,,1.0,,,,,,,0.0,100.0,100.0,,,,,100.0,,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,0.0,1.0,1.0,,,,,1.0,,,,,,,,,
106040000,Getinmyvan,antonidas,47.0,7157.0,100.0,73.0,69.0,77.0,65.0,40.0,58.0,2.0,11.0,13.0,13.0,17.0,10.0,12.0,2.0,8.0,9.0,10.0,11.0,4.0,7.0,100.0,,50.0,,85.0,56.0,54.0,,33.0,,,,50.0,1.0,,10.0,,13.0,16.0,13.0,,6.0,,,,6.0,1.0,,5.0,,11.0,9.0,7.0,,2.0,,,,3.0,60.0,5.0,3.0,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,65.0,20.0,,,100.0,,100.0,17.0,10.0,,,1.0,,1.0,11.0,2.0,,,1.0,,1.0,45.0,22.0,38.0,70.0,,0.0,,,,,100.0,,,11.0,9.0,13.0,10.0,,1.0,,,,,11.0,,,5.0,2.0,5.0,7.0,,0.0,,,,,11.0,,,,,,,,,,,
98180293,Мркавай,gordunni,50.0,21663.0,78.0,92.0,54.0,50.0,29.0,50.0,33.0,49.0,38.0,24.0,8.0,7.0,2.0,3.0,38.0,35.0,13.0,4.0,2.0,1.0,1.0,59.0,57.0,58.0,46.0,36.0,37.0,39.0,,69.0,,,0.0,100.0,41.0,42.0,33.0,37.0,36.0,30.0,28.0,,35.0,,,3.0,2.0,24.0,24.0,19.0,17.0,13.0,11.0,11.0,,24.0,,,0.0,2.0,100.0,1.0,1.0,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,48.0,58.0,100.0,70.0,57.0,60.0,160.0,23.0,12.0,3.0,10.0,7.0,5.0,77.0,11.0,7.0,3.0,7.0,4.0,3.0,59.0,62.0,49.0,64.0,33.0,82.0,38.0,,40.0,67.0,,14.0,25.0,49.0,93.0,43.0,61.0,15.0,11.0,26.0,,5.0,3.0,,7.0,4.0,29.0,58.0,21.0,39.0,5.0,9.0,10.0,,2.0,2.0,,1.0,1.0,,,,,,,,,
112786766,Eikò,draenor,19.0,525.0,0.0,100.0,100.0,,,,0.0,2.0,1.0,1.0,,,,2.0,0.0,1.0,1.0,,,,0.0,,100.0,100.0,,,,,,100.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,
156067386,Boldaro,arathor,26.0,1501.0,60.0,0.0,40.0,200.0,0.0,,,5.0,1.0,5.0,1.0,1.0,,,3.0,0.0,2.0,2.0,0.0,,,33.0,100.0,67.0,0.0,0.0,,33.0,,33.0,100.0,,,,3.0,1.0,6.0,1.0,2.0,,3.0,,3.0,1.0,,,,1.0,1.0,4.0,0.0,0.0,,1.0,,1.0,1.0,,,,,,,,,,,,
173135774,Koulourls,silvermoon,20.0,3131.0,0.0,100.0,50.0,46.0,57.0,75.0,,2.0,1.0,6.0,13.0,7.0,4.0,,0.0,1.0,3.0,6.0,4.0,3.0,,,,56.0,,100.0,40.0,80.0,100.0,,,,,60.0,,,9.0,,5.0,5.0,5.0,2.0,,,,,5.0,,,5.0,,5.0,2.0,4.0,2.0,,,,,3.0,0.0,1.0,0.0,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,50.0,,100.0,67.0,100.0,60.0,,2.0,,4.0,3.0,6.0,5.0,,1.0,,4.0,2.0,6.0,3.0,,,,100.0,,100.0,60.0,100.0,,,,,,75.0,,,2.0,,1.0,5.0,4.0,,,,,,4.0,,,2.0,,1.0,3.0,4.0,,,,,,3.0,100.0,2.0,2.0,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,40.0,79.0,100.0,0.0,,,39.0,30.0,24.0,1.0,2.0,,,19.0,12.0,19.0,1.0,0.0,,,62.0,54.0,60.0,58.0,56.0,59.0,70.0,,76.0,,,,,110.0,79.0,52.0,53.0,70.0,27.0,91.0,,21.0,,,,,68.0,43.0,31.0,31.0,39.0,16.0,64.0,,16.0,,,,,,,,,,,,,
169136973,Yenshï,dalaran,4.0,354.0,100.0,,0.0,0.0,,,,1.0,,2.0,2.0,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,,0.0,40.0,0.0,100.0,,,,1.0,5.0,1.0,1.0,,,,0.0,2.0,0.0,1.0,,,,,67.0,,100.0,,0.0,,0.0,,,,100.0,,,3.0,,2.0,,2.0,,1.0,,,,1.0,,,2.0,,2.0,,0.0,,0.0,,,,1.0,0.0,1.0,0.0,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,60.0,,59.0,44.0,65.0,57.0,50.0,5.0,,17.0,16.0,17.0,23.0,4.0,3.0,,10.0,7.0,11.0,13.0,2.0,,,58.0,,40.0,53.0,50.0,0.0,,,100.0,40.0,75.0,,,19.0,,10.0,15.0,10.0,1.0,,,3.0,5.0,20.0,,,11.0,,4.0,8.0,5.0,0.0,,,3.0,2.0,15.0,100.0,1.0,1.0,,,,,,
139956677,Dritnz,silvermoon,68.0,2518.0,50.0,0.0,44.0,80.0,0.0,100.0,100.0,4.0,1.0,9.0,5.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,33.0,0.0,43.0,50.0,75.0,50.0,57.0,0.0,67.0,0.0,,,67.0,3.0,2.0,7.0,2.0,4.0,8.0,7.0,2.0,3.0,1.0,,,3.0,1.0,0.0,3.0,1.0,3.0,4.0,4.0,0.0,2.0,0.0,,,2.0,100.0,2.0,2.0,,,,,,
197580854,Ørjän,silvermoon,12.0,3584.0,100.0,50.0,67.0,36.0,55.0,75.0,75.0,1.0,4.0,12.0,11.0,11.0,8.0,4.0,1.0,2.0,8.0,4.0,6.0,6.0,3.0,,,33.0,,67.0,50.0,75.0,100.0,,,,,54.0,,,3.0,,15.0,4.0,4.0,2.0,,,,,13.0,,,1.0,,10.0,2.0,3.0,2.0,,,,,7.0,100.0,1.0,1.0,,,,,,
175760203,Vayki,hyjal,5.0,8510.0,45.0,64.0,,,,,,20.0,11.0,,,,,,9.0,7.0,,,,,,57.0,43.0,50.0,50.0,,,100.0,,,,,,,23.0,21.0,18.0,16.0,,,1.0,,,,,,,13.0,9.0,9.0,8.0,,,1.0,,,,,,,,,,,,,,,
248108030,Onespeedy,sylvanas,32.0,602.0,,,,50.0,50.0,0.0,0.0,,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,,,50.0,,0.0,50.0,,,,100.0,,,,,,2.0,,1.0,2.0,,,,1.0,,,,,,1.0,,0.0,1.0,,,,1.0,,,,,,,,,,,,
117103461,Pölenta,ysondre,39.0,4075.0,56.0,100.0,18.0,67.0,57.0,54.0,83.0,9.0,1.0,11.0,6.0,7.0,13.0,6.0,5.0,1.0,2.0,4.0,4.0,7.0,5.0,,,25.0,,17.0,90.0,67.0,50.0,,100.0,100.0,0.0,40.0,,,4.0,,6.0,10.0,6.0,2.0,,2.0,5.0,2.0,10.0,,,1.0,,1.0,9.0,4.0,1.0,,2.0,5.0,0.0,4.0,67.0,3.0,2.0,,,,,,
244605081,Valorank,balnazzar,11.0,437.0,,100.0,,100.0,,,0.0,,1.0,,2.0,,,1.0,,1.0,,2.0,,,0.0,,,,,0.0,0.0,100.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,
93110983,Akori,outland,4.0,19451.0,48.0,54.0,14.0,,100.0,,100.0,56.0,54.0,7.0,,1.0,,1.0,27.0,29.0,1.0,,1.0,,1.0,57.0,57.0,74.0,54.0,33.0,40.0,67.0,,100.0,,,100.0,,70.0,61.0,65.0,71.0,3.0,10.0,3.0,,1.0,,,1.0,,40.0,35.0,48.0,38.0,1.0,4.0,2.0,,1.0,,,1.0,,100.0,1.0,1.0,,,,,,
129327797,Бренсвен,gordunni,139.0,7840.0,73.0,56.0,,0.0,100.0,,64.0,11.0,9.0,,1.0,1.0,,14.0,8.0,5.0,,0.0,1.0,,9.0,25.0,0.0,,,,100.0,0.0,,,,,,100.0,4.0,1.0,,,,1.0,2.0,,,,,,1.0,1.0,0.0,,,,1.0,0.0,,,,,,1.0,56.0,9.0,5.0,,,,,,
134419779,Asherough,lightbringer,8.0,400.0,50.0,,0.0,0.0,100.0,0.0,,2.0,,1.0,1.0,1.0,2.0,,1.0,,0.0,0.0,1.0,0.0,,,,,,100.0,0.0,,,,,,,50.0,,,,,2.0,1.0,,,,,,,2.0,,,,,2.0,0.0,,,,,,,1.0,,,,,,,,,
194382434,Yuzlight,outland,27.0,4152.0,62.0,81.0,40.0,100.0,100.0,0.0,62.0,16.0,16.0,5.0,2.0,1.0,1.0,16.0,10.0,13.0,2.0,2.0,1.0,0.0,10.0,,,100.0,,100.0,100.0,0.0,,,,,,50.0,,,1.0,,5.0,4.0,2.0,,,,,,4.0,,,1.0,,5.0,4.0,0.0,,,,,,2.0,40.0,5.0,2.0,100.0,1.0,1.0,,,
210021985,Goldanna,nagrand,69.0,1492.0,54.0,60.0,100.0,100.0,0.0,0.0,50.0,13.0,5.0,1.0,1.0,1.0,2.0,4.0,7.0,3.0,1.0,1.0,0.0,0.0,2.0,,,,,100.0,,,,100.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,3.0,,,,1.0,,,,,25.0,4.0,1.0,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.0,0.0,,,,,,,,,,50.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
193772441,Madares,silvermoon,15.0,1545.0,0.0,50.0,50.0,0.0,100.0,0.0,100.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,,,0.0,,100.0,50.0,50.0,100.0,,,,,25.0,,,1.0,,1.0,2.0,2.0,1.0,,,,,4.0,,,0.0,,1.0,1.0,1.0,1.0,,,,,1.0,50.0,2.0,1.0,,,,,,
95555033,Greedosan,twisting-nether,37.0,7541.0,64.0,40.0,67.0,100.0,20.0,0.0,75.0,53.0,25.0,6.0,6.0,5.0,2.0,4.0,34.0,10.0,4.0,6.0,1.0,0.0,3.0,73.0,57.0,73.0,55.0,71.0,75.0,78.0,,45.0,,,,0.0,11.0,7.0,11.0,11.0,14.0,12.0,9.0,,11.0,,,,3.0,8.0,4.0,8.0,6.0,10.0,9.0,7.0,,5.0,,,,0.0,100.0,1.0,1.0,,,,,,
153584340,Shei,eitrigg,15.0,20062.0,65.0,71.0,41.0,50.0,62.0,100.0,,17.0,31.0,49.0,4.0,16.0,3.0,,11.0,22.0,20.0,2.0,10.0,3.0,,42.0,47.0,55.0,48.0,50.0,62.0,44.0,,56.0,,,,67.0,132.0,47.0,56.0,40.0,30.0,26.0,36.0,,27.0,,,,3.0,56.0,22.0,31.0,19.0,15.0,16.0,16.0,,15.0,,,,2.0,50.0,2.0,1.0,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,33.0,50.0,67.0,53.0,40.0,,3.0,3.0,20.0,12.0,15.0,15.0,,2.0,1.0,10.0,8.0,8.0,6.0,,75.0,50.0,56.0,0.0,54.0,57.0,33.0,50.0,67.0,,,,70.0,8.0,8.0,9.0,2.0,13.0,23.0,12.0,2.0,3.0,,,,10.0,6.0,4.0,5.0,0.0,7.0,13.0,4.0,1.0,2.0,,,,7.0,100.0,2.0,2.0,,,,,,
177514687,Grunnbeld,dalaran,9.0,2278.0,,,42.0,56.0,60.0,44.0,,,,19.0,9.0,5.0,9.0,,,,8.0,5.0,3.0,4.0,,,,100.0,,46.0,69.0,44.0,71.0,,,,0.0,38.0,,,1.0,,13.0,13.0,9.0,7.0,,,,1.0,8.0,,,1.0,,6.0,9.0,4.0,5.0,,,,0.0,3.0,,,,,,,,,
