character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Alterac Valley win_rate,Ashran win_rate,Cooking: Impossible win_rate,Korrak's Revenge win_rate,Alterac Valley played,Ashran played,Cooking: Impossible played,Korrak's Revenge played,Alterac Valley won,Ashran won,Cooking: Impossible won,Korrak's Revenge won,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Deepwind Gorge (Legacy) win_rate,Strand of the Ancients played,Rated Eye of the Storm played,Deepwind Gorge (Legacy) played,Strand of the Ancients won,Rated Eye of the Storm won,Deepwind Gorge (Legacy) won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
194933304,Loaminance,kazzak,124.0,783.0,,,,100.0,,,100.0,33.0,,100.0,,100.0,100.0,,,,,,1.0,,,3.0,3.0,,1.0,,2.0,1.0,,,,,,1.0,,,3.0,1.0,,1.0,,2.0,1.0,,,100.0,100.0,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,
172937279,Kyläâr,elune,9.0,965.0,,,50.0,,50.0,,33.0,0.0,,,50.0,,,,,,,2.0,,2.0,,3.0,1.0,,,2.0,,,,,,,1.0,,1.0,,1.0,0.0,,,1.0,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
200519164,Лоатана,ashenvale,14.0,651.0,,,,,100.0,,100.0,,,,,,,,100.0,,,,,2.0,,1.0,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
156872398,Alexicus,silvermoon,5.0,5395.0,19.0,61.0,38.0,57.0,64.0,33.0,33.0,50.0,,0.0,,0.0,,,,21.0,18.0,8.0,14.0,11.0,3.0,6.0,2.0,,2.0,,1.0,,,,4.0,11.0,3.0,8.0,7.0,1.0,2.0,1.0,,0.0,,0.0,,,,46.0,0.0,,,13.0,1.0,,,6.0,0.0,,,50.0,,67.0,12.0,,3.0,6.0,,2.0,,,
132364562,Sähkökaappi,defias-brotherhood,225.0,102886.0,72.0,50.0,62.0,43.0,63.0,66.0,58.0,64.0,46.0,68.0,67.0,61.0,48.0,,64.0,18.0,16.0,337.0,51.0,311.0,303.0,308.0,360.0,28.0,333.0,342.0,327.0,80.0,,279.0,13.0,8.0,210.0,22.0,197.0,200.0,179.0,231.0,13.0,228.0,229.0,200.0,38.0,,178.0,38.0,19.0,67.0,25.0,56.0,16.0,6.0,4.0,21.0,3.0,4.0,1.0,,50.0,70.0,,8.0,61.0,,4.0,43.0,20.0,5.0,1.0
85710238,Vraccas,burning-blade,21.0,23640.0,46.0,48.0,53.0,56.0,29.0,31.0,67.0,42.0,100.0,25.0,83.0,100.0,67.0,,75.0,79.0,44.0,51.0,25.0,14.0,16.0,21.0,26.0,1.0,8.0,6.0,4.0,3.0,,4.0,36.0,21.0,27.0,14.0,4.0,5.0,14.0,11.0,1.0,2.0,5.0,4.0,2.0,,3.0,64.0,67.0,,,47.0,3.0,,,30.0,2.0,,,55.0,,38.0,11.0,,8.0,6.0,,3.0,,,
111697314,Mattii,aegwynn,11.0,4925.0,10.0,40.0,39.0,80.0,56.0,40.0,46.0,43.0,0.0,67.0,0.0,62.0,0.0,100.0,33.0,10.0,10.0,23.0,5.0,9.0,10.0,13.0,7.0,2.0,3.0,4.0,8.0,2.0,1.0,6.0,1.0,4.0,9.0,4.0,5.0,4.0,6.0,3.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,69.0,0.0,,0.0,13.0,1.0,,2.0,9.0,0.0,,0.0,100.0,,100.0,3.0,,3.0,3.0,,3.0,,,
125628326,Tagarius,blackrock,7.0,7380.0,50.0,0.0,100.0,67.0,0.0,50.0,100.0,,,33.0,67.0,33.0,,,,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,,3.0,3.0,3.0,,,,1.0,0.0,2.0,2.0,0.0,1.0,1.0,,,1.0,2.0,1.0,,,,56.0,,,0.0,16.0,,,1.0,9.0,,,0.0,50.0,,100.0,2.0,,3.0,1.0,,3.0,,,
167446954,Forgoro,elune,9.0,5070.0,31.0,45.0,32.0,30.0,50.0,,27.0,0.0,,,,,,,,16.0,22.0,22.0,10.0,12.0,,15.0,1.0,,,,,,,,5.0,10.0,7.0,3.0,6.0,,4.0,0.0,,,,,,,,50.0,,,,20.0,,,,10.0,,,,32.0,,,22.0,,,7.0,,,,,
167509315,Theorry,silvermoon,4.0,639.0,,,,,33.0,67.0,100.0,,,50.0,50.0,100.0,,,50.0,,,,,3.0,3.0,1.0,,,2.0,2.0,1.0,,,2.0,,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
157433289,Palalump,antonidas,25.0,27995.0,62.0,50.0,65.0,70.0,50.0,40.0,61.0,27.0,100.0,58.0,,50.0,75.0,,0.0,42.0,48.0,31.0,23.0,22.0,20.0,28.0,30.0,1.0,12.0,,6.0,4.0,,2.0,26.0,24.0,20.0,16.0,11.0,8.0,17.0,8.0,1.0,7.0,,3.0,3.0,,0.0,36.0,60.0,,,66.0,5.0,,,24.0,3.0,,,46.0,,44.0,35.0,,16.0,16.0,,7.0,,,
158804822,Aldaibaran,la-croisade-écarlate,18.0,506.0,50.0,100.0,,,,,,50.0,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102804543,Blutpaladin,anubarak,52.0,6730.0,75.0,50.0,75.0,20.0,57.0,44.0,67.0,17.0,,60.0,67.0,50.0,100.0,,,4.0,2.0,8.0,5.0,7.0,9.0,3.0,6.0,,10.0,3.0,6.0,1.0,,,3.0,1.0,6.0,1.0,4.0,4.0,2.0,1.0,,6.0,2.0,3.0,1.0,,,25.0,,,,8.0,,,,2.0,,,,0.0,,40.0,1.0,,5.0,0.0,,2.0,,,
144783350,Demux,blackrock,9.0,1579.0,,,0.0,50.0,33.0,0.0,62.0,50.0,,80.0,67.0,25.0,100.0,,,,,1.0,2.0,3.0,1.0,8.0,4.0,,5.0,6.0,4.0,2.0,,,,,0.0,1.0,1.0,0.0,5.0,2.0,,4.0,4.0,1.0,2.0,,,100.0,,,,4.0,,,,4.0,,,,,,80.0,,,5.0,,,4.0,,,
194241520,Ludzzir,silvermoon,8.0,1381.0,,,100.0,50.0,0.0,100.0,0.0,50.0,,,,,100.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,1.0,,,,0.0,,33.0,,1.0,,9.0,,0.0,,3.0,,,,,,,,,,,,
140618867,Kanisha,argent-dawn,12.0,211.0,,,,,0.0,,,50.0,,,,0.0,,,0.0,,,,,2.0,,,2.0,,,,1.0,,,2.0,,,,,0.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
167110208,Lypa,blackmoore,3.0,252.0,,,,,,67.0,100.0,100.0,,0.0,0.0,,0.0,,,,,,,,3.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,2.0,1.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153438135,Paladschinkn,antonidas,18.0,3855.0,,,100.0,50.0,50.0,22.0,50.0,50.0,0.0,60.0,33.0,0.0,42.0,,56.0,,,2.0,10.0,2.0,9.0,4.0,4.0,2.0,5.0,9.0,4.0,12.0,,9.0,,,2.0,5.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,5.0,,5.0,40.0,25.0,,,15.0,12.0,,,6.0,3.0,,,,,,,,,,,,,,
156322686,Telfsboy,durotan,1.0,585.0,100.0,50.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198292938,Dwemur,silvermoon,20.0,1271.0,,,75.0,0.0,100.0,43.0,33.0,33.0,,50.0,100.0,60.0,,,50.0,,,4.0,1.0,4.0,7.0,3.0,3.0,,2.0,2.0,5.0,,,8.0,,,3.0,0.0,4.0,3.0,1.0,1.0,,1.0,2.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
165837881,Odinsonn,blackrock,35.0,698.0,,,0.0,,100.0,100.0,100.0,0.0,,67.0,100.0,100.0,100.0,,,,,1.0,,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,0.0,,1.0,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,,,100.0,50.0,,0.0,2.0,2.0,,1.0,2.0,1.0,,0.0,,,,,,,,,,,,
157157458,Nirt,ravencrest,30.0,60085.0,66.0,62.0,63.0,66.0,71.0,50.0,60.0,55.0,,100.0,,67.0,,,75.0,425.0,184.0,176.0,56.0,38.0,14.0,43.0,22.0,,1.0,,3.0,,,4.0,282.0,115.0,111.0,37.0,27.0,7.0,26.0,12.0,,1.0,,2.0,,,3.0,61.0,,0.0,,95.0,,1.0,,58.0,,0.0,,63.0,10900.0,67.0,158.0,1.0,12.0,100.0,109.0,8.0,,,
98494047,Helora,arthas,14.0,13730.0,64.0,48.0,30.0,65.0,47.0,0.0,40.0,,,0.0,100.0,0.0,50.0,,0.0,42.0,83.0,20.0,26.0,17.0,1.0,10.0,,,2.0,1.0,1.0,2.0,,1.0,27.0,40.0,6.0,17.0,8.0,0.0,4.0,,,0.0,1.0,0.0,1.0,,0.0,73.0,75.0,,,52.0,4.0,,,38.0,3.0,,,48.0,,,31.0,,,15.0,,,,,
93551915,Dimz,aggra-português,1.0,366.0,0.0,100.0,100.0,0.0,,100.0,,50.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,0.0,1.0,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147556203,Khanshadow,blackmoore,4.0,6306.0,50.0,25.0,40.0,20.0,,100.0,,14.0,,,,,,,,8.0,4.0,5.0,5.0,,2.0,,7.0,,,,,,,,4.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,62.0,,,,8.0,,,,5.0,,,,33.0,,100.0,3.0,,1.0,1.0,,1.0,,,
66618486,Mohals,blackmoore,1.0,2010.0,50.0,29.0,50.0,100.0,38.0,40.0,33.0,17.0,,,,,,,,2.0,7.0,2.0,2.0,8.0,10.0,3.0,6.0,,,,,,,,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,,,,,,,,67.0,,,,9.0,,,,6.0,,,,33.0,,,6.0,,,2.0,,,,,
150814630,Lightý,aegwynn,111.0,1575.0,,,50.0,33.0,0.0,50.0,17.0,57.0,0.0,20.0,0.0,100.0,0.0,,0.0,,,2.0,3.0,5.0,6.0,6.0,7.0,2.0,5.0,6.0,4.0,1.0,,3.0,,,1.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,,0.0,100.0,,,,1.0,,,,1.0,,,,100.0,,,1.0,,,1.0,,,,,
71968801,Konzuro,antonidas,6.0,1803.0,100.0,43.0,33.0,0.0,33.0,40.0,38.0,50.0,,,,,,,,3.0,7.0,6.0,1.0,3.0,5.0,8.0,8.0,,,,,,,,3.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,,,,,,,,25.0,,,,4.0,,,,1.0,,,,40.0,,40.0,5.0,,5.0,2.0,,2.0,,,
195728591,Solotyr,hyjal,41.0,7870.0,80.0,71.0,36.0,17.0,50.0,50.0,50.0,50.0,,,,,40.0,,,10.0,7.0,11.0,6.0,12.0,6.0,8.0,2.0,,,,,5.0,,,8.0,5.0,4.0,1.0,6.0,3.0,4.0,1.0,,,,,2.0,,,88.0,50.0,,,8.0,2.0,,,7.0,1.0,,,33.0,,25.0,9.0,,4.0,3.0,,1.0,,,
175495365,Фрига,galakrond,14.0,4640.0,,,31.0,64.0,20.0,50.0,78.0,50.0,,0.0,50.0,43.0,33.0,,60.0,,,16.0,11.0,5.0,6.0,9.0,6.0,,5.0,16.0,7.0,6.0,,5.0,,,5.0,7.0,1.0,3.0,7.0,3.0,,0.0,8.0,3.0,2.0,,3.0,38.0,33.0,,,8.0,3.0,,,3.0,1.0,,,,,,,,,,,,,,
155518534,Adrallan,drakthul,23.0,1103.0,,,,100.0,33.0,100.0,50.0,82.0,,50.0,,100.0,,,100.0,,,,1.0,3.0,1.0,2.0,11.0,,2.0,,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,9.0,,1.0,,2.0,,,1.0,,0.0,,0.0,,1.0,,1.0,,0.0,,0.0,,100.0,,,1.0,,,1.0,,,,
180109619,Yaminosenshi,hellfire,7.0,3749.0,0.0,0.0,67.0,0.0,33.0,67.0,0.0,,,,60.0,0.0,33.0,,67.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,,,,5.0,1.0,3.0,,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,,,,3.0,0.0,1.0,,2.0,67.0,,,50.0,3.0,,,4.0,2.0,,,2.0,,,,,,,,,,,,
191641209,Lindandriel,hyjal,40.0,547.0,,,0.0,100.0,0.0,0.0,100.0,,,,,0.0,50.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,4.0,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,38.0,,68.0,33.0,73.0,70.0,66.0,69.0,,65.0,62.0,46.0,75.0,100.0,64.0,8.0,,40.0,3.0,41.0,46.0,29.0,39.0,,31.0,45.0,96.0,4.0,5.0,44.0,3.0,,27.0,1.0,30.0,32.0,19.0,27.0,,20.0,28.0,44.0,3.0,5.0,28.0,73.0,,,,11.0,,,,8.0,,,,0.0,,75.0,5.0,,8.0,0.0,,6.0,,,
184850195,Rytrrox,archimonde,9.0,3178.0,,,0.0,100.0,100.0,0.0,0.0,0.0,,,25.0,0.0,67.0,,0.0,,,1.0,2.0,1.0,2.0,2.0,1.0,,,4.0,1.0,3.0,,1.0,,,0.0,2.0,1.0,0.0,0.0,0.0,,,1.0,0.0,2.0,,0.0,25.0,100.0,,50.0,4.0,1.0,,4.0,1.0,1.0,,2.0,,,,,,,,,,,,
147716729,Idaralia,forscherliga,107.0,5382.0,67.0,33.0,13.0,40.0,67.0,33.0,33.0,100.0,,,,,,,,15.0,9.0,15.0,5.0,6.0,3.0,3.0,1.0,,,,,,,,10.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,61.0,,,,31.0,,,,19.0,,,,33.0,,,3.0,,,1.0,,,,,
78419105,Mueter,blackmoore,16.0,1068.0,0.0,0.0,0.0,,20.0,14.0,17.0,43.0,,100.0,100.0,,,,,3.0,1.0,2.0,,5.0,7.0,6.0,7.0,,2.0,1.0,,,,,0.0,0.0,0.0,,1.0,1.0,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,50.0,,100.0,2.0,,1.0,1.0,,1.0,,,
125761078,Dreadgard,silvermoon,45.0,68537.0,67.0,64.0,65.0,58.0,73.0,60.0,73.0,67.0,,,,,,,,285.0,191.0,181.0,113.0,146.0,52.0,130.0,57.0,,,,,,,,191.0,123.0,117.0,65.0,107.0,31.0,95.0,38.0,,,,,,,,69.0,,,,179.0,,,,124.0,,,,58.0,,73.0,106.0,,26.0,61.0,,19.0,,,
155554810,Balem,alonsus,21.0,24915.0,22.0,43.0,47.0,49.0,41.0,41.0,36.0,50.0,60.0,60.0,50.0,50.0,75.0,,42.0,54.0,79.0,64.0,72.0,34.0,27.0,39.0,18.0,5.0,10.0,16.0,8.0,4.0,,12.0,12.0,34.0,30.0,35.0,14.0,11.0,14.0,9.0,3.0,6.0,8.0,4.0,3.0,,5.0,68.0,0.0,,0.0,44.0,1.0,,5.0,30.0,0.0,,0.0,45.0,,44.0,66.0,,18.0,30.0,,8.0,,,
162135842,Roridia,dun-modr,18.0,466.0,,,100.0,100.0,100.0,0.0,,,,100.0,100.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,2.0,1.0,0.0,0.0,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,
158500225,Règrèt,stormscale,34.0,236.0,,,100.0,,,0.0,,100.0,,,,,,,100.0,,,1.0,,,1.0,,2.0,,,,,,,2.0,,,1.0,,,0.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
133402982,Tankrn,draenor,42.0,9163.0,,,60.0,72.0,72.0,62.0,62.0,54.0,50.0,70.0,59.0,64.0,73.0,,50.0,,,5.0,18.0,18.0,13.0,13.0,13.0,2.0,20.0,22.0,14.0,11.0,,14.0,,,3.0,13.0,13.0,8.0,8.0,7.0,1.0,14.0,13.0,9.0,8.0,,7.0,62.0,57.0,,,16.0,7.0,,,10.0,4.0,,,,44.0,,,9.0,,,4.0,,,,
154604203,Djangokhan,blackhand,3.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,11.0,,,,6.0,,,,,,,,,,,,
146868288,Ïnan,dalaran,66.0,4292.0,50.0,,,57.0,25.0,50.0,,67.0,,50.0,17.0,50.0,14.0,100.0,,2.0,,,7.0,4.0,6.0,,6.0,,2.0,6.0,2.0,7.0,4.0,,1.0,,,4.0,1.0,3.0,,4.0,,1.0,1.0,1.0,1.0,4.0,,40.0,,,,5.0,,,,2.0,,,,50.0,,33.0,2.0,,3.0,1.0,,1.0,,,
165991695,Sauerkrautle,thrall,3.0,613.0,,,,100.0,,,,,,,,,50.0,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,1.0,,,,100.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,
184124373,Foretold,outland,4.0,2454.0,,,75.0,50.0,50.0,100.0,0.0,100.0,33.0,0.0,100.0,100.0,,,,,,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,,,,100.0,0.0,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,
150759819,Veraz,amanthul,5.0,716.0,,,,100.0,0.0,,0.0,100.0,,0.0,100.0,100.0,100.0,,,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,2.0,0.0,,0.0,1.0,,0.0,1.0,1.0,2.0,,,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
157985190,Thindra,die-ewige-wacht,63.0,24374.0,45.0,48.0,47.0,61.0,39.0,26.0,33.0,57.0,67.0,62.0,50.0,33.0,62.0,100.0,100.0,152.0,100.0,36.0,57.0,38.0,27.0,48.0,23.0,3.0,8.0,6.0,6.0,8.0,6.0,2.0,68.0,48.0,17.0,35.0,15.0,7.0,16.0,13.0,2.0,5.0,3.0,2.0,5.0,6.0,2.0,49.0,50.0,,17.0,37.0,2.0,,12.0,18.0,1.0,,2.0,61.0,600.0,67.0,77.0,1.0,6.0,47.0,6.0,4.0,,,
139138094,Skrrtdabum,tarren-mill,1.0,52.0,,,,,100.0,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
164685328,Diamondx,ragnaros,11.0,1127.0,,,67.0,0.0,100.0,0.0,50.0,100.0,,50.0,67.0,,0.0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,,3.0,,,,,2.0,0.0,1.0,0.0,1.0,1.0,,1.0,2.0,,0.0,,,100.0,100.0,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,
194826321,Lizhorn,outland,26.0,339.0,,,0.0,,,0.0,100.0,,,100.0,100.0,100.0,,,0.0,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,0.0,,,0.0,1.0,,,1.0,1.0,1.0,,,0.0,100.0,0.0,,,1.0,2.0,,,1.0,0.0,,,,,,,,,,,,,,
166515679,Аллер,soulflayer,37.0,26086.0,53.0,52.0,71.0,64.0,38.0,58.0,48.0,50.0,100.0,50.0,100.0,,50.0,100.0,,34.0,31.0,28.0,47.0,21.0,19.0,31.0,20.0,1.0,4.0,2.0,,8.0,43.0,,18.0,16.0,20.0,30.0,8.0,11.0,15.0,10.0,1.0,2.0,2.0,,4.0,43.0,,64.0,,,90.0,36.0,,,10.0,23.0,,,9.0,42.0,,33.0,24.0,,3.0,10.0,,1.0,,,
191484231,Sweetpaly,kazzak,45.0,1038.0,,,100.0,0.0,0.0,67.0,100.0,25.0,0.0,100.0,0.0,40.0,,,20.0,,,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,5.0,,,5.0,,,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,,,1.0,,100.0,,100.0,,1.0,,1.0,,1.0,,1.0,,0.0,,,1.0,,,0.0,,,,
75759899,Paramilitary,senjin,49.0,21074.0,63.0,61.0,65.0,55.0,57.0,54.0,68.0,44.0,,,,,,100.0,,63.0,72.0,46.0,65.0,28.0,24.0,53.0,18.0,,,,,,5.0,,40.0,44.0,30.0,36.0,16.0,13.0,36.0,8.0,,,,,,5.0,,54.0,,,,100.0,,,,54.0,,,,59.0,,67.0,86.0,,9.0,51.0,,6.0,,,
195443839,Schiantatop,pozzo-delleternità,18.0,6492.0,67.0,18.0,54.0,67.0,21.0,54.0,33.0,29.0,43.0,50.0,35.0,33.0,67.0,,44.0,6.0,11.0,26.0,12.0,28.0,13.0,30.0,21.0,7.0,10.0,17.0,9.0,6.0,,18.0,4.0,2.0,14.0,8.0,6.0,7.0,10.0,6.0,3.0,5.0,6.0,3.0,4.0,,8.0,65.0,17.0,,0.0,17.0,6.0,,1.0,11.0,1.0,,0.0,43.0,20.0,17.0,7.0,5.0,6.0,3.0,1.0,1.0,,,
159059156,Jelzhin,blackhand,7.0,1243.0,100.0,,,100.0,75.0,0.0,100.0,100.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,,3.0,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,,,100.0,,,1.0,,,1.0,,,
127764009,Knetti,area-52,7.0,4890.0,25.0,0.0,75.0,,,100.0,50.0,67.0,,,0.0,,,100.0,,4.0,3.0,4.0,,,2.0,2.0,3.0,,,1.0,,,1.0,,1.0,0.0,3.0,,,2.0,1.0,2.0,,,0.0,,,1.0,,50.0,,,100.0,2.0,,,1.0,1.0,,,1.0,,,0.0,,,3.0,,,0.0,,,
75851516,Ceraya,senjin,69.0,38407.0,47.0,51.0,41.0,53.0,45.0,50.0,41.0,21.0,67.0,233.0,44.0,25.0,55.0,86.0,0.0,64.0,65.0,81.0,94.0,31.0,48.0,44.0,33.0,3.0,3.0,9.0,4.0,11.0,7.0,1.0,30.0,33.0,33.0,50.0,14.0,24.0,18.0,7.0,2.0,7.0,4.0,1.0,6.0,6.0,0.0,44.0,0.0,,,111.0,4.0,,,49.0,0.0,,,39.0,,38.0,56.0,,13.0,22.0,,5.0,,,
169660002,Fluxed,baelgun,23.0,2990.0,,,0.0,44.0,71.0,40.0,17.0,0.0,,40.0,40.0,20.0,57.0,,12.0,,,2.0,9.0,7.0,5.0,6.0,4.0,,5.0,5.0,5.0,7.0,,8.0,,,0.0,4.0,5.0,2.0,1.0,0.0,,2.0,2.0,1.0,4.0,,1.0,33.0,62.0,,,3.0,8.0,,,1.0,5.0,,,,,,,,,,,,,,
276586,Lecandra,blackmoore,1.0,4885.0,0.0,,57.0,0.0,,25.0,,10.0,,,,,,,,1.0,,7.0,1.0,,4.0,,10.0,,,,,,,,0.0,,4.0,0.0,,1.0,,1.0,,,,,,,,57.0,,,,7.0,,,,4.0,,,,,,,,,,,,,,,
134785589,Crystalmath,stormreaver,5.0,752.0,100.0,,100.0,,,0.0,,0.0,,,,,,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,2.0,,1.0,,,0.0,,0.0,,,,,,,,0.0,,,,1.0,,,,0.0,,,,100.0,,67.0,2.0,,3.0,2.0,,2.0,,,
158992537,Paläca,dun-modr,22.0,1436.0,100.0,33.0,67.0,,100.0,,,,,,,,,,,1.0,3.0,3.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,0.0,,,,,
150790113,Aleriy,amanthul,14.0,22927.0,49.0,45.0,52.0,56.0,39.0,50.0,63.0,46.0,33.0,50.0,0.0,67.0,60.0,,25.0,41.0,64.0,63.0,36.0,23.0,6.0,38.0,13.0,3.0,4.0,6.0,3.0,5.0,,4.0,20.0,29.0,33.0,20.0,9.0,3.0,24.0,6.0,1.0,2.0,0.0,2.0,3.0,,1.0,61.0,100.0,,,46.0,1.0,,,28.0,1.0,,,36.0,,25.0,36.0,,4.0,13.0,,1.0,,,
135967979,Лирроу,gordunni,13.0,17364.0,53.0,57.0,56.0,71.0,47.0,48.0,53.0,62.0,,,100.0,,0.0,,,47.0,51.0,62.0,31.0,47.0,31.0,47.0,45.0,,,1.0,,1.0,,,25.0,29.0,35.0,22.0,22.0,15.0,25.0,28.0,,,1.0,,0.0,,,78.0,,,,23.0,,,,18.0,,,,46.0,,65.0,54.0,,17.0,25.0,,11.0,,,
30725823,Tankadinxs,drakthul,15.0,65757.0,53.0,41.0,36.0,48.0,69.0,50.0,58.0,60.0,,50.0,100.0,0.0,33.0,,,135.0,148.0,117.0,240.0,72.0,10.0,71.0,15.0,,8.0,2.0,1.0,6.0,,,72.0,60.0,42.0,116.0,50.0,5.0,41.0,9.0,,4.0,2.0,0.0,2.0,,,46.0,20.0,,,143.0,5.0,,,66.0,1.0,,,37.0,,0.0,109.0,,2.0,40.0,,0.0,,,
166835529,Holimoli,aerie-peak,22.0,62.0,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27382737,Далорн,fordragon,1.0,8756.0,33.0,50.0,45.0,62.0,14.0,,22.0,0.0,,,,,,,,15.0,8.0,11.0,8.0,7.0,,9.0,2.0,,,,,,,,5.0,4.0,5.0,5.0,1.0,,2.0,0.0,,,,,,,,60.0,,,,10.0,,,,6.0,,,,57.0,,,7.0,,,4.0,,,,,
218739872,Gabart,sylvanas,33.0,214.0,,,,100.0,,,,,,,,100.0,0.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,0.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
