character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
156033976,Vindiknight,ravencrest,23.0,13509.0,83.0,56.0,40.0,57.0,36.0,80.0,0.0,40.0,45.0,57.0,25.0,33.0,,0.0,40.0,57.0,33.0,67.0,,35.0,67.0,23.0,131.0,10.0,14.0,14.0,5.0,6.0,10.0,11.0,7.0,4.0,3.0,,1.0,5.0,60.0,3.0,3.0,,17.0,3.0,19.0,73.0,4.0,8.0,5.0,4.0,0.0,4.0,5.0,4.0,1.0,1.0,,0.0,2.0,34.0,1.0,2.0,,6.0,2.0,,,,,,
172937279,Kyläâr,elune,9.0,965.0,100.0,,,50.0,,,50.0,,33.0,0.0,,,,,,50.0,,,,,,1.0,,,2.0,,,2.0,,3.0,1.0,,,,,,2.0,,,,,,1.0,,,1.0,,,1.0,,1.0,0.0,,,,,,1.0,,,,,,,,,,,
197716879,Дондаррион,soulflayer,4.0,507.0,,,,,,0.0,,,,,,,,,100.0,,,100.0,100.0,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
160623118,Ремицин,gordunni,10.0,762.0,100.0,0.0,50.0,0.0,100.0,0.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,,,,,,,,,,,,,,,,
79921003,Bîjou,exodar,42.0,18741.0,44.0,54.0,51.0,57.0,40.0,46.0,64.0,57.0,63.0,46.0,50.0,,,,61.0,38.0,60.0,86.0,100.0,,40.0,140.0,50.0,37.0,61.0,5.0,13.0,45.0,75.0,67.0,56.0,36.0,,,,18.0,24.0,20.0,7.0,15.0,,5.0,61.0,27.0,19.0,35.0,2.0,6.0,29.0,43.0,42.0,26.0,18.0,,,,11.0,9.0,12.0,6.0,15.0,,2.0,,,,,,
174848731,Usulder,sanguino,18.0,1758.0,0.0,,,50.0,,0.0,50.0,57.0,50.0,50.0,,0.0,,,25.0,67.0,0.0,100.0,,,100.0,2.0,,,4.0,,3.0,2.0,7.0,2.0,2.0,,2.0,,,4.0,3.0,2.0,2.0,,,4.0,0.0,,,2.0,,0.0,1.0,4.0,1.0,1.0,,0.0,,,1.0,2.0,0.0,2.0,,,4.0,,,,,,
156852195,Kurâma,exodar,12.0,379.0,,,,50.0,,,100.0,,,,,,,,100.0,50.0,100.0,100.0,,,,,,,2.0,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
136030300,Benôn,blackmoore,14.0,6622.0,75.0,45.0,50.0,67.0,50.0,67.0,42.0,14.0,46.0,10.0,20.0,,,,100.0,0.0,50.0,50.0,100.0,,67.0,4.0,20.0,20.0,15.0,16.0,9.0,12.0,7.0,13.0,10.0,5.0,,,,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,9.0,10.0,10.0,8.0,6.0,5.0,1.0,6.0,1.0,1.0,,,,1.0,0.0,1.0,1.0,2.0,,2.0,260.0,5.0,13.0,,,
156103505,Echnatón,teldrassil,48.0,102085.0,59.0,44.0,39.0,42.0,46.0,58.0,50.0,40.0,52.0,12.0,54.0,,100.0,,0.0,67.0,100.0,0.0,100.0,14.0,,325.0,425.0,328.0,230.0,203.0,117.0,166.0,20.0,111.0,25.0,13.0,,1.0,,3.0,3.0,1.0,1.0,2.0,7.0,,191.0,187.0,128.0,96.0,94.0,68.0,83.0,8.0,58.0,3.0,7.0,,1.0,,0.0,2.0,1.0,0.0,2.0,1.0,,,,,,,
130827715,Jukebóx,silvermoon,7.0,2236.0,100.0,43.0,25.0,83.0,0.0,60.0,,33.0,0.0,100.0,75.0,,,,,,,,,,,2.0,7.0,4.0,6.0,1.0,5.0,,3.0,1.0,3.0,4.0,,,,,,,,,,,2.0,3.0,1.0,5.0,0.0,3.0,,1.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,
210013693,Orakayn,kilrogg,21.0,17892.0,49.0,40.0,42.0,41.0,42.0,79.0,38.0,26.0,44.0,38.0,67.0,0.0,,,50.0,0.0,60.0,67.0,,,100.0,168.0,139.0,170.0,63.0,40.0,43.0,47.0,35.0,25.0,42.0,12.0,1.0,,,2.0,2.0,5.0,3.0,,,3.0,83.0,56.0,71.0,26.0,17.0,34.0,18.0,9.0,11.0,16.0,8.0,0.0,,,1.0,0.0,3.0,2.0,,,3.0,,,,,,
154023125,Arkani,blackhand,6.0,1248.0,33.0,,,0.0,,,,0.0,0.0,0.0,,0.0,,,50.0,,0.0,0.0,,,67.0,3.0,,,1.0,,,,1.0,1.0,2.0,,1.0,,,2.0,,1.0,2.0,,,3.0,1.0,,,0.0,,,,0.0,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,2.0,,,,,,
164127566,Oscarfury,aszune,12.0,4521.0,67.0,17.0,100.0,40.0,0.0,62.0,75.0,45.0,71.0,40.0,38.0,100.0,0.0,,,,100.0,80.0,,,0.0,6.0,6.0,2.0,5.0,4.0,8.0,8.0,11.0,7.0,5.0,8.0,3.0,1.0,,,,2.0,5.0,,,1.0,4.0,1.0,2.0,2.0,0.0,5.0,6.0,5.0,5.0,2.0,3.0,3.0,0.0,,,,2.0,4.0,,,0.0,,,,,,
73380864,Линвел,howling-fjord,20.0,41907.0,27.0,40.0,50.0,38.0,30.0,41.0,43.0,89.0,43.0,43.0,75.0,50.0,100.0,,75.0,67.0,50.0,100.0,100.0,100.0,67.0,96.0,99.0,215.0,90.0,71.0,102.0,84.0,9.0,212.0,7.0,4.0,2.0,1.0,,8.0,9.0,6.0,5.0,4.0,2.0,9.0,26.0,40.0,107.0,34.0,21.0,42.0,36.0,8.0,91.0,3.0,3.0,1.0,1.0,,6.0,6.0,3.0,5.0,4.0,2.0,6.0,200.0,1.0,2.0,,,
195690055,Heliof,silvermoon,50.0,1752.0,100.0,,,25.0,,100.0,50.0,50.0,33.0,67.0,,100.0,,,100.0,0.0,0.0,67.0,,,60.0,2.0,,,4.0,,3.0,4.0,2.0,6.0,6.0,,2.0,,,5.0,2.0,1.0,3.0,,,5.0,2.0,,,1.0,,3.0,2.0,1.0,2.0,4.0,,2.0,,,5.0,0.0,0.0,2.0,,,3.0,,,,,,
194270639,Kicklock,silvermoon,3.0,750.0,50.0,,,,,,0.0,,0.0,,,0.0,,,100.0,100.0,,50.0,,,100.0,2.0,,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,,,1.0,1.0,,,,,,0.0,,0.0,,,0.0,,,2.0,1.0,,1.0,,,1.0,,,,,,
114040818,Diem,hyjal,3.0,2445.0,80.0,33.0,33.0,60.0,25.0,67.0,50.0,,0.0,,,,,,,,,,,,,5.0,3.0,3.0,5.0,4.0,3.0,2.0,,1.0,,,,,,,,,,,,,4.0,1.0,1.0,3.0,1.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
182192346,Ёпы,gordunni,47.0,299.0,,,,,,,100.0,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
146427895,Bananakun,blackrock,9.0,1208.0,0.0,,,100.0,,100.0,0.0,100.0,0.0,100.0,,,,,0.0,50.0,,75.0,100.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,4.0,2.0,,,0.0,,,1.0,,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,3.0,2.0,,,,,,,,
201606331,Сэйша,goldrinn,5.0,25.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
159224037,Mixilpixil,stormscale,5.0,1320.0,33.0,0.0,,100.0,,50.0,0.0,,,100.0,,67.0,75.0,,100.0,100.0,,100.0,,,,6.0,1.0,,2.0,,6.0,1.0,,,2.0,,3.0,4.0,,3.0,1.0,,1.0,,,,2.0,0.0,,2.0,,3.0,0.0,,,2.0,,2.0,3.0,,3.0,1.0,,1.0,,,,,,,,,
198284627,Zarcor,archimonde,7.0,2557.0,100.0,40.0,33.0,50.0,100.0,,29.0,60.0,83.0,25.0,0.0,,,,20.0,67.0,100.0,67.0,,,,2.0,5.0,3.0,6.0,1.0,,7.0,10.0,6.0,4.0,1.0,,,,5.0,3.0,1.0,3.0,,,,2.0,2.0,1.0,3.0,1.0,,2.0,6.0,5.0,1.0,0.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,
89688408,Yandrâk,minahonda,30.0,25990.0,47.0,37.0,45.0,50.0,47.0,53.0,40.0,52.0,47.0,58.0,50.0,100.0,0.0,,0.0,100.0,,50.0,,12.0,0.0,59.0,131.0,130.0,152.0,122.0,51.0,15.0,21.0,15.0,12.0,8.0,1.0,3.0,,8.0,2.0,,6.0,,8.0,1.0,28.0,48.0,58.0,76.0,57.0,27.0,6.0,11.0,7.0,7.0,4.0,1.0,0.0,,0.0,2.0,,3.0,,1.0,0.0,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,25.0,,,0.0,,50.0,,40.0,,0.0,,33.0,50.0,,,50.0,,33.0,,,100.0,4.0,,,1.0,,2.0,,5.0,,1.0,,3.0,2.0,,,2.0,,3.0,,,1.0,1.0,,,0.0,,1.0,,2.0,,0.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,
167574843,Hiera,earthen-ring,12.0,698.0,100.0,,,100.0,,50.0,50.0,100.0,100.0,67.0,,0.0,50.0,,33.0,0.0,100.0,,,,100.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,1.0,2.0,,3.0,1.0,2.0,,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,,1.0,0.0,2.0,,,,2.0,50.0,2.0,1.0,,,
99638318,Bóromír,los-errantes,81.0,9258.0,57.0,63.0,38.0,48.0,35.0,54.0,50.0,45.0,46.0,47.0,42.0,,,,29.0,100.0,,,,,,7.0,60.0,21.0,21.0,17.0,13.0,46.0,47.0,39.0,43.0,24.0,,,,7.0,1.0,,,,,,4.0,38.0,8.0,10.0,6.0,7.0,23.0,21.0,18.0,20.0,10.0,,,,2.0,1.0,,,,,,,,,,,
95183185,Dashikï,twisting-nether,2.0,37432.0,56.0,69.0,56.0,57.0,57.0,46.0,59.0,100.0,38.0,0.0,,,,,0.0,,,,,,,48.0,134.0,134.0,92.0,101.0,48.0,17.0,2.0,8.0,1.0,,,,,1.0,,,,,,,27.0,93.0,75.0,52.0,58.0,22.0,10.0,2.0,3.0,0.0,,,,,0.0,,,,,,,,,,,,
163174909,Giantrinn,draenor,23.0,895.0,,,,0.0,,100.0,33.0,,75.0,0.0,,0.0,,,0.0,75.0,67.0,50.0,,,67.0,,,,2.0,,1.0,3.0,,4.0,2.0,,1.0,,,2.0,4.0,3.0,2.0,,,3.0,,,,0.0,,1.0,1.0,,3.0,0.0,,0.0,,,0.0,3.0,2.0,1.0,,,2.0,,,,,,
97113510,Lixor,elune,9.0,13269.0,72.0,48.0,43.0,63.0,56.0,50.0,45.0,0.0,33.0,67.0,50.0,100.0,,,100.0,0.0,20.0,0.0,,,100.0,47.0,64.0,88.0,35.0,27.0,32.0,11.0,4.0,6.0,3.0,4.0,1.0,,,1.0,1.0,5.0,1.0,,,1.0,34.0,31.0,38.0,22.0,15.0,16.0,5.0,0.0,2.0,2.0,2.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,,,,,,
134029185,Mikeerô,drakthul,26.0,1921.0,0.0,42.0,67.0,67.0,,50.0,75.0,40.0,0.0,0.0,100.0,,,,,100.0,,,,0.0,100.0,1.0,12.0,3.0,3.0,,2.0,4.0,5.0,3.0,3.0,2.0,,,,,1.0,,,,1.0,1.0,0.0,5.0,2.0,2.0,,1.0,3.0,2.0,0.0,0.0,2.0,,,,,1.0,,,,0.0,1.0,,,,,,
145667371,Evanhelsing,exodar,22.0,6378.0,33.0,50.0,50.0,57.0,0.0,100.0,50.0,60.0,70.0,59.0,25.0,75.0,100.0,,67.0,55.0,50.0,0.0,100.0,100.0,0.0,12.0,22.0,6.0,7.0,3.0,1.0,18.0,15.0,10.0,34.0,4.0,4.0,1.0,,6.0,11.0,4.0,1.0,1.0,7.0,3.0,4.0,11.0,3.0,4.0,0.0,1.0,9.0,9.0,7.0,20.0,1.0,3.0,1.0,,4.0,6.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,,,
165389341,Niffapala,twisting-nether,4.0,130.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155566305,Eurojr,dun-modr,60.0,21156.0,50.0,37.0,40.0,43.0,,40.0,24.0,59.0,44.0,54.0,50.0,33.0,36.0,,43.0,66.0,31.0,43.0,100.0,18.0,50.0,58.0,35.0,52.0,61.0,,65.0,17.0,41.0,27.0,35.0,16.0,3.0,22.0,,23.0,62.0,16.0,60.0,2.0,11.0,22.0,29.0,13.0,21.0,26.0,,26.0,4.0,24.0,12.0,19.0,8.0,1.0,8.0,,10.0,41.0,5.0,26.0,2.0,2.0,11.0,200.0,1.0,2.0,,,
162427137,Thraïn,minahonda,13.0,2691.0,67.0,25.0,60.0,33.0,25.0,80.0,55.0,22.0,83.0,75.0,40.0,0.0,,,,,100.0,,,,,12.0,4.0,5.0,9.0,4.0,10.0,11.0,9.0,6.0,4.0,5.0,1.0,,,,,1.0,,,,,8.0,1.0,3.0,3.0,1.0,8.0,6.0,2.0,5.0,3.0,2.0,0.0,,,,,1.0,,,,,,,,,,
90796208,Arkaneon,minahonda,38.0,23490.0,55.0,59.0,59.0,77.0,61.0,67.0,50.0,100.0,80.0,67.0,,62.0,100.0,,50.0,67.0,50.0,50.0,,,,33.0,37.0,34.0,35.0,59.0,52.0,18.0,3.0,10.0,3.0,,8.0,1.0,,4.0,3.0,4.0,2.0,,,,18.0,22.0,20.0,27.0,36.0,35.0,9.0,3.0,8.0,2.0,,5.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,
154505554,Naffalem,frostwolf,5.0,304.0,,,,,,,100.0,0.0,0.0,,,,,,,,,100.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,
172967431,Трандол,howling-fjord,11.0,40.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,
164912695,Flakslodd,kazzak,39.0,1194.0,,100.0,,50.0,,,25.0,33.0,50.0,50.0,100.0,,,,80.0,,0.0,,,,0.0,,1.0,,2.0,,,4.0,6.0,8.0,4.0,1.0,,,,5.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,2.0,4.0,2.0,1.0,,,,4.0,,0.0,,,,0.0,,,,,,
89938167,Warko,minahonda,12.0,10834.0,42.0,42.0,48.0,48.0,53.0,55.0,29.0,33.0,56.0,44.0,,,,,80.0,56.0,67.0,100.0,,,67.0,31.0,33.0,25.0,23.0,15.0,11.0,17.0,3.0,25.0,9.0,,,,,5.0,9.0,3.0,2.0,,,3.0,13.0,14.0,12.0,11.0,8.0,6.0,5.0,1.0,14.0,4.0,,,,,4.0,5.0,2.0,2.0,,,2.0,,,,,,
177081002,Caspa,sanguino,21.0,415.0,,,,0.0,,0.0,0.0,100.0,0.0,100.0,,0.0,,,0.0,0.0,100.0,,,,,,,,2.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,,,,,,,,0.0,,0.0,0.0,3.0,0.0,2.0,,0.0,,,0.0,0.0,1.0,,,,,,,,,,
152939689,Maraád,magtheridon,30.0,691.0,,0.0,,,,,0.0,0.0,100.0,,0.0,,,,0.0,14.0,0.0,,,,,,2.0,,,,,3.0,1.0,1.0,,1.0,,,,1.0,7.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,
151083756,Dysprosium,kirin-tor,52.0,129.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
245787301,Tompsonx,sylvanas,18.0,4328.0,50.0,,,80.0,,67.0,33.0,50.0,67.0,57.0,,83.0,100.0,,100.0,57.0,50.0,100.0,,,100.0,2.0,,,5.0,,6.0,6.0,6.0,6.0,7.0,,6.0,1.0,,2.0,7.0,10.0,4.0,,,4.0,1.0,,,4.0,,4.0,2.0,3.0,4.0,4.0,,5.0,1.0,,2.0,4.0,5.0,4.0,,,4.0,0.0,2.0,0.0,,,
195634564,Моркей,gordunni,7.0,1301.0,20.0,,,,,100.0,50.0,0.0,50.0,0.0,0.0,0.0,,,0.0,75.0,50.0,100.0,,,100.0,5.0,,,,,2.0,2.0,3.0,2.0,3.0,1.0,2.0,,,1.0,4.0,4.0,2.0,,,3.0,1.0,,,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,3.0,2.0,2.0,,,3.0,,,,,,
155997950,Azarïel,drekthar,7.0,863.0,57.0,,,,,75.0,,100.0,,,,0.0,100.0,,,,,33.0,,,,7.0,,,,,4.0,,1.0,,,,1.0,2.0,,,,,3.0,,,,4.0,,,,,3.0,,1.0,,,,0.0,2.0,,,,,1.0,,,,,,,,,
117334049,Atmozfear,dun-modr,62.0,7748.0,40.0,33.0,42.0,40.0,50.0,58.0,60.0,62.0,63.0,78.0,60.0,100.0,,,88.0,67.0,60.0,0.0,,,67.0,52.0,21.0,26.0,20.0,16.0,12.0,10.0,13.0,19.0,9.0,10.0,2.0,,,8.0,3.0,5.0,1.0,,,3.0,21.0,7.0,11.0,8.0,8.0,7.0,6.0,8.0,12.0,7.0,6.0,2.0,,,7.0,2.0,3.0,0.0,,,2.0,,,,,,
118048557,Discoralf,stormscale,50.0,2929.0,40.0,,,67.0,,0.0,50.0,44.0,60.0,50.0,,100.0,,,56.0,55.0,75.0,0.0,,,75.0,5.0,,,3.0,,1.0,2.0,9.0,5.0,8.0,,3.0,,,9.0,11.0,8.0,6.0,,,8.0,2.0,,,2.0,,0.0,1.0,4.0,3.0,4.0,,3.0,,,5.0,6.0,6.0,0.0,,,6.0,75.0,4.0,3.0,,,
174241461,Hêizën,marécage-de-zangar,17.0,519.0,,,,,,100.0,100.0,33.0,100.0,60.0,,0.0,,,0.0,50.0,50.0,,,,0.0,,,,,,1.0,1.0,3.0,1.0,5.0,,1.0,,,1.0,2.0,2.0,,,,2.0,,,,,,1.0,1.0,1.0,1.0,3.0,,0.0,,,0.0,1.0,1.0,,,,0.0,,,,,,
180862156,Mythterhawk,outland,48.0,8751.0,40.0,43.0,60.0,58.0,50.0,54.0,68.0,78.0,68.0,59.0,60.0,,,,75.0,79.0,77.0,89.0,,,75.0,5.0,7.0,5.0,12.0,2.0,13.0,19.0,27.0,19.0,22.0,15.0,,,,8.0,14.0,13.0,9.0,,,4.0,2.0,3.0,3.0,7.0,1.0,7.0,13.0,21.0,13.0,13.0,9.0,,,,6.0,11.0,10.0,8.0,,,3.0,125.0,4.0,5.0,,,
119373336,Gökây,burning-legion,2.0,16638.0,53.0,35.0,48.0,41.0,52.0,54.0,46.0,37.0,30.0,53.0,33.0,,,,,,,,,,,36.0,51.0,50.0,37.0,61.0,212.0,63.0,27.0,46.0,38.0,3.0,,,,,,,,,,,19.0,18.0,24.0,15.0,32.0,114.0,29.0,10.0,14.0,20.0,1.0,,,,,,,,,,,,,,,,
44926816,Peragorn,arthas,12.0,27269.0,64.0,59.0,56.0,45.0,44.0,62.0,49.0,55.0,49.0,45.0,60.0,,,,50.0,,,50.0,,0.0,,67.0,106.0,116.0,42.0,45.0,16.0,90.0,121.0,93.0,114.0,43.0,,,,4.0,,,2.0,,2.0,,43.0,63.0,65.0,19.0,20.0,10.0,44.0,67.0,46.0,51.0,26.0,,,,2.0,,,1.0,,0.0,,,,,,,
181393909,Darkfellix,aggra-português,53.0,8642.0,71.0,,,39.0,,78.0,38.0,35.0,35.0,42.0,0.0,,0.0,,68.0,44.0,45.0,50.0,100.0,,41.0,7.0,,,23.0,,9.0,24.0,26.0,20.0,26.0,2.0,,1.0,,19.0,43.0,33.0,4.0,10.0,,32.0,5.0,,,9.0,,7.0,9.0,9.0,7.0,11.0,0.0,,0.0,,13.0,19.0,15.0,2.0,10.0,,13.0,83.0,6.0,5.0,,,
171490413,Celene,cthun,76.0,23731.0,35.0,48.0,39.0,48.0,51.0,45.0,55.0,31.0,69.0,53.0,100.0,100.0,100.0,,40.0,50.0,60.0,100.0,,,100.0,51.0,110.0,62.0,66.0,91.0,44.0,11.0,13.0,13.0,15.0,3.0,1.0,1.0,,5.0,2.0,5.0,1.0,,,1.0,18.0,53.0,24.0,32.0,46.0,20.0,6.0,4.0,9.0,8.0,3.0,1.0,1.0,,2.0,1.0,3.0,1.0,,,1.0,,,,,,
104717668,Тесиняка,gordunni,19.0,106286.0,65.0,47.0,54.0,52.0,52.0,51.0,63.0,70.0,67.0,50.0,,20.0,,,50.0,50.0,100.0,100.0,,0.0,0.0,278.0,260.0,220.0,217.0,235.0,92.0,90.0,10.0,153.0,14.0,,5.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,180.0,122.0,119.0,112.0,122.0,47.0,57.0,7.0,103.0,7.0,,1.0,,,1.0,1.0,1.0,2.0,,0.0,0.0,,,,,,
243304707,Куртана,soulflayer,7.0,2194.0,67.0,,,100.0,,50.0,40.0,50.0,33.0,50.0,,100.0,,,50.0,,0.0,100.0,,,100.0,3.0,,,1.0,,2.0,5.0,2.0,3.0,6.0,,1.0,,,4.0,,4.0,4.0,,,1.0,2.0,,,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,,,2.0,,0.0,4.0,,,1.0,,,,,,
154997675,Stradus,antonidas,28.0,1205.0,20.0,,,,,0.0,33.0,100.0,100.0,,,0.0,,,50.0,50.0,33.0,100.0,,,50.0,5.0,,,,,2.0,3.0,3.0,1.0,,,5.0,,,2.0,2.0,3.0,2.0,,,2.0,1.0,,,,,0.0,1.0,3.0,1.0,,,0.0,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,
166352463,Tci,stormreaver,6.0,291.0,0.0,,,,,20.0,0.0,25.0,,50.0,,,,,,,,,,,,4.0,,,,,5.0,1.0,4.0,,2.0,,,,,,,,,,,,0.0,,,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,
153972997,Пыхтиара,gordunni,12.0,4447.0,56.0,57.0,29.0,59.0,0.0,89.0,33.0,71.0,42.0,0.0,33.0,100.0,,,,,,100.0,,,,9.0,7.0,7.0,17.0,5.0,9.0,6.0,7.0,12.0,5.0,6.0,1.0,,,,,,2.0,,,,5.0,4.0,2.0,10.0,0.0,8.0,2.0,5.0,5.0,0.0,2.0,1.0,,,,,,2.0,,,,,,,,,
158032400,Lightbaker,arathor,14.0,5333.0,60.0,36.0,36.0,50.0,73.0,64.0,47.0,53.0,75.0,47.0,30.0,,,,120.0,50.0,50.0,,,,67.0,15.0,14.0,14.0,20.0,11.0,14.0,17.0,19.0,8.0,15.0,10.0,,,,5.0,2.0,2.0,,,,3.0,9.0,5.0,5.0,10.0,8.0,9.0,8.0,10.0,6.0,7.0,3.0,,,,6.0,1.0,1.0,,,,2.0,,,,,,
104629302,Карвинн,howling-fjord,6.0,3353.0,62.0,,33.0,50.0,100.0,29.0,50.0,100.0,0.0,100.0,0.0,100.0,,,50.0,0.0,0.0,67.0,,,50.0,8.0,,3.0,2.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,4.0,,,2.0,1.0,2.0,6.0,,,2.0,5.0,,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,,,1.0,0.0,0.0,4.0,,,1.0,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,60.0,,,,0.0,,,,,0.0,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,5.0,,,,3.0,,,,,2.0,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,3.0,,,,0.0,,,,,0.0,,,,,,
160475241,Nitro,earthen-ring,5.0,999.0,,,,33.0,,100.0,,100.0,,100.0,100.0,0.0,,,50.0,,33.0,0.0,,,67.0,,,,6.0,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,,3.0,2.0,,,3.0,,,,2.0,,1.0,,1.0,,1.0,1.0,0.0,,,1.0,,1.0,0.0,,,2.0,,,,,,
154706215,Tilted,antonidas,56.0,5953.0,0.0,,,91.0,,,46.0,62.0,50.0,73.0,,100.0,,,68.0,70.0,29.0,,,,89.0,1.0,,,11.0,,,13.0,21.0,22.0,22.0,,2.0,,,25.0,20.0,7.0,,,,9.0,0.0,,,10.0,,,6.0,13.0,11.0,16.0,,2.0,,,17.0,14.0,2.0,,,,8.0,100.0,1.0,1.0,,,
108831605,Lodeon,ysondre,4.0,586.0,100.0,,,,,,50.0,,0.0,50.0,,,,,100.0,33.0,20.0,0.0,,,,1.0,,,,,,2.0,,2.0,2.0,,,,,1.0,3.0,5.0,1.0,,,,1.0,,,,,,1.0,,0.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,100.0,2.0,2.0,,,
195546967,Glorjus,nemesis,8.0,531.0,,,,0.0,,,,100.0,,0.0,,0.0,,,100.0,,0.0,0.0,,,,,,,1.0,,,,1.0,,1.0,,2.0,,,1.0,,2.0,1.0,,,,,,,0.0,,,,1.0,,0.0,,0.0,,,1.0,,0.0,0.0,,,,100.0,1.0,1.0,,,
