character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,60.0,,,0.0,,,,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,5.0,,,3.0,,,,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,3.0,,,0.0,,,,0.0,2.0,0.0,,,,,,,,,,,,
89640903,Home,suramar,28.0,1049.0,100.0,,,50.0,,100.0,50.0,0.0,,100.0,,33.0,,100.0,,0.0,100.0,,2.0,,,2.0,,1.0,2.0,1.0,,1.0,,3.0,,1.0,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,0.0,,1.0,,1.0,,1.0,,0.0,1.0,,100.0,2.0,2.0,,,,,,,,,,,,
172702913,Glybof,dalaran,19.0,3209.0,75.0,33.0,25.0,0.0,0.0,100.0,17.0,17.0,50.0,38.0,33.0,,,0.0,,100.0,,,4.0,12.0,4.0,5.0,1.0,4.0,6.0,6.0,6.0,8.0,9.0,,,1.0,,2.0,,,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,3.0,,,0.0,,2.0,,,100.0,1.0,1.0,,,,,,,,,,,,
154304612,Profi,lordaeron,14.0,5311.0,0.0,60.0,0.0,0.0,,,25.0,100.0,100.0,25.0,100.0,,,,0.0,,0.0,,3.0,5.0,2.0,1.0,,,4.0,1.0,1.0,4.0,1.0,,,,1.0,,1.0,,0.0,3.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,,,0.0,,0.0,,33.0,3.0,1.0,,,,,,,,,,,,
77290827,Anajinn,pozzo-delleternità,45.0,18164.0,49.0,41.0,51.0,56.0,41.0,38.0,46.0,36.0,36.0,44.0,38.0,,,50.0,43.0,57.0,,,74.0,39.0,45.0,27.0,29.0,26.0,13.0,14.0,11.0,9.0,16.0,,,2.0,7.0,7.0,,,36.0,16.0,23.0,15.0,12.0,10.0,6.0,5.0,4.0,4.0,6.0,,,1.0,3.0,4.0,,,75.0,4.0,3.0,1100.0,1.0,11.0,,,,,,,,,
153589468,Gris,kirin-tor,30.0,450.0,0.0,,,,,100.0,100.0,100.0,100.0,67.0,,100.0,0.0,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,0.0,,,,,2.0,1.0,1.0,1.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
78209257,Арроя,fordragon,9.0,2463.0,100.0,0.0,100.0,60.0,33.0,100.0,67.0,40.0,60.0,100.0,50.0,,25.0,100.0,,0.0,0.0,,3.0,2.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,,4.0,1.0,,1.0,2.0,,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,,0.0,0.0,,,,,,,,0.0,2.0,0.0,,,,,,
174245101,Cerbérus,archimonde,27.0,2913.0,,,,67.0,,,,100.0,0.0,100.0,,100.0,0.0,50.0,0.0,0.0,,,,,,3.0,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,2.0,,,,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,,,,,,50.0,2.0,1.0,79.0,19.0,15.0,,,,,,
91577469,Manalakh,medivh,7.0,630.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,0.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
108863539,Xïialla,ysondre,7.0,5895.0,50.0,71.0,64.0,69.0,36.0,40.0,0.0,50.0,43.0,50.0,100.0,,,,,,,,8.0,17.0,14.0,13.0,11.0,5.0,8.0,8.0,7.0,14.0,3.0,,,,,,,,4.0,12.0,9.0,9.0,4.0,2.0,0.0,4.0,3.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,
149674373,Kyrenna,elune,94.0,186849.0,48.0,62.0,59.0,59.0,59.0,44.0,64.0,73.0,70.0,63.0,62.0,,,43.0,60.0,0.0,50.0,100.0,297.0,768.0,446.0,415.0,321.0,181.0,375.0,264.0,339.0,301.0,114.0,,,7.0,5.0,1.0,2.0,9.0,142.0,473.0,262.0,246.0,190.0,79.0,241.0,192.0,237.0,191.0,71.0,,,3.0,3.0,0.0,1.0,9.0,100.0,1.0,1.0,,,,,,,,,,,,
196575487,Dreufreu,hyjal,23.0,172.0,0.0,,,,,,,,,,,100.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132657872,Shakys,sanguino,26.0,1397.0,,40.0,67.0,0.0,100.0,0.0,33.0,,67.0,100.0,33.0,,,33.0,0.0,,,,,5.0,3.0,1.0,1.0,1.0,3.0,,3.0,4.0,3.0,,,3.0,1.0,,,,,2.0,2.0,0.0,1.0,0.0,1.0,,2.0,4.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,
172829189,Хуряк,soulflayer,44.0,5138.0,50.0,82.0,71.0,50.0,50.0,67.0,53.0,53.0,63.0,48.0,67.0,100.0,,110.0,50.0,100.0,100.0,,4.0,17.0,7.0,8.0,2.0,3.0,15.0,17.0,19.0,21.0,6.0,1.0,,10.0,2.0,2.0,1.0,,2.0,14.0,5.0,4.0,1.0,2.0,8.0,9.0,12.0,10.0,4.0,1.0,,11.0,1.0,2.0,1.0,,50.0,2.0,1.0,,,,,,,,,,,,
64510629,Kentho,ysondre,61.0,779.0,,,0.0,100.0,0.0,0.0,50.0,100.0,,67.0,,,,0.0,,,0.0,,,,1.0,1.0,1.0,5.0,4.0,2.0,,3.0,,,,1.0,,,1.0,,,,0.0,1.0,0.0,0.0,2.0,2.0,,2.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,
237884474,Wahar,ghostlands,16.0,3795.0,50.0,67.0,50.0,100.0,100.0,0.0,50.0,0.0,0.0,20.0,0.0,,,,,,,,22.0,6.0,10.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,,,,,,,,11.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
176492055,Mänoplas,dun-modr,9.0,1098.0,,,,100.0,,,33.0,50.0,100.0,75.0,,100.0,,50.0,44.0,40.0,0.0,,,,,1.0,,,3.0,4.0,1.0,4.0,,1.0,,2.0,9.0,5.0,1.0,,,,,1.0,,,1.0,2.0,1.0,3.0,,1.0,,1.0,4.0,2.0,0.0,,75.0,4.0,3.0,50.0,2.0,1.0,,,,,,,,,
81332892,Beigrim,ravenholdt,6.0,10459.0,67.0,0.0,50.0,50.0,60.0,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155718561,Akarioushiza,blackhand,3.0,680.0,100.0,,,0.0,,100.0,,,33.0,100.0,,,,,100.0,50.0,,,2.0,,,1.0,,1.0,,,3.0,2.0,,,,,2.0,2.0,,,2.0,,,0.0,,1.0,,,1.0,2.0,,,,,2.0,1.0,,,50.0,2.0,1.0,,,,,,,,,,,,
146574721,Yckel,archimonde,4.0,7553.0,100.0,62.0,85.0,100.0,0.0,75.0,,,,,,,,,,,,,4.0,94.0,47.0,4.0,1.0,4.0,,,,,,,,,,,,,4.0,58.0,40.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186959790,Radøx,archimonde,18.0,2204.0,50.0,,,0.0,,0.0,50.0,0.0,100.0,,,,,,100.0,0.0,0.0,,2.0,,,2.0,,1.0,2.0,3.0,1.0,,,,,,2.0,1.0,1.0,,1.0,,,0.0,,0.0,1.0,0.0,1.0,,,,,,2.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,
158857206,Darkhammer,uldaman,2.0,372.0,0.0,,,,,100.0,100.0,,,,,0.0,,0.0,0.0,0.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,0.0,,,,,1.0,1.0,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
194883940,Chargoul,archimonde,15.0,1033.0,0.0,,,25.0,,,40.0,100.0,80.0,25.0,,50.0,67.0,0.0,100.0,100.0,50.0,100.0,2.0,,,4.0,,,5.0,1.0,5.0,4.0,,2.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,,,1.0,,,2.0,1.0,4.0,1.0,,1.0,2.0,0.0,2.0,2.0,1.0,3.0,100.0,1.0,1.0,,,,,,,,,,,,
97922517,Aratrok,elune,2.0,2904.0,71.0,43.0,33.0,38.0,33.0,100.0,60.0,38.0,60.0,29.0,,,100.0,50.0,0.0,0.0,,,7.0,7.0,6.0,8.0,3.0,3.0,5.0,8.0,5.0,7.0,,,1.0,2.0,1.0,1.0,,,5.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
46704285,Teåh,ysondre,28.0,6535.0,39.0,57.0,60.0,59.0,47.0,60.0,50.0,100.0,29.0,100.0,,,,0.0,100.0,0.0,0.0,,23.0,21.0,20.0,29.0,19.0,10.0,10.0,2.0,7.0,1.0,,,,1.0,1.0,1.0,1.0,,9.0,12.0,12.0,17.0,9.0,6.0,5.0,2.0,2.0,1.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
246928299,Янетирион,goldrinn,12.0,57.0,0.0,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
190255397,Dësire,frostmane,18.0,15760.0,61.0,39.0,38.0,30.0,47.0,74.0,47.0,46.0,55.0,60.0,48.0,0.0,,56.0,33.0,60.0,60.0,,54.0,51.0,50.0,27.0,43.0,38.0,45.0,26.0,55.0,40.0,29.0,1.0,,9.0,3.0,5.0,5.0,,33.0,20.0,19.0,8.0,20.0,28.0,21.0,12.0,30.0,24.0,14.0,0.0,,5.0,1.0,3.0,3.0,,100.0,2.0,2.0,,,,,,,,,,,,
121109483,Инфрагилис,fordragon,30.0,2805.0,75.0,0.0,0.0,,,60.0,25.0,0.0,33.0,75.0,0.0,0.0,,0.0,100.0,,80.0,,4.0,1.0,1.0,,,5.0,4.0,3.0,3.0,4.0,1.0,1.0,,1.0,1.0,,5.0,,3.0,0.0,0.0,,,3.0,1.0,0.0,1.0,3.0,0.0,0.0,,0.0,1.0,,4.0,,100.0,1.0,1.0,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,,,,100.0,100.0,100.0,0.0,100.0,,100.0,,50.0,0.0,100.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,1.0,,,100.0,3.0,3.0,,,,,,,,,,,,
79365542,Shamalaiah,pozzo-delleternità,11.0,2838.0,25.0,0.0,29.0,0.0,,56.0,25.0,67.0,100.0,0.0,,,,60.0,33.0,0.0,29.0,,4.0,4.0,7.0,2.0,,9.0,4.0,3.0,4.0,2.0,,,,5.0,3.0,1.0,7.0,,1.0,0.0,2.0,0.0,,5.0,1.0,2.0,4.0,0.0,,,,3.0,1.0,0.0,2.0,,50.0,4.0,2.0,,,,,,,,,,,,
93311034,Zoll,emerald-dream,6.0,398.0,,,,100.0,,,,,,0.0,,,20.0,100.0,,0.0,,,,,,1.0,,,,,,1.0,,,5.0,1.0,,1.0,,,,,,1.0,,,,,,0.0,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,,,80.0,,25.0,100.0,0.0,25.0,,,,0.0,0.0,50.0,50.0,,,6.0,,,5.0,,4.0,1.0,1.0,4.0,,,,1.0,1.0,4.0,2.0,,,3.0,,,4.0,,1.0,1.0,0.0,1.0,,,,0.0,0.0,2.0,1.0,,,60.0,5.0,3.0,50.0,2.0,1.0,0.0,6.0,0.0,,,,,,
110411737,Meteoupala,medivh,6.0,1387.0,0.0,,,,,33.0,50.0,60.0,67.0,33.0,0.0,,,,0.0,0.0,,,1.0,,,,,3.0,2.0,5.0,3.0,3.0,5.0,,,,2.0,1.0,,,0.0,,,,,1.0,1.0,3.0,2.0,1.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,
184164572,Confesser,silvermoon,51.0,7586.0,43.0,55.0,25.0,53.0,,67.0,50.0,65.0,83.0,60.0,0.0,,,63.0,25.0,47.0,33.0,,7.0,11.0,4.0,19.0,,6.0,18.0,20.0,12.0,20.0,1.0,,,19.0,12.0,17.0,3.0,,3.0,6.0,1.0,10.0,,4.0,9.0,13.0,10.0,12.0,0.0,,,12.0,3.0,8.0,1.0,,50.0,12.0,6.0,,,,,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,60.0,,,58.0,,,40.0,53.0,50.0,59.0,,100.0,,44.0,65.0,57.0,50.0,100.0,5.0,,,19.0,,,10.0,15.0,10.0,17.0,,1.0,,16.0,17.0,23.0,4.0,3.0,3.0,,,11.0,,,4.0,8.0,5.0,10.0,,1.0,,7.0,11.0,13.0,2.0,3.0,75.0,20.0,15.0,0.0,1.0,0.0,40.0,5.0,2.0,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,100.0,58.0,59.0,33.0,45.0,100.0,58.0,23.0,45.0,68.0,67.0,,,0.0,,,,,2.0,19.0,17.0,18.0,11.0,5.0,12.0,13.0,11.0,25.0,12.0,,,1.0,,,,,2.0,11.0,10.0,6.0,5.0,5.0,7.0,3.0,5.0,17.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,
118482816,Nolthee,ragnaros,19.0,581.0,50.0,,,,,100.0,100.0,0.0,,50.0,0.0,,100.0,0.0,0.0,100.0,,,2.0,,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
174412277,Raíjin,dalaran,12.0,607.0,50.0,,,100.0,,100.0,100.0,0.0,0.0,67.0,,0.0,,0.0,50.0,0.0,,,2.0,,,1.0,,1.0,3.0,1.0,1.0,3.0,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,,1.0,3.0,0.0,0.0,2.0,,0.0,,0.0,1.0,0.0,,,100.0,1.0,1.0,,,,,,,,,,,,
246712403,Pasunepipe,sylvanas,8.0,1107.0,0.0,,,67.0,,33.0,100.0,0.0,100.0,0.0,,100.0,25.0,100.0,,67.0,100.0,,1.0,,,3.0,,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,,3.0,2.0,,0.0,,,2.0,,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
93285717,Stephanofke,shadowsong,1.0,3282.0,67.0,50.0,20.0,100.0,21.0,50.0,0.0,25.0,75.0,100.0,,,,,,,,,15.0,4.0,15.0,4.0,14.0,6.0,2.0,4.0,4.0,1.0,,,,,,,,,10.0,2.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
141981486,Wtfpal,khaz-modan,14.0,1086.0,100.0,,,,,,100.0,50.0,100.0,67.0,,100.0,,,50.0,50.0,100.0,,2.0,,,,,,2.0,2.0,1.0,6.0,,1.0,,,2.0,4.0,1.0,,2.0,,,,,,2.0,1.0,1.0,4.0,,1.0,,,1.0,2.0,1.0,,0.0,3.0,0.0,,,,,,,,,,,,
188402402,Ergard,the-maelstrom,49.0,4855.0,73.0,40.0,38.0,44.0,25.0,78.0,50.0,27.0,50.0,50.0,50.0,100.0,,,,100.0,50.0,,11.0,10.0,13.0,9.0,8.0,9.0,4.0,11.0,6.0,6.0,4.0,2.0,,,,2.0,2.0,,8.0,4.0,5.0,4.0,2.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
195016344,Pwênt,chamber-of-aspects,53.0,2140.0,0.0,,,0.0,,67.0,18.0,50.0,60.0,67.0,,25.0,,75.0,40.0,71.0,25.0,,3.0,,,2.0,,3.0,11.0,2.0,5.0,6.0,,4.0,,4.0,10.0,7.0,4.0,,0.0,,,0.0,,2.0,2.0,1.0,3.0,4.0,,1.0,,3.0,4.0,5.0,1.0,,50.0,4.0,2.0,100.0,2.0,2.0,,,,,,,,,
242572705,Pajadin,sylvanas,13.0,2991.0,44.0,,,0.0,,60.0,50.0,60.0,50.0,14.0,,25.0,0.0,100.0,50.0,100.0,50.0,,9.0,,,2.0,,5.0,2.0,5.0,2.0,7.0,,8.0,2.0,4.0,2.0,4.0,4.0,,4.0,,,0.0,,3.0,1.0,3.0,1.0,1.0,,2.0,0.0,4.0,1.0,4.0,2.0,,40.0,5.0,2.0,,,,,,,,,,,,
154272043,Eärfalas,ysondre,4.0,3208.0,39.0,33.0,0.0,100.0,42.0,0.0,,,,,,,,100.0,,,,100.0,18.0,3.0,1.0,2.0,12.0,1.0,,,,,,,,1.0,,,,14.0,7.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0,,,,14.0,,,,,,,,,,,,,,,
158188168,Lottot,hyjal,42.0,12290.0,36.0,62.0,0.0,62.0,,33.0,37.0,32.0,63.0,49.0,42.0,0.0,0.0,57.0,65.0,50.0,33.0,100.0,22.0,8.0,1.0,8.0,,12.0,35.0,37.0,35.0,51.0,12.0,4.0,1.0,42.0,48.0,20.0,18.0,1.0,8.0,5.0,0.0,5.0,,4.0,13.0,12.0,22.0,25.0,5.0,0.0,0.0,24.0,31.0,10.0,6.0,1.0,50.0,16.0,8.0,300.0,5.0,15.0,0.0,5.0,0.0,,,,,,
97896265,Lâureline,ysondre,42.0,3129.0,67.0,52.0,57.0,33.0,75.0,40.0,80.0,0.0,54.0,,100.0,,,,,,,,3.0,27.0,7.0,3.0,4.0,5.0,10.0,1.0,13.0,,1.0,,,,,,,,2.0,14.0,4.0,1.0,3.0,2.0,8.0,0.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
243500598,Djarlstam,arathor,5.0,2395.0,0.0,,,0.0,,,,,,,,,,,50.0,100.0,100.0,,2.0,,,1.0,,,,,,,,,,,2.0,2.0,1.0,,0.0,,,0.0,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,0.0,2.0,0.0,,,,,,
80132304,Алотиель,howling-fjord,6.0,5114.0,17.0,64.0,67.0,75.0,71.0,,77.0,50.0,56.0,60.0,60.0,,,,,,,,18.0,14.0,12.0,16.0,17.0,,13.0,16.0,9.0,25.0,20.0,,,,,,,,3.0,9.0,8.0,12.0,12.0,,10.0,8.0,5.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,47.0,20.0,25.0,38.0,38.0,60.0,21.0,50.0,26.0,45.0,14.0,0.0,,100.0,33.0,,,,36.0,41.0,36.0,53.0,40.0,40.0,42.0,6.0,31.0,11.0,7.0,1.0,,2.0,3.0,,,,17.0,8.0,9.0,20.0,15.0,24.0,9.0,3.0,8.0,5.0,1.0,0.0,,2.0,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
168013353,Pyhäjyrä,stormreaver,7.0,902.0,75.0,,,,,50.0,,,,,,0.0,,,0.0,,50.0,,4.0,,,,,4.0,,,,,,2.0,,,1.0,,2.0,,3.0,,,,,2.0,,,,,,0.0,,,0.0,,1.0,,100.0,3.0,3.0,,,,,,,,,,,,
107016596,Scoxx,twilights-hammer,14.0,30351.0,32.0,66.0,56.0,46.0,42.0,0.0,73.0,38.0,40.0,57.0,0.0,100.0,100.0,67.0,20.0,75.0,40.0,,98.0,38.0,62.0,72.0,84.0,8.0,15.0,8.0,10.0,14.0,3.0,10.0,3.0,6.0,5.0,4.0,5.0,,31.0,25.0,35.0,33.0,35.0,0.0,11.0,3.0,4.0,8.0,0.0,10.0,3.0,4.0,1.0,3.0,2.0,,36.0,11.0,4.0,1500.0,2.0,30.0,,,,,,,,,
241480812,Петушарий,lich-king,8.0,839.0,,,,,,,,,0.0,,,100.0,,0.0,,100.0,,,,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,0.0,,,2.0,,0.0,,1.0,,,,,,,,,60.0,5.0,3.0,,,,,,
242855357,Ктун,blackscar,17.0,2098.0,50.0,,,0.0,,67.0,33.0,83.0,0.0,33.0,,20.0,,25.0,50.0,67.0,,,2.0,,,2.0,,3.0,3.0,6.0,2.0,3.0,,5.0,,8.0,4.0,6.0,,,1.0,,,0.0,,2.0,1.0,5.0,0.0,1.0,,1.0,,2.0,2.0,4.0,,,100.0,1.0,1.0,,,,,,,,,,,,
157126041,Rigbörg,medivh,12.0,213.0,,,,100.0,,,0.0,,,,,,,100.0,,,100.0,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
116166109,Lirînaya,antonidas,34.0,3012.0,62.0,41.0,40.0,58.0,80.0,25.0,0.0,50.0,25.0,,,,,,,,100.0,,13.0,17.0,15.0,12.0,5.0,4.0,2.0,2.0,4.0,,,,,,,,1.0,,8.0,7.0,6.0,7.0,4.0,1.0,0.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
30715828,Valarion,tyrande,6.0,39671.0,51.0,75.0,63.0,53.0,49.0,50.0,69.0,100.0,71.0,17.0,100.0,0.0,,,0.0,100.0,0.0,,205.0,154.0,147.0,88.0,90.0,36.0,16.0,3.0,24.0,6.0,1.0,2.0,,,1.0,1.0,1.0,,105.0,115.0,93.0,47.0,44.0,18.0,11.0,3.0,17.0,1.0,1.0,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,
124013531,Divinîty,suramar,37.0,4836.0,50.0,50.0,50.0,100.0,100.0,67.0,0.0,27.0,100.0,25.0,0.0,,,29.0,0.0,0.0,0.0,,4.0,2.0,2.0,1.0,1.0,3.0,2.0,15.0,2.0,4.0,1.0,,,7.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
89098463,Kurtis,dalaran,4.0,16341.0,40.0,30.0,19.0,43.0,40.0,68.0,45.0,20.0,39.0,40.0,0.0,,,,,,,,35.0,30.0,31.0,28.0,25.0,22.0,31.0,5.0,31.0,10.0,5.0,,,,,,,,14.0,9.0,6.0,12.0,10.0,15.0,14.0,1.0,12.0,4.0,0.0,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
73843042,Sandà,antonidas,3.0,6942.0,27.0,50.0,54.0,37.0,33.0,80.0,60.0,50.0,44.0,33.0,,,,,,,,,11.0,18.0,28.0,19.0,12.0,5.0,5.0,4.0,9.0,6.0,,,,,,,,,3.0,9.0,15.0,7.0,4.0,4.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
154874705,Lumïz,dun-modr,26.0,591.0,,,,100.0,,,0.0,0.0,0.0,50.0,,,,100.0,,0.0,,,,,,3.0,,,1.0,3.0,1.0,4.0,,,,1.0,,2.0,,,,,,3.0,,,0.0,0.0,0.0,2.0,,,,1.0,,0.0,,,67.0,3.0,2.0,,,,,,,,,,,,
155824157,Szeiriosz,silvermoon,8.0,5131.0,58.0,38.0,67.0,44.0,38.0,89.0,39.0,22.0,43.0,40.0,64.0,,,,,,,,12.0,13.0,18.0,18.0,8.0,18.0,18.0,9.0,14.0,15.0,14.0,,,,,,,,7.0,5.0,12.0,8.0,3.0,16.0,7.0,2.0,6.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,
164706014,Hellobill,aerie-peak,9.0,292.0,,,,67.0,,0.0,,,,100.0,,,,,,100.0,,,,,,3.0,,1.0,,,,1.0,,,,,,1.0,,,,,,2.0,,0.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
154104832,Angrod,medivh,5.0,239.0,100.0,,,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,
106598701,Sarkän,suramar,6.0,41.0,,,,,,,,,,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
104353210,Krisastas,ysondre,2.0,253.0,,,,,,100.0,,,,,,100.0,,,,0.0,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,2.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,
159337160,Gilrock,ravencrest,9.0,3442.0,67.0,50.0,50.0,44.0,100.0,100.0,50.0,57.0,27.0,56.0,100.0,,,50.0,29.0,50.0,,100.0,3.0,2.0,2.0,9.0,1.0,2.0,8.0,7.0,15.0,9.0,1.0,,,2.0,7.0,10.0,,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,1.0,,,1.0,2.0,5.0,,1.0,75.0,4.0,3.0,,,,,,,,,,,,
165359166,Rhimto,der-abyssische-rat,4.0,465.0,100.0,,,100.0,,0.0,,,100.0,,,100.0,100.0,100.0,,,,,1.0,,,2.0,,1.0,,,1.0,,,2.0,2.0,1.0,,,,,1.0,,,2.0,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
