character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Ashran win_rate,Ashran played,Ashran won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
170168519,Xlsionél,tarren-mill,25.0,787.0,,,,33.0,20.0,33.0,50.0,,0.0,60.0,0.0,,60.0,,,,3.0,5.0,3.0,2.0,,2.0,5.0,2.0,,5.0,,,,1.0,1.0,1.0,1.0,,0.0,3.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,100.0,3.0,3.0,,,,,,,,,
161326580,Straiden,drakthul,8.0,2071.0,33.0,75.0,100.0,100.0,67.0,50.0,50.0,,0.0,71.0,67.0,67.0,0.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,,2.0,7.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,0.0,5.0,2.0,2.0,0.0,,,,100.0,,,,1.0,,,,1.0,,,,100.0,4.0,4.0,,,,,,,,,,,,
121215316,Panzadil,twisting-nether,11.0,5953.0,27.0,67.0,47.0,100.0,57.0,25.0,38.0,57.0,,,,,,26.0,3.0,15.0,6.0,7.0,8.0,8.0,7.0,,,,,,7.0,2.0,7.0,6.0,4.0,2.0,3.0,4.0,,,,,,50.0,56.0,20.0,,4.0,9.0,10.0,,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,
146163442,Lakeshore,hyjal,7.0,49739.0,41.0,49.0,53.0,38.0,0.0,44.0,17.0,75.0,,,,,,37.0,328.0,30.0,13.0,3.0,16.0,12.0,4.0,,,,,,15.0,161.0,16.0,5.0,0.0,7.0,2.0,3.0,,,,,,43.0,52.0,34.0,,298.0,120.0,61.0,,128.0,62.0,21.0,,,,,,,,,,,,,,,,,,,
181459140,Джеттфайр,soulflayer,83.0,22290.0,38.0,47.0,30.0,54.0,63.0,32.0,57.0,52.0,62.0,55.0,44.0,57.0,71.0,32.0,43.0,37.0,37.0,35.0,28.0,47.0,33.0,21.0,22.0,9.0,7.0,7.0,12.0,20.0,11.0,20.0,22.0,9.0,27.0,17.0,13.0,12.0,4.0,4.0,5.0,57.0,52.0,45.0,83.0,30.0,25.0,20.0,6.0,17.0,13.0,9.0,5.0,100.0,3.0,3.0,50.0,2.0,1.0,,,,67.0,3.0,2.0,,,,,,
113998456,Stømp,dalaran,54.0,3852.0,0.0,60.0,,75.0,45.0,42.0,38.0,50.0,,,,,,1.0,5.0,,4.0,11.0,12.0,8.0,10.0,,,,,,0.0,3.0,,3.0,5.0,5.0,3.0,5.0,,,,,,0.0,67.0,33.0,,2.0,3.0,6.0,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
153124171,Pomml,malganis,4.0,10932.0,45.0,58.0,71.0,72.0,53.0,62.0,60.0,67.0,100.0,,,,,33.0,38.0,14.0,32.0,17.0,32.0,25.0,9.0,1.0,,,,,15.0,22.0,10.0,23.0,9.0,20.0,15.0,6.0,1.0,,,,,55.0,60.0,54.0,,29.0,42.0,35.0,,16.0,25.0,19.0,,,,,,,,,,,,,,,,,,,
158669008,Daljí,antonidas,17.0,4444.0,29.0,86.0,40.0,71.0,100.0,91.0,100.0,,,,,,,24.0,14.0,15.0,7.0,1.0,11.0,1.0,,,,,,,7.0,12.0,6.0,5.0,1.0,10.0,1.0,,,,,,,39.0,60.0,80.0,,23.0,15.0,10.0,,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,
175140320,Macarrones,exodar,7.0,744.0,0.0,100.0,0.0,,0.0,100.0,0.0,,100.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,2.0,3.0,,2.0,,2.0,2.0,1.0,0.0,1.0,0.0,,0.0,2.0,0.0,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,,,,100.0,1.0,1.0,,,,,,
161671342,Orvald,eitrigg,8.0,610.0,50.0,,0.0,0.0,100.0,100.0,0.0,,67.0,100.0,100.0,,,2.0,,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,1.0,,,1.0,,0.0,0.0,3.0,1.0,0.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,,,,,,,,,,
90736280,Paltemps,kaelthas,7.0,927.0,29.0,,0.0,67.0,67.0,,50.0,,,,,,,7.0,,2.0,3.0,3.0,,2.0,,,,,,,2.0,,0.0,2.0,2.0,,1.0,,,,,,,0.0,67.0,40.0,,2.0,6.0,5.0,,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
116408120,Vølvø,frostwolf,28.0,278.0,0.0,100.0,,0.0,,,100.0,,0.0,0.0,,0.0,100.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,0.0,1.0,,0.0,,,1.0,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138549087,Rheidar,defias-brotherhood,19.0,6178.0,39.0,83.0,14.0,56.0,71.0,60.0,60.0,100.0,150.0,100.0,60.0,80.0,50.0,18.0,6.0,21.0,9.0,7.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,33.0,80.0,0.0,100.0,3.0,5.0,1.0,4.0,1.0,4.0,0.0,4.0,,,,67.0,3.0,2.0,,,,,,,,,,,,
72804851,Silvérman,eredar,9.0,3154.0,60.0,50.0,67.0,67.0,80.0,50.0,67.0,0.0,100.0,,100.0,0.0,,5.0,10.0,12.0,3.0,10.0,4.0,3.0,1.0,1.0,,1.0,1.0,,3.0,5.0,8.0,2.0,8.0,2.0,2.0,0.0,1.0,,1.0,0.0,,38.0,44.0,33.0,,8.0,9.0,3.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
107769620,Kyldria,das-konsortium,16.0,26762.0,39.0,66.0,67.0,51.0,65.0,62.0,60.0,31.0,100.0,100.0,100.0,100.0,50.0,56.0,92.0,36.0,70.0,34.0,60.0,35.0,16.0,1.0,1.0,3.0,1.0,4.0,22.0,61.0,24.0,36.0,22.0,37.0,21.0,5.0,1.0,1.0,3.0,1.0,2.0,71.0,68.0,62.0,,168.0,101.0,82.0,,120.0,69.0,51.0,,,,,,,,,,,0.0,1.0,0.0,,,,,,
118898585,Cleodius,ysondre,6.0,596.0,,0.0,50.0,0.0,,,100.0,33.0,,50.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,1.0,3.0,,2.0,1.0,1.0,1.0,,0.0,1.0,0.0,,,1.0,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128931743,Myu,shattrath,18.0,794.0,,,,50.0,50.0,100.0,50.0,,100.0,100.0,0.0,,100.0,,,,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,1.0,0.0,,1.0,,,,29.0,,,,7.0,,,,2.0,,,,,,,,,,,,,,,,,,
140030797,Megakokot,ragnaros,63.0,4780.0,50.0,25.0,50.0,60.0,78.0,55.0,27.0,33.0,45.0,67.0,43.0,80.0,56.0,8.0,8.0,10.0,10.0,9.0,11.0,11.0,3.0,11.0,6.0,7.0,5.0,9.0,4.0,2.0,5.0,6.0,7.0,6.0,3.0,1.0,5.0,4.0,3.0,4.0,5.0,67.0,25.0,,,6.0,4.0,,,4.0,1.0,,,100.0,7.0,7.0,100.0,1.0,1.0,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,
139320548,Lawana,blackmoore,17.0,1525.0,100.0,0.0,100.0,50.0,,,,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173473003,Болрен,fordragon,4.0,302.0,100.0,,,,0.0,100.0,100.0,,,,0.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,0.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,,,,,,,
117322186,Frozrply,ysondre,4.0,2199.0,0.0,60.0,100.0,50.0,0.0,33.0,,67.0,,,,,,4.0,5.0,3.0,2.0,2.0,3.0,,3.0,,,,,,0.0,3.0,3.0,1.0,0.0,1.0,,2.0,,,,,,0.0,0.0,0.0,,2.0,1.0,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
85468151,Yoergas,der-abyssische-rat,9.0,25558.0,52.0,59.0,61.0,30.0,73.0,57.0,71.0,17.0,100.0,,,100.0,100.0,50.0,22.0,36.0,10.0,11.0,14.0,7.0,6.0,1.0,,,2.0,1.0,26.0,13.0,22.0,3.0,8.0,8.0,5.0,1.0,1.0,,,2.0,1.0,67.0,59.0,41.0,,30.0,22.0,17.0,,20.0,13.0,7.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
195952038,Yunälescä,pozzo-delleternità,8.0,326.0,100.0,,,,0.0,,,,33.0,,,,,1.0,,,,1.0,,,,3.0,,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,
165359166,Rhimto,der-abyssische-rat,4.0,465.0,100.0,100.0,0.0,,,100.0,,,100.0,,,,,1.0,2.0,1.0,,,1.0,,,1.0,,,,,1.0,2.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,100.0,2.0,2.0,,,,100.0,2.0,2.0,,,,,,
98559033,Amaliâ,frostmourne,7.0,7236.0,50.0,32.0,40.0,67.0,59.0,48.0,47.0,57.0,,,,,0.0,16.0,22.0,5.0,21.0,17.0,25.0,19.0,14.0,,,,,1.0,8.0,7.0,2.0,14.0,10.0,12.0,9.0,8.0,,,,,0.0,45.0,61.0,38.0,,33.0,23.0,24.0,,15.0,14.0,9.0,,,,,,,,,,,,,,,,,,,
111294492,Spykee,malygos,13.0,1684.0,50.0,75.0,0.0,0.0,80.0,50.0,33.0,50.0,,,,0.0,,2.0,4.0,1.0,2.0,5.0,6.0,9.0,2.0,,,,1.0,,1.0,3.0,0.0,0.0,4.0,3.0,3.0,1.0,,,,0.0,,50.0,100.0,100.0,,6.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,,,,0.0,100.0,,0.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
86774347,Coolnessmilk,uldum,2.0,811.0,0.0,33.0,,,100.0,0.0,0.0,,,100.0,,,0.0,2.0,3.0,,,1.0,2.0,1.0,,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,0.0,,,1.0,,,0.0,64.0,67.0,0.0,,11.0,3.0,1.0,,7.0,2.0,0.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,
182102712,Fallenpa,the-maelstrom,9.0,58.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194661116,Forthorpl,kazzak,12.0,1002.0,0.0,100.0,50.0,50.0,0.0,67.0,33.0,,0.0,100.0,75.0,0.0,100.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,,1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,0.0,1.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118913040,Narbz,ysondre,4.0,5598.0,17.0,55.0,0.0,42.0,64.0,35.0,43.0,36.0,0.0,,,0.0,,6.0,20.0,5.0,19.0,22.0,20.0,21.0,11.0,1.0,,,1.0,,1.0,11.0,0.0,8.0,14.0,7.0,9.0,4.0,0.0,,,0.0,,53.0,35.0,40.0,,17.0,17.0,15.0,,9.0,6.0,6.0,,,,,,,,,,,,,,,,,,,
124063574,Schmídí,alexstrasza,12.0,20130.0,67.0,54.0,80.0,43.0,46.0,63.0,20.0,67.0,,,,0.0,,66.0,46.0,25.0,14.0,13.0,19.0,10.0,9.0,,,,1.0,,44.0,25.0,20.0,6.0,6.0,12.0,2.0,6.0,,,,0.0,,37.0,46.0,55.0,,87.0,54.0,56.0,,32.0,25.0,31.0,,,,,,,,,,,,,,,,,,,
197560836,Nithium,hyjal,21.0,13978.0,43.0,52.0,65.0,50.0,73.0,50.0,53.0,60.0,50.0,33.0,100.0,100.0,25.0,21.0,23.0,23.0,24.0,11.0,22.0,15.0,5.0,2.0,3.0,1.0,2.0,4.0,9.0,12.0,15.0,12.0,8.0,11.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,56.0,60.0,52.0,,32.0,30.0,25.0,,18.0,18.0,13.0,,,,,33.0,3.0,1.0,,,,100.0,3.0,3.0,,,,,,
133635979,Andya,alleria,15.0,1851.0,67.0,50.0,67.0,40.0,75.0,0.0,25.0,50.0,100.0,50.0,100.0,50.0,67.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,40.0,0.0,0.0,,5.0,1.0,1.0,,2.0,0.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
176236072,Kaelfury,ragnaros,17.0,23206.0,58.0,62.0,45.0,69.0,55.0,54.0,67.0,67.0,22.0,55.0,46.0,78.0,71.0,67.0,61.0,33.0,67.0,29.0,72.0,61.0,6.0,9.0,11.0,13.0,9.0,14.0,39.0,38.0,15.0,46.0,16.0,39.0,41.0,4.0,2.0,6.0,6.0,7.0,10.0,57.0,54.0,40.0,100.0,105.0,56.0,40.0,1.0,60.0,30.0,16.0,1.0,,,,67.0,6.0,4.0,,,,0.0,2.0,0.0,,,,,,
112913465,Rahziel,antonidas,17.0,7236.0,40.0,50.0,83.0,50.0,22.0,29.0,29.0,100.0,42.0,53.0,57.0,50.0,0.0,5.0,16.0,6.0,6.0,9.0,7.0,14.0,1.0,12.0,15.0,7.0,6.0,4.0,2.0,8.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,,,0.0,3.0,,,3.0,0.0,,,0.0,100.0,24.0,24.0,0.0,2.0,0.0,,,,100.0,1.0,1.0,0.0,1.0,0.0,,,
167643865,Rumpsteak,blackrock,5.0,463.0,0.0,,,100.0,0.0,0.0,50.0,,50.0,86.0,0.0,,0.0,1.0,,,1.0,1.0,2.0,2.0,,2.0,7.0,1.0,,1.0,0.0,,,1.0,0.0,0.0,1.0,,1.0,6.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,0.0,0.0,60.0,17.0,62.0,50.0,0.0,83.0,,0.0,,0.0,2.0,3.0,1.0,5.0,6.0,8.0,2.0,1.0,6.0,,1.0,,1.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,5.0,,0.0,,0.0,50.0,67.0,,,8.0,3.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,0.0,,33.0,,,,,0.0,50.0,0.0,,,,1.0,,3.0,,,,,2.0,2.0,1.0,,,,0.0,,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165268993,Papi,alleria,90.0,1877.0,0.0,44.0,,25.0,100.0,25.0,57.0,,40.0,0.0,40.0,,40.0,1.0,9.0,,4.0,4.0,4.0,7.0,,5.0,3.0,5.0,,5.0,0.0,4.0,,1.0,4.0,1.0,4.0,,2.0,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111467178,Hævñ,blackhand,76.0,5661.0,50.0,50.0,8.0,46.0,60.0,60.0,50.0,67.0,150.0,50.0,67.0,20.0,,4.0,6.0,12.0,13.0,10.0,15.0,12.0,3.0,2.0,4.0,3.0,5.0,,2.0,3.0,1.0,6.0,6.0,9.0,6.0,2.0,3.0,2.0,2.0,1.0,,33.0,78.0,50.0,25.0,9.0,9.0,2.0,4.0,3.0,7.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
147680228,Zulkhaan,blackrock,8.0,1946.0,67.0,100.0,,50.0,0.0,100.0,100.0,,33.0,,50.0,,0.0,3.0,2.0,,2.0,2.0,3.0,1.0,,3.0,,4.0,,1.0,2.0,2.0,,1.0,0.0,3.0,1.0,,1.0,,2.0,,0.0,,,,75.0,,,,4.0,,,,3.0,,,,,,,,,,,,,100.0,2.0,2.0,,,
159091234,Missunnsam,kazzak,37.0,2462.0,100.0,17.0,25.0,50.0,0.0,100.0,20.0,0.0,0.0,25.0,100.0,100.0,100.0,3.0,6.0,4.0,6.0,7.0,2.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,50.0,,1.0,3.0,4.0,,1.0,0.0,2.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,
212008114,Изуни,thermaplugg,17.0,1693.0,0.0,0.0,100.0,0.0,67.0,0.0,50.0,,0.0,50.0,80.0,50.0,,2.0,1.0,1.0,2.0,3.0,1.0,8.0,,1.0,2.0,5.0,2.0,,0.0,0.0,1.0,0.0,2.0,0.0,4.0,,0.0,1.0,4.0,1.0,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,
158529201,Archángel,alleria,5.0,428.0,0.0,,,100.0,,,,,,,0.0,100.0,,1.0,,,1.0,,,,,,,1.0,1.0,,0.0,,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196612163,Braxõn,hyjal,6.0,39.0,,0.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163174909,Giantrinn,draenor,23.0,895.0,,0.0,100.0,33.0,,75.0,0.0,,0.0,75.0,67.0,50.0,67.0,,2.0,1.0,3.0,,4.0,2.0,,2.0,4.0,3.0,2.0,3.0,,0.0,1.0,1.0,,3.0,0.0,,0.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
165263305,Scørpy,twisting-nether,4.0,137.0,,,,,0.0,100.0,0.0,,100.0,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,0.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79077339,Vjnzen,das-syndikat,224.0,137896.0,57.0,72.0,64.0,78.0,58.0,77.0,67.0,70.0,,,,,,326.0,287.0,303.0,131.0,31.0,161.0,52.0,33.0,,,,,,187.0,207.0,194.0,102.0,18.0,124.0,35.0,23.0,,,,,,65.0,65.0,58.0,,445.0,335.0,300.0,,291.0,219.0,174.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
154525526,Alíster,gorgonnash,32.0,1865.0,40.0,75.0,25.0,22.0,75.0,50.0,36.0,,40.0,75.0,29.0,67.0,33.0,5.0,4.0,4.0,9.0,4.0,6.0,11.0,,5.0,4.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,67.0,3.0,2.0,50.0,2.0,1.0,,,,,,,,,
30725823,Tankadinxs,drakthul,15.0,65757.0,46.0,36.0,48.0,69.0,50.0,58.0,60.0,0.0,50.0,100.0,0.0,33.0,,143.0,117.0,240.0,72.0,10.0,71.0,15.0,2.0,8.0,2.0,1.0,6.0,,66.0,42.0,116.0,50.0,5.0,41.0,9.0,0.0,4.0,2.0,0.0,2.0,,53.0,41.0,37.0,,135.0,148.0,109.0,,72.0,60.0,40.0,,,,,20.0,5.0,1.0,,,,,,,,,,,,
155984447,Hailee,ysondre,13.0,365.0,100.0,,0.0,,100.0,,,,,,,0.0,,1.0,,3.0,,1.0,,,,,,,1.0,,1.0,,0.0,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148155700,Rivass,thrall,15.0,6458.0,25.0,67.0,43.0,43.0,50.0,62.0,57.0,33.0,,,0.0,,,12.0,15.0,14.0,14.0,4.0,13.0,7.0,9.0,,,1.0,,,3.0,10.0,6.0,6.0,2.0,8.0,4.0,3.0,,,0.0,,,18.0,53.0,71.0,,22.0,30.0,7.0,,4.0,16.0,5.0,,,,,,,,,,,,,,,,,,,
244032512,Инестра,gordunni,5.0,2268.0,,67.0,0.0,100.0,,100.0,100.0,,0.0,20.0,25.0,33.0,80.0,,3.0,2.0,3.0,,3.0,2.0,,1.0,5.0,4.0,3.0,5.0,,2.0,0.0,3.0,,3.0,2.0,,0.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
147726049,Rynun,blackrock,6.0,236.0,,,,,,,,,0.0,,100.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157999368,Pberry,die-silberne-hand,2.0,750.0,,50.0,0.0,0.0,,,100.0,,,,,,,,4.0,3.0,1.0,,,1.0,,,,,,,,2.0,0.0,0.0,,,1.0,,,,,,,0.0,,100.0,,1.0,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
176200023,Plower,darksorrow,2.0,13901.0,37.0,52.0,42.0,50.0,43.0,52.0,71.0,35.0,,,,,,49.0,31.0,24.0,14.0,7.0,29.0,7.0,17.0,,,,,,18.0,16.0,10.0,7.0,3.0,15.0,5.0,6.0,,,,,,51.0,46.0,44.0,,51.0,46.0,18.0,,26.0,21.0,8.0,,,,,,,,,,,,,,,,,,,
156617032,Flatteau,ravencrest,2.0,138.0,,,,,,,,,,0.0,,100.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195290775,Obsydìan,nemesis,6.0,613.0,,,,25.0,100.0,33.0,67.0,,100.0,0.0,0.0,,0.0,,,,4.0,1.0,3.0,3.0,,3.0,2.0,1.0,,2.0,,,,1.0,1.0,1.0,2.0,,3.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
128578168,Drsevkovic,malfurion,6.0,2082.0,29.0,50.0,57.0,100.0,80.0,100.0,100.0,,67.0,,,0.0,,7.0,2.0,7.0,2.0,5.0,1.0,3.0,,3.0,,,3.0,,2.0,1.0,4.0,2.0,4.0,1.0,3.0,,2.0,,,0.0,,100.0,,,,3.0,,,,3.0,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,
191175221,Holycrumpet,frostmane,8.0,979.0,,100.0,,100.0,100.0,100.0,100.0,,75.0,33.0,0.0,,100.0,,2.0,,2.0,1.0,1.0,1.0,,4.0,3.0,2.0,,3.0,,2.0,,2.0,1.0,1.0,1.0,,3.0,1.0,0.0,,3.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
158675554,Morningstãr,silvermoon,38.0,76717.0,51.0,54.0,57.0,63.0,49.0,55.0,48.0,62.0,,,,,,318.0,198.0,174.0,143.0,70.0,155.0,168.0,37.0,,,,,,161.0,107.0,100.0,90.0,34.0,86.0,81.0,23.0,,,,,,55.0,49.0,52.0,,315.0,280.0,288.0,,174.0,137.0,151.0,,,,,,,,,,,,,,,,,,,
165153987,Evandrel,kult-der-verdammten,6.0,68.0,,,,100.0,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100173719,Mílanó,garona,32.0,542.0,,,,100.0,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176746807,Bebeng,burning-legion,1.0,66.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,47.0,38.0,60.0,21.0,50.0,26.0,45.0,14.0,100.0,33.0,,,0.0,36.0,53.0,40.0,42.0,6.0,31.0,11.0,7.0,2.0,3.0,,,1.0,17.0,20.0,24.0,9.0,3.0,8.0,5.0,1.0,2.0,1.0,,,0.0,20.0,25.0,38.0,,41.0,36.0,40.0,,8.0,9.0,15.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
88245594,Gwaelion,antonidas,9.0,3932.0,0.0,55.0,0.0,62.0,71.0,64.0,62.0,56.0,100.0,,,50.0,,4.0,11.0,2.0,8.0,14.0,11.0,8.0,9.0,1.0,,,2.0,,0.0,6.0,0.0,5.0,10.0,7.0,5.0,5.0,1.0,,,1.0,,29.0,38.0,100.0,,7.0,8.0,10.0,,2.0,3.0,10.0,,,,,,,,,,,,,,,,,,,
167698075,Valarsil,amanthul,40.0,11444.0,58.0,76.0,71.0,52.0,52.0,55.0,33.0,38.0,50.0,,75.0,43.0,0.0,33.0,33.0,24.0,29.0,25.0,22.0,18.0,8.0,4.0,,4.0,7.0,2.0,19.0,25.0,17.0,15.0,13.0,12.0,6.0,3.0,2.0,,3.0,3.0,0.0,57.0,66.0,54.0,0.0,51.0,35.0,13.0,1.0,29.0,23.0,7.0,0.0,,,,50.0,4.0,2.0,,,,0.0,2.0,0.0,,,,,,
162546992,Cahlaan,dalaran,28.0,3359.0,,33.0,0.0,30.0,60.0,60.0,25.0,100.0,80.0,,100.0,,,,3.0,1.0,10.0,5.0,5.0,8.0,1.0,5.0,,1.0,,,,1.0,0.0,3.0,3.0,3.0,2.0,1.0,4.0,,1.0,,,0.0,80.0,0.0,,2.0,5.0,1.0,,0.0,4.0,0.0,,100.0,7.0,7.0,,,,,,,,,,,,,,,
