character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Korrak's Revenge played,Deepwind Gorge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge won,Deepwind Gorge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
113036424,Morsatra,pozzo-delleternità,8.0,3346.0,50.0,33.0,0.0,38.0,33.0,67.0,0.0,60.0,67.0,100.0,50.0,10.0,6.0,2.0,8.0,3.0,6.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,,,40.0,0.0,50.0,0.0,,,,,5.0,1.0,4.0,2.0,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,
144047958,Ryutai,blackrock,26.0,5564.0,0.0,14.0,43.0,71.0,33.0,56.0,56.0,46.0,67.0,57.0,45.0,5.0,7.0,7.0,7.0,6.0,9.0,9.0,13.0,9.0,7.0,11.0,0.0,1.0,3.0,5.0,2.0,5.0,5.0,6.0,6.0,4.0,5.0,,,50.0,100.0,100.0,50.0,,,,,2.0,2.0,1.0,2.0,,,,,1.0,2.0,1.0,1.0,,,100.0,1.0,1.0,,,,,,,,,
73037576,Vick,blackmoore,4.0,1145.0,100.0,,,0.0,,,,27.0,,100.0,100.0,1.0,,,1.0,,,,11.0,,2.0,1.0,1.0,,,0.0,,,,3.0,,2.0,1.0,0.0,,100.0,,,,,,2.0,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,
245744753,Милириум,gordunni,13.0,2328.0,44.0,,,,,50.0,100.0,67.0,0.0,20.0,,9.0,,,,,4.0,1.0,3.0,1.0,5.0,,4.0,,,,,2.0,1.0,2.0,0.0,1.0,,40.0,50.0,50.0,100.0,100.0,38.0,,100.0,5.0,2.0,2.0,2.0,1.0,8.0,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,
148556259,Elvandara,blackmoore,68.0,3853.0,53.0,42.0,0.0,22.0,,44.0,31.0,0.0,43.0,36.0,0.0,15.0,12.0,2.0,9.0,,16.0,16.0,5.0,7.0,11.0,1.0,8.0,5.0,0.0,2.0,,7.0,5.0,0.0,3.0,4.0,0.0,78.0,,29.0,75.0,67.0,33.0,,33.0,9.0,,7.0,4.0,6.0,3.0,,3.0,7.0,,2.0,3.0,4.0,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,
170123188,Helige,stormreaver,6.0,17013.0,49.0,43.0,56.0,46.0,53.0,68.0,56.0,0.0,62.0,56.0,75.0,49.0,53.0,59.0,35.0,53.0,34.0,43.0,2.0,13.0,9.0,4.0,24.0,23.0,33.0,16.0,28.0,23.0,24.0,0.0,8.0,5.0,3.0,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
159281279,Schockadin,burning-legion,60.0,2958.0,50.0,,,29.0,,100.0,100.0,50.0,50.0,17.0,50.0,2.0,,,7.0,,1.0,4.0,10.0,6.0,6.0,2.0,1.0,,,2.0,,1.0,4.0,5.0,3.0,1.0,1.0,0.0,,0.0,40.0,25.0,100.0,86.0,0.0,1.0,,4.0,5.0,4.0,1.0,7.0,1.0,0.0,,0.0,2.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,
165834377,Бондомонд,gordunni,13.0,2373.0,100.0,100.0,0.0,100.0,0.0,100.0,38.0,67.0,70.0,88.0,,1.0,1.0,1.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,,1.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,7.0,7.0,,50.0,,100.0,50.0,67.0,0.0,,75.0,2.0,,1.0,2.0,6.0,1.0,,4.0,1.0,,1.0,1.0,4.0,0.0,,3.0,,,,,,,,,,,,
183568768,Холлихелл,soulflayer,46.0,2062.0,33.0,0.0,0.0,40.0,,,50.0,57.0,100.0,100.0,43.0,3.0,1.0,1.0,5.0,,,4.0,7.0,5.0,1.0,7.0,1.0,0.0,0.0,2.0,,,2.0,4.0,5.0,1.0,3.0,,100.0,33.0,60.0,20.0,0.0,,100.0,,1.0,9.0,5.0,5.0,3.0,,1.0,,1.0,3.0,3.0,1.0,0.0,,1.0,100.0,15.0,15.0,,,,,,,,,
175005519,Clarrizard,silvermoon,63.0,10057.0,67.0,51.0,55.0,43.0,54.0,40.0,48.0,53.0,44.0,81.0,43.0,9.0,45.0,20.0,21.0,13.0,5.0,23.0,17.0,16.0,16.0,7.0,6.0,23.0,11.0,9.0,7.0,2.0,11.0,9.0,7.0,13.0,3.0,,,64.0,67.0,46.0,,,60.0,,,11.0,9.0,13.0,,,10.0,,,7.0,6.0,6.0,,,6.0,,,,800.0,1.0,8.0,,,,,,
170039370,Akilim,eldrethalas,3.0,5144.0,,,0.0,,50.0,40.0,0.0,50.0,,40.0,,,,1.0,,4.0,5.0,1.0,2.0,,5.0,,,,0.0,,2.0,2.0,0.0,1.0,,2.0,,,,0.0,50.0,0.0,,,,,,1.0,2.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
96562855,Тэоин,blackscar,6.0,5353.0,75.0,67.0,82.0,100.0,17.0,71.0,0.0,33.0,33.0,56.0,82.0,4.0,6.0,11.0,8.0,6.0,7.0,2.0,15.0,12.0,25.0,11.0,3.0,4.0,9.0,8.0,1.0,5.0,0.0,5.0,4.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178973871,Iowene,silvermoon,74.0,11499.0,39.0,61.0,44.0,74.0,56.0,40.0,74.0,100.0,64.0,20.0,0.0,77.0,23.0,25.0,19.0,9.0,5.0,54.0,1.0,11.0,5.0,1.0,30.0,14.0,11.0,14.0,5.0,2.0,40.0,1.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111052905,Lisburn,eonar,8.0,16434.0,41.0,38.0,61.0,49.0,36.0,50.0,33.0,43.0,36.0,26.0,67.0,73.0,55.0,51.0,57.0,64.0,40.0,15.0,23.0,25.0,19.0,6.0,30.0,21.0,31.0,28.0,23.0,20.0,5.0,10.0,9.0,5.0,4.0,,,,,,,,50.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,
155434096,Паладиннер,eversong,14.0,2894.0,60.0,50.0,60.0,33.0,40.0,75.0,0.0,67.0,29.0,60.0,20.0,5.0,2.0,5.0,3.0,5.0,8.0,5.0,3.0,7.0,10.0,5.0,3.0,1.0,3.0,1.0,2.0,6.0,0.0,2.0,2.0,6.0,1.0,,,,,0.0,100.0,,,,,,,2.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
143729215,Rõxas,blackmoore,42.0,10877.0,41.0,60.0,58.0,52.0,46.0,60.0,36.0,43.0,17.0,50.0,33.0,17.0,45.0,33.0,29.0,37.0,25.0,14.0,23.0,18.0,12.0,6.0,7.0,27.0,19.0,15.0,17.0,15.0,5.0,10.0,3.0,6.0,2.0,,,50.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
111201492,Alliyah,nozdormu,50.0,36378.0,57.0,48.0,76.0,65.0,54.0,50.0,50.0,14.0,33.0,33.0,0.0,14.0,29.0,17.0,17.0,37.0,8.0,6.0,7.0,3.0,6.0,4.0,8.0,14.0,13.0,11.0,20.0,4.0,3.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,
109856731,Avizura,blackrock,48.0,852.0,,0.0,,50.0,,100.0,50.0,83.0,50.0,0.0,,,1.0,,2.0,,1.0,2.0,6.0,2.0,2.0,,,0.0,,1.0,,1.0,1.0,5.0,1.0,0.0,,,,0.0,67.0,50.0,0.0,,75.0,,,1.0,3.0,2.0,2.0,,4.0,,,0.0,2.0,1.0,0.0,,3.0,,,,,,,,,,,,
209413336,Айронхайд,soulflayer,18.0,309.0,,,,,,,100.0,,33.0,,,,,,,,,1.0,,3.0,,,,,,,,,1.0,,1.0,,,100.0,,,,,,,100.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,50.0,2.0,1.0,,,,,,
162412748,Тайдэ,howling-fjord,3.0,736.0,,,,50.0,,,,,0.0,67.0,,,,,2.0,,,,,1.0,3.0,,,,,1.0,,,,,0.0,2.0,,,,86.0,67.0,100.0,,,0.0,,,7.0,3.0,2.0,,,1.0,,,6.0,2.0,2.0,,,0.0,,,,,,,,,,,,
128931743,Myu,shattrath,18.0,794.0,,,,,,,50.0,50.0,100.0,50.0,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,,,,100.0,100.0,0.0,,29.0,100.0,,,1.0,1.0,1.0,,7.0,1.0,,,1.0,1.0,0.0,,2.0,1.0,,,,,,,,,,,,
171168416,Septaunella,pozzo-delleternità,19.0,1614.0,,,,100.0,,,0.0,83.0,75.0,33.0,,,,,1.0,,,2.0,6.0,12.0,3.0,,,,,1.0,,,0.0,5.0,9.0,1.0,,,,50.0,50.0,67.0,,,100.0,,,4.0,6.0,3.0,,,5.0,,,2.0,3.0,2.0,,,5.0,,,,,,,,,,,,
175419048,Драгнирр,howling-fjord,19.0,1473.0,0.0,,,0.0,,33.0,100.0,50.0,,,,2.0,,,1.0,,6.0,2.0,2.0,,,,0.0,,,0.0,,2.0,2.0,1.0,,,,50.0,,100.0,50.0,50.0,57.0,,100.0,2.0,,1.0,2.0,2.0,7.0,,2.0,1.0,,1.0,1.0,1.0,4.0,,2.0,,,,,,,,,,,,
145469438,Тесэй,gordunni,9.0,2737.0,60.0,14.0,100.0,50.0,0.0,80.0,60.0,0.0,80.0,57.0,67.0,5.0,7.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,7.0,6.0,3.0,1.0,1.0,2.0,0.0,4.0,3.0,0.0,4.0,4.0,4.0,,,0.0,,100.0,,,0.0,,,2.0,,1.0,,,1.0,,,0.0,,1.0,,,0.0,,,,,,,,,,,,
244032512,Инестра,gordunni,5.0,2268.0,,,,67.0,,0.0,100.0,,100.0,100.0,,,,,3.0,,2.0,3.0,,3.0,2.0,,,,,2.0,,0.0,3.0,,3.0,2.0,,0.0,,0.0,20.0,25.0,33.0,,80.0,1.0,,1.0,5.0,4.0,3.0,,5.0,0.0,,0.0,1.0,1.0,1.0,,4.0,,,,,,,,,,,,
168422098,Zeìko,archimonde,30.0,1631.0,20.0,,0.0,0.0,,50.0,100.0,25.0,0.0,33.0,33.0,5.0,,1.0,1.0,,2.0,3.0,4.0,2.0,3.0,3.0,1.0,,0.0,0.0,,1.0,3.0,1.0,0.0,1.0,1.0,,,50.0,50.0,33.0,67.0,,33.0,,,2.0,4.0,3.0,3.0,,3.0,,,1.0,2.0,1.0,2.0,,1.0,,,,0.0,1.0,0.0,,,,,,
169672621,Laddgreta,tarren-mill,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
160233983,Droggo,kirin-tor,12.0,2033.0,75.0,,,33.0,,60.0,,0.0,75.0,0.0,,4.0,,,3.0,,5.0,,4.0,4.0,1.0,,3.0,,,1.0,,3.0,,0.0,3.0,0.0,,0.0,,50.0,20.0,50.0,50.0,,25.0,1.0,,2.0,5.0,8.0,2.0,,4.0,0.0,,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,
123394120,Farlander,garrosh,6.0,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,19.0,,,,,,,,4.0,,,,,,,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,67.0,,,100.0,,56.0,100.0,,0.0,0.0,,6.0,,,1.0,,9.0,2.0,,2.0,3.0,,4.0,,,1.0,,5.0,2.0,,0.0,0.0,,57.0,,40.0,100.0,50.0,40.0,,0.0,7.0,,5.0,2.0,2.0,5.0,,2.0,4.0,,2.0,2.0,1.0,2.0,,0.0,,,,,,,,,,,,
139653617,Bolívar,magtheridon,25.0,10775.0,29.0,56.0,100.0,67.0,0.0,60.0,74.0,55.0,74.0,45.0,56.0,7.0,9.0,1.0,18.0,1.0,5.0,27.0,20.0,19.0,22.0,9.0,2.0,5.0,1.0,12.0,0.0,3.0,20.0,11.0,14.0,10.0,5.0,75.0,50.0,76.0,50.0,65.0,50.0,50.0,74.0,4.0,2.0,17.0,20.0,17.0,4.0,2.0,19.0,3.0,1.0,13.0,10.0,11.0,2.0,1.0,14.0,100.0,2.0,2.0,,,,,,,100.0,1.0,1.0
145355935,Нурфанон,gordunni,4.0,726.0,,,,67.0,,0.0,100.0,,0.0,40.0,0.0,,,,3.0,,1.0,2.0,,2.0,5.0,1.0,,,,2.0,,0.0,2.0,,0.0,2.0,0.0,0.0,,0.0,100.0,,,,100.0,1.0,,1.0,1.0,,,,1.0,0.0,,0.0,1.0,,,,1.0,,,,,,,,,,,,
63211228,Bragi,aggramar,33.0,10186.0,64.0,50.0,45.0,38.0,60.0,36.0,46.0,40.0,50.0,75.0,,58.0,105.0,20.0,8.0,5.0,11.0,13.0,5.0,8.0,4.0,,37.0,52.0,9.0,3.0,3.0,4.0,6.0,2.0,4.0,3.0,,0.0,,50.0,100.0,100.0,67.0,,33.0,1.0,,4.0,2.0,5.0,3.0,,3.0,0.0,,2.0,2.0,5.0,2.0,,1.0,,,,,,,,,,,,
131858324,Eugeõ,hyjal,24.0,12962.0,59.0,100.0,,75.0,0.0,45.0,0.0,67.0,44.0,33.0,100.0,29.0,2.0,,8.0,2.0,31.0,3.0,3.0,9.0,6.0,1.0,17.0,2.0,,6.0,0.0,14.0,0.0,2.0,4.0,2.0,1.0,,,33.0,0.0,33.0,48.0,62.0,0.0,,,3.0,1.0,3.0,27.0,8.0,1.0,,,1.0,0.0,1.0,13.0,5.0,0.0,100.0,47.0,47.0,,,,,,,,,
133289054,Babadins,ravencrest,21.0,2549.0,50.0,,,33.0,,,60.0,56.0,56.0,57.0,,2.0,,,3.0,,,10.0,9.0,9.0,7.0,,1.0,,,1.0,,,6.0,5.0,5.0,4.0,,67.0,100.0,50.0,44.0,80.0,0.0,,50.0,3.0,1.0,8.0,9.0,5.0,1.0,,4.0,2.0,1.0,4.0,4.0,4.0,0.0,,2.0,,,,50.0,4.0,2.0,,,,,,
153956700,Baelmon,antonidas,7.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,
71117116,Zecesption,blackmoore,31.0,5715.0,58.0,47.0,20.0,29.0,58.0,62.0,22.0,50.0,64.0,75.0,100.0,12.0,17.0,15.0,21.0,12.0,13.0,9.0,4.0,11.0,4.0,2.0,7.0,8.0,3.0,6.0,7.0,8.0,2.0,2.0,7.0,3.0,2.0,,,100.0,50.0,100.0,,,0.0,,,2.0,2.0,1.0,,,2.0,,,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,
181483376,Андуралус,gordunni,36.0,5812.0,80.0,33.0,0.0,43.0,,33.0,83.0,50.0,60.0,36.0,0.0,5.0,3.0,1.0,7.0,,3.0,6.0,6.0,10.0,11.0,2.0,4.0,1.0,0.0,3.0,,1.0,5.0,3.0,6.0,4.0,0.0,50.0,,64.0,45.0,38.0,,,62.0,2.0,,14.0,11.0,8.0,,,8.0,1.0,,9.0,5.0,3.0,,,5.0,,,,,,,,,,,,
164647326,Faler,bronzebeard,15.0,7986.0,50.0,49.0,50.0,38.0,25.0,44.0,52.0,20.0,49.0,0.0,20.0,26.0,37.0,34.0,39.0,24.0,27.0,27.0,5.0,35.0,2.0,5.0,13.0,18.0,17.0,15.0,6.0,12.0,14.0,1.0,17.0,0.0,1.0,0.0,,50.0,,33.0,33.0,,67.0,3.0,,2.0,,3.0,3.0,,3.0,0.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,
99282011,Louac,varimathras,24.0,3862.0,100.0,40.0,20.0,44.0,25.0,,62.0,42.0,50.0,62.0,25.0,1.0,5.0,5.0,9.0,4.0,,8.0,12.0,6.0,16.0,4.0,1.0,2.0,1.0,4.0,1.0,,5.0,5.0,3.0,10.0,1.0,,0.0,60.0,40.0,0.0,,,91.0,,4.0,5.0,5.0,1.0,,,11.0,,0.0,3.0,2.0,0.0,,,10.0,,,,,,,,,,,,
160310746,Tóxíc,silvermoon,31.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,,,,,,1.0,2.0,1.0,,,,,,1.0,2.0,0.0,,,,,,,,,,,,,
143737686,Shadith,drakthul,22.0,1285.0,100.0,,100.0,20.0,,,0.0,60.0,,50.0,100.0,1.0,,1.0,5.0,,,2.0,5.0,,2.0,2.0,1.0,,1.0,1.0,,,0.0,3.0,,1.0,2.0,,,100.0,50.0,50.0,,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
132054629,Kabu,nozdormu,24.0,5208.0,80.0,30.0,60.0,56.0,17.0,89.0,35.0,33.0,42.0,60.0,67.0,10.0,10.0,10.0,16.0,6.0,9.0,26.0,24.0,24.0,20.0,15.0,8.0,3.0,6.0,9.0,1.0,8.0,9.0,8.0,10.0,12.0,10.0,20.0,,67.0,25.0,0.0,100.0,,0.0,5.0,,3.0,4.0,2.0,1.0,,1.0,1.0,,2.0,1.0,0.0,1.0,,0.0,100.0,62.0,62.0,,,,,,,,,
79979616,Àlb,frostwolf,72.0,136.0,,,67.0,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,50.0,67.0,0.0,,0.0,60.0,17.0,62.0,50.0,0.0,2.0,8.0,3.0,3.0,,1.0,5.0,6.0,8.0,2.0,1.0,1.0,4.0,2.0,0.0,,0.0,3.0,1.0,5.0,1.0,0.0,,,83.0,,0.0,,,0.0,,,6.0,,1.0,,,1.0,,,5.0,,0.0,,,0.0,,,,,,,,,,,,
191456001,Bubblícíous,frostmane,14.0,4026.0,85.0,36.0,61.0,33.0,,100.0,100.0,,50.0,,,26.0,36.0,38.0,3.0,,3.0,2.0,,2.0,,,22.0,13.0,23.0,1.0,,3.0,2.0,,1.0,,,,,0.0,,,,,100.0,,,1.0,,,,,1.0,,,0.0,,,,,1.0,,,,,,,,,,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,36.0,29.0,50.0,33.0,29.0,36.0,50.0,40.0,25.0,56.0,56.0,11.0,14.0,2.0,9.0,7.0,11.0,4.0,10.0,8.0,9.0,9.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,67.0,,60.0,,100.0,14.0,,0.0,3.0,,10.0,,1.0,7.0,,2.0,2.0,,6.0,,1.0,1.0,,0.0,100.0,2.0,2.0,0.0,1.0,0.0,,,,,,
217470555,Rezta,sylvanas,23.0,5237.0,50.0,75.0,60.0,67.0,75.0,62.0,36.0,67.0,33.0,56.0,60.0,4.0,4.0,5.0,9.0,4.0,8.0,11.0,18.0,9.0,16.0,5.0,2.0,3.0,3.0,6.0,3.0,5.0,4.0,12.0,3.0,9.0,3.0,50.0,33.0,50.0,50.0,40.0,100.0,,44.0,2.0,3.0,8.0,8.0,10.0,2.0,,9.0,1.0,1.0,4.0,4.0,4.0,2.0,,4.0,,,,,,,,,,,,
172280326,Jaggerjacka,sinstralis,2.0,1761.0,20.0,25.0,55.0,71.0,50.0,25.0,25.0,,67.0,,,5.0,4.0,11.0,7.0,2.0,4.0,4.0,,12.0,,,1.0,1.0,6.0,5.0,1.0,1.0,1.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155645312,Паллада,deathguard,14.0,4790.0,60.0,38.0,25.0,100.0,67.0,84.0,50.0,50.0,33.0,57.0,62.0,5.0,8.0,4.0,2.0,6.0,19.0,6.0,10.0,3.0,14.0,8.0,3.0,3.0,1.0,2.0,4.0,16.0,3.0,5.0,1.0,8.0,5.0,,,80.0,100.0,,50.0,,100.0,,,5.0,1.0,,2.0,,1.0,,,4.0,1.0,,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,
174410499,Phèlan,die-aldor,1.0,111.0,,,,100.0,,,,0.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,0.0,,,,,,,,50.0,,,100.0,,,,,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
102719735,Earlgrey,terenas,5.0,1096.0,,,,,,100.0,,33.0,,50.0,,,,,,,1.0,,3.0,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,100.0,,67.0,,,,,,1.0,,3.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,75.0,,,,,33.0,50.0,,50.0,,,4.0,,,,,3.0,2.0,,4.0,,,3.0,,,,,1.0,1.0,,2.0,,,0.0,,100.0,,0.0,50.0,,0.0,1.0,,2.0,,1.0,2.0,,1.0,0.0,,2.0,,0.0,1.0,,0.0,,,,100.0,1.0,1.0,,,,,,
243553536,Клофард,gordunni,5.0,123.0,,,,,,,,100.0,,100.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
69100636,Saguru,shattrath,246.0,32822.0,60.0,64.0,65.0,73.0,64.0,63.0,60.0,53.0,77.0,65.0,67.0,100.0,108.0,84.0,79.0,87.0,73.0,106.0,51.0,95.0,69.0,27.0,60.0,69.0,55.0,58.0,56.0,46.0,64.0,27.0,73.0,45.0,18.0,0.0,,100.0,50.0,40.0,0.0,0.0,50.0,1.0,,1.0,2.0,30.0,1.0,1.0,2.0,0.0,,1.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,,,,
169773666,Holypurge,malfurion,54.0,3669.0,,,,17.0,,,38.0,60.0,38.0,57.0,,,,,6.0,,,16.0,10.0,13.0,14.0,,,,,1.0,,,6.0,6.0,5.0,8.0,,,,50.0,40.0,40.0,25.0,,44.0,,,12.0,10.0,15.0,4.0,,16.0,,,6.0,4.0,6.0,1.0,,7.0,100.0,1.0,1.0,22.0,9.0,2.0,,,,,,
136492320,Lightbrînger,kazzak,7.0,130.0,0.0,0.0,,100.0,0.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154641796,Thorkon,teldrassil,43.0,24792.0,52.0,57.0,57.0,55.0,57.0,58.0,50.0,71.0,38.0,67.0,75.0,89.0,129.0,91.0,67.0,30.0,43.0,10.0,17.0,21.0,15.0,4.0,46.0,73.0,52.0,37.0,17.0,25.0,5.0,12.0,8.0,10.0,3.0,50.0,,100.0,,,67.0,,,2.0,,2.0,,,3.0,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,
107524986,Molox,archimonde,195.0,54901.0,38.0,40.0,53.0,48.0,41.0,47.0,59.0,46.0,48.0,33.0,50.0,151.0,176.0,154.0,107.0,111.0,114.0,95.0,70.0,93.0,52.0,4.0,58.0,70.0,82.0,51.0,46.0,54.0,56.0,32.0,45.0,17.0,2.0,,,50.0,20.0,0.0,25.0,33.0,50.0,,,6.0,15.0,7.0,4.0,6.0,10.0,,,3.0,3.0,0.0,1.0,2.0,5.0,100.0,4.0,4.0,,,,,,,,,
158608123,Lapsidine,antonidas,26.0,1481.0,50.0,100.0,,0.0,100.0,100.0,29.0,50.0,50.0,50.0,,2.0,1.0,,1.0,4.0,1.0,7.0,2.0,8.0,2.0,,1.0,1.0,,0.0,4.0,1.0,2.0,1.0,4.0,1.0,,0.0,,0.0,0.0,,100.0,,,3.0,,2.0,1.0,,1.0,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,
88245594,Gwaelion,antonidas,9.0,3932.0,0.0,29.0,38.0,55.0,100.0,0.0,62.0,71.0,64.0,62.0,56.0,4.0,7.0,8.0,11.0,10.0,2.0,8.0,14.0,11.0,8.0,9.0,0.0,2.0,3.0,6.0,10.0,0.0,5.0,10.0,7.0,5.0,5.0,,,100.0,,,50.0,,,,,1.0,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
137105514,Денния,soulflayer,15.0,5954.0,62.0,86.0,100.0,67.0,60.0,0.0,44.0,75.0,43.0,56.0,40.0,8.0,7.0,5.0,12.0,5.0,4.0,9.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,8.0,3.0,0.0,4.0,6.0,3.0,5.0,2.0,,,100.0,33.0,,0.0,,0.0,,,1.0,3.0,,1.0,,3.0,,,1.0,1.0,,0.0,,0.0,,,,,,,,,,,,
215318165,Fash,sylvanas,59.0,1107.0,50.0,50.0,50.0,0.0,,,0.0,67.0,33.0,100.0,100.0,2.0,4.0,2.0,1.0,,,2.0,9.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,,,0.0,6.0,1.0,3.0,1.0,0.0,,,0.0,100.0,0.0,,,1.0,,,1.0,1.0,1.0,,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,
134791701,Dinnadan,burning-legion,35.0,1683.0,,100.0,38.0,67.0,67.0,100.0,50.0,50.0,33.0,40.0,100.0,,4.0,8.0,6.0,3.0,1.0,2.0,4.0,3.0,5.0,2.0,,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,0.0,0.0,100.0,,,0.0,,,1.0,2.0,1.0,,,1.0,,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,49.0,38.0,39.0,38.0,50.0,32.0,38.0,50.0,57.0,100.0,,45.0,56.0,75.0,61.0,32.0,19.0,8.0,4.0,7.0,4.0,,22.0,21.0,29.0,23.0,16.0,6.0,3.0,2.0,4.0,4.0,,,,50.0,100.0,100.0,100.0,50.0,,,,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
