character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Alterac Valley win_rate,Ashran win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Ashran played,Battle for Wintergrasp played,Korrak's Revenge played,Alterac Valley won,Ashran won,Battle for Wintergrasp won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
158963308,Aucharius,darkmoon-faire,15.0,1949.0,0.0,83.0,0.0,100.0,80.0,17.0,40.0,100.0,40.0,80.0,50.0,67.0,100.0,100.0,67.0,1.0,6.0,3.0,2.0,5.0,6.0,5.0,2.0,5.0,5.0,2.0,3.0,1.0,4.0,6.0,0.0,5.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
172804819,Khoria,twisting-nether,63.0,1073.0,0.0,100.0,100.0,0.0,67.0,50.0,50.0,,,100.0,,,,,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,1.0,,,,,,0.0,1.0,2.0,0.0,2.0,1.0,1.0,,,1.0,,,,,,100.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
99440777,Koniria,zuluhed,55.0,10882.0,44.0,59.0,65.0,54.0,50.0,38.0,57.0,,43.0,,100.0,57.0,50.0,25.0,0.0,64.0,17.0,17.0,39.0,8.0,8.0,7.0,,7.0,,1.0,7.0,4.0,4.0,1.0,28.0,10.0,11.0,21.0,4.0,3.0,4.0,,3.0,,1.0,4.0,2.0,1.0,0.0,64.0,22.0,14.0,42.0,33.0,75.0,71.0,24.0,3.0,4.0,7.0,10.0,1.0,3.0,5.0,,,,,,,,,
165797653,Päm,twisting-nether,43.0,2115.0,,33.0,,,0.0,67.0,0.0,,0.0,,,0.0,33.0,100.0,0.0,,3.0,,,1.0,3.0,2.0,,4.0,,,1.0,3.0,2.0,2.0,,1.0,,,0.0,2.0,0.0,,0.0,,,0.0,1.0,2.0,0.0,,,,0.0,,50.0,17.0,1.0,,4.0,18.0,0.0,,2.0,3.0,,,,,,,,,
89907460,Nimsy,blackhand,45.0,22814.0,52.0,47.0,53.0,29.0,45.0,45.0,53.0,500.0,57.0,38.0,40.0,71.0,64.0,65.0,50.0,107.0,62.0,15.0,7.0,77.0,100.0,100.0,1.0,127.0,26.0,5.0,34.0,25.0,26.0,26.0,56.0,29.0,8.0,2.0,35.0,45.0,53.0,5.0,72.0,10.0,2.0,24.0,16.0,17.0,13.0,61.0,66.0,40.0,33.0,,100.0,,12.0,,1.0,,4.0,,1.0,,100.0,5.0,5.0,,,,,,
182510604,Oswäld,archimonde,42.0,3262.0,,67.0,,100.0,40.0,43.0,50.0,67.0,57.0,,67.0,50.0,17.0,75.0,0.0,,3.0,,1.0,5.0,7.0,8.0,6.0,7.0,,3.0,6.0,12.0,4.0,5.0,,2.0,,1.0,2.0,3.0,4.0,4.0,4.0,,2.0,3.0,2.0,3.0,0.0,,,,50.0,100.0,0.0,50.0,2.0,1.0,1.0,8.0,1.0,1.0,0.0,4.0,,,,,,,,,
167088252,Brunori,tarren-mill,9.0,1428.0,,,,0.0,100.0,100.0,100.0,,0.0,,,33.0,50.0,67.0,50.0,,,,3.0,3.0,1.0,1.0,,1.0,,,3.0,2.0,3.0,2.0,,,,0.0,3.0,1.0,1.0,,0.0,,,1.0,1.0,2.0,1.0,,,,,60.0,67.0,,,5.0,3.0,,,3.0,2.0,,,,,,,,,,
35008478,Helldorado,dethecus,49.0,6003.0,51.0,62.0,47.0,53.0,60.0,100.0,33.0,,67.0,,,,0.0,,100.0,35.0,13.0,17.0,15.0,5.0,3.0,3.0,,3.0,,,,1.0,,1.0,18.0,8.0,8.0,8.0,3.0,3.0,1.0,,2.0,,,,0.0,,1.0,78.0,18.0,14.0,42.0,,50.0,,12.0,,2.0,,5.0,,1.0,,100.0,2.0,2.0,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,80.0,69.0,69.0,67.0,100.0,,50.0,,0.0,,,0.0,,,,50.0,39.0,16.0,3.0,1.0,,2.0,,2.0,,,2.0,,,,40.0,27.0,11.0,2.0,1.0,,1.0,,0.0,,,0.0,,,,87.0,31.0,27.0,75.0,,,,12.0,,,,9.0,,,,,,,,,,,,
134244517,Marhun,drakthul,37.0,1067.0,80.0,50.0,,,0.0,100.0,33.0,0.0,60.0,,,0.0,100.0,75.0,100.0,5.0,4.0,,,3.0,1.0,3.0,1.0,5.0,,,2.0,1.0,4.0,2.0,4.0,2.0,,,0.0,1.0,1.0,0.0,3.0,,,0.0,1.0,3.0,2.0,100.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
164761441,Empathy,amanthul,8.0,3184.0,,50.0,,60.0,29.0,50.0,50.0,,40.0,,,67.0,71.0,70.0,43.0,,6.0,,5.0,7.0,6.0,12.0,,5.0,,,6.0,7.0,10.0,7.0,,3.0,,3.0,2.0,3.0,6.0,,2.0,,,4.0,5.0,7.0,3.0,,,,50.0,50.0,43.0,,4.0,2.0,7.0,,2.0,1.0,3.0,,,,,,,,,,
98623220,Malteschrek,zuluhed,51.0,28174.0,42.0,59.0,50.0,51.0,42.0,40.0,47.0,,50.0,57.0,,50.0,100.0,50.0,,62.0,29.0,72.0,43.0,38.0,15.0,30.0,,12.0,7.0,,10.0,1.0,2.0,,26.0,17.0,36.0,22.0,16.0,6.0,14.0,,6.0,4.0,,5.0,1.0,1.0,,52.0,61.0,32.0,62.0,,50.0,0.0,65.0,,2.0,1.0,40.0,,1.0,0.0,100.0,1.0,1.0,,,,,,
105493647,Samson,zuluhed,61.0,17274.0,42.0,65.0,64.0,55.0,41.0,57.0,83.0,,44.0,100.0,,67.0,50.0,25.0,,12.0,17.0,11.0,11.0,17.0,7.0,12.0,,9.0,1.0,,6.0,4.0,4.0,,5.0,11.0,7.0,6.0,7.0,4.0,10.0,,4.0,1.0,,4.0,2.0,1.0,,52.0,23.0,12.0,56.0,,67.0,,27.0,,3.0,,15.0,,2.0,,,,,,,,,,
69121785,Syriel,nazjatar,26.0,10735.0,33.0,0.0,50.0,0.0,,33.0,100.0,,100.0,50.0,,,,,,3.0,1.0,2.0,1.0,,3.0,1.0,,2.0,2.0,,,,,,1.0,0.0,1.0,0.0,,1.0,1.0,,2.0,1.0,,,,,,0.0,1.0,0.0,43.0,,100.0,91.0,7.0,,1.0,22.0,3.0,,1.0,20.0,100.0,1.0,1.0,,,,,,
107840220,Zieghh,sargeras,20.0,8137.0,54.0,75.0,43.0,36.0,20.0,75.0,33.0,,20.0,29.0,,33.0,,,,13.0,4.0,7.0,25.0,5.0,4.0,3.0,,5.0,7.0,,3.0,,,,7.0,3.0,3.0,9.0,1.0,3.0,1.0,,1.0,2.0,,1.0,,,,67.0,6.0,4.0,51.0,40.0,48.0,,41.0,5.0,21.0,,21.0,2.0,10.0,,100.0,1.0,1.0,,,,,,
95484374,Dpms,twisting-nether,110.0,92301.0,57.0,53.0,52.0,47.0,55.0,70.0,54.0,,60.0,69.0,100.0,80.0,70.0,60.0,75.0,306.0,281.0,286.0,116.0,225.0,138.0,236.0,,176.0,118.0,1.0,5.0,10.0,5.0,8.0,175.0,148.0,149.0,55.0,123.0,97.0,128.0,,106.0,81.0,1.0,4.0,7.0,3.0,6.0,58.0,292.0,168.0,49.0,50.0,100.0,,134.0,4.0,2.0,,66.0,2.0,2.0,,,,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,6.0,,,,4.0,,,,,,,,,
95555033,Greedosan,twisting-nether,37.0,7541.0,73.0,73.0,55.0,40.0,71.0,75.0,78.0,,67.0,45.0,,100.0,20.0,0.0,0.0,11.0,11.0,11.0,25.0,14.0,12.0,9.0,,6.0,11.0,,6.0,5.0,2.0,3.0,8.0,8.0,6.0,10.0,10.0,9.0,7.0,,4.0,5.0,,6.0,1.0,0.0,0.0,57.0,7.0,4.0,64.0,100.0,75.0,,53.0,1.0,4.0,,34.0,1.0,3.0,,,,,,,,,,
73805261,Ðestiný,eredar,13.0,10620.0,69.0,41.0,81.0,79.0,53.0,80.0,80.0,,50.0,,,80.0,33.0,50.0,100.0,26.0,27.0,16.0,14.0,15.0,5.0,10.0,,6.0,,,5.0,3.0,4.0,1.0,18.0,11.0,13.0,11.0,8.0,4.0,8.0,,3.0,,,4.0,1.0,2.0,1.0,72.0,29.0,21.0,56.0,50.0,56.0,,32.0,2.0,9.0,,18.0,1.0,5.0,,,,,,,,,,
146791429,Shawarma,anubarak,11.0,1252.0,,100.0,,,0.0,80.0,100.0,67.0,0.0,,,,,,50.0,,1.0,,,1.0,5.0,1.0,3.0,1.0,,,,,,4.0,,1.0,,,0.0,4.0,1.0,2.0,0.0,,,,,,2.0,,,,,100.0,100.0,,,1.0,3.0,,,1.0,3.0,,,,,,,,,,
134547837,Bully,uldum,82.0,7572.0,72.0,68.0,67.0,,73.0,76.0,71.0,,57.0,59.0,,,,100.0,100.0,18.0,19.0,18.0,,15.0,17.0,17.0,,21.0,22.0,,,,1.0,1.0,13.0,13.0,12.0,,11.0,13.0,12.0,,12.0,13.0,,,,1.0,1.0,65.0,17.0,11.0,,,,,,,,,,,,,,,,,,,,,
174848731,Usulder,sanguino,18.0,1758.0,,50.0,,0.0,50.0,57.0,50.0,,50.0,,,25.0,67.0,0.0,100.0,,4.0,,3.0,2.0,7.0,2.0,,2.0,,,4.0,3.0,2.0,4.0,,2.0,,0.0,1.0,4.0,1.0,,1.0,,,1.0,2.0,0.0,4.0,,,,0.0,0.0,100.0,,2.0,2.0,2.0,,0.0,0.0,2.0,,,,,,,,,,
24738305,Svenealavate,nazjatar,13.0,9652.0,51.0,56.0,60.0,33.0,,100.0,0.0,,50.0,100.0,,,,,,37.0,9.0,5.0,6.0,,1.0,1.0,,2.0,1.0,,,,,,19.0,5.0,3.0,2.0,,1.0,0.0,,1.0,1.0,,,,,,68.0,50.0,34.0,31.0,,,,13.0,,,,4.0,,,,,,,,,,,,
195725505,Maker,grim-batol,62.0,58230.0,43.0,48.0,45.0,50.0,38.0,49.0,44.0,,47.0,50.0,,383.0,25.0,50.0,,161.0,131.0,121.0,133.0,92.0,35.0,102.0,,43.0,26.0,,6.0,4.0,4.0,,69.0,63.0,55.0,66.0,35.0,17.0,45.0,,20.0,13.0,,23.0,1.0,2.0,,40.0,182.0,73.0,55.0,,60.0,,195.0,,10.0,,108.0,,6.0,,100.0,13.0,13.0,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
159369132,Quelthanos,tarren-mill,39.0,219.0,,,,,100.0,,50.0,,0.0,,,,,,100.0,,,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,,,,1.0,,,,100.0,0.0,100.0,,1.0,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,,
150790113,Aleriy,amanthul,14.0,22927.0,49.0,52.0,36.0,56.0,39.0,50.0,63.0,,46.0,25.0,33.0,50.0,0.0,67.0,25.0,41.0,63.0,36.0,36.0,23.0,6.0,38.0,,13.0,4.0,3.0,4.0,6.0,3.0,4.0,20.0,33.0,13.0,20.0,9.0,3.0,24.0,,6.0,1.0,1.0,2.0,0.0,2.0,1.0,45.0,64.0,29.0,61.0,100.0,60.0,,46.0,1.0,5.0,,28.0,1.0,3.0,,,,,,,,,,
150789196,Aleacia,amanthul,4.0,14103.0,63.0,29.0,48.0,84.0,42.0,20.0,60.0,,67.0,33.0,,,,,,124.0,41.0,33.0,19.0,48.0,15.0,40.0,,3.0,6.0,,,,,,78.0,12.0,16.0,16.0,20.0,3.0,24.0,,2.0,2.0,,,,,,57.0,84.0,48.0,59.0,,,,32.0,,,,19.0,,,,,,,,,,,,
96390414,Trimack,frostmourne,4.0,22002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4.0,2.0,100.0,,,0.0,1.0,,,1.0,1.0,,,0.0,,,,,,,,,
181393909,Darkfellix,aggra-português,53.0,8642.0,,39.0,,78.0,38.0,35.0,35.0,83.0,42.0,0.0,0.0,68.0,44.0,45.0,41.0,,23.0,,9.0,24.0,26.0,20.0,6.0,26.0,2.0,1.0,19.0,43.0,33.0,32.0,,9.0,,7.0,9.0,9.0,7.0,5.0,11.0,0.0,0.0,13.0,19.0,15.0,13.0,,,,71.0,,50.0,,7.0,,4.0,,5.0,,2.0,,100.0,10.0,10.0,,,,,,
108443604,Vainavi,ravencrest,19.0,1188.0,,33.0,,33.0,,,,,0.0,,100.0,0.0,50.0,100.0,67.0,,3.0,,3.0,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,,,,,0.0,,1.0,0.0,1.0,1.0,2.0,,,,67.0,,100.0,,3.0,,2.0,,2.0,,2.0,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,,57.0,,81.0,60.0,47.0,70.0,,43.0,,,88.0,64.0,62.0,57.0,,7.0,,27.0,10.0,15.0,10.0,,7.0,,,8.0,11.0,13.0,7.0,,4.0,,22.0,6.0,7.0,7.0,,3.0,,,7.0,7.0,8.0,4.0,,,,55.0,67.0,56.0,,33.0,6.0,18.0,,18.0,4.0,10.0,,,,,,,,,,
132686977,Kae,anetheron,65.0,69961.0,77.0,63.0,55.0,74.0,50.0,59.0,75.0,,62.0,0.0,,67.0,50.0,33.0,,168.0,164.0,159.0,31.0,10.0,17.0,8.0,,13.0,3.0,,3.0,4.0,3.0,,129.0,104.0,88.0,23.0,5.0,10.0,6.0,,8.0,0.0,,2.0,2.0,1.0,,72.0,212.0,153.0,58.0,,50.0,,131.0,,2.0,,76.0,,1.0,,,,,,,,,,
97540548,Înurias,frostmourne,42.0,833.0,,,,,,100.0,,,100.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89788721,Käwotte,sargeras,14.0,1323.0,100.0,50.0,0.0,,0.0,,100.0,,40.0,100.0,,75.0,67.0,,,1.0,6.0,1.0,,1.0,,1.0,,5.0,1.0,,4.0,3.0,,,1.0,3.0,0.0,,0.0,,1.0,,2.0,1.0,,3.0,2.0,,,100.0,1.0,1.0,0.0,,,33.0,1.0,,,3.0,0.0,,,1.0,,,,,,,,,
153391451,Silversmile,malganis,16.0,202.0,0.0,50.0,,,,,0.0,,,,,100.0,,,,1.0,2.0,,,,,1.0,,,,,1.0,,,,0.0,1.0,,,,,0.0,,,,,1.0,,,,,,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,
163224163,Радостьмоя,gordunni,94.0,10242.0,55.0,67.0,100.0,,43.0,56.0,59.0,,54.0,67.0,50.0,55.0,62.0,69.0,82.0,22.0,24.0,3.0,,28.0,43.0,41.0,,48.0,12.0,4.0,20.0,16.0,16.0,11.0,12.0,16.0,3.0,,12.0,24.0,24.0,,26.0,8.0,2.0,11.0,10.0,11.0,9.0,38.0,8.0,3.0,,,,0.0,,,,1.0,,,,0.0,100.0,2.0,2.0,,,,,,
187897410,Richélieu,silvermoon,14.0,921.0,,100.0,,0.0,43.0,50.0,,0.0,0.0,,,67.0,75.0,0.0,100.0,,1.0,,1.0,7.0,2.0,,1.0,2.0,,,3.0,4.0,2.0,1.0,,1.0,,0.0,3.0,1.0,,0.0,0.0,,,2.0,3.0,0.0,1.0,,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,
96653549,Gabì,frostmourne,12.0,6589.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165534147,Moera,anubarak,44.0,3543.0,20.0,50.0,,,,0.0,100.0,,,,,100.0,100.0,100.0,,5.0,2.0,,,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,0.0,1.0,,,,,1.0,1.0,1.0,,50.0,2.0,1.0,0.0,,,90.0,1.0,,,21.0,0.0,,,19.0,100.0,2.0,2.0,100.0,1.0,1.0,,,
166993169,Lukipala,blackmoore,33.0,3099.0,50.0,50.0,40.0,100.0,50.0,56.0,64.0,,25.0,50.0,,,,,,12.0,4.0,5.0,3.0,16.0,9.0,11.0,,12.0,10.0,,,,,,6.0,2.0,2.0,3.0,8.0,5.0,7.0,,3.0,5.0,,,,,,55.0,11.0,6.0,50.0,,,,4.0,,,,2.0,,,,,,,,,,,,
150600743,Fructose,amanthul,3.0,133.0,100.0,0.0,,,,,,,0.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154319923,Saleia,ysondre,40.0,671.0,,,,67.0,0.0,100.0,,,,,0.0,,,,0.0,,,,3.0,1.0,1.0,,,,,3.0,,,,1.0,,,,2.0,0.0,1.0,,,,,0.0,,,,0.0,,,,50.0,50.0,100.0,,6.0,4.0,2.0,,3.0,2.0,2.0,,,,,,,,,,
155140521,Solai,eredar,2.0,354.0,,,,0.0,,100.0,,,0.0,,,0.0,33.0,100.0,67.0,,,,1.0,,1.0,,,1.0,,,1.0,3.0,1.0,3.0,,,,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,2.0,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,,,
158410236,Murkhala,tarren-mill,59.0,179.0,,,,,,,,,50.0,,,,100.0,0.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
123852518,Ascari,nethersturm,92.0,608.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79979616,Àlb,frostwolf,72.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
165296752,Дайпак,howling-fjord,90.0,4856.0,,80.0,,50.0,43.0,75.0,0.0,,42.0,,,67.0,40.0,100.0,50.0,,5.0,,6.0,7.0,4.0,2.0,,12.0,,,3.0,5.0,2.0,8.0,,4.0,,3.0,3.0,3.0,0.0,,5.0,,,2.0,2.0,2.0,4.0,,,,56.0,88.0,43.0,,9.0,8.0,7.0,,5.0,7.0,3.0,,,,,,,,,,
167179976,Neonaut,amanthul,242.0,14071.0,0.0,67.0,0.0,,50.0,0.0,0.0,,33.0,100.0,,,,,,4.0,9.0,2.0,,2.0,1.0,1.0,,3.0,2.0,,,,,,0.0,6.0,0.0,,1.0,0.0,0.0,,1.0,2.0,,,,,,25.0,4.0,1.0,0.0,,,20.0,3.0,,,5.0,0.0,,,1.0,,,,,,,,,
102804543,Blutpaladin,anubarak,52.0,6730.0,75.0,75.0,0.0,20.0,57.0,44.0,67.0,,17.0,40.0,,60.0,67.0,50.0,,4.0,8.0,1.0,5.0,7.0,9.0,3.0,,6.0,5.0,,10.0,3.0,6.0,,3.0,6.0,0.0,1.0,4.0,4.0,2.0,,1.0,2.0,,6.0,2.0,3.0,,50.0,2.0,1.0,25.0,,100.0,,8.0,,1.0,,2.0,,1.0,,,,,,,,,,
114099878,ßlackßull,hyjal,12.0,1250.0,67.0,,,0.0,0.0,0.0,100.0,,0.0,,,,,0.0,,3.0,,,1.0,4.0,3.0,1.0,,4.0,,,,,1.0,,2.0,,,0.0,0.0,0.0,1.0,,0.0,,,,,0.0,,0.0,1.0,0.0,50.0,,50.0,,2.0,,2.0,,1.0,,1.0,,,,,,,,,,
164676101,Algrunas,kazzak,16.0,1342.0,67.0,33.0,,67.0,100.0,0.0,,,33.0,50.0,,,,,100.0,3.0,3.0,,3.0,2.0,2.0,,,3.0,2.0,,,,,2.0,2.0,1.0,,2.0,2.0,0.0,,,1.0,1.0,,,,,2.0,100.0,1.0,1.0,50.0,,,,2.0,,,,1.0,,,,100.0,1.0,1.0,,,,,,
193184664,Livius,kazzak,32.0,3347.0,,33.0,,50.0,62.0,38.0,70.0,83.0,40.0,,,29.0,50.0,43.0,50.0,,3.0,,2.0,8.0,8.0,10.0,6.0,10.0,,,7.0,8.0,7.0,14.0,,1.0,,1.0,5.0,3.0,7.0,5.0,4.0,,,2.0,4.0,3.0,7.0,,,,50.0,43.0,40.0,,6.0,7.0,10.0,,3.0,3.0,4.0,,,,,,,,,,
176623417,Jessicao,twisting-nether,15.0,12512.0,57.0,82.0,53.0,33.0,,100.0,,,0.0,,,,100.0,,100.0,51.0,39.0,15.0,12.0,,1.0,,,1.0,,,,1.0,,1.0,29.0,32.0,8.0,4.0,,1.0,,,0.0,,,,1.0,,1.0,62.0,53.0,33.0,41.0,50.0,,,74.0,2.0,,,30.0,1.0,,,,,,,,,,,
132375920,Nëllx,kazzak,22.0,46059.0,49.0,52.0,54.0,54.0,53.0,40.0,52.0,,40.0,67.0,,200.0,50.0,,67.0,168.0,153.0,166.0,67.0,17.0,10.0,29.0,,15.0,3.0,,1.0,2.0,,3.0,82.0,80.0,89.0,36.0,9.0,4.0,15.0,,6.0,2.0,,2.0,1.0,,2.0,55.0,166.0,91.0,51.0,0.0,,,77.0,1.0,,,39.0,0.0,,,,,,,,,,,
157162805,Bloodnoób,kazzak,24.0,2481.0,100.0,60.0,,,75.0,50.0,100.0,,17.0,33.0,,0.0,100.0,,,2.0,5.0,,,4.0,2.0,6.0,,6.0,3.0,,1.0,1.0,,,2.0,3.0,,,3.0,1.0,6.0,,1.0,1.0,,0.0,1.0,,,100.0,2.0,2.0,50.0,,0.0,,4.0,,1.0,,2.0,,0.0,,100.0,2.0,2.0,,,,,,
69296778,Wtsfood,stormscale,12.0,17680.0,62.0,55.0,46.0,64.0,43.0,,88.0,,100.0,0.0,,,,,,97.0,85.0,83.0,39.0,7.0,,8.0,,2.0,1.0,,,,,,60.0,47.0,38.0,25.0,3.0,,7.0,,2.0,0.0,,,,,,52.0,77.0,40.0,43.0,100.0,25.0,,134.0,2.0,4.0,,58.0,2.0,1.0,,,,,,,,,,
180191286,Альтошка,gordunni,17.0,3076.0,33.0,67.0,,0.0,25.0,43.0,67.0,,25.0,0.0,,71.0,100.0,0.0,33.0,6.0,3.0,,1.0,4.0,7.0,6.0,,4.0,1.0,,7.0,1.0,2.0,3.0,2.0,2.0,,0.0,1.0,3.0,4.0,,1.0,0.0,,5.0,1.0,0.0,1.0,,,,75.0,100.0,50.0,,4.0,2.0,2.0,,3.0,2.0,1.0,,,,,,,,,,
93089091,Eliminato,stormrage,72.0,17903.0,59.0,61.0,44.0,62.0,69.0,32.0,69.0,,48.0,67.0,60.0,59.0,67.0,52.0,46.0,51.0,38.0,9.0,21.0,26.0,22.0,26.0,,40.0,12.0,10.0,22.0,27.0,21.0,13.0,30.0,23.0,4.0,13.0,18.0,7.0,18.0,,19.0,8.0,6.0,13.0,18.0,11.0,6.0,57.0,30.0,17.0,55.0,100.0,70.0,100.0,29.0,3.0,10.0,11.0,16.0,3.0,7.0,11.0,100.0,2.0,2.0,,,,,,
194875727,Anjelin,kazzak,47.0,188.0,,,,,0.0,0.0,75.0,,0.0,,,0.0,,0.0,,,,,,1.0,1.0,4.0,,1.0,,,1.0,,1.0,,,,,,0.0,0.0,3.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
148488921,Bubblebude,blackmoore,59.0,1824.0,,,,100.0,,,,,100.0,,,100.0,0.0,,,,,,3.0,,,,,1.0,,,1.0,1.0,,,,,,3.0,,,,,1.0,,,1.0,0.0,,,,,,64.0,60.0,50.0,,11.0,5.0,6.0,,7.0,3.0,3.0,,,,,,,,,,
141975288,Nilyane,thrall,5.0,1329.0,,100.0,,0.0,,50.0,100.0,,100.0,0.0,100.0,0.0,,,,,2.0,,1.0,,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,2.0,,0.0,,2.0,2.0,,1.0,0.0,1.0,0.0,,,,,,,0.0,,0.0,,2.0,,1.0,,0.0,,0.0,,100.0,3.0,3.0,,,,,,
73997688,Tyark,eredar,22.0,3718.0,50.0,60.0,,0.0,56.0,33.0,60.0,,62.0,33.0,,75.0,50.0,25.0,67.0,2.0,5.0,,1.0,9.0,9.0,5.0,,8.0,3.0,,4.0,6.0,4.0,3.0,1.0,3.0,,0.0,5.0,3.0,3.0,,5.0,1.0,,3.0,3.0,1.0,2.0,,,,0.0,100.0,20.0,67.0,2.0,1.0,5.0,3.0,0.0,1.0,1.0,2.0,100.0,1.0,1.0,,,,,,
158112757,Làzarùs,thrall,7.0,1253.0,,25.0,,0.0,60.0,100.0,25.0,,80.0,,,75.0,100.0,33.0,,,4.0,,1.0,5.0,2.0,4.0,,5.0,,,4.0,3.0,3.0,,,1.0,,0.0,3.0,2.0,1.0,,4.0,,,3.0,3.0,1.0,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,
105298798,Leothrayn,draenor,41.0,20483.0,46.0,44.0,55.0,37.0,60.0,88.0,50.0,1600.0,70.0,50.0,,100.0,75.0,100.0,100.0,72.0,43.0,49.0,60.0,52.0,16.0,34.0,1.0,10.0,6.0,,1.0,4.0,3.0,1.0,33.0,19.0,27.0,22.0,31.0,14.0,17.0,16.0,7.0,3.0,,1.0,3.0,3.0,1.0,52.0,60.0,31.0,61.0,,100.0,,80.0,,2.0,,49.0,,2.0,,,,,,,,,,
195387984,Goldlight,hyjal,45.0,2119.0,,91.0,,0.0,55.0,100.0,50.0,100.0,38.0,,,33.0,60.0,75.0,33.0,,11.0,,1.0,11.0,5.0,2.0,1.0,8.0,,,3.0,5.0,4.0,6.0,,10.0,,0.0,6.0,5.0,1.0,1.0,3.0,,,1.0,3.0,3.0,2.0,,,,,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
183553139,Ziikpal,kazzak,12.0,503.0,,50.0,,,,0.0,,,,,,100.0,0.0,,100.0,,2.0,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,0.0,,,,,,1.0,0.0,,1.0,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,
