Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Anima Field Emitter,Overwhelming Power Crystal,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Redoubt,Tabard of the Ascended,185122145,Ebon Filigreed Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,245074253,
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Ascended,187835499,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,189585324,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,Tabard of the Argent Crusade,94644508,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,111017100,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,209552371,Brown Linen Shirt
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Guard,Tabard of the Ascended,193772441,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Fleshfused Circle,Entwined Gorger Tendril,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,187456315,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Acidslough Bulwark,,176231782,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,,173135774,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Hyperlight Band,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of Summer Flames,144130261,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of Summer Flames,247160183,Fashionable Undershirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sylvan Whiteshield,Tabard of the Lightbringer,172901306,Artisan Officer's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Lightbringer,153584340,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Gluttonous Spike,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,192045964,Yellow Martial Shirt
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Sinful Aspirant's Ring,Sinful Gladiator's Sigil of Adaptation,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Drape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,193091808,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,158006360,Precious' Ribbon
Plague Handler's Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Shadowghast Ring,Phial of Putrefaction,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,Renowned Guild Tabard,246270802,
Shadowghast Helm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Guilewind Stone Talons,Band of the Risen Bonelord,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,Tabard of the Wyrmrest Accord,189279294,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,165294205,Red Linen Shirt
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Shadowghast Ring,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,Stormwind Tabard,185202259,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Gladiator's Sigil of Adaptation,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of the Dark Iron,244259126,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,Tabard of the Ascended,177514687,Ironforge Doublet
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Chestplate of the March Warden,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Macabre Sheet Music,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,Tabard of the Ascended,141445649,Precious' Ribbon
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,191840232,
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,166079251,
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Hyperlight Band,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Redoubt,Tabard of Ramkahen,202503394,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,244844901,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Renowned Guild Tabard,192498688,
