Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ardent Sunstar Signet,Spare Meat Hook,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Silvermoon City Tabard,194875727
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Sinful Aspirant's Ring,Stone Legion Heraldry,Hymnal of the Path,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Shado-Pan Assault Tabard,78851325
Oversized Centurion Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,163939986
Diadem of Imperious Desire,Charm of Eternal Winter,Tabone's Branded Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,,194348378
Wrathbark Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Shadowghast Ring,Bladedancer's Armor Kit,Hymnal of the Path,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,,160760092
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Artisan Initiate's Shirt,Sinful Aspirant's Plate Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Lightbringer,150819008
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,158586260
Sinful Gladiator's Plate Helm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,177516918
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Embroidered Shirt,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,Arathor Battle Tabard,225958095
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Pulsing Spellshield,,40264151
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,Tabard of the Kirin Tor,131403913
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,75425149
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,158552190
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Ritual Commander's Ring,Gluttonous Spike,Splintered Heart of Al'ar,Mantle of Manifest Sins,Supercollider,Elysian Sentinel's Aegis,,158615421
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,Stormwind Tabard,154486925
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Hyperlight Band,Ritualist's Treasured Ring,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Dark Iron,156715493
Dread Sentinel's Ebony Headgear,Reinforced High Collar,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fogweaver Gauntlets,Death God's Signet,Entwined Gorger Tendril,Splintered Heart of Al'ar,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Builwark of the Stone Legion,,35857730
Casque of the Path,Noble's Birthstone Pendant,Selfless Collector's Spaulders,Precious' Ribbon,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Ritual Bone Band,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinsmasher,Elysian Sentinel's Aegis,Argent Crusader's Tabard,121837014
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Grim-Veiled Cape,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,24184657
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Shieldguard's Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Macabre Sheet Music,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Barricade of the Endless Empire,Stormwind Tabard,160030883
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Squire's Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Medallion,Grim-Veiled Cape,Axe of the Deadgrove,Acidslough Bulwark,,167574843
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,,133434784
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Pulsating Stoneheart,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Lightbringer,156967572
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Ritual Bone Band,Macabre Sheet Music,Pulsating Stoneheart,Blighted Margrave's Cloak,Sinful Gladiator's Splitter,Encrusted Canopic Lid,,149346593
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,Red Linen Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Bloodoath Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Crest of the Legionnaire General,Supercollider,Sinful Gladiator's Guard,,238757005
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Sprigthistle Loop,Viscera of Coalesced Hatred,Spare Meat Hook,Dealer Xy'exa's Cape,Engorged Worm Smasher,Chyrus's Crest of Hope,Renowned Guild Tabard,175756687
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Wakener's Frond,Pulsating Stoneheart,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sylvan Whiteshield,,170277824
Sinful Aspirant's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,Red Linen Shirt,Selfless Collector's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Stonewrought Armplates,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Tabard of the Ascended,184863182
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,,175993605
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Precious' Ribbon,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Lightbringer,226283851
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Arathor Battle Tabard,126725985
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of Summer Flames,247160183
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Red Lumberjack Shirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,,101386919
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,Tabard of Brute Force,171490413
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Guild Tabard,145849552
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Initiate's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Tabard of the Lightbringer,52707176
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,,174509571
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Overwhelming Power Crystal,Sinful Gladiator's Medallion,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,152789283
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Encrusted Canopic Lid,,98593662
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Renowned Guild Tabard,192498688
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Arachnid Cipher Ring,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,,153972997
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,244313418
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,161655487
Wing Commander's Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,Nightfallen Tabard,107144363
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Xandria's Kopis of Courage,Acidslough Bulwark,,116201153
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,116137672
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Stonebark Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Pulsating Stoneheart,Mantle of Manifest Sins,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,212048875
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the 7th Legion,175618793
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Inscrutable Quantum Device,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of Summer Flames,120588514
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Acidslough Bulwark,Tabard of the Argent Dawn,144046900
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Red Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sinful Gladiator's Swordbreaker,Encrusted Canopic Lid,Tabard of the Lightbringer,155201866
Wing Commander's Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Bladedancer's Armor Kit,Sinful Gladiator's Emblem,Cloak of Enveloping Manifestations,Gorestained Cleaver,Encrusted Canopic Lid,,156266192
Diadem of Imperious Desire,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Tabard of the Lightbringer,169778541
Diadem of Imperious Desire,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Builwark of the Stone Legion,,174652720
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,171238869
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Irradiated Undercoat,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Entwined Gorger Tendril,Slimy Consumptive Organ,Pulsating Stoneheart,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Tabard of the Lightbringer,158188168
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sleeveless T-Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,114703205
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Sylvan Whiteshield,Renowned Guild Tabard,191226508
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Tailored Officer's Shirt,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,195546967
Darkfrost Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Fleshfused Circle,Ritualist's Treasured Ring,Macabre Sheet Music,Gluttonous Spike,Grim-Veiled Cape,Gorestained Cleaver,Barricade of the Endless Empire,,106659936
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Common Gray Shirt,Tharatos' Charred Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Macabre Sheet Music,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of Summer Flames,118930877
