Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Plague Handler's Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Hardened Castle Crushers,Ritual Bone Band,Twisted Witherroot Band,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Encrusted Canopic Lid,Tabard of the Argent Crusade,205141533,Stylish Red Shirt
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Arachnid Cipher Ring,Essence Extractor,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,,173701269,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Memory of Past Sins,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Gorestained Cleaver,Encrusted Canopic Lid,Gilneas Tabard,192548317,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Splintered Heart of Al'ar,Spare Meat Hook,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,165879266,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Anima Field Emitter,Darkmoon Deck: Voracity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Argent Crusader's Tabard,75467312,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Valarjar Tabard,140892084,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Inscrutable Quantum Device,Bargast's Leash,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,,184850195,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,26622189,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Hyperlight Band,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,,175087307,Red Linen Shirt
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stonebark Girdle,Ceremonial Parade Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Anima Field Emitter,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,192136687,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,164037817,
Oversized Centurion Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Tabard of the Shattered Sun,161259924,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Guild Tabard,171221642,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,202951751,Master Builder's Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Shieldguard's Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Wyrmrest Accord,100695388,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Selfless Collector's Warboots,Shoulderblade Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Shroud of the Penitent,Engorged Worm Smasher,Acidslough Bulwark,,247864670,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shadowghast Armguards,Hardened Castle Crushers,Bloodoath Signet,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Stoneborn Terrorblade,Acidslough Bulwark,Tushui Tabard,175307045,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of Flame,139620834,Floot-Tooter's Tunic
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Lightbringer,178973871,Precious' Ribbon
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,,175430797,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of Summer Flames,247160183,Fashionable Undershirt
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,,241026765,Sharkskin Tunic
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Fleshfused Circle,Bloodoath Signet,Slimy Consumptive Organ,Sinful Gladiator's Insignia of Alacrity,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,,65168902,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,,180189519,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,193422617,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,,243378506,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Band of the Risen Bonelord,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,Argent Crusader's Tabard,240445705,Precious' Ribbon
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Slimy Consumptive Organ,Anima Field Emitter,Cowled Batwing Cloak,Xandria's Kopis of Courage,Encrusted Canopic Lid,Anglers Tabard,158017300,Precious' Ribbon
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Entwined Gorger Tendril,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,Stormwind Tabard,242780184,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,Argent Crusader's Tabard,83486803,Artisan Officer's Shirt
Plague Handler's Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Shadowghast Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Fleshfused Circle,Viscera of Coalesced Hatred,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,Bilgewater Cartel Tabard,160167613,Purple Martial Shirt
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Shroud of the Penitent,Sinsmasher,Encrusted Canopic Lid,,181154955,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Spare Meat Hook,Gluttonous Spike,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,,137693709,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Pit Fighter's Wristguards,Desm's Fistos,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Ascended Gladius of Glory,Barricade of the Endless Empire,Tabard of the Ascended,150984907,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Amber-Plated Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Blighted Margrave's Cloak,Ascended Gladius of Glory,Acidslough Bulwark,,77260794,Fashionable Undershirt
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Shieldguard's Gauntlets,Arachnid Cipher Ring,Hyperlight Band,Spare Meat Hook,Gluttonous Spike,Shroud of the Penitent,Supercollider,Barricade of the Endless Empire,,240681520,Yellow Lumberjack Shirt
Helm of the Faceless,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Chestplate of Vicious Potency,Scarred Bloodbound Girdle,Frostplate Greaves,Valinor's Ground Pounders,Shadowghast Armguards,Gloves of the Pythonic Guardian,Ritual Bone Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,Tabard of the Argent Crusade,173390509,
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Anima Field Emitter,Selfless Collector's Greatcloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,Tabard of the Highmountain Tribe,160969630,Purple Martial Shirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Hyperlight Band,Shadowghast Ring,Anima Field Emitter,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Dark Iron,171268022,
Shadowghast Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Selfless Collector's Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Gladiator's Medallion,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,,166774509,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Splintered Heart of Al'ar,Memory of Past Sins,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,Stormpike Battle Tabard,5260848,Black Swashbuckler's Shirt
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Hardened Castle Crushers,Ritualist's Treasured Ring,Fleshfused Circle,Blood-Spattered Scale,Sanguine Vintage,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Renowned Guild Tabard,163903754,
Sapsteel Warhelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,,170833679,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,162182888,Artisan Officer's Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Shieldguard's Girdle,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Zandalari,174753130,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Shieldguard's Breastplate,Binding of Warped Desires,Halkias's Towering Pillars,Selfless Collector's Warboots,Shieldguard's Vambraces,Fleshfused Crushers,Signet of the False Accuser,Arachnid Cipher Ring,Anima Field Emitter,Darkmoon Deck: Voracity,Grim-Veiled Cape,Gorestained Cleaver,Elysian Sentinel's Aegis,,117657785,
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dread Sentinel's Ebony Greatboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Bargast's Leash,Sinful Gladiator's Greatcloak,Penitent Edge,Acidslough Bulwark,,71149256,
Shadowghast Helm,Sinful Gladiator's Necklace,Shieldguard's Shoulderplates,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Sinful Aspirant's Plate Gauntlets,Band of the Risen Bonelord,Fleshfused Circle,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,133583406,
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Ritual Commander's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Builwark of the Stone Legion,,116103895,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Gluttonous Spike,Drape of Twisted Loyalties,Sinful Gladiator's Hacker,Elysian Sentinel's Aegis,Tabard of the Ascended,245714582,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,,191467363,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Acidslough Bulwark,,112822523,Common Gray Shirt
Wrathbark Greathelm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,,63211228,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Lightforged Tabard,175495365,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Splintered Heart of Al'ar,Anima Field Emitter,Wrap of Unity,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,,128957568,Dark Silk Shirt
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,217146555,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Twisted Witherroot Band,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Lightforged Tabard,193682565,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Anima Field Emitter,Mantle of Manifest Sins,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,,136913529,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,176492055,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Death God's Signet,Phial of Putrefaction,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of Summer Flames,178770969,Red Linen Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,,162806837,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Macabre Sheet Music,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,166409004,Black Swashbuckler's Shirt
