Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Darkfrost Helmet,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Stone Legion Heraldry,Dealer Xy'exa's Cape,Engorged Worm Smasher,Sinful Gladiator's Guard,164152236,,Antiseptic-Soaked Dressing
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,151769643,Stormwind Tabard,Master Builder's Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Sanguine Vintage,Splintered Heart of Al'ar,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,39219785,Tabard of the Lightbringer,Precious' Ribbon
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,163405904,,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Bloodoath Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Builwark of the Stone Legion,70787323,,Common White Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,193054276,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,139217921,Tabard of the Honorbound,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,148224739,Tabard of the Lightbringer,Gorgeous Blouse
Sinful Gladiator's Plate Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,123223712,,Precious' Ribbon
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Chyrus's Crest of Hope,158326157,Tabard of the Lightbringer,Last Season's Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Shadowghast Ring,Band of the Risen Bonelord,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,167232853,Renowned Guild Tabard,Common Gray Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Shadowghast Ring,Splintered Heart of Al'ar,Anima Field Emitter,Cloak of Enveloping Manifestations,Sinsmasher,Encrusted Canopic Lid,194457552,,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Acidslough Bulwark,144046900,Tabard of the Argent Dawn,Fashionable Undershirt
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Bladedancer's Armor Kit,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,165953154,,
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Phial of Putrefaction,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,151829070,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Bladedancer's Armor Kit,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,153301873,Orgrimmar Tabard,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,162561989,Tabard of the Explorer,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,131403913,Tabard of the Kirin Tor,Stylish Black Shirt
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Chyrus's Crest of Hope,82649630,Guild Tabard,Golden Filigreed Doublet
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Hyperlight Band,Signet of the False Accuser,Bladedancer's Armor Kit,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Duskwarder Shield,167496466,Lightforged Tabard,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,24738305,Court of Harvesters Tabard,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sanguine Vintage,Stone Legion Heraldry,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,137973728,,
Wrathbark Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Shadowghast Ring,Bladedancer's Armor Kit,Hymnal of the Path,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,160760092,,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,66737729,Tabard of Summer Skies,Stylish Blue Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Ring of Perpetual Conflict,Pulsating Stoneheart,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,156708165,Argent Crusader's Tabard,Artisan Officer's Shirt
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Death God's Signet,Inscrutable Quantum Device,Grim Codex,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,123099113,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Anima Field Emitter,Pulsating Stoneheart,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,122153033,Tabard of the Dragonmaw Clan,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,167238257,,
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Tharatos' Charred Chestplate,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,163618431,Ironforge Tabard,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Sinful Gladiator's Signet,Gluttonous Spike,Anima Field Emitter,Shroud of the Penitent,Skullcleaver of the Merciless One,Barrier of the Chosen,156159630,Tabard of the 7th Legion,Captain Sanders' Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,246596315,Renowned Guild Tabard,
Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Shadowghast Gauntlets,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,95138661,Orgrimmar Tabard,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Sapsteel Legplates,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Wakener's Frond,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,183097731,,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,11950566,Tabard of Summer Flames,Artisan Officer's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,52157462,Competitor's Tabard,Initiate's Shirt
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Valinor's Ground Pounders,Shoulderblade Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,205271116,Tabard of the Zandalari,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,156103505,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Gluttonous Spike,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,98572901,Tabard of the Lightbringer,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Ritual Bone Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,209745323,Guild Tabard,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Decanter of Anima-Charged Winds,Skulker's Wing,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,76594537,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ring of Perpetual Conflict,Signet of the False Accuser,Decanter of Anima-Charged Winds,Anima Field Emitter,Grim-Veiled Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,246126056,,
Wrathbark Greathelm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Twisted Witherroot Band,Blood-Spattered Scale,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Engorged Worm Smasher,Elysian Sentinel's Aegis,149913959,Guild Tabard,Red Linen Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,30725823,Tabard of the Lightbringer,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Binding of Warped Desires,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Bloodoath Signet,Hyperlight Band,Overwhelming Power Crystal,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,110299912,Renowned Guild Tabard,Bright Yellow Shirt
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,159116071,,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Slimy Consumptive Organ,Sinful Aspirant's Medallion,Shroud of the Penitent,Sinsmasher,Elysian Sentinel's Aegis,147986913,Warsong Battle Tabard,Artisan Member's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fallen Templar's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Stone Legion Heraldry,Gluttonous Spike,Blighted Margrave's Cloak,Ascended Gladius of Glory,Acidslough Bulwark,58775074,Lower City Tabard,Precious' Ribbon
Wing Commander's Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Sinful Gladiator's Guard,69296778,,Precious' Ribbon
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Ardent Sunstar Signet,Sinful Gladiator's Insignia of Alacrity,Overwhelming Power Crystal,Decadent Nathrian Shawl,Sophisticated Bonecracker,Barricade of the Endless Empire,143058202,,
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Hardened Castle Crushers,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,159705803,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,145420670,Tabard of the Lightbringer,Precious' Ribbon
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Shadowghast Breastplate,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,147544743,Tabard of the Lightbringer,Irradiated Undercoat
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,166165645,Tabard of the Ascended,
Shadowghast Helm,Sinful Gladiator's Pendant,Sinful Gladiator's Plate Shoulders,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Ring of Perpetual Conflict,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Bulwark,218020568,Stormwind Tabard,Artisan Officer's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Hyperlight Band,Inscrutable Quantum Device,Gluttonous Spike,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,96835183,Tabard of the Lightbringer,Fashionable Undershirt
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Chyrus's Crest of Hope,115463739,Tabard of the Lightbringer,Precious' Ribbon
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,108323144,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,159032241,,
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Sinful Gladiator's Badge of Ferocity,Stone Legion Heraldry,Blighted Margrave's Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,194466614,Tabard of the Lightbringer,
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,140013807,,Formal White Shirt
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,161166557,,
