Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Wing Commander's Helmet,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,168422098,Tabard of the Dark Iron
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Pulsating Stoneheart,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,169672621,Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Stone Legion Heraldry,Sanguine Vintage,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,160233983,Lightforged Tabard
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Sapsteel Breastplate,Sapsteel Clasp,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Hellhound Cuffs,Shieldguard's Gauntlets,Ritual Bone Band,Leafed Banewood Band,Bargast's Leash,Grim Codex,Blighted Margrave's Cloak,Plague-Etched Gorer,Encrusted Canopic Lid,123394120,Tabard of the Dark Iron
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,Elysian Sentinel's Aegis,175810099,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Tailored Officer's Shirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Gluttonous Spike,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,139653617,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,145355935,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sapsteel Sabatons,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,152787900,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,63211228,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Shadowghast Ring,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,131858324,Gnomeregan Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Sinful Aspirant's Plate Chestplate,Shadowghast Waistguard,Sinful Gladiator's Plate Wargreaves,Sinful Aspirant's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Aspirant's Barrier,133289054,Stormwind Tabard
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Embroidered Shirt,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Gluttonous Spike,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,153956700,Tabard of the Wyrmrest Accord
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,White Tuxedo Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,71117116,Tabard of the Shattered Sun
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Anima Field Emitter,Inscrutable Quantum Device,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,181483376,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Gorestained Cleaver,Elysian Sentinel's Aegis,174649379,
Shadowghast Helm,Azure-Venom Choker,Sinful Aspirant's Plate Shoulders,,Rampaging Giant's Chestplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,164647326,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Ritualist's Treasured Ring,Phial of Putrefaction,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,99282011,
Plague Handler's Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,160310746,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Embroidered Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Commander's Ring,Arachnid Cipher Ring,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,143737686,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Shroud of the Penitent,Sinsmasher,Barricade of the Endless Empire,132054629,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,181668374,Proudmoore Admiralty Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Baetheas' Ironclad Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Shadowghast Ring,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,79979616,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,134200391,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Baetheas' Ironclad Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,Kudebeh's Remarkable Targe,191456001,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,155146542,Stormwind Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Lifeforge Breastplate,Stonebark Girdle,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Shadowghast Armguards,Gauntlets of the Thunder God,Arachnid Cipher Ring,Twisted Witherroot Band,Anima Field Emitter,Inscrutable Quantum Device,Mantle of Manifest Sins,Supercollider,Sinful Gladiator's Bulwark,217470555,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Arachnid Cipher Ring,Spare Meat Hook,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,172280326,
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Precious' Ribbon,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Shadowghast Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Builwark of the Stone Legion,155645312,
Queensguard Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,174410499,Tabard of the Wild Hunt
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Dark Silk Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,102719735,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Bone Band,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,192823712,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shadowghast Armguards,Colossal Plate Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Stone Legion Heraldry,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,243553536,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Decanter of Anima-Charged Winds,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Cloak,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,69100636,
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Sinful Aspirant's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,169773666,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,136492320,
Plague Handler's Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Dark Silk Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Darkmoon Deck: Indomitable,Spare Meat Hook,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Encrusted Canopic Lid,154641796,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Epic Purple Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Sylvan Whiteshield,107524986,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,158608123,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Selfless Collector's Warboots,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,88245594,Guild Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Overwhelming Power Crystal,Gluttonous Spike,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,158027141,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,137105514,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Brown Linen Shirt,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Sinful Gladiator's Guard,215318165,Stormwind Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,134791701,
Diadem of Imperious Desire,Azure-Venom Choker,Vile Butcher's Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Shadowghast Ring,Hyperlight Band,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,192769228,Argent Crusader's Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,156196167,Court of Harvesters Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,156363836,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,162416420,Huojin Tabard
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Encrusted Canopic Lid,98593662,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,175287528,Orgrimmar Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,141975019,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,127645662,Tabard of the Lightbringer
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Electrified Compression Shirt,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,209749715,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Decanter of Anima-Charged Winds,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Sinful Gladiator's Guard,98651090,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Wound Dressing,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Gluttonous Spike,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,175400548,Tabard of the Ascended
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Builwark of the Stone Legion,134419779,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,124079940,Renowned Guild Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,244313418,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Ebon Filigreed Doublet,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Sanguine Vintage,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,175711602,Scout's Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,144221254,Tabard of the Ascended
Casque of the Path,Sin Stained Pendant,Shadowghast Pauldrons,Captain Sanders' Shirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Selfless Collector's Legguards,Selfless Collector's Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Ritual Bone Band,Pulsating Stoneheart,Inscrutable Quantum Device,Mantle of Manifest Sins,Sinsmasher,Chyrus's Crest of Hope,171630364,Tabard of the Ascended
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,Wraps of the Blood-Soaked Brawler,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Stonewrought Gargoyles Barrier,79411125,
