Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,,159386787
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,146553746
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Death God's Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Sinful Gladiator's Guard,,154012370
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Ring of Perpetual Conflict,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,Darkspear Tabard,99349083
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,128896905
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,Tabard of the Lightbringer,157141619
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,Tabard of the Lightbringer,107290934
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,159116071
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Red Lumberjack Shirt,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Signet,Ritual Bone Band,Anima Field Emitter,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,Argent Crusader's Tabard,95056547
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Hellscream's Reach Tabard,117873530
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,164453772
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Pulsating Stoneheart,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Lightbringer,156967572
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Mantle of Manifest Sins,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Explorer,150359195
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Shadowghast Ring,Sinful Gladiator's Insignia of Alacrity,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,139420938
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Shadowghast Ring,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,,163028861
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Lifeforge Breastplate,Stonebark Girdle,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Shadowghast Armguards,Gauntlets of the Thunder God,Arachnid Cipher Ring,Twisted Witherroot Band,Anima Field Emitter,Inscrutable Quantum Device,Mantle of Manifest Sins,Supercollider,Sinful Gladiator's Bulwark,,217470555
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Sleeveless T-Shirt,Shieldguard's Breastplate,Selfless Collector's Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Pulsating Stoneheart,Darkmoon Deck: Voracity,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,Arathor Battle Tabard,169149444
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Bargast's Leash,Shroud of the Penitent,Barbed-Edge of the Stone Legion,Barricade of the Endless Empire,,243304707
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Bloodoath Signet,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Bargast's Leash,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,Exodar Tabard,197999120
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Tailored Officer's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Ritual Commander's Ring,Darkmoon Deck: Indomitable,Pulsating Stoneheart,Gast's Cloak of Compression,Gorestained Cleaver,Acidslough Bulwark,Silvermoon City Tabard,164011528
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Redoubt,Renowned Guild Tabard,241931171
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,157748106
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Commander's Ring,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,Tabard of the Lightbringer,109233108
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,,160445974
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Stone Legion Heraldry,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,,160664798
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,199372026
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,,136492320
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Last Season's Shirt,Sinful Gladiator's Plate Chestplate,Stonebark Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Sinful Aspirant's Badge of Ferocity,Blood-Spattered Scale,Sinful Gladiator's Greatcloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Achiever,170176050
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,White Linen Shirt,Breastplate of Cautious Calculation,Stonebark Girdle,Galvanized Oxxein Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Spare Meat Hook,Inscrutable Quantum Device,Blighted Margrave's Cloak,Gorestained Cleaver,Sinful Gladiator's Redoubt,Guild Tabard,192261834
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Medallion,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,Stormwind Tabard,174559606
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Stone Legion Heraldry,Pulsating Stoneheart,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,,84943806
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Instructor's Divine Bell,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,152465087
Selfless Collector's GreatHelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Duskwarder Shield,,124247698
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Shadowghast Ring,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Sinful Aspirant's Mace,Encrusted Canopic Lid,,154265106
Wrathbark Greathelm,Valeshroud Torque,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Shieldguard's Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Leafed Banewood Band,Chalice Noble's Signet,Inscrutable Quantum Device,Pulsating Stoneheart,Drape of Twisted Loyalties,Ascended Gladius of Glory,Barricade of the Endless Empire,,192727170
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Yellow Martial Shirt,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Competitor's Tabard,183868443
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Selfless Collector's Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,155356131
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Chestplate of the March Warden,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Shieldguard's Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Slimy Consumptive Organ,Anima Field Emitter,Sinful Gladiator's Greatcloak,Sophisticated Bonecracker,Sinful Aspirant's Barrier,Argent Crusader's Tabard,119308554
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Charred Saronite Greaves,Hellhound Cuffs,Guilewind Stone Talons,Entwined Gorger Tendril,Sinful Gladiator's Ring,Sinful Gladiator's Sigil of Adaptation,Bargast's Leash,Drape of Twisted Loyalties,Supercollider,Sinful Gladiator's Redoubt,Renowned Guild Tabard,196427488
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Fatal Contrivances,Stonebark Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Overwhelming Power Crystal,Shroud of the Penitent,Sophisticated Bonecracker,Barricade of the Endless Empire,Renowned Guild Tabard,171116902
Dread Sentinel's Ebony Headgear,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Slimy Consumptive Organ,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,,118644424
Diadem of Imperious Desire,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Splintered Heart of Al'ar,Pulsating Stoneheart,Cowled Batwing Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,Court of Harvesters Tabard,198038484
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Sanguine Vintage,Gluttonous Spike,Blighted Margrave's Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,Tabard of the Lightbringer,140024800
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Fleshfused Circle,Macabre Sheet Music,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Illustrious Guild Tabard,195521281
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,108995357
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Shadowghast Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Elysian Sentinel's Aegis,,194256828
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Hyperlight Band,Stone Legion Heraldry,Macabre Sheet Music,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,118502630
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,,161069953
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Coordination,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,196653971
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stonebark Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Pulsating Stoneheart,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,155321637
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,,218895418
Darkfrost Helmet,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Initiate's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Bone Band,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Guild Tabard,93089091
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Black Swashbuckler's Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Charred Saronite Greaves,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,188816907
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Inscrutable Quantum Device,Sinful Gladiator's Drape,Gorestained Cleaver,Elysian Sentinel's Aegis,Tabard of the Ascended,153340388
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,Stormwind Tabard,155146542
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Hyperlight Band,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,146662344
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Shadowghast Ring,Sanguine Vintage,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,,93517910
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Fashionable Undershirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,Argent Crusader's Tabard,116739417
Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Blood-Spattered Scale,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,165809392
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Stonebark Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Twisted Witherroot Band,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Illustrious Guild Tabard,176205785
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Golden Filigreed Doublet,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,Tabard of the Explorer,132062693
