Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,112689435,,Precious' Ribbon
Wrathbark Greathelm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,63211228,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,165427440,Lightforged Tabard,
Wing Commander's Helmet,Muckformed Chain Choker,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Blood-Spattered Scale,Pulsating Stoneheart,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,161864854,,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Ring of Perpetual Conflict,Gluttonous Spike,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,158713851,Gilneas Tabard,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,57836312,Tabard of the Lightbringer,Artisan Initiate's Shirt
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Shieldguard's Gauntlets,Bloodoath Signet,Twisted Witherroot Band,Slimy Consumptive Organ,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,123945950,,
Shadowghast Helm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Overwhelming Power Crystal,Shroud of the Penitent,Sophisticated Bonecracker,Acidslough Bulwark,119151404,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,167238257,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,124079940,Renowned Guild Tabard,Artisan Officer's Shirt
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Death God's Signet,Fleshfused Circle,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,86978976,,
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Stonebark Girdle,Galvanized Oxxein Legguards,Shadowghast Sabatons,Horologist's Wristguards,Fleshfused Crushers,Entwined Gorger Tendril,Signet of the False Accuser,Darkmoon Deck: Indomitable,Pulsating Stoneheart,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,173440088,,Artisan Officer's Shirt
Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,180748302,,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Amber-Plated Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,193453749,Tabard of the Ascended,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Death God's Signet,Sanguine Vintage,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,154542929,Tabard of the Zandalari,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,149110157,Renowned Guild Tabard,Artisan Member's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sinsmasher,Encrusted Canopic Lid,123574807,,
Diadem of Imperious Desire,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Hyperlight Band,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,17875232,Tabard of the Ascended,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,30725823,Tabard of the Lightbringer,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,172392282,,
Darkfrost Helmet,Charm of Eternal Winter,Shoulderguards of the Solemn Watch,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Mimiron's Inferno Couplings,Colossal Plate Gauntlets,Shadowghast Ring,Hyperlight Band,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Xandria's Kopis of Courage,Acidslough Bulwark,160605868,Tabard of the Zandalari,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Flourishing Resolve,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,98747733,Tabard of the Lightbringer,Precious' Ribbon
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,145749716,,
Darkfrost Helmet,Reinforced High Collar,Tabone's Branded Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Crest of the Legionnaire General,Axe of the Deadgrove,Sylvan Whiteshield,188247193,Renowned Guild Tabard,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,243810490,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,140116630,,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Gormshell Greaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Hyperlight Band,Ritual Commander's Ring,Anima Field Emitter,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,114537390,,
Darkfrost Helmet,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,241481850,Tabard of the Lightbringer,Common Gray Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Fleshfused Circle,Sanguine Vintage,Stone Legion Heraldry,Mantle of Manifest Sins,Sophisticated Bonecracker,Chyrus's Crest of Hope,243090715,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Skulker's Wing,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,134022315,,Artisan Member's Shirt
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Inscrutable Quantum Device,Mantle of Manifest Sins,Sinful Aspirant's Gavel,Barricade of the Endless Empire,121971102,Renowned Guild Tabard,Red Linen Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Sapsteel Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Pulsating Stoneheart,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,175371775,Tabard of the Ascended,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Hyperlight Band,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,155566305,Stormwind Tabard,Captain Sanders' Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Ritual Bone Band,Bladedancer's Armor Kit,Inscrutable Quantum Device,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,144783350,Bilgewater Cartel Tabard,Precious' Ribbon
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Medallion,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,174559606,Stormwind Tabard,
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Bargast's Leash,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,112725711,Tabard of the Ascended,Artisan Officer's Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Sinful Gladiator's Plate Shoulders,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sinful Gladiator's Hacker,Barricade of the Endless Empire,118477138,Guild Tabard,Formal White Shirt
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Selfless Collector's Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Arachnid Cipher Ring,Ring of Perpetual Conflict,Anima Field Emitter,Blood-Spattered Scale,Mantle of Manifest Sins,Barbed-Edge of the Stone Legion,Chyrus's Crest of Hope,244155772,Scout's Tabard,
Darkfrost Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,176536703,,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Emblem,Sinful Gladiator's Shawl,Engorged Worm Smasher,Sinful Gladiator's Bulwark,164927257,,
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,121109483,Tushui Tabard,Darnassus Doublet
Sinful Aspirant's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Stonewrought Armplates,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,184863182,Tabard of the Ascended,Red Linen Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Sylvan Whiteshield,237280317,,Artisan Officer's Shirt
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,166747322,,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,162817992,,
Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Unfaltering Armguards,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Splintered Heart of Al'ar,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,153864983,,
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,104987278,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,189057592,,Red Swashbuckler's Shirt
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Gorestained Cleaver,Elysian Sentinel's Aegis,174649379,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,74086767,Renowned Guild Tabard,Artisan Officer's Shirt
Shadowghast Helm,Sinful Gladiator's Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Twisted Witherroot Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Aspirant's Barrier,244306031,Tabard of the Dark Iron,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,90161233,Tabard of the Ascended,White Tuxedo Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,154454348,,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Sanguine Vintage,Inscrutable Quantum Device,Crest of the Legionnaire General,Sacred Sparrer's Edge,Chyrus's Crest of Hope,141487735,Renowned Guild Tabard,Artisan Officer's Shirt
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Ardent Sunstar Signet,Blood-Spattered Scale,Bargast's Leash,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,172005302,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Entwined Gorger Tendril,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,102528126,Tabard of the Lightbringer,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,175018118,Stormwind Tabard,
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Meditation's Muse,Elysian Sentinel's Aegis,20510895,Bilgewater Cartel Tabard,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,128896905,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Fleshfused Crushers,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,186436664,Tabard of the Lightbringer,Artisan Officer's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Overwhelming Power Crystal,Stone Legion Heraldry,Mantle of Manifest Sins,Gristlegore Hacker,Barrier of the Chosen,174060736,Orgrimmar Tabard,
