Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,90161233,White Tuxedo Shirt,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,111598945,,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Guard,176648432,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Stone Legion Heraldry,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,153197999,,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Sanguine Vintage,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,175091275,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,199152184,Precious' Ribbon,Renowned Guild Tabard
Diadem of Imperious Desire,Azure-Venom Choker,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Shadowghast Ring,Hyperlight Band,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,192769228,Precious' Ribbon,Argent Crusader's Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,154057664,,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,183854727,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Chestplate of Vicious Potency,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Viscera of Coalesced Hatred,Gluttonous Spike,Saronite Animus Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,119812186,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Chyrus's Crest of Hope,158326157,Last Season's Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,156482715,,Tabard of the Ebon Blade
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,52707176,Initiate's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,Sinful Gladiator's Guard,124074579,Ebon Filigreed Doublet,Tabard of the Dark Iron
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,148198080,White Swashbuckler's Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,143937353,Precious' Ribbon,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,156183143,,Tabard of the Dark Iron
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,166595485,Artisan Member's Shirt,Tabard of the Lightbringer
Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Sinful Aspirant's Medallion,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,184164572,Artisan Officer's Shirt,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,108586667,,
Wing Commander's Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Shadowghast Ring,Bargast's Leash,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,175857019,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,130863518,Precious' Ribbon,Tabard of the 7th Legion
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,74086767,Artisan Officer's Shirt,Renowned Guild Tabard
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,187595197,,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,68093642,,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Gluttonous Spike,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,154395030,Antiseptic-Soaked Dressing,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Medallion,Crest of the Legionnaire General,Xandria's Kopis of Courage,Chyrus's Crest of Hope,133368774,,Lightforged Tabard
Wrathbark Greathelm,Heart of Azeroth,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Spellbound Runic Band of Elemental Power,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,"Gong-Lu, Strength of Xuen",Sophisticated Bonecracker,Acidslough Bulwark,188402402,Green Lumberjack Shirt,Tabard of the Lightbringer
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,185244175,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,134733100,,Tabard of the Ascended
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sylvan Whiteshield,172901306,Artisan Officer's Shirt,Tabard of the Lightbringer
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Darkmoon Deck: Voracity,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,195031258,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,243967204,,Lightforged Tabard
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Sanguine Vintage,Inscrutable Quantum Device,Blighted Margrave's Cloak,Meditation's Muse,Chyrus's Crest of Hope,183808467,Precious' Ribbon,Tabard of the Shattered Sun
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Iron Watcher,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Ardent Sunstar Signet,Slimy Consumptive Organ,Sinful Aspirant's Insignia of Alacrity,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,196412666,,Thunder Bluff Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Wristguards,Selfless Collector's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Phial of Putrefaction,Gluttonous Spike,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,166631802,,Tabard of the 7th Legion
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,168998405,Precious' Ribbon,Tabard of the 7th Legion
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Axe of the Deadgrove,Barricade of the Endless Empire,111673299,,
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Acidslough Bulwark,167088252,,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,247688319,Stylish Black Shirt,
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Shadowghast Ring,Sinful Gladiator's Signet,Inscrutable Quantum Device,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,157171057,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,106040000,,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,83741128,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,98180293,Fashionable Undershirt,Tabard of the Lightbringer
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,166079251,,Tabard of the Lightbringer
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ritual Commander's Ring,Sanguine Vintage,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,112786766,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Blood-Spattered Scale,Wakener's Frond,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,156067386,Precious' Ribbon,Gilneas Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,173135774,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,140116630,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,170229125,White Tuxedo Shirt,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,195731446,,Tabard of the Ascended
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,169136973,,Stormwind Tabard
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,145355935,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ritual Bone Band,Splintered Heart of Al'ar,Anima Field Emitter,Crest of the Legionnaire General,Engorged Worm Smasher,Barricade of the Endless Empire,137831375,,Tabard of the Argent Crusade
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Macabre Sheet Music,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,139956677,Blue Martial Shirt,Renowned Guild Tabard
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Sinful Gladiator's Emblem,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,197580854,Blue Linen Shirt,Stormwind Tabard
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,175760203,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Slimy Consumptive Organ,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,248108030,,
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Sinful Gladiator's Ring,Bladedancer's Armor Kit,Spare Meat Hook,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Guard,117103461,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Spare Meat Hook,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,244605081,,
