Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Kudebeh's Remarkable Targe,,111859368
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Ascended,187244003
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Death God's Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Cowled Batwing Cloak,Sacred Sparrer's Edge,Sylvan Whiteshield,Tushui Tabard,165574543
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Wound Dressing,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Inscrutable Quantum Device,Shroud of the Penitent,Supercollider,Acidslough Bulwark,,150466920
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Dark Silk Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinsmasher,Waylight Defender,Tabard of the Achiever,161023953
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Shroud of the Penitent,Sophisticated Bonecracker,Barricade of the Endless Empire,Ironforge Tabard,163875207
Casque of the Path,Skychime Necklace,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Sinful Aspirant's Plate Cuffs,Guilewind Stone Talons,Band of the Risen Bonelord,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Dealer Xy'exa's Cape,Guarding Cudgel of the Goliath,,Lightforged Tabard,211502277
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Selfless Collector's Chestplate,Stonebark Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Dark Iron,200415738
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,197328804
Wing Commander's Helmet,Muckformed Chain Choker,Selfless Collector's Spaulders,White Swashbuckler's Shirt,Selfless Collector's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Shadowghast Ring,Anima Field Emitter,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Sophisticated Bonecracker,Dominance Keep Barrier,,161919076
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Sapsteel Breastplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,,125827280
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Irradiated Undercoat,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,163913142
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Arachnid Cipher Ring,Band of the Risen Bonelord,Spare Meat Hook,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,90528656
Wing Commander's Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Irradiated Undercoat,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Bone Band,Fleshfused Circle,Blood-Spattered Scale,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Supercollider,Barrier of the Chosen,,85904520
Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Selfless Collector's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Gauntlets of the Iron Furnace,Death God's Signet,Bloodoath Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,,162717430
Casque of the Path,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,,100943853
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Undisputed Champion's Shirt,Selfless Collector's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,Tabard of the 7th Legion,147556203
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Antiseptic-Soaked Dressing,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Twisted Witherroot Band,Bloodoath Signet,Pulsating Stoneheart,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Tabard of the Achiever,161831296
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Steelcore Girdle,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Chalice Noble's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,123318294
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Punishing Loop,Ardent Sunstar Signet,Viscera of Coalesced Hatred,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,,209849055
Wrathbark Greathelm,Charm of Eternal Winter,Tabone's Branded Pauldrons,,Shadowghast Breastplate,Selfless Collector's Girdle,Sapsteel Legplates,Selfless Collector's Warboots,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,,162694323
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Blue Linen Shirt,Sinful Aspirant's Plate Chestplate,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Macabre Sheet Music,Blighted Margrave's Cloak,Legacy of Thunder,Sinful Aspirant's Barrier,,162780729
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Renowned Guild Tabard,149984806
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Hyperlight Band,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of Summer Flames,144130261
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,161166557
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Overwhelming Power Crystal,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Lightforged Tabard,159590330
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Stone Legion Heraldry,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the Lightbringer,174322881
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Decanter of Anima-Charged Winds,Grim Codex,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,180931707
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,Tabard of the 7th Legion,153314868
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Anima Field Emitter,Mantle of Manifest Sins,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,,136913529
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Lightbringer,183653747
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Sanguine Vintage,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,,237907218
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,Lightforged Tabard,163362754
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,August Celestials Tabard,63673161
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Stone Legion Heraldry,Inscrutable Quantum Device,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,Lightforged Tabard,176322030
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,,129675701
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Sleeveless T-Shirt,Shieldguard's Breastplate,Selfless Collector's Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Pulsating Stoneheart,Darkmoon Deck: Voracity,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,Arathor Battle Tabard,169149444
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Guilewind Stone Talons,Bloodoath Signet,Ritualist's Treasured Ring,Pulsating Stoneheart,Splintered Heart of Al'ar,Mantle of Manifest Sins,Supercollider,Acidslough Bulwark,,218031239
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Aspirant's Ring,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of the Drakerider,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,Renowned Guild Tabard,136173955
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Sinful Gladiator's Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Supercollider,Sinful Gladiator's Guard,Tabard of the Ascended,167997792
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,114471981
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Pulsating Stoneheart,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,147932402
Shadowghast Helm,Charm of Eternal Winter,Selfless Collector's Spaulders,,Selfless Collector's Chestplate,Stonebark Girdle,Gormshell Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Darkmoon Deck: Indomitable,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,,192069004
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Black Swashbuckler's Shirt,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritual Bone Band,Fleshfused Circle,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Ascended,225573574
Plague Handler's Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,,110157100
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Decadent Nathrian Shawl,Barbed-Edge of the Stone Legion,Sinful Gladiator's Redoubt,Renowned Guild Tabard,164214101
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,,161545864
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Entwined Gorger Tendril,Shadowghast Ring,Hymnal of the Path,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,102384601
Dread Sentinel's Ebony Headgear,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Sinful Aspirant's Ring,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Supercollider,Sinful Gladiator's Redoubt,,158547193
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Pulsating Stoneheart,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sylvan Whiteshield,Tabard of the Lightbringer,137802096
Wing Commander's Helmet,Sinful Aspirant's Pendant,Shadowghast Pauldrons,Last Season's Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Sapsteel Sabatons,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Bargast's Leash,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,92062024
Darkfrost Helmet,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of the Afterlife,Stonebark Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Mimiron's Inferno Couplings,Guilewind Stone Talons,Bloodoath Signet,Most Regal Signet of Sire Denathrius,Sinful Aspirant's Insignia of Alacrity,Inscrutable Quantum Device,Sinful Aspirant's Drape,Supercollider,Encrusted Canopic Lid,Tabard of the Lightbringer,226284551
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Twisted Witherroot Band,Anima Field Emitter,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,,84651119
Dreadguard's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Builwark of the Stone Legion,,128354212
Dreadguard's Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Red Linen Shirt,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Shieldguard's Gauntlets,Ring of Perpetual Conflict,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Grim-Veiled Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,,20284979
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Entwined Gorger Tendril,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Tabard of the Wyrmrest Accord,164567847
Shadowghast Helm,Skychime Necklace,Prankster's Pauldrons,Red Linen Shirt,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Commander's Ring,Arachnid Cipher Ring,Bladedancer's Armor Kit,Pulsating Stoneheart,Drape of Twisted Loyalties,Gorestained Cleaver,Elysian Sentinel's Aegis,,200895872
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Selfless Collector's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Memory of Past Sins,Viscera of Coalesced Hatred,Selfless Collector's Greatcloak,Engorged Worm Smasher,Barricade of the Endless Empire,Scout's Tabard,110601444
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Captain Sanders' Shirt,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Builwark of the Stone Legion,Renowned Guild Tabard,117394124
Dread Sentinel's Ebony Headgear,Sinful Aspirant's Necklace,Shadowghast Pauldrons,,Dread Sentinel's Ebony Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Master Duelist's Chit,Cowled Batwing Cloak,Gorestained Cleaver,Kudebeh's Remarkable Targe,,175693184
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Tharatos' Charred Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Relic of the First Ones,Slimy Consumptive Organ,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,Renowned Guild Tabard,177096435
Wing Commander's Helmet,Muckformed Chain Choker,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Macabre Sheet Music,Drape of Inscrutable Purpose,Gorestained Cleaver,Sylvan Whiteshield,,241421801
