Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Fleshfused Circle,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Gorestained Cleaver,Chyrus's Crest of Hope,Tabard of the Lightbringer,168028366
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Dreadfire Vessel,Gluttonous Spike,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,,89606539
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Lightforged Tabard,175495365
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Yellow Lumberjack Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Blood Knight Tabard,111467178
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,141975019
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Scarlet Filigreed Shirt,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Death God's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Explorer,119425973
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Red Lumberjack Shirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,,110672239
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,175695207
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Gorgeous Blouse,Abdominal Securing Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Sinful Gladiator's Insignia of Alacrity,Bargast's Leash,Decadent Nathrian Shawl,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Lightbringer,105298798
Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Ritual Commander's Ring,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Reaver of Renewed Resolve,Acidslough Bulwark,Tabard of the Ascended,175796751
Wrathbark Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Most Regal Signet of Sire Denathrius,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,Illustrious Guild Tabard,186793217
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,,166941979
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Pulsating Stoneheart,Blood-Spattered Scale,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,,196842873
Shadowghast Helm,Trailspinner Pendant,Shieldguard's Shoulderplates,,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,195336565
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Macabre Sheet Music,Anima Field Emitter,Crest of the Legionnaire General,Meditation's Muse,Acidslough Bulwark,,107378339
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Shadowghast Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,176513899
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Silvermoon Doublet,Abdominal Securing Chestguard,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,Silvermoon City Tabard,169247928
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Dreadfire Vessel,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,Renowned Guild Tabard,117750486
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Tuxedo Shirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Commander's Ring,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Guild Tabard,159866635
Wrathbark Greathelm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Gray Woolen Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Shadowghast Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Bulwark,Tabard of the Explorer,166767800
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Overwhelming Power Crystal,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,,91231229
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Dealer Xy'exa's Cape,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,Tabard of the Shattered Sun,50357558
Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Arachnid Cipher Ring,Shadowghast Ring,Sinful Gladiator's Insignia of Alacrity,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,Tabard of the Zandalari,175419048
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Ritualist's Treasured Ring,Sinful Gladiator's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,120044482
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,The Very Best Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Dredge-Giant's Warshield,Renowned Guild Tabard,150700960
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,198291286
Shadowghast Helm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Ritual Commander's Ring,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Decadent Nathrian Shawl,Sinsmasher,Sinful Gladiator's Guard,Orgrimmar Tabard,159018118
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Precious' Ribbon,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,195177961
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Tia Shortsleeve's Short Sleeve Shirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,Stormwind Tabard,89933994
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Gluttonous Spike,Sinful Gladiator's Drape,Axe of the Deadgrove,Elysian Sentinel's Aegis,,175702618
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Shadowghast Ring,Phial of Putrefaction,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,,87810788
Wing Commander's Helmet,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritualist's Treasured Ring,Sanguine Vintage,Stone Legion Heraldry,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,160597285
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of Summer Flames,247160183
Shadowghast Helm,Sinful Aspirant's Pendant,Sinful Aspirant's Plate Shoulders,Common Gray Shirt,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sinful Aspirant's Plate Warboots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Sinful Aspirant's Ring,Sinful Aspirant's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,Guild Tabard,164027090
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Greatcloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,154417864
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Embroidered Shirt,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Wristguards,Sinful Gladiator's Plate Handguards,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Memory of Past Sins,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Guard,Guild Tabard,109590345
Wing Commander's Helmet,Muckformed Chain Choker,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Ascended,159236186
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Arachnid Cipher Ring,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,161025566
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Phial of Putrefaction,Splintered Heart of Al'ar,Grim-Veiled Cape,Sinful Gladiator's Swordbreaker,Barricade of the Endless Empire,,160425695
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Sightless Mantle,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,Tabard of the Lightbringer,94365742
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,,169130278
Diadem of Imperious Desire,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ardent Sunstar Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Reaver of Renewed Resolve,Elysian Sentinel's Aegis,,114621954
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,,182617767
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,245074253
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,,156301178
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Red Lumberjack Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,132382495
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Brawler's Harness,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Barricade of the Endless Empire,Court of Harvesters Tabard,132441175
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Sinful Aspirant's Ring,Fleshfused Circle,Macabre Sheet Music,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,154135172
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ring of Perpetual Conflict,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,166392351
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Jade's Lovely Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,Stone Guard's Herald,140580886
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Death God's Signet,Ritual Bone Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Achiever,197832918
Darkfrost Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Gorestained Tunic,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Tabard of the Honorbound,138534617
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,,183917942
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Guild Tabard,167643865
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Stoneborn Terrorblade,Elysian Sentinel's Aegis,Renowned Guild Tabard,90089301
Diadem of Imperious Desire,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,158660603
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Lightbringer,127645662
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Undisputed Champion's Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,Argent Crusader's Tabard,129841285
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of Flame,130519122
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,97450151
