Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Dread Sentinel's Ebony Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Stone Legion Heraldry,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,97570087,Precious' Ribbon,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Supercollider,Elysian Sentinel's Aegis,161646987,Antiseptic-Soaked Dressing,Tabard of the Ascended
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Macabre Sheet Music,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,139320548,,
Wing Commander's Helmet,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,125511120,,Ironforge Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Arachnid Cipher Ring,Essence Extractor,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,173701269,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shadowghast Armguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Pulsating Stoneheart,Anima Field Emitter,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,150872541,,Stormwind Tabard
Shadowghast Helm,Noble's Birthstone Pendant,Dread Sentinel's Ebony Spaulders,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Arachnid Cipher Ring,Most Regal Signet of Sire Denathrius,Overwhelming Power Crystal,Beating Abomination Core,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,76719840,Common White Shirt,Court of Harvesters Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Twisted Witherroot Band,Band of the Risen Bonelord,Darkmoon Deck: Indomitable,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,129605274,,Blood Knight Tabard
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,94644508,,Tabard of the Argent Crusade
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,124066849,Wound Dressing,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,171238869,,
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Entwined Gorger Tendril,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,226096042,Precious' Ribbon,Stormwind Tabard
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,118847846,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,175018118,,Stormwind Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,108323144,,
Sinful Aspirant's Plate Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Shieldguard's Warboots,Sinful Gladiator's Plate Wristguards,Fogweaver Gauntlets,Entwined Gorger Tendril,Sinful Gladiator's Band,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Badge of Ferocity,Grim-Veiled Cape,Sinsmasher,Acidslough Bulwark,178987939,Lucky Shirt,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Ritualist's Treasured Ring,Sanguine Vintage,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Aspirant's Barrier,130296355,,Silvermoon City Tabard
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Anima Field Emitter,Phial of Putrefaction,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Aspirant's Barrier,82523626,Gorgeous Blouse,Silvermoon City Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Shroud of the Penitent,Gorestained Cleaver,Encrusted Canopic Lid,139624902,Artisan Officer's Shirt,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Aspirant's Relentless Brooch,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Xandria's Kopis of Courage,Chyrus's Crest of Hope,155554810,Last Season's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,148737528,,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Aspirant's Ring,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of the Drakerider,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,136173955,Artisan Officer's Shirt,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,116613516,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,120789328,Selis' Silk Shirt,Thunder Bluff Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,91163883,White Linen Shirt,Tabard of the Wild Hunt
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,169474372,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,187700085,,Silvermoon City Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Barricade of the Endless Empire,111201492,Common White Shirt,Tabard of the Ascended
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Arachnid Cipher Ring,Sinful Aspirant's Medallion,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,159270577,,Tabard of the Explorer
Casque of the Path,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Fleshfused Circle,Death God's Signet,Splintered Heart of Al'ar,Pulsating Stoneheart,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,185391041,Captain Sanders' Shirt,Tabard of the Ebon Blade
Selfless Collector's GreatHelm,Sin Stained Pendant,Prankster's Pauldrons,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Macabre Sheet Music,Pulsating Stoneheart,Grim-Veiled Cape,Axe of the Deadgrove,Encrusted Canopic Lid,176721303,,
Wrathbark Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,101857002,,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Hellhound Cuffs,Fogweaver Gauntlets,Twisted Witherroot Band,Ardent Sunstar Signet,Macabre Sheet Music,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,113937755,,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Slimy Consumptive Organ,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,91550879,,
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Desm's Fistos,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,246331923,,Guild Tabard
Darkfrost Helmet,Valeshroud Torque,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Fleshfused Circle,Ritual Bone Band,Decanter of Anima-Charged Winds,Gluttonous Spike,Mantle of Manifest Sins,Dreamsong Saber,Waylight Defender,76164476,Irradiated Undercoat,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Gluttonous Spike,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,161535981,Precious' Ribbon,
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Tharatos' Charred Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Entwined Gorger Tendril,Ardent Sunstar Signet,Darkmoon Deck: Indomitable,Gluttonous Spike,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Kudebeh's Remarkable Targe,154624777,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Shieldguard's Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Viscera of Coalesced Hatred,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Sylvan Whiteshield,55059818,Artisan Officer's Shirt,Tabard of Brute Force
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,152156510,,Darkspear Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,241568352,Precious' Ribbon,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Selfless Collector's Warboots,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Ritual Bone Band,Shadowghast Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,183299214,,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Guilewind Stone Talons,Death God's Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Reaver of Renewed Resolve,Barricade of the Endless Empire,68006316,Squire's Shirt,Tabard of the Ascended
Oversized Centurion Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,158426451,,Renowned Guild Tabard
Oversized Centurion Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Sinful Gladiator's Ring,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Sylvan Whiteshield,160898136,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Stonewrought Armplates,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,158143315,,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Selfless Collector's Legguards,Selfless Collector's Warboots,Shoulderblade Vambraces,Hardened Castle Crushers,Hyperlight Band,Bloodoath Signet,Queensguard's Vigil,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,143154976,,Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Bone Band,Band of the Risen Bonelord,Anima Field Emitter,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,169322959,Observer's Shirt,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Ring of Perpetual Conflict,Ritual Commander's Ring,Spare Meat Hook,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,110100445,,
Wrathbark Greathelm,Sinful Aspirant's Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Twisted Witherroot Band,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Sinful Gladiator's Guard,97101680,Artisan Officer's Shirt,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,76167509,,Thunder Bluff Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Sapsteel Clasp,Selfless Collector's Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Desm's Fistos,Ritual Bone Band,Signet of the False Accuser,Slimy Consumptive Organ,Spare Meat Hook,Drape of Twisted Loyalties,Gorestained Cleaver,Kudebeh's Remarkable Targe,80237723,,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Valorous Aegis Handguards,Signet of the False Accuser,Shadowghast Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Sinful Gladiator's Redoubt,13133900,Last Season's Shirt,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,192740987,Artisan Officer's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,173318997,Precious' Ribbon,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Shieldguard's Girdle,Steelcore Legguards,Shieldguard's Warboots,Shieldguard's Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Macabre Sheet Music,Mantle of Manifest Sins,Sinsmasher,Encrusted Canopic Lid,114164244,,Tabard of the Wyrmrest Accord
Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Shadowghast Ring,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,117692123,,Tabard of the Zandalari
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Macabre Sheet Music,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,139956677,Blue Martial Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,175572397,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Hellhound Cuffs,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Band of the Risen Bonelord,Bladedancer's Armor Kit,Sanguine Vintage,Drape of Twisted Loyalties,Axe of the Deadgrove,Chyrus's Crest of Hope,173212452,Precious' Ribbon,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fleshfused Crushers,Arachnid Cipher Ring,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,172809122,,
