Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Gorgeous Blouse,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinsmasher,Acidslough Bulwark,,136242937
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,Tabard of the Dark Iron,165606918
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Shattered Sun,145191273
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,198291286
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,,88842309
Darkfrost Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,172411096
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,The Very Best Shirt,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Phial of Putrefaction,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,,226274304
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Wyrmrest Accord,142937633
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,White Swashbuckler's Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Ardent Sunstar Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Blood Knight Tabard,105455006
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritual Commander's Ring,Fleshfused Circle,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Lightbringer,100462881
Darkfrost Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Shadowghast Sabatons,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Sinful Gladiator's Insignia of Alacrity,Memory of Past Sins,Cowled Batwing Cloak,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,Tabard of the Lightbringer,192017612
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,,83741128
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Guard,Champions of Azeroth Tabard,125179086
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,,141110036
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Zandalari,175158446
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,193066606
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,99250043
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Tabard of the Unshackled,113387085
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Signet of the False Accuser,Pulsating Stoneheart,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Lightbringer,175698226
Sinful Gladiator's Plate Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,Tabard of the Ascended,138465092
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,White Tuxedo Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Anima Field Emitter,Splintered Heart of Al'ar,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,,93998966
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,White Swashbuckler's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,154668372
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,,108586667
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,White Linen Shirt,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,,155352004
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of Summer Flames,247160183
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,Rustbolt Resistance Tabard,186395929
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Ooze-Soaked Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Bladedancer's Armor Kit,Gluttonous Spike,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,,93959267
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Stone Legion Heraldry,Blighted Margrave's Cloak,Sophisticated Bonecracker,Builwark of the Stone Legion,,194739259
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Ebon Filigreed Doublet,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,Sinful Gladiator's Guard,Tabard of the Dark Iron,124074579
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Barricade of the Endless Empire,Silvermoon City Tabard,164232595
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Sanguine Vintage,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,,175091275
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Shadowghast Ring,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Supercollider,Acidslough Bulwark,,193790432
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Shadowghast Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Ritualist's Treasured Ring,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,Argent Crusader's Tabard,191452871
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Anima Field Emitter,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Ascended,160212062
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Stone Legion Heraldry,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,114295293
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Irradiated Undercoat,Shadowghast Breastplate,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,147544743
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Renowned Guild Tabard,74086767
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Irradiated Undercoat,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Pulsating Stoneheart,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,140706614
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Renowned Guild Tabard,168522770
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,189585324
Plague Handler's Greathelm,Sinful Aspirant's Necklace,Epaulettes of Overwhelming Force,Tailored Officer's Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Bloodoath Signet,Sinful Gladiator's Ring,Gluttonous Spike,Macabre Sheet Music,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,Tabard of the Ascended,188131721
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Stone Legion Heraldry,Sinful Gladiator's Greatcloak,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,166410406
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Chestplate of the March Warden,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Supercollider,Sinful Gladiator's Guard,Baradin's Wardens Tabard,55807187
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,119384637
Wrathbark Greathelm,Sinful Aspirant's Choker,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Greatmallet,,Tabard of Ramkahen,176538805
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Stone Legion Heraldry,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Court of Farondis Tabard,153375291
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Bloodoath Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Explorer,109090209
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Tailored Officer's Shirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Gluttonous Spike,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,Tabard of the Lightbringer,139653617
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Red Martial Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Explorer,89592022
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Stone Legion Heraldry,Anima Field Emitter,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Acidslough Bulwark,Tabard of the Lightbringer,68332358
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,143450883
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Formal White Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Ceremonial Parade Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,92820471
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Sanguine Vintage,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sinsmasher,Elysian Sentinel's Aegis,,188410416
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Undisputed Champion's Shirt,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Death God's Signet,Decanter of Anima-Charged Winds,Sanguine Vintage,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,,111730213
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Shadowghast Ring,Entwined Gorger Tendril,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,,107767012
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Tuxedo-Like Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Ritual Commander's Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,Nightfallen Tabard,188016033
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Renowned Guild Tabard,170229125
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Acidslough Bulwark,Tabard of the Argent Dawn,144046900
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Sinful Gladiator's Insignia of Alacrity,Slimy Consumptive Organ,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,,160686835
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,147481452
