Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,186519930,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,176743550,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Fleshfused Circle,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,157034251,Tabard of the 7th Legion
Darkfrost Helmet,Reinforced High Collar,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Sanguine Vintage,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Gorestained Cleaver,Chyrus's Crest of Hope,155465560,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Irradiated Undercoat,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,98788169,Tabard of Brute Force
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Initiate's Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,52157462,Competitor's Tabard
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Paper Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ring of Perpetual Conflict,Band of the Risen Bonelord,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,178462040,Private's Tabard
Darkfrost Helmet,Reinforced High Collar,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,98623220,Renowned Guild Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Ooze-Soaked Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Acidslough Bulwark,71504597,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,156355702,
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Desm's Fistos,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,121791826,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,130138207,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Punishing Loop,Death God's Signet,Stone Legion Heraldry,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Sinsmasher,Acidslough Bulwark,113944150,Tabard of Summer Flames
Oversized Centurion Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Common White Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Macabre Sheet Music,Stone Legion Heraldry,Decadent Nathrian Shawl,Supercollider,Barricade of the Endless Empire,94496496,Tabard of the Ascended
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Elysian Sentinel's Aegis,166686656,Tabard of the Ascended
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Sapsteel Vambraces,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Ritual Bone Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,93285717,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Orange Mageweave Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Stonewrought Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,154761921,Lightforged Tabard
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Crest of the Legionnaire General,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,175582296,Stormwind Tabard
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Fleshfused Circle,Ritualist's Treasured Ring,Stone Legion Heraldry,Bargast's Leash,Decadent Nathrian Shawl,Gorestained Cleaver,Encrusted Canopic Lid,162964845,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Leafed Banewood Band,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,134768635,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,181668374,Proudmoore Admiralty Tabard
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Dreadfire Vessel,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,167242394,Tabard of the Dark Iron
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,156872398,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Common White Shirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,144435295,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,105519186,Gilneas Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Shroud of the Penitent,Gorestained Cleaver,Encrusted Canopic Lid,139624902,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Black Swashbuckler's Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Shroud of the Penitent,Axe of the Deadgrove,Acidslough Bulwark,122551375,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Last Season's Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,136030300,Tabard of the Ascended
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,158586260,Guild Tabard
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Shieldguard's Breastplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,111052905,Renowned Guild Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,161671342,Tabard of the Explorer
Wrathbark Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Fleshfused Circle,Shadowghast Ring,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,162249848,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Selfless Collector's Legguards,Sapsteel Sabatons,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,218309545,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Ebon Filigreed Doublet,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Engorged Worm Smasher,Sylvan Whiteshield,152913318,Guild Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Macabre Sheet Music,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,196803565,Renowned Guild Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Ritual Bone Band,Overwhelming Power Crystal,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,141341201,Tabard of the Wyrmrest Accord
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Sanguine Vintage,Stone Legion Heraldry,Mantle of Manifest Sins,Sophisticated Bonecracker,Sinful Gladiator's Guard,141529976,
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,161175764,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,175660087,Renowned Guild Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Red Martial Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,89592022,Tabard of the Explorer
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Lucky Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,181677258,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Black Swashbuckler's Shirt,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Shadowghast Ring,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,180862156,Rustbolt Resistance Tabard
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Death God's Signet,Sinful Gladiator's Ring,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,175702096,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Shadowghast Armguards,Fleshfused Crushers,Entwined Gorger Tendril,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,108029148,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,142917356,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Phial of Putrefaction,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,134547837,Tabard of the Argent Crusade
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,134200391,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Shadowghast Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Macabre Sheet Music,Blood-Spattered Scale,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Acidslough Bulwark,101350747,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ring of Perpetual Conflict,Bloodoath Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Xandria's Kopis of Courage,Acidslough Bulwark,96588270,Tabard of the Ascended
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Tia Shortsleeve's Short Sleeve Shirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,89933994,Stormwind Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Inscrutable Quantum Device,Bargast's Leash,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,184850195,
Wing Commander's Helmet,Gaiazelle's Spiked Collar,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Shroud of the Penitent,Axe of the Deadgrove,Sylvan Whiteshield,147634615,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,141075499,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,119055674,
Diadem of Imperious Desire,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Fine Cloth Shirt,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,216105130,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Arachnid Cipher Ring,Sinful Gladiator's Signet,Anima Field Emitter,Inscrutable Quantum Device,Sinful Gladiator's Drape,Supercollider,Sinful Gladiator's Guard,152919639,Illustrious Guild Tabard
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Inscrutable Quantum Device,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,146958236,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,113142020,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Encrusted Canopic Lid,98593662,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,167238257,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Stone Legion Heraldry,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Builwark of the Stone Legion,116650501,
