Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Hardened Castle Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Pulsating Stoneheart,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Ascended,71560197
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Sapsteel Breastplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,,125827280
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Commander's Ring,Hyperlight Band,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Illustrious Guild Tabard,120207353
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Hyperlight Band,Shadowghast Ring,Anima Field Emitter,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Dark Iron,171268022
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Stone General's Edge,Barricade of the Endless Empire,Gilneas Tabard,158251081
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stonebark Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Slimy Consumptive Organ,Anima Field Emitter,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,Illustrious Guild Tabard,244411493
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Shadowsteel Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Fleshfused Circle,Signet of the False Accuser,Slimy Consumptive Organ,Stone Legion Heraldry,Cowled Batwing Cloak,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,188008678
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Master Builder's Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of Ramkahen,165788595
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Sinful Gladiator's Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Renowned Guild Tabard,246657598
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Artisan Officer's Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Sinful Gladiator's Shawl,Engorged Worm Smasher,Acidslough Bulwark,Loremaster's Colors,136950983
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sanguine Vintage,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Lightbringer,64791081
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Gorgeous Blouse,Breastplate of Otherworldly Influence,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Shadowghast Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of the Lightbringer,78769113
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Croc-Tooth Harness,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Decadent Nathrian Shawl,Ascended Gladius of Glory,Acidslough Bulwark,Undercity Tabard,184277328
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Blood-Spattered Scale,Pulsating Stoneheart,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Earthen Ring,134244517
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Entwined Gorger Tendril,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Stormwind Tabard,226096042
Wing Commander's Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Grim Codex,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,172995008
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Common Gray Shirt,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Ascended,243255435
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Dark Silk Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Hymnal of the Path,Anima Field Emitter,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,,194690334
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Chyrus's Crest of Hope,Tabard of the Waveblade Ankoan,172649351
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,208307745
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Bloodoath Signet,Stone Legion Heraldry,Spare Meat Hook,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,,175998785
Wing Commander's Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Shadowghast Ring,Fleshfused Circle,Splintered Heart of Al'ar,Sanguine Vintage,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,11619025
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Stoneborn Terrorblade,Acidslough Bulwark,Tabard of the Protector,155858070
Darkfrost Helmet,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Bloodoath Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,Gnomeregan Tabard,93265847
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Slimy Consumptive Organ,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,,176186888
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,,166941979
Wing Commander's Helmet,Azure-Venom Choker,Epaulettes of Overwhelming Force,Precious' Ribbon,Abdominal Securing Chestguard,Stonebark Girdle,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Splintered Heart of Al'ar,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Orgrimmar Tabard,92236683
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Selfless Collector's Chestplate,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Entwined Gorger Tendril,Signet of the False Accuser,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,Gilneas Tabard,134029185
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Signet of the False Accuser,Sanguine Vintage,Splintered Heart of Al'ar,Shroud of the Penitent,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Achiever,153522340
Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Chestplate of Titanic Fury,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Acidslough Bulwark,,92015115
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Tuxedo Shirt,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Fleshfused Circle,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,Court of Harvesters Tabard,164754611
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Stormwind Doublet,Breastplate of Otherworldly Influence,Dragonslayer's Brace,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Darkmoon Deck: Indomitable,Saronite Animus Cloak,Gorestained Cleaver,Ice Layered Barrier,Illustrious Guild Tabard,96001608
Wing Commander's Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Paper Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Splintered Heart of Al'ar,Sinful Aspirant's Drape,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Lightbringer,113211822
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Selis' Silk Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Skyguard Tabard,166455008
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Stylish Red Shirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,Tabard of the Scarlet Crusade,218151876
Darkfrost Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,,187460461
Wrathbark Greathelm,Chain of the Purpose-Bound,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Shadowsteel Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Hardened Castle Crushers,Death God's Signet,Fleshfused Circle,Grim Codex,Gluttonous Spike,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Zandalari,173033978
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Penitent Edge,Barricade of the Endless Empire,Renowned Guild Tabard,198132579
Wrathbark Greathelm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Tharatos' Charred Chestplate,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Shadowghast Ring,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Spare Meat Hook,Decadent Nathrian Shawl,Sinful Gladiator's Swordbreaker,Encrusted Canopic Lid,Renowned Guild Tabard,246474567
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Ritual Bone Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,,197169175
Selfless Collector's GreatHelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Selfless Collector's Legguards,Dynamo Doomstompers,Shoulderblade Vambraces,Shadowghast Gauntlets,Muirnne's Stormforged Signet,Fleshfused Circle,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,Kudebeh's Remarkable Targe,,124614488
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Ritual Bone Band,Blood-Spattered Scale,Macabre Sheet Music,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,189289124
Wing Commander's Helmet,Muckformed Chain Choker,Vile Butcher's Pauldrons,Dark Silk Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,,168470934
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Squire's Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Medallion,Grim-Veiled Cape,Axe of the Deadgrove,Acidslough Bulwark,,167574843
Dreadguard's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,,69030711
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Bargast's Leash,Gluttonous Spike,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,149003510
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Sapsteel Clasp,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Sophisticated Bonecracker,Builwark of the Stone Legion,Baradin's Wardens Tabard,92976171
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Aspirant's Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,177028711
Wrathbark Greathelm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Reality-Shatter Vambraces,Shadowghast Gauntlets,Ardent Sunstar Signet,Band of the Risen Bonelord,Darkmoon Deck: Indomitable,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,Renowned Guild Tabard,115781321
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Twisted Witherroot Band,Death God's Signet,Inscrutable Quantum Device,Gluttonous Spike,Drape of Twisted Loyalties,Axe of the Deadgrove,Sylvan Whiteshield,,112982678
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Hardened Castle Crushers,Hyperlight Band,Death God's Signet,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,79314704
Dread Sentinel's Ebony Headgear,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Slimy Consumptive Organ,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,,118644424
Plague Handler's Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Bargast's Leash,Macabre Sheet Music,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,,165200548
Shadowghast Helm,Sinful Aspirant's Necklace,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Fleshfused Circle,Death God's Signet,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,,150807740
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Winter's Frigid Embrace,Engorged Worm Smasher,Sinful Gladiator's Guard,Illustrious Guild Tabard,108831605
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,,Tharatos' Charred Chestplate,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Ironforge Tabard,163618431
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Aspirant's Ring,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of the Drakerider,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,Renowned Guild Tabard,136173955
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Artisan Member's Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Emblem,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Redoubt,,244869765
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Overwhelming Power Crystal,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,,197729329
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Selfless Collector's Girdle,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Ritual Commander's Ring,Signet of the False Accuser,Anima Field Emitter,Spare Meat Hook,Selfless Collector's Greatcloak,Ascended Gladius of Glory,Sylvan Whiteshield,,188999451
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Chyrus's Crest of Hope,,166849639
