Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Anima Field Emitter,Splintered Heart of Al'ar,Shroud of the Penitent,Supercollider,Builwark of the Stone Legion,175926362,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Ember-Scarred Girdle,Sapsteel Legplates,Dynamo Doomstompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Inscrutable Purpose,Sophisticated Bonecracker,Barricade of the Endless Empire,174657549,,
Shadowghast Helm,Reinforced High Collar,Dread Sentinel's Ebony Spaulders,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,196573211,Antiseptic-Soaked Dressing,Argent Crusader's Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,21997401,,Stormwind Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,95655246,White Swashbuckler's Shirt,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,127758093,,Ironforge Tabard
Sinful Gladiator's Plate Helm,Muckformed Chain Choker,Prankster's Pauldrons,Sinful Aspirant's Plate Chestplate,Dragonslayer's Brace,Sinful Aspirant's Plate Legguards,Shadowghast Sabatons,Flamewatch Armguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Aspirant's Ring,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinful Aspirant's Sword,Acidslough Bulwark,169388393,,Illustrious Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Hardened Castle Crushers,Band of the Risen Bonelord,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,116166109,,Tabard of the Scarlet Crusade
Plague Handler's Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Shadowghast Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,127289607,,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,113036424,Stylish Black Shirt,Tabard of the Ascended
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Arachnid Cipher Ring,Fleshfused Circle,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,113154059,,Tabard of the Scarlet Crusade
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Axe of the Deadgrove,Elysian Sentinel's Aegis,144904916,Red Lumberjack Shirt,Renowned Guild Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,197508562,Artisan Member's Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,140787336,White Tuxedo Shirt,Argent Crusader's Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,193813673,,Tabard of the Explorer
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,245226697,,
Darkfrost Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Shadowghast Sabatons,Shoulderblade Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,165697196,,Tabard of the Ascended
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Sinful Gladiator's Insignia of Alacrity,Slimy Consumptive Organ,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,160686835,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Splintered Heart of Al'ar,Slimy Consumptive Organ,Grim-Veiled Cape,Axe of the Deadgrove,Barricade of the Endless Empire,116301949,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Darkmoon Deck: Indomitable,Gluttonous Spike,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,166630125,,Renowned Guild Tabard
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Darkmoon Deck: Voracity,Cloak of Enveloping Manifestations,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,171846942,Artisan Initiate's Shirt,Order of Embers Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Mantle of Manifest Sins,Supercollider,Builwark of the Stone Legion,84594191,Scarlet Filigreed Doublet,Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,174970275,Precious' Ribbon,Tabard of the Lightbringer
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Death God's Signet,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Kaal's Gloomblade,Elysian Sentinel's Aegis,179845298,,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Fleshfused Circle,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,153981899,,Argent Crusader's Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Guilewind Stone Talons,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,242780746,,
Diadem of Imperious Desire,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Supercollider,Builwark of the Stone Legion,157226496,,Tabard of the Zandalari
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Sinful Aspirant's Plate Girdle,Sinful Aspirant's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Gauntlets,Ardent Sunstar Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Slimy Consumptive Organ,Decadent Nathrian Shawl,Supercollider,Kudebeh's Remarkable Targe,241690855,,Tabard of the Achiever
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Mantle of Manifest Sins,Xandria's Kopis of Courage,Chyrus's Crest of Hope,95079697,,Tabard of the Ascended
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Spare Meat Hook,Crest of the Legionnaire General,Sinsmasher,Encrusted Canopic Lid,118254595,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,246596315,,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,247160183,Fashionable Undershirt,Tabard of Summer Flames
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Sinsmasher,Sinful Gladiator's Guard,166754709,,Tabard of the Lightbringer
Sinful Gladiator's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,192502249,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Sinful Gladiator's Insignia of Alacrity,Bargast's Leash,Decadent Nathrian Shawl,Gorestained Cleaver,Sinful Gladiator's Guard,105298798,Gorgeous Blouse,Tabard of the Lightbringer
Sinful Gladiator's Plate Helm,Trailspinner Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Hardened Castle Crushers,Ring of Perpetual Conflict,Ritual Bone Band,Bargast's Leash,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Sophisticated Bonecracker,Stonewrought Gargoyles Barrier,113913375,,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,151666562,Precious' Ribbon,Hellscream's Reach Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Queensguard Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Grim Codex,Cloak of Enveloping Manifestations,Sinful Gladiator's Shillelagh,Sinful Gladiator's Bulwark,168397012,Precious' Ribbon,Tabard of the Scarlet Crusade
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Slimy Consumptive Organ,Gluttonous Spike,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,75050430,,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,64574861,Ironforge Doublet,
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Shadowghast Ring,Bladedancer's Armor Kit,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,157737017,,
Wrathbark Greathelm,Noble's Birthstone Pendant,Sapsteel Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Pulsating Stoneheart,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,175371775,,Tabard of the Ascended
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Bargast's Leash,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,112725711,Artisan Officer's Shirt,Tabard of the Ascended
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Skulker's Wing,Grim Codex,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,73771904,Precious' Ribbon,Tabard of the Lightbringer
Oversized Centurion Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,157861487,,Renowned Guild Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Overwhelming Power Crystal,Stone Legion Heraldry,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Aspirant's Barrier,92164454,Rustic Workman's Shirt,
Casque of the Path,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Bone Band,Ring of Perpetual Conflict,Anima Field Emitter,Gluttonous Spike,Mantle of Manifest Sins,Ascended Gladius of Glory,Elysian Sentinel's Aegis,164540700,Squire's Shirt,Tabard of the Ascended
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Stonewrought Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Macabre Sheet Music,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,163098365,Irradiated Undercoat,Undercity Tabard
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Ritual Bone Band,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,157476074,Common Gray Shirt,Competitor's Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Bloodoath Signet,Death God's Signet,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Redoubt,45297777,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Hardened Castle Crushers,Entwined Gorger Tendril,Band of the Risen Bonelord,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Kudebeh's Remarkable Targe,169142259,,Tabard of the Ascended
Plague Handler's Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Selfless Collector's Legguards,Valinor's Ground Pounders,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Band of the Risen Bonelord,Shadowghast Ring,Blood-Spattered Scale,Spare Meat Hook,Drape of Twisted Loyalties,Sophisticated Bonecracker,Kudebeh's Remarkable Targe,94542864,Deckhand's Shirt,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Ardent Sunstar Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Ascended Gladius of Glory,Elysian Sentinel's Aegis,144438726,Artisan Officer's Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sophisticated Bonecracker,Encrusted Canopic Lid,163540382,,Tabard of the Zandalari
Shadowghast Helm,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Tharatos' Charred Chestplate,Girdle of Embers,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Ritualist's Treasured Ring,Relic of the First Ones,Anima Field Emitter,Decadent Nathrian Shawl,Mace of Enveloping Sins,Barricade of the Endless Empire,140650514,Stylish Blue Shirt,Renowned Guild Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Bargast's Leash,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,133461240,,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Twisted Witherroot Band,Gluttonous Spike,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,146137866,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Tharatos' Charred Chestplate,Stonebark Girdle,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Fleshfused Circle,Darkmoon Deck: Voracity,Anima Field Emitter,Shroud of the Penitent,Axe of the Deadgrove,Kudebeh's Remarkable Targe,177117307,,
Stonewrought Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Commander's Ring,Withergrove Shardling,Darkmoon Deck: Voracity,Blighted Margrave's Cloak,Sinful Aspirant's Battleaxe,Duskwarder Shield,176123029,,
Oversized Centurion Helm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Spare Meat Hook,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,142868165,,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Halkias's Towering Pillars,Selfless Collector's Warboots,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Spare Meat Hook,Gluttonous Spike,Cloak of Enveloping Manifestations,Lifepath Hammer,Duskwarder Shield,161305478,Red Linen Shirt,
