Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,128177353,Precious' Ribbon,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Fleshfused Circle,Ritual Bone Band,Viscera of Coalesced Hatred,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Stoneguardian's Morningstar,Encrusted Canopic Lid,144890197,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Emblem,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,191495339,,Stormwind Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,174641602,Precious' Ribbon,Argussian Reach Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Macabre Sheet Music,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Chyrus's Crest of Hope,134684097,Hide of the Murderaffe,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,162834790,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,120178573,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,97772544,Red Linen Shirt,Tabard of the Lightbringer
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,187022384,,
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,156387163,,
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,176623417,Precious' Ribbon,Guild Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,153391451,,Tabard of the Lightbringer
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,86402816,Precious' Ribbon,Thunder Bluff Tabard
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Stone Legion Heraldry,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,174322881,Wraps of the Blood-Soaked Brawler,Tabard of the Lightbringer
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,101848727,,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,144364813,Red Linen Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,93958393,Artisan Officer's Shirt,Renowned Guild Tabard
Stonewrought Helm,Charm of Eternal Winter,Razorscale Shoulderguards,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Aspirant's Plate Warboots,Shadowghast Armguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Redoubt,177301831,Precious' Ribbon,Tabard of the Lightbringer
Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Shadowghast Ring,Sinful Gladiator's Ring,Slimy Consumptive Organ,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,237817005,,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,78973088,Precious' Ribbon,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Twisted Witherroot Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,97667229,Fashionable Undershirt,Argent Crusader's Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Bargast's Leash,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,171660106,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,176102496,Red Linen Shirt,Lightforged Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Shoulderblade Vambraces,Hardened Castle Crushers,Entwined Gorger Tendril,Ritual Bone Band,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Engorged Worm Smasher,Elysian Sentinel's Aegis,156718108,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,172062973,,Stormwind Tabard
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Ardent Sunstar Signet,Stone Legion Heraldry,Bargast's Leash,Decadent Nathrian Shawl,Sophisticated Bonecracker,Stonewrought Gargoyles Barrier,169527079,,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,181668374,,Proudmoore Admiralty Tabard
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,167197733,Irradiated Undercoat,
Sinful Gladiator's Plate Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,189046422,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,138439883,Artisan Officer's Shirt,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Engorged Worm Smasher,Acidslough Bulwark,154810309,,Tabard of the Ascended
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Shadowghast Sabatons,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Entwined Gorger Tendril,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,169471389,,Army of the Light Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,161484022,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Phial of Putrefaction,Overwhelming Power Crystal,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,188124681,Amber Filigreed Shirt,Tabard of the Ebon Blade
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,155879663,,Tabard of Brute Force
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Reaver of Renewed Resolve,Acidslough Bulwark,107578790,,Guild Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Hyperlight Band,Signet of the False Accuser,Inscrutable Quantum Device,Blood-Spattered Scale,Crest of the Legionnaire General,Gorestained Cleaver,Chyrus's Crest of Hope,129706137,,
Dragonsteel Faceplate,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Shroud of the Penitent,Sophisticated Bonecracker,Chyrus's Crest of Hope,132678981,,
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Commander's Ring,Hyperlight Band,Spare Meat Hook,Anima Field Emitter,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,117053302,,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,161202765,,
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,52707176,Initiate's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Bladedancer's Armor Kit,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,164761441,,
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Sanguine Vintage,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,113680702,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,193054276,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,166402306,Precious' Ribbon,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Shadowghast Ring,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,163389825,,Silvermoon City Tabard
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,100718279,,
Wrathbark Greathelm,Heart of Azeroth,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Spellbound Runic Band of Elemental Power,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,"Gong-Lu, Strength of Xuen",Sophisticated Bonecracker,Acidslough Bulwark,188402402,Green Lumberjack Shirt,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Ritual Commander's Ring,Overwhelming Power Crystal,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,197906130,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Macabre Sheet Music,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,166409004,Black Swashbuckler's Shirt,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Selfless Collector's Girdle,Halkias's Towering Pillars,Stone-Infused Sabatons,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,122645140,,Orgrimmar Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,158552190,,
Darkfrost Helmet,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,241481850,Common Gray Shirt,Tabard of the Lightbringer
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Entwined Gorger Tendril,Ardent Sunstar Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Chyrus's Crest of Hope,105225644,,Tabard of Brute Force
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Charred Saronite Greaves,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,188816907,Black Swashbuckler's Shirt,Renowned Guild Tabard
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,104274602,Precious' Ribbon,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Darkmoon Deck: Voracity,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,153546633,Precious' Ribbon,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Binding of Warped Desires,Shadowghast Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Sylvan Whiteshield,119759244,,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Chyrus's Crest of Hope,176308348,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Punishing Loop,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,43507403,Fashionable Undershirt,Renowned Guild Tabard
