Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Stone Legion Heraldry,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Court of Farondis Tabard,153375291,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Explorer,89592022,Red Martial Shirt
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Bloodoath Signet,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,Tabard of the Protector,173771360,Artisan Officer's Shirt
Diadem of Imperious Desire,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Stonewrought Gargoyles Barrier,Tabard of the Lightbringer,79989501,Wraps of the Blood-Soaked Brawler
Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,147116888,Red Lumberjack Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Scarlet Crusade,163434491,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,154149298,
Darkfrost Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Hardened Castle Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Acidslough Bulwark,Tabard of the Lightbringer,188423956,Fashionable Undershirt
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,195177961,Precious' Ribbon
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Splintered Heart of Al'ar,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Renowned Guild Tabard,172362562,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Sanguine Vintage,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Sylvan Whiteshield,Tabard of the Achiever,154285510,Shuurt's Precious
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Phial of Putrefaction,Blood-Spattered Scale,Crest of the Legionnaire General,Xandria's Kopis of Courage,Chyrus's Crest of Hope,Argent Crusader's Tabard,148873609,Precious' Ribbon
Darkfrost Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,160367283,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,,176081945,
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Lightbringer,161204362,Dark Silk Shirt
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ring of Perpetual Conflict,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,166392351,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Explorer,158108681,Artisan Initiate's Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Ritual Bone Band,Pulsating Stoneheart,Splintered Heart of Al'ar,Crest of the Legionnaire General,Ascended Gladius of Glory,Acidslough Bulwark,,183594814,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Dealer Xy'exa's Cape,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,Tabard of the Shattered Sun,50357558,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,Stone Guard's Herald,140580886,Jade's Lovely Shirt
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ardent Sunstar Signet,Splintered Heart of Al'ar,Stone Legion Heraldry,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,,154847699,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,,88946441,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,Tabard of the Zandalari,193749388,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Orgrimmar Tabard,147627220,Red Linen Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,,160711211,
Wing Commander's Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Shadowghast Ring,Bargast's Leash,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,175857019,
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Elysian Sentinel's Aegis,,185742940,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Xandria's Kopis of Courage,Acidslough Bulwark,,173729590,
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Distorted Construct's Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,156975747,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,134245080,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,124180279,Fashionable Undershirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Tabard of the Zandalari,162106185,
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Shillelagh,Sinful Gladiator's Bulwark,Tabard of the Wild Hunt,197137246,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Champions of Azeroth Tabard,110447787,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinsmasher,Acidslough Bulwark,,136242937,Gorgeous Blouse
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Stone Legion Heraldry,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Loremaster's Colors,158514551,Fashionable Undershirt
Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Stoneborn Terrorblade,Acidslough Bulwark,Court of Harvesters Tabard,156908535,
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Ardent Sunstar Signet,Gluttonous Spike,Splintered Heart of Al'ar,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,175721864,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Shattered Sun,145191273,Precious' Ribbon
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Ritualist's Treasured Ring,Stone Legion Heraldry,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,,195442580,
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Sinful Gladiator's Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,,164644939,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Lightbringer,84566364,Precious' Ribbon
Darkfrost Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Shadowghast Ring,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Orgrimmar Tabard,87008979,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,,93933179,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,,183917942,
