Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,243810490,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Dread Sentinel's Ebony Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Blood-Spattered Scale,Bargast's Leash,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,111041969,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Selfless Collector's Spaulders,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Arachnid Cipher Ring,Splintered Heart of Al'ar,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Duskwarder Shield,,161675770,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Signet of the False Accuser,Pulsating Stoneheart,Slimy Consumptive Organ,Blighted Margrave's Cloak,Lifepath Hammer,Encrusted Canopic Lid,,193845756,
Plague Handler's Greathelm,Valeshroud Torque,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Dread Sentinel's Ebony Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Macabre Sheet Music,Overwhelming Power Crystal,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,168138873,
Stonewrought Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Fleshfused Circle,Pulsating Stoneheart,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,Renowned Guild Tabard,156743592,
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Dynamo Doomstompers,Selfless Collector's Wristguards,Fogweaver Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,,170227141,
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Sapsteel Clasp,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Gluttonous Spike,Selfless Collector's Greatcloak,Sinsmasher,Acidslough Bulwark,,197300422,
Shadowghast Helm,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Lightbringer,164541110,Last Season's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,144364813,Red Linen Shirt
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Stone Legion Heraldry,Sanguine Vintage,Drape of Twisted Loyalties,Supercollider,Chyrus's Crest of Hope,Tabard of the Honorbound,84961481,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,173606800,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Shattered Sun,151580316,Precious' Ribbon
Wing Commander's Helmet,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Shadowghast Ring,Ardent Sunstar Signet,Splintered Heart of Al'ar,Anima Field Emitter,Crest of the Legionnaire General,Supercollider,Acidslough Bulwark,Tabard of the Lightbringer,141269356,Fashionable Undershirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Commander's Ring,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Protector,3655456,Captain Sanders' Shirt
Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sylvan Whiteshield,Tushui Tabard,185079703,Gray Woolen Shirt
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Lightforged Tabard,188775147,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Ritual Bone Band,Anima Field Emitter,Spare Meat Hook,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Tabard of the Ascended,84950570,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Bladedancer's Armor Kit,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,150750012,Last Season's Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Wargreaves,Sabatons of the Rushing Juggernaut,Sinful Aspirant's Plate Cuffs,Hardened Castle Crushers,Ritual Commander's Ring,Sinful Aspirant's Signet,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Gilneas Tabard,145543162,Red Linen Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Renowned Guild Tabard,123980152,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Fleshfused Circle,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Lightforged Tabard,154572527,
Shadowghast Helm,Trailspinner Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Ritual Bone Band,Bladedancer's Armor Kit,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Stormwind Tabard,132279404,
Oversized Centurion Helm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Selfless Collector's Legguards,Selfless Collector's Warboots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Fleshfused Circle,Gluttonous Spike,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,,161046870,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Spare Meat Hook,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,,231299339,
Darkfrost Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Shieldguard's Breastplate,Sinful Gladiator's Plate Greatbelt,Stonewrought Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Shadowghast Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Mantle of Manifest Sins,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Kirin Tor,140057135,Precious' Ribbon
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Shadowghast Ring,Macabre Sheet Music,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,,197254847,Ooze-Soaked Shirt
Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Dread Sentinel's Ebony Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Twisted Witherroot Band,Viscera of Coalesced Hatred,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Duskwarder Scimitar,Duskwarder Shield,Lightforged Tabard,145722039,
Wing Commander's Helmet,Noble's Birthstone Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Fleshfused Circle,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Grim-Veiled Cape,Plague-Etched Hacker,Barricade of the Endless Empire,Orgrimmar Tabard,44949799,Observer's Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,Tabard of the Lightbringer,159183166,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Arachnid Cipher Ring,Inscrutable Quantum Device,Siphoning Phylactery Shard,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Kirin Tor,116742259,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Decanter of Anima-Charged Winds,Macabre Sheet Music,Cowled Batwing Cloak,Darkwing Rebel's Halberd,,Tabard of the Ascended,145819386,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Hyperlight Band,Ritual Bone Band,Darkmoon Deck: Voracity,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Sylvan Whiteshield,,176015489,
Selfless Collector's GreatHelm,Muckformed Chain Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Pulsating Stoneheart,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Elysian Sentinel's Aegis,,84612973,
Dread Sentinel's Ebony Headgear,Noble's Birthstone Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Band of the Risen Bonelord,Hyperlight Band,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Grim-Veiled Cape,Barbed-Edge of the Stone Legion,Encrusted Canopic Lid,,194321962,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Endlessly Gluttonous Greaves,Shieldguard's Warboots,Dread Sentinel's Ebony Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Bloodoath Signet,Decanter of Anima-Charged Winds,Pulsating Stoneheart,Blighted Margrave's Cloak,Supercollider,Sinful Gladiator's Guard,,162801635,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stonebark Girdle,Selfless Collector's Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Supercollider,Elysian Sentinel's Aegis,Tabard of the Shattered Sun,80390799,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,,160351066,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sapsteel Sabatons,Bracers of the Tenebrous Retinue,Selfless Collector's Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Gluttonous Spike,Spiritual Alchemy Stone,Silvernote Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,,117073789,Scarlet Filigreed Shirt
Shadowghast Helm,Sin Stained Pendant,Sinful Aspirant's Plate Shoulders,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Sinful Gladiator's Medallion,Darkmoon Deck: Indomitable,Decadent Nathrian Shawl,Sinful Gladiator's Ceremonial Sword,Barricade of the Endless Empire,,109180931,
Plague Handler's Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Darkmoon Deck: Indomitable,Spare Meat Hook,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Kudebeh's Remarkable Targe,,168360289,
Oversized Centurion Helm,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Ritual Bone Band,Darkmoon Deck: Indomitable,Memory of Past Sins,Selfless Collector's Greatcloak,Gorestained Cleaver,Acidslough Bulwark,,138540717,
Selfless Collector's GreatHelm,Trailspinner Pendant,Selfless Collector's Spaulders,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Shadowghast Armguards,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Sanctified Guardian's Signet,Darkmoon Deck: Indomitable,Macabre Sheet Music,Selfless Collector's Greatcloak,Gorestained Cleaver,Acidslough Bulwark,Argent Crusader's Tabard,209641273,Squire's Shirt
Dread Sentinel's Ebony Headgear,Azure-Venom Choker,Dread Sentinel's Ebony Spaulders,Dread Sentinel's Ebony Chestplate,Fused Bone Greatbelt,Shadowghast Greaves,Dread Sentinel's Ebony Greatboots,Sinful Gladiator's Plate Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Band,Sinful Gladiator's Signet,Sinful Gladiator's Emblem,Sinful Aspirant's Medallion,Sinful Gladiator's Cloak,Sinful Aspirant's Mace,Sinful Aspirant's Barrier,,169616994,
Selfless Collector's GreatHelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Hellhound Cuffs,Selfless Collector's Gauntlets,Band of the Risen Bonelord,Entwined Gorger Tendril,Sinful Aspirant's Sigil of Adaptation,Sinful Aspirant's Insignia of Alacrity,Selfless Collector's Greatcloak,Sinful Aspirant's Greataxe,,,145524441,
Shadowghast Helm,Masterful Phaedrum Necklace,Selfless Collector's Spaulders,Selfless Collector's Chestplate,Fused Bone Greatbelt,Selfless Collector's Legguards,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Sanctified Guardian's Signet,Pulsating Stoneheart,Viscera of Coalesced Hatred,Selfless Collector's Greatcloak,Axe of the Deadgrove,Acidslough Bulwark,,92071913,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Selfless Collector's Spaulders,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Selfless Collector's Legguards,Valinor's Ground Pounders,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Ritual Commander's Ring,Ardent Sunstar Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Grim-Veiled Cape,Supercollider,Elysian Sentinel's Aegis,,84929920,Antiseptic-Soaked Dressing
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Sinful Gladiator's Ring,Slimy Consumptive Organ,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Guard,,126784233,
Wing Commander's Helmet,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Shadowghast Waistguard,Plated Leggings of Ruination,Errant Crusader's Greaves,Decimator's Armguards,Fogweaver Gauntlets,Hyperlight Band,Ritual Bone Band,Wakener's Frond,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Gorestained Cleaver,Duskwarder Shield,,160182035,
Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,,173384373,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Ritualist's Treasured Ring,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,Silvermoon City Tabard,147403228,Ebon Filigreed Doublet
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Sinful Gladiator's Band,Sinful Gladiator's Badge of Ferocity,Stone Legion Heraldry,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Chyrus's Crest of Hope,Tabard of the Lightbringer,182266402,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Shadowghast Sabatons,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,,102480546,Wraps of the Blood-Soaked Brawler
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Fleshfused Circle,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,Guild Tabard,160300425,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Barricade of the Endless Empire,,108887280,Master Builder's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Voldunai,97896265,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Bloodoath Signet,Death God's Signet,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,Army of the Light Tabard,150483450,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Argent Crusader's Tabard,61578845,Precious' Ribbon
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Fleshfused Circle,Blood-Spattered Scale,Sanguine Vintage,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,,99638318,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Spare Meat Hook,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,,175516417,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Skulker's Wing,Sinful Aspirant's Medallion,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the 7th Legion,92422117,
