Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Plague Handler's Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,118857877,Selis' Silk Shirt,Competitor's Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Ritual Commander's Ring,Gluttonous Spike,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Ascended Gladius of Glory,Sinful Gladiator's Guard,195752148,Embroidered Shirt,Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,197231442,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,97450151,,
Plague Handler's Greathelm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Skulker's Wing,Spare Meat Hook,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,200935849,,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,173705901,Irradiated Undercoat,Darkspear Tabard
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Macabre Sheet Music,Anima Field Emitter,Crest of the Legionnaire General,Meditation's Muse,Acidslough Bulwark,107378339,,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Bloodoath Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Builwark of the Stone Legion,70787323,Common White Shirt,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Hyperlight Band,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,68832720,Fashionable Undershirt,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Sanguine Vintage,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,126266752,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,93539639,,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,113518628,,Tabard of the Achiever
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Desm's Fistos,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,85448887,Orgrimmar Doublet,Renowned Guild Tabard
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,151168565,Red Lumberjack Shirt,Silvermoon City Tabard
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,101982631,,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Drape of Fuming Anger,Engorged Worm Smasher,Encrusted Canopic Lid,77234699,Wraps of the Blood-Soaked Brawler,
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Sinful Aspirant's Plate Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Commander's Ring,Signet of the False Accuser,Slimy Consumptive Organ,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,78679551,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,94995027,Red Linen Shirt,Orgrimmar Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Bloodoath Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,150152695,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Death God's Signet,Decanter of Anima-Charged Winds,Skulker's Wing,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,165566705,Sleeveless T-Shirt,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Bargast's Leash,Crest of the Legionnaire General,Ascended Gladius of Glory,Chyrus's Crest of Hope,113870315,Precious' Ribbon,Tabard of the Lightbringer
Plague Handler's Greathelm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Ceremonial Parade Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Crest of the Legionnaire General,Sinful Gladiator's Swordbreaker,Stonewrought Gargoyles Barrier,69764442,,
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Hymnal of the Path,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,163314982,Red Linen Shirt,
Diadem of Imperious Desire,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Shadowghast Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Gluttonous Spike,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,165583156,Wraps of the Blood-Soaked Brawler,
Wing Commander's Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Shadowghast Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,226308889,Red Linen Shirt,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,117873530,Precious' Ribbon,Hellscream's Reach Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Shroud of the Penitent,Gorestained Cleaver,Encrusted Canopic Lid,139624902,Artisan Officer's Shirt,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Fleshfused Circle,Anima Field Emitter,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Barricade of the Endless Empire,162122372,,
Shadowghast Helm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Dreadfire Vessel,Grim Codex,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,151779368,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Hyperlight Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,197308139,,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Shadowghast Ring,Hyperlight Band,Splintered Heart of Al'ar,Bargast's Leash,Blighted Margrave's Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,101400535,Antiseptic-Soaked Dressing,Tabard of the Explorer
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Shadowghast Gauntlets,Ardent Sunstar Signet,Arachnid Cipher Ring,Pulsating Stoneheart,Anima Field Emitter,Decadent Nathrian Shawl,Engorged Worm Smasher,Acidslough Bulwark,142307880,Precious' Ribbon,Darkspear Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Arachnid Cipher Ring,Splintered Heart of Al'ar,Bargast's Leash,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,153389240,Dark Silk Shirt,
Oversized Centurion Helm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Twisted Witherroot Band,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,216309744,Precious' Ribbon,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Sinful Aspirant's Medallion,Sinful Gladiator's Emblem,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,133401535,,
Sinful Gladiator's Plate Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,166840952,,
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,161777588,Precious' Ribbon,Tabard of the Lightbringer
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,161671342,Artisan Officer's Shirt,Tabard of the Explorer
Oversized Centurion Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Gluttonous Spike,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,154018548,Fashionable Undershirt,Renowned Guild Tabard
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Shieldguard's Breastplate,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Selfless Collector's Gauntlets,Signet of the False Accuser,Death God's Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,173916380,,Purple Trophy Tabard of the Illidari
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,81282401,,Tabard of the Ascended
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Fleshfused Circle,Hyperlight Band,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,162099702,,Orgrimmar Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Spare Meat Hook,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,90960630,,
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Sinful Aspirant's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,169773666,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Hardened Castle Crushers,Bloodoath Signet,Ritual Bone Band,Spare Meat Hook,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,104867451,,Tabard of the 7th Legion
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Slimy Consumptive Organ,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,159876311,,
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Signet of the False Accuser,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cowled Batwing Cloak,Stoneborn Terrorblade,Stonewrought Gargoyles Barrier,140751707,Cerulean Filigreed Shirt,Argent Crusader's Tabard
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Sinful Gladiator's Insignia of Alacrity,Gluttonous Spike,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,154736664,Artisan Officer's Shirt,Tabard of the Ascended
Plague Handler's Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Medallion,Grim-Veiled Cape,Drustlord's Greataxe,,162440235,,
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Gluttonous Spike,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sinsmasher,Northern Barrier,152375142,Brucehide Jersey,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,162923111,,
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,210014640,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,137177891,Common Brown Shirt,Scout's Tabard
Shadowghast Helm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Fleshfused Circle,Blood-Spattered Scale,Spare Meat Hook,Cowled Batwing Cloak,Gorestained Cleaver,Builwark of the Stone Legion,66432179,,Gilneas Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Viscera of Coalesced Hatred,Gluttonous Spike,Sinful Gladiator's Drape,Engorged Worm Smasher,Barricade of the Endless Empire,155997950,,
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Shadowghast Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,181402947,Stylish Red Shirt,Tabard of the Lightbringer
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Shadowghast Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Sanguine Vintage,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,165126289,Lucky Shirt,Ironforge Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,126725985,,Arathor Battle Tabard
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Sanguine Vintage,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,188759228,,
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Ardent Sunstar Signet,Sinful Gladiator's Insignia of Alacrity,Overwhelming Power Crystal,Decadent Nathrian Shawl,Sophisticated Bonecracker,Barricade of the Endless Empire,143058202,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,96552718,Sleeveless T-Shirt,Sporeggar Tabard
