Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,Horde Tabard,154874964,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fallen Templar's Gauntlets,Ritual Commander's Ring,Ardent Sunstar Signet,Macabre Sheet Music,Instructor's Divine Bell,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,,164536001,Orgrimmar Doublet
Diadem of Imperious Desire,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Stonebark Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Gluttonous Spike,Crest of the Legionnaire General,Sinful Gladiator's Hacker,Elysian Sentinel's Aegis,Tabard of the Dark Iron,165824907,Antiseptic-Soaked Dressing
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Pulsating Stoneheart,Splintered Heart of Al'ar,Evernight Drape,Engorged Worm Smasher,Barricade of the Endless Empire,Renowned Guild Tabard,106720191,Ebon Filigreed Doublet
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Dread Sentinel's Ebony Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Stone Legion Heraldry,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,Tabard of the Lightbringer,97570087,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Guilewind Stone Talons,Shadowghast Ring,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,,191463107,
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,,174953493,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Pulsing Spellshield,,40264151,
Darkfrost Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,,147281597,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Renowned Guild Tabard,86054222,White Linen Shirt
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Emblem,Cowled Batwing Cloak,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,153202632,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,174647654,Antiseptic-Soaked Dressing
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Coordination,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,196653971,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,124079940,Artisan Officer's Shirt
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of Summer Skies,66737729,Stylish Blue Shirt
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Selfless Collector's Chestplate,Stonebark Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Shadowghast Ring,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,,167017174,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,56774862,Artisan Officer's Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fogweaver Gauntlets,Hyperlight Band,Bloodoath Signet,Bladedancer's Armor Kit,Pulsating Stoneheart,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,Tabard of the Zandalari,200433232,
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Sinsmasher,Kudebeh's Remarkable Targe,,184405917,
Wrathbark Greathelm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Ritualist's Treasured Ring,Death God's Signet,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,121487654,
Sinful Aspirant's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Inscrutable Quantum Device,Slimy Consumptive Organ,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,179027376,
Shadowghast Helm,Sinful Aspirant's Necklace,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,,149848613,Silvermoon Doublet
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Desm's Fistos,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,246331923,
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Selfless Collector's Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Sinsmasher,Barricade of the Endless Empire,,167509315,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Orgrimmar Tabard,175129821,
Casque of the Path,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Punishing Loop,Pulsating Stoneheart,Overwhelming Power Crystal,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the Ascended,175819224,
Wing Commander's Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Decanter of Anima-Charged Winds,Gluttonous Spike,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,Tabard of Flame,136250379,Electrified Compression Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Shieldguard's Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Viscera of Coalesced Hatred,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Sylvan Whiteshield,Tabard of Brute Force,55059818,Artisan Officer's Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Queensguard Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Shadowghast Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Gluttonous Spike,Crest of the Legionnaire General,Mace of the Unburdened,Dredge-Giant's Warshield,,150398547,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Bloodoath Signet,Ritual Bone Band,Bargast's Leash,Bladedancer's Armor Kit,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,210013693,Red Lumberjack Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Wakener's Frond,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Axe of the Deadgrove,Elysian Sentinel's Aegis,,146702555,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Bloodoath Signet,Hyperlight Band,Sinful Gladiator's Insignia of Alacrity,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Kudebeh's Remarkable Targe,,147603532,
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Aspirant's Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,177028711,
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Band of the Risen Bonelord,Ardent Sunstar Signet,Stone Legion Heraldry,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,Renowned Guild Tabard,163190183,
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Ardent Sunstar Signet,Gluttonous Spike,Bargast's Leash,Shroud of the Penitent,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,99501366,Stylish Black Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sapsteel Legplates,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Decadent Nathrian Shawl,Sophisticated Bonecracker,Sinful Gladiator's Guard,,165706512,
Shadowghast Helm,Valeshroud Torque,Shieldguard's Shoulderplates,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Shieldguard's Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,Stormwind Tabard,164708774,Tuxedo Shirt
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Fleshfused Circle,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,,94035562,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,Stone Guard's Herald,140580886,Jade's Lovely Shirt
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Plated Leggings of Ruination,Valinor's Ground Pounders,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Sinful Gladiator's Insignia of Alacrity,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,,166990148,Embroidered Shirt
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Twisted Witherroot Band,Ring of Perpetual Conflict,Anima Field Emitter,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Sacred Sparrer's Edge,Barricade of the Endless Empire,,185048692,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Dread Sentinel's Ebony Girdle,Dread Sentinel's Ebony Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Gluttonous Spike,Viscera of Coalesced Hatred,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Explorer,156214539,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Clasp of Waning Shadow,Galvanized Oxxein Legguards,Sabatons of the Iron Watcher,Armbands of the Construct,Colossal Plate Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Gluttonous Spike,Anima Field Emitter,Crest of the Legionnaire General,Xandria's Kopis of Courage,Chyrus's Crest of Hope,Orgrimmar Tabard,155297177,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Sinful Gladiator's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of the Dark Iron,196174109,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Muirnne's Stormforged Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,,67209297,Red Linen Shirt
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Selfless Collector's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Shroud of the Penitent,Supercollider,Acidslough Bulwark,,170163681,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Pulsating Stoneheart,Anima Field Emitter,Dread Sentinel's Ebony Cloak,Gorestained Cleaver,Acidslough Bulwark,Renowned Guild Tabard,158018889,
Bladesworn Harbinger's Greathelm,Trailspinner Pendant,Bladesworn Harbinger's Pauldrons,Bladesworn Harbinger's Chestguard,Bladesworn Harbinger's Warbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Bladesworn Harbinger's Vambraces,Fallen Templar's Gauntlets,Shadowghast Ring,Ritual Bone Band,Slimy Consumptive Organ,Spare Meat Hook,Cowled Batwing Cloak,Sophisticated Bonecracker,Kudebeh's Remarkable Targe,,162028681,
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Fleshfused Circle,Bladedancer's Armor Kit,Slimy Consumptive Organ,Cowled Batwing Cloak,Meditation's Muse,Elysian Sentinel's Aegis,,240519460,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Ember-Scarred Girdle,Gormshell Greaves,Selfless Collector's Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Commander's Ring,Shadowghast Ring,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Duskwarder Scimitar,Barricade of the Endless Empire,,118999687,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Unbreakable Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Signet of the False Accuser,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,,107580678,
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Shieldguard's Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Queensguard's Vigil,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,,195512972,
Selfless Collector's GreatHelm,Trailspinner Pendant,Selfless Collector's Spaulders,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Shadowghast Armguards,Guilewind Stone Talons,Death God's Signet,Band of the Risen Bonelord,Gluttonous Spike,Splintered Heart of Al'ar,Selfless Collector's Greatcloak,Ascended Gladius of Glory,Duskwarder Shield,,71787205,Ooze-Soaked Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Ritual Commander's Ring,Inscrutable Quantum Device,Gluttonous Spike,Saronite Animus Cloak,Supercollider,Barricade of the Endless Empire,,175761885,
Stonewrought Helm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Fleshfused Circle,Leafed Banewood Band,Viscera of Coalesced Hatred,Macabre Sheet Music,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Gnomeregan Tabard,166019273,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Shadowghast Gauntlets,Death God's Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Redoubt,Stormwind Tabard,126155925,
Casque of the Path,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Sinful Aspirant's Plate Gauntlets,Shadowghast Ring,Sinful Gladiator's Band,Gluttonous Spike,Bladedancer's Armor Kit,Cowled Batwing Cloak,Sinsmasher,Sinful Aspirant's Barrier,Army of the Light Tabard,72548509,Fashionable Undershirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Shieldguard's Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Selfless Collector's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Twisted Witherroot Band,Spare Meat Hook,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,Tushui Tabard,98452786,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Aspirant's Plate Legguards,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Wakener's Frond,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Aspirant's Barrier,Tabard of the Scarlet Crusade,155195574,Lucky Shirt
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Ring of Perpetual Conflict,Ritual Commander's Ring,Spare Meat Hook,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,,110100445,
Sapsteel Warhelm,Sin Stained Pendant,Shoulderplates of the Eternal,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gilded Steel Legplates,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Gauntlets of Ruthless Reprisal,Hyperlight Band,Shadowghast Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Asimov's Drape,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,34963584,Formal White Shirt
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Selfless Collector's Wristguards,Guilewind Stone Talons,Ritual Commander's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Blood-Spattered Scale,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,146518730,Ebon Filigreed Doublet
