Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,139762690,Master Builder's Shirt
Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,,173384373,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritual Bone Band,Ritualist's Treasured Ring,Phial of Putrefaction,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Waveblade Ankoan,197765933,Antiseptic-Soaked Dressing
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Spare Meat Hook,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Lightbringer,154440930,Fashionable Undershirt
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of Brute Force,155879663,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,Guild Tabard,115287737,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,Tabard of the Lightbringer,114207216,Artisan Officer's Shirt
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Pulsating Stoneheart,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,155321637,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Hyperlight Band,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,166734171,
Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,159369627,
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Guild Tabard,145849552,Stylish Black Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Highmountain Tribe,82386110,
Wrathbark Greathelm,Sinful Aspirant's Choker,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Greatmallet,,Tabard of Ramkahen,176538805,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Overwhelming Power Crystal,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Lightforged Tabard,159590330,
Wing Commander's Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Viscera of Coalesced Hatred,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,,159535923,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Twisted Witherroot Band,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Zandalari,144123061,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Fleshfused Circle,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of Summer Skies,191467940,Captain Sanders' Shirt
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,193108807,
Darkfrost Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Spare Meat Hook,Mantle of Manifest Sins,Axe of the Deadgrove,Elysian Sentinel's Aegis,Guild Tabard,154933053,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Wargreaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Overwhelming Power Crystal,Sinful Gladiator's Emblem,Sinful Gladiator's Drape,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Argent Crusade,195387984,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Argent Crusader's Tabard,129437356,Precious' Ribbon
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Guild Tabard,158586260,Fashionable Undershirt
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Desm's Fistos,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,121791826,
Sinful Gladiator's Plate Helm,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Shadowghast Sabatons,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Entwined Gorger Tendril,Ritual Commander's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Sinful Aspirant's Drape,Rimebinder's Runeblade,,,195747491,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,Thunder Bluff Tabard,169731531,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Viscera of Coalesced Hatred,Gluttonous Spike,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,,97632604,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Shadowghast Ring,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,162648914,Precious' Ribbon
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Dredge-Giant's Warshield,Renowned Guild Tabard,150700960,The Very Best Shirt
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,Renowned Guild Tabard,153078382,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,,162119236,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,208307745,Precious' Ribbon
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Fleshfused Circle,Blood-Spattered Scale,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Honorbound,11679284,Artisan Officer's Shirt
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,125896747,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Arachnid Cipher Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,,159125143,
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Dread Sentinel's Ebony Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,Renowned Guild Tabard,152287332,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Anima Field Emitter,Stone Legion Heraldry,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,Tabard of Ramkahen,163826053,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Selfless Collector's Wristguards,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Selfless Collector's Greatcloak,Engorged Worm Smasher,Acidslough Bulwark,,158058104,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Orgrimmar Tabard,194396987,
Plague Handler's Greathelm,Sinful Gladiator's Amulet,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,,147593058,
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,162618567,
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Twisted Witherroot Band,Band of the Risen Bonelord,Darkmoon Deck: Indomitable,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Blood Knight Tabard,129605274,
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Phial of Putrefaction,Overwhelming Power Crystal,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,,154584007,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Gluttonous Spike,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,154395030,Antiseptic-Soaked Dressing
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,167237331,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,,193091808,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,Stormwind Tabard,78973088,Precious' Ribbon
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,63473937,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Ritual Bone Band,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,167695695,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the 7th Legion,168998405,Precious' Ribbon
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Ritual Commander's Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,Tabard of the Honorbound,87045038,Dark Silk Shirt
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Chyrus's Crest of Hope,Tabard of the Lightbringer,115463739,Precious' Ribbon
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,Tabard of Brute Force,171490413,
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,,38372178,Initiate's Shirt
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Crest of the Legionnaire General,Ascended Gladius of Glory,Sinful Gladiator's Guard,,114245905,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Entwined Gorger Tendril,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,Argent Crusader's Tabard,104717668,
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Mantle of Manifest Sins,Gorestained Cleaver,Sinful Gladiator's Guard,Renowned Guild Tabard,97397052,Artisan Member's Shirt
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ritual Bone Band,Splintered Heart of Al'ar,Anima Field Emitter,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,Champions of Azeroth Tabard,171488900,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Grim-Veiled Cape,Xandria's Kopis of Courage,Acidslough Bulwark,,49229026,
Plague Handler's Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Guild Tabard,104576523,Artisan Member's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Shadowsteel Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Twisted Witherroot Band,Bloodoath Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the 7th Legion,154239124,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Chyrus's Crest of Hope,,166849639,
